date,Taker Buy Volume
2018-12-08,75444676.16572236
2018-12-09,58312248.63590125
2018-12-10,41920939.7454672
2018-12-11,39642846.05780852
2018-12-12,40664872.46332651
2018-12-13,39775752.12485217
2018-12-14,35766562.59046172
2018-12-15,25991993.16852296
2018-12-16,34442973.8884555
2018-12-17,75271074.37289722
2018-12-18,72297093.20433465
2018-12-19,106774673.85306436
2018-12-20,118216553.33597304
2018-12-21,97909807.25483124
2018-12-22,69751451.02170509
2018-12-23,186097132.594581
2018-12-24,275284269.94702506
2018-12-25,160068376.36784
2018-12-26,131740310.8168764
2018-12-27,105726331.65249205
2018-12-28,163949504.25241977
2018-12-29,153699651.41235515
2018-12-30,119205701.20536816
2018-12-31,76458076.1393443
2019-01-01,97476435.99585412
2019-01-02,197482139.0735531
2019-01-03,150126785.55097288
2019-01-04,235611183.19521865
2019-01-05,217472251.98791164
2019-01-06,194576347.45183823
2019-01-07,119890824.03634208
2019-01-08,123978571.1563269
2019-01-09,100850378.14474864
2019-01-10,172066318.18972144
2019-01-11,108197153.29067886
2019-01-12,60574088.34174584
2019-01-13,72922806.8127288
2019-01-14,123783365.15299147
2019-01-15,128633599.8589716
2019-01-16,128526397.930941
2019-01-17,113897934.99810296
2019-01-18,71669191.07370736
2019-01-19,69559921.60873753
2019-01-20,65382942.61932189
2019-01-21,71459437.5991161
2019-01-22,81713345.68877082
2019-01-23,56453479.33754326
2019-01-24,56505165.508678
2019-01-25,49700322.30591814
2019-01-26,33560205.66784246
2019-01-27,49593378.81099199
2019-01-28,140609050.80275863
2019-01-29,80257465.86354509
2019-01-30,85806564.43145408
2019-01-31,66436008.28893044
2019-02-01,74799400.46869895
2019-02-02,58067553.406627
2019-02-03,64141532.06025174
2019-02-04,50825168.11665277
2019-02-05,38760842.23008335
2019-02-06,83981522.31727143
2019-02-07,51132101.51626844
2019-02-08,178122737.2938692
2019-02-09,73961672.78958742
2019-02-10,103760316.2722422
2019-02-11,108626761.542319
2019-02-12,104059231.2752997
2019-02-13,99557138.36229494
2019-02-14,99928853.5705724
2019-02-15,98645741.78671196
2019-02-16,75710214.66405512
2019-02-17,240592152.52880365
2019-02-18,441768860.2903808
2019-02-19,260508901.59571224
2019-02-20,240950780.95081416
2019-02-21,154226918.52735
2019-02-22,175403638.01931387
2019-02-23,260081851.8760853
2019-02-24,363445621.2940888
2019-02-25,242404268.29374367
2019-02-26,129781436.81101789
2019-02-27,179593229.82372934
2019-02-28,162321105.42590317
2019-03-01,77386124.12689905
2019-03-02,116450213.66645296
2019-03-03,96896708.97757591
2019-03-04,165283527.07193896
2019-03-05,193361342.44660524
2019-03-06,179970066.77322468
2019-03-07,130506869.23059335
2019-03-08,122902190.1536956
2019-03-09,118102371.18204254
2019-03-10,67802231.34416777
2019-03-11,103910433.69075936
2019-03-12,124972487.75164077
2019-03-13,81231045.6144088
2019-03-14,84165167.88966945
2019-03-15,111148240.1853045
2019-03-16,167318352.38161206
2019-03-17,87589697.55726632
2019-03-18,98096730.68082234
2019-03-19,81600286.45061044
2019-03-20,91518775.68172656
2019-03-21,93462013.34037492
2019-03-22,61954764.51729752
2019-03-23,58030220.86935833
2019-03-24,45336329.60318268
2019-03-25,84010869.70772734
2019-03-26,63654708.91466511
2019-03-27,132493318.31452271
2019-03-28,50186609.1680264
2019-03-29,118281288.836514
2019-03-30,113016035.84798238
2019-03-31,51858171.03924883
2019-04-01,96010219.78457075
2019-04-02,448707395.35720456
2019-04-03,575797318.4673774
2019-04-04,213691318.72030863
2019-04-05,174477191.05964902
2019-04-06,175402861.06140313
2019-04-07,181502093.03007463
2019-04-08,338119026.2855952
2019-04-09,163858926.71383017
2019-04-10,250325821.3605069
2019-04-11,191015120.819078
2019-04-12,133952093.3484174
2019-04-13,67467709.52376181
2019-04-14,85609396.52820864
2019-04-15,115977950.40459524
2019-04-16,115784329.29029734
2019-04-17,87768524.20839503
2019-04-18,170310343.4424304
2019-04-19,107504870.55156054
2019-04-20,97402733.67923538
2019-04-21,108572585.48357354
2019-04-22,134478908.03386426
2019-04-23,149028200.1305746
2019-04-24,152518100.49172425
2019-04-25,136643670.24389607
2019-04-26,140108077.41518664
2019-04-27,68495006.99925745
2019-04-28,53099966.24990575
2019-04-29,79609840.08128212
2019-04-30,110781376.11122856
2019-05-01,78637344.32332201
2019-05-02,77409298.05381799
2019-05-03,146929818.50957277
2019-05-04,124366923.27715348
2019-05-05,82506079.33883108
2019-05-06,211594093.8825341
2019-05-07,240576910.16286427
2019-05-08,135290713.59316987
2019-05-09,118211938.1728213
2019-05-10,187534354.87421715
2019-05-11,508133356.1337176
2019-05-12,355903709.4207712
2019-05-13,324327556.7808935
2019-05-14,469212133.0599589
2019-05-15,631679963.5697976
2019-05-16,1111012451.017263
2019-05-17,585790084.37359
2019-05-18,223170138.8387909
2019-05-19,392750006.199004
2019-05-20,309011480.5945633
2019-05-21,288981093.2178718
2019-05-22,253717817.3825625
2019-05-23,278428932.01357406
2019-05-24,216165422.8283479
2019-05-25,171603178.07994634
2019-05-26,271435623.22199273
2019-05-27,336194055.7300892
2019-05-28,232876021.2211617
2019-05-29,262730376.91874525
2019-05-30,499762159.7879647
2019-05-31,281837218.9120577
2019-06-01,213589097.56692627
2019-06-02,153669753.6768892
2019-06-03,217161750.50451595
2019-06-04,230845908.1328245
2019-06-05,170195459.337578
2019-06-06,133965953.8793953
2019-06-07,148587980.49932674
2019-06-08,88492402.55175024
2019-06-09,141907055.85314575
2019-06-10,191517796.92996377
2019-06-11,141064421.75766736
2019-06-12,185118910.6872317
2019-06-13,151495435.32133666
2019-06-14,172954992.15963066
2019-06-15,146857157.96974075
2019-06-16,233824994.74380764
2019-06-17,179607356.70123735
2019-06-18,154528256.44901007
2019-06-19,104108806.56912632
2019-06-20,124142803.4346796
2019-06-21,390154127.1458023
2019-06-22,402424385.88272655
2019-06-23,291480615.4750731
2019-06-24,238035540.83284864
2019-06-25,231418874.72674745
2019-06-26,802723039.2168549
2019-06-27,508527639.7109138
2019-06-28,244883062.56597725
2019-06-29,192221256.337924
2019-06-30,184249216.06957632
2019-07-01,192995263.3607064
2019-07-02,188379564.6997124
2019-07-03,175158917.5276749
2019-07-04,132138698.2665332
2019-07-05,122966716.287791
2019-07-06,127842638.38784157
2019-07-07,178671288.25310016
2019-07-08,150711642.924335
2019-07-09,179637608.7591899
2019-07-10,216677218.3875862
2019-07-11,190284403.06091464
2019-07-12,111828600.41632386
2019-07-13,88943588.00313275
2019-07-14,197564800.3349583
2019-07-15,274922893.785526
2019-07-16,215593408.08259845
2019-07-17,173038147.46286076
2019-07-18,163302153.23523515
2019-07-19,97452521.5164334
2019-07-20,98887336.45834652
2019-07-21,73468765.54495811
2019-07-22,72860517.36926071
2019-07-23,96424817.5505792
2019-07-24,113275177.85950868
2019-07-25,84738228.15786102
2019-07-26,70575492.9485856
2019-07-27,93943792.1203616
2019-07-28,72918907.37418234
2019-07-29,55209849.5724604
2019-07-30,68475487.70881316
2019-07-31,75658409.76003566
2019-08-01,4264548.05778395
2019-08-02,73434962.35026184
2019-08-03,62749814.14501964
2019-08-04,56690215.30955879
2019-08-05,137092202.119339
2019-08-06,147053777.85319322
2019-08-07,92145372.36530232
2019-08-08,75002969.52728365
2019-08-09,88141902.8964092
2019-08-10,72128842.52200088
2019-08-11,89444341.88290876
2019-08-12,51071722.97195744
2019-08-13,67360633.64616542
2019-08-14,117984552.32629858
2019-08-15,104682295.22767994
2019-08-16,80980055.82702012
2019-08-17,48059861.85239726
2019-08-18,98200483.13185348
2019-08-19,96150206.31566691
2019-08-20,62829578.07161777
2019-08-21,86416277.62498002
2019-08-22,86600241.28145336
2019-08-23,78237415.85562132
2019-08-24,56081482.860935874
2019-08-25,62083587.37116821
2019-08-26,73001790.94239002
2019-08-27,46638624.94428392
2019-08-28,99905857.9289287
2019-08-29,67271453.45086496
2019-08-30,56715639.47838348
2019-08-31,66170821.56799063
2019-09-01,52689381.87810133
2019-09-02,92527020.46294248
2019-09-03,98699069.71467446
2019-09-04,91715455.17949356
2019-09-05,79369861.84161673
2019-09-06,122358140.35853924
2019-09-07,119883912.26650342
2019-09-08,134813658.32323268
2019-09-09,130491226.0050836
2019-09-10,97053873.78619912
2019-09-11,109217810.882417
2019-09-12,68781552.90208042
2019-09-13,57384628.53026303
2019-09-14,101918135.16420963
2019-09-15,77068583.5979372
2019-09-16,181141832.1443123
2019-09-17,289406439.0240112
2019-09-18,242708115.7094784
2019-09-19,329680751.082876
2019-09-20,182933459.5593865
2019-09-21,155626435.36215866
2019-09-22,160673614.34983373
2019-09-23,160272444.70760828
2019-09-24,429906735.9354026
2019-09-25,185750024.93183023
2019-09-26,159799816.07175422
2019-09-27,131929909.11980744
2019-09-28,85602135.86173545
2019-09-29,85998500.14196044
2019-09-30,144188823.4578882
2019-10-01,124469119.0186994
2019-10-02,86491372.04595529
2019-10-03,91479665.3571114
2019-10-04,92373540.45965372
2019-10-05,76293573.75511158
2019-10-06,102926260.53661728
2019-10-07,149459055.2675002
2019-10-08,89504311.19981739
2019-10-09,185270884.61702225
2019-10-10,123720714.33326036
2019-10-11,156146490.30651146
2019-10-12,75837186.04031721
2019-10-13,80629138.62361021
2019-10-14,91107267.4418426
2019-10-15,117777510.06769314
2019-10-16,89337237.22100966
2019-10-17,82326762.76956256
2019-10-18,86426264.43592045
2019-10-19,74774627.36851642
2019-10-20,80884900.1461035
2019-10-21,84511390.52032666
2019-10-22,64991130.548538685
2019-10-23,140280844.0798686
2019-10-24,93563649.1737867
2019-10-25,210132097.27456555
2019-10-26,242966814.7697765
2019-10-27,130212737.1551814
2019-10-28,98545618.54653797
2019-10-29,128672292.51846848
2019-10-30,93870475.87500694
2019-10-31,93473852.16230576
2019-11-01,79961215.39273833
2019-11-02,54958459.74195033
2019-11-03,48988862.73861763
2019-11-04,96076671.13257934
2019-11-05,105883195.39243989
2019-11-06,95300773.04596844
2019-11-07,84153692.87705259
2019-11-08,87383115.82235193
2019-11-09,49486247.88039593
2019-11-10,117155141.45072249
2019-11-11,59809293.69716582
2019-11-12,93872730.93475312
2019-11-13,74306810.53871708
2019-11-14,64469976.84570867
2019-11-15,107236328.677697
2019-11-16,59749711.88475185
2019-11-17,81511652.11538401
2019-11-18,79214864.42228429
2019-11-19,71533289.8472215
2019-11-20,73358272.8170174
2019-11-21,110033591.55339453
2019-11-22,220123775.0576341
2019-11-23,77718108.84192064
2019-11-24,75032630.71788998
2019-11-25,163947559.94126427
2019-11-26,68226535.3413161
2019-11-27,110412898.1099136
2019-11-28,53276011.13933155
2019-11-29,72569579.3046127
2019-11-30,41580033.52330994
2019-12-01,71482753.37427531
2019-12-02,52237226.58290234
2019-12-03,43685738.06108711
2019-12-04,186307833.37801465
2019-12-05,109966442.845039
2019-12-06,81982093.94863339
2019-12-07,61886630.15763742
2019-12-08,85357092.61747766
2019-12-09,103422016.72313067
2019-12-10,82588110.81915054
2019-12-11,74808332.5566668
2019-12-12,121195557.49795398
2019-12-13,72007359.91636656
2019-12-14,70566155.46654129
2019-12-15,77902599.67634188
2019-12-16,160945584.15295354
2019-12-17,179478014.94280165
2019-12-18,265954322.005636
2019-12-19,159903111.91339803
2019-12-20,78625206.33801873
2019-12-21,54181128.77593063
2019-12-22,110951662.63388164
2019-12-23,140333801.46514153
2019-12-24,90872060.24467888
2019-12-25,101454901.19391894
2019-12-26,129765340.34094352
2019-12-27,109999825.61945456
2019-12-28,95439045.7161788
2019-12-29,163792064.30489385
2019-12-30,119147831.44260558
2019-12-31,142011319.631669
2020-01-01,97710041.7182222
2020-01-02,101057788.29303136
2020-01-03,193362598.219288
2020-01-04,103853754.36633375
2020-01-05,139097659.71265972
2020-01-06,214596385.5391782
2020-01-07,197943445.50815988
2020-01-08,226202625.97017995
2020-01-09,163832906.01378697
2020-01-10,192064181.32133803
2020-01-11,173830110.32422206
2020-01-12,130925305.85101284
2020-01-13,121908280.17241196
2020-01-14,559180501.0270987
2020-01-15,427473814.6555679
2020-01-16,250652401.117908
2020-01-17,374110913.2189248
2020-01-18,349776061.6292199
2020-01-19,292733905.8087731
2020-01-20,181049413.148414
2020-01-21,163652589.9546209
2020-01-22,118542628.5785988
2020-01-23,179532217.76695526
2020-01-24,214241665.6691585
2020-01-25,128183096.05604988
2020-01-26,161970716.23339868
2020-01-27,199980519.0355412
2020-01-28,237562631.6381868
2020-01-29,180132030.09711465
2020-01-30,310599262.9698943
2020-01-31,252786609.22622383
2020-02-01,190855831.0146173
2020-02-02,326167884.9918681
2020-02-03,282028433.58323985
2020-02-04,228241363.3427607
2020-02-05,427563523.2896311
2020-02-06,556858017.6363349
2020-02-07,494885873.8631618
2020-02-08,514646194.2778556
2020-02-09,370139168.27907926
2020-02-10,456225482.0272721
2020-02-11,545578608.42753
2020-02-12,1167522166.2151096
2020-02-13,1206647741.5496686
2020-02-14,864125715.9569615
2020-02-15,924321405.846023
2020-02-16,1020380188.2468344
2020-02-17,1038548296.0532104
2020-02-18,1007683881.0887138
2020-02-19,905026757.5213456
2020-02-20,772016222.747441
2020-02-21,473457633.01592064
2020-02-22,323068588.1089578
2020-02-23,436762383.2418368
2020-02-24,635722758.9295198
2020-02-25,705613744.6391833
2020-02-26,914258333.2600548
2020-02-27,888889714.5174549
2020-02-28,723204973.9786689
2020-02-29,403862570.97571087
2020-03-01,562263787.2971742
2020-03-02,488168619.9969829
2020-03-03,482070028.5011749
2020-03-04,344786439.8811603
2020-03-05,419560819.8404354
2020-03-06,510259435.2983084
2020-03-07,577932648.5615215
2020-03-08,937014491.3811152
2020-03-09,1024376155.07033
2020-03-10,567761479.3223379
2020-03-11,545919312.4833983
2020-03-12,1419245236.7329054
2020-03-13,999868767.2502892
2020-03-14,259937703.7215176
2020-03-15,243428265.59172964
2020-03-16,375526173.4618435
2020-03-17,236437863.4461817
2020-03-18,197845368.66770068
2020-03-19,294465750.99734133
2020-03-20,478673621.3000696
2020-03-21,259224021.8616753
2020-03-22,224041934.80166093
2020-03-23,268390783.01943272
2020-03-24,266540262.0496457
2020-03-25,209333926.6151861
2020-03-26,174859857.96486962
2020-03-27,174072821.3583657
2020-03-28,219445776.3921806
2020-03-29,108238529.33952104
2020-03-30,183440490.26462385
2020-03-31,144676617.41943526
2020-04-01,163201446.5668431
2020-04-02,259729332.9320461
2020-04-03,201174605.84970343
2020-04-04,151681641.4990338
2020-04-05,123505917.25248715
2020-04-06,440566404.5610058
2020-04-07,463462457.00862896
2020-04-08,324482763.93640065
2020-04-09,252986038.4923609
2020-04-10,332267045.9267785
2020-04-11,185776706.950404
2020-04-12,232468613.53105384
2020-04-13,266972983.1604082
2020-04-14,198274447.89012367
2020-04-15,222463747.13334483
2020-04-16,464008158.40455824
2020-04-17,231302972.66420537
2020-04-18,426288495.7800634
2020-04-19,420683625.86159015
2020-04-20,594678990.3201779
2020-04-21,379319538.5954555
2020-04-22,420487391.4837546
2020-04-23,588046417.9139428
2020-04-24,348077265.5339118
2020-04-25,443027696.12051576
2020-04-26,414713911.3797844
2020-04-27,452586363.2468022
2020-04-28,398868269.4687513
2020-04-29,769035471.5264361
2020-04-30,961008852.4978328
2020-05-01,458472251.4919922
2020-05-02,310280198.45060813
2020-05-03,419419193.9382185
2020-05-04,575096463.2849458
2020-05-05,431665874.5114708
2020-05-06,486530442.1393532
2020-05-07,623937249.9192531
2020-05-08,460779078.751289
2020-05-09,373448232.29719794
2020-05-10,721488870.3801497
2020-05-11,497108337.1226107
2020-05-12,278883587.25603104
2020-05-13,340272595.67664564
2020-05-14,477848438.3527568
2020-05-15,342366096.69651
2020-05-16,286769416.1370736
2020-05-17,301903557.4368632
2020-05-18,414709908.6800506
2020-05-19,320212256.85801625
2020-05-20,347100304.20625925
2020-05-21,435652541.2587806
2020-05-22,332321839.6558677
2020-05-23,255129859.1183965
2020-05-24,373324894.9031496
2020-05-25,245035498.0326741
2020-05-26,247214138.9500433
2020-05-27,246075905.5310792
2020-05-28,358327318.47676885
2020-05-29,363619462.28196895
2020-05-30,678475467.9506834
2020-05-31,535533561.0352994
2020-06-01,607140884.363137
2020-06-02,645595945.8305192
2020-06-03,319487140.9880734
2020-06-04,454157193.8310411
2020-06-05,370289887.5399912
2020-06-06,265493025.1496414
2020-06-07,416774910.7354158
2020-06-08,283669495.84175295
2020-06-09,354768913.2033348
2020-06-10,351903798.52587295
2020-06-11,625719695.9307967
2020-06-12,303791670.9947937
2020-06-13,188069130.96066904
2020-06-14,225351248.97544765
2020-06-15,576439214.1290348
2020-06-16,292981571.4324552
2020-06-17,339108935.90089107
2020-06-18,227580635.5928596
2020-06-19,269268056.6510061
2020-06-20,203654329.70943844
2020-06-21,156720384.99454042
2020-06-22,480881113.0498977
2020-06-23,258007448.476556
2020-06-24,561005066.0001376
2020-06-25,323938021.3887468
2020-06-26,321240423.3046808
2020-06-27,382676265.2199241
2020-06-28,279061519.2689964
2020-06-29,302381780.4246952
2020-06-30,227053400.49500656
2020-07-01,297579398.4083364
2020-07-02,353781460.81373805
2020-07-03,179131013.12516606
2020-07-04,180827512.7597894
2020-07-05,221909148.8544957
2020-07-06,444945976.53195465
2020-07-07,331965990.16096
2020-07-08,472227933.1630626
2020-07-09,416700196.50564206
2020-07-10,261244623.77991983
2020-07-11,166510428.35346097
2020-07-12,319805106.5669987
2020-07-13,366322548.12906015
2020-07-14,258059772.1238448
2020-07-15,200638482.24696445
2020-07-16,342392922.0266807
2020-07-17,187914452.43468767
2020-07-18,205614829.7713452
2020-07-19,252029560.33326155
2020-07-20,252536973.9291213
2020-07-21,403174120.5890986
2020-07-22,580082210.4627981
2020-07-23,911739332.1564105
2020-07-24,903555626.6859584
2020-07-25,1207115478.2197742
2020-07-26,1509889219.804315
2020-07-27,2133974274.7020693
2020-07-28,1221087000.0666468
2020-07-29,793313808.721036
2020-07-30,1005716213.896836
2020-07-31,1274688201.6597457
2020-08-01,1938685755.3766344
2020-08-02,3345862623.5991707
2020-08-03,1690879875.3369942
2020-08-04,1623707577.7013383
2020-08-05,1409286722.4847913
2020-08-06,966016798.358876
2020-08-07,1452722290.6990187
2020-08-08,789479650.6446018
2020-08-09,849458446.818198
2020-08-10,971071562.994797
2020-08-11,1290512046.2946663
2020-08-12,923866678.3177644
2020-08-13,2108296277.6990745
2020-08-14,1685297749.0942402
2020-08-15,1180968509.064129
2020-08-16,1185206581.9467134
2020-08-17,1508766428.502847
2020-08-18,1103563532.391324
2020-08-19,1555957191.370882
2020-08-20,822407326.873312
2020-08-21,1234012122.9807224
2020-08-22,712591334.386212
2020-08-23,545528418.5020692
2020-08-24,804940985.8582411
2020-08-25,1382711423.1362803
2020-08-26,809022435.1561875
2020-08-27,1095690562.5237172
2020-08-28,702182116.8967998
2020-08-29,639179095.2539185
2020-08-30,957848680.306216
2020-08-31,1142124922.1414497
2020-09-01,2389898316.302445
2020-09-02,2854126252.552053
2020-09-03,3059488592.333428
2020-09-04,2054274770.7908688
2020-09-05,2822274500.029275
2020-09-06,1622894714.986761
2020-09-07,1408255745.4111533
2020-09-08,1232684560.2425532
2020-09-09,839499986.0442923
2020-09-10,1330615366.7944908
2020-09-11,945866659.7068
2020-09-12,796258548.928095
2020-09-13,1207822956.9246666
2020-09-14,1190766139.3769298
2020-09-15,1080085816.3582687
2020-09-16,983400895.2947804
2020-09-17,1414982571.719263
2020-09-18,822551413.489065
2020-09-19,538535455.6500375
2020-09-20,740655914.0515047
2020-09-21,1493360790.7885764
2020-09-22,880130677.6550634
2020-09-23,1067277051.539906
2020-09-24,1186509600.8253202
2020-09-25,980339971.875638
2020-09-26,622467498.5218216
2020-09-27,745121178.2802695
2020-09-28,881432542.0791595
2020-09-29,665479608.8038353
2020-09-30,554269854.6878972
2020-10-01,981078022.2127576
2020-10-02,897327550.6818203
2020-10-03,389630609.46595496
2020-10-04,435244785.6985887
2020-10-05,473317186.8176573
2020-10-06,835915397.2098173
2020-10-07,593432911.0002594
2020-10-08,690122411.5284314
2020-10-09,672833478.6533593
2020-10-10,779805960.5821836
2020-10-11,581711544.6612957
2020-10-12,1111693177.63086
2020-10-13,901364152.0993502
2020-10-14,833353028.2740955
2020-10-15,847623697.1834137
2020-10-16,1051771137.682631
2020-10-17,402262332.0007012
2020-10-18,427207317.3549081
2020-10-19,722105202.8712165
2020-10-20,927239791.8120786
2020-10-21,1846440351.353083
2020-10-22,1712378424.4420009
2020-10-23,1166925050.2916777
2020-10-24,786926202.349247
2020-10-25,786294172.3922157
2020-10-26,1513483768.37621
2020-10-27,1218696189.4684372
2020-10-28,1425412443.7282424
2020-10-29,987441028.4332672
2020-10-30,1174578736.0399518
2020-10-31,792235225.0130035
2020-11-01,656000068.5201255
2020-11-02,1164366276.4455483
2020-11-03,993107902.5157262
2020-11-04,1385360010.9395194
2020-11-05,1997613697.923568
2020-11-06,2512725898.4036074
2020-11-07,2678929722.0525503
2020-11-08,1289451642.400168
2020-11-09,1874332160.4601407
2020-11-10,1301792471.6216185
2020-11-11,1961966311.851016
2020-11-12,1820217891.5409925
2020-11-13,1667592491.3315516
2020-11-14,1219156275.372079
2020-11-15,1091480616.537084
2020-11-16,1364027281.3480952
2020-11-17,1986655106.3498127
2020-11-18,3041089549.384858
2020-11-19,1328333570.7992444
2020-11-20,2634374530.747264
2020-11-21,3066354521.7087755
2020-11-22,4564565185.946311
2020-11-23,5079841795.704536
2020-11-24,4198652984.656025
2020-11-25,3141276944.874481
2020-11-26,6009508385.245976
2020-11-27,1983246783.684328
2020-11-28,1547992332.7184286
2020-11-29,1570864200.715292
2020-11-30,3214197066.3501387
2020-12-01,4923362498.680347
2020-12-02,2130003435.794135
2020-12-03,1821665881.186678
2020-12-04,2183389958.442528
2020-12-05,1267228565.190935
2020-12-06,1323872951.9342957
2020-12-07,1058405855.2386968
2020-12-08,1909541271.451111
2020-12-09,2129304595.3684208
2020-12-10,1444488435.0824702
2020-12-11,1767828436.1939368
2020-12-12,1077792878.5313592
2020-12-13,1396516965.3938212
2020-12-14,1106303618.41196
2020-12-15,1053896154.3655772
2020-12-16,2464388823.25222
2020-12-17,5251127718.181128
2020-12-18,2098257944.130892
2020-12-19,1997317301.3887348
2020-12-20,2035799715.4466453
2020-12-21,2587840959.283152
2020-12-22,2080133688.84216
2020-12-23,3019074048.631609
2020-12-24,1893644036.368724
2020-12-25,1644615008.441557
2020-12-26,1927026221.4939456
2020-12-27,4466243674.148432
2020-12-28,3997055123.570023
2020-12-29,3395026977.749922
2020-12-30,2722245460.0216384
2020-12-31,2437505622.922673
2021-01-01,1702186538.9979775
2021-01-02,3955713965.150641
2021-01-03,9494096770.617596
2021-01-04,14148893872.56105
2021-01-05,9938760868.008583
2021-01-06,9333494858.91336
2021-01-07,8820463097.204393
2021-01-08,10229588031.074633
2021-01-09,5807407999.279789
2021-01-10,9090469260.63436
2021-01-11,15185301189.925388
2021-01-12,6811470615.723059
2021-01-13,4946866694.940956
2021-01-14,5540640757.312904
2021-01-15,7520872250.746784
2021-01-16,6059401717.192735
2021-01-17,5107066179.632057
2021-01-18,4088733802.0315256
2021-01-19,10628197978.305311
2021-01-20,9838534588.83754
2021-01-21,10681385278.892193
2021-01-22,7796176387.64451
2021-01-23,4400071900.518263
2021-01-24,5740021626.095335
2021-01-25,8790315729.365316
2021-01-26,8044102046.815783
2021-01-27,8434347144.233753
2021-01-28,5787651565.034369
2021-01-29,10145611576.473612
2021-01-30,4340208792.488977
2021-01-31,3540643998.4143248
2021-02-01,4115113562.6287823
2021-02-02,9499741123.512236
2021-02-03,8971512735.560349
2021-02-04,10921653327.798088
2021-02-05,8568981199.174007
2021-02-06,7287900610.425446
2021-02-07,8995972348.740364
2021-02-08,10276819173.525902
2021-02-09,8756342521.684814
2021-02-10,9888370149.911549
2021-02-11,6124744495.280361
2021-02-12,7522660246.503728
2021-02-13,6456953914.182501
2021-02-14,5063327112.748145
2021-02-15,9033711403.243511
2021-02-16,6811421174.370338
2021-02-17,5986887861.330597
2021-02-18,6956805102.842115
2021-02-19,5303044972.072273
2021-02-20,11303021174.597317
2021-02-21,6679667312.912527
2021-02-22,16177626892.397392
2021-02-23,17441116320.817364
2021-02-24,8144736311.02398
2021-02-25,6327758991.952461
2021-02-26,7705072252.759053
2021-02-27,4974232335.887297
2021-02-28,7484237910.647781
2021-03-01,5201114461.352813
2021-03-02,5569208478.307499
2021-03-03,6170433428.532837
2021-03-04,6381019312.167734
2021-03-05,5911308268.937047
2021-03-06,5407524681.610792
2021-03-07,5443820427.277016
2021-03-08,7816955496.364307
2021-03-09,6269669239.033268
2021-03-10,8571449403.50593
2021-03-11,7439400327.884819
2021-03-12,6836229478.495602
2021-03-13,7124462679.580125
2021-03-14,5681108576.861027
2021-03-15,9391617484.194878
2021-03-16,6275968724.23507
2021-03-17,6126954039.324712
2021-03-18,5141678172.243336
