date,timestamp_utc,Open,High,Low,Close,Volume
2016-06-11,2016-06-11T00:00:00Z,16900.0,16900.0,16500.0,16600.0,8472.885866525714
2016-06-12,2016-06-12T00:00:00Z,16800.0,19900.0,16600.0,19100.0,26015.10162742906
2016-06-13,2016-06-13T00:00:00Z,19400.0,22400.0,19000.0,22000.0,65070.18339223783
2016-06-14,2016-06-14T00:00:00Z,22000.0,24715.42852553,20500.0,23400.0,96700.11935460247
2016-06-15,2016-06-15T00:00:00Z,23550.0,23600.0,21200.0,22500.0,31528.016801173024
2016-06-16,2016-06-16T00:00:00Z,22500.0,25300.0,22500.0,24800.0,47031.56440996164
2016-06-17,2016-06-17T00:00:00Z,24700.0,26500.0,15100.0,18600.0,153079.05100822757
2016-06-18,2016-06-18T00:00:00Z,18700.0,19000.0,12100.0,13600.0,88330.07426086978
2016-06-19,2016-06-19T00:00:00Z,13650.0,16300.0,13000.0,14900.0,65781.24692497708
2016-06-20,2016-06-20T00:00:00Z,15150.0,15300.0,12800.0,14100.0,63321.55546138769
2016-06-21,2016-06-21T00:00:00Z,13900.0,15700.0,13700.0,15600.0,54888.12574129697
2016-06-22,2016-06-22T00:00:00Z,15500.0,19000.0,15250.0,16400.0,134547.22062940663
2016-06-23,2016-06-23T00:00:00Z,16300.0,16487.75131457,14800.0,16450.0,53725.64246671162
2016-06-24,2016-06-24T00:00:00Z,16450.0,18096.66388009,16000.97700929,17050.0,68295.63003142508
2016-06-25,2016-06-25T00:00:00Z,17050.0,17400.0,16900.0,17300.0,19534.126473690765
2016-06-26,2016-06-26T00:00:00Z,17300.0,17300.0,16300.0,16800.0,18650.72156625
2016-06-27,2016-06-27T00:00:00Z,16800.0,17050.0,16400.0,16500.0,18620.16711835507
2016-06-28,2016-06-28T00:00:00Z,16700.0,16750.0,14100.0,14800.0,48216.20546134071
2016-06-29,2016-06-29T00:00:00Z,14800.0,15500.0,13800.0,15000.0,53788.48130155334
2016-06-30,2016-06-30T00:00:00Z,15100.0,15200.0,14300.0,14600.0,18813.42117854245
2016-07-01,2016-07-01T00:00:00Z,14700.0,14800.0,13800.0,14450.0,33368.57626659002
2016-07-02,2016-07-02T00:00:00Z,14450.0,14500.0,14000.0,14300.0,12174.46240469
2016-07-03,2016-07-03T00:00:00Z,14350.0,14350.0,13500.0,14000.0,16055.706375926338
2016-07-04,2016-07-04T00:00:00Z,13900.0,14100.0,13400.0,13600.0,24091.42951306
2016-07-05,2016-07-05T00:00:00Z,13600.0,13650.0,11000.0,12850.0,60264.89934357089
2016-07-06,2016-07-06T00:00:00Z,12700.0,13500.0,12150.0,12750.0,53632.93505551512
2016-07-07,2016-07-07T00:00:00Z,12750.0,12800.0,11800.0,12100.0,26939.445480653663
2016-07-08,2016-07-08T00:00:00Z,12100.0,13550.0,11900.0,13150.0,34341.2224793
2016-07-09,2016-07-09T00:00:00Z,13200.0,13400.0,11400.0,13000.0,35605.88901516
2016-07-10,2016-07-10T00:00:00Z,13000.0,13200.0,12700.0,13000.0,5565.550089
2016-07-11,2016-07-11T00:00:00Z,13000.0,13150.0,12300.0,12500.0,15125.055624216304
2016-07-12,2016-07-12T00:00:00Z,12493.75,12800.0,12200.0,12300.0,26089.576887202515
2016-07-13,2016-07-13T00:00:00Z,12300.0,12450.0,12200.0,12200.0,6967.614320166452
2016-07-14,2016-07-14T00:00:00Z,12400.0,13700.0,12200.0,13400.0,50201.523403438114
2016-07-15,2016-07-15T00:00:00Z,13400.0,14700.0,13300.0,13900.0,52935.46242819975
2016-07-16,2016-07-16T00:00:00Z,14150.0,14150.0,13500.0,13700.0,27280.61089065187
2016-07-17,2016-07-17T00:00:00Z,13700.0,13700.0,12700.0,13000.0,39287.70725699
2016-07-18,2016-07-18T00:00:00Z,13000.0,13450.0,12700.0,13000.0,27983.797806210307
2016-07-19,2016-07-19T00:00:00Z,13000.0,13800.0,12700.0,13450.0,35424.85427839636
2016-07-20,2016-07-20T00:00:00Z,13250.0,15200.0,13250.0,14400.0,98972.32804270032
2016-07-21,2016-07-21T00:00:00Z,14500.0,14700.0,14100.0,14500.0,60338.509734358246
2016-07-22,2016-07-22T00:00:00Z,14600.0,17500.0,14400.0,17300.0,123401.3434709933
2016-07-23,2016-07-23T00:00:00Z,17343.76918572,17387.53837143,16150.0,16600.0,71224.96708802496
2016-07-24,2016-07-24T00:00:00Z,16600.0,16950.0,14450.0,14903.11627834,131409.14716286113
2016-07-25,2016-07-25T00:00:00Z,15000.0,16150.0,14900.0,15950.0,63886.58387662516
2016-07-26,2016-07-26T00:00:00Z,16100.0,16200.0,13400.0,14000.0,109941.6278109799
2016-07-27,2016-07-27T00:00:00Z,14170.0,15300.0,13700.0,14875.51020408,63882.16136732001
2016-07-28,2016-07-28T00:00:00Z,14850.0,15000.0,14315.39965735,14800.0,46622.32234907
2016-07-29,2016-07-29T00:00:00Z,14650.0,14790.0,14350.0,14500.0,25393.16028064
2016-07-30,2016-07-30T00:00:00Z,14650.0,14700.0,14000.0,14130.0,13639.791470163676
2016-07-31,2016-07-31T00:00:00Z,14100.0,14450.0,13020.0,13650.0,29989.9555328
2016-08-01,2016-08-01T00:00:00Z,13700.0,14000.0,12400.0,12400.0,49591.13995202902
2016-08-02,2016-08-02T00:00:00Z,12400.0,13200.0,8480.66890592,10150.0,136901.43165366526
2016-08-03,2016-08-03T00:00:00Z,10150.0,11940.0,10000.0,11800.0,98314.91253853134
2016-08-04,2016-08-04T00:00:00Z,11750.0,12880.0,11390.0,12300.0,52893.667036332816
2016-08-05,2016-08-05T00:00:00Z,12550.0,12750.0,12250.0,12400.0,21130.05294057
2016-08-06,2016-08-06T00:00:00Z,12400.0,12500.0,11640.0,12300.0,25056.77718936
2016-08-07,2016-08-07T00:00:00Z,12220.0,12579.43257753,12140.0,12320.0,33094.48206661452
2016-08-08,2016-08-08T00:00:00Z,12350.0,12850.0,12350.0,12750.0,19936.5661348053
2016-08-09,2016-08-09T00:00:00Z,12650.0,14160.0,12500.0,13890.0,75602.92925508
2016-08-10,2016-08-10T00:00:00Z,13950.0,14250.0,13540.0,13900.0,48585.65916476094
2016-08-11,2016-08-11T00:00:00Z,13900.0,13950.0,13200.0,13400.0,26084.172092431072
2016-08-12,2016-08-12T00:00:00Z,13360.0,13750.0,13250.0,13350.0,12180.85307545
2016-08-13,2016-08-13T00:00:00Z,13330.0,13500.0,13050.0,13100.0,14358.7151831
2016-08-14,2016-08-14T00:00:00Z,13050.0,13490.0,12850.0,12850.0,11361.71775235
2016-08-15,2016-08-15T00:00:00Z,12900.0,13110.0,12610.0,12700.0,10544.372172774418
2016-08-16,2016-08-16T00:00:00Z,12800.0,12900.0,12410.0,12700.0,18694.674782303064
2016-08-17,2016-08-17T00:00:00Z,12700.0,12800.0,12220.0,12240.0,12076.443632546749
2016-08-18,2016-08-18T00:00:00Z,12220.0,12690.0,12200.0,12390.0,10744.49985334
2016-08-19,2016-08-19T00:00:00Z,12390.0,12500.0,12100.0,12150.0,12689.649718339031
2016-08-20,2016-08-20T00:00:00Z,12210.0,12850.0,12210.0,12800.0,17913.071199188253
2016-08-21,2016-08-21T00:00:00Z,12840.0,12840.0,12300.0,12650.0,8356.96683793
2016-08-22,2016-08-22T00:00:00Z,12600.0,12790.0,12500.0,12570.0,14922.241858286365
2016-08-23,2016-08-23T00:00:00Z,12730.0,12750.0,12410.0,12600.0,10329.210568237777
2016-08-24,2016-08-24T00:00:00Z,12450.0,12770.0,12450.0,12500.0,10777.5729084
2016-08-25,2016-08-25T00:00:00Z,12530.0,13000.0,12450.0,12800.0,19628.9624745
2016-08-26,2016-08-26T00:00:00Z,12890.0,13050.0,12700.0,12900.0,17770.56092873
2016-08-27,2016-08-27T00:00:00Z,12800.0,12900.0,12600.0,12600.0,4416.0681918
2016-08-28,2016-08-28T00:00:00Z,12700.0,12800.0,12250.0,12250.0,8007.49770988
2016-08-29,2016-08-29T00:00:00Z,12550.0,12700.0,12250.0,12520.0,13410.94998492
2016-08-30,2016-08-30T00:00:00Z,12450.0,12750.0,12380.0,12610.0,10780.085227567775
2016-08-31,2016-08-31T00:00:00Z,12700.0,13150.0,12550.0,12900.0,24037.646205876008
2016-09-01,2016-09-01T00:00:00Z,13050.0,14220.0,13050.0,13570.0,42289.930133308575
2016-09-02,2016-09-02T00:00:00Z,13560.0,13800.0,13400.0,13610.0,18800.31551150293
2016-09-03,2016-09-03T00:00:00Z,13690.0,13950.0,13020.0,13500.0,28459.021491954183
2016-09-04,2016-09-04T00:00:00Z,13250.0,13450.0,13020.0,13160.0,8757.84770575
2016-09-05,2016-09-05T00:00:00Z,13200.0,13350.0,13080.0,13250.0,16748.330936966413
2016-09-06,2016-09-06T00:00:00Z,13200.0,13350.0,12950.0,13190.0,13702.29889707
2016-09-07,2016-09-07T00:00:00Z,13090.0,13200.0,12830.0,12840.0,8877.32407913
2016-09-08,2016-09-08T00:00:00Z,13000.0,13250.0,12435.16171355,12650.0,28868.3898219
2016-09-09,2016-09-09T00:00:00Z,12700.0,13300.0,12650.0,12997.46024283,7744.42453076
2016-09-10,2016-09-10T00:00:00Z,12900.0,13700.0,12800.0,13550.0,18910.80628194
2016-09-11,2016-09-11T00:00:00Z,13600.0,13710.0,13120.0,13150.0,16268.19484002
2016-09-12,2016-09-12T00:00:00Z,13150.0,13460.0,13000.0,13250.0,8415.88199882
2016-09-13,2016-09-13T00:00:00Z,13300.0,13670.0,13300.0,13500.0,12870.31631617037
2016-09-14,2016-09-14T00:00:00Z,13450.0,13700.0,13350.0,13430.0,9098.123577145923
2016-09-15,2016-09-15T00:00:00Z,13540.0,13690.0,13500.0,13500.0,8233.08082617
2016-09-16,2016-09-16T00:00:00Z,13600.0,14500.0,13450.0,14350.0,32818.63978254
2016-09-17,2016-09-17T00:00:00Z,14100.0,14600.0,14000.0,14590.0,16962.09336012
2016-09-18,2016-09-18T00:00:00Z,14470.0,14850.0,13840.0,14100.0,43702.79327638735
2016-09-19,2016-09-19T00:00:00Z,14350.0,14950.0,14200.0,14800.17968781,25515.09413939
2016-09-20,2016-09-20T00:00:00Z,14926.83755404,16210.0,14800.0,16100.0,65506.92108689117
2016-09-21,2016-09-21T00:00:00Z,16090.0,16300.0,14600.0,15500.21345127,63843.591278339016
2016-09-22,2016-09-22T00:00:00Z,15150.0,15300.0,13860.0,14650.0,61818.77496807
2016-09-23,2016-09-23T00:00:00Z,14850.0,15150.0,14500.0,14950.0,15325.32315882
2016-09-24,2016-09-24T00:00:00Z,14890.0,14980.0,14250.0,14380.0,16217.35851587
2016-09-25,2016-09-25T00:00:00Z,14390.7012987,14750.0,14350.0,14750.0,7076.384915226327
2016-09-26,2016-09-26T00:00:00Z,14800.0,14850.0,14280.0,14330.0,12361.69761188
2016-09-27,2016-09-27T00:00:00Z,14450.0,14850.0,14290.0,14590.0,12557.262500626895
2016-09-28,2016-09-28T00:00:00Z,14700.0,14950.0,14330.0,14700.0,15219.38590396
2016-09-29,2016-09-29T00:00:00Z,14700.0,14790.0,14510.0,14580.0,7386.84350459
2016-09-30,2016-09-30T00:00:00Z,14580.0,14860.0,14370.0,14700.0,17396.74081659729
2016-10-01,2016-10-01T00:00:00Z,14680.0,14730.0,14560.0,14700.0,6648.89079283
2016-10-02,2016-10-02T00:00:00Z,14620.0,14830.0,14610.0,14800.0,3884.35241283
2016-10-03,2016-10-03T00:00:00Z,14650.0,14900.0,14600.0,14900.0,5737.861099105051
2016-10-04,2016-10-04T00:00:00Z,14800.0,15090.0,14750.0,14840.0,19205.24622477
2016-10-05,2016-10-05T00:00:00Z,14980.0,14980.0,14700.0,14700.0,12449.79938198
2016-10-06,2016-10-06T00:00:00Z,14800.0,14800.0,14350.0,14450.0,16554.23071273
2016-10-07,2016-10-07T00:00:00Z,14500.0,14790.0,14200.0,14500.0,19420.29758472
2016-10-08,2016-10-08T00:00:00Z,14500.0,14500.0,13600.0,13800.0,33237.42845569
2016-10-09,2016-10-09T00:00:00Z,13750.0,14180.0,13480.0,13570.0,12971.0537599844
2016-10-10,2016-10-10T00:00:00Z,13580.0,13830.0,13000.0,13200.0,41356.89102098603
2016-10-11,2016-10-11T00:00:00Z,13240.0,13700.0,13240.0,13400.0,15341.73475248
2016-10-12,2016-10-12T00:00:00Z,13450.0,13900.0,13350.0,13510.0,17115.081333803282
2016-10-13,2016-10-13T00:00:00Z,13700.0,13940.0,13500.0,13700.0,15486.46700716
2016-10-14,2016-10-14T00:00:00Z,13800.0,13950.0,13650.0,13700.0,7523.395078765362
2016-10-15,2016-10-15T00:00:00Z,13680.0,13900.0,13450.0,13660.0,9493.32126172
2016-10-16,2016-10-16T00:00:00Z,13650.0,13900.0,13650.0,13710.0,7094.76547078
2016-10-17,2016-10-17T00:00:00Z,13710.0,13900.0,13620.0,13850.0,6477.72533685
2016-10-18,2016-10-18T00:00:00Z,13900.0,14800.0,13800.0,14400.0,30601.88293221
2016-10-19,2016-10-19T00:00:00Z,14500.0,14600.0,13590.0,13700.0,23189.64504953
2016-10-20,2016-10-20T00:00:00Z,13700.0,14000.0,13700.0,13730.0,9700.392396959494
2016-10-21,2016-10-21T00:00:00Z,13950.0,14000.0,13750.0,13920.0,7344.45917171
2016-10-22,2016-10-22T00:00:00Z,13850.0,13990.0,13700.0,13850.0,5860.8267827
2016-10-23,2016-10-23T00:00:00Z,13930.0,13950.0,13750.0,13760.0,6937.70533454
2016-10-24,2016-10-24T00:00:00Z,13770.0,13900.0,13650.0,13650.0,14686.991511311624
2016-10-25,2016-10-25T00:00:00Z,13710.0,13800.0,13000.0,13300.0,28814.09015059412
2016-10-26,2016-10-26T00:00:00Z,13300.0,13550.0,13100.0,13350.0,13702.65745322588
2016-10-27,2016-10-27T00:00:00Z,13300.0,13550.0,13000.0,13300.0,21036.55585883
2016-10-28,2016-10-28T00:00:00Z,13250.0,13500.0,12770.0,12900.0,15215.99152641
2016-10-29,2016-10-29T00:00:00Z,12900.0,13200.0,11400.0,12150.0,32223.6400116
2016-10-30,2016-10-30T00:00:00Z,12200.0,13310.0,11900.0,13100.0,26408.989918791125
2016-10-31,2016-10-31T00:00:00Z,12960.0,13300.0,12710.0,12710.0,19272.64403128308
2016-11-01,2016-11-01T00:00:00Z,12750.0,12850.37215314,11800.0,12450.0,33897.31704543803
2016-11-02,2016-11-02T00:00:00Z,12500.0,12886.65501743,12350.0,12350.0,16439.17356813063
2016-11-03,2016-11-03T00:00:00Z,12400.0,12980.0,12300.0,12550.0,14762.49710455016
2016-11-04,2016-11-04T00:00:00Z,12590.0,12740.0,12500.0,12700.0,5966.708043118254
2016-11-05,2016-11-05T00:00:00Z,12750.0,12800.0,12550.0,12650.0,5582.685497719921
2016-11-06,2016-11-06T00:00:00Z,12710.0,12720.0,12500.0,12600.0,4696.0072107136175
2016-11-07,2016-11-07T00:00:00Z,12600.0,12600.0,12400.0,12400.0,3114.294017887052
2016-11-08,2016-11-08T00:00:00Z,12460.0,12550.0,12320.0,12400.0,4418.50279501
2016-11-09,2016-11-09T00:00:00Z,12400.0,12480.0,11800.0,12350.0,26302.55406270588
2016-11-10,2016-11-10T00:00:00Z,12400.0,12400.0,12110.0,12250.0,4190.26942164
2016-11-11,2016-11-11T00:00:00Z,12250.0,12400.0,12020.0,12150.0,5604.72029029
2016-11-12,2016-11-12T00:00:00Z,12050.0,12150.0,11600.0,11700.0,26003.51387192
2016-11-13,2016-11-13T00:00:00Z,11600.0,12224.65718536,11600.0,12100.0,9625.79941695
2016-11-14,2016-11-14T00:00:00Z,11910.0,12050.0,11750.0,11750.0,5436.19317959
2016-11-15,2016-11-15T00:00:00Z,11800.0,12500.0,11640.0,12000.0,11255.808802971258
2016-11-16,2016-11-16T00:00:00Z,12010.0,12190.0,11600.0,11800.0,14636.26955083496
2016-11-17,2016-11-17T00:00:00Z,11980.0,12100.0,11800.0,11920.0,19328.910617314257
2016-11-18,2016-11-18T00:00:00Z,11910.0,12030.0,11420.0,11550.0,15235.67211427
2016-11-19,2016-11-19T00:00:00Z,11600.0,11760.0,11420.0,11700.0,9994.95515004
2016-11-20,2016-11-20T00:00:00Z,11610.0,11750.0,11450.0,11650.0,8215.896028647872
2016-11-21,2016-11-21T00:00:00Z,11580.0,11700.0,11470.0,11600.0,11383.740616131709
2016-11-22,2016-11-22T00:00:00Z,11600.0,12174.71146423,11508.06908753,11870.0,41263.74177829619
2016-11-23,2016-11-23T00:00:00Z,11850.0,11950.0,11620.0,11750.0,12542.61465408
2016-11-24,2016-11-24T00:00:00Z,11800.0,11900.0,10950.0,11060.0,18490.62809651594
2016-11-25,2016-11-25T00:00:00Z,11150.0,11850.0,11050.0,11320.0,20877.384269207203
2016-11-26,2016-11-26T00:00:00Z,11300.0,11600.0,11150.0,11180.0,11546.32615960352
2016-11-27,2016-11-27T00:00:00Z,11180.0,11350.0,10500.0,10700.0,20829.7613221816
2016-11-28,2016-11-28T00:00:00Z,10720.0,10860.0,10460.0,10500.0,13265.494740203194
2016-11-29,2016-11-29T00:00:00Z,10480.0,10670.0,9300.25287341,9650.0,58803.24449978859
2016-11-30,2016-11-30T00:00:00Z,9600.0,10627.23721161,9600.0,10140.0,30743.71549124021
2016-12-01,2016-12-01T00:00:00Z,10200.0,10250.0,9950.0,9950.0,15615.50695407
2016-12-02,2016-12-02T00:00:00Z,10150.0,10150.0,8850.0,9180.0,33896.52282390515
2016-12-03,2016-12-03T00:00:00Z,9180.0,9704.82952447,9050.0,9310.0,19326.263554603684
2016-12-04,2016-12-04T00:00:00Z,9300.0,9400.0,8730.0,8750.0,25367.6899358
2016-12-05,2016-12-05T00:00:00Z,8850.0,9250.0,8000.0,8450.0,37221.75182496839
2016-12-06,2016-12-06T00:00:00Z,8350.0,9320.0,7020.835851,9320.0,84310.7201040356
2016-12-07,2016-12-07T00:00:00Z,9340.0,10100.0,8600.0,9950.0,73776.22793959937
2016-12-08,2016-12-08T00:00:00Z,9950.0,10500.0,9850.0,9850.0,36947.54397615951
2016-12-09,2016-12-09T00:00:00Z,9800.0,10260.0,9600.0,10040.0,24780.67088058
2016-12-10,2016-12-10T00:00:00Z,10010.0,10120.0,9500.0,9700.0,14637.9401463
2016-12-11,2016-12-11T00:00:00Z,9650.0,9950.0,9600.0,9900.0,5422.53255592
2016-12-12,2016-12-12T00:00:00Z,9800.0,10230.0,9750.0,10050.0,24128.5955109
2016-12-13,2016-12-13T00:00:00Z,10100.0,10160.0,9880.0,10000.0,19386.93494507832
2016-12-14,2016-12-14T00:00:00Z,10060.0,10200.0,9880.0,9900.0,18495.77911626099
2016-12-15,2016-12-15T00:00:00Z,9942.95909342,10050.0,9310.0,9350.0,50336.37822986385
2016-12-16,2016-12-16T00:00:00Z,9400.0,9640.0,9300.0,9420.0,17042.85880691228
2016-12-17,2016-12-17T00:00:00Z,9500.0,9560.0,9000.0,9550.0,46521.68148782649
2016-12-18,2016-12-18T00:00:00Z,9500.0,9700.0,9440.0,9570.0,12793.200604779551
2016-12-19,2016-12-19T00:00:00Z,9600.0,9700.0,9300.0,9300.0,22862.954740807207
2016-12-20,2016-12-20T00:00:00Z,9460.0,9550.0,9200.0,9400.0,17434.33840342938
2016-12-21,2016-12-21T00:00:00Z,9240.0,9610.0,9240.0,9500.0,35315.76372729
2016-12-22,2016-12-22T00:00:00Z,9400.0,9620.0,9200.0,9380.0,39277.4133073616
2016-12-23,2016-12-23T00:00:00Z,9330.0,9650.0,8900.0,9100.0,78584.81528823834
2016-12-24,2016-12-24T00:00:00Z,9200.0,9400.0,9100.0,9250.0,11682.99339876
2016-12-25,2016-12-25T00:00:00Z,9200.0,9400.0,8900.0,9100.0,23862.97490538356
2016-12-26,2016-12-26T00:00:00Z,9050.0,9290.0,8800.0,9050.0,9949.982522122693
2016-12-27,2016-12-27T00:00:00Z,9100.0,9200.0,8700.0,8850.0,31341.707018476045
2016-12-28,2016-12-28T00:00:00Z,8800.0,9350.0,8650.0,9150.0,28349.35378449512
2016-12-29,2016-12-29T00:00:00Z,9250.0,10550.0,9250.0,10250.0,112099.93399650228
2016-12-30,2016-12-30T00:00:00Z,10250.0,10700.0,10100.0,10200.0,44386.47304215814
2016-12-31,2016-12-31T00:00:00Z,10200.0,10300.0,9930.0,10000.0,22591.10183314122
2017-01-01,2017-01-01T00:00:00Z,10000.0,10650.0,10000.0,10360.0,29492.394049785267
2017-01-02,2017-01-02T00:00:00Z,10230.0,11000.0,10200.0,10900.0,71128.76877325428
2017-01-03,2017-01-03T00:00:00Z,10900.0,13200.0,10900.0,13050.0,146462.3544947221
2017-01-04,2017-01-04T00:00:00Z,12900.0,14690.0,12600.0,14690.0,164201.16201913325
2017-01-05,2017-01-05T00:00:00Z,14700.0,16500.0,12250.0,14499.64939151,277873.1591417285
2017-01-06,2017-01-06T00:00:00Z,14490.0,15150.0,12304.25241721,13500.0,145159.36866649962
2017-01-07,2017-01-07T00:00:00Z,13400.0,13450.0,11770.0,12650.0,84624.18246280872
2017-01-08,2017-01-08T00:00:00Z,12600.0,13400.0,12550.0,13200.0,52678.51934108549
2017-01-09,2017-01-09T00:00:00Z,13150.0,13490.0,12800.0,13000.0,65573.83151575619
2017-01-10,2017-01-10T00:00:00Z,13100.0,13190.0,12750.0,13160.0,25292.59912165401
2017-01-11,2017-01-11T00:00:00Z,13000.0,13140.0,11350.0,11850.0,70759.9898051839
2017-01-12,2017-01-12T00:00:00Z,11813.95532728,12000.0,10700.0,11750.22867563,89736.4886896123
2017-01-13,2017-01-13T00:00:00Z,11750.0,11865.7613884,11200.0,11600.0,25108.49489824052
2017-01-14,2017-01-14T00:00:00Z,11520.0,11870.0,11340.0,11760.0,22113.16571748793
