date,Estimated Leverage Ratio
2025-02-17,0.5011325
2025-02-18,0.51436202
2025-02-19,0.49993786
2025-02-20,0.51035245
2025-02-21,0.52387071
2025-02-22,0.52662108
2025-02-23,0.53374049
2025-02-24,0.52034816
2025-02-25,0.5133133
2025-02-26,0.52237083
2025-02-27,0.53025264
2025-02-28,0.49911972
2025-03-01,0.51307409
2025-03-02,0.49981708
2025-03-03,0.5056661
2025-03-04,0.49324189
2025-03-05,0.5062695
2025-03-06,0.51594106
2025-03-07,0.5334461
2025-03-08,0.54681201
2025-03-09,0.56385878
2025-03-10,0.55892978
2025-03-11,0.55187531
2025-03-12,0.55394899
2025-03-13,0.55942721
2025-03-14,0.56671435
2025-03-15,0.57135134
2025-03-16,0.55392275
2025-03-17,0.56542168
2025-03-18,0.55565583
2025-03-19,0.5874903
2025-03-20,0.57188774
2025-03-21,0.58386381
2025-03-22,0.57693809
2025-03-23,0.58108791
2025-03-24,0.60825043
2025-03-25,0.59459617
2025-03-26,0.63235539
2025-03-27,0.61681531
2025-03-28,0.64351083
2025-03-29,0.64664621
2025-03-30,0.63675403
2025-03-31,0.61816255
2025-04-01,0.60266639
2025-04-02,0.60684393
2025-04-03,0.61950124
2025-04-04,0.5938985
2025-04-05,0.59780269
2025-04-06,0.63061736
2025-04-07,0.58651854
2025-04-08,0.61243379
2025-04-09,0.59251226
2025-04-10,0.58828015
2025-04-11,0.5950106
2025-04-12,0.61178819
2025-04-13,0.58566124
2025-04-14,0.58882925
2025-04-15,0.58766785
2025-04-16,0.57341635
2025-04-17,0.57352183
2025-04-18,0.58620119
2025-04-19,0.59467345
2025-04-20,0.59875822
2025-04-21,0.62479397
2025-04-22,0.62693273
2025-04-23,0.62576087
2025-04-24,0.61081299
2025-04-25,0.60251278
2025-04-26,0.60204777
2025-04-27,0.59080539
2025-04-28,0.5857162
2025-04-29,0.58659706
2025-04-30,0.59164006
2025-05-01,0.61876057
2025-05-02,0.59709954
2025-05-03,0.58933803
2025-05-04,0.59078502
2025-05-05,0.59672361
2025-05-06,0.60224113
2025-05-07,0.60523687
2025-05-08,0.60498538
2025-05-09,0.60120294
2025-05-10,0.60738893
2025-05-11,0.5893736
2025-05-12,0.6076821
2025-05-13,0.621193
2025-05-14,0.61148659
2025-05-15,0.60547636
2025-05-16,0.63615376
2025-05-17,0.64390464
2025-05-18,0.61381746
2025-05-19,0.64561624
2025-05-20,0.6244722
2025-05-21,0.61734795
2025-05-22,0.63988489
2025-05-23,0.63339436
2025-05-24,0.6419011
2025-05-25,0.65042236
2025-05-26,0.64424664
2025-05-27,0.69729098
2025-05-28,0.68049823
2025-05-29,0.67080125
2025-05-30,0.65543053
2025-05-31,0.66398188
2025-06-01,0.66571694
2025-06-02,0.70572864
2025-06-03,0.70029729
2025-06-04,0.71566156
2025-06-05,0.69810722
2025-06-06,0.70304082
2025-06-07,0.71335708
2025-06-08,0.70234462
2025-06-09,0.70580128
2025-06-10,0.7588663
2025-06-11,0.74672203
2025-06-12,0.72148982
2025-06-13,0.6894258
2025-06-14,0.69921941
2025-06-15,0.70822863
2025-06-16,0.69810158
2025-06-17,0.70371315
2025-06-18,0.68608514
2025-06-19,0.69913213
2025-06-20,0.74237247
2025-06-21,0.68569912
2025-06-22,0.68124855
2025-06-23,0.68358349
2025-06-24,0.68726951
2025-06-25,0.65905309
2025-06-26,0.65209592
2025-06-27,0.65209947
2025-06-28,0.64511027
2025-06-29,0.6549465
2025-06-30,0.66429624
2025-07-01,0.68452579
2025-07-02,0.70163304
2025-07-03,0.68642325
2025-07-04,0.68153111
2025-07-05,0.6778685
2025-07-06,0.68793622
2025-07-07,0.68515484
2025-07-08,0.72739777
2025-07-09,0.75091657
2025-07-10,0.7086659
2025-07-11,0.69885461
2025-07-12,0.69223269
2025-07-13,0.69581968
2025-07-14,0.72369833
2025-07-15,0.74467477
2025-07-16,0.71986777
2025-07-17,0.69928585
2025-07-18,0.69626517
2025-07-19,0.70758943
2025-07-20,0.72323466
2025-07-21,0.74281429
2025-07-22,0.7028425
2025-07-23,0.71102525
2025-07-24,0.71613109
2025-07-25,0.71903421
2025-07-26,0.7252683
2025-07-27,0.74687924
2025-07-28,0.75021304
2025-07-29,0.73020254
2025-07-30,0.71185433
2025-07-31,0.72747401
2025-08-01,0.69826813
2025-08-02,0.68888221
2025-08-03,0.68131017
2025-08-04,0.665174
2025-08-05,0.63661489
2025-08-06,0.63418284
2025-08-07,0.665737
2025-08-08,0.68312007
2025-08-09,0.6769954
2025-08-10,0.65316225
2025-08-11,0.62951823
2025-08-12,0.64553624
2025-08-13,0.62741459
2025-08-14,0.64100249
2025-08-15,0.65274197
2025-08-16,0.68127921
2025-08-17,0.67891795
2025-08-18,0.67488268
2025-08-19,0.6951703
2025-08-20,0.65695045
2025-08-21,0.65192181
2025-08-22,0.69091794
2025-08-23,0.6708021
2025-08-24,0.66753777
2025-08-25,0.64621138
2025-08-26,0.63907895
2025-08-27,0.64905491
2025-08-28,0.65768226
2025-08-29,0.66445337
2025-08-30,0.66311062
2025-08-31,0.66105549
2025-09-01,0.68018213
2025-09-02,0.68403661
2025-09-03,0.69345228
2025-09-04,0.7113124
2025-09-05,0.70939355
2025-09-06,0.72265163
2025-09-07,0.71019768
2025-09-08,0.70434668
2025-09-09,0.73261908
2025-09-10,0.70032001
2025-09-11,0.71456087
2025-09-12,0.72449296
2025-09-13,0.7079441
2025-09-14,0.71456022
2025-09-15,0.72766452
2025-09-16,0.71525332
2025-09-17,0.70413687
2025-09-18,0.69717005
2025-09-19,0.74197141
2025-09-20,0.73105537
2025-09-21,0.73675713
2025-09-22,0.70123154
2025-09-23,0.68891972
2025-09-24,0.70067755
2025-09-25,0.72983823
2025-09-26,0.72228955
2025-09-27,0.71898001
2025-09-28,0.71964427
2025-09-29,0.70482019
2025-09-30,0.70009953
2025-10-01,0.72006514
2025-10-02,0.73561979
2025-10-03,0.72727584
2025-10-04,0.73154496
2025-10-05,0.7268506
2025-10-06,0.73983371
2025-10-07,0.72972057
2025-10-08,0.72319438
2025-10-09,0.72781725
2025-10-10,0.58444654
2025-10-11,0.5844018
2025-10-12,0.59480285
2025-10-13,0.58508194
2025-10-14,0.56970326
2025-10-15,0.58985174
2025-10-16,0.59068202
2025-10-17,0.58836148
2025-10-18,0.59976927
2025-10-19,0.61243053
2025-10-20,0.60140753
2025-10-21,0.59537516
2025-10-22,0.62044528
2025-10-23,0.60793776
2025-10-24,0.61800667
2025-10-25,0.62348382
2025-10-26,0.64514201
2025-10-27,0.63883648
2025-10-28,0.62652409
2025-10-29,0.62804745
2025-10-30,0.65670066
2025-10-31,0.62270657
2025-11-01,0.6265498
2025-11-02,0.63868299
2025-11-03,0.67152039
2025-11-04,0.64386431
2025-11-05,0.6373122
2025-11-06,0.64035269
2025-11-07,0.64360608
2025-11-08,0.63836987
2025-11-09,0.64303117
2025-11-10,0.64646669
2025-11-11,0.64429924
2025-11-12,0.65392136
2025-11-13,0.68116896
2025-11-14,0.65699305
2025-11-15,0.66186658
2025-11-16,0.6817559
2025-11-17,0.7122274
2025-11-18,0.69506113
2025-11-19,0.71296758
2025-11-20,0.71692346
2025-11-21,0.68438996
2025-11-22,0.69213501
2025-11-23,0.68658558
2025-11-24,0.69087408
2025-11-25,0.66847391
2025-11-26,0.69674358
2025-11-27,0.67773514
2025-11-28,0.69186614
2025-11-29,0.70343231
2025-11-30,0.70636062
2025-12-01,0.7205272
2025-12-02,0.72297324
2025-12-03,0.71780095
2025-12-04,0.70610594
2025-12-05,0.71147004
2025-12-06,0.70414904
2025-12-07,0.68410089
2025-12-08,0.69239969
2025-12-09,0.71536433
2025-12-10,0.70580685
2025-12-11,0.70764546
2025-12-12,0.72812696
2025-12-13,0.72290999
2025-12-14,0.72906718
2025-12-15,0.76593696
2025-12-16,0.73121418
2025-12-17,0.73799339
2025-12-18,0.71504425
2025-12-19,0.74938763
2025-12-20,0.74475786
2025-12-21,0.73702148
2025-12-22,0.72943079
2025-12-23,0.72684724
2025-12-24,0.71592085
2025-12-25,0.71785397
2025-12-26,0.71808431
2025-12-27,0.7058323
2025-12-28,0.70743053
2025-12-29,0.71610778
2025-12-30,0.69218899
2025-12-31,0.69604219
2026-01-01,0.71389972
2026-01-02,0.77862767
2026-01-03,0.7581453
2026-01-04,0.75830956
2026-01-05,0.71765517
2026-01-06,0.68827464
2026-01-07,0.6983018
2026-01-08,0.67760919
2026-01-09,0.67899813
2026-01-10,0.67920207
2026-01-11,0.66162901
2026-01-12,0.6642221
2026-01-13,0.67913657
2026-01-14,0.65123152
2026-01-15,0.65176702
2026-01-16,0.64996539
2026-01-17,0.66566196
2026-01-18,0.66526678
2026-01-19,0.65996818
2026-01-20,0.7114815
2026-01-21,0.66859461
2026-01-22,0.68773467
2026-01-23,0.66834229
2026-01-24,0.66648618
2026-01-25,0.69348795
2026-01-26,0.68292055
2026-01-27,0.69414041
2026-01-28,0.68761451
2026-01-29,0.71034525
2026-01-30,0.71766372
2026-01-31,0.65875461
2026-02-01,0.67267971
2026-02-02,0.67661734
2026-02-03,0.66022827
2026-02-04,0.67174403
2026-02-05,0.72189695
2026-02-06,0.68227636
2026-02-07,0.69096843
2026-02-08,0.68406581
2026-02-09,0.71045103
2026-02-10,0.71105157
2026-02-11,0.70142069
2026-02-12,0.71189156
2026-02-13,0.71413651
2026-02-14,0.72095055
2026-02-15,0.71000258
2026-02-16,0.69511461
2026-02-17,0.6996092
2026-02-18,0.7087067
2026-02-19,0.71853887
2026-02-20,0.70387067
2026-02-21,0.72777757
2026-02-22,0.72731075
2026-02-23,0.74144936
2026-02-24,0.75341748
2026-02-25,0.74104485
2026-02-26,0.71956969
2026-02-27,0.71850767
2026-02-28,0.7039351
2026-03-01,0.71307712
2026-03-02,0.75389352
2026-03-03,0.71827046
2026-03-04,0.78154311
2026-03-05,0.75147812
2026-03-06,0.761615
2026-03-07,0.75104029
2026-03-08,0.76409183
2026-03-09,0.75422252
2026-03-10,0.77886234
2026-03-11,0.78771201
2026-03-12,0.81765392
2026-03-13,0.80715256
2026-03-14,0.81008843
2026-03-15,0.82377778
2026-03-16,0.88782837
2026-03-17,0.85971529
2026-03-18,0.82737527
2026-03-19,0.83855387
2026-03-20,0.82813308
2026-03-21,0.81508021
2026-03-22,0.91659977
2026-03-23,0.87722682
2026-03-24,0.8894203
2026-03-25,0.90972028
2026-03-26,0.95916338
2026-03-27,0.97200499
2026-03-28,0.96021967
2026-03-29,0.94727317
2026-03-30,0.93718342
2026-03-31,0.95429889
2026-04-01,0.95733998
2026-04-02,0.91465982
2026-04-03,0.9185638
2026-04-04,0.91515167
2026-04-05,0.92142922
2026-04-06,0.93271889
2026-04-07,0.93723154
2026-04-08,0.93398742
2026-04-09,0.90824532
2026-04-10,0.9601613
