date,Open Interest
2019-09-24,112336048.3639315
2019-09-25,98936653.38813224
2019-09-26,92263706.7257504
2019-09-27,98684810.2082554
2019-09-28,97143093.59401
2019-09-29,92729563.7157586
2019-09-30,102490435.562033
2019-10-01,97515020.7916494
2019-10-02,100767063.8382757
2019-10-03,103211469.1577592
2019-10-04,110039099.7952
2019-10-05,108286309.8924848
2019-10-06,105388475.3322624
2019-10-07,111225228.8795606
2019-10-08,113923574.4452014
2019-10-09,132365689.883377
2019-10-10,126972552.78735186
2019-10-11,115136925.71113384
2019-10-12,110417915.70292448
2019-10-13,110032958.0906375
2019-10-14,117056224.82168952
2019-10-15,114260290.07596125
2019-10-16,113182064.41311462
2019-10-17,113435372.4922498
2019-10-18,110385477.09687588
2019-10-19,109929712.00795408
2019-10-20,108514511.92533708
2019-10-21,112861559.012588
2019-10-22,116076004.61264823
2019-10-23,102856800.19178376
2019-10-24,105155864.3988992
2019-10-25,110536616.288278
2019-10-26,99134591.0444496
2019-10-27,108823726.70558634
2019-10-28,109149234.8453263
2019-10-29,131256407.30963296
2019-10-30,119640932.693564
2019-10-31,117384421.839285
2019-11-01,120115240.76199824
2019-11-02,118893719.28523462
2019-11-03,118532701.42354807
2019-11-04,127512341.53312142
2019-11-05,134194249.59504
2019-11-06,133370498.6762324
2019-11-07,139607203.9160674
2019-11-08,131754817.066163
2019-11-09,130576691.42266624
2019-11-10,139709849.51563102
2019-11-11,135860352.85075998
2019-11-12,139747179.91777
2019-11-13,149352052.2341262
2019-11-14,148873550.08886552
2019-11-15,151074075.369504
2019-11-16,140542706.38778502
2019-11-17,145258379.244969
2019-11-18,142406151.5694347
2019-11-19,142586710.48874998
2019-11-20,135345173.873148
2019-11-21,134712042.28371042
2019-11-22,116215902.31395376
2019-11-23,114761016.802272
2019-11-24,114464587.219843
2019-11-25,112561810.8098535
2019-11-26,103053908.0676687
2019-11-27,115221756.207652
2019-11-28,109957701.97364125
2019-11-29,109595217.71467964
2019-11-30,105906707.519807
2019-12-01,108152334.9541324
2019-12-02,107008196.339274
2019-12-03,108805968.124035
2019-12-04,118006875.04896554
2019-12-05,123822000.43732025
2019-12-06,124841809.484078
2019-12-07,123736497.22887433
2019-12-08,137383359.24450064
2019-12-09,124728872.209883
2019-12-10,128332938.62323062
2019-12-11,132102838.28404176
2019-12-12,129770005.8705244
2019-12-13,124856097.5708924
2019-12-14,127308909.79871938
2019-12-15,122099166.75397374
2019-12-16,127114394.44248456
2019-12-17,126549076.49939276
2019-12-18,129100833.5485013
2019-12-19,119518062.39501384
2019-12-20,116779542.73507664
2019-12-21,114217513.2410895
2019-12-22,125736900.3446484
2019-12-23,108617460.10432
2019-12-24,112662545.606648
2019-12-25,106634695.39198798
2019-12-26,109907691.80769
2019-12-27,108034422.90201564
2019-12-28,111792786.1075996
2019-12-29,119647185.0853701
2019-12-30,114471492.66479445
2019-12-31,113906492.7642003
2020-01-01,114828768.80625634
2020-01-02,114567251.8114424
2020-01-03,127489162.9685788
2020-01-04,128378157.73243174
2020-01-05,125843843.41718283
2020-01-06,140147495.52868637
2020-01-07,138392764.2368758
2020-01-08,130772479.60722704
2020-01-09,127933503.81736644
2020-01-10,143556180.7166925
2020-01-11,137795006.25041926
2020-01-12,147524493.5272832
2020-01-13,148208680.3959775
2020-01-14,177717737.971879
2020-01-15,171179976.93547562
2020-01-16,176986212.24130356
2020-01-17,179711116.2031784
2020-01-18,192145891.3055955
2020-01-19,177601335.05414015
2020-01-20,176782861.52085164
2020-01-21,177919958.35821602
2020-01-22,179659158.54965082
2020-01-23,169508890.27944627
2020-01-24,173677179.74365368
2020-01-25,165163431.91101104
2020-01-26,184010032.50853747
2020-01-27,183225340.91208
2020-01-28,194318327.59623137
2020-01-29,186950466.784469
2020-01-30,207867494.9129384
2020-01-31,200286163.4232212
2020-02-01,200990900.070882
2020-02-02,219641136.5094336
2020-02-03,210096708.48817825
2020-02-04,208180080.0101872
2020-02-05,262029973.139731
2020-02-06,248664520.65910897
2020-02-07,258826486.74880075
2020-02-08,263742121.0036932
2020-02-09,274955679.40187204
2020-02-10,263761626.3070553
2020-02-11,283121317.8724816
2020-02-12,306929565.2103506
2020-02-13,329439731.4395511
2020-02-14,366305338.791114
2020-02-15,319095673.3437769
2020-02-16,295413698.9003
2020-02-17,311674083.307188
2020-02-18,320006025.3610893
2020-02-19,294222948.340506
2020-02-20,276285633.498344
2020-02-21,288057607.118205
2020-02-22,276840360.8980718
2020-02-23,315016723.8575392
2020-02-24,274881795.3525
2020-02-25,261803120.66908875
2020-02-26,263338352.2769664
2020-02-27,246685731.64643863
2020-02-28,247416083.9977524
2020-02-29,231952294.25714988
2020-03-01,230102909.4637095
2020-03-02,236903497.9249929
2020-03-03,235285836.55026188
2020-03-04,241301409.9165052
2020-03-05,273999330.15951365
2020-03-06,294288726.7837306
2020-03-07,270817518.72327745
2020-03-08,226790461.135108
2020-03-09,226854813.05636352
2020-03-10,215570163.619356
2020-03-11,211353011.43208933
2020-03-12,95014267.522054
2020-03-13,80450383.4598468
2020-03-14,78177171.879995
2020-03-15,86604389.831687
2020-03-16,84700246.87213519
2020-03-17,81683446.54401939
2020-03-18,80933628.14385399
2020-03-19,88167910.8820549
2020-03-20,82046716.13865663
2020-03-21,86625880.26604944
2020-03-22,89062331.865796
2020-03-23,82527111.8143835
2020-03-24,91644720.1906772
2020-03-25,86958006.21372908
2020-03-26,93869865.4971344
2020-03-27,93702474.91213147
2020-03-28,93506655.1667566
2020-03-29,85222129.0640627
2020-03-30,94176691.08176
2020-03-31,100649175.704305
2020-04-01,103329827.54368
2020-04-02,104347119.432182
2020-04-03,104038074.98926082
2020-04-04,103499095.83704674
2020-04-05,101338116.11733069
2020-04-06,126804782.91994356
2020-04-07,118686606.51395
2020-04-08,121494401.01312016
2020-04-09,112124425.4485405
2020-04-10,106098407.3230772
2020-04-11,106578969.15675125
2020-04-12,109730498.85222857
2020-04-13,107163861.617696
2020-04-14,113223009.125885
2020-04-15,107848953.06734718
2020-04-16,123021643.96631524
2020-04-17,120887423.075037
2020-04-18,146703545.05830717
2020-04-19,127833965.67884412
2020-04-20,118546905.37321047
2020-04-21,119899924.240335
2020-04-22,136074418.496782
2020-04-23,137877105.91940802
2020-04-24,131453471.81410287
2020-04-25,149208868.1323232
2020-04-26,151867206.16272217
2020-04-27,145491283.603958
2020-04-28,156602943.4192876
2020-04-29,180475769.9499622
2020-04-30,133990146.22310445
2020-05-01,148431731.33512247
2020-05-02,155965373.68500498
2020-05-03,150322588.06470725
2020-05-04,146764319.95140922
2020-05-05,142553252.7008832
2020-05-06,145684595.00209218
2020-05-07,176891385.435446
2020-05-08,159729887.446339
2020-05-09,208564922.3564537
2020-05-10,165823442.06281596
2020-05-11,168009657.84930798
2020-05-12,170027016.92585787
2020-05-13,192447272.43533725
2020-05-14,236850389.92066407
2020-05-15,232432999.2538822
2020-05-16,233724867.93792325
2020-05-17,251579536.74388352
2020-05-18,262277459.3118159
2020-05-19,271828645.7139376
2020-05-20,259213144.71048737
2020-05-21,243812252.127946
2020-05-22,246861219.0687752
2020-05-23,240478036.0112671
2020-05-24,237727780.272396
2020-05-25,232077937.3750228
2020-05-26,233740482.8821337
2020-05-27,256260994.350421
2020-05-28,302501946.6186488
2020-05-29,305430723.29161257
2020-05-30,339401258.8548649
2020-05-31,306247572.564398
2020-06-01,364098865.4614804
2020-06-02,308218592.40365064
2020-06-03,312482394.4030174
2020-06-04,307700577.95915145
2020-06-05,303907464.6012224
2020-06-06,306928738.7833005
2020-06-07,316973620.7509641
2020-06-08,336969470.5377513
2020-06-09,318611219.4868323
2020-06-10,352917490.1148296
2020-06-11,317401237.50828385
2020-06-12,304508258.75277543
2020-06-13,295487388.06493866
2020-06-14,306184935.15125936
2020-06-15,294537794.0785696
2020-06-16,303236379.92793924
2020-06-17,288368579.7991355
2020-06-18,294523556.3660987
2020-06-19,286912043.1071201
2020-06-20,289009182.9709316
2020-06-21,288202907.3693201
2020-06-22,344125823.64404273
2020-06-23,391542803.7701042
2020-06-24,364721626.5715309
2020-06-25,347858715.98481315
2020-06-26,365863997.8243776
2020-06-27,367659424.4132748
2020-06-28,356956409.46084154
2020-06-29,357463000.2326822
2020-06-30,358119550.98711723
2020-07-01,401990747.7215992
2020-07-02,367453622.4172815
2020-07-03,366172180.2325316
2020-07-04,377154632.9034185
2020-07-05,370947758.0402021
2020-07-06,432879428.8954336
2020-07-07,415296638.7148116
2020-07-08,490918079.9000408
2020-07-09,444594472.89320016
2020-07-10,436873854.7160974
2020-07-11,427490862.8811743
2020-07-12,422421548.49165016
2020-07-13,419118805.7640412
2020-07-14,422313074.0415151
2020-07-15,435139920.5296948
2020-07-16,438694842.2627776
2020-07-17,426691497.84910977
2020-07-18,432967251.419955
2020-07-19,451365067.1009774
2020-07-20,429501857.3274353
2020-07-21,508696013.41526926
2020-07-22,523443435.3887718
2020-07-23,559506927.0656354
2020-07-24,581511125.2797353
2020-07-25,604430622.9836408
2020-07-26,638902162.8731652
2020-07-27,639621855.3159137
2020-07-28,614042322.8059497
2020-07-29,627741806.445463
2020-07-30,693173848.1671922
2020-07-31,715322025.0474705
2020-08-01,807652841.0895032
2020-08-02,684156761.7733406
2020-08-03,729396044.201149
2020-08-04,771465174.1950637
2020-08-05,830394714.8673888
2020-08-06,819639177.0089887
2020-08-07,765766279.5920938
2020-08-08,766546776.0337306
2020-08-09,766131110.7209022
2020-08-10,780204017.2777112
2020-08-11,753697104.2973316
2020-08-12,735154765.962985
2020-08-13,890737144.9769222
2020-08-14,953881782.7928656
2020-08-15,951708702.5824451
2020-08-16,911779525.6809516
2020-08-17,895271603.283285
2020-08-18,882139854.7350636
2020-08-19,808267125.4843436
2020-08-20,805094880.2449762
2020-08-21,757204864.6511242
2020-08-22,730585185.392716
2020-08-23,716112956.3876793
2020-08-24,761028408.3594775
2020-08-25,744875067.3060447
2020-08-26,702774365.7157497
2020-08-27,679759923.6214719
2020-08-28,701637195.2581878
2020-08-29,728651736.3993087
2020-08-30,804731343.5462246
2020-08-31,848879027.9687926
2020-09-01,955029453.1451688
2020-09-02,814176380.1752753
2020-09-03,624126021.5040948
2020-09-04,615309249.3096337
2020-09-05,534026775.6081337
2020-09-06,522022225.95755
2020-09-07,516468840.18047935
2020-09-08,511186716.8795221
2020-09-09,544439329.0146438
2020-09-10,586303578.5694463
2020-09-11,597785114.0059966
2020-09-12,633634540.6430678
2020-09-13,589211276.3089255
2020-09-14,596965283.9346602
2020-09-15,570976219.8210827
2020-09-16,571270640.7824439
2020-09-17,657694587.1352973
2020-09-18,628241651.2733824
2020-09-19,615560256.4537632
2020-09-20,606498369.5564513
2020-09-21,581238338.4472556
2020-09-22,583133986.814459
2020-09-23,542584591.0562094
2020-09-24,550107217.3197424
2020-09-25,523546143.1317184
2020-09-26,531387429.5936301
2020-09-27,540473476.7380178
2020-09-28,534888766.7752522
2020-09-29,549246762.0413599
2020-09-30,549194879.038675
2020-10-01,526770389.6488122
2020-10-02,524668156.94679886
2020-10-03,532659570.3551984
2020-10-04,536811180.5679999
2020-10-05,523370826.3812797
2020-10-06,530214104.99279314
2020-10-07,532773821.9318732
2020-10-08,544543662.7611626
2020-10-09,565327246.8053527
2020-10-10,583931845.1417767
2020-10-11,601149532.4331738
2020-10-12,635288942.0273899
2020-10-13,615916703.1455743
2020-10-14,615990329.7513462
2020-10-15,597539694.1480446
2020-10-16,557474442.1767573
2020-10-17,553701916.3606809
2020-10-18,576444846.3029299
2020-10-19,596608701.4792743
2020-10-20,566820371.909472
2020-10-21,669159351.7695469
2020-10-22,733129950.8291882
2020-10-23,749825209.110638
2020-10-24,754420650.0588238
2020-10-25,739708660.8101168
2020-10-26,700629036.0237355
2020-10-27,693934270.5820708
2020-10-28,664164086.5900457
2020-10-29,652212826.9833051
2020-10-30,626338325.2550385
2020-10-31,621305927.636687
2020-11-01,658032410.6913195
2020-11-02,633240506.544756
2020-11-03,621838283.6640694
2020-11-04,696736142.8193452
2020-11-05,734406883.4761035
2020-11-06,879011360.2063264
2020-11-07,819700515.2405992
2020-11-08,873848408.8116035
2020-11-09,855318172.0929263
2020-11-10,888476490.7459437
2020-11-11,973931048.1487808
2020-11-12,945971174.3320782
2020-11-13,1078339534.442683
2020-11-14,1013668290.3333274
2020-11-15,982604491.4178208
2020-11-16,983387567.373284
2020-11-17,1078424171.2151868
2020-11-18,949696000.0933632
2020-11-19,887981327.9692705
2020-11-20,1091648400.5038147
2020-11-21,1193896482.6302235
2020-11-22,1198693790.3352084
2020-11-23,1309433102.0791233
2020-11-24,1308968525.143845
2020-11-25,1171531065.2462718
2020-11-26,864976760.4916997
2020-11-27,867987765.3743607
2020-11-28,883400283.3475087
2020-11-29,950677857.4792312
2020-11-30,1095471046.101686
2020-12-01,1024980789.2476108
2020-12-02,1037222980.8922036
2020-12-03,1132788353.0764637
2020-12-04,992208702.9483348
2020-12-05,999246658.1972492
2020-12-06,1004135174.5216924
2020-12-07,1022745578.9661714
2020-12-08,1010493156.9328597
2020-12-09,954296645.5987544
2020-12-10,927934683.2679954
2020-12-11,924506158.801738
2020-12-12,976176856.8151842
2020-12-13,1027111518.973292
2020-12-14,1014915883.0824876
2020-12-15,1040034508.9863912
2020-12-16,1264719084.5788105
2020-12-17,1268410778.2114398
2020-12-18,1316431617.109338
2020-12-19,1364735475.3503015
2020-12-20,1272470468.6376235
2020-12-21,1162642454.5926826
2020-12-22,1214491540.2168658
2020-12-23,1052954670.36765
2020-12-24,1040783994.1115482
2020-12-25,1058295409.5091376
2020-12-26,1133979015.6942625
2020-12-27,1311053293.8916836
2020-12-28,1498306720.3603036
2020-12-29,1482386105.4316237
2020-12-30,1525130587.8854437
2020-12-31,1400584254.6446424
2021-01-01,1376190356.5486107
2021-01-02,1432395325.249626
2021-01-03,1873096421.03991
2021-01-04,2048629275.909824
2021-01-05,2132910694.29803
2021-01-06,2538260453.764358
2021-01-07,2639428255.9003167
2021-01-08,2321724229.9615374
2021-01-09,2635777285.051728
2021-01-10,2610658186.256162
2021-01-11,1919272932.905826
2021-01-12,1838224017.5930536
2021-01-13,1968782341.2846663
2021-01-14,2170145047.232728
2021-01-15,2051879640.605879
2021-01-16,2276628395.306951
2021-01-17,2272553726.329956
2021-01-18,2372953487.376682
2021-01-19,2993780321.8476048
2021-01-20,2660310120.7481813
2021-01-21,2125479833.91215
2021-01-22,2143897994.235857
2021-01-23,2270690449.8539686
2021-01-24,2770389971.407762
2021-01-25,2826285397.954473
2021-01-26,2586679848.2452207
2021-01-27,2320032657.0433
2021-01-28,2554440534.8678856
2021-01-29,2776019475.2813244
2021-01-30,2742958373.056613
2021-01-31,2649648928.3157043
2021-02-01,2738414497.282916
2021-02-02,3739776937.837457
2021-02-03,4255388569.097124
2021-02-04,3931703079.202397
2021-02-05,4405634155.587799
2021-02-06,4143249540.738577
2021-02-07,3732720523.1731153
2021-02-08,4049921336.915391
2021-02-09,4217101717.736475
2021-02-10,4115522623.78528
2021-02-11,4233555247.716907
2021-02-12,4543785259.356735
2021-02-13,4516634561.807951
2021-02-14,4494238644.118959
2021-02-15,4232313221.5770698
2021-02-16,4286411280.203447
2021-02-17,4447674613.013587
2021-02-18,4840791581.896538
2021-02-19,4838186659.176506
2021-02-20,4742786587.444403
2021-02-21,4575219449.950322
2021-02-22,3876042409.549904
2021-02-23,3109430678.385244
2021-02-24,3286106194.395468
2021-02-25,3045621014.341833
2021-02-26,2970269694.924329
2021-02-27,2877905532.132284
2021-02-28,2810571328.1135206
2021-03-01,2958164347.035209
2021-03-02,2879985873.731119
2021-03-03,3005297788.7655544
2021-03-04,2969143324.257207
2021-03-05,2883473497.146024
2021-03-06,3263419422.7305465
2021-03-07,3395359001.215321
2021-03-08,3783909855.2925534
2021-03-09,3972398449.4513183
2021-03-10,3854916584.291349
2021-03-11,3821496734.586097
2021-03-12,3691202377.900058
2021-03-13,4127623879.993793
2021-03-14,3990103855.4009776
2021-03-15,3757626492.878575
2021-03-16,3700674463.7845855
2021-03-17,3860939465.6076975
2021-03-18,3875658873.540951
2021-03-19,3781560764.07593
2021-03-20,3882163451.684151
2021-03-21,3787763433.575151
2021-03-22,3650346853.522742
2021-03-23,3608754040.57598
2021-03-24,3384619951.1340823
2021-03-25,3396711821.6411376
2021-03-26,3510955644.778307
2021-03-27,3488793414.605929
2021-03-28,3437677360.397947
2021-03-29,3751252700.338242
2021-03-30,3795337802.7274
2021-03-31,4076263023.9575553
2021-04-01,4213497940.7194686
2021-04-02,4733080934.397342
2021-04-03,4677257414.199323
2021-04-04,4809938020.809492
2021-04-05,5012503955.607953
2021-04-06,4927218754.617044
2021-04-07,4591818016.633053
2021-04-08,4677253548.772016
2021-04-09,4496488921.508926
2021-04-10,4692226712.136131
2021-04-11,4753013038.827714
2021-04-12,4856722451.130034
2021-04-13,5247724202.467899
2021-04-14,5457036174.313158
2021-04-15,5532527603.534254
2021-04-16,5291244146.875686
2021-04-17,5257472906.102208
2021-04-18,4341710025.306201
2021-04-19,4143811214.602144
2021-04-20,4513379900.206638
2021-04-21,4541908826.728864
2021-04-22,4842671667.640183
2021-04-23,4381194263.331791
2021-04-24,4185461590.638809
2021-04-25,4371891383.901464
2021-04-26,4599348009.498328
2021-04-27,5076701437.257484
2021-04-28,5182689482.414316
2021-04-29,5191724268.192379
2021-04-30,5274150427.043098
2021-05-01,5598879342.672657
2021-05-02,5670205305.380133
2021-05-03,6527180915.859824
2021-05-04,6110347463.875377
2021-05-05,6717621872.758136
2021-05-06,6706313200.613506
2021-05-07,6573821914.537733
2021-05-08,7066349481.981209
2021-05-09,7175301604.907546
2021-05-10,7318368787.278462
2021-05-11,7319433702.721625
2021-05-12,7196518830.447978
2021-05-13,6813137887.835039
2021-05-14,7062701896.044384
2021-05-15,6765176180.417549
2021-05-16,6787031301.523956
2021-05-17,6176971519.557329
2021-05-18,6169808158.746141
2021-05-19,4006482150.322519
2021-05-20,4203595155.57848
2021-05-21,3795447245.8135695
2021-05-22,3551958516.713412
2021-05-23,3401643725.7481084
2021-05-24,3756548823.586693
2021-05-25,3847229964.014501
2021-05-26,4110246759.0457687
2021-05-27,3885115340.043737
2021-05-28,3644556532.461971
2021-05-29,3541334691.1996875
2021-05-30,3652538391.217223
2021-05-31,4019007877.768667
2021-06-01,3913273351.165157
2021-06-02,4089484388.1690087
2021-06-03,4422865581.158802
2021-06-04,4122804648.254271
2021-06-05,4057888353.565693
2021-06-06,4142223829.4821415
2021-06-07,4178598306.9934897
2021-06-08,4091799020.615446
2021-06-09,3994387913.832226
2021-06-10,3847950264.190129
2021-06-11,3826964094.8375554
2021-06-12,3812829748.794448
2021-06-13,3969837631.471168
2021-06-14,4057190053.986177
2021-06-15,4007443703.18988
2021-06-16,3930475423.313973
2021-06-17,4035029973.296085
2021-06-18,3826017917.300124
2021-06-19,3796070192.4094086
2021-06-20,3749437253.8328776
2021-06-21,3319999024.61064
2021-06-22,3211283769.2598724
2021-06-23,3167565924.3303432
2021-06-24,3171104218.64725
2021-06-25,3004754069.4927297
2021-06-26,3018783730.781187
2021-06-27,3100616517.9405346
2021-06-28,3346541165.4696727
2021-06-29,3472744381.528248
2021-06-30,3585808938.319766
2021-07-01,3380911934.8606505
2021-07-02,3411332838.1960435
2021-07-03,3633171533.4545393
2021-07-04,3679489777.634311
2021-07-05,3519878666.9697623
2021-07-06,3708595128.079793
2021-07-07,3783495854.3733263
2021-07-08,3510582567.9780903
2021-07-09,3535329692.251249
2021-07-10,3515557982.9773846
2021-07-11,3566348461.199737
2021-07-12,3696141119.5252376
2021-07-13,3638810596.953832
2021-07-14,3626014480.4338417
2021-07-15,3594200269.856595
2021-07-16,3514361401.272814
2021-07-17,3575008469.585756
2021-07-18,3534951676.082762
2021-07-19,3675862213.411418
2021-07-20,3401226480.4022384
2021-07-21,3544354969.1198773
2021-07-22,3607283857.906447
2021-07-23,3763803668.531064
2021-07-24,3999413050.503218
2021-07-25,4042766878.6163554
2021-07-26,3778142179.504697
2021-07-27,3792967965.5224657
2021-07-28,3773150266.4412847
2021-07-29,4027576181.1577215
2021-07-30,4317743864.896552
2021-07-31,4403991860.129551
2021-08-01,4277910268.04612
2021-08-02,4600853569.498192
2021-08-03,4366553271.075418
2021-08-04,4771646560.157989
2021-08-05,4937620166.489344
2021-08-06,5013017512.114336
2021-08-07,5395795515.940693
2021-08-08,5129474484.116914
2021-08-09,5538489710.053619
2021-08-10,5532981945.57014
2021-08-11,5592496368.373888
2021-08-12,5337392565.309963
2021-08-13,5839184205.043543
2021-08-14,5914829864.125437
2021-08-15,5821737420.819826
2021-08-16,5663044685.964883
2021-08-17,5440202476.49118
2021-08-18,5202383500.999342
2021-08-19,5424407339.487327
2021-08-20,5698413123.692694
2021-08-21,5614022779.042992
2021-08-22,5533411748.366907
2021-08-23,5893993709.073307
2021-08-24,5891652550.478169
2021-08-25,5598307702.358061
2021-08-26,5692139473.38949
2021-08-27,6134692939.002863
2021-08-28,6022308107.826604
2021-08-29,5931001456.21609
2021-08-30,6025429909.589224
2021-08-31,6601997916.858413
2021-09-01,7490198012.983397
2021-09-02,7649473776.00799
2021-09-03,7885721213.729917
2021-09-04,7965889594.385116
2021-09-05,8277705828.007045
2021-09-06,8261178281.699775
2021-09-07,6019678222.199438
2021-09-08,5964942587.434132
2021-09-09,5845368777.9198
2021-09-10,5732503994.38532
2021-09-11,5680497800.322291
2021-09-12,5751635652.1725645
2021-09-13,5593307341.074345
2021-09-14,5851918320.817392
2021-09-15,6210805878.595972
2021-09-16,6067440343.016773
2021-09-17,5860666644.506254
2021-09-18,5864874459.428763
2021-09-19,5875940517.607051
2021-09-20,5482322793.560115
2021-09-21,5037809677.909516
2021-09-22,5249195579.548351
2021-09-23,5337074769.686413
2021-09-24,5168990563.348973
2021-09-25,5004909855.550623
2021-09-26,5189549466.213815
2021-09-27,4947625167.53753
2021-09-28,4865781252.970282
2021-09-29,4981338860.164551
2021-09-30,5038634383.73609
2021-10-01,5423009331.382686
2021-10-02,5619429894.916191
2021-10-03,5730624821.820051
2021-10-04,5812196883.301003
2021-10-05,6119022967.124613
2021-10-06,6200334341.975632
2021-10-07,6202079854.952056
2021-10-08,6150481838.665823
2021-10-09,6172417499.751209
2021-10-10,5919942170.700779
2021-10-11,6021921389.210525
2021-10-12,5872667390.408133
2021-10-13,6221233889.09303
2021-10-14,6874183499.451248
2021-10-15,7058420211.647421
2021-10-16,7093561785.035255
2021-10-17,7101087987.542445
2021-10-18,6999955752.409306
