date,Short Liquidations
2022-05-15,11599.06840839
2022-05-16,7751.117495310002
2022-05-17,8607.368251429998
2022-05-18,3924.833389600001
2022-05-19,13707.81706934
2022-05-20,7385.940739480001
2022-05-21,2699.82857389
2022-05-22,11009.49433774
2022-05-23,7860.00183818
2022-05-24,6722.37230745
2022-05-25,6005.595196370001
2022-05-26,16932.38580745
2022-05-27,15223.29913547
2022-05-28,11151.48462694
2022-05-29,6148.347471939999
2022-05-30,40086.62476219
2022-05-31,6340.64195576
2022-06-01,6612.434547579999
2022-06-02,6992.63232004
2022-06-03,5780.75027916
2022-06-04,5215.52757467
2022-06-05,5189.725471930001
2022-06-06,21562.545062
2022-06-07,23041.52736407
2022-06-08,6552.254008060001
2022-06-09,4019.00710601
2022-06-10,5807.25840322
2022-06-11,16635.59999917
2022-06-12,28474.73769357
2022-06-13,143252.94201168
2022-06-14,94300.81568778
2022-06-15,94166.00933861
2022-06-16,22361.546457400003
2022-06-17,18955.96152715
2022-06-18,72485.13817536
2022-06-19,68424.81762479001
2022-06-20,36684.48302077001
2022-06-21,22481.68954471
2022-06-22,16988.74686291
2022-06-23,28657.6203136
2022-06-24,48544.138026240005
2022-06-25,19386.85742681
2022-06-26,12829.751203519998
2022-06-27,11257.35861377
2022-06-28,19646.40441093
2022-06-29,8036.68292577
2022-06-30,25653.37871314
2022-07-01,29082.558143550006
2022-07-02,11683.68341071
2022-07-03,13159.99301994
2022-07-04,37752.28416179
2022-07-05,28907.1613059
2022-07-06,27830.1713027
2022-07-07,36934.08757758
2022-07-08,24155.177752640004
2022-07-09,4532.62283331
2022-07-10,7224.655684080001
2022-07-11,7318.91165757
2022-07-12,8781.64203491
2022-07-13,51606.04122614
2022-07-14,55923.63049412001
2022-07-15,44750.74998674001
2022-07-16,61454.34589413
2022-07-17,26505.587433040004
2022-07-18,156926.30188363
2022-07-19,30327.42752554
2022-07-20,30430.82396823
2022-07-21,29460.17737625
2022-07-22,26340.419247660004
2022-07-23,11894.62961982
2022-07-24,39079.337570970005
2022-07-25,10845.19216536
2022-07-26,21398.91422654
2022-07-27,58476.60522289001
2022-07-28,75187.43550672
2022-07-29,30943.541927740003
2022-07-30,8471.718874940001
2022-07-31,12006.013167509998
2022-08-01,8987.7538353
2022-08-02,29604.87331354
2022-08-03,13976.565953699996
2022-08-04,5362.6789377
2022-08-05,24070.1391656
2022-08-06,2375.4944711
