Datetime,Fees (Total)
2026-01-27T00:00:00Z,2.30411534
2026-01-26T00:00:00Z,2.37703143
2026-01-25T00:00:00Z,1.92790523
2026-01-24T00:00:00Z,2.01546836
2026-01-23T00:00:00Z,2.51372652
2026-01-22T00:00:00Z,2.28662075
2026-01-21T00:00:00Z,2.68551253
2026-01-20T00:00:00Z,2.74208451
2026-01-19T00:00:00Z,2.28267959
2026-01-18T00:00:00Z,1.86424165
2026-01-17T00:00:00Z,2.33920413
2026-01-16T00:00:00Z,3.31762974
2026-01-15T00:00:00Z,3.25228184
2026-01-14T00:00:00Z,3.07288284
2026-01-13T00:00:00Z,2.95137224
2026-01-12T00:00:00Z,2.37355841
2026-01-11T00:00:00Z,1.9199271
2026-01-10T00:00:00Z,2.03575876
2026-01-09T00:00:00Z,2.61104222
2026-01-08T00:00:00Z,2.52742997
2026-01-07T00:00:00Z,2.59890473
2026-01-06T00:00:00Z,2.76438086
2026-01-05T00:00:00Z,2.78746337
2026-01-04T00:00:00Z,2.39616784
2026-01-03T00:00:00Z,2.62027149
2026-01-02T00:00:00Z,2.68624645
2026-01-01T00:00:00Z,2.23460679
2025-12-31T00:00:00Z,3.15528709
2025-12-30T00:00:00Z,2.97274513
2025-12-29T00:00:00Z,2.74481742
2025-12-28T00:00:00Z,2.13680788
2025-12-27T00:00:00Z,2.11863218
2025-12-26T00:00:00Z,2.36586472
2025-12-25T00:00:00Z,2.08774973
2025-12-24T00:00:00Z,2.73673796
2025-12-23T00:00:00Z,2.55184313
2025-12-22T00:00:00Z,2.55006477
2025-12-21T00:00:00Z,1.87931674
2025-12-20T00:00:00Z,2.18866688
2025-12-19T00:00:00Z,3.28108111
2025-12-18T00:00:00Z,2.74167775
2025-12-17T00:00:00Z,2.81297801
2025-12-16T00:00:00Z,2.72140663
2025-12-15T00:00:00Z,2.77868007
2025-12-14T00:00:00Z,1.93046116
2025-12-13T00:00:00Z,2.1866255
2025-12-12T00:00:00Z,2.83746043
2025-12-11T00:00:00Z,2.64744661
2025-12-10T00:00:00Z,2.68940365
2025-12-09T00:00:00Z,2.98038128
2025-12-08T00:00:00Z,2.61046693
2025-12-07T00:00:00Z,1.99102947
2025-12-06T00:00:00Z,2.40576799
2025-12-05T00:00:00Z,3.57261113
2025-12-04T00:00:00Z,3.2272004
2025-12-03T00:00:00Z,3.56462508
2025-12-02T00:00:00Z,3.90062288
2025-12-01T00:00:00Z,4.10050906
2025-11-30T00:00:00Z,2.13313532
2025-11-29T00:00:00Z,2.23100245
2025-11-28T00:00:00Z,2.86973766
2025-11-27T00:00:00Z,2.9220422
2025-11-26T00:00:00Z,2.89720699
2025-11-25T00:00:00Z,3.13968156
2025-11-24T00:00:00Z,2.58355817
2025-11-23T00:00:00Z,2.32061272
2025-11-22T00:00:00Z,2.94749949
2025-11-21T00:00:00Z,3.63853668
2025-11-20T00:00:00Z,3.17346516
2025-11-19T00:00:00Z,3.32947906
2025-11-18T00:00:00Z,3.72578633
2025-11-17T00:00:00Z,4.47564268
2025-11-16T00:00:00Z,2.60749462
2025-11-15T00:00:00Z,2.56695356
2025-11-14T00:00:00Z,3.43586465
2025-11-13T00:00:00Z,2.96305612
2025-11-12T00:00:00Z,2.60791945
2025-11-11T00:00:00Z,2.68989415
2025-11-10T00:00:00Z,3.85990201
2025-11-09T00:00:00Z,2.29472505
2025-11-08T00:00:00Z,2.61020571
2025-11-07T00:00:00Z,3.37368628
2025-11-06T00:00:00Z,3.32851088
2025-11-05T00:00:00Z,4.18353984
2025-11-04T00:00:00Z,3.95545963
2025-11-03T00:00:00Z,3.12516683
2025-11-02T00:00:00Z,2.08901564
2025-11-01T00:00:00Z,2.46908678
2025-10-31T00:00:00Z,3.47297464
2025-10-30T00:00:00Z,2.8674976
2025-10-29T00:00:00Z,2.60840325
2025-10-28T00:00:00Z,2.93587872
2025-10-27T00:00:00Z,2.82157633
2025-10-26T00:00:00Z,2.03701929
2025-10-25T00:00:00Z,2.17009329
2025-10-24T00:00:00Z,2.90537255
2025-10-23T00:00:00Z,2.68220133
2025-10-22T00:00:00Z,2.89572835
2025-10-21T00:00:00Z,2.95225
2025-10-20T00:00:00Z,2.93085272
2025-10-19T00:00:00Z,2.23185996
2025-10-18T00:00:00Z,2.55455698
2025-10-17T00:00:00Z,3.67513419
2025-10-16T00:00:00Z,3.16804869
2025-10-15T00:00:00Z,2.96788477
2025-10-14T00:00:00Z,2.72882829
2025-10-13T00:00:00Z,2.87061913
2025-10-12T00:00:00Z,2.43852623
2025-10-11T00:00:00Z,3.59960947
2025-10-10T00:00:00Z,4.02978368
2025-10-09T00:00:00Z,3.79660682
2025-10-08T00:00:00Z,3.37913087
2025-10-07T00:00:00Z,4.04398191
2025-10-06T00:00:00Z,4.41389112
2025-10-05T00:00:00Z,2.69336047
2025-10-04T00:00:00Z,3.96879101
2025-10-03T00:00:00Z,5.13219673
2025-10-02T00:00:00Z,4.14082832
2025-10-01T00:00:00Z,3.63458238
2025-09-30T00:00:00Z,3.15845964
2025-09-29T00:00:00Z,3.32714931
2025-09-28T00:00:00Z,2.19530735
2025-09-27T00:00:00Z,2.56598488
2025-09-26T00:00:00Z,4.05417458
2025-09-25T00:00:00Z,3.27870953
2025-09-24T00:00:00Z,2.87830021
2025-09-23T00:00:00Z,2.79331599
2025-09-22T00:00:00Z,3.38423204
2025-09-21T00:00:00Z,3.00402984
2025-09-20T00:00:00Z,3.2894234
2025-09-19T00:00:00Z,3.67418748
2025-09-18T00:00:00Z,3.68731172
2025-09-17T00:00:00Z,4.50749412
2025-09-16T00:00:00Z,4.1760888
2025-09-15T00:00:00Z,4.41165577
2025-09-14T00:00:00Z,3.12992572
2025-09-13T00:00:00Z,4.26132443
2025-09-12T00:00:00Z,4.83501637
2025-09-11T00:00:00Z,3.96406988
2025-09-10T00:00:00Z,4.03630375
2025-09-09T00:00:00Z,4.61643745
2025-09-08T00:00:00Z,3.99056209
2025-09-07T00:00:00Z,3.23341128
2025-09-06T00:00:00Z,3.45925697
2025-09-05T00:00:00Z,5.84579367
2025-09-04T00:00:00Z,4.85659131
2025-09-03T00:00:00Z,6.27562614
2025-09-02T00:00:00Z,4.96663496
2025-09-01T00:00:00Z,9.44095697
2025-08-31T00:00:00Z,2.98310146
2025-08-30T00:00:00Z,3.23294912
2025-08-29T00:00:00Z,3.49543318
2025-08-28T00:00:00Z,3.30402219
2025-08-27T00:00:00Z,3.64918434
2025-08-26T00:00:00Z,3.18642722
2025-08-25T00:00:00Z,2.84742787
2025-08-24T00:00:00Z,2.27331775
2025-08-23T00:00:00Z,2.73088837
2025-08-22T00:00:00Z,3.47826203
2025-08-21T00:00:00Z,3.08970441
2025-08-20T00:00:00Z,3.41356494
2025-08-19T00:00:00Z,3.27074018
2025-08-18T00:00:00Z,3.39254665
2025-08-17T00:00:00Z,2.54035809
2025-08-16T00:00:00Z,2.98991241
2025-08-15T00:00:00Z,3.5997993
2025-08-14T00:00:00Z,4.33427727
2025-08-13T00:00:00Z,4.39748322
2025-08-12T00:00:00Z,4.24654205
2025-08-11T00:00:00Z,4.41552572
2025-08-10T00:00:00Z,3.07651493
2025-08-09T00:00:00Z,4.49462419
2025-08-08T00:00:00Z,5.66116609
2025-08-07T00:00:00Z,5.19836935
2025-08-06T00:00:00Z,5.8791241
2025-08-05T00:00:00Z,3.67403291
2025-08-04T00:00:00Z,3.33284131
2025-08-03T00:00:00Z,2.9403954
2025-08-02T00:00:00Z,4.1024273
2025-08-01T00:00:00Z,5.45097171
2025-07-31T00:00:00Z,3.96996889
2025-07-30T00:00:00Z,4.19322894
2025-07-29T00:00:00Z,5.07253502
2025-07-28T00:00:00Z,4.20792039
2025-07-27T00:00:00Z,4.11970629
2025-07-26T00:00:00Z,4.22567438
2025-07-25T00:00:00Z,5.30490731
2025-07-24T00:00:00Z,9.8211687
2025-07-23T00:00:00Z,4.19260713
2025-07-22T00:00:00Z,4.34082471
2025-07-21T00:00:00Z,4.26422773
2025-07-20T00:00:00Z,3.15968918
2025-07-19T00:00:00Z,4.34842797
2025-07-18T00:00:00Z,4.61543393
2025-07-17T00:00:00Z,6.32918251
2025-07-16T00:00:00Z,4.5393282
2025-07-15T00:00:00Z,4.17421593
2025-07-14T00:00:00Z,5.74663178
2025-07-13T00:00:00Z,4.12907692
2025-07-12T00:00:00Z,3.99799939
2025-07-11T00:00:00Z,5.51715232
2025-07-10T00:00:00Z,4.97606703
2025-07-09T00:00:00Z,4.94768178
2025-07-08T00:00:00Z,4.54612754
2025-07-07T00:00:00Z,4.04262877
2025-07-06T00:00:00Z,4.01448462
2025-07-05T00:00:00Z,3.07195076
2025-07-04T00:00:00Z,3.37103902
2025-07-03T00:00:00Z,4.25061286
2025-07-02T00:00:00Z,4.48022781
2025-07-01T00:00:00Z,4.18857415
2025-06-30T00:00:00Z,4.22897261
2025-06-29T00:00:00Z,2.85640286
2025-06-28T00:00:00Z,3.85197337
2025-06-27T00:00:00Z,4.44489489
2025-06-26T00:00:00Z,7.57462956
2025-06-25T00:00:00Z,4.8161778
2025-06-24T00:00:00Z,6.15937865
2025-06-23T00:00:00Z,4.89228743
2025-06-22T00:00:00Z,2.78059806
2025-06-21T00:00:00Z,3.51806095
2025-06-20T00:00:00Z,5.26837785
2025-06-19T00:00:00Z,5.07694733
2025-06-18T00:00:00Z,6.95175944
2025-06-17T00:00:00Z,6.25886652
2025-06-16T00:00:00Z,4.91512135
2025-06-15T00:00:00Z,2.62938943
2025-06-14T00:00:00Z,3.05899207
2025-06-13T00:00:00Z,6.52806429
2025-06-12T00:00:00Z,4.86216516
2025-06-11T00:00:00Z,4.7645727
2025-06-10T00:00:00Z,5.34774316
2025-06-09T00:00:00Z,5.0042166
2025-06-08T00:00:00Z,3.16718524
2025-06-07T00:00:00Z,3.28337841
2025-06-06T00:00:00Z,4.43263288
2025-06-05T00:00:00Z,4.87605976
2025-06-04T00:00:00Z,4.71820395
2025-06-03T00:00:00Z,4.80950729
2025-06-02T00:00:00Z,4.77525893
2025-06-01T00:00:00Z,3.47820533
2025-05-31T00:00:00Z,4.03080789
2025-05-30T00:00:00Z,5.92137282
2025-05-29T00:00:00Z,5.27497498
2025-05-28T00:00:00Z,8.03702577
2025-05-27T00:00:00Z,5.67924813
2025-05-26T00:00:00Z,5.14057141
2025-05-25T00:00:00Z,4.0790192
2025-05-24T00:00:00Z,5.22566514
2025-05-23T00:00:00Z,6.08190297
2025-05-22T00:00:00Z,7.93397384
2025-05-21T00:00:00Z,7.89930777
2025-05-20T00:00:00Z,7.42181356
2025-05-19T00:00:00Z,6.87923802
2025-05-18T00:00:00Z,5.92363402
2025-05-17T00:00:00Z,7.19571709
2025-05-16T00:00:00Z,12.22527292
2025-05-15T00:00:00Z,5.42989389
2025-05-14T00:00:00Z,7.20969077
2025-05-13T00:00:00Z,6.27176477
2025-05-12T00:00:00Z,12.94624506
2025-05-11T00:00:00Z,3.42888556
2025-05-10T00:00:00Z,4.43758934
2025-05-09T00:00:00Z,6.86709106
2025-05-08T00:00:00Z,6.54154471
2025-05-07T00:00:00Z,6.64872211
2025-05-06T00:00:00Z,5.2291597
2025-05-05T00:00:00Z,5.10924846
2025-05-04T00:00:00Z,3.40241752
2025-05-03T00:00:00Z,3.96539313
2025-05-02T00:00:00Z,5.57980294
2025-05-01T00:00:00Z,5.51228636
2025-04-30T00:00:00Z,6.59233937
2025-04-29T00:00:00Z,6.17471382
2025-04-28T00:00:00Z,6.62779975
2025-04-27T00:00:00Z,5.18226759
2025-04-26T00:00:00Z,4.4112459
2025-04-25T00:00:00Z,6.11062858
2025-04-24T00:00:00Z,8.97181044
2025-04-23T00:00:00Z,11.29144978
2025-04-22T00:00:00Z,6.27668027
2025-04-21T00:00:00Z,6.56028401
2025-04-20T00:00:00Z,5.48058948
2025-04-19T00:00:00Z,6.37862728
2025-04-18T00:00:00Z,5.29350354
2025-04-17T00:00:00Z,6.01191029
2025-04-16T00:00:00Z,5.86866499
2025-04-15T00:00:00Z,5.68117728
2025-04-14T00:00:00Z,6.33317847
2025-04-13T00:00:00Z,4.24206972
2025-04-12T00:00:00Z,5.42209134
2025-04-11T00:00:00Z,7.67759265
2025-04-10T00:00:00Z,5.24074284
2025-04-09T00:00:00Z,5.62067755
2025-04-08T00:00:00Z,7.88027275
2025-04-07T00:00:00Z,6.5929719
2025-04-06T00:00:00Z,4.31653614
2025-04-05T00:00:00Z,4.31543587
2025-04-04T00:00:00Z,5.55492521
2025-04-03T00:00:00Z,5.78142113
2025-04-02T00:00:00Z,4.43354893
2025-04-01T00:00:00Z,4.35392095
2025-03-31T00:00:00Z,4.90637758
2025-03-30T00:00:00Z,3.14843402
2025-03-29T00:00:00Z,4.20350731
2025-03-28T00:00:00Z,6.11506746
2025-03-27T00:00:00Z,5.28757722
2025-03-26T00:00:00Z,9.67987151
2025-03-25T00:00:00Z,13.10466122
2025-03-24T00:00:00Z,6.17073992
2025-03-23T00:00:00Z,5.97845109
2025-03-22T00:00:00Z,9.8088555
2025-03-21T00:00:00Z,5.04721416
2025-03-20T00:00:00Z,5.47113345
2025-03-19T00:00:00Z,5.28843574
2025-03-18T00:00:00Z,4.50683813
2025-03-17T00:00:00Z,4.68492926
2025-03-16T00:00:00Z,4.12027733
2025-03-15T00:00:00Z,4.93259972
2025-03-14T00:00:00Z,5.44754166
2025-03-13T00:00:00Z,5.55966839
2025-03-12T00:00:00Z,5.19284074
2025-03-11T00:00:00Z,6.03321775
2025-03-10T00:00:00Z,5.31973344
2025-03-09T00:00:00Z,4.41102143
2025-03-08T00:00:00Z,4.35052107
2025-03-07T00:00:00Z,5.67697393
2025-03-06T00:00:00Z,5.17590844
2025-03-05T00:00:00Z,4.84001704
2025-03-04T00:00:00Z,5.24728617
2025-03-03T00:00:00Z,6.06396417
2025-03-02T00:00:00Z,5.54312386
2025-03-01T00:00:00Z,5.81098518
2025-02-28T00:00:00Z,6.55454643
2025-02-27T00:00:00Z,8.38750673
2025-02-26T00:00:00Z,10.90429197
2025-02-25T00:00:00Z,11.39751135
2025-02-24T00:00:00Z,13.87325245
2025-02-23T00:00:00Z,11.50397064
2025-02-22T00:00:00Z,6.37196667
2025-02-21T00:00:00Z,5.65767575
2025-02-20T00:00:00Z,5.34660212
2025-02-19T00:00:00Z,5.12711265
2025-02-18T00:00:00Z,4.70300601
2025-02-17T00:00:00Z,6.17147537
2025-02-16T00:00:00Z,4.31825667
2025-02-15T00:00:00Z,3.79761363
2025-02-14T00:00:00Z,4.74421238
2025-02-13T00:00:00Z,5.67656566
2025-02-12T00:00:00Z,4.63679763
2025-02-11T00:00:00Z,5.25830099
2025-02-10T00:00:00Z,4.58136983
2025-02-09T00:00:00Z,3.49363049
2025-02-08T00:00:00Z,4.52014747
2025-02-07T00:00:00Z,5.3518919
2025-02-06T00:00:00Z,5.30418503
2025-02-05T00:00:00Z,5.48304439
2025-02-04T00:00:00Z,5.05799066
2025-02-03T00:00:00Z,6.10799185
2025-02-02T00:00:00Z,4.56401992
2025-02-01T00:00:00Z,4.77369059
2025-01-31T00:00:00Z,4.94344654
2025-01-30T00:00:00Z,4.9709675
2025-01-29T00:00:00Z,4.82486544
2025-01-28T00:00:00Z,4.72442794
2025-01-27T00:00:00Z,6.13674654
2025-01-26T00:00:00Z,4.19787458
2025-01-25T00:00:00Z,5.43393854
2025-01-24T00:00:00Z,6.46619261
2025-01-23T00:00:00Z,6.80064844
2025-01-22T00:00:00Z,7.66591777
2025-01-21T00:00:00Z,10.22718074
2025-01-20T00:00:00Z,12.37123961
2025-01-19T00:00:00Z,6.48286551
2025-01-18T00:00:00Z,6.1723701
2025-01-17T00:00:00Z,8.99591804
2025-01-16T00:00:00Z,7.34821606
2025-01-15T00:00:00Z,7.51249449
2025-01-14T00:00:00Z,6.54509656
2025-01-13T00:00:00Z,7.77759382
2025-01-12T00:00:00Z,4.89441835
2025-01-11T00:00:00Z,5.4512443
2025-01-10T00:00:00Z,6.89764199
2025-01-09T00:00:00Z,7.30517284
2025-01-08T00:00:00Z,7.57666765
2025-01-07T00:00:00Z,7.26172212
2025-01-06T00:00:00Z,6.61658496
2025-01-05T00:00:00Z,5.90927713
2025-01-04T00:00:00Z,5.93082589
2025-01-03T00:00:00Z,6.13209851
2025-01-02T00:00:00Z,5.55106928
2025-01-01T00:00:00Z,4.75966146
2024-12-31T00:00:00Z,5.92137861
2024-12-30T00:00:00Z,7.07340763
2024-12-29T00:00:00Z,6.46514089
2024-12-28T00:00:00Z,5.66032032
2024-12-27T00:00:00Z,6.8978916
2024-12-26T00:00:00Z,7.72374614
2024-12-25T00:00:00Z,7.69383398
2024-12-24T00:00:00Z,9.57170242
2024-12-23T00:00:00Z,10.83545209
2024-12-22T00:00:00Z,8.28500274
2024-12-21T00:00:00Z,10.69673036
2024-12-20T00:00:00Z,15.18598374
2024-12-19T00:00:00Z,22.87270158
2024-12-18T00:00:00Z,13.11339949
2024-12-17T00:00:00Z,12.73761816
2024-12-16T00:00:00Z,12.32757708
2024-12-15T00:00:00Z,9.56601823
2024-12-14T00:00:00Z,11.99334626
2024-12-13T00:00:00Z,14.42776678
2024-12-12T00:00:00Z,19.68859729
2024-12-11T00:00:00Z,18.93428847
2024-12-10T00:00:00Z,15.8789993
2024-12-09T00:00:00Z,15.97032013
2024-12-08T00:00:00Z,15.21843118
2024-12-07T00:00:00Z,19.06458146
2024-12-06T00:00:00Z,14.2051553
2024-12-05T00:00:00Z,14.28523694
2024-12-04T00:00:00Z,11.84735213
2024-12-03T00:00:00Z,15.46875251
2024-12-02T00:00:00Z,19.18933475
2024-12-01T00:00:00Z,20.18743206
2024-11-30T00:00:00Z,10.12253066
2024-11-29T00:00:00Z,13.06399847
2024-11-28T00:00:00Z,13.75384556
2024-11-27T00:00:00Z,10.00340524
2024-11-26T00:00:00Z,17.20824641
2024-11-25T00:00:00Z,11.45203731
2024-11-24T00:00:00Z,9.39341959
2024-11-23T00:00:00Z,13.79874845
2024-11-22T00:00:00Z,18.81865613
2024-11-21T00:00:00Z,22.90097477
2024-11-20T00:00:00Z,21.26364839
2024-11-19T00:00:00Z,24.42657632
2024-11-18T00:00:00Z,17.5232424
2024-11-17T00:00:00Z,9.46873334
2024-11-16T00:00:00Z,18.23980741
2024-11-15T00:00:00Z,41.42119948
2024-11-14T00:00:00Z,24.69652819
2024-11-13T00:00:00Z,22.93449785
2024-11-12T00:00:00Z,19.98806028
2024-11-11T00:00:00Z,15.21700428
2024-11-10T00:00:00Z,10.83393374
2024-11-09T00:00:00Z,13.19782062
2024-11-08T00:00:00Z,7.95681621
2024-11-07T00:00:00Z,6.6445197
2024-11-06T00:00:00Z,8.2810411
2024-11-05T00:00:00Z,6.49897362
2024-11-04T00:00:00Z,6.29246117
2024-11-03T00:00:00Z,5.34670994
2024-11-02T00:00:00Z,7.11291527
2024-11-01T00:00:00Z,8.31104265
2024-10-31T00:00:00Z,65.69168703
2024-10-30T00:00:00Z,9.38213934
2024-10-29T00:00:00Z,11.48340517
2024-10-28T00:00:00Z,7.59997708
2024-10-27T00:00:00Z,8.23878793
2024-10-26T00:00:00Z,10.53645818
2024-10-25T00:00:00Z,36.6805159
2024-10-24T00:00:00Z,47.51820598
2024-10-23T00:00:00Z,23.83021523
2024-10-22T00:00:00Z,25.68647521
2024-10-21T00:00:00Z,17.51752803
2024-10-20T00:00:00Z,13.53434132
2024-10-19T00:00:00Z,15.59986161
2024-10-18T00:00:00Z,25.09934504
2024-10-17T00:00:00Z,61.40548312
2024-10-16T00:00:00Z,50.89065071
2024-10-15T00:00:00Z,25.8082779
2024-10-14T00:00:00Z,25.63414002
2024-10-13T00:00:00Z,24.7193962
2024-10-12T00:00:00Z,44.80585487
2024-10-11T00:00:00Z,44.65100995
2024-10-10T00:00:00Z,25.25120794
2024-10-09T00:00:00Z,15.22724636
2024-10-08T00:00:00Z,16.80280544
2024-10-07T00:00:00Z,12.69804366
2024-10-06T00:00:00Z,9.75878648
2024-10-05T00:00:00Z,12.09175815
2024-10-04T00:00:00Z,7.15465611
2024-10-03T00:00:00Z,7.63887897
2024-10-02T00:00:00Z,6.86665362
2024-10-01T00:00:00Z,7.906132
2024-09-30T00:00:00Z,7.32988162
2024-09-29T00:00:00Z,7.53271012
2024-09-28T00:00:00Z,10.05760871
2024-09-27T00:00:00Z,11.07140301
2024-09-26T00:00:00Z,8.53083566
2024-09-25T00:00:00Z,6.64890985
2024-09-24T00:00:00Z,6.97287174
2024-09-23T00:00:00Z,7.73724518
2024-09-22T00:00:00Z,5.29158738
2024-09-21T00:00:00Z,6.07733222
2024-09-20T00:00:00Z,9.51326178
2024-09-19T00:00:00Z,9.93991933
2024-09-18T00:00:00Z,7.01957527
2024-09-17T00:00:00Z,8.24456446
2024-09-16T00:00:00Z,6.48310803
2024-09-15T00:00:00Z,6.32763497
2024-09-14T00:00:00Z,6.59856097
2024-09-13T00:00:00Z,7.49554216
2024-09-12T00:00:00Z,8.33154165
2024-09-11T00:00:00Z,6.6423002
2024-09-10T00:00:00Z,6.96168441
2024-09-09T00:00:00Z,6.90245869
2024-09-08T00:00:00Z,6.32416894
2024-09-07T00:00:00Z,6.55236788
2024-09-06T00:00:00Z,7.62087899
2024-09-05T00:00:00Z,10.74185881
2024-09-04T00:00:00Z,7.77166702
2024-09-03T00:00:00Z,8.47166562
2024-09-02T00:00:00Z,7.60997931
2024-09-01T00:00:00Z,6.4578537
2024-08-31T00:00:00Z,6.32567021
2024-08-30T00:00:00Z,8.01337142
2024-08-29T00:00:00Z,8.19652039
2024-08-28T00:00:00Z,7.71303402
2024-08-27T00:00:00Z,7.78902014
2024-08-26T00:00:00Z,8.49892683
2024-08-25T00:00:00Z,7.02911978
2024-08-24T00:00:00Z,7.50456521
2024-08-23T00:00:00Z,9.81679278
2024-08-22T00:00:00Z,100.26494952
2024-08-21T00:00:00Z,8.47911827
2024-08-20T00:00:00Z,9.96691022
2024-08-19T00:00:00Z,8.86871172
2024-08-18T00:00:00Z,7.21975856
2024-08-17T00:00:00Z,7.2428138
2024-08-16T00:00:00Z,8.89082515
2024-08-15T00:00:00Z,8.61692903
2024-08-14T00:00:00Z,7.97068608
2024-08-13T00:00:00Z,8.05904479
2024-08-12T00:00:00Z,8.279901
2024-08-11T00:00:00Z,6.58471554
2024-08-10T00:00:00Z,6.75760334
2024-08-09T00:00:00Z,8.60920982
2024-08-08T00:00:00Z,9.0060186
2024-08-07T00:00:00Z,7.86776233
2024-08-06T00:00:00Z,8.20257927
2024-08-05T00:00:00Z,9.24879723
2024-08-04T00:00:00Z,7.28528958
2024-08-03T00:00:00Z,8.22782838
2024-08-02T00:00:00Z,8.76757802
2024-08-01T00:00:00Z,9.42561542
2024-07-31T00:00:00Z,10.61244378
2024-07-30T00:00:00Z,9.71429563
2024-07-29T00:00:00Z,10.86700219
2024-07-28T00:00:00Z,8.15857362
2024-07-27T00:00:00Z,10.22380204
2024-07-26T00:00:00Z,10.37574629
2024-07-25T00:00:00Z,10.67969873
2024-07-24T00:00:00Z,10.23998168
2024-07-23T00:00:00Z,11.22332795
2024-07-22T00:00:00Z,13.71786433
2024-07-21T00:00:00Z,9.86597268
2024-07-20T00:00:00Z,10.1831537
2024-07-19T00:00:00Z,12.13634279
2024-07-18T00:00:00Z,10.05284287
2024-07-17T00:00:00Z,14.0341241
2024-07-16T00:00:00Z,12.30973474
2024-07-15T00:00:00Z,13.20230106
2024-07-14T00:00:00Z,13.23134179
2024-07-13T00:00:00Z,19.42709037
2024-07-12T00:00:00Z,12.30543188
2024-07-11T00:00:00Z,12.4175502
2024-07-10T00:00:00Z,16.14625088
2024-07-09T00:00:00Z,13.21596265
2024-07-08T00:00:00Z,14.78327776
2024-07-07T00:00:00Z,12.32310391
2024-07-06T00:00:00Z,15.51416826
2024-07-05T00:00:00Z,14.72065925
2024-07-04T00:00:00Z,16.87905574
2024-07-03T00:00:00Z,16.15587079
2024-07-02T00:00:00Z,17.22970414
2024-07-01T00:00:00Z,18.35492272
2024-06-30T00:00:00Z,13.42097615
2024-06-29T00:00:00Z,16.20721673
2024-06-28T00:00:00Z,18.20002101
2024-06-27T00:00:00Z,18.10260407
2024-06-26T00:00:00Z,21.33275891
2024-06-25T00:00:00Z,21.88976759
2024-06-24T00:00:00Z,19.66666864
2024-06-23T00:00:00Z,14.86313592
2024-06-22T00:00:00Z,20.79407849
2024-06-21T00:00:00Z,27.56630944
2024-06-20T00:00:00Z,32.07885598
2024-06-19T00:00:00Z,32.4368659
2024-06-18T00:00:00Z,37.27466373
2024-06-17T00:00:00Z,27.37325737
2024-06-16T00:00:00Z,36.98294763
2024-06-15T00:00:00Z,45.01788529
