Datetime,Fees USD (Total)
2026-02-18T00:00:00Z,155129.80103707
2026-02-17T00:00:00Z,155629.70232201
2026-02-16T00:00:00Z,151760.71481334
2026-02-15T00:00:00Z,128609.8164036
2026-02-14T00:00:00Z,151782.31797067
2026-02-13T00:00:00Z,187194.68031767
2026-02-12T00:00:00Z,170718.6544863
2026-02-11T00:00:00Z,197546.53124804
2026-02-10T00:00:00Z,179606.15874204
2026-02-09T00:00:00Z,204805.42021392
2026-02-08T00:00:00Z,157192.15717791
2026-02-07T00:00:00Z,192024.08891878
2026-02-06T00:00:00Z,416308.28790485
2026-02-05T00:00:00Z,377699.32765614
2026-02-04T00:00:00Z,240374.20535715
2026-02-03T00:00:00Z,254611.82684905
2026-02-02T00:00:00Z,265945.73993636
2026-02-01T00:00:00Z,197010.80068481
2026-01-31T00:00:00Z,245781.43536344
2026-01-30T00:00:00Z,278795.79582035
2026-01-29T00:00:00Z,236898.60379273
2026-01-28T00:00:00Z,256746.1129422
2026-01-27T00:00:00Z,203540.64534869
2026-01-26T00:00:00Z,208713.29933791
2026-01-25T00:00:00Z,169959.80201905
2026-01-24T00:00:00Z,180385.35709961
2026-01-23T00:00:00Z,225456.32499897
2026-01-22T00:00:00Z,205030.74275086
2026-01-21T00:00:00Z,239579.52211402
2026-01-20T00:00:00Z,248473.05250951
2026-01-19T00:00:00Z,212088.37552202
2026-01-18T00:00:00Z,177412.22290206
2026-01-17T00:00:00Z,222985.88203536
2026-01-16T00:00:00Z,316336.21869918
2026-01-15T00:00:00Z,313432.30786835
2026-01-14T00:00:00Z,295092.20058075
2026-01-13T00:00:00Z,273975.14854283
2026-01-12T00:00:00Z,216868.49827218
2026-01-11T00:00:00Z,174290.37938383
2026-01-10T00:00:00Z,184480.32695229
2026-01-09T00:00:00Z,237021.63003745
2026-01-08T00:00:00Z,229167.32349347
2026-01-07T00:00:00Z,238873.74456446
2026-01-06T00:00:00Z,258148.29576644
2026-01-05T00:00:00Z,260111.39406398
2026-01-04T00:00:00Z,218789.08293743
2026-01-03T00:00:00Z,236026.26408777
2026-01-02T00:00:00Z,240458.85335868
2026-01-01T00:00:00Z,196618.88074538
2025-12-31T00:00:00Z,278440.34119397
2025-12-30T00:00:00Z,261576.05467485
2025-12-29T00:00:00Z,241955.54957506
2025-12-28T00:00:00Z,187552.22361145
2025-12-27T00:00:00Z,185426.64526042
2025-12-26T00:00:00Z,208307.80157528
2025-12-25T00:00:00Z,183233.8608009
2025-12-24T00:00:00Z,238875.27792974
2025-12-23T00:00:00Z,224039.17802842
2025-12-22T00:00:00Z,227481.58740391
2025-12-21T00:00:00Z,165907.50915133
2025-12-20T00:00:00Z,193096.82860492
2025-12-19T00:00:00Z,287783.77783715
2025-12-18T00:00:00Z,237734.28132711
2025-12-17T00:00:00Z,244359.0357975
2025-12-16T00:00:00Z,236686.56871304
2025-12-15T00:00:00Z,244604.80151712
2025-12-14T00:00:00Z,172600.60261206
2025-12-13T00:00:00Z,197361.44020575
2025-12-12T00:00:00Z,259573.06507189
2025-12-11T00:00:00Z,240076.84352668
2025-12-10T00:00:00Z,248539.16351933
2025-12-09T00:00:00Z,273125.43952083
2025-12-08T00:00:00Z,237560.18421037
2025-12-07T00:00:00Z,178752.04905168
2025-12-06T00:00:00Z,215533.55459498
2025-12-05T00:00:00Z,324152.86925448
2025-12-04T00:00:00Z,299445.88228601
2025-12-03T00:00:00Z,331148.41537714
2025-12-02T00:00:00Z,346768.70786166
2025-12-01T00:00:00Z,351860.50841856
2025-11-30T00:00:00Z,194549.41524154
2025-11-29T00:00:00Z,202424.92854781
2025-11-28T00:00:00Z,262203.63093883
2025-11-27T00:00:00Z,266669.57002972
2025-11-26T00:00:00Z,255455.04792315
2025-11-25T00:00:00Z,274368.14953744
2025-11-24T00:00:00Z,225478.66885908
2025-11-23T00:00:00Z,200946.18492338
2025-11-22T00:00:00Z,248862.79618377
2025-11-21T00:00:00Z,307269.93088077
2025-11-20T00:00:00Z,285387.76146343
2025-11-19T00:00:00Z,302160.29837013
2025-11-18T00:00:00Z,342036.91589922
2025-11-17T00:00:00Z,420039.62969044
2025-11-16T00:00:00Z,248118.91065697
2025-11-15T00:00:00Z,246063.15651027
2025-11-14T00:00:00Z,331742.57373194
2025-11-13T00:00:00Z,300426.84742002
2025-11-12T00:00:00Z,268868.3239275
2025-11-11T00:00:00Z,281278.98204689
2025-11-10T00:00:00Z,408638.03801587
2025-11-09T00:00:00Z,235957.24716342
2025-11-08T00:00:00Z,266973.60167982
2025-11-07T00:00:00Z,343290.87560442
2025-11-06T00:00:00Z,340773.06783025
2025-11-05T00:00:00Z,429027.71610177
2025-11-04T00:00:00Z,408557.03765361
2025-11-03T00:00:00Z,335611.2305126
2025-11-02T00:00:00Z,230510.6191568
2025-11-01T00:00:00Z,271838.64273642
2025-10-31T00:00:00Z,380918.77275707
2025-10-30T00:00:00Z,311872.88178809
2025-10-29T00:00:00Z,292662.17235326
2025-10-28T00:00:00Z,335723.79826069
2025-10-27T00:00:00Z,324800.67190372
2025-10-26T00:00:00Z,229889.22752364
2025-10-25T00:00:00Z,241844.82899643
2025-10-24T00:00:00Z,321818.84555317
2025-10-23T00:00:00Z,293653.4237715
2025-10-22T00:00:00Z,312858.99622858
2025-10-21T00:00:00Z,324672.50228779
2025-10-20T00:00:00Z,324185.82608025
2025-10-19T00:00:00Z,240767.71794191
2025-10-18T00:00:00Z,273114.98814053
2025-10-17T00:00:00Z,392189.52115245
2025-10-16T00:00:00Z,347730.71508971
2025-10-15T00:00:00Z,331489.84957251
2025-10-14T00:00:00Z,306762.39734674
2025-10-13T00:00:00Z,330116.98974625
2025-10-12T00:00:00Z,274632.37337609
2025-10-11T00:00:00Z,402559.23585704
2025-10-10T00:00:00Z,477287.29066255
2025-10-09T00:00:00Z,462012.04664375
2025-10-08T00:00:00Z,414432.94199147
2025-10-07T00:00:00Z,498418.21815271
2025-10-06T00:00:00Z,550728.24629942
2025-10-05T00:00:00Z,332480.52420321
2025-10-04T00:00:00Z,484609.73997231
2025-10-03T00:00:00Z,623505.28614363
2025-10-02T00:00:00Z,494987.32602625
2025-10-01T00:00:00Z,423231.15181399
2025-09-30T00:00:00Z,358945.8176532
2025-09-29T00:00:00Z,376304.64503903
2025-09-28T00:00:00Z,241256.7636252
2025-09-27T00:00:00Z,280810.59040721
2025-09-26T00:00:00Z,443553.20779736
2025-09-25T00:00:00Z,364219.87327702
2025-09-24T00:00:00Z,325413.15739706
2025-09-23T00:00:00Z,314383.315832
2025-09-22T00:00:00Z,382804.67627447
2025-09-21T00:00:00Z,347171.82291341
2025-09-20T00:00:00Z,380870.30007035
2025-09-19T00:00:00Z,427160.03033011
2025-09-18T00:00:00Z,432508.92153499
2025-09-17T00:00:00Z,523768.64645721
2025-09-16T00:00:00Z,483417.95677934
2025-09-15T00:00:00Z,508025.29307451
2025-09-14T00:00:00Z,362217.7658406
2025-09-13T00:00:00Z,493639.33876139
2025-09-12T00:00:00Z,558606.73630463
2025-09-11T00:00:00Z,452995.11209714
2025-09-10T00:00:00Z,456141.14542223
2025-09-09T00:00:00Z,517075.58018028
2025-09-08T00:00:00Z,446553.06240059
2025-09-07T00:00:00Z,358933.1864839
2025-09-06T00:00:00Z,382652.63827356
2025-09-05T00:00:00Z,651885.19520821
2025-09-04T00:00:00Z,536938.39315785
2025-09-03T00:00:00Z,700933.48088054
2025-09-02T00:00:00Z,548378.45343343
2025-09-01T00:00:00Z,1027356.54876633
2025-08-31T00:00:00Z,324473.01424828
2025-08-30T00:00:00Z,350889.62998247
2025-08-29T00:00:00Z,382823.68997137
2025-08-28T00:00:00Z,371779.60705982
2025-08-27T00:00:00Z,407142.13675417
2025-08-26T00:00:00Z,351467.59417386
2025-08-25T00:00:00Z,318217.36121972
2025-08-24T00:00:00Z,260144.476595
2025-08-23T00:00:00Z,315494.67793926
2025-08-22T00:00:00Z,399302.41100685
2025-08-21T00:00:00Z,349851.75270654
2025-08-20T00:00:00Z,388175.13472145
2025-08-19T00:00:00Z,374142.5714569
2025-08-18T00:00:00Z,393450.75749423
2025-08-17T00:00:00Z,299625.50777314
2025-08-16T00:00:00Z,351725.6666923
2025-08-15T00:00:00Z,424929.95844907
2025-08-14T00:00:00Z,519638.84186797
2025-08-13T00:00:00Z,532979.30984343
2025-08-12T00:00:00Z,506568.33324847
2025-08-11T00:00:00Z,532001.52137642
2025-08-10T00:00:00Z,363869.93460647
2025-08-09T00:00:00Z,524859.83547321
2025-08-08T00:00:00Z,660312.84423646
2025-08-07T00:00:00Z,602360.09826736
2025-08-06T00:00:00Z,674547.05792832
2025-08-05T00:00:00Z,418992.50364397
2025-08-04T00:00:00Z,382681.75108142
2025-08-03T00:00:00Z,334648.7673659
2025-08-02T00:00:00Z,465120.83549531
2025-08-01T00:00:00Z,625189.0505464
2025-07-31T00:00:00Z,468367.03799473
2025-07-30T00:00:00Z,493837.13323909
2025-07-29T00:00:00Z,599380.05249179
2025-07-28T00:00:00Z,498557.41014757
2025-07-27T00:00:00Z,488257.52009522
2025-07-26T00:00:00Z,497848.20377739
2025-07-25T00:00:00Z,616582.93773596
2025-07-24T00:00:00Z,1166625.38945013
2025-07-23T00:00:00Z,496669.80377363
2025-07-22T00:00:00Z,515549.13549246
2025-07-21T00:00:00Z,503688.20687337
2025-07-20T00:00:00Z,373197.96591239
2025-07-19T00:00:00Z,513308.39354664
2025-07-18T00:00:00Z,548234.39632405
2025-07-17T00:00:00Z,751473.23473078
2025-07-16T00:00:00Z,538753.45973738
2025-07-15T00:00:00Z,489698.83843709
2025-07-14T00:00:00Z,693725.12883528
2025-07-13T00:00:00Z,488679.9569986
2025-07-12T00:00:00Z,469991.96839138
2025-07-11T00:00:00Z,648701.38625021
2025-07-10T00:00:00Z,558600.8711265
2025-07-09T00:00:00Z,541198.52749855
2025-07-08T00:00:00Z,493199.27505019
2025-07-07T00:00:00Z,438341.89085645
2025-07-06T00:00:00Z,435071.75115163
2025-07-05T00:00:00Z,332088.7204823
2025-07-04T00:00:00Z,365918.64857638
2025-07-03T00:00:00Z,465434.87700065
2025-07-02T00:00:00Z,483549.32186642
2025-07-01T00:00:00Z,445736.62171928
2025-06-30T00:00:00Z,455289.72284258
2025-06-29T00:00:00Z,307560.71328675
2025-06-28T00:00:00Z,413225.05500579
2025-06-27T00:00:00Z,475828.86338615
2025-06-26T00:00:00Z,814825.66013118
2025-06-25T00:00:00Z,515257.7108282
2025-06-24T00:00:00Z,649529.51789957
2025-06-23T00:00:00Z,500312.20879227
2025-06-22T00:00:00Z,281155.23685606
2025-06-21T00:00:00Z,362491.23938035
2025-06-20T00:00:00Z,550877.32074001
2025-06-19T00:00:00Z,531192.50667993
2025-06-18T00:00:00Z,729618.22586573
2025-06-17T00:00:00Z,661875.18124277
2025-06-16T00:00:00Z,527871.79290246
2025-06-15T00:00:00Z,277084.58224652
2025-06-14T00:00:00Z,321694.84148357
2025-06-13T00:00:00Z,684888.34494722
2025-06-12T00:00:00Z,522371.47266609
2025-06-11T00:00:00Z,521281.80867819
2025-06-10T00:00:00Z,585312.60732342
2025-06-09T00:00:00Z,535778.2686371
2025-06-08T00:00:00Z,334941.20568267
2025-06-07T00:00:00Z,345520.2653819
2025-06-06T00:00:00Z,460063.48040452
2025-06-05T00:00:00Z,506129.78732282
2025-06-04T00:00:00Z,496427.74910836
2025-06-03T00:00:00Z,508516.38581159
2025-06-02T00:00:00Z,499788.64666413
2025-06-01T00:00:00Z,363912.09951929
2025-05-31T00:00:00Z,419745.6673647
2025-05-30T00:00:00Z,622386.91448743
2025-05-29T00:00:00Z,566525.12965106
2025-05-28T00:00:00Z,868196.02644591
2025-05-27T00:00:00Z,622034.44118357
2025-05-26T00:00:00Z,563069.49301714
2025-05-25T00:00:00Z,439032.27843276
2025-05-24T00:00:00Z,567007.29725928
2025-05-23T00:00:00Z,668072.84120079
2025-05-22T00:00:00Z,880829.3048885
2025-05-21T00:00:00Z,846950.36149049
2025-05-20T00:00:00Z,784201.50057108
2025-05-19T00:00:00Z,717805.95954524
2025-05-18T00:00:00Z,617821.6906211
2025-05-17T00:00:00Z,742576.88807344
2025-05-16T00:00:00Z,1269762.64413312
2025-05-15T00:00:00Z,558310.95421532
2025-05-14T00:00:00Z,747403.16441393
2025-05-13T00:00:00Z,648673.08213325
2025-05-12T00:00:00Z,1332861.95403174
2025-05-11T00:00:00Z,357269.5448649
2025-05-10T00:00:00Z,459053.75329991
2025-05-09T00:00:00Z,707493.97348082
2025-05-08T00:00:00Z,655112.3443777
2025-05-07T00:00:00Z,643553.07657136
2025-05-06T00:00:00Z,494390.94191646
2025-05-05T00:00:00Z,482735.97316695
2025-05-04T00:00:00Z,325348.08579516
2025-05-03T00:00:00Z,381936.92560021
2025-05-02T00:00:00Z,541236.24499738
2025-05-01T00:00:00Z,529167.11393717
2025-04-30T00:00:00Z,623128.65875515
2025-04-29T00:00:00Z,585835.75526009
2025-04-28T00:00:00Z,625679.51503622
2025-04-27T00:00:00Z,487739.61159377
2025-04-26T00:00:00Z,416672.30965524
2025-04-25T00:00:00Z,576697.23864083
2025-04-24T00:00:00Z,833990.57284561
2025-04-23T00:00:00Z,1056050.63289916
2025-04-22T00:00:00Z,563308.64335765
2025-04-21T00:00:00Z,572743.76388811
2025-04-20T00:00:00Z,464808.2659072
2025-04-19T00:00:00Z,542994.88858345
2025-04-18T00:00:00Z,447948.06299393
2025-04-17T00:00:00Z,508505.09073246
2025-04-16T00:00:00Z,493236.36668811
2025-04-15T00:00:00Z,484010.72012329
2025-04-14T00:00:00Z,536083.39873432
2025-04-13T00:00:00Z,358648.15050389
2025-04-12T00:00:00Z,455657.29955627
2025-04-11T00:00:00Z,628602.58512016
2025-04-10T00:00:00Z,424077.29051991
2025-04-09T00:00:00Z,439098.94639533
2025-04-08T00:00:00Z,622624.54563224
2025-04-07T00:00:00Z,510919.75504837
2025-04-06T00:00:00Z,354697.56856194
2025-04-05T00:00:00Z,359730.6890836
2025-04-04T00:00:00Z,463435.2586232
2025-04-03T00:00:00Z,478093.16950709
2025-04-02T00:00:00Z,377595.63513018
2025-04-01T00:00:00Z,366224.58245794
2025-03-31T00:00:00Z,405064.02260552
2025-03-30T00:00:00Z,260932.71735002
2025-03-29T00:00:00Z,349314.51973648
2025-03-28T00:00:00Z,519739.46587697
2025-03-27T00:00:00Z,461246.76085349
2025-03-26T00:00:00Z,845323.37653494
2025-03-25T00:00:00Z,1147971.09839571
2025-03-24T00:00:00Z,539821.12515488
2025-03-23T00:00:00Z,506150.38205737
2025-03-22T00:00:00Z,825764.27112888
2025-03-21T00:00:00Z,424598.22472344
2025-03-20T00:00:00Z,465887.61687877
2025-03-19T00:00:00Z,445478.9588658
2025-03-18T00:00:00Z,371720.34026048
2025-03-17T00:00:00Z,391508.80491157
2025-03-16T00:00:00Z,344407.20748087
2025-03-15T00:00:00Z,415705.32723476
2025-03-14T00:00:00Z,453724.21489509
2025-03-13T00:00:00Z,456479.88549515
2025-03-12T00:00:00Z,428547.48308263
2025-03-11T00:00:00Z,490747.26224284
2025-03-10T00:00:00Z,429385.10646854
2025-03-09T00:00:00Z,371481.01153263
2025-03-08T00:00:00Z,375082.19603591
2025-03-07T00:00:00Z,499847.9100805
2025-03-06T00:00:00Z,468413.18103345
2025-03-05T00:00:00Z,429883.70787561
2025-03-04T00:00:00Z,444495.58301028
2025-03-03T00:00:00Z,550090.13336489
2025-03-02T00:00:00Z,490262.77553392
2025-03-01T00:00:00Z,493930.12452321
2025-02-28T00:00:00Z,539109.23540901
2025-02-27T00:00:00Z,715070.23195136
2025-02-26T00:00:00Z,951543.01647748
2025-02-25T00:00:00Z,1016312.2262647
2025-02-24T00:00:00Z,1321066.69057546
2025-02-23T00:00:00Z,1102872.77113537
2025-02-22T00:00:00Z,614896.25203687
2025-02-21T00:00:00Z,552631.31164542
2025-02-20T00:00:00Z,521964.22111333
2025-02-19T00:00:00Z,492239.42201317
2025-02-18T00:00:00Z,448579.71501414
2025-02-17T00:00:00Z,592009.24989164
2025-02-16T00:00:00Z,419372.96208555
2025-02-15T00:00:00Z,370586.58277462
2025-02-14T00:00:00Z,460748.66683611
2025-02-13T00:00:00Z,546544.11849293
2025-02-12T00:00:00Z,446556.5458189
2025-02-11T00:00:00Z,510822.92838667
2025-02-10T00:00:00Z,445540.94203743
2025-02-09T00:00:00Z,337239.30957717
2025-02-08T00:00:00Z,435201.91298023
2025-02-07T00:00:00Z,521093.32287719
2025-02-06T00:00:00Z,517023.22782243
2025-02-05T00:00:00Z,535975.76393597
2025-02-04T00:00:00Z,502308.57093369
2025-02-03T00:00:00Z,592270.06704943
2025-02-02T00:00:00Z,451988.3232945
2025-02-01T00:00:00Z,486966.67834157
2025-01-31T00:00:00Z,513804.7718653
2025-01-30T00:00:00Z,522737.15637656
2025-01-29T00:00:00Z,494588.46702752
2025-01-28T00:00:00Z,483567.81214332
2025-01-27T00:00:00Z,616682.79047407
2025-01-26T00:00:00Z,439997.24728728
2025-01-25T00:00:00Z,569122.8191913
2025-01-24T00:00:00Z,680015.6491838
2025-01-23T00:00:00Z,702748.13720364
2025-01-22T00:00:00Z,803931.85726896
2025-01-21T00:00:00Z,1061666.13682717
2025-01-20T00:00:00Z,1297312.52653714
2025-01-19T00:00:00Z,678486.67879032
2025-01-18T00:00:00Z,641047.80444241
2025-01-17T00:00:00Z,925443.23706998
2025-01-16T00:00:00Z,731337.71527422
2025-01-15T00:00:00Z,739960.76105123
2025-01-14T00:00:00Z,627920.69809251
2025-01-13T00:00:00Z,721650.13277521
2025-01-12T00:00:00Z,462766.14513987
2025-01-11T00:00:00Z,514460.60872518
2025-01-10T00:00:00Z,650369.03594106
2025-01-09T00:00:00Z,682466.14548651
2025-01-08T00:00:00Z,722417.17572454
2025-01-07T00:00:00Z,724043.14247562
2025-01-06T00:00:00Z,666017.29631121
2025-01-05T00:00:00Z,579327.5266829
2025-01-04T00:00:00Z,581234.74116977
2025-01-03T00:00:00Z,597010.82277851
2025-01-02T00:00:00Z,535288.89019522
2025-01-01T00:00:00Z,447143.70850506
2024-12-31T00:00:00Z,555364.36306917
2024-12-30T00:00:00Z,660541.23713313
2024-12-29T00:00:00Z,611243.85192252
2024-12-28T00:00:00Z,536029.50244728
2024-12-27T00:00:00Z,659019.196825
2024-12-26T00:00:00Z,747636.72249041
2024-12-25T00:00:00Z,757149.63818183
2024-12-24T00:00:00Z,917389.10813336
2024-12-23T00:00:00Z,1025915.96949933
2024-12-22T00:00:00Z,797793.47409132
2024-12-21T00:00:00Z,1045774.47376816
2024-12-20T00:00:00Z,1463578.27594997
2024-12-19T00:00:00Z,2276818.25753456
2024-12-18T00:00:00Z,1363687.41831508
2024-12-17T00:00:00Z,1359952.02691314
2024-12-16T00:00:00Z,1297702.564877
2024-12-15T00:00:00Z,980764.67567172
2024-12-14T00:00:00Z,1217698.48642539
2024-12-13T00:00:00Z,1451262.85809333
2024-12-12T00:00:00Z,1985316.09039468
2024-12-11T00:00:00Z,1878446.40607255
2024-12-10T00:00:00Z,1535849.33329554
2024-12-09T00:00:00Z,1574150.77118328
2024-12-08T00:00:00Z,1519687.63367211
2024-12-07T00:00:00Z,1901341.09453699
2024-12-06T00:00:00Z,1407632.74190644
2024-12-05T00:00:00Z,1443068.35069119
2024-12-04T00:00:00Z,1143978.10519283
2024-12-03T00:00:00Z,1478256.70468255
2024-12-02T00:00:00Z,1845757.92369748
2024-12-01T00:00:00Z,1962531.67690987
2024-11-30T00:00:00Z,979219.86969145
2024-11-29T00:00:00Z,1265787.16238862
2024-11-28T00:00:00Z,1311943.5242328
2024-11-27T00:00:00Z,946271.54182158
2024-11-26T00:00:00Z,1596765.71402711
2024-11-25T00:00:00Z,1108011.74824424
2024-11-24T00:00:00Z,914659.22111677
2024-11-23T00:00:00Z,1357199.95166885
2024-11-22T00:00:00Z,1859777.93325497
2024-11-21T00:00:00Z,2215053.51744293
2024-11-20T00:00:00Z,1982520.06366281
2024-11-19T00:00:00Z,2250343.86249712
2024-11-18T00:00:00Z,1594621.89302946
2024-11-17T00:00:00Z,855364.52691437
2024-11-16T00:00:00Z,1662377.64492402
2024-11-15T00:00:00Z,3708042.05040273
2024-11-14T00:00:00Z,2215751.72653284
2024-11-13T00:00:00Z,2053439.11382747
2024-11-12T00:00:00Z,1757046.19432838
2024-11-11T00:00:00Z,1286167.70421992
2024-11-10T00:00:00Z,855289.3497863
2024-11-09T00:00:00Z,1009020.12457626
2024-11-08T00:00:00Z,606366.3195078
2024-11-07T00:00:00Z,501215.5272591
2024-11-06T00:00:00Z,614865.9412866
2024-11-05T00:00:00Z,448707.35417511
2024-11-04T00:00:00Z,430558.77225052
2024-11-03T00:00:00Z,366484.25913336
2024-11-02T00:00:00Z,494557.12480043
2024-11-01T00:00:00Z,579046.6270068
2024-10-31T00:00:00Z,4749355.79315931
2024-10-30T00:00:00Z,677294.38135895
2024-10-29T00:00:00Z,821790.11680179
2024-10-28T00:00:00Z,522158.95498189
2024-10-27T00:00:00Z,555914.63634552
2024-10-26T00:00:00Z,705748.46216411
2024-10-25T00:00:00Z,2485272.7109989
2024-10-24T00:00:00Z,3223701.84710651
2024-10-23T00:00:00Z,1588393.6646179
2024-10-22T00:00:00Z,1729866.03171661
2024-10-21T00:00:00Z,1191727.65384025
2024-10-20T00:00:00Z,927105.47545764
2024-10-19T00:00:00Z,1065470.13355732
2024-10-18T00:00:00Z,1711448.35596027
2024-10-17T00:00:00Z,4138543.69931004
2024-10-16T00:00:00Z,3443436.55332488
2024-10-15T00:00:00Z,1710522.76103681
2024-10-14T00:00:00Z,1670980.03713697
2024-10-13T00:00:00Z,1550479.32317115
2024-10-12T00:00:00Z,2820624.60202698
2024-10-11T00:00:00Z,2772993.71030644
2024-10-10T00:00:00Z,1527761.06490519
2024-10-09T00:00:00Z,941623.10439479
2024-10-08T00:00:00Z,1048270.2899948
2024-10-07T00:00:00Z,803092.23511327
2024-10-06T00:00:00Z,608104.66876733
2024-10-05T00:00:00Z,750173.93856673
2024-10-04T00:00:00Z,441142.98899446
2024-10-03T00:00:00Z,464029.12744738
2024-10-02T00:00:00Z,420634.18646904
2024-10-01T00:00:00Z,495758.03841076
2024-09-30T00:00:00Z,468810.71257057
2024-09-29T00:00:00Z,495087.78177085
2024-09-28T00:00:00Z,661649.57000741
2024-09-27T00:00:00Z,727019.88488262
2024-09-26T00:00:00Z,550639.90421326
2024-09-25T00:00:00Z,423653.02933145
2024-09-24T00:00:00Z,443013.54255851
2024-09-23T00:00:00Z,491117.29877251
2024-09-22T00:00:00Z,333116.14998447
2024-09-21T00:00:00Z,383490.66592384
2024-09-20T00:00:00Z,601230.19533473
2024-09-19T00:00:00Z,624576.15751717
2024-09-18T00:00:00Z,422048.75497587
2024-09-17T00:00:00Z,491126.84885124
2024-09-16T00:00:00Z,377987.63271778
2024-09-15T00:00:00Z,379709.41040387
2024-09-14T00:00:00Z,396190.75723212
2024-09-13T00:00:00Z,441276.34601882
2024-09-12T00:00:00Z,483371.28808518
2024-09-11T00:00:00Z,378100.46676701
2024-09-10T00:00:00Z,397633.08232525
2024-09-09T00:00:00Z,384775.93637549
2024-09-08T00:00:00Z,343811.67015247
2024-09-07T00:00:00Z,355440.58224695
2024-09-06T00:00:00Z,420749.73584377
2024-09-05T00:00:00Z,609062.67806585
2024-09-04T00:00:00Z,445040.26563992
2024-09-03T00:00:00Z,495645.66600463
2024-09-02T00:00:00Z,443429.63424991
2024-09-01T00:00:00Z,376110.11557927
2024-08-31T00:00:00Z,373752.02639634
2024-08-30T00:00:00Z,473363.6785578
2024-08-29T00:00:00Z,489636.54590453
2024-08-28T00:00:00Z,457271.68730088
2024-08-27T00:00:00Z,483666.97049836
2024-08-26T00:00:00Z,541184.52769084
2024-08-25T00:00:00Z,450739.68842952
2024-08-24T00:00:00Z,480978.89997747
2024-08-23T00:00:00Z,606953.86592736
2024-08-22T00:00:00Z,6089136.61748148
2024-08-21T00:00:00Z,507978.58600152
2024-08-20T00:00:00Z,599852.95876411
2024-08-19T00:00:00Z,520878.55111873
2024-08-18T00:00:00Z,430906.28718003
2024-08-17T00:00:00Z,429378.61679636
2024-08-16T00:00:00Z,519888.25370452
2024-08-15T00:00:00Z,503899.83668662
2024-08-14T00:00:00Z,479488.75096554
2024-08-13T00:00:00Z,481184.5062946
2024-08-12T00:00:00Z,489335.25048773
2024-08-11T00:00:00Z,397821.39874495
2024-08-10T00:00:00Z,410368.51576869
2024-08-09T00:00:00Z,522530.67045272
2024-08-08T00:00:00Z,525895.6411941
2024-08-07T00:00:00Z,442429.82526709
2024-08-06T00:00:00Z,458484.96442224
2024-08-05T00:00:00Z,491902.95665654
2024-08-04T00:00:00Z,436999.86649908
2024-08-03T00:00:00Z,504374.4214217
2024-08-02T00:00:00Z,559623.55459097
2024-08-01T00:00:00Z,604242.35123865
2024-07-31T00:00:00Z,701117.41798296
2024-07-30T00:00:00Z,644673.77046215
2024-07-29T00:00:00Z,745150.11218361
2024-07-28T00:00:00Z,553372.15026141
2024-07-27T00:00:00Z,698063.27023572
2024-07-26T00:00:00Z,698004.72163646
2024-07-25T00:00:00Z,690047.7274241
2024-07-24T00:00:00Z,676619.07662802
2024-07-23T00:00:00Z,747603.8245976
2024-07-22T00:00:00Z,926640.58994825
2024-07-21T00:00:00Z,662687.54300601
2024-07-20T00:00:00Z,679837.38074402
2024-07-19T00:00:00Z,792503.83072486
2024-07-18T00:00:00Z,646277.81091133
