Datetime,Fund Volume
2026-01-19T00:00:00Z,59631
2026-01-16T00:00:00Z,66548629
2026-01-15T00:00:00Z,71877949
2026-01-14T00:00:00Z,112316879
2026-01-13T00:00:00Z,89237146
2026-01-12T00:00:00Z,60469040
2026-01-09T00:00:00Z,56676830
2026-01-08T00:00:00Z,58217956
2026-01-07T00:00:00Z,62631436
2026-01-06T00:00:00Z,81204746
2026-01-05T00:00:00Z,109347095
2026-01-02T00:00:00Z,106045307
2025-12-31T00:00:00Z,55154107
2025-12-30T00:00:00Z,69195348
2025-12-29T00:00:00Z,44121574
2025-12-26T00:00:00Z,57175093
2025-12-24T00:00:00Z,31687652
2025-12-23T00:00:00Z,62224205
2025-12-22T00:00:00Z,70037304
2025-12-19T00:00:00Z,83920545
2025-12-18T00:00:00Z,103441965
2025-12-17T00:00:00Z,116450818
2025-12-16T00:00:00Z,87138932
2025-12-15T00:00:00Z,107273709
2025-12-12T00:00:00Z,66803044
2025-12-11T00:00:00Z,72507233
2025-12-10T00:00:00Z,74171238
2025-12-09T00:00:00Z,78354802
2025-12-08T00:00:00Z,59649156
2025-12-05T00:00:00Z,78725931
2025-12-04T00:00:00Z,57943936
2025-12-03T00:00:00Z,72961993
2025-12-02T00:00:00Z,99503116
2025-12-01T00:00:00Z,119244636
2025-11-28T00:00:00Z,42141352
2025-11-27T00:00:00Z,57327
2025-11-26T00:00:00Z,86818711
2025-11-25T00:00:00Z,96479282
2025-11-24T00:00:00Z,105981594
2025-11-21T00:00:00Z,226217998
2025-11-20T00:00:00Z,168880187
2025-11-19T00:00:00Z,129888486
2025-11-18T00:00:00Z,107871544
2025-11-17T00:00:00Z,143797718
2025-11-14T00:00:00Z,125750492
2025-11-13T00:00:00Z,110048779
2025-11-12T00:00:00Z,61679306
2025-11-11T00:00:00Z,43847535
2025-11-10T00:00:00Z,67477595
2025-11-07T00:00:00Z,84765033
2025-11-06T00:00:00Z,78763000
2025-11-05T00:00:00Z,68186106
2025-11-04T00:00:00Z,148262678
2025-11-03T00:00:00Z,74125519
2025-10-31T00:00:00Z,43193436
2025-10-30T00:00:00Z,84104709
2025-10-29T00:00:00Z,109028575
2025-10-28T00:00:00Z,62109069
2025-10-27T00:00:00Z,60733573
2025-10-24T00:00:00Z,52327293
2025-10-23T00:00:00Z,57226794
2025-10-22T00:00:00Z,101989055
2025-10-21T00:00:00Z,112296188
2025-10-20T00:00:00Z,74253077
2025-10-17T00:00:00Z,133624688
2025-10-16T00:00:00Z,125799360
2025-10-15T00:00:00Z,69336418
2025-10-14T00:00:00Z,104398622
2025-10-13T00:00:00Z,100124990
2025-10-10T00:00:00Z,127653801
2025-10-09T00:00:00Z,75010536
2025-10-08T00:00:00Z,70711875
2025-10-07T00:00:00Z,108893435
2025-10-06T00:00:00Z,87409651
2025-10-03T00:00:00Z,105010925
2025-10-02T00:00:00Z,78255601
2025-10-01T00:00:00Z,72956527
2025-09-30T00:00:00Z,49251499
2025-09-29T00:00:00Z,70332407
2025-09-26T00:00:00Z,61594307
2025-09-25T00:00:00Z,86063785
2025-09-24T00:00:00Z,38628022
2025-09-23T00:00:00Z,48196544
2025-09-22T00:00:00Z,52188676
2025-09-19T00:00:00Z,43117518
2025-09-18T00:00:00Z,50140824
2025-09-17T00:00:00Z,61847552
2025-09-16T00:00:00Z,43241196
2025-09-15T00:00:00Z,44891363
2025-09-12T00:00:00Z,51874366
2025-09-11T00:00:00Z,42342736
2025-09-10T00:00:00Z,58808154
2025-09-09T00:00:00Z,46632425
2025-09-08T00:00:00Z,46294576
2025-09-05T00:00:00Z,59552024
2025-09-04T00:00:00Z,41709602
2025-09-03T00:00:00Z,42889767
2025-09-02T00:00:00Z,60850255
2025-09-01T00:00:00Z,33520
2025-08-29T00:00:00Z,68575600
2025-08-28T00:00:00Z,38728717
2025-08-27T00:00:00Z,41505017
2025-08-26T00:00:00Z,53215724
2025-08-25T00:00:00Z,66766731
2025-08-22T00:00:00Z,84722886
2025-08-21T00:00:00Z,42938961
2025-08-20T00:00:00Z,50918073
2025-08-19T00:00:00Z,70794831
2025-08-18T00:00:00Z,40861850
2025-08-15T00:00:00Z,48195881
2025-08-14T00:00:00Z,89447003
2025-08-13T00:00:00Z,67682862
2025-08-12T00:00:00Z,43914543
2025-08-11T00:00:00Z,51583645
2025-08-08T00:00:00Z,38449211
2025-08-07T00:00:00Z,51972339
2025-08-06T00:00:00Z,35360321
2025-08-05T00:00:00Z,40076468
2025-08-04T00:00:00Z,36813718
2025-08-01T00:00:00Z,90988401
2025-07-31T00:00:00Z,50560493
2025-07-30T00:00:00Z,51116693
2025-07-29T00:00:00Z,48910953
2025-07-28T00:00:00Z,48460692
2025-07-25T00:00:00Z,65159702
2025-07-24T00:00:00Z,43720304
2025-07-23T00:00:00Z,44372762
2025-07-22T00:00:00Z,57146431
2025-07-21T00:00:00Z,60006086
2025-07-18T00:00:00Z,65976816
2025-07-17T00:00:00Z,52469433
2025-07-16T00:00:00Z,71890923
2025-07-15T00:00:00Z,96483291
2025-07-14T00:00:00Z,83637162
2025-07-11T00:00:00Z,94925030
2025-07-10T00:00:00Z,91422139
2025-07-09T00:00:00Z,64636546
2025-07-08T00:00:00Z,35987082
2025-07-07T00:00:00Z,45586178
2025-07-04T00:00:00Z,24640
2025-07-03T00:00:00Z,39889958
2025-07-02T00:00:00Z,81596005
2025-07-01T00:00:00Z,44989417
2025-06-30T00:00:00Z,42081222
2025-06-27T00:00:00Z,43181243
2025-06-26T00:00:00Z,34620878
2025-06-25T00:00:00Z,50363001
2025-06-24T00:00:00Z,48022745
2025-06-23T00:00:00Z,69126718
2025-06-20T00:00:00Z,44973726
2025-06-19T00:00:00Z,39066
2025-06-18T00:00:00Z,48564944
2025-06-17T00:00:00Z,66693719
2025-06-16T00:00:00Z,49031815
2025-06-13T00:00:00Z,45893263
2025-06-12T00:00:00Z,43785146
2025-06-11T00:00:00Z,36115233
2025-06-10T00:00:00Z,40055751
2025-06-09T00:00:00Z,52842936
2025-06-06T00:00:00Z,42034625
2025-06-05T00:00:00Z,70605055
2025-06-04T00:00:00Z,37572224
2025-06-03T00:00:00Z,44791650
2025-06-02T00:00:00Z,36917863
2025-05-30T00:00:00Z,53661475
2025-05-29T00:00:00Z,74044802
2025-05-28T00:00:00Z,52628116
2025-05-27T00:00:00Z,58621128
2025-05-26T00:00:00Z,28619
2025-05-23T00:00:00Z,72750771
2025-05-22T00:00:00Z,80277144
2025-05-21T00:00:00Z,116354962
2025-05-20T00:00:00Z,55701778
2025-05-19T00:00:00Z,58204974
2025-05-16T00:00:00Z,42955440
2025-05-15T00:00:00Z,41658363
2025-05-14T00:00:00Z,45005861
2025-05-13T00:00:00Z,47521847
2025-05-12T00:00:00Z,55275755
2025-05-09T00:00:00Z,43689896
2025-05-08T00:00:00Z,65249135
2025-05-07T00:00:00Z,36030791
2025-05-06T00:00:00Z,25987259
2025-05-05T00:00:00Z,31839743
2025-05-02T00:00:00Z,50042024
2025-05-01T00:00:00Z,61421721
2025-04-30T00:00:00Z,42151007
2025-04-29T00:00:00Z,34980994
2025-04-28T00:00:00Z,42301624
2025-04-25T00:00:00Z,58393523
2025-04-24T00:00:00Z,35256596
2025-04-23T00:00:00Z,73310359
2025-04-22T00:00:00Z,101293233
2025-04-21T00:00:00Z,71810543
2025-04-17T00:00:00Z,29027178
2025-04-16T00:00:00Z,35250315
2025-04-15T00:00:00Z,30866791
2025-04-14T00:00:00Z,42021582
2025-04-11T00:00:00Z,68012776
2025-04-10T00:00:00Z,60691923
2025-04-09T00:00:00Z,107708498
2025-04-08T00:00:00Z,63226673
2025-04-07T00:00:00Z,137819812
2025-04-04T00:00:00Z,87339032
2025-04-03T00:00:00Z,51977568
2025-04-02T00:00:00Z,44574452
2025-04-01T00:00:00Z,40417618
2025-03-31T00:00:00Z,30955439
2025-03-28T00:00:00Z,44161233
2025-03-27T00:00:00Z,38807561
2025-03-26T00:00:00Z,35293771
2025-03-25T00:00:00Z,26018099
2025-03-24T00:00:00Z,35919482
2025-03-21T00:00:00Z,22232638
2025-03-20T00:00:00Z,36057324
2025-03-19T00:00:00Z,47453654
2025-03-18T00:00:00Z,42344579
2025-03-17T00:00:00Z,36694101
2025-03-14T00:00:00Z,54752647
2025-03-13T00:00:00Z,50302492
2025-03-12T00:00:00Z,40000895
2025-03-11T00:00:00Z,62871625
2025-03-10T00:00:00Z,104482220
2025-03-07T00:00:00Z,73639479
2025-03-06T00:00:00Z,58527906
2025-03-05T00:00:00Z,61475410
2025-03-04T00:00:00Z,87803123
2025-03-03T00:00:00Z,111679839
2025-02-28T00:00:00Z,77500671
2025-02-27T00:00:00Z,60436499
2025-02-26T00:00:00Z,112102124
2025-02-25T00:00:00Z,145555732
2025-02-24T00:00:00Z,50413099
2025-02-21T00:00:00Z,66265975
2025-02-20T00:00:00Z,32562618
2025-02-19T00:00:00Z,35499965
2025-02-18T00:00:00Z,49622336
2025-02-17T00:00:00Z,76169
2025-02-14T00:00:00Z,36794286
2025-02-13T00:00:00Z,29273394
2025-02-12T00:00:00Z,43298256
2025-02-11T00:00:00Z,35383475
2025-02-10T00:00:00Z,29609141
2025-02-07T00:00:00Z,52511013
2025-02-06T00:00:00Z,39601829
2025-02-05T00:00:00Z,32660157
2025-02-04T00:00:00Z,61109550
2025-02-03T00:00:00Z,95637865
2025-01-31T00:00:00Z,53495327
2025-01-30T00:00:00Z,44458030
2025-01-29T00:00:00Z,47096982
2025-01-28T00:00:00Z,38666405
2025-01-27T00:00:00Z,77501409
2025-01-24T00:00:00Z,56277371
2025-01-23T00:00:00Z,148511804
2025-01-22T00:00:00Z,45195940
2025-01-21T00:00:00Z,73836997
2025-01-20T00:00:00Z,404628
2025-01-17T00:00:00Z,80977191
2025-01-16T00:00:00Z,39786103
2025-01-15T00:00:00Z,51672815
2025-01-14T00:00:00Z,37805539
2025-01-13T00:00:00Z,56071827
2025-01-10T00:00:00Z,56338317
2025-01-09T00:00:00Z,72331
2025-01-08T00:00:00Z,58152385
2025-01-07T00:00:00Z,76067928
2025-01-06T00:00:00Z,63379533
2025-01-03T00:00:00Z,42514604
2025-01-02T00:00:00Z,53952735
2024-12-31T00:00:00Z,38365938
2024-12-30T00:00:00Z,52640958
2024-12-27T00:00:00Z,50117563
2024-12-26T00:00:00Z,35599298
2024-12-24T00:00:00Z,34701895
2024-12-23T00:00:00Z,58487690
2024-12-20T00:00:00Z,68648330
2024-12-19T00:00:00Z,102442323
2024-12-18T00:00:00Z,91503931
2024-12-17T00:00:00Z,66779922
2024-12-16T00:00:00Z,81887548
2024-12-13T00:00:00Z,47375791
2024-12-12T00:00:00Z,50349674
2024-12-11T00:00:00Z,63809193
2024-12-10T00:00:00Z,62807588
2024-12-09T00:00:00Z,71066945
2024-12-06T00:00:00Z,64711052
2024-12-05T00:00:00Z,109879692
2024-12-04T00:00:00Z,75941576
2024-12-03T00:00:00Z,49316109
2024-12-02T00:00:00Z,65983687
2024-11-29T00:00:00Z,41174921
2024-11-28T00:00:00Z,82193
2024-11-27T00:00:00Z,77476962
2024-11-26T00:00:00Z,85096209
2024-11-25T00:00:00Z,92763396
2024-11-22T00:00:00Z,87049053
2024-11-21T00:00:00Z,116115595
2024-11-20T00:00:00Z,84755460
2024-11-19T00:00:00Z,113887320
2024-11-18T00:00:00Z,98568552
2024-11-15T00:00:00Z,82545542
2024-11-14T00:00:00Z,104920596
2024-11-13T00:00:00Z,162695072
2024-11-12T00:00:00Z,129958472
2024-11-11T00:00:00Z,158685979
2024-11-08T00:00:00Z,69239469
2024-11-07T00:00:00Z,68221819
2024-11-06T00:00:00Z,140421052
2024-11-05T00:00:00Z,60338937
2024-11-04T00:00:00Z,61350657
2024-11-01T00:00:00Z,80185696
2024-10-31T00:00:00Z,78946082
2024-10-30T00:00:00Z,48060516
2024-10-29T00:00:00Z,116288548
2024-10-28T00:00:00Z,80711368
2024-10-25T00:00:00Z,79684993
2024-10-24T00:00:00Z,39293894
2024-10-23T00:00:00Z,41969184
2024-10-22T00:00:00Z,38170317
2024-10-21T00:00:00Z,49017262
2024-10-18T00:00:00Z,57828924
2024-10-17T00:00:00Z,40891807
2024-10-16T00:00:00Z,43853261
2024-10-15T00:00:00Z,83325592
2024-10-14T00:00:00Z,70956451
2024-10-11T00:00:00Z,56237495
2024-10-10T00:00:00Z,41192129
2024-10-09T00:00:00Z,29882574
2024-10-08T00:00:00Z,39381472
2024-10-07T00:00:00Z,33945670
2024-10-04T00:00:00Z,34504866
2024-10-03T00:00:00Z,32900071
2024-10-02T00:00:00Z,50086441
2024-10-01T00:00:00Z,68536436
2024-09-30T00:00:00Z,38610397
2024-09-27T00:00:00Z,48545824
2024-09-26T00:00:00Z,64991911
2024-09-25T00:00:00Z,22952294
2024-09-24T00:00:00Z,32326496
2024-09-23T00:00:00Z,28255060
2024-09-20T00:00:00Z,33211837
2024-09-19T00:00:00Z,41486595
2024-09-18T00:00:00Z,47130955
2024-09-17T00:00:00Z,64046484
2024-09-16T00:00:00Z,34144683
2024-09-13T00:00:00Z,54117564
2024-09-12T00:00:00Z,28360243
2024-09-11T00:00:00Z,40201852
2024-09-10T00:00:00Z,24501383
2024-09-09T00:00:00Z,48852088
2024-09-06T00:00:00Z,74880198
2024-09-05T00:00:00Z,44883143
2024-09-04T00:00:00Z,41026570
2024-09-03T00:00:00Z,44976912
2024-09-02T00:00:00Z,82352
2024-08-30T00:00:00Z,46556028
2024-08-29T00:00:00Z,46605003
2024-08-28T00:00:00Z,67606652
2024-08-27T00:00:00Z,33772248
2024-08-26T00:00:00Z,34520382
2024-08-23T00:00:00Z,87692430
2024-08-22T00:00:00Z,27886756
2024-08-21T00:00:00Z,41586359
2024-08-20T00:00:00Z,37866118
2024-08-19T00:00:00Z,22992000
2024-08-16T00:00:00Z,40123371
2024-08-15T00:00:00Z,51612363
2024-08-14T00:00:00Z,36927888
2024-08-13T00:00:00Z,34827475
2024-08-12T00:00:00Z,36450030
2024-08-09T00:00:00Z,36947122
2024-08-08T00:00:00Z,55407802
2024-08-07T00:00:00Z,51091378
2024-08-06T00:00:00Z,66575266
2024-08-05T00:00:00Z,165006061
2024-08-02T00:00:00Z,64581524
2024-08-01T00:00:00Z,105232712
2024-07-31T00:00:00Z,35177259
2024-07-30T00:00:00Z,31465532
2024-07-29T00:00:00Z,59781484
2024-07-26T00:00:00Z,45619799
2024-07-25T00:00:00Z,34840192
2024-07-24T00:00:00Z,33962113
2024-07-23T00:00:00Z,53756424
2024-07-22T00:00:00Z,35717076
2024-07-19T00:00:00Z,70580225
2024-07-18T00:00:00Z,33683697
2024-07-17T00:00:00Z,43276550
2024-07-16T00:00:00Z,41024430
2024-07-15T00:00:00Z,52838179
2024-07-12T00:00:00Z,29062789
2024-07-11T00:00:00Z,33757705
2024-07-10T00:00:00Z,32873581
2024-07-09T00:00:00Z,30244556
2024-07-08T00:00:00Z,50895498
2024-07-05T00:00:00Z,74692974
2024-07-04T00:00:00Z,276297
2024-07-03T00:00:00Z,19733984
2024-07-02T00:00:00Z,23401548
2024-07-01T00:00:00Z,31594954
2024-06-28T00:00:00Z,31276837
2024-06-27T00:00:00Z,22283110
2024-06-26T00:00:00Z,21553423
2024-06-25T00:00:00Z,53029267
2024-06-24T00:00:00Z,71871305
2024-06-21T00:00:00Z,31087740
2024-06-20T00:00:00Z,26116083
2024-06-19T00:00:00Z,48438
2024-06-18T00:00:00Z,38711478
2024-06-17T00:00:00Z,27732199
2024-06-14T00:00:00Z,38501298
2024-06-13T00:00:00Z,39604663
2024-06-12T00:00:00Z,45558590
2024-06-11T00:00:00Z,44424198
2024-06-10T00:00:00Z,23548789
2024-06-07T00:00:00Z,54502191
2024-06-06T00:00:00Z,30055805
2024-06-05T00:00:00Z,44397307
2024-06-04T00:00:00Z,53034156
2024-06-03T00:00:00Z,39719549
2024-05-31T00:00:00Z,37314171
2024-05-30T00:00:00Z,41460801
2024-05-29T00:00:00Z,24580483
2024-05-28T00:00:00Z,34260979
2024-05-27T00:00:00Z,88647
2024-05-24T00:00:00Z,34493517
2024-05-23T00:00:00Z,37082265
2024-05-22T00:00:00Z,32965222
2024-05-21T00:00:00Z,45568617
2024-05-20T00:00:00Z,51442448
2024-05-17T00:00:00Z,39826412
2024-05-16T00:00:00Z,34175235
2024-05-15T00:00:00Z,68054624
2024-05-14T00:00:00Z,23306411
2024-05-13T00:00:00Z,29234277
2024-05-10T00:00:00Z,49832676
2024-05-09T00:00:00Z,30742816
2024-05-08T00:00:00Z,23254785
2024-05-07T00:00:00Z,25783029
2024-05-06T00:00:00Z,42536605
2024-05-03T00:00:00Z,44564721
2024-05-02T00:00:00Z,44204572
2024-05-01T00:00:00Z,76689583
2024-04-30T00:00:00Z,70312487
2024-04-29T00:00:00Z,33125648
2024-04-26T00:00:00Z,35872223
2024-04-25T00:00:00Z,43566339
2024-04-24T00:00:00Z,57891167
2024-04-23T00:00:00Z,28434545
2024-04-22T00:00:00Z,48214923
2024-04-19T00:00:00Z,54640619
2024-04-18T00:00:00Z,59551170
2024-04-17T00:00:00Z,84915369
2024-04-16T00:00:00Z,57504155
2024-04-15T00:00:00Z,77364558
2024-04-12T00:00:00Z,99529862
2024-04-11T00:00:00Z,51060179
2024-04-10T00:00:00Z,63095060
2024-04-09T00:00:00Z,60829684
2024-04-08T00:00:00Z,65495694
2024-04-05T00:00:00Z,51123711
2024-04-04T00:00:00Z,73537781
2024-04-03T00:00:00Z,51018369
2024-04-02T00:00:00Z,62188254
2024-04-01T00:00:00Z,60433847
2024-03-28T00:00:00Z,76216323
2024-03-27T00:00:00Z,77091166
2024-03-26T00:00:00Z,73868688
2024-03-25T00:00:00Z,120744824
2024-03-22T00:00:00Z,71196272
2024-03-21T00:00:00Z,89112324
2024-03-20T00:00:00Z,123690936
2024-03-19T00:00:00Z,121112896
2024-03-18T00:00:00Z,79645730
2024-03-15T00:00:00Z,119733150
2024-03-14T00:00:00Z,165618536
2024-03-13T00:00:00Z,95092660
2024-03-12T00:00:00Z,173528442
2024-03-11T00:00:00Z,134224618
2024-03-08T00:00:00Z,159124258
2024-03-07T00:00:00Z,91516678
2024-03-06T00:00:00Z,90416810
2024-03-05T00:00:00Z,219018693
2024-03-04T00:00:00Z,116455637
2024-03-01T00:00:00Z,73646730
2024-02-29T00:00:00Z,107008300
2024-02-28T00:00:00Z,179814295
2024-02-27T00:00:00Z,77298550
2024-02-26T00:00:00Z,83981606
2024-02-23T00:00:00Z,27560511
2024-02-22T00:00:00Z,31506106
2024-02-21T00:00:00Z,39275225
2024-02-20T00:00:00Z,62908120
2024-02-19T00:00:00Z,126864
2024-02-16T00:00:00Z,38446319
2024-02-15T00:00:00Z,54088985
2024-02-14T00:00:00Z,57733632
2024-02-13T00:00:00Z,45514511
2024-02-12T00:00:00Z,61644247
2024-02-09T00:00:00Z,49898212
2024-02-08T00:00:00Z,39168817
2024-02-07T00:00:00Z,33314885
2024-02-06T00:00:00Z,21509749
2024-02-05T00:00:00Z,20001839
2024-02-02T00:00:00Z,31548256
2024-02-01T00:00:00Z,29271036
2024-01-31T00:00:00Z,36685013
2024-01-30T00:00:00Z,38976722
2024-01-29T00:00:00Z,48953608
2024-01-26T00:00:00Z,54557743
2024-01-25T00:00:00Z,32594699
2024-01-24T00:00:00Z,41461217
2024-01-23T00:00:00Z,51690657
2024-01-22T00:00:00Z,66002856
2024-01-19T00:00:00Z,74625476
2024-01-18T00:00:00Z,63821795
2024-01-17T00:00:00Z,49850214
2024-01-16T00:00:00Z,56321903
2024-01-15T00:00:00Z,250990
2024-01-12T00:00:00Z,92774000
2024-01-11T00:00:00Z,128210396
2024-01-10T00:00:00Z,16473493
2024-01-09T00:00:00Z,10220040
2024-01-08T00:00:00Z,6051518
2024-01-05T00:00:00Z,5610434
2024-01-04T00:00:00Z,6872342
2024-01-03T00:00:00Z,6911015
2024-01-02T00:00:00Z,10090200
2023-12-29T00:00:00Z,6767782
2023-12-28T00:00:00Z,8435996
2023-12-27T00:00:00Z,7807772
2023-12-26T00:00:00Z,5078780
2023-12-22T00:00:00Z,4398126
2023-12-21T00:00:00Z,3558503
2023-12-20T00:00:00Z,5872296
2023-12-19T00:00:00Z,4393392
2023-12-18T00:00:00Z,5397732
2023-12-15T00:00:00Z,4558515
2023-12-14T00:00:00Z,5659814
2023-12-13T00:00:00Z,6444118
2023-12-12T00:00:00Z,4681194
2023-12-11T00:00:00Z,7928256
2023-12-08T00:00:00Z,4031501
2023-12-07T00:00:00Z,6263719
2023-12-06T00:00:00Z,6420473
2023-12-05T00:00:00Z,9003554
2023-12-04T00:00:00Z,7775276
2023-12-01T00:00:00Z,5807896
2023-11-30T00:00:00Z,4018353
2023-11-29T00:00:00Z,4594114
2023-11-28T00:00:00Z,4246975
2023-11-27T00:00:00Z,4239638
2023-11-24T00:00:00Z,4309122
2023-11-23T00:00:00Z,234174
2023-11-22T00:00:00Z,3661373
2023-11-21T00:00:00Z,5186230
2023-11-20T00:00:00Z,4723734
2023-11-17T00:00:00Z,3316072
2023-11-16T00:00:00Z,5509714
2023-11-15T00:00:00Z,5396724
2023-11-14T00:00:00Z,6455832
2023-11-13T00:00:00Z,3618699
2023-11-10T00:00:00Z,5601356
2023-11-09T00:00:00Z,9396941
2023-11-08T00:00:00Z,4015967
2023-11-07T00:00:00Z,4056966
2023-11-06T00:00:00Z,3169692
2023-11-03T00:00:00Z,3463620
2023-11-02T00:00:00Z,4527783
2023-11-01T00:00:00Z,4110442
2023-10-31T00:00:00Z,3063205
2023-10-30T00:00:00Z,4903542
2023-10-27T00:00:00Z,4709826
2023-10-26T00:00:00Z,6412357
2023-10-25T00:00:00Z,5943408
2023-10-24T00:00:00Z,10152469
2023-10-23T00:00:00Z,8608570
2023-10-20T00:00:00Z,7730053
2023-10-19T00:00:00Z,3421132
2023-10-18T00:00:00Z,3100875
2023-10-17T00:00:00Z,3084001
2023-10-16T00:00:00Z,10114323
2023-10-13T00:00:00Z,2362554
2023-10-12T00:00:00Z,1822063
2023-10-11T00:00:00Z,2708570
2023-10-10T00:00:00Z,2521079
2023-10-09T00:00:00Z,1950459
2023-10-06T00:00:00Z,2779354
2023-10-05T00:00:00Z,3490500
2023-10-04T00:00:00Z,4381168
2023-10-03T00:00:00Z,2317396
2023-10-02T00:00:00Z,4910531
2023-09-29T00:00:00Z,1762817
2023-09-28T00:00:00Z,3265920
2023-09-27T00:00:00Z,2602838
2023-09-26T00:00:00Z,1671992
2023-09-25T00:00:00Z,1715467
2023-09-22T00:00:00Z,1031833
2023-09-21T00:00:00Z,1759480
2023-09-20T00:00:00Z,1939047
2023-09-19T00:00:00Z,2383938
2023-09-18T00:00:00Z,3232595
2023-09-15T00:00:00Z,1158106
2023-09-14T00:00:00Z,1900322
2023-09-13T00:00:00Z,2115718
2023-09-12T00:00:00Z,2563423
2023-09-11T00:00:00Z,2547991
2023-09-08T00:00:00Z,2544160
2023-09-07T00:00:00Z,2490998
2023-09-06T00:00:00Z,2240176
2023-09-05T00:00:00Z,1927519
2023-09-04T00:00:00Z,134399
2023-09-01T00:00:00Z,2660298
2023-08-31T00:00:00Z,5206604
2023-08-30T00:00:00Z,5540881
2023-08-29T00:00:00Z,20309405
2023-08-28T00:00:00Z,1265435
2023-08-25T00:00:00Z,1885879
2023-08-24T00:00:00Z,1687739
2023-08-23T00:00:00Z,2872322
2023-08-22T00:00:00Z,2543086
2023-08-21T00:00:00Z,2612974
2023-08-18T00:00:00Z,5805310
2023-08-17T00:00:00Z,5107547
2023-08-16T00:00:00Z,2795666
2023-08-15T00:00:00Z,2557390
2023-08-14T00:00:00Z,2774700
2023-08-11T00:00:00Z,2031308
2023-08-10T00:00:00Z,2564111
2023-08-09T00:00:00Z,3301896
2023-08-08T00:00:00Z,3656322
2023-08-07T00:00:00Z,2490554
2023-08-04T00:00:00Z,1656317
2023-08-03T00:00:00Z,2695421
2023-08-02T00:00:00Z,3374943
2023-08-01T00:00:00Z,3365783
2023-07-31T00:00:00Z,2038412
2023-07-28T00:00:00Z,2487981
2023-07-27T00:00:00Z,3084847
2023-07-26T00:00:00Z,1388669
2023-07-25T00:00:00Z,1724229
2023-07-24T00:00:00Z,3790271
2023-07-21T00:00:00Z,1984989
2023-07-20T00:00:00Z,3351222
2023-07-19T00:00:00Z,2429630
2023-07-18T00:00:00Z,6220560
2023-07-17T00:00:00Z,3870228
2023-07-14T00:00:00Z,6704958
2023-07-13T00:00:00Z,8884947
2023-07-12T00:00:00Z,3786090
2023-07-11T00:00:00Z,3159693
2023-07-10T00:00:00Z,2764870
2023-07-07T00:00:00Z,2642863
2023-07-06T00:00:00Z,3077099
2023-07-05T00:00:00Z,3648987
2023-07-04T00:00:00Z,122606
2023-07-03T00:00:00Z,3284978
2023-06-30T00:00:00Z,8000223
2023-06-29T00:00:00Z,3835326
2023-06-28T00:00:00Z,4563707
2023-06-27T00:00:00Z,5306283
2023-06-26T00:00:00Z,5715350
2023-06-23T00:00:00Z,7160480
2023-06-22T00:00:00Z,6225184
2023-06-21T00:00:00Z,11713879
2023-06-20T00:00:00Z,10766404
2023-06-19T00:00:00Z,69317
2023-06-16T00:00:00Z,5405792
2023-06-15T00:00:00Z,2509073
2023-06-14T00:00:00Z,1275769
2023-06-13T00:00:00Z,1876356
2023-06-12T00:00:00Z,2372695
2023-06-09T00:00:00Z,1518883
2023-06-08T00:00:00Z,1193919
2023-06-07T00:00:00Z,1899068
2023-06-06T00:00:00Z,2669977
2023-06-05T00:00:00Z,1931916
2023-06-02T00:00:00Z,1419235
