Datetime,Transfers Between EOA (Mean)
2026-01-25T00:00:00Z,113.3470867
2026-01-24T00:00:00Z,124.98591746
2026-01-23T00:00:00Z,153.7694778
2026-01-22T00:00:00Z,118.82411288
2026-01-21T00:00:00Z,136.65105256
2026-01-20T00:00:00Z,111.26321663
2026-01-19T00:00:00Z,135.262615
2026-01-18T00:00:00Z,99.60721248
2026-01-17T00:00:00Z,148.09620747
2026-01-16T00:00:00Z,209.12214485
2026-01-15T00:00:00Z,173.82038767
2026-01-14T00:00:00Z,160.94334357
2026-01-13T00:00:00Z,128.72222222
2026-01-12T00:00:00Z,111.66238481
2026-01-11T00:00:00Z,93.85620642
2026-01-10T00:00:00Z,92.97894296
2026-01-09T00:00:00Z,103.25787566
2026-01-08T00:00:00Z,100.08216881
2026-01-07T00:00:00Z,101.50181514
2026-01-06T00:00:00Z,86.8623572
2026-01-05T00:00:00Z,100.44506492
2026-01-04T00:00:00Z,79.03485778
2026-01-03T00:00:00Z,104.56192469
2026-01-02T00:00:00Z,91.02202398
2026-01-01T00:00:00Z,105.5
2025-12-31T00:00:00Z,100.06124442
2025-12-30T00:00:00Z,98.34061013
2025-12-29T00:00:00Z,124.76553554
2025-12-28T00:00:00Z,74.93641054
2025-12-27T00:00:00Z,69.41097612
2025-12-26T00:00:00Z,71.38922239
2025-12-25T00:00:00Z,63.06368715
2025-12-24T00:00:00Z,78.49442276
2025-12-23T00:00:00Z,74.97597094
2025-12-22T00:00:00Z,77.8945678
2025-12-21T00:00:00Z,60.83923098
2025-12-20T00:00:00Z,76.54343885
2025-12-19T00:00:00Z,74.01592846
2025-12-18T00:00:00Z,80.10006988
2025-12-17T00:00:00Z,68.75897221
2025-12-16T00:00:00Z,67.046622
2025-12-15T00:00:00Z,60.08310056
2025-12-14T00:00:00Z,46.46176389
2025-12-13T00:00:00Z,54.32391608
2025-12-12T00:00:00Z,62.80942998
2025-12-11T00:00:00Z,68.40986824
2025-12-10T00:00:00Z,67.97210482
2025-12-09T00:00:00Z,61.94622297
2025-12-08T00:00:00Z,55.38764912
2025-12-07T00:00:00Z,49.04751226
2025-12-06T00:00:00Z,62.5279145
2025-12-05T00:00:00Z,74.49908075
2025-12-04T00:00:00Z,79.00399113
2025-12-03T00:00:00Z,84.94966869
2025-12-02T00:00:00Z,81.18351064
2025-12-01T00:00:00Z,78.31556115
2025-11-30T00:00:00Z,70.59477581
2025-11-29T00:00:00Z,60.92219584
2025-11-28T00:00:00Z,74.49382889
2025-11-27T00:00:00Z,95.16000561
2025-11-26T00:00:00Z,72.59351306
2025-11-25T00:00:00Z,70.35432516
2025-11-24T00:00:00Z,63.4190007
2025-11-23T00:00:00Z,54.66671348
2025-11-22T00:00:00Z,59.64159977
2025-11-21T00:00:00Z,63.75456332
2025-11-20T00:00:00Z,71.39682985
2025-11-19T00:00:00Z,65.89166784
2025-11-18T00:00:00Z,62.80561404
2025-11-17T00:00:00Z,61.98301278
2025-11-16T00:00:00Z,57.93683622
2025-11-15T00:00:00Z,68.93023906
2025-11-14T00:00:00Z,70.55519843
2025-11-13T00:00:00Z,63.36929112
2025-11-12T00:00:00Z,62.33953293
2025-11-11T00:00:00Z,63.79277007
2025-11-10T00:00:00Z,71.01259622
2025-11-09T00:00:00Z,66.0340687
2025-11-08T00:00:00Z,65.61406206
2025-11-07T00:00:00Z,65.32536019
2025-11-06T00:00:00Z,70.21059992
2025-11-05T00:00:00Z,67.4894958
2025-11-04T00:00:00Z,68.83067673
2025-11-03T00:00:00Z,65.35936845
2025-11-02T00:00:00Z,66.47534572
2025-11-01T00:00:00Z,64.37928142
2025-10-31T00:00:00Z,81.79728215
2025-10-30T00:00:00Z,70.71250525
2025-10-29T00:00:00Z,68.77979855
2025-10-28T00:00:00Z,77.72797419
2025-10-27T00:00:00Z,70.86862745
2025-10-26T00:00:00Z,56.93436671
2025-10-25T00:00:00Z,57.50733958
2025-10-24T00:00:00Z,66.65522555
2025-10-23T00:00:00Z,66.64735587
2025-10-22T00:00:00Z,71.14658437
2025-10-21T00:00:00Z,76.41280539
2025-10-20T00:00:00Z,64.86283869
2025-10-19T00:00:00Z,58.4431707
2025-10-18T00:00:00Z,63.24279317
2025-10-17T00:00:00Z,74.91614256
2025-10-16T00:00:00Z,72.97506654
2025-10-15T00:00:00Z,77.01245104
2025-10-14T00:00:00Z,69.03622378
2025-10-13T00:00:00Z,68.22183345
2025-10-12T00:00:00Z,67.74259777
2025-10-11T00:00:00Z,69.2956546
2025-10-10T00:00:00Z,70.90095132
2025-10-09T00:00:00Z,71.13515024
2025-10-08T00:00:00Z,71.11946779
2025-10-07T00:00:00Z,69.2993853
2025-10-06T00:00:00Z,76.1343868
2025-10-05T00:00:00Z,59.80915817
2025-10-04T00:00:00Z,63.74640011
2025-10-03T00:00:00Z,71.68453378
2025-10-02T00:00:00Z,84.40249021
2025-10-01T00:00:00Z,76.06806723
2025-09-30T00:00:00Z,74.84891684
2025-09-29T00:00:00Z,70.01648275
2025-09-28T00:00:00Z,63.9958042
2025-09-27T00:00:00Z,61.82918647
2025-09-26T00:00:00Z,71.27817444
2025-09-25T00:00:00Z,66.47397874
2025-09-24T00:00:00Z,68.62561095
2025-09-23T00:00:00Z,72.94601004
2025-09-22T00:00:00Z,66.42789201
2025-09-21T00:00:00Z,64.35824237
2025-09-20T00:00:00Z,66.55564877
2025-09-19T00:00:00Z,75.98910462
2025-09-18T00:00:00Z,85.20980584
2025-09-17T00:00:00Z,73.01228193
2025-09-16T00:00:00Z,79.78826816
2025-09-15T00:00:00Z,80.07087935
2025-09-14T00:00:00Z,71.83991075
2025-09-13T00:00:00Z,79.67392214
2025-09-12T00:00:00Z,89.93817167
2025-09-11T00:00:00Z,84.30408049
2025-09-10T00:00:00Z,79.55139006
2025-09-09T00:00:00Z,80.98981727
2025-09-08T00:00:00Z,81.59058528
2025-09-07T00:00:00Z,63.61178606
2025-09-06T00:00:00Z,66.4570389
2025-09-05T00:00:00Z,80.98198827
2025-09-04T00:00:00Z,80.37407459
2025-09-03T00:00:00Z,74.37672666
2025-09-02T00:00:00Z,79.06762065
2025-09-01T00:00:00Z,74.34696441
2025-08-31T00:00:00Z,73.46384701
2025-08-30T00:00:00Z,75.97630992
2025-08-29T00:00:00Z,77.66178522
2025-08-28T00:00:00Z,75.71019553
2025-08-27T00:00:00Z,69.83000698
2025-08-26T00:00:00Z,76.75219757
2025-08-25T00:00:00Z,77.46763393
2025-08-24T00:00:00Z,81.89183161
2025-08-23T00:00:00Z,80.59457949
2025-08-22T00:00:00Z,81.5918282
2025-08-21T00:00:00Z,80.87634484
2025-08-20T00:00:00Z,82.84781699
2025-08-19T00:00:00Z,85.0367893
2025-08-18T00:00:00Z,83.52224857
2025-08-17T00:00:00Z,79.74243902
2025-08-16T00:00:00Z,78.05626134
2025-08-15T00:00:00Z,81.48221013
2025-08-14T00:00:00Z,85.97285195
2025-08-13T00:00:00Z,87.63768318
2025-08-12T00:00:00Z,81.85917655
2025-08-11T00:00:00Z,81.52169653
2025-08-10T00:00:00Z,81.15243817
2025-08-09T00:00:00Z,76.43758727
2025-08-08T00:00:00Z,81.62084381
2025-08-07T00:00:00Z,88.21764048
2025-08-06T00:00:00Z,87.01550496
2025-08-05T00:00:00Z,97.81860075
2025-08-04T00:00:00Z,89.13900907
2025-08-03T00:00:00Z,85.11439732
2025-08-02T00:00:00Z,86.62690533
2025-08-01T00:00:00Z,84.63164522
2025-07-31T00:00:00Z,83.39028147
2025-07-30T00:00:00Z,75.84242933
2025-07-29T00:00:00Z,73.81890645
2025-07-28T00:00:00Z,71.87117079
2025-07-27T00:00:00Z,68.75910169
2025-07-26T00:00:00Z,68.45106799
2025-07-25T00:00:00Z,78.14011758
2025-07-24T00:00:00Z,72.48628987
2025-07-23T00:00:00Z,70.20592758
2025-07-22T00:00:00Z,73.8010354
2025-07-21T00:00:00Z,73.33272803
2025-07-20T00:00:00Z,65.81896913
2025-07-19T00:00:00Z,65.54099049
2025-07-18T00:00:00Z,73.68479777
2025-07-17T00:00:00Z,72.53206022
2025-07-16T00:00:00Z,69.79064899
2025-07-15T00:00:00Z,66.94476217
2025-07-14T00:00:00Z,67.24343942
2025-07-13T00:00:00Z,59.50942606
2025-07-12T00:00:00Z,68.50830658
2025-07-11T00:00:00Z,72.22898307
2025-07-10T00:00:00Z,71.87690161
2025-07-09T00:00:00Z,70.79073348
2025-07-08T00:00:00Z,74.33398519
2025-07-07T00:00:00Z,71.41190443
2025-07-06T00:00:00Z,59.53691275
2025-07-05T00:00:00Z,63.41108157
2025-07-04T00:00:00Z,77.56823891
2025-07-03T00:00:00Z,69.15198546
2025-07-02T00:00:00Z,66.84837898
2025-07-01T00:00:00Z,62.33426573
2025-06-30T00:00:00Z,66.41063949
2025-06-29T00:00:00Z,60.44719888
2025-06-28T00:00:00Z,67.26686217
2025-06-27T00:00:00Z,64.78839972
2025-06-26T00:00:00Z,72.70101941
2025-06-25T00:00:00Z,86.17604356
2025-06-24T00:00:00Z,74.63183594
2025-06-23T00:00:00Z,60.3186014
2025-06-22T00:00:00Z,53.67343225
2025-06-21T00:00:00Z,59.96938776
2025-06-20T00:00:00Z,62.50944188
2025-06-19T00:00:00Z,61.65349162
2025-06-18T00:00:00Z,64.30924088
2025-06-17T00:00:00Z,65.18602045
2025-06-16T00:00:00Z,59.69825052
2025-06-15T00:00:00Z,58.61519058
2025-06-14T00:00:00Z,65.24360944
2025-06-13T00:00:00Z,66.31548784
2025-06-12T00:00:00Z,71.32612034
2025-06-11T00:00:00Z,67.67305272
2025-06-10T00:00:00Z,71.10382895
2025-06-09T00:00:00Z,62.15409377
2025-06-08T00:00:00Z,63.11754018
2025-06-07T00:00:00Z,64.24822002
2025-06-06T00:00:00Z,61.46389589
2025-06-05T00:00:00Z,63.69305127
2025-06-04T00:00:00Z,63.63440258
2025-06-03T00:00:00Z,64.68769231
2025-06-02T00:00:00Z,64.67246458
2025-06-01T00:00:00Z,60.62606748
2025-05-31T00:00:00Z,92.54081633
2025-05-30T00:00:00Z,75.74126363
2025-05-29T00:00:00Z,64.18440213
2025-05-28T00:00:00Z,66.12102089
2025-05-27T00:00:00Z,64.84588515
2025-05-26T00:00:00Z,62.63186659
2025-05-25T00:00:00Z,54.77956839
2025-05-24T00:00:00Z,55.63387978
2025-05-23T00:00:00Z,63.85028683
2025-05-22T00:00:00Z,61.56187946
2025-05-21T00:00:00Z,63.26288515
2025-05-20T00:00:00Z,67.6073482
2025-05-19T00:00:00Z,61.39441168
2025-05-18T00:00:00Z,57.91465469
2025-05-17T00:00:00Z,69.87226584
2025-05-16T00:00:00Z,65.14444444
2025-05-15T00:00:00Z,67.53801827
2025-05-14T00:00:00Z,67.7454955
2025-05-13T00:00:00Z,63.16865945
2025-05-12T00:00:00Z,59.51880017
2025-05-11T00:00:00Z,53.39963427
2025-05-10T00:00:00Z,57.00999578
2025-05-09T00:00:00Z,67.54379768
2025-05-08T00:00:00Z,67.07235543
2025-05-07T00:00:00Z,62.79766979
2025-05-06T00:00:00Z,60.38672094
2025-05-05T00:00:00Z,61.34780174
2025-05-04T00:00:00Z,60.44371232
2025-05-03T00:00:00Z,54.07427612
2025-05-02T00:00:00Z,64.45904173
2025-05-01T00:00:00Z,59.34950231
2025-04-30T00:00:00Z,64.97060059
2025-04-29T00:00:00Z,63.61255593
2025-04-28T00:00:00Z,60.98114525
2025-04-27T00:00:00Z,52.89582173
2025-04-26T00:00:00Z,63.88994149
2025-04-25T00:00:00Z,67.60560435
2025-04-24T00:00:00Z,58.92088342
2025-04-23T00:00:00Z,61.84380235
2025-04-22T00:00:00Z,60.18142518
2025-04-21T00:00:00Z,56.0640346
2025-04-20T00:00:00Z,52.02207629
2025-04-19T00:00:00Z,56.50732524
2025-04-18T00:00:00Z,54.61528805
2025-04-17T00:00:00Z,54.91467672
2025-04-16T00:00:00Z,57.32296751
2025-04-15T00:00:00Z,54.83389215
2025-04-14T00:00:00Z,53.625
2025-04-13T00:00:00Z,50.14632107
2025-04-12T00:00:00Z,53.28939668
2025-04-11T00:00:00Z,59.03065775
