Datetime,External Contract Calls (Mean)
2026-02-17T00:00:00Z,170.78379132
2026-02-16T00:00:00Z,167.92847183
2026-02-15T00:00:00Z,150.85998885
2026-02-14T00:00:00Z,161.03805939
2026-02-13T00:00:00Z,190.0339196
2026-02-12T00:00:00Z,184.75987163
2026-02-11T00:00:00Z,178.20134041
2026-02-10T00:00:00Z,186.09600335
2026-02-09T00:00:00Z,188.47807263
2026-02-08T00:00:00Z,172.80137853
2026-02-07T00:00:00Z,159.79335381
2026-02-06T00:00:00Z,187.21919531
2026-02-05T00:00:00Z,188.14979021
2026-02-04T00:00:00Z,184.55872483
2026-02-03T00:00:00Z,182.42873129
2026-02-02T00:00:00Z,181.53994413
2026-02-01T00:00:00Z,185.64753526
2026-01-31T00:00:00Z,187.83210049
2026-01-30T00:00:00Z,205.1617401
2026-01-29T00:00:00Z,195.99874477
2026-01-28T00:00:00Z,206.05549359
2026-01-27T00:00:00Z,204.79553696
2026-01-26T00:00:00Z,201.52733612
2026-01-25T00:00:00Z,180.77460273
2026-01-24T00:00:00Z,181.99567764
2026-01-23T00:00:00Z,190.81778833
2026-01-22T00:00:00Z,203.50223526
2026-01-21T00:00:00Z,200.42701798
2026-01-20T00:00:00Z,199.6649463
2026-01-19T00:00:00Z,208.99888486
2026-01-18T00:00:00Z,161.6283765
2026-01-17T00:00:00Z,179.8781372
2026-01-16T00:00:00Z,185.95961003
2026-01-15T00:00:00Z,210.96583461
2026-01-14T00:00:00Z,193.42269048
2026-01-13T00:00:00Z,187.56115309
2026-01-12T00:00:00Z,183.2039933
2026-01-11T00:00:00Z,152.17112971
2026-01-10T00:00:00Z,162.45865291
2026-01-09T00:00:00Z,180.15179816
2026-01-08T00:00:00Z,180.57322527
2026-01-07T00:00:00Z,174.45573862
2026-01-06T00:00:00Z,185.05461131
2026-01-05T00:00:00Z,183.61803714
2026-01-04T00:00:00Z,155.09843837
2026-01-03T00:00:00Z,170.30641562
2026-01-02T00:00:00Z,179.80596599
2026-01-01T00:00:00Z,159.99553696
2025-12-31T00:00:00Z,190.9437779
2025-12-30T00:00:00Z,192.35096558
2025-12-29T00:00:00Z,179.83438067
2025-12-28T00:00:00Z,145.56351973
2025-12-27T00:00:00Z,154.23264907
2025-12-26T00:00:00Z,163.40108893
2025-12-25T00:00:00Z,148.89804469
2025-12-24T00:00:00Z,174.24567764
2025-12-23T00:00:00Z,183.07055043
2025-12-22T00:00:00Z,166.58287949
2025-12-21T00:00:00Z,151.39802173
2025-12-20T00:00:00Z,144.97475945
2025-12-19T00:00:00Z,157.26309906
2025-12-18T00:00:00Z,152.36408106
2025-12-17T00:00:00Z,154.96285435
2025-12-16T00:00:00Z,157.04899497
2025-12-15T00:00:00Z,152.69064246
2025-12-14T00:00:00Z,116.78272397
2025-12-13T00:00:00Z,120.38755245
2025-12-12T00:00:00Z,137.72484166
2025-12-11T00:00:00Z,152.28539389
2025-12-10T00:00:00Z,150.09016624
2025-12-09T00:00:00Z,138.59786577
2025-12-08T00:00:00Z,123.72
2025-12-07T00:00:00Z,104.8033637
2025-12-06T00:00:00Z,135.49008578
2025-12-05T00:00:00Z,159.68533446
2025-12-04T00:00:00Z,166.24804139
2025-12-03T00:00:00Z,168.58198224
2025-12-02T00:00:00Z,164.56788914
2025-12-01T00:00:00Z,173.64721523
2025-11-30T00:00:00Z,117.26777483
2025-11-29T00:00:00Z,120.47073614
2025-11-28T00:00:00Z,155.93183731
2025-11-27T00:00:00Z,150.72780816
2025-11-26T00:00:00Z,149.98258916
2025-11-25T00:00:00Z,148.99661877
2025-11-24T00:00:00Z,134.00577058
2025-11-23T00:00:00Z,119.06952247
2025-11-22T00:00:00Z,124.65652725
2025-11-21T00:00:00Z,145.93793878
2025-11-20T00:00:00Z,146.7131435
2025-11-19T00:00:00Z,149.58001967
2025-11-18T00:00:00Z,145.05922807
2025-11-17T00:00:00Z,145.58276007
2025-11-16T00:00:00Z,127.57392398
2025-11-15T00:00:00Z,132.93471271
2025-11-14T00:00:00Z,147.77012297
2025-11-13T00:00:00Z,142.14710003
2025-11-12T00:00:00Z,135.82477975
2025-11-11T00:00:00Z,144.92980244
2025-11-10T00:00:00Z,143.47935619
2025-11-09T00:00:00Z,129.90756772
2025-11-08T00:00:00Z,136.14355605
2025-11-07T00:00:00Z,151.43880263
2025-11-06T00:00:00Z,155.15312544
2025-11-05T00:00:00Z,147.46582633
2025-11-04T00:00:00Z,151.3045302
2025-11-03T00:00:00Z,148.56657818
2025-11-02T00:00:00Z,125.14988127
2025-11-01T00:00:00Z,119.3019712
2025-10-31T00:00:00Z,142.11753993
2025-10-30T00:00:00Z,149.63716566
2025-10-29T00:00:00Z,143.13780078
2025-10-28T00:00:00Z,145.88636364
2025-10-27T00:00:00Z,146.04607843
2025-10-26T00:00:00Z,113.62337662
2025-10-25T00:00:00Z,118.97763176
2025-10-24T00:00:00Z,145.23171757
2025-10-23T00:00:00Z,146.36919624
2025-10-22T00:00:00Z,138.70234254
2025-10-21T00:00:00Z,137.76720022
2025-10-20T00:00:00Z,133.36375123
2025-10-19T00:00:00Z,113.93946596
2025-10-18T00:00:00Z,121.19213546
2025-10-17T00:00:00Z,149.50999301
2025-10-16T00:00:00Z,140.55063734
2025-10-15T00:00:00Z,145.83282037
2025-10-14T00:00:00Z,145.0413986
2025-10-13T00:00:00Z,146.78180546
2025-10-12T00:00:00Z,132.61103352
2025-10-11T00:00:00Z,153.1412603
2025-10-10T00:00:00Z,149.15990487
2025-10-09T00:00:00Z,144.85436758
2025-10-08T00:00:00Z,150.17563025
2025-10-07T00:00:00Z,148.03855826
2025-10-06T00:00:00Z,138.09816809
2025-10-05T00:00:00Z,128.11168505
2025-10-04T00:00:00Z,124.42653432
2025-10-03T00:00:00Z,149.4025684
2025-10-02T00:00:00Z,159.39451595
2025-10-01T00:00:00Z,157.6267507
2025-09-30T00:00:00Z,164.6152341
2025-09-29T00:00:00Z,162.4915491
2025-09-28T00:00:00Z,127.2220979
2025-09-27T00:00:00Z,131.90956108
2025-09-26T00:00:00Z,151.97578048
2025-09-25T00:00:00Z,154.96432569
2025-09-24T00:00:00Z,148.51459293
2025-09-23T00:00:00Z,154.98409598
2025-09-22T00:00:00Z,148.30283956
2025-09-21T00:00:00Z,128.01595298
2025-09-20T00:00:00Z,147.55676734
2025-09-19T00:00:00Z,156.80276575
2025-09-18T00:00:00Z,163.31848023
2025-09-17T00:00:00Z,153.62247034
2025-09-16T00:00:00Z,157.27918994
2025-09-15T00:00:00Z,144.92087236
2025-09-14T00:00:00Z,129.61902106
2025-09-13T00:00:00Z,138.9990233
2025-09-12T00:00:00Z,145.11290998
2025-09-11T00:00:00Z,146.6430967
2025-09-10T00:00:00Z,149.45380511
2025-09-09T00:00:00Z,143.00251081
2025-09-08T00:00:00Z,137.55887694
2025-09-07T00:00:00Z,115.35707303
2025-09-06T00:00:00Z,121.48684579
2025-09-05T00:00:00Z,140.77785535
2025-09-04T00:00:00Z,141.07403269
2025-09-03T00:00:00Z,147.03460304
2025-09-02T00:00:00Z,152.58515713
2025-09-01T00:00:00Z,152.41018842
2025-08-31T00:00:00Z,138.85608599
2025-08-30T00:00:00Z,121.63823857
2025-08-29T00:00:00Z,154.28340307
2025-08-28T00:00:00Z,144.4349162
2025-08-27T00:00:00Z,136.40586183
2025-08-26T00:00:00Z,141.35886703
2025-08-25T00:00:00Z,144.75878906
2025-08-24T00:00:00Z,131.01951491
2025-08-23T00:00:00Z,139.3612741
2025-08-22T00:00:00Z,144.78440943
2025-08-21T00:00:00Z,145.89786223
2025-08-20T00:00:00Z,145.95382899
2025-08-19T00:00:00Z,146.45192308
2025-08-18T00:00:00Z,146.53075743
2025-08-17T00:00:00Z,126.57867596
2025-08-16T00:00:00Z,128.81041463
2025-08-15T00:00:00Z,148.19729315
2025-08-14T00:00:00Z,152.11950742
2025-08-13T00:00:00Z,154.88736916
2025-08-12T00:00:00Z,152.89183531
2025-08-11T00:00:00Z,151.52477604
2025-08-10T00:00:00Z,140.64007266
2025-08-09T00:00:00Z,143.65302988
2025-08-08T00:00:00Z,147.82341436
2025-08-07T00:00:00Z,147.91165781
2025-08-06T00:00:00Z,154.83587093
2025-08-05T00:00:00Z,153.21631057
2025-08-04T00:00:00Z,138.8905792
2025-08-03T00:00:00Z,117.23660714
2025-08-02T00:00:00Z,128.32568871
2025-08-01T00:00:00Z,149.66312255
2025-07-31T00:00:00Z,162.34210895
2025-07-30T00:00:00Z,172.97830954
2025-07-29T00:00:00Z,156.4907006
2025-07-28T00:00:00Z,146.36774374
2025-07-27T00:00:00Z,130.31998884
2025-07-26T00:00:00Z,124.64721485
2025-07-25T00:00:00Z,145.42343225
2025-07-24T00:00:00Z,150.90542809
2025-07-23T00:00:00Z,149.07842863
2025-07-22T00:00:00Z,150.34084231
2025-07-21T00:00:00Z,144.55761978
2025-07-20T00:00:00Z,124.66629418
2025-07-19T00:00:00Z,120.47062115
2025-07-18T00:00:00Z,133.33863319
2025-07-17T00:00:00Z,130.5880959
2025-07-16T00:00:00Z,131.03489184
2025-07-15T00:00:00Z,128.7854652
2025-07-14T00:00:00Z,131.50446678
2025-07-13T00:00:00Z,118.0505516
2025-07-12T00:00:00Z,122.19042301
2025-07-11T00:00:00Z,134.66890474
2025-07-10T00:00:00Z,132.63600837
2025-07-09T00:00:00Z,128.27253639
2025-07-08T00:00:00Z,124.60092192
2025-07-07T00:00:00Z,122.4225234
2025-07-06T00:00:00Z,106.39988814
2025-07-05T00:00:00Z,109.08073317
2025-07-04T00:00:00Z,119.72341613
2025-07-03T00:00:00Z,126.17743289
2025-07-02T00:00:00Z,125.62227501
2025-07-01T00:00:00Z,127.7579021
2025-06-30T00:00:00Z,125.94638369
2025-06-29T00:00:00Z,105.2512605
2025-06-28T00:00:00Z,106.6433459
2025-06-27T00:00:00Z,124.59790356
2025-06-26T00:00:00Z,130.67700042
2025-06-25T00:00:00Z,152.77188329
2025-06-24T00:00:00Z,138.171875
2025-06-23T00:00:00Z,124.01538462
2025-06-22T00:00:00Z,112.42931131
2025-06-21T00:00:00Z,110.00964495
2025-06-20T00:00:00Z,118.89690866
2025-06-19T00:00:00Z,121.51606145
2025-06-18T00:00:00Z,123.49447784
2025-06-17T00:00:00Z,128.46421067
2025-06-16T00:00:00Z,126.036669
2025-06-15T00:00:00Z,110.21903027
2025-06-14T00:00:00Z,113.21804721
2025-06-13T00:00:00Z,125.66857702
2025-06-12T00:00:00Z,125.53162083
2025-06-11T00:00:00Z,128.78786184
2025-06-10T00:00:00Z,130.52361655
2025-06-09T00:00:00Z,125.5616515
2025-06-08T00:00:00Z,119.97274633
2025-06-07T00:00:00Z,121.70529108
2025-06-06T00:00:00Z,126.13755947
2025-06-05T00:00:00Z,129.59036145
2025-06-04T00:00:00Z,127.01877014
2025-06-03T00:00:00Z,127.90797203
2025-06-02T00:00:00Z,126.16566138
2025-06-01T00:00:00Z,117.27117458
2025-05-31T00:00:00Z,115.25649986
2025-05-30T00:00:00Z,128.53270897
2025-05-29T00:00:00Z,126.50644077
2025-05-28T00:00:00Z,122.42322255
2025-05-27T00:00:00Z,124.87578594
2025-05-26T00:00:00Z,121.8668722
2025-05-25T00:00:00Z,111.27522422
2025-05-24T00:00:00Z,112.32422587
2025-05-23T00:00:00Z,124.00335805
2025-05-22T00:00:00Z,127.31002657
2025-05-21T00:00:00Z,125.56764706
2025-05-20T00:00:00Z,130.67662319
2025-05-19T00:00:00Z,126.41940466
2025-05-18T00:00:00Z,110.52330152
2025-05-17T00:00:00Z,116.90577678
2025-05-16T00:00:00Z,127.49142053
2025-05-15T00:00:00Z,125.35741391
2025-05-14T00:00:00Z,123.45199887
2025-05-13T00:00:00Z,127.32747222
2025-05-12T00:00:00Z,129.12617941
2025-05-11T00:00:00Z,121.6436911
2025-05-10T00:00:00Z,125.49978882
2025-05-09T00:00:00Z,130.21206556
2025-05-08T00:00:00Z,132.31297602
2025-05-07T00:00:00Z,116.12659847
2025-05-06T00:00:00Z,114.29112858
2025-05-05T00:00:00Z,106.17796136
2025-05-04T00:00:00Z,93.77793355
2025-05-03T00:00:00Z,93.25723877
2025-05-02T00:00:00Z,109.38513419
2025-05-01T00:00:00Z,111.68302257
2025-04-30T00:00:00Z,111.39703206
2025-04-29T00:00:00Z,112.64569351
2025-04-28T00:00:00Z,111.45712291
2025-04-27T00:00:00Z,98.26810585
2025-04-26T00:00:00Z,99.99540262
2025-04-25T00:00:00Z,115.400948
2025-04-24T00:00:00Z,110.06583729
2025-04-23T00:00:00Z,118.21412619
2025-04-22T00:00:00Z,114.73072096
2025-04-21T00:00:00Z,104.91266741
2025-04-20T00:00:00Z,85.22188068
2025-04-19T00:00:00Z,84.77870797
2025-04-18T00:00:00Z,97.67512903
2025-04-17T00:00:00Z,102.76581483
2025-04-16T00:00:00Z,106.46688049
2025-04-15T00:00:00Z,110.50391171
2025-04-14T00:00:00Z,109.30426897
2025-04-13T00:00:00Z,92.48926979
2025-04-12T00:00:00Z,98.1078445
2025-04-11T00:00:00Z,112.40928094
