Datetime,Transactions Between EOA (Mean)
2025-09-12T00:00:00Z,96.71849267
2025-09-11T00:00:00Z,89.36011738
2025-09-10T00:00:00Z,84.13226622
2025-09-09T00:00:00Z,87.75045334
2025-09-08T00:00:00Z,87.73767286
2025-09-07T00:00:00Z,68.86538193
2025-09-06T00:00:00Z,71.30800448
2025-09-05T00:00:00Z,85.50656241
2025-09-04T00:00:00Z,85.91199888
2025-09-03T00:00:00Z,79.86326217
2025-09-02T00:00:00Z,85.1369248
2025-09-01T00:00:00Z,79.31249128
2025-08-31T00:00:00Z,78.38553881
2025-08-30T00:00:00Z,81.77090301
2025-08-29T00:00:00Z,81.67670851
2025-08-28T00:00:00Z,79.73477654
2025-08-27T00:00:00Z,72.82191207
2025-08-26T00:00:00Z,78.79419562
2025-08-25T00:00:00Z,79.5030692
2025-08-24T00:00:00Z,84.12503485
2025-08-23T00:00:00Z,82.74853311
2025-08-22T00:00:00Z,84.28238739
2025-08-21T00:00:00Z,83.62889479
2025-08-20T00:00:00Z,86.9748919
2025-08-19T00:00:00Z,88.97394091
2025-08-18T00:00:00Z,88.06179383
2025-08-17T00:00:00Z,84.12348432
2025-08-16T00:00:00Z,82.87686723
2025-08-15T00:00:00Z,86.96860611
2025-08-14T00:00:00Z,90.91365799
2025-08-13T00:00:00Z,92.07229588
2025-08-12T00:00:00Z,86.3799023
2025-08-11T00:00:00Z,85.73950168
2025-08-10T00:00:00Z,89.09012156
2025-08-09T00:00:00Z,82.79516895
2025-08-08T00:00:00Z,87.80581168
2025-08-07T00:00:00Z,95.15991054
2025-08-06T00:00:00Z,97.65693533
2025-08-05T00:00:00Z,105.34715822
2025-08-04T00:00:00Z,99.15505932
2025-08-03T00:00:00Z,91.63002232
2025-08-02T00:00:00Z,99.16864774
2025-08-01T00:00:00Z,93.56099608
2025-07-31T00:00:00Z,86.81571209
2025-07-30T00:00:00Z,79.13602015
2025-07-29T00:00:00Z,79.44301496
2025-07-28T00:00:00Z,76.16226046
2025-07-27T00:00:00Z,73.05328498
2025-07-26T00:00:00Z,72.80483038
2025-07-25T00:00:00Z,81.74104143
2025-07-24T00:00:00Z,76.02350308
2025-07-23T00:00:00Z,73.93317489
2025-07-22T00:00:00Z,77.03134182
2025-07-21T00:00:00Z,76.23466965
2025-07-20T00:00:00Z,69.13675094
2025-07-19T00:00:00Z,72.56645215
2025-07-18T00:00:00Z,75.75969317
2025-07-17T00:00:00Z,74.49512127
2025-07-16T00:00:00Z,73.73217027
2025-07-15T00:00:00Z,71.81601339
2025-07-14T00:00:00Z,70.31476829
2025-07-13T00:00:00Z,61.92584835
2025-07-12T00:00:00Z,70.88817535
2025-07-11T00:00:00Z,73.85004896
2025-07-10T00:00:00Z,74.88750872
2025-07-09T00:00:00Z,73.73600224
2025-07-08T00:00:00Z,78.87679844
2025-07-07T00:00:00Z,76.83163337
2025-07-06T00:00:00Z,63.29348434
2025-07-05T00:00:00Z,67.09752344
2025-07-04T00:00:00Z,80.37845381
2025-07-03T00:00:00Z,72.7420302
2025-07-02T00:00:00Z,70.51411403
2025-07-01T00:00:00Z,65.77734266
2025-06-30T00:00:00Z,70.09368891
2025-06-29T00:00:00Z,65.51316527
2025-06-28T00:00:00Z,72.28138528
2025-06-27T00:00:00Z,67.4241789
2025-06-26T00:00:00Z,75.57226644
2025-06-25T00:00:00Z,88.63744241
2025-06-24T00:00:00Z,77.43052455
2025-06-23T00:00:00Z,63.26475524
2025-06-22T00:00:00Z,57.44092945
2025-06-21T00:00:00Z,69.94995807
2025-06-20T00:00:00Z,65.99048818
2025-06-19T00:00:00Z,65.46662011
2025-06-18T00:00:00Z,70.74793793
2025-06-17T00:00:00Z,68.41840594
2025-06-16T00:00:00Z,63.0016795
2025-06-15T00:00:00Z,64.30255045
2025-06-14T00:00:00Z,69.36457606
2025-06-13T00:00:00Z,69.50391389
2025-06-12T00:00:00Z,73.79561636
2025-06-11T00:00:00Z,70.25702699
2025-06-10T00:00:00Z,73.69605925
2025-06-09T00:00:00Z,64.84422673
2025-06-08T00:00:00Z,65.97833683
2025-06-07T00:00:00Z,66.49713807
2025-06-06T00:00:00Z,64.73845508
2025-06-05T00:00:00Z,66.33987111
2025-06-04T00:00:00Z,65.95041322
2025-06-03T00:00:00Z,69.09314685
2025-06-02T00:00:00Z,68.45027353
2025-06-01T00:00:00Z,62.94764105
2025-05-31T00:00:00Z,94.64844842
2025-05-30T00:00:00Z,77.71190942
2025-05-29T00:00:00Z,66.22808737
2025-05-28T00:00:00Z,69.21848268
2025-05-27T00:00:00Z,67.01970099
2025-05-26T00:00:00Z,64.91942265
2025-05-25T00:00:00Z,57.13382848
2025-05-24T00:00:00Z,57.95348186
2025-05-23T00:00:00Z,69.57492654
2025-05-22T00:00:00Z,63.44679066
2025-05-21T00:00:00Z,65.27422969
2025-05-20T00:00:00Z,69.44608049
2025-05-19T00:00:00Z,63.20373491
2025-05-18T00:00:00Z,60.59053902
2025-05-17T00:00:00Z,72.31057207
2025-05-16T00:00:00Z,66.96343179
2025-05-15T00:00:00Z,70.0376669
2025-05-14T00:00:00Z,69.57657658
2025-05-13T00:00:00Z,65.34716556
2025-05-12T00:00:00Z,61.60554851
2025-05-11T00:00:00Z,55.41060627
2025-05-10T00:00:00Z,58.72293397
2025-05-09T00:00:00Z,69.44433456
2025-05-08T00:00:00Z,69.28180536
2025-05-07T00:00:00Z,66.02529128
2025-05-06T00:00:00Z,62.35555867
2025-05-05T00:00:00Z,78.17474097
2025-05-04T00:00:00Z,77.31150988
2025-05-03T00:00:00Z,56.51573647
2025-05-02T00:00:00Z,65.83124912
2025-05-01T00:00:00Z,60.8219543
2025-04-30T00:00:00Z,66.83956321
2025-04-29T00:00:00Z,64.99832215
2025-04-28T00:00:00Z,62.83449721
2025-04-27T00:00:00Z,55.17966574
2025-04-26T00:00:00Z,65.92421287
2025-04-25T00:00:00Z,69.1193364
2025-04-24T00:00:00Z,60.80486441
2025-04-23T00:00:00Z,64.44081519
2025-04-22T00:00:00Z,62.70478315
2025-04-21T00:00:00Z,57.53710938
2025-04-20T00:00:00Z,53.45871175
2025-04-19T00:00:00Z,57.9547928
2025-04-18T00:00:00Z,55.94741247
2025-04-17T00:00:00Z,57.35386119
2025-04-16T00:00:00Z,60.22716497
2025-04-15T00:00:00Z,56.82397318
2025-04-14T00:00:00Z,55.15066964
2025-04-13T00:00:00Z,51.53219064
2025-04-12T00:00:00Z,54.95192978
2025-04-11T00:00:00Z,60.98425307
2025-04-10T00:00:00Z,63.5137244
2025-04-09T00:00:00Z,76.68419584
2025-04-08T00:00:00Z,80.19542475
2025-04-07T00:00:00Z,78.7627972
2025-04-06T00:00:00Z,55.43172607
2025-04-05T00:00:00Z,55.85834149
2025-04-04T00:00:00Z,61.17579813
2025-04-03T00:00:00Z,65.68660053
2025-04-02T00:00:00Z,63.9125523
2025-04-01T00:00:00Z,64.54277739
2025-03-31T00:00:00Z,67.67550963
2025-03-30T00:00:00Z,53.20011156
2025-03-29T00:00:00Z,56.36306445
2025-03-28T00:00:00Z,66.1452514
2025-03-27T00:00:00Z,65.11477241
2025-03-26T00:00:00Z,64.48745819
2025-03-25T00:00:00Z,63.12167832
2025-03-24T00:00:00Z,63.05414457
2025-03-23T00:00:00Z,49.40184049
2025-03-22T00:00:00Z,56.84640067
2025-03-21T00:00:00Z,59.02550167
2025-03-20T00:00:00Z,64.75328121
2025-03-19T00:00:00Z,61.81237776
2025-03-18T00:00:00Z,61.0905787
2025-03-17T00:00:00Z,54.42563888
2025-03-16T00:00:00Z,47.23991063
2025-03-15T00:00:00Z,52.74194448
2025-03-14T00:00:00Z,59.52891061
2025-03-13T00:00:00Z,57.32501046
2025-03-12T00:00:00Z,57.39511173
2025-03-11T00:00:00Z,59.51278469
2025-03-10T00:00:00Z,59.38116529
2025-03-09T00:00:00Z,56.78673184
2025-03-08T00:00:00Z,56.05257271
2025-03-07T00:00:00Z,60.06361857
2025-03-06T00:00:00Z,64.74504051
2025-03-05T00:00:00Z,65.3300754
2025-03-04T00:00:00Z,62.96790399
2025-03-03T00:00:00Z,63.22037683
2025-03-02T00:00:00Z,58.56810261
2025-03-01T00:00:00Z,55.93571329
2025-02-28T00:00:00Z,62.53465347
2025-02-27T00:00:00Z,65.40616286
2025-02-26T00:00:00Z,65.01548981
2025-02-25T00:00:00Z,64.16115068
2025-02-24T00:00:00Z,63.82266629
2025-02-23T00:00:00Z,59.33808526
2025-02-22T00:00:00Z,57.54339623
2025-02-21T00:00:00Z,67.85744206
2025-02-20T00:00:00Z,67.71714766
2025-02-19T00:00:00Z,60.51124773
2025-02-18T00:00:00Z,57.82111437
2025-02-17T00:00:00Z,66.58412654
2025-02-16T00:00:00Z,58.89598208
2025-02-15T00:00:00Z,61.07221989
2025-02-14T00:00:00Z,64.96071829
2025-02-13T00:00:00Z,61.32801567
2025-02-12T00:00:00Z,57.58329825
2025-02-11T00:00:00Z,57.53540008
2025-02-10T00:00:00Z,67.73652611
2025-02-09T00:00:00Z,58.84312631
2025-02-08T00:00:00Z,61.47233864
2025-02-07T00:00:00Z,63.24731483
2025-02-06T00:00:00Z,63.24560424
2025-02-05T00:00:00Z,54.24480112
2025-02-04T00:00:00Z,56.61233049
2025-02-03T00:00:00Z,55.21237949
2025-02-02T00:00:00Z,49.42507688
2025-02-01T00:00:00Z,52.1485826
2025-01-31T00:00:00Z,56.49294397
2025-01-30T00:00:00Z,56.59670667
2025-01-29T00:00:00Z,54.97109342
2025-01-28T00:00:00Z,56.53867635
2025-01-27T00:00:00Z,58.44396432
2025-01-26T00:00:00Z,59.77397738
2025-01-25T00:00:00Z,80.8430606
2025-01-24T00:00:00Z,73.25041853
2025-01-23T00:00:00Z,65.15310537
2025-01-22T00:00:00Z,62.29500419
2025-01-21T00:00:00Z,62.48079341
2025-01-20T00:00:00Z,76.95398773
2025-01-19T00:00:00Z,72.36061453
2025-01-18T00:00:00Z,60.10668901
2025-01-17T00:00:00Z,61.00027925
2025-01-16T00:00:00Z,59.41264304
2025-01-15T00:00:00Z,60.13232831
2025-01-14T00:00:00Z,63.25038424
2025-01-13T00:00:00Z,59.59731544
2025-01-12T00:00:00Z,49.9099275
2025-01-11T00:00:00Z,52.68100559
2025-01-10T00:00:00Z,54.3028779
2025-01-09T00:00:00Z,54.66377986
2025-01-08T00:00:00Z,53.65066964
2025-01-07T00:00:00Z,54.7459565
2025-01-06T00:00:00Z,54.91864691
2025-01-05T00:00:00Z,50.49811268
2025-01-04T00:00:00Z,53.29357542
2025-01-03T00:00:00Z,58.1959799
2025-01-02T00:00:00Z,51.82520212
2025-01-01T00:00:00Z,46.74720982
2024-12-31T00:00:00Z,61.3539687
2024-12-30T00:00:00Z,58.52561776
2024-12-29T00:00:00Z,55.06987448
2024-12-28T00:00:00Z,54.59084566
2024-12-27T00:00:00Z,60.50055882
2024-12-26T00:00:00Z,56.79477142
2024-12-25T00:00:00Z,60.67192737
2024-12-24T00:00:00Z,65.21211697
2024-12-23T00:00:00Z,66.87279597
2024-12-22T00:00:00Z,64.83834009
2024-12-21T00:00:00Z,63.67208292
2024-12-20T00:00:00Z,67.57382082
2024-12-19T00:00:00Z,61.39248288
2024-12-18T00:00:00Z,62.29959458
2024-12-17T00:00:00Z,63.61324965
2024-12-16T00:00:00Z,59.57367907
2024-12-15T00:00:00Z,55.80656425
2024-12-14T00:00:00Z,58.72523025
2024-12-13T00:00:00Z,62.95699525
2024-12-12T00:00:00Z,68.14499023
2024-12-11T00:00:00Z,63.80829957
2024-12-10T00:00:00Z,66.46268865
2024-12-09T00:00:00Z,60.66508645
2024-12-08T00:00:00Z,56.0972106
2024-12-07T00:00:00Z,58.70124423
2024-12-06T00:00:00Z,63.5914549
2024-12-05T00:00:00Z,64.36469108
2024-12-04T00:00:00Z,62.39704035
2024-12-03T00:00:00Z,62.82238681
2024-12-02T00:00:00Z,64.31283198
2024-12-01T00:00:00Z,55.31846068
2024-11-30T00:00:00Z,55.88792622
2024-11-29T00:00:00Z,59.78362491
2024-11-28T00:00:00Z,58.46455696
2024-11-27T00:00:00Z,61.19278624
2024-11-26T00:00:00Z,60.62006418
2024-11-25T00:00:00Z,62.09990219
2024-11-24T00:00:00Z,52.65168853
2024-11-23T00:00:00Z,58.48402846
2024-11-22T00:00:00Z,63.03993298
2024-11-21T00:00:00Z,60.69537903
2024-11-20T00:00:00Z,60.97863128
2024-11-19T00:00:00Z,55.10158863
2024-11-18T00:00:00Z,55.36919861
2024-11-17T00:00:00Z,55.56630874
2024-11-16T00:00:00Z,57.59118795
2024-11-15T00:00:00Z,59.55879888
2024-11-14T00:00:00Z,59.44293896
2024-11-13T00:00:00Z,60.13031952
2024-11-12T00:00:00Z,59.01577772
2024-11-11T00:00:00Z,58.80276189
2024-11-10T00:00:00Z,52.89516241
2024-11-09T00:00:00Z,50.07429607
2024-11-08T00:00:00Z,55.66764459
2024-11-07T00:00:00Z,55.40452577
2024-11-06T00:00:00Z,52.91678302
2024-11-05T00:00:00Z,50.27541899
2024-11-04T00:00:00Z,49.91811968
2024-11-03T00:00:00Z,51.41272499
2024-11-02T00:00:00Z,47.45750629
2024-11-01T00:00:00Z,51.26596932
2024-10-31T00:00:00Z,51.4064678
2024-10-30T00:00:00Z,49.35145333
2024-10-29T00:00:00Z,57.35114397
2024-10-28T00:00:00Z,48.80092205
2024-10-27T00:00:00Z,42.21070234
2024-10-26T00:00:00Z,52.42863128
2024-10-25T00:00:00Z,52.70561986
2024-10-24T00:00:00Z,52.03443949
2024-10-23T00:00:00Z,53.23344948
2024-10-22T00:00:00Z,53.88402962
2024-10-21T00:00:00Z,53.24864036
2024-10-20T00:00:00Z,49.70266499
2024-10-19T00:00:00Z,52.63143216
2024-10-18T00:00:00Z,56.73563058
2024-10-17T00:00:00Z,54.55681184
2024-10-16T00:00:00Z,50.76379383
2024-10-15T00:00:00Z,54.96297331
2024-10-14T00:00:00Z,51.59454927
2024-10-13T00:00:00Z,44.07108805
2024-10-12T00:00:00Z,54.28757347
2024-10-11T00:00:00Z,54.61280403
2024-10-10T00:00:00Z,49.25797909
2024-10-09T00:00:00Z,53.95389972
2024-10-08T00:00:00Z,48.85359732
2024-10-07T00:00:00Z,48.92933798
2024-10-06T00:00:00Z,42.37512202
2024-10-05T00:00:00Z,46.89467818
2024-10-04T00:00:00Z,48.95697577
2024-10-03T00:00:00Z,49.92600866
2024-10-02T00:00:00Z,48.09740803
2024-10-01T00:00:00Z,52.92744524
2024-09-30T00:00:00Z,53.38492616
2024-09-29T00:00:00Z,47.48786272
2024-09-28T00:00:00Z,47.12655225
2024-09-27T00:00:00Z,53.53638138
2024-09-26T00:00:00Z,49.48737972
2024-09-25T00:00:00Z,49.47646319
2024-09-24T00:00:00Z,48.28093645
2024-09-23T00:00:00Z,46.79785006
2024-09-22T00:00:00Z,42.3640039
2024-09-21T00:00:00Z,44.03328206
2024-09-20T00:00:00Z,50.37503495
2024-09-19T00:00:00Z,50.90387835
2024-09-18T00:00:00Z,47.85814116
2024-09-17T00:00:00Z,48.50769877
2024-09-16T00:00:00Z,45.82007549
2024-09-15T00:00:00Z,44.11216386
2024-09-14T00:00:00Z,48.88719597
2024-09-13T00:00:00Z,51.10672433
2024-09-12T00:00:00Z,53.16662007
2024-09-11T00:00:00Z,56.46090478
2024-09-10T00:00:00Z,53.54893736
2024-09-09T00:00:00Z,50.51353237
2024-09-08T00:00:00Z,47.46193602
2024-09-07T00:00:00Z,49.34405906
2024-09-06T00:00:00Z,51.22259461
2024-09-05T00:00:00Z,49.73381696
2024-09-04T00:00:00Z,47.79413817
2024-09-03T00:00:00Z,50.85648536
2024-09-02T00:00:00Z,52.24644351
2024-09-01T00:00:00Z,48.75097711
2024-08-31T00:00:00Z,50.50048876
2024-08-30T00:00:00Z,55.19086209
2024-08-29T00:00:00Z,55.62400336
2024-08-28T00:00:00Z,57.09470596
2024-08-27T00:00:00Z,51.72854152
2024-08-26T00:00:00Z,48.8979877
2024-08-25T00:00:00Z,43.77106918
2024-08-24T00:00:00Z,54.5641958
2024-08-23T00:00:00Z,53.15196421
2024-08-22T00:00:00Z,51.44112306
2024-08-21T00:00:00Z,48.90919251
2024-08-20T00:00:00Z,46.20036328
2024-08-19T00:00:00Z,45.15355596
2024-08-18T00:00:00Z,49.72762754
2024-08-17T00:00:00Z,51.10019564
2024-08-16T00:00:00Z,53.8628053
2024-08-15T00:00:00Z,69.25905215
2024-08-14T00:00:00Z,74.09703993
2024-08-13T00:00:00Z,47.54485838
2024-08-12T00:00:00Z,42.8447049
2024-08-11T00:00:00Z,46.19444056
2024-08-10T00:00:00Z,54.35034868
2024-08-09T00:00:00Z,49.78808594
2024-08-08T00:00:00Z,47.28961672
2024-08-07T00:00:00Z,51.45405104
2024-08-06T00:00:00Z,50.18523171
2024-08-05T00:00:00Z,49.84349282
2024-08-04T00:00:00Z,49.50167177
2024-08-03T00:00:00Z,55.19385904
2024-08-02T00:00:00Z,45.52787481
2024-08-01T00:00:00Z,47.31639916
2024-07-31T00:00:00Z,51.07677275
2024-07-30T00:00:00Z,49.22538171
2024-07-29T00:00:00Z,47.69617959
2024-07-28T00:00:00Z,49.58737458
2024-07-27T00:00:00Z,46.61150677
2024-07-26T00:00:00Z,52.27625698
2024-07-25T00:00:00Z,49.7564926
2024-07-24T00:00:00Z,49.8031551
2024-07-23T00:00:00Z,51.70690858
2024-07-22T00:00:00Z,50.35312194
2024-07-21T00:00:00Z,47.14582752
2024-07-20T00:00:00Z,46.460282
2024-07-19T00:00:00Z,49.03151143
2024-07-18T00:00:00Z,48.71121352
2024-07-17T00:00:00Z,51.35123448
2024-07-16T00:00:00Z,55.04265997
2024-07-15T00:00:00Z,55.00251362
2024-07-14T00:00:00Z,49.50418644
2024-07-13T00:00:00Z,56.35850112
2024-07-12T00:00:00Z,60.41273387
2024-07-11T00:00:00Z,57.07227571
2024-07-10T00:00:00Z,55.84077589
2024-07-09T00:00:00Z,55.36724427
2024-07-08T00:00:00Z,54.29871221
2024-07-07T00:00:00Z,46.91899441
2024-07-06T00:00:00Z,56.63759419
2024-07-05T00:00:00Z,56.06042423
2024-07-04T00:00:00Z,54.46512928
2024-07-03T00:00:00Z,50.85299456
2024-07-02T00:00:00Z,52.34806321
2024-07-01T00:00:00Z,52.86767169
2024-06-30T00:00:00Z,56.82291376
2024-06-29T00:00:00Z,63.48763448
2024-06-28T00:00:00Z,58.58871981
2024-06-27T00:00:00Z,58.41463074
2024-06-26T00:00:00Z,68.48261416
2024-06-25T00:00:00Z,58.39374476
2024-06-24T00:00:00Z,53.47224164
2024-06-23T00:00:00Z,53.30871451
2024-06-22T00:00:00Z,81.68737755
2024-06-21T00:00:00Z,69.44020676
2024-06-20T00:00:00Z,51.82456631
2024-06-19T00:00:00Z,51.58142138
2024-06-18T00:00:00Z,50.24422026
2024-06-17T00:00:00Z,51.67132867
2024-06-16T00:00:00Z,50.23049002
