Datetime,Tokens Transferred by Contract Calls USD (Mean)
2025-12-17T00:00:00Z,3984.826329619891
2025-12-16T00:00:00Z,4559.97238460338
2025-12-15T00:00:00Z,6166.481889269167
2025-12-14T00:00:00Z,3931.9041387961397
2025-12-13T00:00:00Z,3352.1464103335848
2025-12-12T00:00:00Z,7501.586260649768
2025-12-11T00:00:00Z,6810.548281701023
2025-12-10T00:00:00Z,7330.768732705113
2025-12-09T00:00:00Z,6736.080523572261
2025-12-08T00:00:00Z,5476.703819935241
2025-12-07T00:00:00Z,4079.7739098980524
2025-12-06T00:00:00Z,3067.064069190202
2025-12-05T00:00:00Z,10139.373294793335
2025-12-04T00:00:00Z,5676.327661795575
2025-12-03T00:00:00Z,6108.2432768404
2025-12-02T00:00:00Z,6157.419986948071
2025-12-01T00:00:00Z,9734.209539717764
2025-11-30T00:00:00Z,3921.367667076888
2025-11-29T00:00:00Z,5836.899861857563
2025-11-28T00:00:00Z,4518.449474085394
2025-11-27T00:00:00Z,4782.491080183057
2025-11-26T00:00:00Z,5679.028923989551
2025-11-25T00:00:00Z,6384.194906813998
2025-11-24T00:00:00Z,5662.7101096092165
2025-11-23T00:00:00Z,4007.359348784744
2025-11-22T00:00:00Z,4570.855288191452
2025-11-21T00:00:00Z,11146.448727844283
2025-11-20T00:00:00Z,6798.260183920362
2025-11-19T00:00:00Z,7466.0077303452745
2025-11-18T00:00:00Z,8733.820985285516
2025-11-17T00:00:00Z,7563.39633463871
2025-11-16T00:00:00Z,6330.461253915685
2025-11-15T00:00:00Z,5561.91599764579
2025-11-14T00:00:00Z,8443.551451795995
2025-11-13T00:00:00Z,10424.481454325962
2025-11-12T00:00:00Z,6981.1624785525955
2025-11-11T00:00:00Z,5532.143348987828
2025-11-10T00:00:00Z,6790.120781870954
2025-11-09T00:00:00Z,4318.338166172859
2025-11-08T00:00:00Z,3619.044737563662
2025-11-07T00:00:00Z,9590.653162898887
2025-11-06T00:00:00Z,10264.586334099757
2025-11-05T00:00:00Z,12636.119322992708
2025-11-04T00:00:00Z,16595.983090157846
2025-11-03T00:00:00Z,8951.623399722921
2025-11-02T00:00:00Z,2357.1663024283957
2025-11-01T00:00:00Z,6475.378105999639
2025-10-31T00:00:00Z,6426.148317673953
2025-10-30T00:00:00Z,7480.191053141931
2025-10-29T00:00:00Z,7489.679728757963
2025-10-28T00:00:00Z,8484.138536411536
2025-10-27T00:00:00Z,6718.774208719411
2025-10-26T00:00:00Z,8165.059676909886
2025-10-25T00:00:00Z,3135.537579893908
2025-10-24T00:00:00Z,11859.836409965654
2025-10-23T00:00:00Z,6078.288357099324
2025-10-22T00:00:00Z,7604.188250946664
2025-10-21T00:00:00Z,8520.811521671481
2025-10-20T00:00:00Z,7904.288751632179
2025-10-19T00:00:00Z,5364.36856578153
2025-10-18T00:00:00Z,4289.084960362914
2025-10-17T00:00:00Z,11290.847422351433
2025-10-16T00:00:00Z,8567.718294603936
2025-10-15T00:00:00Z,10233.12471505617
2025-10-14T00:00:00Z,11519.894675772626
2025-10-13T00:00:00Z,12200.187085021209
2025-10-12T00:00:00Z,8417.420646756345
2025-10-11T00:00:00Z,9803.486203255281
2025-10-10T00:00:00Z,11726.126015165844
2025-10-09T00:00:00Z,8874.748618128026
2025-10-08T00:00:00Z,19346.776491123317
2025-10-07T00:00:00Z,11450.559091954472
2025-10-06T00:00:00Z,17497.56638676305
2025-10-05T00:00:00Z,5696.50178647803
2025-10-04T00:00:00Z,4837.873856620319
2025-10-03T00:00:00Z,8280.315733148867
2025-10-02T00:00:00Z,8430.816385590184
2025-10-01T00:00:00Z,8435.207807322191
2025-09-30T00:00:00Z,9127.66104352872
2025-09-29T00:00:00Z,8752.65829197063
2025-09-28T00:00:00Z,8502.305666833632
2025-09-27T00:00:00Z,6057.029430251658
2025-09-26T00:00:00Z,14425.921939902551
2025-09-25T00:00:00Z,14462.502869055508
2025-09-24T00:00:00Z,11012.078763651733
2025-09-23T00:00:00Z,8486.95671221973
2025-09-22T00:00:00Z,10705.689089360803
2025-09-21T00:00:00Z,4567.124689771959
2025-09-20T00:00:00Z,4088.035290242461
2025-09-19T00:00:00Z,9743.299162374407
2025-09-18T00:00:00Z,6938.785369294459
2025-09-17T00:00:00Z,7181.034567356829
2025-09-16T00:00:00Z,6133.328174823551
2025-09-15T00:00:00Z,8758.258644189746
2025-09-14T00:00:00Z,3741.744597319505
2025-09-13T00:00:00Z,4820.017262178011
2025-09-12T00:00:00Z,9029.063049290236
2025-09-11T00:00:00Z,6377.924312525309
2025-09-10T00:00:00Z,7527.926510321404
2025-09-09T00:00:00Z,7394.852027847601
2025-09-08T00:00:00Z,9886.486598339425
2025-09-07T00:00:00Z,4251.141438210823
2025-09-06T00:00:00Z,3848.7562508495735
2025-09-05T00:00:00Z,7994.413477123351
2025-09-04T00:00:00Z,9587.394505268909
2025-09-03T00:00:00Z,11499.583022046672
2025-09-02T00:00:00Z,8601.57381135365
2025-09-01T00:00:00Z,10412.188182030906
2025-08-31T00:00:00Z,5128.01705782323
2025-08-30T00:00:00Z,6909.291028734257
2025-08-29T00:00:00Z,9629.068781578471
2025-08-28T00:00:00Z,7414.876678798551
2025-08-27T00:00:00Z,18034.219289012508
2025-08-26T00:00:00Z,11767.072556012348
2025-08-25T00:00:00Z,14762.323035308953
2025-08-24T00:00:00Z,16844.96684391669
2025-08-23T00:00:00Z,7344.752345847935
2025-08-22T00:00:00Z,20799.599095159603
2025-08-21T00:00:00Z,7353.913707327687
2025-08-20T00:00:00Z,7982.240083612811
2025-08-19T00:00:00Z,10721.363208248526
2025-08-18T00:00:00Z,12873.89579867901
2025-08-17T00:00:00Z,5068.632356476867
2025-08-16T00:00:00Z,8008.750223830687
2025-08-15T00:00:00Z,15299.201019914113
2025-08-14T00:00:00Z,16219.923566073292
2025-08-13T00:00:00Z,16788.2935411804
2025-08-12T00:00:00Z,13493.045660005526
2025-08-11T00:00:00Z,11911.62454159972
2025-08-10T00:00:00Z,6291.953456085363
2025-08-09T00:00:00Z,8487.629504358358
2025-08-08T00:00:00Z,9593.728651150614
2025-08-07T00:00:00Z,8483.180849119612
2025-08-06T00:00:00Z,8599.739654653202
2025-08-05T00:00:00Z,7207.883645430525
2025-08-04T00:00:00Z,11278.235033347719
2025-08-03T00:00:00Z,7021.1513660171495
2025-08-02T00:00:00Z,5825.173969680695
2025-08-01T00:00:00Z,6879.113536555809
2025-07-31T00:00:00Z,10749.854465970308
2025-07-30T00:00:00Z,7973.4444966157525
2025-07-29T00:00:00Z,7623.118635705126
2025-07-28T00:00:00Z,7427.088071700173
2025-07-27T00:00:00Z,7147.5141933653285
2025-07-26T00:00:00Z,5057.323775381021
2025-07-25T00:00:00Z,13711.169999881635
2025-07-24T00:00:00Z,10941.895783903825
2025-07-23T00:00:00Z,8321.352608379506
2025-07-22T00:00:00Z,8453.077501483554
2025-07-21T00:00:00Z,9272.923757362923
2025-07-20T00:00:00Z,9405.267636703264
2025-07-19T00:00:00Z,5307.219761044374
2025-07-18T00:00:00Z,17206.015294262725
2025-07-17T00:00:00Z,11779.536379218715
2025-07-16T00:00:00Z,11340.105580333051
2025-07-15T00:00:00Z,6944.454489687988
2025-07-14T00:00:00Z,7153.068693193477
2025-07-13T00:00:00Z,2811.193386278502
2025-07-12T00:00:00Z,2574.980295027347
2025-07-11T00:00:00Z,10177.232860643291
2025-07-10T00:00:00Z,14265.768890517511
2025-07-09T00:00:00Z,9050.446456451222
2025-07-08T00:00:00Z,4070.3009894982793
2025-07-07T00:00:00Z,6750.625861482797
2025-07-06T00:00:00Z,2119.7747066743545
2025-07-05T00:00:00Z,2157.3293167403344
2025-07-04T00:00:00Z,3718.252920501958
2025-07-03T00:00:00Z,3446.535708657325
2025-07-02T00:00:00Z,4346.255005229038
2025-07-01T00:00:00Z,3448.395391032721
2025-06-30T00:00:00Z,3333.8162870352235
2025-06-29T00:00:00Z,2662.588773188705
2025-06-28T00:00:00Z,3206.704720072243
2025-06-27T00:00:00Z,3209.143431655491
2025-06-26T00:00:00Z,4481.452496305542
2025-06-25T00:00:00Z,4788.774443654317
2025-06-24T00:00:00Z,4604.035863070923
2025-06-23T00:00:00Z,5407.733903182175
2025-06-22T00:00:00Z,5205.836930161355
2025-06-21T00:00:00Z,3844.199757573263
2025-06-20T00:00:00Z,5328.705106249403
2025-06-19T00:00:00Z,3272.0866462210583
2025-06-18T00:00:00Z,3966.4710844898727
2025-06-17T00:00:00Z,5322.483250634129
2025-06-16T00:00:00Z,4294.82855536032
2025-06-15T00:00:00Z,2454.600861660116
2025-06-14T00:00:00Z,3274.5560474500576
2025-06-13T00:00:00Z,6805.577209558239
2025-06-12T00:00:00Z,6275.7293088825045
2025-06-11T00:00:00Z,5534.284908214827
2025-06-10T00:00:00Z,7402.0962903191685
2025-06-09T00:00:00Z,5954.426598622308
2025-06-08T00:00:00Z,1700.6833083004776
2025-06-07T00:00:00Z,2406.188013375205
2025-06-06T00:00:00Z,3954.0207623809497
2025-06-05T00:00:00Z,5564.625583262205
2025-06-04T00:00:00Z,3745.514337289134
2025-06-03T00:00:00Z,5023.20087814167
2025-06-02T00:00:00Z,3797.103042725427
2025-06-01T00:00:00Z,1915.6380777358465
2025-05-31T00:00:00Z,2193.0793650607434
2025-05-30T00:00:00Z,4150.247656264612
2025-05-29T00:00:00Z,5609.668914196677
2025-05-28T00:00:00Z,5367.816834370744
2025-05-27T00:00:00Z,4817.759039753106
2025-05-26T00:00:00Z,3086.628159883078
2025-05-25T00:00:00Z,2486.403918811958
2025-05-24T00:00:00Z,2906.79248507594
2025-05-23T00:00:00Z,7633.876769714794
2025-05-22T00:00:00Z,7250.007234141183
2025-05-21T00:00:00Z,5363.84701426824
2025-05-20T00:00:00Z,4203.823357122225
2025-05-19T00:00:00Z,5307.525082383509
2025-05-18T00:00:00Z,2882.087259490319
2025-05-17T00:00:00Z,2926.4588553848516
2025-05-16T00:00:00Z,4598.124538740427
2025-05-15T00:00:00Z,5389.838930323888
2025-05-14T00:00:00Z,5755.943578912553
2025-05-13T00:00:00Z,6075.257392834043
2025-05-12T00:00:00Z,6138.013570657108
2025-05-11T00:00:00Z,3846.4589977520573
2025-05-10T00:00:00Z,4959.208774002449
2025-05-09T00:00:00Z,10966.960388074684
2025-05-08T00:00:00Z,7735.187642742853
2025-05-07T00:00:00Z,3172.9573741187105
2025-05-06T00:00:00Z,4349.424181257687
2025-05-05T00:00:00Z,2843.1902589637243
2025-05-04T00:00:00Z,2185.424920927748
2025-05-03T00:00:00Z,1787.587455149288
2025-05-02T00:00:00Z,2669.8001386994165
2025-05-01T00:00:00Z,3720.527856685194
2025-04-30T00:00:00Z,2961.295943985558
2025-04-29T00:00:00Z,3324.2213848489773
2025-04-28T00:00:00Z,3686.7599640648223
2025-04-27T00:00:00Z,6310.4434685243905
2025-04-26T00:00:00Z,7722.220013936272
2025-04-25T00:00:00Z,3746.1430275555467
2025-04-24T00:00:00Z,4989.625666312646
2025-04-23T00:00:00Z,5106.909248558716
2025-04-22T00:00:00Z,8190.654690626361
2025-04-21T00:00:00Z,3970.15300188226
2025-04-20T00:00:00Z,2386.5337236158502
2025-04-19T00:00:00Z,2293.9316841361306
2025-04-18T00:00:00Z,2045.3996755315545
2025-04-17T00:00:00Z,3636.128466316554
2025-04-16T00:00:00Z,4897.102539120561
2025-04-15T00:00:00Z,3945.599797027959
2025-04-14T00:00:00Z,4446.189716417612
2025-04-13T00:00:00Z,3711.471310567463
2025-04-12T00:00:00Z,3413.9342341902775
2025-04-11T00:00:00Z,3985.4012290029464
