Datetime,Transfers by External Contract Calls (Mean)
2026-02-15T00:00:00Z,24.49637782
2026-02-14T00:00:00Z,22.84748362
2026-02-13T00:00:00Z,24.53084869
2026-02-12T00:00:00Z,26.69038649
2026-02-11T00:00:00Z,24.01438146
2026-02-10T00:00:00Z,24.56484069
2026-02-09T00:00:00Z,22.98812849
2026-02-08T00:00:00Z,21.26797018
2026-02-07T00:00:00Z,22.96230103
2026-02-06T00:00:00Z,22.32201732
2026-02-05T00:00:00Z,22.5793007
2026-02-04T00:00:00Z,21.84689597
2026-02-03T00:00:00Z,21.98293468
2026-02-02T00:00:00Z,21.84636872
2026-02-01T00:00:00Z,21.37774054
2026-01-31T00:00:00Z,23.75003489
2026-01-30T00:00:00Z,24.63050753
2026-01-29T00:00:00Z,25.68563459
2026-01-28T00:00:00Z,27.06776352
2026-01-27T00:00:00Z,25.7195258
2026-01-26T00:00:00Z,26.47015342
2026-01-25T00:00:00Z,26.07973237
2026-01-24T00:00:00Z,28.75111545
2026-01-23T00:00:00Z,24.53560458
2026-01-22T00:00:00Z,24.78932663
2026-01-21T00:00:00Z,23.52906734
2026-01-20T00:00:00Z,25.55405217
2026-01-19T00:00:00Z,25.16782827
2026-01-18T00:00:00Z,21.67098301
2026-01-17T00:00:00Z,21.65016732
2026-01-16T00:00:00Z,22.41866295
2026-01-15T00:00:00Z,22.4818017
2026-01-14T00:00:00Z,24.7387664
2026-01-13T00:00:00Z,24.97788973
2026-01-12T00:00:00Z,24.21418598
2026-01-11T00:00:00Z,21.71924686
2026-01-10T00:00:00Z,22.03820945
2026-01-09T00:00:00Z,23.85224422
2026-01-08T00:00:00Z,24.14547233
2026-01-07T00:00:00Z,23.34948338
2026-01-06T00:00:00Z,22.89621064
2026-01-05T00:00:00Z,23.36367444
2026-01-04T00:00:00Z,21.49651422
2026-01-03T00:00:00Z,21.2209205
2026-01-02T00:00:00Z,22.20797324
2026-01-01T00:00:00Z,18.12622036
2025-12-31T00:00:00Z,18.05803571
2025-12-30T00:00:00Z,21.58676182
2025-12-29T00:00:00Z,23.6670856
2025-12-28T00:00:00Z,21.11560452
2025-12-27T00:00:00Z,20.66415305
2025-12-26T00:00:00Z,21.78388943
2025-12-25T00:00:00Z,21.50698324
2025-12-24T00:00:00Z,23.07083101
2025-12-23T00:00:00Z,20.56244761
2025-12-22T00:00:00Z,22.08504399
2025-12-21T00:00:00Z,17.34967958
2025-12-20T00:00:00Z,16.92246549
2025-12-19T00:00:00Z,21.11024172
2025-12-18T00:00:00Z,19.65199161
2025-12-17T00:00:00Z,19.37341153
2025-12-16T00:00:00Z,21.83528755
2025-12-15T00:00:00Z,20.22597765
2025-12-14T00:00:00Z,16.8591962
2025-12-13T00:00:00Z,17.63594406
2025-12-12T00:00:00Z,18.56678395
2025-12-11T00:00:00Z,19.8961312
2025-12-10T00:00:00Z,19.52042829
2025-12-09T00:00:00Z,18.22788543
2025-12-08T00:00:00Z,16.82301754
2025-12-07T00:00:00Z,14.77897687
2025-12-06T00:00:00Z,20.29194206
2025-12-05T00:00:00Z,23.6556357
2025-12-04T00:00:00Z,24.66711013
2025-12-03T00:00:00Z,27.59904131
2025-12-02T00:00:00Z,27.39963606
2025-12-01T00:00:00Z,28.30534565
2025-11-30T00:00:00Z,18.67327839
2025-11-29T00:00:00Z,18.87009359
2025-11-28T00:00:00Z,22.85301543
2025-11-27T00:00:00Z,23.88739307
2025-11-26T00:00:00Z,22.47669194
2025-11-25T00:00:00Z,21.92110454
2025-11-24T00:00:00Z,21.55622801
2025-11-23T00:00:00Z,21.09859551
2025-11-22T00:00:00Z,21.50936488
2025-11-21T00:00:00Z,21.94580174
2025-11-20T00:00:00Z,23.01136204
2025-11-19T00:00:00Z,23.08163552
2025-11-18T00:00:00Z,22.48729825
2025-11-17T00:00:00Z,22.94173803
2025-11-16T00:00:00Z,22.13890442
2025-11-15T00:00:00Z,22.12554173
2025-11-14T00:00:00Z,22.71198994
2025-11-13T00:00:00Z,23.19094985
2025-11-12T00:00:00Z,22.32401063
2025-11-11T00:00:00Z,24.42496847
2025-11-10T00:00:00Z,24.13701889
2025-11-09T00:00:00Z,24.07707344
2025-11-08T00:00:00Z,24.18003914
2025-11-07T00:00:00Z,20.65183942
2025-11-06T00:00:00Z,20.00559362
2025-11-05T00:00:00Z,20.84579832
2025-11-04T00:00:00Z,20.10794183
2025-11-03T00:00:00Z,22.65027246
2025-11-02T00:00:00Z,25.05768962
2025-11-01T00:00:00Z,19.51251223
2025-10-31T00:00:00Z,23.59078173
2025-10-30T00:00:00Z,24.59599496
2025-10-29T00:00:00Z,22.54812535
2025-10-28T00:00:00Z,22.32421437
2025-10-27T00:00:00Z,22.38557423
2025-10-26T00:00:00Z,20.49113252
2025-10-25T00:00:00Z,20.36488187
2025-10-24T00:00:00Z,21.66475203
2025-10-23T00:00:00Z,21.53457708
2025-10-22T00:00:00Z,22.47313789
2025-10-21T00:00:00Z,22.77604605
2025-10-20T00:00:00Z,21.96195423
2025-10-19T00:00:00Z,20.10527052
2025-10-18T00:00:00Z,19.63993843
2025-10-17T00:00:00Z,22.12941999
2025-10-16T00:00:00Z,22.14161647
2025-10-15T00:00:00Z,23.73503078
2025-10-14T00:00:00Z,24.57734266
2025-10-13T00:00:00Z,25.05906228
2025-10-12T00:00:00Z,24.16354749
2025-10-11T00:00:00Z,24.17898561
2025-10-10T00:00:00Z,24.20005596
2025-10-09T00:00:00Z,24.63647799
2025-10-08T00:00:00Z,25.13613445
2025-10-07T00:00:00Z,24.61078514
2025-10-06T00:00:00Z,23.98461754
2025-10-05T00:00:00Z,23.08250733
2025-10-04T00:00:00Z,21.604222
2025-10-03T00:00:00Z,23.51423786
2025-10-02T00:00:00Z,25.38164522
2025-10-01T00:00:00Z,23.61162465
2025-09-30T00:00:00Z,23.41886792
2025-09-29T00:00:00Z,21.31149602
2025-09-28T00:00:00Z,22.28391608
2025-09-27T00:00:00Z,25.171792
2025-09-26T00:00:00Z,28.29161417
2025-09-25T00:00:00Z,27.37590935
2025-09-24T00:00:00Z,29.83633571
2025-09-23T00:00:00Z,30.10281808
2025-09-22T00:00:00Z,25.74276123
2025-09-21T00:00:00Z,23.05471592
2025-09-20T00:00:00Z,23.15911633
2025-09-19T00:00:00Z,24.22098058
2025-09-18T00:00:00Z,23.84522978
2025-09-17T00:00:00Z,27.91290998
2025-09-16T00:00:00Z,31.77360335
2025-09-15T00:00:00Z,27.39549839
2025-09-14T00:00:00Z,25.83112537
2025-09-13T00:00:00Z,26.3852379
2025-09-12T00:00:00Z,26.06852756
2025-09-11T00:00:00Z,24.90106205
2025-09-10T00:00:00Z,26.85369278
2025-09-09T00:00:00Z,25.18733436
2025-09-08T00:00:00Z,22.51585417
2025-09-07T00:00:00Z,22.10962156
2025-09-06T00:00:00Z,25.14861461
2025-09-05T00:00:00Z,23.28986317
2025-09-04T00:00:00Z,23.19122783
2025-09-03T00:00:00Z,22.84163527
2025-09-02T00:00:00Z,24.05078563
2025-09-01T00:00:00Z,22.20404745
2025-08-31T00:00:00Z,23.46901173
2025-08-30T00:00:00Z,22.33946488
2025-08-29T00:00:00Z,27.59539749
2025-08-28T00:00:00Z,25.20195531
2025-08-27T00:00:00Z,25.25973482
2025-08-26T00:00:00Z,25.70629273
2025-08-25T00:00:00Z,27.59556362
2025-08-24T00:00:00Z,27.76512406
2025-08-23T00:00:00Z,28.99832355
2025-08-22T00:00:00Z,28.96653186
2025-08-21T00:00:00Z,28.46402124
2025-08-20T00:00:00Z,29.25317339
2025-08-19T00:00:00Z,28.62792642
2025-08-18T00:00:00Z,29.1205189
2025-08-17T00:00:00Z,28.78898955
2025-08-16T00:00:00Z,26.79533715
2025-08-15T00:00:00Z,29.0707409
2025-08-14T00:00:00Z,29.76616289
2025-08-13T00:00:00Z,30.9871598
2025-08-12T00:00:00Z,31.39385904
2025-08-11T00:00:00Z,31.0968645
2025-08-10T00:00:00Z,32.74137208
2025-08-09T00:00:00Z,32.51801173
2025-08-08T00:00:00Z,32.46605197
2025-08-07T00:00:00Z,30.80766005
2025-08-06T00:00:00Z,29.53010197
2025-08-05T00:00:00Z,28.90462226
2025-08-04T00:00:00Z,28.39246336
2025-08-03T00:00:00Z,26.2734375
2025-08-02T00:00:00Z,28.02293386
2025-08-01T00:00:00Z,29.60198657
2025-07-31T00:00:00Z,24.37445736
2025-07-30T00:00:00Z,24.79191156
2025-07-29T00:00:00Z,29.11047406
2025-07-28T00:00:00Z,30.92012869
2025-07-27T00:00:00Z,30.0927605
2025-07-26T00:00:00Z,27.93298897
2025-07-25T00:00:00Z,31.15943449
2025-07-24T00:00:00Z,30.97174035
2025-07-23T00:00:00Z,30.79533063
2025-07-22T00:00:00Z,33.42087589
2025-07-21T00:00:00Z,29.61963961
2025-07-20T00:00:00Z,27.28411789
2025-07-19T00:00:00Z,25.68732513
2025-07-18T00:00:00Z,24.76959554
2025-07-17T00:00:00Z,24.05952049
2025-07-16T00:00:00Z,25.97445918
2025-07-15T00:00:00Z,26.92035151
2025-07-14T00:00:00Z,26.85636516
2025-07-13T00:00:00Z,26.88423405
2025-07-12T00:00:00Z,25.93619992
2025-07-11T00:00:00Z,26.23038187
2025-07-10T00:00:00Z,28.90202373
2025-07-09T00:00:00Z,28.26847704
2025-07-08T00:00:00Z,27.59379802
2025-07-07T00:00:00Z,25.80843929
2025-07-06T00:00:00Z,25.77474832
2025-07-05T00:00:00Z,26.18203442
2025-07-04T00:00:00Z,26.04130617
2025-07-03T00:00:00Z,23.95064318
2025-07-02T00:00:00Z,23.73854108
2025-07-01T00:00:00Z,24.49258741
2025-06-30T00:00:00Z,24.16029042
2025-06-29T00:00:00Z,23.18683473
2025-06-28T00:00:00Z,22.32998185
2025-06-27T00:00:00Z,24.0033543
2025-06-26T00:00:00Z,23.70143835
2025-06-25T00:00:00Z,21.61608265
2025-06-24T00:00:00Z,25.16196987
2025-06-23T00:00:00Z,24.58307692
2025-06-22T00:00:00Z,24.88801792
2025-06-21T00:00:00Z,23.6772435
2025-06-20T00:00:00Z,24.00335711
2025-06-19T00:00:00Z,26.93994413
2025-06-18T00:00:00Z,25.38878792
2025-06-17T00:00:00Z,24.60176495
2025-06-16T00:00:00Z,25.79944017
2025-06-15T00:00:00Z,23.98948991
2025-06-14T00:00:00Z,25.994692
2025-06-13T00:00:00Z,25.67975958
2025-06-12T00:00:00Z,25.0686863
2025-06-11T00:00:00Z,27.14767165
2025-06-10T00:00:00Z,27.51914477
2025-06-09T00:00:00Z,28.19482155
2025-06-08T00:00:00Z,30.31083159
2025-06-07T00:00:00Z,29.28521569
2025-06-06T00:00:00Z,26.14049818
2025-06-05T00:00:00Z,26.49383581
2025-06-04T00:00:00Z,27.08194425
2025-06-03T00:00:00Z,28.21776224
2025-06-02T00:00:00Z,30.96086408
2025-06-01T00:00:00Z,33.96164077
2025-05-31T00:00:00Z,28.02530053
2025-05-30T00:00:00Z,27.62272854
2025-05-29T00:00:00Z,29.79431532
2025-05-28T00:00:00Z,26.14906745
2025-05-27T00:00:00Z,25.26952634
2025-05-26T00:00:00Z,26.59907511
2025-05-25T00:00:00Z,26.87990471
2025-05-24T00:00:00Z,25.21563682
2025-05-23T00:00:00Z,25.86623758
2025-05-22T00:00:00Z,26.8314921
2025-05-21T00:00:00Z,27.52170868
2025-05-20T00:00:00Z,28.04487449
2025-05-19T00:00:00Z,25.75919685
2025-05-18T00:00:00Z,26.80839416
2025-05-17T00:00:00Z,26.00799215
2025-05-16T00:00:00Z,27.50267229
2025-05-15T00:00:00Z,25.40182713
2025-05-14T00:00:00Z,24.85106982
2025-05-13T00:00:00Z,26.33098889
2025-05-12T00:00:00Z,25.71525137
2025-05-11T00:00:00Z,28.81206921
2025-05-10T00:00:00Z,28.15838378
2025-05-09T00:00:00Z,23.00565131
2025-05-08T00:00:00Z,20.02341326
2025-05-07T00:00:00Z,19.99587951
2025-05-06T00:00:00Z,20.85892757
2025-05-05T00:00:00Z,20.15219826
2025-05-04T00:00:00Z,20.14986682
2025-05-03T00:00:00Z,18.34340467
2025-05-02T00:00:00Z,20.40550794
2025-05-01T00:00:00Z,20.98107388
2025-04-30T00:00:00Z,20.94218116
2025-04-29T00:00:00Z,22.26090604
2025-04-28T00:00:00Z,21.62918994
2025-04-27T00:00:00Z,20.48509749
2025-04-26T00:00:00Z,20.29325717
2025-04-25T00:00:00Z,21.21762164
2025-04-24T00:00:00Z,20.34372379
2025-04-23T00:00:00Z,22.15033501
2025-04-22T00:00:00Z,21.05856924
2025-04-21T00:00:00Z,20.58091518
2025-04-20T00:00:00Z,18.71971496
2025-04-19T00:00:00Z,17.96149016
2025-04-18T00:00:00Z,20.10378016
2025-04-17T00:00:00Z,19.51962016
2025-04-16T00:00:00Z,19.68428392
2025-04-15T00:00:00Z,19.53157307
2025-04-14T00:00:00Z,19.03780692
2025-04-13T00:00:00Z,20.64381271
2025-04-12T00:00:00Z,21.9651665
2025-04-11T00:00:00Z,21.97226867
