Datetime,Tokens Transferred Between EOA USD (Total)
2025-10-28T00:00:00Z,6154134595.854696
2025-10-27T00:00:00Z,6290181951.21908
2025-10-26T00:00:00Z,3770702871.1128645
2025-10-25T00:00:00Z,1952578344.0615885
2025-10-24T00:00:00Z,5749217126.879371
2025-10-23T00:00:00Z,5682669329.362148
2025-10-22T00:00:00Z,4720899542.104014
2025-10-21T00:00:00Z,5705041331.182718
2025-10-20T00:00:00Z,6695418706.236055
2025-10-19T00:00:00Z,2670823259.3659244
2025-10-18T00:00:00Z,2063243902.30196
2025-10-17T00:00:00Z,7267029282.215256
2025-10-16T00:00:00Z,6142953722.166673
2025-10-15T00:00:00Z,7124533057.845355
2025-10-14T00:00:00Z,11742428483.424603
2025-10-13T00:00:00Z,6886956859.278116
2025-10-12T00:00:00Z,4660826560.059998
2025-10-11T00:00:00Z,9117094170.246477
2025-10-10T00:00:00Z,7154239706.0311775
2025-10-09T00:00:00Z,6553150682.484269
2025-10-08T00:00:00Z,9641342862.301205
2025-10-07T00:00:00Z,8759379304.994854
2025-10-06T00:00:00Z,8493843649.641256
2025-10-05T00:00:00Z,4037997133.5350285
2025-10-04T00:00:00Z,3576792565.2495613
2025-10-03T00:00:00Z,7185406737.560341
2025-10-02T00:00:00Z,7777121711.356708
2025-10-01T00:00:00Z,8651347873.68902
2025-09-30T00:00:00Z,8085398120.182315
2025-09-29T00:00:00Z,6380634182.340014
2025-09-28T00:00:00Z,1894604399.5860527
2025-09-27T00:00:00Z,2204911952.71676
2025-09-26T00:00:00Z,8799863558.879585
2025-09-25T00:00:00Z,9689253251.710827
2025-09-24T00:00:00Z,6701732301.639657
2025-09-23T00:00:00Z,5365635657.91916
2025-09-22T00:00:00Z,10420449447.80915
2025-09-21T00:00:00Z,2725861955.658813
2025-09-20T00:00:00Z,2290478548.7169476
2025-09-19T00:00:00Z,8408830419.249942
2025-09-18T00:00:00Z,12543842118.921207
2025-09-17T00:00:00Z,8301189025.033911
2025-09-16T00:00:00Z,9242875360.217026
2025-09-15T00:00:00Z,8221949100.213005
2025-09-14T00:00:00Z,3339263772.972999
2025-09-13T00:00:00Z,3255916833.365286
2025-09-12T00:00:00Z,8188455178.492999
2025-09-11T00:00:00Z,6864708371.586998
2025-09-10T00:00:00Z,6888199369.696533
2025-09-09T00:00:00Z,7342700481.211502
2025-09-08T00:00:00Z,8555343561.5914755
2025-09-07T00:00:00Z,1776724827.4278936
2025-09-06T00:00:00Z,2484724255.8702393
2025-09-05T00:00:00Z,9267794208.548176
2025-09-04T00:00:00Z,8798297661.916708
2025-09-03T00:00:00Z,8645398475.027557
2025-09-02T00:00:00Z,8051717251.530995
2025-09-01T00:00:00Z,8076288603.462978
2025-08-31T00:00:00Z,4337868275.50684
2025-08-30T00:00:00Z,3916155037.1963344
2025-08-29T00:00:00Z,8877512867.989212
2025-08-28T00:00:00Z,8327180447.752803
2025-08-27T00:00:00Z,10823075527.325659
2025-08-26T00:00:00Z,12908269103.017138
2025-08-25T00:00:00Z,12257434998.275667
2025-08-24T00:00:00Z,9851692281.811365
2025-08-23T00:00:00Z,10294865277.015285
2025-08-22T00:00:00Z,13450346328.428917
2025-08-21T00:00:00Z,7599188806.678147
2025-08-20T00:00:00Z,9574778698.712784
2025-08-19T00:00:00Z,7473945164.628664
2025-08-18T00:00:00Z,12461845791.015324
2025-08-17T00:00:00Z,3275151306.363336
2025-08-16T00:00:00Z,4480302595.861686
2025-08-15T00:00:00Z,12189149467.03357
2025-08-14T00:00:00Z,16837698459.960705
2025-08-13T00:00:00Z,16391857465.257284
2025-08-12T00:00:00Z,15196189965.376394
2025-08-11T00:00:00Z,11675568232.311213
2025-08-10T00:00:00Z,5377027073.521008
2025-08-09T00:00:00Z,7061516186.3968115
2025-08-08T00:00:00Z,10285950862.74303
2025-08-07T00:00:00Z,7362079728.233384
2025-08-06T00:00:00Z,5116838292.264834
2025-08-05T00:00:00Z,7253583206.674191
2025-08-04T00:00:00Z,7308263485.710449
2025-08-03T00:00:00Z,2754366145.0693574
2025-08-02T00:00:00Z,3027270070.068332
2025-08-01T00:00:00Z,7303770162.449864
2025-07-31T00:00:00Z,5555308244.248653
2025-07-30T00:00:00Z,7295587929.57647
2025-07-29T00:00:00Z,5834901222.398757
2025-07-28T00:00:00Z,8827472737.675467
2025-07-27T00:00:00Z,3874510388.9310465
2025-07-26T00:00:00Z,2656769107.0929837
2025-07-25T00:00:00Z,9684065605.898632
2025-07-24T00:00:00Z,9247086729.867311
2025-07-23T00:00:00Z,10543599167.243504
2025-07-22T00:00:00Z,9484270726.322308
2025-07-21T00:00:00Z,11760168231.699018
2025-07-20T00:00:00Z,5237416549.481396
2025-07-19T00:00:00Z,3251769358.728739
2025-07-18T00:00:00Z,14858917212.803827
2025-07-17T00:00:00Z,11278884936.898167
2025-07-16T00:00:00Z,10449881717.021336
2025-07-15T00:00:00Z,7382399069.377693
2025-07-14T00:00:00Z,7457285219.254002
2025-07-13T00:00:00Z,2179201993.638654
2025-07-12T00:00:00Z,2834863073.006231
2025-07-11T00:00:00Z,9484328528.477982
2025-07-10T00:00:00Z,7202068906.054018
2025-07-09T00:00:00Z,5762847882.398464
2025-07-08T00:00:00Z,3562142482.9024773
2025-07-07T00:00:00Z,3401164231.4736786
2025-07-06T00:00:00Z,1015938269.1226369
2025-07-05T00:00:00Z,1152857542.6765683
2025-07-04T00:00:00Z,2516924649.3726315
2025-07-03T00:00:00Z,4013408769.4177194
2025-07-02T00:00:00Z,3877744202.327157
2025-07-01T00:00:00Z,4157953709.80994
2025-06-30T00:00:00Z,3861449932.95987
2025-06-29T00:00:00Z,1383129765.2474287
2025-06-28T00:00:00Z,1298218001.4497113
2025-06-27T00:00:00Z,3085004115.7777247
2025-06-26T00:00:00Z,3501457186.3964763
2025-06-25T00:00:00Z,3588820584.162144
2025-06-24T00:00:00Z,4486316258.59074
2025-06-23T00:00:00Z,3998043819.829869
2025-06-22T00:00:00Z,2887468524.819038
2025-06-21T00:00:00Z,1814206690.6717646
2025-06-20T00:00:00Z,5859440237.98827
2025-06-19T00:00:00Z,3059380293.0048623
2025-06-18T00:00:00Z,3689344505.3911633
2025-06-17T00:00:00Z,3809697163.8656125
2025-06-16T00:00:00Z,4134342250.6995506
2025-06-15T00:00:00Z,1244229598.62521
2025-06-14T00:00:00Z,1318557979.292052
2025-06-13T00:00:00Z,6280721812.686059
2025-06-12T00:00:00Z,5887609395.355507
2025-06-11T00:00:00Z,6880021069.59933
2025-06-10T00:00:00Z,8172665708.933975
2025-06-09T00:00:00Z,4073498956.31712
2025-06-08T00:00:00Z,2070841510.109174
2025-06-07T00:00:00Z,1427477843.8343358
2025-06-06T00:00:00Z,4608509122.787512
2025-06-05T00:00:00Z,5700679295.469439
2025-06-04T00:00:00Z,5448819340.863834
2025-06-03T00:00:00Z,5793635981.387179
2025-06-02T00:00:00Z,4522533857.905495
2025-06-01T00:00:00Z,1747510851.7684734
2025-05-31T00:00:00Z,1852119495.3713324
2025-05-30T00:00:00Z,4746812559.990137
2025-05-29T00:00:00Z,4979020261.653305
2025-05-28T00:00:00Z,4611983354.679507
2025-05-27T00:00:00Z,4884376918.297356
2025-05-26T00:00:00Z,2846972605.533043
2025-05-25T00:00:00Z,2083356447.5541768
2025-05-24T00:00:00Z,1389290991.2984943
2025-05-23T00:00:00Z,6789076969.873017
2025-05-22T00:00:00Z,5329240467.39211
2025-05-21T00:00:00Z,6316838405.671682
2025-05-20T00:00:00Z,4355083967.631342
2025-05-19T00:00:00Z,4664376312.691469
2025-05-18T00:00:00Z,1939892047.8591213
2025-05-17T00:00:00Z,2420581515.637322
2025-05-16T00:00:00Z,4430535757.588455
2025-05-15T00:00:00Z,5587737188.864764
2025-05-14T00:00:00Z,5296983538.184311
2025-05-13T00:00:00Z,5459319495.822037
2025-05-12T00:00:00Z,5124348029.906364
2025-05-11T00:00:00Z,2758592243.176897
2025-05-10T00:00:00Z,3056940009.7718844
2025-05-09T00:00:00Z,5771548303.860147
2025-05-08T00:00:00Z,5331462836.164542
2025-05-07T00:00:00Z,2290139827.436542
2025-05-06T00:00:00Z,1712554872.5028799
2025-05-05T00:00:00Z,2035233092.4491436
2025-05-04T00:00:00Z,1039787358.8324889
2025-05-03T00:00:00Z,789705409.5260826
2025-05-02T00:00:00Z,2015233695.202607
2025-05-01T00:00:00Z,2073843112.9870691
2025-04-30T00:00:00Z,2266670437.558792
2025-04-29T00:00:00Z,2993168589.1492867
2025-04-28T00:00:00Z,3730006068.8387065
2025-04-27T00:00:00Z,1487754226.2829294
2025-04-26T00:00:00Z,1282133481.6005094
2025-04-25T00:00:00Z,3440438561.8219566
2025-04-24T00:00:00Z,3491813184.76074
2025-04-23T00:00:00Z,3645205932.932454
2025-04-22T00:00:00Z,4300591172.024612
2025-04-21T00:00:00Z,2671067763.422069
2025-04-20T00:00:00Z,1358656465.1916742
2025-04-19T00:00:00Z,1402703556.8095007
2025-04-18T00:00:00Z,1571581740.430919
2025-04-17T00:00:00Z,1939458119.4962575
2025-04-16T00:00:00Z,1806706788.9833553
2025-04-15T00:00:00Z,2095992633.6864722
2025-04-14T00:00:00Z,2825305428.248826
2025-04-13T00:00:00Z,1216376576.918586
2025-04-12T00:00:00Z,1059835059.7944562
2025-04-11T00:00:00Z,2276536430.756797
2025-04-10T00:00:00Z,2151452389.402383
2025-04-09T00:00:00Z,3804379409.674621
2025-04-08T00:00:00Z,2389573642.8449025
2025-04-07T00:00:00Z,4507044248.580614
2025-04-06T00:00:00Z,1984193357.139869
2025-04-05T00:00:00Z,1014633145.156396
2025-04-04T00:00:00Z,2022011045.6527345
2025-04-03T00:00:00Z,2310819451.4268694
2025-04-02T00:00:00Z,1939936617.8582716
2025-04-01T00:00:00Z,2310771766.6858387
2025-03-31T00:00:00Z,2923442213.750055
2025-03-30T00:00:00Z,816854457.4131498
2025-03-29T00:00:00Z,1100394117.1781979
2025-03-28T00:00:00Z,3558275863.7903175
2025-03-27T00:00:00Z,2059065514.2332418
2025-03-26T00:00:00Z,2205997313.7533126
2025-03-25T00:00:00Z,1824879153.7380497
2025-03-24T00:00:00Z,2707527945.391969
2025-03-23T00:00:00Z,941358408.7862053
2025-03-22T00:00:00Z,986132121.0876689
2025-03-21T00:00:00Z,2369118392.554617
2025-03-20T00:00:00Z,2882543400.1200957
2025-03-19T00:00:00Z,3514357725.154217
2025-03-18T00:00:00Z,3137350920.3619633
2025-03-17T00:00:00Z,2740004833.140444
2025-03-16T00:00:00Z,1043629143.8077121
2025-03-15T00:00:00Z,983969431.5755017
2025-03-14T00:00:00Z,2429753104.2861876
2025-03-13T00:00:00Z,2655316639.896303
2025-03-12T00:00:00Z,3462536294.322537
2025-03-11T00:00:00Z,4399120360.822181
2025-03-10T00:00:00Z,4534305969.316051
2025-03-09T00:00:00Z,1569328461.7521062
2025-03-08T00:00:00Z,1144295469.5163176
2025-03-07T00:00:00Z,4320717522.663342
2025-03-06T00:00:00Z,3030849996.525465
2025-03-05T00:00:00Z,3205485598.742018
2025-03-04T00:00:00Z,4525743145.418247
2025-03-03T00:00:00Z,5743660930.031699
2025-03-02T00:00:00Z,4325736862.834787
2025-03-01T00:00:00Z,2624368957.3069158
2025-02-28T00:00:00Z,6327410316.458718
2025-02-27T00:00:00Z,5234657036.969501
2025-02-26T00:00:00Z,5292456050.018467
2025-02-25T00:00:00Z,8186132142.235145
2025-02-24T00:00:00Z,4798727540.909337
2025-02-23T00:00:00Z,4130001024.7419853
2025-02-22T00:00:00Z,5182050386.745972
2025-02-21T00:00:00Z,6400270125.08525
2025-02-20T00:00:00Z,2651275145.8723474
2025-02-19T00:00:00Z,2684652103.40066
2025-02-18T00:00:00Z,3428022224.0176167
2025-02-17T00:00:00Z,2470182249.3308964
2025-02-16T00:00:00Z,1596082372.2595692
2025-02-15T00:00:00Z,1487491357.6637332
2025-02-14T00:00:00Z,3980650793.814556
2025-02-13T00:00:00Z,3506364396.3716984
2025-02-12T00:00:00Z,3855815026.8394775
2025-02-11T00:00:00Z,3298662452.873767
2025-02-10T00:00:00Z,3414187451.525681
2025-02-09T00:00:00Z,3298738778.0694094
2025-02-08T00:00:00Z,3984888689.1708565
2025-02-07T00:00:00Z,3918451212.6550574
2025-02-06T00:00:00Z,4110262996.2740154
2025-02-05T00:00:00Z,7043302949.136302
2025-02-04T00:00:00Z,8014160239.21838
2025-02-03T00:00:00Z,12671821127.271702
2025-02-02T00:00:00Z,4233391510.023599
2025-02-01T00:00:00Z,2071764888.2414966
2025-01-31T00:00:00Z,7109218216.71617
2025-01-30T00:00:00Z,3453673242.0513864
2025-01-29T00:00:00Z,2658047516.254526
2025-01-28T00:00:00Z,4936488551.287897
2025-01-27T00:00:00Z,5823765331.394348
2025-01-26T00:00:00Z,1680732603.481945
2025-01-25T00:00:00Z,2866075782.5524993
2025-01-24T00:00:00Z,5105587440.974528
2025-01-23T00:00:00Z,5982305196.204586
2025-01-22T00:00:00Z,5244205746.812102
2025-01-21T00:00:00Z,5963601194.986117
2025-01-20T00:00:00Z,5819126719.697625
2025-01-19T00:00:00Z,5585560453.379154
2025-01-18T00:00:00Z,4171123732.518257
2025-01-17T00:00:00Z,5651629080.082569
2025-01-16T00:00:00Z,4612742387.171477
2025-01-15T00:00:00Z,3609687267.551061
2025-01-14T00:00:00Z,3419702827.073388
2025-01-13T00:00:00Z,5127263693.056045
2025-01-12T00:00:00Z,2261839573.3579125
2025-01-11T00:00:00Z,1349143112.4943826
2025-01-10T00:00:00Z,3847730436.322346
2025-01-09T00:00:00Z,5462076902.058424
2025-01-08T00:00:00Z,5496655221.139212
2025-01-07T00:00:00Z,4955957387.849958
2025-01-06T00:00:00Z,4455460964.642692
2025-01-05T00:00:00Z,1638971314.5761492
2025-01-04T00:00:00Z,2735279690.124186
2025-01-03T00:00:00Z,4127420449.737553
2025-01-02T00:00:00Z,4498839981.161613
2025-01-01T00:00:00Z,3797337625.6122046
2024-12-31T00:00:00Z,5170068298.049591
2024-12-30T00:00:00Z,5508480503.460167
2024-12-29T00:00:00Z,1838561167.0544958
2024-12-28T00:00:00Z,1668773319.2189415
2024-12-27T00:00:00Z,4358285680.403682
2024-12-26T00:00:00Z,3588280503.3267922
2024-12-25T00:00:00Z,2070727686.3666675
2024-12-24T00:00:00Z,6168172403.107439
2024-12-23T00:00:00Z,6217839048.575687
2024-12-22T00:00:00Z,2824894990.9967766
2024-12-21T00:00:00Z,3436498613.3112583
2024-12-20T00:00:00Z,8253382243.996528
2024-12-19T00:00:00Z,6668700891.064054
2024-12-18T00:00:00Z,5691268576.240177
2024-12-17T00:00:00Z,7168229095.343171
2024-12-16T00:00:00Z,6571671255.173282
2024-12-15T00:00:00Z,2287093596.9163117
2024-12-14T00:00:00Z,2131172807.2251256
2024-12-13T00:00:00Z,7182183968.736404
2024-12-12T00:00:00Z,6480038756.758863
2024-12-11T00:00:00Z,9024662303.675236
2024-12-10T00:00:00Z,6716258557.5898485
2024-12-09T00:00:00Z,7343378594.357168
2024-12-08T00:00:00Z,3013758171.9484534
2024-12-07T00:00:00Z,4137003197.4516745
2024-12-06T00:00:00Z,11634434919.879148
2024-12-05T00:00:00Z,9086682559.589615
2024-12-04T00:00:00Z,10021188994.721037
2024-12-03T00:00:00Z,8358290466.468955
2024-12-02T00:00:00Z,8906935857.830421
2024-12-01T00:00:00Z,3455283059.2851257
2024-11-30T00:00:00Z,3624864296.230113
2024-11-29T00:00:00Z,6033584038.728687
2024-11-28T00:00:00Z,5389677230.031377
2024-11-27T00:00:00Z,7656688135.176802
2024-11-26T00:00:00Z,5640813877.668533
2024-11-25T00:00:00Z,9051220816.770521
2024-11-24T00:00:00Z,2572111046.494442
2024-11-23T00:00:00Z,3625334012.390637
2024-11-22T00:00:00Z,6671010151.846601
2024-11-21T00:00:00Z,8363798445.52124
2024-11-20T00:00:00Z,4997928270.515791
2024-11-19T00:00:00Z,4868492183.472676
2024-11-18T00:00:00Z,5414005751.549673
2024-11-17T00:00:00Z,2478704872.9869704
2024-11-16T00:00:00Z,2925409149.3913035
2024-11-15T00:00:00Z,4659733636.736125
2024-11-14T00:00:00Z,4589952662.018282
2024-11-13T00:00:00Z,6500285703.504411
2024-11-12T00:00:00Z,8800813395.258198
2024-11-11T00:00:00Z,6184410382.859702
2024-11-10T00:00:00Z,5243878286.231906
2024-11-09T00:00:00Z,3591473216.929896
2024-11-08T00:00:00Z,4343167760.22802
2024-11-07T00:00:00Z,5215068432.388825
2024-11-06T00:00:00Z,5746946923.113053
2024-11-05T00:00:00Z,3929254359.5551476
2024-11-04T00:00:00Z,2916341344.0700293
2024-11-03T00:00:00Z,1487897952.22745
2024-11-02T00:00:00Z,1577485887.1895015
2024-11-01T00:00:00Z,3243191119.267084
2024-10-31T00:00:00Z,3041953204.0630584
2024-10-30T00:00:00Z,3598658671.2713723
2024-10-29T00:00:00Z,4987223582.005594
2024-10-28T00:00:00Z,3215502056.4143305
2024-10-27T00:00:00Z,1210900698.1521227
2024-10-26T00:00:00Z,1565101304.9437556
2024-10-25T00:00:00Z,5080606105.5383415
2024-10-24T00:00:00Z,2674851924.2354903
2024-10-23T00:00:00Z,2647381553.2131925
2024-10-22T00:00:00Z,3040422052.8896003
2024-10-21T00:00:00Z,3232006039.9930506
2024-10-20T00:00:00Z,1837586666.0224586
2024-10-19T00:00:00Z,1541391874.7877412
2024-10-18T00:00:00Z,3487618404.1703696
2024-10-17T00:00:00Z,3409644045.064349
2024-10-16T00:00:00Z,2997350933.6755605
2024-10-15T00:00:00Z,4007425923.810867
2024-10-14T00:00:00Z,2900871255.5822525
2024-10-13T00:00:00Z,1001920446.8083421
2024-10-12T00:00:00Z,1298902114.003582
2024-10-11T00:00:00Z,3503187130.3562727
2024-10-10T00:00:00Z,2200383300.75187
2024-10-09T00:00:00Z,2744018109.6332374
2024-10-08T00:00:00Z,2195413919.481826
2024-10-07T00:00:00Z,2602831843.155923
2024-10-06T00:00:00Z,850983287.6220478
2024-10-05T00:00:00Z,1592252165.2340062
2024-10-04T00:00:00Z,2317215895.888625
2024-10-03T00:00:00Z,2418176701.227925
2024-10-02T00:00:00Z,2873302697.618577
2024-10-01T00:00:00Z,3377040499.7193246
2024-09-30T00:00:00Z,3640022919.7893414
2024-09-29T00:00:00Z,1116190961.5061855
2024-09-28T00:00:00Z,1206750258.6995225
2024-09-27T00:00:00Z,3358899429.9437766
2024-09-26T00:00:00Z,2583617581.1721244
2024-09-25T00:00:00Z,3215392164.027263
2024-09-24T00:00:00Z,3399612898.441498
2024-09-23T00:00:00Z,3417593358.9778633
2024-09-22T00:00:00Z,1256430192.4066951
2024-09-21T00:00:00Z,1264288073.9366455
2024-09-20T00:00:00Z,3208922737.371376
2024-09-19T00:00:00Z,3739177933.0322986
2024-09-18T00:00:00Z,2588722002.5774627
2024-09-17T00:00:00Z,2495729753.36717
2024-09-16T00:00:00Z,2646224481.4389067
2024-09-15T00:00:00Z,894401039.5082418
2024-09-14T00:00:00Z,1104198721.3159516
2024-09-13T00:00:00Z,2375052103.7031965
2024-09-12T00:00:00Z,2106561853.9692059
2024-09-11T00:00:00Z,3110141425.038029
2024-09-10T00:00:00Z,2957987654.154889
2024-09-09T00:00:00Z,2488412478.5931044
2024-09-08T00:00:00Z,979947431.2071966
2024-09-07T00:00:00Z,1383933556.0499773
2024-09-06T00:00:00Z,2829536690.451004
2024-09-05T00:00:00Z,2283646075.9684353
2024-09-04T00:00:00Z,2984918148.908334
2024-09-03T00:00:00Z,3109010582.953877
2024-09-02T00:00:00Z,1915755917.088101
2024-09-01T00:00:00Z,1226490988.4508295
2024-08-31T00:00:00Z,1038964923.5175657
2024-08-30T00:00:00Z,2414972055.4986095
2024-08-29T00:00:00Z,2260583449.8556085
2024-08-28T00:00:00Z,3322431272.3174706
2024-08-27T00:00:00Z,2629380426.526906
2024-08-26T00:00:00Z,2339192370.175296
2024-08-25T00:00:00Z,938449906.3638101
2024-08-24T00:00:00Z,1444135006.0221066
2024-08-23T00:00:00Z,4040930572.14046
2024-08-22T00:00:00Z,2510262503.1583962
