date,Binance,Bitget,Bybit,Crypto.com,Gate.io,Kraken,OKX
2022-08-31,7828170200.65249,,2409636955.53426,,,,4364899573.69298
2022-09-01,8158083611.09496,,2409636955.53426,,,,4375599191.39624
2022-09-02,7965814001.14685,,2409636955.53426,,,,4459523244.08715
2022-09-03,8359012487.688,,2409636955.53426,,,,4324096776.94127
2022-09-04,8384374946.27801,,2446972127.62176,,,,4389296968.8922
2022-09-05,8624671707.36141,,2426498539.7341,,,,4432370791.81807
2022-09-06,8122175595.34475,,2318307966.0976,,,,4184139503.27581
2022-09-07,8149932576.82481,,2308952000.128,,,,4186804485.52524
2022-09-08,8263215762.09377,,2349738094.80688,,,,4320202030.61311
2022-09-09,9127158770.23735,,2449366408.1387,,,,4527301636.44988
2022-09-10,9345757308.80579,,2442852338.36818,,,,4463567323.49921
2022-09-11,9362093740.94824,,2471406197.71372,,,,4476547078.49847
2022-09-12,9526622643.72721,,2530467172.53676,,,,4452267311.41081
2022-09-13,8100589943.94661,,2973380933.20491,,,,4275213781.83359
2022-09-14,8176100914.68365,,3059803649.45273,,,,4372993505.56628
2022-09-15,7848855464.6403,,2997395776.6667,,,,4008982925.58449
2022-09-16,7965364619.96321,,3055566999.04318,,,,4107760739.70362
2022-09-17,8242684604.57372,,3148685100.4962,,,,4123762518.20406
2022-09-18,7684399153.04406,,3012146646.00673,,,,4008719674.91824
2022-09-19,7535962198.34762,,2987023746.59838,,,,4024160305.45722
2022-09-20,7386599352.02682,,2943043321.50109,,,,4084869662.64526
2022-09-21,7172140018.35899,,2863216655.79361,,,,3999958546.7015
2022-09-22,7740825609.86839,,2982955350.06716,,,,4057600174.43608
2022-09-23,7649689940.19728,,2938765982.96223,,,,4137654217.62399
2022-09-24,7638216110.89467,,2968015434.27183,,,,3994326599.3145
2022-09-25,7581324832.34146,,2993917763.0101,,,,3988310964.16495
2022-09-26,7941073952.36232,,3092916041.42663,,,,3981901740.44065
2022-09-27,7810221485.30741,,3009846477.1315,,,,3978979578.04225
2022-09-28,7968155495.42175,,3166795832.08437,,,,3772506594.98147
2022-09-29,7978969641.93144,,3093322644.38086,,,,3733439097.97947
2022-09-30,7831442128.02156,,3010783599.96401,,,,3789421682.84708
2022-10-01,7809098868.36193,,3086622593.61274,,,,3427835697.64466
2022-10-02,7769951679.53917,,3028259517.59744,,,,3428168824.37117
2022-10-03,8154826215.56527,,3248586453.84527,,,,3402426375.33304
2022-10-04,9306136295.68147,,3562059067.62314,,,,3522487868.12583
2022-10-05,8929941554.74686,,3404938026.78806,,,,3471694970.41656
2022-10-06,8887927615.31446,,3387157299.70192,,,,3537259271.47444
2022-10-07,8569383117.4803,,3419139339.85317,,,,3674627577.01562
2022-10-08,8495294664.16868,,3396806488.87108,,,,3627512426.01521
2022-10-09,8593424257.89274,,3505177728.59365,,,,3716541515.0303
2022-10-10,8599561457.09981,,3421720639.82697,,,,3719172963.24062
2022-10-11,8623936595.69658,,3434166198.32674,,,,3981727053.34825
2022-10-12,8550358060.11747,,3493579860.92015,,,,4050056349.51825
2022-10-13,8446451081.68236,,3429817521.63259,,,,4083477789.07791
2022-10-14,8231917417.36956,,3385930451.40795,,,,4128417219.80478
2022-10-15,8184251632.98374,,3396071745.42436,,,,4074121831.32746
2022-10-16,8148008786.81188,,3374802834.27132,,,,4093444506.48333
2022-10-17,8736017876.87762,,3678157709.10322,,,,4174967791.19356
2022-10-18,8506937846.87581,,3569843610.133,,,,4151525282.39297
2022-10-19,8630036393.5766,,3599138244.36495,,,,4188942668.31966
2022-10-20,8719361568.62881,,3654571691.06747,,,,4223524854.98784
2022-10-21,8614102624.1859,,3604685930.48828,,,,4271636191.55932
2022-10-22,8862244509.06704,,3674506182.98762,,,,4234819941.3949
2022-10-23,9367481614.5762,,3752889732.81421,,,,4291434589.39833
2022-10-24,8877165364.4409,,3710003632.43762,,,,4172704476.31344
2022-10-25,9707082649.13878,,3930905109.99684,,,,4291727435.88264
2022-10-26,10132685924.64107,,4033531925.22887,,,,4452116372.4875
2022-10-27,9457519976.33343,,3826165497.31472,,,,4320597717.91832
2022-10-28,9580386346.66564,,3891538240.36571,,,,4401774984.65181
2022-10-29,9964069243.66273,,3952409511.50338,,,,4438120691.22221
2022-10-30,9644449471.02687,,3907067378.96196,,,,4365698117.40215
2022-10-31,9320442044.12162,,3890227700.21425,,,,4314134487.67867
2022-11-01,9405524951.68367,,3929890589.91685,,,,4310667211.45397
2022-11-02,8854413836.22683,,3839535073.37206,25533687.99834,25533687.99834,25533687.99834,4262134404.36314
2022-11-03,9073073287.09213,,3977949632.42446,26602983.04575,26602983.04575,26602983.04575,4126069237.2725
2022-11-04,10251628249.51474,,4212490664.00876,30126090.94061,30126090.94061,30126090.94061,4399977408.7846
2022-11-05,10358284647.79056,,4274670248.88926,28741851.8391,28741851.8391,28741851.8391,4394086157.5688
2022-11-06,9634525538.24621,,4079009873.78243,29370161.14952,29370161.14952,29370161.14952,4326147828.22702
2022-11-07,9335104482.35657,,4081755879.55975,30409822.30928,30409822.30928,30409822.30928,4270530470.0113
2022-11-08,7368979508.97083,,2969767214.20415,24101857.90052,24101857.90052,24101857.90052,3683232249.25855
2022-11-09,6793146491.84952,,2493779970.86286,20138819.71611,20138819.71611,20138819.71611,3743123217.79607
2022-11-10,7125852205.32777,,2646368240.19805,18920159.53604,18920159.53604,18920159.53604,3689244514.34017
2022-11-11,6722087059.43304,,2568489337.51993,17075372.36333,17075372.36333,17075372.36333,3596583453.42344
2022-11-12,6599376459.46721,,2469045193.29898,15455312.26279,15455312.26279,15455312.26279,3467772937.98077
2022-11-13,6562857376.49607,,2395506249.16002,14797340.16523,14797340.16523,14797340.16523,3398646384.16328
2022-11-14,6583933008.77877,,2267302884.649,12807535.88055,12807535.88055,12807535.88055,3407426275.98932
2022-11-15,6693806427.66726,,2435335834.02554,11767013.61218,11767013.61218,11767013.61218,3442823493.87212
2022-11-16,6879347597.92014,,2470127352.23628,12088193.29994,12088193.29994,12088193.29994,3287218106.43121
2022-11-17,7031962785.19182,,2608447016.86996,11491832.48799,11491832.48799,11491832.48799,3285812277.89934
2022-11-18,7078026980.74797,,2601440479.09589,11354572.81434,11354572.81434,11354572.81434,3485622966.97298
2022-11-19,7078149439.42182,,2638625003.682,10742647.52129,10742647.52129,10742647.52129,3456119357.6159
2022-11-20,6927916190.97055,,2476897231.41859,8454649.52499,8454649.52499,8454649.52499,3395415789.87435
2022-11-21,6963388092.05574,,2420198356.29057,7911895.03244,7911895.03244,7911895.03244,3278073775.91633
2022-11-22,7318818321.80223,,2583810922.82807,8476436.51285,8476436.51285,8476436.51285,3393531082.20094
2022-11-23,7427062858.31414,,2708099126.14031,8693118.83799,8693118.83799,8693118.83799,3406574998.36981
2022-11-24,7580272364.29618,,2791767314.60979,8169717.57356,8169717.57356,8169717.57356,3415303332.24795
2022-11-25,7613655084.53594,,2793175482.19592,7642076.35054,7642076.35054,7642076.35054,3426119954.05975
2022-11-26,7699575455.89538,,2823151357.49059,7598287.29632,7598287.29632,7598287.29632,3444654944.71963
2022-11-27,7724444019.31795,,2841161964.36488,7285544.372,7285544.372,7285544.372,3443427314.71862
2022-11-28,7454712493.52485,,2730842513.49757,7506249.05281,7506249.05281,7506249.05281,3400960544.33111
2022-11-29,7893507403.59589,,2903641551.9844,7141257.28822,7141257.28822,7141257.28822,3517061257.8735
2022-11-30,8172764370.00799,,2977577050.61104,7156574.69704,7156574.69704,7156574.69704,3580541227.36539
2022-12-01,8327714428.989,,2989159175.87249,5838095.27093,5838095.27093,5838095.27093,3570932429.39935
2022-12-02,8516855104.52426,,2994536544.96394,5813225.45015,5813225.45015,5813225.45015,3573182264.71389
2022-12-03,8045993855.01124,,2947608099.52038,5526368.08008,5526368.08008,5526368.08008,3545452851.57652
2022-12-04,8114945133.29776,,3005699547.09541,5648302.58639,5648302.58639,5648302.58639,3574545377.80442
2022-12-05,7827657431.52686,,3026996288.78561,5546414.43849,5546414.43849,5546414.43849,3600757155.95838
2022-12-06,7659614863.59546,,3063820251.03381,5722112.95205,5722112.95205,5722112.95205,3651299960.97741
2022-12-07,7463641413.15511,,3076840861.50173,5579340.91142,5579340.91142,5579340.91142,3627065466.11062
2022-12-08,7715908687.16376,,3146236964.04428,5840013.85263,5840013.85263,5840013.85263,3602346544.23388
2022-12-09,7537946385.72153,,3180386193.60309,5735170.53978,5735170.53978,5735170.53978,3611384660.35778
2022-12-10,7616793965.3976,,3231094876.97515,5816598.55874,5816598.55874,5816598.55874,3620265227.87322
2022-12-11,7549912115.76959,,3180218207.38862,6085554.65874,6085554.65874,6085554.65874,3594406672.95467
2022-12-12,7340937680.39883,,3245562658.90948,6784774.05276,6784774.05276,6784774.05276,3554307832.02804
2022-12-13,7387308245.35773,,3350815468.3534,6166826.79702,6166826.79702,6166826.79702,3726127241.52339
2022-12-14,7371332841.78944,,3415958595.60841,6099460.33173,6099460.33173,6099460.33173,3670452270.61455
2022-12-15,7248825159.66098,,3382530989.67164,7933627.22486,7933627.22486,7933627.22486,3725625849.93538
2022-12-16,6288424616.16284,,2988786127.03301,7645344.2774,7645344.2774,7645344.2774,3479027240.16463
2022-12-17,6431336273.28249,,3106895001.64464,7961483.03613,7961483.03613,7961483.03613,3535512064.55834
2022-12-18,6422340621.67389,,3129427662.46601,7893192.98474,7893192.98474,7893192.98474,3159039212.01433
2022-12-19,6354666353.24314,,3074269251.80842,7489229.28185,7489229.28185,7489229.28185,3486497421.09666
2022-12-20,6512669775.92694,,3128110762.1313,7325556.39894,7325556.39894,7325556.39894,3505635757.51676
2022-12-21,6553710608.91397,,3190550701.86714,7049614.18413,7049614.18413,7049614.18413,3546236250.58351
2022-12-22,6612467207.0415,,3238261888.49187,6840010.06792,6840010.06792,6840010.06792,3516471116.91494
2022-12-23,6625323810.47566,,3283827072.78864,6714515.0718,6714515.0718,6714515.0718,3561339903.65611
2022-12-24,6670725787.90994,,3284300782.22997,6632672.93999,6632672.93999,6632672.93999,3550963611.69315
2022-12-25,6633886030.41856,,3300881357.77716,6614255.93479,6614255.93479,6614255.93479,3542717495.17397
2022-12-26,6776082555.30843,,3319309500.60594,6707410.41301,6707410.41301,6707410.41301,3561259985.15533
2022-12-27,6885850158.21156,,3357207643.00665,6705727.58109,6705727.58109,6705727.58109,3629049260.72502
2022-12-28,6827735480.39476,,3370521912.34751,6675858.57521,6675858.57521,6675858.57521,3609639057.5061
2022-12-29,6868760947.20922,,3436886605.68367,7366368.85974,7366368.85974,7366368.85974,3640688384.20601
2022-12-30,6920156533.24563,,3443727177.05942,6732064.02038,6732064.02038,6732064.02038,3675215344.40206
2022-12-31,6766430249.62752,,3421434806.00378,6708807.64391,6708807.64391,6708807.64391,3162574258.7638
2023-01-01,6944418195.9323,,3504785798.58157,6760469.13703,6760469.13703,6760469.13703,3210992095.75409
2023-01-02,6876773240.80228,,3518750189.28952,6961862.0497,6961862.0497,6961862.0497,3230600646.42609
2023-01-03,6924754753.72088,,3572818317.36881,7130797.25187,7130797.25187,7130797.25187,3276318955.0177
2023-01-04,7114066003.84463,,3490053221.72763,7376641.89207,7376641.89207,7376641.89207,3300421070.45697
2023-01-05,7121932841.09451,,3429745622.20227,7522156.33345,7522156.33345,7522156.33345,3293199682.05866
2023-01-06,7429272770.48293,,3417966992.08727,7838706.58222,7838706.58222,7838706.58222,3339328757.01775
2023-01-07,7465027803.05237,,3470543821.80596,7786469.4949,7786469.4949,7786469.4949,3342996627.08408
2023-01-08,7571763127.08961,,3416544101.65624,8162226.39626,8162226.39626,8162226.39626,3390988422.57087
2023-01-09,7655643740.58349,,3447498272.16543,7984596.66304,7984596.66304,7984596.66304,3448172060.48
2023-01-10,8011308061.50341,,3653767707.72492,8346820.35451,8346820.35451,8346820.35451,3539659390.18657
2023-01-11,8035654872.75477,,3561517496.8963,8579320.40112,8579320.40112,8579320.40112,3499349534.94216
2023-01-12,8266488747.52275,,3565986186.57498,8683994.73007,8683994.73007,8683994.73007,3569455005.00089
2023-01-13,8595986461.69015,,3722725270.63829,10238242.56359,10238242.56359,10238242.56359,3648286630.85629
2023-01-14,7975427578.20942,,3288571820.51766,10179729.13391,10179729.13391,10179729.13391,3607689952.53615
2023-01-15,8070113390.9366,,3355802135.25172,10629349.86443,10629349.86443,10629349.86443,3627743882.45581
2023-01-16,8192397145.50443,,3428749830.33054,12856779.84806,12856779.84806,12856779.84806,3625526503.22351
2023-01-17,8329956216.84517,,3461723896.93716,12855637.89348,12855637.89348,12855637.89348,3625770328.00512
2023-01-18,7949014311.87736,,3306854991.50692,13320899.24248,13320899.24248,13320899.24248,3496336236.52105
2023-01-19,8284012678.78962,,3482255478.31222,13594319.07589,13594319.07589,13594319.07589,3596320690.61014
2023-01-20,8853346912.18637,,3512258520.02218,14415256.88827,14415256.88827,14415256.88827,3745888527.01164
2023-01-21,8654366756.68152,,3316463127.07206,9740747.85406,9740747.85406,9740747.85406,3700921111.04455
2023-01-22,8667157238.27703,,3397909069.0555,9926383.34533,9926383.34533,9926383.34533,3725144237.85649
2023-01-23,8707863772.60469,,3481089233.22398,9772872.77934,9772872.77934,9772872.77934,3742966680.3867
2023-01-24,8241364354.11113,,3371522761.03253,10248658.28863,10248658.28863,10248658.28863,3652441508.60004
2023-01-25,8352983715.32719,,3334110186.47523,10702538.27411,10702538.27411,10702538.27411,3688813654.31736
2023-01-26,8488563482.79323,,3459554753.92659,10864911.69766,10864911.69766,10864911.69766,3735850553.99721
2023-01-27,8676638411.14683,,3533876675.33122,8557771.68827,8557771.68827,8557771.68827,3756912207.27091
2023-01-28,8645289079.14633,,3564997549.97518,8226714.14932,8226714.14932,8226714.14932,3739948104.77541
2023-01-29,9505079535.42515,,3664179031.94796,8565158.2677,8565158.2677,8565158.2677,3982749959.3122
2023-01-30,8514529258.99744,,3514473780.95704,7929814.21947,7929814.21947,7929814.21947,3768511160.81808
2023-01-31,8802187951.20426,,3575085021.44873,7127235.87918,7127235.87918,7127235.87918,3829083229.36704
2023-02-01,9327136417.05555,,3682437796.12437,7338770.47867,7338770.47867,7338770.47867,3964855696.03212
2023-02-02,9262021071.26059,,3626254939.81172,7617881.05678,7617881.05678,7617881.05678,3941353413.62627
2023-02-03,9465617610.29706,,3775294084.83551,7398022.28077,7398022.28077,7398022.28077,4049910690.92991
2023-02-04,9652816094.29812,,3797802537.50712,7562611.10551,7562611.10551,7562611.10551,4104734467.56106
2023-02-05,9270983455.3128,,3780729721.55742,7348986.47469,7348986.47469,7348986.47469,3987062875.62429
2023-02-06,9155995701.85717,,3703085870.16066,7485670.85084,7485670.85084,7485670.85084,3965043832.39974
2023-02-07,9696519645.4136,,3847339903.49007,7769666.44068,7769666.44068,7769666.44068,4123243708.9357
2023-02-08,9572139381.11465,,3891605897.46635,7574203.32892,7574203.32892,7574203.32892,4053568689.51751
2023-02-09,8460466876.21914,,3477473355.43953,7137217.36742,7137217.36742,7137217.36742,3763759632.00424
2023-02-10,8483093641.10129,,3501090378.12316,7043245.61297,7043245.61297,7043245.61297,3704676850.37515
2023-02-11,8567501817.62949,,3633636217.1525,7044523.89726,7044523.89726,7044523.89726,3732131267.70877
2023-02-12,8353222652.41302,,3543744339.90731,7168152.24045,7168152.24045,7168152.24045,3700717917.557
2023-02-13,8318885609.35569,,3530186973.00307,9377365.49791,9377365.49791,9377365.49791,3743398591.90599
2023-02-14,8534732957.12554,,3694959807.82878,9338331.80384,9338331.80384,9338331.80384,3875072603.9163
2023-02-15,9334414756.35497,,3825040683.51754,9066424.81836,9066424.81836,9066424.81836,4070053995.46129
2023-02-16,8897602897.30555,,3428039685.74666,8738097.68835,8738097.68835,8738097.68835,3895359900.16709
2023-02-17,9406150405.80056,,3638675637.64792,9039894.78748,9039894.78748,9039894.78748,4066802129.13685
2023-02-18,9675009086.75812,,3788650635.04372,9062743.6573,9062743.6573,9062743.6573,4112919850.01483
2023-02-19,9561623054.37403,,3804914152.21132,9069874.19912,9069874.19912,9069874.19912,4084214848.64861
2023-02-20,10169082612.97893,,3970323957.61737,9090225.93927,9090225.93927,9090225.93927,4247840368.817
2023-02-21,9874633355.63582,,4022745571.33175,9584204.50422,9584204.50422,9584204.50422,4067036547.54301
2023-02-22,9589323676.89881,,3987346031.56583,9754420.42497,9754420.42497,9754420.42497,4063957924.38303
2023-02-23,9500565841.4102,,4029737173.25178,9022028.1232,9022028.1232,9022028.1232,4012728253.99578
2023-02-24,9262378211.90632,,3789837550.29528,11210286.27085,11210286.27085,11210286.27085,3920519002.28979
2023-02-25,9234864318.48406,,3775339615.91612,12341726.10295,12341726.10295,12341726.10295,3906752199.23305
2023-02-26,9336156989.62085,,3797792726.70384,12575203.87558,12575203.87558,12575203.87558,3956933878.30499
2023-02-27,9124049602.40172,,3833611359.09253,12590118.13207,12590118.13207,12590118.13207,3929435540.43381
2023-02-28,9109241691.80151,,3863173845.31871,9419702.38467,9419702.38467,9419702.38467,3932236610.25441
2023-03-01,9550060340.73603,,3940354525.61488,9586875.60287,9586875.60287,9586875.60287,4056588091.18113
2023-03-02,9660480317.92919,,4013763974.96596,9592994.4597,9592994.4597,9592994.4597,4079592897.32317
2023-03-03,8669359187.05258,,3610533759.69955,10521749.92665,10521749.92665,10521749.92665,3649767532.70691
2023-03-04,8570514058.83994,,3597665542.49242,10416892.15787,10416892.15787,10416892.15787,3598713957.55185
2023-03-05,8511217365.241,,3579429905.15948,10359369.63181,10359369.63181,10359369.63181,3532551385.61056
2023-03-06,8678699559.1559,,3642654089.68367,9891720.81597,9891720.81597,9891720.81597,3548157375.96179
2023-03-07,8702346475.08657,,3659526573.40612,11682819.17831,11682819.17831,11682819.17831,3325312712.52335
2023-03-08,8622508064.01525,,3628456889.38819,12689125.18765,12689125.18765,12689125.18765,3142929437.67152
2023-03-09,7800160985.34829,,3390032809.95086,12231647.28591,12231647.28591,12231647.28591,2882807010.18506
2023-03-10,7531456636.28413,,3347652293.44953,14983118.45539,14983118.45539,14983118.45539,2837912602.02939
2023-03-11,7403221560.32466,,3530521367.88368,17719173.43624,17719173.43624,17719173.43624,2788989724.78777
2023-03-12,7598611361.17463,,3651971541.82502,15635612.25838,15635612.25838,15635612.25838,2742522725.08854
2023-03-13,8391004281.86245,,3728679842.88547,15117401.06715,15117401.06715,15117401.06715,2911319961.91794
2023-03-14,8499949502.63751,,3601122689.09043,15820686.82713,15820686.82713,15820686.82713,2981292671.96869
2023-03-15,7880106783.25236,,3530506641.73479,16148658.04154,16148658.04154,16148658.04154,2937936040.91595
2023-03-16,8388335440.06479,,3697158794.8735,14796494.31283,14796494.31283,14796494.31283,2813944272.40624
2023-03-17,9187791445.2942,,4056964099.5756,16290682.09753,16290682.09753,16290682.09753,3022029872.14791
2023-03-18,8935917402.94628,,3961949807.59855,14830256.33394,14830256.33394,14830256.33394,2924067134.46858
2023-03-19,9395814099.84604,,4154588553.2492,14996984.39605,14996984.39605,14996984.39605,3025216486.23478
2023-03-20,9048310506.2299,,4064237003.36708,14628973.62802,14628973.62802,14628973.62802,2926589374.4089
2023-03-21,9390513009.38746,,4196364627.05593,14638876.96933,14638876.96933,14638876.96933,2943132571.42705
2023-03-22,8701963926.57698,,4081223304.51272,13188305.1356,13188305.1356,13188305.1356,2795828514.8139
2023-03-23,9322221860.13646,,4162500377.69473,12477888.97226,12477888.97226,12477888.97226,2911230621.79396
2023-03-24,8732666091.40928,,4025526502.70577,11441831.3164,11441831.3164,11441831.3164,2774923502.27958
2023-03-25,8703947550.51964,,4029370245.92119,10831605.23284,10831605.23284,10831605.23284,2795120825.04072
2023-03-26,8948372910.47102,,4089455464.09361,10217448.57416,10217448.57416,10217448.57416,2878693620.59649
2023-03-27,8696599801.6722,,4168773087.21518,10626053.803,10626053.803,10626053.803,2811413344.80167
2023-03-28,9044822824.25067,,4219788653.36176,18292908.5539,18292908.5539,18292908.5539,2867718460.99552
2023-03-29,9644352625.10719,,4343612424.81998,29225477.12748,29225477.12748,29225477.12748,2993069407.18627
2023-03-30,9166905917.93079,,4210506035.79615,36116864.37025,36116864.37025,36116864.37025,2931148906.32482
2023-03-31,9933289214.10879,,4434173409.90628,34550460.59021,34550460.59021,34550460.59021,3095189281.33481
2023-04-01,9709162717.42463,,4452351910.58237,34668425.37045,34668425.37045,34668425.37045,3028292384.83291
2023-04-02,9426896178.21665,,4371258348.32651,34977970.40177,34977970.40177,34977970.40177,2948943377.23919
2023-04-03,9082760021.93594,,4271176615.24325,35255516.38786,35255516.38786,35255516.38786,2838015476.51869
2023-04-04,9830381770.37375,,4508293610.50633,35138752.16985,35138752.16985,35138752.16985,3099103636.79021
2023-04-05,9907376072.54803,,4550697650.39905,36189566.24969,36189566.24969,36189566.24969,3128837025.88412
2023-04-06,9606984881.81938,,4572008940.09771,35616524.52339,35616524.52339,35616524.52339,3066794279.56108
2023-04-07,9686607658.13948,,4589034928.82317,35547512.37476,35547512.37476,35547512.37476,3091759226.23781
2023-04-08,9653244548.90814,,4562751328.06145,35274706.96343,35274706.96343,35274706.96343,3106054463.21429
2023-04-09,9677008046.2704,,4579087738.11999,35720972.91071,35720972.91071,35720972.91071,3121774231.02797
2023-04-10,10594244718.42077,,4779473524.79018,38847950.11235,38847950.11235,38847950.11235,3343428690.44356
2023-04-11,10565766382.76059,,4919461616.3882,25616672.67336,25616672.67336,25616672.67336,3357171878.61331
2023-04-12,10772723982.59312,,4952922178.27309,24179449.04733,24179449.04733,24179449.04733,3425623314.58029
2023-04-13,11750178308.49743,,5288131540.33998,23471390.56586,23471390.56586,23471390.56586,3773782182.06535
2023-04-14,11264928321.8188,,5355007004.84587,23483905.18327,23483905.18327,23483905.18327,3571164372.10585
2023-04-15,11438311180.43329,,5437244543.43165,23161127.87763,23161127.87763,23161127.87763,3630083673.09094
2023-04-16,11505835277.32923,,5526214558.77999,23335410.13044,23335410.13044,23335410.13044,3623809784.34611
2023-04-17,11200823886.63873,,5507385368.77706,23104536.76444,23104536.76444,23104536.76444,3505497777.68203
2023-04-18,11386792065.38943,,5656559895.08105,23249981.61661,23249981.61661,23249981.61661,3604430416.91585
2023-04-19,9966629258.42966,,4858492118.01275,22202389.54576,22202389.54576,22202389.54576,3072799833.68162
2023-04-20,9863234964.64917,,4798377002.2019,21778628.04618,21778628.04618,21778628.04618,3095089958.06669
2023-04-21,9405708542.05513,,4560452948.37069,20676245.9176,20676245.9176,20676245.9176,3003398817.7279
2023-04-22,9659437227.58368,,4759553433.32429,21570005.95343,21570005.95343,21570005.95343,3089204508.02496
2023-04-23,9493520623.75544,,4609266338.24554,21795843.67652,21795843.67652,21795843.67652,2793192399.5419
2023-04-24,9419567934.25798,,4554169734.71421,22683951.66823,22683951.66823,22683951.66823,2854836216.34801
2023-04-25,9728180930.34167,,4762494164.25818,23506302.21284,23506302.21284,23506302.21284,2893373219.34881
2023-04-26,8900792295.64944,,4269182220.06869,22510397.40093,22510397.40093,22510397.40093,2840551411.53336
2023-04-27,9282436318.78415,,4524021395.88669,21867774.73035,21867774.73035,21867774.73035,3292353136.32294
2023-04-28,9385780163.97874,,4616819992.41806,22128772.13657,22128772.13657,22128772.13657,3384192090.72212
2023-04-29,9425238998.91416,,4673453049.00745,21957708.90312,21957708.90312,21957708.90312,3396802587.19947
2023-04-30,9287535208.7307,,4578235660.56511,23212722.67428,23212722.67428,23212722.67428,3337185082.05803
2023-05-01,9371948078.99841,,4502256287.59293,22171150.31066,22171150.31066,22171150.31066,3310097354.02219
2023-05-02,9527649181.4707,,4634750296.39689,21997634.6581,21997634.6581,21997634.6581,3400842523.34601
2023-05-03,9461243898.30693,,4632151390.49426,21991742.29575,21991742.29575,21991742.29575,3437580550.23777
2023-05-04,9566220788.29413,,4725025660.83496,21961286.45454,21961286.45454,21961286.45454,3463614050.20714
2023-05-05,10308214332.9878,,4894672418.68753,23826676.53123,23826676.53123,23826676.53123,3670175092.09082
2023-05-06,9588068363.19666,,4585935658.86723,22351109.6665,22351109.6665,22351109.6665,3467241408.1688
2023-05-07,9416551988.6647,,4547448515.61996,24090540.88898,24090540.88898,24090540.88898,3402332854.79373
2023-05-08,9202813291.83232,,4393459370.72319,23120498.86675,23120498.86675,23120498.86675,3292089374.924
2023-05-09,9357389871.06951,,4425992166.93709,32282045.10437,32282045.10437,32282045.10437,3296123142.3135
2023-05-10,9086437852.79896,,4274299574.5984,36858449.43775,36858449.43775,36858449.43775,3176593594.2857
2023-05-11,9250306224.34078,,4363148256.10991,44675465.55979,44675465.55979,44675465.55979,3527624454.5964
2023-05-12,9159801894.97685,,4233450306.88937,52755812.31426,52755812.31426,52755812.31426,3460903620.91881
