date,Avalanche C-Chain,Ethereum,Near,Sui,Polygon PoS,Solana
2016-01-03,,1560,,,,
2016-01-04,,1550,,,,
2016-01-05,,1552,,,,
2016-01-06,,1561,,,,
2016-01-07,,1614,,,,
2016-01-08,,1537,,,,
2016-01-09,,1560,,,,
2016-01-10,,1646,,,,
2016-01-11,,1646,,,,
2016-01-12,,1766,,,,
2016-01-13,,1645,,,,
2016-01-14,,1623,,,,
2016-01-15,,1727,,,,
2016-01-16,,1399,,,,
2016-01-17,,1314,,,,
2016-01-18,,1510,,,,
2016-01-19,,1383,,,,
2016-01-20,,1783,,,,
2016-01-21,,1397,,,,
2016-01-22,,1457,,,,
2016-01-23,,1562,,,,
2016-01-24,,1744,,,,
2016-01-25,,1768,,,,
2016-01-26,,1831,,,,
2016-01-27,,1694,,,,
2016-01-28,,1745,,,,
2016-01-29,,1705,,,,
2016-01-30,,1684,,,,
2016-01-31,,1745,,,,
2016-02-01,,1761,,,,
2016-02-02,,1725,,,,
2016-02-03,,1759,,,,
2016-02-04,,1753,,,,
2016-02-05,,1766,,,,
2016-02-06,,1670,,,,
2016-02-07,,1821,,,,
2016-02-08,,1956,,,,
2016-02-09,,2031,,,,
2016-02-10,,2345,,,,
2016-02-11,,2441,,,,
2016-02-12,,2358,,,,
2016-02-13,,2229,,,,
2016-02-14,,2137,,,,
2016-02-15,,2163,,,,
2016-02-16,,2209,,,,
2016-02-17,,2231,,,,
2016-02-18,,2215,,,,
2016-02-19,,2224,,,,
2016-02-20,,2152,,,,
2016-02-21,,2130,,,,
2016-02-22,,2401,,,,
2016-02-23,,2417,,,,
2016-02-24,,2417,,,,
2016-02-25,,2625,,,,
2016-02-26,,2467,,,,
2016-02-27,,2539,,,,
2016-02-28,,2468,,,,
2016-02-29,,2548,,,,
2016-03-01,,2822,,,,
2016-03-02,,2992,,,,
2016-03-03,,3187,,,,
2016-03-04,,3023,,,,
2016-03-05,,3378,,,,
2016-03-06,,3151,,,,
2016-03-07,,3064,,,,
2016-03-08,,3442,,,,
2016-03-09,,3150,,,,
2016-03-10,,3431,,,,
2016-03-11,,4092,,,,
2016-03-12,,3755,,,,
2016-03-13,,3750,,,,
2016-03-14,,3674,,,,
2016-03-15,,3732,,,,
2016-03-16,,3578,,,,
2016-03-17,,3766,,,,
2016-03-18,,3771,,,,
2016-03-19,,3530,,,,
2016-03-20,,3526,,,,
2016-03-21,,3963,,,,
2016-03-22,,3759,,,,
2016-03-23,,3870,,,,
2016-03-24,,3737,,,,
2016-03-25,,3625,,,,
2016-03-26,,3527,,,,
2016-03-27,,3885,,,,
2016-03-28,,3997,,,,
2016-03-29,,4309,,,,
2016-03-30,,4558,,,,
2016-03-31,,4059,,,,
2016-04-01,,3962,,,,
2016-04-02,,3764,,,,
2016-04-03,,3763,,,,
2016-04-04,,4136,,,,
2016-04-05,,4178,,,,
2016-04-06,,4085,,,,
2016-04-07,,4080,,,,
2016-04-08,,4161,,,,
2016-04-09,,4308,,,,
2016-04-10,,4607,,,,
2016-04-11,,4231,,,,
2016-04-12,,4421,,,,
2016-04-13,,4452,,,,
2016-04-14,,4381,,,,
2016-04-15,,4163,,,,
2016-04-16,,4081,,,,
2016-04-17,,4523,,,,
2016-04-18,,4458,,,,
2016-04-19,,4395,,,,
2016-04-20,,4372,,,,
2016-04-21,,4312,,,,
2016-04-22,,4363,,,,
2016-04-23,,4169,,,,
2016-04-24,,4269,,,,
2016-04-25,,4569,,,,
2016-04-26,,4518,,,,
2016-04-27,,4433,,,,
2016-04-28,,4401,,,,
2016-04-29,,5221,,,,
2016-04-30,,6248,,,,
2016-05-01,,5647,,,,
2016-05-02,,6236,,,,
2016-05-03,,5884,,,,
2016-05-04,,5515,,,,
2016-05-05,,5800,,,,
2016-05-06,,5879,,,,
2016-05-07,,5472,,,,
2016-05-08,,5709,,,,
2016-05-09,,5959,,,,
2016-05-10,,6244,,,,
2016-05-11,,6446,,,,
2016-05-12,,6987,,,,
2016-05-13,,7619,,,,
2016-05-14,,6889,,,,
2016-05-15,,5763,,,,
2016-05-16,,6360,,,,
2016-05-17,,6510,,,,
2016-05-18,,7057,,,,
2016-05-19,,7128,,,,
2016-05-20,,6528,,,,
2016-05-21,,5860,,,,
2016-05-22,,5678,,,,
2016-05-23,,6889,,,,
2016-05-24,,6769,,,,
2016-05-25,,6361,,,,
2016-05-26,,13386,,,,
2016-05-27,,6903,,,,
2016-05-28,,7931,,,,
2016-05-29,,6799,,,,
2016-05-30,,6934,,,,
2016-05-31,,7167,,,,
2016-06-01,,6681,,,,
2016-06-02,,6285,,,,
2016-06-03,,6406,,,,
2016-06-04,,5946,,,,
2016-06-05,,5986,,,,
2016-06-06,,6443,,,,
2016-06-07,,6638,,,,
2016-06-08,,6520,,,,
2016-06-09,,6236,,,,
2016-06-10,,6451,,,,
2016-06-11,,5771,,,,
2016-06-12,,6620,,,,
2016-06-13,,7788,,,,
2016-06-14,,7713,,,,
2016-06-15,,6911,,,,
2016-06-16,,7197,,,,
2016-06-17,,9281,,,,
2016-06-18,,8582,,,,
2016-06-19,,6838,,,,
2016-06-20,,6903,,,,
2016-06-21,,6928,,,,
2016-06-22,,7658,,,,
2016-06-23,,6704,,,,
2016-06-24,,6554,,,,
2016-06-25,,6242,,,,
2016-06-26,,6102,,,,
2016-06-27,,6271,,,,
2016-06-28,,6762,,,,
2016-06-29,,6845,,,,
2016-06-30,,6286,,,,
2016-07-01,,6339,,,,
2016-07-02,,6006,,,,
2016-07-03,,5937,,,,
2016-07-04,,6404,,,,
2016-07-05,,6214,,,,
2016-07-06,,6304,,,,
2016-07-07,,6161,,,,
2016-07-08,,6291,,,,
2016-07-09,,6066,,,,
2016-07-10,,5680,,,,
2016-07-11,,5920,,,,
2016-07-12,,5920,,,,
2016-07-13,,5636,,,,
2016-07-14,,6322,,,,
2016-07-15,,6170,,,,
2016-07-16,,5533,,,,
2016-07-17,,5491,,,,
2016-07-18,,6089,,,,
2016-07-19,,5967,,,,
2016-07-20,,8754,,,,
2016-07-21,,7632,,,,
2016-07-22,,7800,,,,
2016-07-23,,7341,,,,
2016-07-24,,9115,,,,
2016-07-25,,8751,,,,
2016-07-26,,12336,,,,
2016-07-27,,9173,,,,
2016-07-28,,9306,,,,
2016-07-29,,7513,,,,
2016-07-30,,6849,,,,
2016-07-31,,7566,,,,
2016-08-01,,8037,,,,
2016-08-02,,8842,,,,
2016-08-03,,7255,,,,
2016-08-04,,7868,,,,
2016-08-05,,7017,,,,
2016-08-06,,6968,,,,
2016-08-07,,6958,,,,
2016-08-08,,7877,,,,
2016-08-09,,8243,,,,
2016-08-10,,7436,,,,
2016-08-11,,8636,,,,
2016-08-12,,7117,,,,
2016-08-13,,6755,,,,
2016-08-14,,7071,,,,
2016-08-15,,7328,,,,
2016-08-16,,8344,,,,
2016-08-17,,7386,,,,
2016-08-18,,7304,,,,
2016-08-19,,7364,,,,
2016-08-20,,7316,,,,
2016-08-21,,7076,,,,
2016-08-22,,6958,,,,
2016-08-23,,8102,,,,
2016-08-24,,7472,,,,
2016-08-25,,8157,,,,
2016-08-26,,7562,,,,
2016-08-27,,8238,,,,
2016-08-28,,7537,,,,
2016-08-29,,8029,,,,
2016-08-30,,7769,,,,
2016-08-31,,8365,,,,
2016-09-01,,8967,,,,
2016-09-02,,8549,,,,
2016-09-03,,7557,,,,
2016-09-04,,7565,,,,
2016-09-05,,7686,,,,
2016-09-06,,7657,,,,
2016-09-07,,7611,,,,
2016-09-08,,8728,,,,
2016-09-09,,7551,,,,
2016-09-10,,7263,,,,
2016-09-11,,7602,,,,
2016-09-12,,7999,,,,
2016-09-13,,7718,,,,
2016-09-14,,7998,,,,
2016-09-15,,7873,,,,
2016-09-16,,8755,,,,
2016-09-17,,8025,,,,
2016-09-18,,7098,,,,
2016-09-19,,6866,,,,
2016-09-20,,11503,,,,
2016-09-21,,9756,,,,
2016-09-22,,6918,,,,
2016-09-23,,7413,,,,
2016-09-24,,7884,,,,
2016-09-25,,7166,,,,
2016-09-26,,7481,,,,
2016-09-27,,7645,,,,
2016-09-28,,7451,,,,
2016-09-29,,8021,,,,
2016-09-30,,8151,,,,
2016-10-01,,7043,,,,
2016-10-02,,8350,,,,
2016-10-03,,7690,,,,
2016-10-04,,5798,,,,
2016-10-05,,6031,,,,
2016-10-06,,6242,,,,
2016-10-07,,7382,,,,
2016-10-08,,7234,,,,
2016-10-09,,8460,,,,
2016-10-10,,8379,,,,
2016-10-11,,7713,,,,
2016-10-12,,4298,,,,
2016-10-13,,3118,,,,
2016-10-14,,6767,,,,
2016-10-15,,5243,,,,
2016-10-16,,6234,,,,
2016-10-17,,7120,,,,
2016-10-18,,10255,,,,
2016-10-19,,5956,,,,
2016-10-20,,9853,,,,
2016-10-21,,10825,,,,
2016-10-22,,8801,,,,
2016-10-23,,8158,,,,
2016-10-24,,7684,,,,
2016-10-25,,7454,,,,
2016-10-26,,7611,,,,
2016-10-27,,7622,,,,
2016-10-28,,7569,,,,
2016-10-29,,6960,,,,
2016-10-30,,6634,,,,
2016-10-31,,8611,,,,
2016-11-01,,8896,,,,
2016-11-02,,7026,,,,
2016-11-03,,8155,,,,
2016-11-04,,5392,,,,
2016-11-05,,6883,,,,
2016-11-06,,5730,,,,
2016-11-07,,6997,,,,
2016-11-08,,6802,,,,
2016-11-09,,6789,,,,
2016-11-10,,6153,,,,
2016-11-11,,6768,,,,
2016-11-12,,6763,,,,
2016-11-13,,7310,,,,
2016-11-14,,6269,,,,
2016-11-15,,6522,,,,
2016-11-16,,6445,,,,
2016-11-17,,6167,,,,
2016-11-18,,6411,,,,
2016-11-19,,6108,,,,
2016-11-20,,6472,,,,
2016-11-21,,6511,,,,
2016-11-22,,20222,,,,
2016-11-23,,28641,,,,
2016-11-24,,4335,,,,
2016-11-25,,15623,,,,
2016-11-26,,4580,,,,
2016-11-27,,4795,,,,
2016-11-28,,5913,,,,
2016-11-29,,5396,,,,
2016-11-30,,5604,,,,
2016-12-01,,5281,,,,
2016-12-02,,5628,,,,
2016-12-03,,6211,,,,
2016-12-04,,7895,,,,
2016-12-05,,5737,,,,
2016-12-06,,7701,,,,
2016-12-07,,5206,,,,
2016-12-08,,5469,,,,
2016-12-09,,6871,,,,
2016-12-10,,5720,,,,
2016-12-11,,5483,,,,
2016-12-12,,6205,,,,
2016-12-13,,5900,,,,
2016-12-14,,5910,,,,
2016-12-15,,6493,,,,
2016-12-16,,6254,,,,
2016-12-17,,5514,,,,
2016-12-18,,5670,,,,
2016-12-19,,6656,,,,
2016-12-20,,6615,,,,
2016-12-21,,7119,,,,
2016-12-22,,6697,,,,
2016-12-23,,5911,,,,
2016-12-24,,5633,,,,
2016-12-25,,5303,,,,
2016-12-26,,5398,,,,
2016-12-27,,5735,,,,
2016-12-28,,5908,,,,
2016-12-29,,6646,,,,
2016-12-30,,6066,,,,
2016-12-31,,6070,,,,
2017-01-01,,5234,,,,
2017-01-02,,5808,,,,
2017-01-03,,6223,,,,
2017-01-04,,8022,,,,
2017-01-05,,7412,,,,
2017-01-06,,7502,,,,
2017-01-07,,6605,,,,
2017-01-08,,6075,,,,
2017-01-09,,8054,,,,
2017-01-10,,6522,,,,
2017-01-11,,7302,,,,
2017-01-12,,6768,,,,
2017-01-13,,6276,,,,
2017-01-14,,5879,,,,
2017-01-15,,5797,,,,
2017-01-16,,7603,,,,
2017-01-17,,6610,,,,
2017-01-18,,6389,,,,
2017-01-19,,7087,,,,
2017-01-20,,7153,,,,
2017-01-21,,6712,,,,
2017-01-22,,6258,,,,
2017-01-23,,6778,,,,
2017-01-24,,6923,,,,
2017-01-25,,6377,,,,
2017-01-26,,6438,,,,
2017-01-27,,6355,,,,
2017-01-28,,6147,,,,
2017-01-29,,6061,,,,
2017-01-30,,6732,,,,
2017-01-31,,6729,,,,
2017-02-01,,6766,,,,
2017-02-02,,7058,,,,
2017-02-03,,6598,,,,
2017-02-04,,7103,,,,
2017-02-05,,7541,,,,
2017-02-06,,7634,,,,
2017-02-07,,7040,,,,
2017-02-08,,7298,,,,
2017-02-09,,7217,,,,
2017-02-10,,8242,,,,
2017-02-11,,6680,,,,
2017-02-12,,7067,,,,
2017-02-13,,9164,,,,
2017-02-14,,8334,,,,
2017-02-15,,8250,,,,
2017-02-16,,7834,,,,
2017-02-17,,7787,,,,
2017-02-18,,8737,,,,
2017-02-19,,7322,,,,
2017-02-20,,8180,,,,
2017-02-21,,7894,,,,
2017-02-22,,7717,,,,
2017-02-23,,7585,,,,
2017-02-24,,8228,,,,
2017-02-25,,7923,,,,
2017-02-26,,8043,,,,
2017-02-27,,8687,,,,
2017-02-28,,9716,,,,
2017-03-01,,9434,,,,
2017-03-02,,16225,,,,
2017-03-03,,10386,,,,
2017-03-04,,10223,,,,
2017-03-05,,10435,,,,
2017-03-06,,9772,,,,
2017-03-07,,9197,,,,
2017-03-08,,9056,,,,
2017-03-09,,9607,,,,
2017-03-10,,11140,,,,
2017-03-11,,9762,,,,
2017-03-12,,9796,,,,
2017-03-13,,12739,,,,
2017-03-14,,11474,,,,
2017-03-15,,11750,,,,
2017-03-16,,15295,,,,
2017-03-17,,15328,,,,
2017-03-18,,13179,,,,
2017-03-19,,12425,,,,
2017-03-20,,12567,,,,
2017-03-21,,12367,,,,
2017-03-22,,12241,,,,
2017-03-23,,12231,,,,
2017-03-24,,14104,,,,
2017-03-25,,13302,,,,
2017-03-26,,12250,,,,
2017-03-27,,13626,,,,
2017-03-28,,12806,,,,
2017-03-29,,13381,,,,
2017-03-30,,13359,,,,
2017-03-31,,18888,,,,
2017-04-01,,13094,,,,
2017-04-02,,14293,,,,
2017-04-03,,16388,,,,
2017-04-04,,14015,,,,
2017-04-05,,14583,,,,
2017-04-06,,15028,,,,
2017-04-07,,12974,,,,
2017-04-08,,12404,,,,
2017-04-09,,11912,,,,
2017-04-10,,13116,,,,
2017-04-11,,13338,,,,
2017-04-12,,13640,,,,
2017-04-13,,14144,,,,
2017-04-14,,13933,,,,
2017-04-15,,12897,,,,
2017-04-16,,11470,,,,
2017-04-17,,11628,,,,
2017-04-18,,13394,,,,
2017-04-19,,13208,,,,
2017-04-20,,13664,,,,
2017-04-21,,12164,,,,
2017-04-22,,11765,,,,
2017-04-23,,11905,,,,
2017-04-24,,13767,,,,
2017-04-25,,13517,,,,
2017-04-26,,13254,,,,
2017-04-27,,16833,,,,
2017-04-28,,15602,,,,
2017-04-29,,13742,,,,
2017-04-30,,15103,,,,
2017-05-01,,16704,,,,
2017-05-02,,17134,,,,
2017-05-03,,14484,,,,
2017-05-04,,17490,,,,
2017-05-05,,17757,,,,
2017-05-06,,14801,,,,
2017-05-07,,16151,,,,
2017-05-08,,20955,,,,
2017-05-09,,18051,,,,
2017-05-10,,17058,,,,
2017-05-11,,18066,,,,
2017-05-12,,17898,,,,
2017-05-13,,15413,,,,
2017-05-14,,17031,,,,
2017-05-15,,20687,,,,
2017-05-16,,19034,,,,
2017-05-17,,22200,,,,
2017-05-18,,22677,,,,
2017-05-19,,27571,,,,
2017-05-20,,20988,,,,
2017-05-21,,21215,,,,
2017-05-22,,24721,,,,
2017-05-23,,26156,,,,
2017-05-24,,26069,,,,
2017-05-25,,25518,,,,
2017-05-26,,25311,,,,
2017-05-27,,22259,,,,
2017-05-28,,21740,,,,
2017-05-29,,23745,,,,
2017-05-30,,27651,,,,
2017-05-31,,33549,,,,
2017-06-01,,32789,,,,
2017-06-02,,25679,,,,
2017-06-03,,25433,,,,
2017-06-04,,27379,,,,
2017-06-05,,29792,,,,
2017-06-06,,28493,,,,
2017-06-07,,28592,,,,
2017-06-08,,25772,,,,
2017-06-09,,31580,,,,
2017-06-10,,30955,,,,
2017-06-11,,37312,,,,
2017-06-12,,48166,,,,
2017-06-13,,40337,,,,
2017-06-14,,36700,,,,
2017-06-15,,39915,,,,
2017-06-16,,36715,,,,
2017-06-17,,34834,,,,
2017-06-18,,35827,,,,
2017-06-19,,41007,,,,
2017-06-20,,42162,,,,
2017-06-21,,50078,,,,
2017-06-22,,48915,,,,
2017-06-23,,43687,,,,
2017-06-24,,44510,,,,
2017-06-25,,43220,,,,
2017-06-26,,55623,,,,
2017-06-27,,46393,,,,
2017-06-28,,47650,,,,
2017-06-29,,44223,,,,
2017-06-30,,43814,,,,
2017-07-01,,45385,,,,
2017-07-02,,46109,,,,
2017-07-03,,52042,,,,
2017-07-04,,47446,,,,
2017-07-05,,47219,,,,
2017-07-06,,45448,,,,
2017-07-07,,57027,,,,
2017-07-08,,39460,,,,
2017-07-09,,41725,,,,
2017-07-10,,49606,,,,
2017-07-11,,46270,,,,
2017-07-12,,44828,,,,
2017-07-13,,38588,,,,
2017-07-14,,38439,,,,
2017-07-15,,40162,,,,
2017-07-16,,36531,,,,
2017-07-17,,42301,,,,
2017-07-18,,42906,,,,
2017-07-19,,47990,,,,
2017-07-20,,43523,,,,
2017-07-21,,37304,,,,
2017-07-22,,36113,,,,
2017-07-23,,61427,,,,
2017-07-24,,42014,,,,
2017-07-25,,37873,,,,
2017-07-26,,37641,,,,
2017-07-27,,39333,,,,
2017-07-28,,39785,,,,
2017-07-29,,33077,,,,
2017-07-30,,28751,,,,
2017-07-31,,41950,,,,
2017-08-01,,37048,,,,
2017-08-02,,37493,,,,
2017-08-03,,38671,,,,
2017-08-04,,42123,,,,
2017-08-05,,43606,,,,
2017-08-06,,42947,,,,
2017-08-07,,46734,,,,
2017-08-08,,51703,,,,
2017-08-09,,46530,,,,
2017-08-10,,55174,,,,
2017-08-11,,55710,,,,
2017-08-12,,54405,,,,
2017-08-13,,47795,,,,
2017-08-14,,66388,,,,
2017-08-15,,62013,,,,
2017-08-16,,68000,,,,
2017-08-17,,68144,,,,
2017-08-18,,69607,,,,
2017-08-19,,57902,,,,
2017-08-20,,51301,,,,
2017-08-21,,68167,,,,
2017-08-22,,52639,,,,
2017-08-23,,64729,,,,
2017-08-24,,54367,,,,
2017-08-25,,59640,,,,
2017-08-26,,45689,,,,
2017-08-27,,50145,,,,
2017-08-28,,55822,,,,
2017-08-29,,65938,,,,
2017-08-30,,64636,,,,
2017-08-31,,66402,,,,
2017-09-01,,62946,,,,
2017-09-02,,53680,,,,
2017-09-03,,48360,,,,
2017-09-04,,81230,,,,
2017-09-05,,69661,,,,
2017-09-06,,74691,,,,
2017-09-07,,68666,,,,
2017-09-08,,64056,,,,
2017-09-09,,61305,,,,
2017-09-10,,48622,,,,
2017-09-11,,61407,,,,
2017-09-12,,75970,,,,
2017-09-13,,67574,,,,
2017-09-14,,78264,,,,
2017-09-15,,74111,,,,
2017-09-16,,57811,,,,
2017-09-17,,44584,,,,
2017-09-18,,61640,,,,
2017-09-19,,63317,,,,
2017-09-20,,61619,,,,
2017-09-21,,55704,,,,
2017-09-22,,47928,,,,
2017-09-23,,49547,,,,
2017-09-24,,55918,,,,
2017-09-25,,59320,,,,
2017-09-26,,52595,,,,
2017-09-27,,53190,,,,
2017-09-28,,60759,,,,
2017-09-29,,66919,,,,
2017-09-30,,59532,,,,
2017-10-01,,49158,,,,
2017-10-02,,53219,,,,
2017-10-03,,54983,,,,
2017-10-04,,52838,,,,
2017-10-05,,50874,,,,
2017-10-06,,50471,,,,
2017-10-07,,52880,,,,
2017-10-08,,52102,,,,
2017-10-09,,51066,,,,
2017-10-10,,64685,,,,
2017-10-11,,66340,,,,
2017-10-12,,58433,,,,
2017-10-13,,70583,,,,
2017-10-14,,59294,,,,
2017-10-15,,52529,,,,
2017-10-16,,49846,,,,
2017-10-17,,90423,,,,
2017-10-18,,63622,,,,
2017-10-19,,55654,,,,
2017-10-20,,68242,,,,
2017-10-21,,59808,,,,
2017-10-22,,96893,,,,
2017-10-23,,62149,,,,
2017-10-24,,64816,,,,
2017-10-25,,59156,,,,
2017-10-26,,59119,,,,
2017-10-27,,58763,,,,
2017-10-28,,56106,,,,
2017-10-29,,62228,,,,
2017-10-30,,63609,,,,
2017-10-31,,68188,,,,
2017-11-01,,83628,,,,
2017-11-02,,82439,,,,
2017-11-03,,66553,,,,
2017-11-04,,57426,,,,
2017-11-05,,59812,,,,
2017-11-06,,68693,,,,
2017-11-07,,66003,,,,
2017-11-08,,72321,,,,
2017-11-09,,72973,,,,
2017-11-10,,61245,,,,
2017-11-11,,56454,,,,
2017-11-12,,61136,,,,
2017-11-13,,62422,,,,
2017-11-14,,71979,,,,
2017-11-15,,75115,,,,
2017-11-16,,70856,,,,
2017-11-17,,78730,,,,
2017-11-18,,64012,,,,
2017-11-19,,66351,,,,
2017-11-20,,72708,,,,
2017-11-21,,73483,,,,
2017-11-22,,80731,,,,
2017-11-23,,80779,,,,
2017-11-24,,76728,,,,
2017-11-25,,74159,,,,
2017-11-26,,77091,,,,
2017-11-27,,92082,,,,
2017-11-28,,91061,,,,
2017-11-29,,98161,,,,
2017-11-30,,85855,,,,
2017-12-01,,84758,,,,
2017-12-02,,80575,,,,
2017-12-03,,94449,,,,
2017-12-04,,84208,,,,
2017-12-05,,92539,,,,
2017-12-06,,87832,,,,
2017-12-07,,73123,,,,
2017-12-08,,90866,,,,
2017-12-09,,100280,,,,
2017-12-10,,107303,,,,
2017-12-11,,121931,,,,
2017-12-12,,138216,,,,
2017-12-13,,125597,,,,
2017-12-14,,127681,,,,
2017-12-15,,121739,,,,
2017-12-16,,118379,,,,
2017-12-17,,115354,,,,
2017-12-18,,133019,,,,
2017-12-19,,139884,,,,
2017-12-20,,116452,,,,
2017-12-21,,131974,,,,
2017-12-22,,143956,,,,
2017-12-23,,118949,,,,
2017-12-24,,98023,,,,
2017-12-25,,109783,,,,
2017-12-26,,122336,,,,
2017-12-27,,112394,,,,
2017-12-28,,111873,,,,
2017-12-29,,133981,,,,
2017-12-30,,123040,,,,
2017-12-31,,125976,,,,
2018-01-01,,141891,,,,
2018-01-02,,185160,,,,
2018-01-03,,142414,,,,
2018-01-04,,141243,,,,
2018-01-05,,143872,,,,
2018-01-06,,146907,,,,
2018-01-07,,167081,,,,
2018-01-08,,168623,,,,
2018-01-09,,188775,,,,
2018-01-10,,157360,,,,
2018-01-11,,162749,,,,
2018-01-12,,163704,,,,
2018-01-13,,209831,,,,
2018-01-14,,210281,,,,
2018-01-15,,174530,,,,
2018-01-16,,176625,,,,
2018-01-17,,169601,,,,
2018-01-18,,167808,,,,
2018-01-19,,144494,,,,
2018-01-20,,138275,,,,
2018-01-21,,215974,,,,
2018-01-22,,161559,,,,
2018-01-23,,149580,,,,
2018-01-24,,139608,,,,
2018-01-25,,141859,,,,
2018-01-26,,135245,,,,
2018-01-27,,126582,,,,
2018-01-28,,135235,,,,
2018-01-29,,160178,,,,
2018-01-30,,141372,,,,
2018-01-31,,148009,,,,
2018-02-01,,177683,,,,
2018-02-02,,157963,,,,
2018-02-03,,137512,,,,
2018-02-04,,144861,,,,
2018-02-05,,145409,,,,
2018-02-06,,145696,,,,
2018-02-07,,135141,,,,
2018-02-08,,131547,,,,
2018-02-09,,135030,,,,
2018-02-10,,140479,,,,
2018-02-11,,114456,,,,
2018-02-12,,125941,,,,
2018-02-13,,123190,,,,
2018-02-14,,140778,,,,
2018-02-15,,138381,,,,
2018-02-16,,110063,,,,
2018-02-17,,114728,,,,
2018-02-18,,127489,,,,
2018-02-19,,137249,,,,
2018-02-20,,138004,,,,
2018-02-21,,136141,,,,
2018-02-22,,127419,,,,
2018-02-23,,122544,,,,
2018-02-24,,100716,,,,
2018-02-25,,108065,,,,
