date,BNB Chain,Frax,Jito,Kinetiq,Lido,Mantle,Marinade,Rocket Pool,Stader,STRD,Swell Network
2021-01-28,,,,,129412404.2177722,,,,,,
2021-01-29,,,,,138435841.94868538,,,,,,
2021-01-30,,,,,137810366.904523,,,,,,
2021-01-31,,,,,132635472.21155389,,,,,,
2021-02-01,,,,,144402494.41593456,,,,,,
2021-02-02,,,,,164023173.67229787,,,,,,
2021-02-03,,,,,194121704.4278261,,,,,,
2021-02-04,,,,,199150740.92235336,,,,,,
2021-02-05,,,,,218582326.8828832,,,,,,
2021-02-06,,,,,216653375.8491376,,,,,,
2021-02-07,,,,,211889426.39174065,,,,,,
2021-02-08,,,,,238432758.4091994,,,,,,
2021-02-09,,,,,243865498.6976284,,,,,,
2021-02-10,,,,,250647603.30537176,,,,,,
2021-02-11,,,,,257259905.9152898,,,,,,
2021-02-12,,,,,266074438.1198161,,,,,,
2021-02-13,,,,,261972511.9594032,,,,,,
2021-02-14,,,,,263323983.1556888,,,,,,
2021-02-15,,,,,290952837.9788961,,,,,,
2021-02-16,,,,,293014161.6008987,,,,,,
2021-02-17,,,,,304264170.07495147,,,,,,
2021-02-18,,,,,320255750.1669418,,,,,,
2021-02-19,,,,,350528663.7712943,,,,,,
2021-02-20,,,,,347267159.67309546,,,,,,
2021-02-21,,,,,350597506.24461484,,,,,,
2021-02-22,,,,,323727614.1806934,,,,,,
2021-02-23,,,,,283204895.06083786,,,,,,
2021-02-24,,,,,294987467.9160018,,,,,,
2021-02-25,,,,,266482702.35491583,,,,,,
2021-02-26,,,,,263633302.2788964,,,,,,
2021-02-27,,,,,269426292.22300965,,,,,,
2021-02-28,,,,,258371241.06876847,,,,,,
2021-03-01,,,,,286993656.1180288,,,,,,
2021-03-02,,,,,273952910.7864992,,,,,,
2021-03-03,,,,,289278735.4010384,,,,,,
2021-03-04,,,,,283384390.6499011,,,,,,
2021-03-05,,,,,282731649.62345177,,,,,,
2021-03-06,,,,,305684532.7725816,,,,,,
2021-03-07,,,,,317910387.6981833,,,,,,
2021-03-08,,,,,338286188.29113513,,,,,,
2021-03-09,,,,,344921059.9947899,,,,,,
2021-03-10,,,,,333409254.9763412,,,,,,
2021-03-11,,,,,338476149.4974292,,,,,,
2021-03-12,,,,,329242616.1632112,,,,,,
2021-03-13,,,,,358983400.8996856,,,,,,
2021-03-14,,,,,348158061.0030719,,,,,,
2021-03-15,,,,,334325904.03034246,,,,,,
2021-03-16,,,,,337707237.46727103,,,,,,
2021-03-17,,,,,341553104.71326214,,,,,,
2021-03-18,,,,,332542591.7373888,,,,,,
2021-03-19,,,,,339736389.6998128,,,,,,
2021-03-20,,,,,340208187.5376909,,,,,,
2021-03-21,,,,,335299621.93114,,,,,,
2021-03-22,,,,,316181367.6487664,,,,,,
2021-03-23,,,,,314220047.4570292,,,,,,
2021-03-24,,,,,297173753.6529232,,,,,,
2021-03-25,,,,,298626919.4105218,,,,,,
2021-03-26,,,,,320266027.1890229,,,,,,
2021-03-27,,,,,323273553.5279913,,,,,,
2021-03-28,,,,,318809789.07560027,,,,,,
2021-03-29,,,,,343285152.6952445,,,,,,
2021-03-30,,,,,347722845.56809336,,,,,,
2021-03-31,,,,,362814852.6843807,,,,,,
2021-04-01,,,,,373967553.00540257,,,,,,
2021-04-02,,,,,406372119.7445924,,,,,,
2021-04-03,,,,,384367690.20652646,,,,,,
2021-04-04,,,,,396195279.6920104,,,,,,
2021-04-05,,,,,400480993.52897054,,,,,,
2021-04-06,,,,,408748267.87313735,,,,,,
2021-04-07,,,,,384653809.9921673,,,,,,
2021-04-08,,,,,403859791.4435351,,,,,,
2021-04-09,,,,,401984372.5623053,,,,,,
2021-04-10,,,,,416620739.1790237,,,,,,
2021-04-11,,,,,442471249.763664,,,,,,
2021-04-12,,,,,441214241.7819889,,,,,,
2021-04-13,,,,,511814378.5849784,,,,,,
2021-04-14,,,,,551285127.0039008,,,,,,
2021-04-15,,,,,571144895.789186,,,,,,
2021-04-16,,,,,551289001.9471856,,,,,,
2021-04-17,,,,,533534749.3580122,,,,,,
2021-04-18,,,,,511128882.75229806,,,,,,
2021-04-19,,,,,493890817.57806885,,,,,,
2021-04-20,,,,,582532242.276884,,,,,,
2021-04-21,,,,,595032065.3983603,,,,,,
2021-04-22,,,,,608770557.1049187,,,,,,
2021-04-23,,,,,593684819.2036732,,,,,,
2021-04-24,,,,,556294067.5886695,,,,,,
2021-04-25,,,,,580956644.8755189,,,,,,
2021-04-26,,,,,638436484.3110557,,,,,,
2021-04-27,,,,,667757617.543183,,,,,,
2021-04-28,,,,,694245853.6665429,,,,,,
2021-04-29,,,,,704998395.1714953,,,,,,
2021-04-30,,,,,711432193.643243,,,,,,
2021-05-01,,,,,756861281.888364,,,,,,
2021-05-02,,,,,761918055.7172297,,,,,,
2021-05-03,,,,,888575739.4937941,,,,,,
2021-05-04,,,,,841967581.5844219,,,,,,
2021-05-05,,,,,916317088.4026532,,,,,,
2021-05-06,,,,,953491180.795774,,,,,,
2021-05-07,,,,,961280060.7491368,,,,,,
2021-05-08,,,,,1208999035.545961,,,,,,
2021-05-09,,,,,1308225769.1315007,,,,,,
2021-05-10,,,,,1328687653.893319,,,,,,
2021-05-11,,,,,1403547941.9582596,,,,,,
2021-05-12,,,,,1312320685.8223226,,,,,,
2021-05-13,,,,,1262902804.3414805,,,,,,
2021-05-14,,,,,1388929886.0984943,,,,,,
2021-05-15,,,,,1249721146.2880545,,,,,,
2021-05-16,,,,,1241176113.887503,,,,,,
2021-05-17,,,,,1140355256.76484,,,,,,
2021-05-18,,,,,1186979571.4311898,,,,,,
2021-05-19,,,,,878450994.5016145,,,,,,
2021-05-20,,,,,976851217.73869,,,,,,
2021-05-21,,,,,852605416.2034851,,,,,,
2021-05-22,,,,,816008213.8435632,,,,,,
2021-05-23,,,,,871821364.3876723,,,,,,
2021-05-24,,,,,1088483613.034489,,,,,,
2021-05-25,,,,,1121513622.9724622,,,,,,
2021-05-26,,,,,1216153924.5803578,,,,,,
2021-05-27,,,,,1160705915.5339353,,,,,,
2021-05-28,,,,,1074625498.561035,,,,,,
2021-05-29,,,,,1014396254.3368628,,,,,,
2021-05-30,,,,,1061816955.1110464,,,,,,
2021-05-31,,,,,1201636274.0283618,,,,,,
2021-06-01,,,,,1187164564.2455442,,,,,,
2021-06-02,,,,,1231791777.111342,,,,,,
2021-06-03,,,,,1300415326.047966,,,,,,
2021-06-04,,,,,1230486624.31136,,,,,,
2021-06-05,,,,,1202963872.1992967,,,,,,
2021-06-06,,,,,1245674889.6001458,,,,,,
2021-06-07,,,,,1188184236.0472188,,,,,,
2021-06-08,,,,,1169111791.3595078,,,,,,
2021-06-09,,,,,1216675990.0806484,,,,,,
2021-06-10,,,,,1166355302.1873765,,,,,,
2021-06-11,,,,,1114491845.90815,,,,,,
2021-06-12,,,,,1157398706.199144,,,,,,
2021-06-13,,,,,1246643345.9643495,,,,,,
2021-06-14,,,,,1283633184.8990014,,,,,,
2021-06-15,,,,,1277653067.0572078,,,,,,
2021-06-16,,,,,1186035103.4746366,,,,,,
2021-06-17,,,,,1235484542.0825248,,,,,,
2021-06-18,,,,,1163724083.1787102,,,,,,
2021-06-19,,,,,1140136430.1831338,,,,,,
2021-06-20,,,,,1195486074.81793,,,,,,
2021-06-21,,,,,1011518466.4474716,,,,,,
2021-06-22,,,,,1002415476.6617756,,,,,,
2021-06-23,,,,,1057751037.18587,,,,,,
2021-06-24,,,,,1069128479.6333262,,,,,,
2021-06-25,,,,,986215418.7506377,,,,,,
2021-06-26,,,,,978386828.4173416,,,,,,
2021-06-27,,,,,1064760958.825952,,,,,,
2021-06-28,,,,,1126748600.53399,,,,,,
2021-06-29,,,,,1173172958.8638592,,,,,,
2021-06-30,,,,,1264688331.3084395,,,,,,
2021-07-01,,,,,1179223051.259395,,,,,,
2021-07-02,,,,,1256770649.5350552,,,,,,
2021-07-03,,,,,1304516156.2722683,,,,,,
2021-07-04,,,,,1366666596.5248134,,,,,,
2021-07-05,,,,,1326356194.1302035,,,,,,
2021-07-06,,,,,1398610537.8896906,,,,,,
2021-07-07,,,,,1401806687.9088092,,,,,,
2021-07-08,,,,,1289154705.7824838,,,,,,
2021-07-09,,,,,1326688243.482509,,,,,,
2021-07-10,,,,,1344658657.8969512,,,,,,
2021-07-11,,,,,1362870777.872564,,,,,,
2021-07-12,,,,,1299697589.5618513,,,,,,
2021-07-13,,,,,1238357601.8301396,,,,,,
2021-07-14,,,,,1274427797.4955022,,,,,,
2021-07-15,,,,,1221672941.0091815,,,,,,
2021-07-16,,,,,1199691185.9561222,,,,,,
2021-07-17,,,,,1221510741.00097,,,,,,
2021-07-18,,,,,1226563672.9403365,,,,,,
2021-07-19,,,,,1176180678.557142,,,,,,
2021-07-20,,,,,1164435222.8316612,,,,,,
2021-07-21,,,,,1306505044.0420482,,,,,,
2021-07-22,,,,,1330887840.729687,,,,,,
2021-07-23,,,,,1405776588.3610651,,,,,,
2021-07-24,,,,,1451667650.0143106,,,,,,
2021-07-25,,,,,1470545076.7307873,,,,,,
2021-07-26,,,,,1486200809.8633497,,,,,,
2021-07-27,,,,,1529478111.2203045,,,,,,
2021-07-28,,,,,1547324234.5375366,,,,,,
2021-07-29,,,,,1610379895.1196208,,,,,,
2021-07-30,,,,,1666709638.8956747,,0.0,,,,
2021-07-31,,,,,1743069697.1232967,,,,,,
2021-08-01,,,,,1758792724.2244294,,87.13990475664008,,,,
2021-08-02,,,,,1816935672.050684,,2502622.324055512,,,,
2021-08-03,,,,,1758014918.5789552,,3272385.9572333,,,,
2021-08-04,,,,,1973199636.5676425,,3482493.7352026044,,,,
2021-08-05,,,,,2055814795.2636013,,3635191.106010638,,,,
2021-08-06,,,,,2125444913.914945,,3834998.284609348,,,,
2021-08-07,,,,,2326928436.6407,,3819743.937993666,,,,
2021-08-08,,,,,2246715073.3651032,,3673664.447891788,,,,
2021-08-09,,,,,2363425973.8509464,,4719804.668468411,,,,
2021-08-10,,,,,2360732980.3545423,,5305420.310997094,,,,
2021-08-11,,,,,2387692648.2921414,,8027454.106398368,,,,
2021-08-12,,,,,2304190159.256636,,7963565.597510345,,,,
2021-08-13,,,,,2523614580.8606176,,9479177.138096051,,,,
2021-08-14,,,,,2505152862.1186085,,9896163.527730577,,,,
2021-08-15,,,,,2586068606.578625,,12434457.707027214,,,,
2021-08-16,,,,,2544471598.593993,,15602967.828454312,,,,
2021-08-17,,,,,2474298024.8000627,,16166993.638276584,,,,
2021-08-18,,,,,2544948828.446742,,18606084.157674864,,,,
2021-08-19,,,,,2675025741.1765056,,18365657.56106186,,,,
2021-08-20,,,,,2898598847.5312166,,19809311.18602116,,,,
2021-08-21,,,,,2889920236.507916,,18768252.56273017,,,,
2021-08-22,,,,,3004267080.8419123,,18492022.91471363,,,,
2021-08-23,,,,,3141861211.6146536,,20139284.12683185,,,,
2021-08-24,,,,,3108714750.5202622,,18878091.716775373,,,,
2021-08-25,,,,,3185097059.7513704,,30519744.55525784,,,,
2021-08-26,,,,,3130717377.3050365,,33572230.78374713,,,,
2021-08-27,,,,,3302980961.847524,,38971687.11668876,,,,
2021-08-28,,,,,3392515621.387836,,43002488.549135655,,,,
2021-08-29,,,,,3617507692.837094,,41648222.86259086,,,,
2021-08-30,,,,,3658714387.747988,,48575710.43064592,,,,
2021-08-31,,,,,3913500297.234942,,66686547.84226251,,,,
2021-09-01,,,,,4368340490.765237,,67981822.58846821,,,,
2021-09-02,,,,,4391011575.289453,,85422440.71972683,,,,
2021-09-03,,,,,4593051479.87321,,99546669.92200154,,,,
2021-09-04,,,,,4582721163.455352,,94946400.56843832,,,,
2021-09-05,,,,,4655275535.645012,,105623120.48864326,,,,
2021-09-06,,,,,4658548475.458448,,135236552.20355538,,,,
2021-09-07,,,,,4085795793.683545,,146721085.2638831,,,,
2021-09-08,,,,,4335254111.54862,,210276695.7262142,,,,
2021-09-09,,,,,4279454689.814117,,209945423.9369248,,,,
2021-09-10,,,,,4011960203.11143,,278616243.3808543,,,,
2021-09-11,,,,,4099858837.949409,,303653505.60725296,,,,
2021-09-12,,,,,4333778036.746118,,330965801.2875427,,,,
2021-09-13,,,,,4199196026.661856,,324744758.9645014,,,,
2021-09-14,,,,,4363592309.534332,,329730708.7259,,,,
2021-09-15,,,,,4609622624.987902,,332283328.64073044,,,,
2021-09-16,,,,,4589463786.584849,,318354765.4017208,,,,
2021-09-17,,,,,4387813931.297164,,309211511.13090533,,,,
2021-09-18,,,,,4424847176.176612,,356405820.051329,,,,
2021-09-19,,,,,4317321349.5975685,,321242094.7080238,,,,
2021-09-20,,,,,3861624476.396278,,279427657.91120267,,,,
2021-09-21,,,,,3564010027.195486,,257059118.32634404,,,,
2021-09-22,,,,,4003915658.087285,,310772440.2468495,,,,
2021-09-23,,,,,4120222517.980987,,326586416.828492,,,,
2021-09-24,,,,,3831472242.8915896,,303626981.1689296,,,,
2021-09-25,,,,,3859794244.634315,,298517632.44304407,,,,
2021-09-26,,,,,4018211687.275524,,300060974.6202283,,,,
2021-09-27,,,,,3860554974.125119,,301085340.9271284,,,,
2021-09-28,,,,,3680633057.7111273,,288590609.8841624,,,,
2021-09-29,,,,,3759829681.848837,,302397263.94720626,,,,
2021-09-30,,,,,3975300554.783575,,326721544.8409058,,,,
2021-10-01,,,,,4386973697.916936,,375289066.37040114,,,,
2021-10-02,,,,,4511393346.54658,,398302290.7749776,,,,
2021-10-03,,,,,4561562477.469583,,412643624.8968069,,,,
2021-10-04,,,,,4529601280.0184765,,402632270.9384312,,,,
2021-10-05,,,,,4742270680.036699,,394524146.91917527,,,,
2021-10-06,,,,,4909997346.622148,,370127508.913976,,,,
2021-10-07,,,,,4929357550.04807,,372093927.6319598,,,,
2021-10-08,,,,,4889186961.207073,,470349398.7960152,,,,
2021-10-09,,,,,4940084158.410316,,474025819.0290525,,,,
2021-10-10,,,,,4731247776.513486,,758857053.17107,,,,
2021-10-11,,,,,4884502897.920054,,749152745.3939186,,,,
2021-10-12,,,,,4848329724.654962,,794262159.9158702,,,,
2021-10-13,,,,,5009313756.880932,,778408447.1919324,,,,
2021-10-14,,,,,5276412412.348689,,787509180.8004514,,,,
2021-10-15,,,,,5408590226.200834,,958855829.2971624,,,,
2021-10-16,,,,,5371430967.343398,,1015616152.4099568,,,,
2021-10-17,,,,,5379827122.369862,,1046307832.9810524,,,,
2021-10-18,,,,,5246638334.575964,,1061452359.1443844,,,,
2021-10-19,,,,,5440943698.034707,,1072403166.754803,,,,
2021-10-20,,,,,5855623636.927533,,1209235004.2830184,,,,
2021-10-21,,,,,5731889259.074975,,1297031459.9222534,,,,
2021-10-22,,,,,5623741587.721907,,1305915014.7703784,,,,
2021-10-23,,,,,5897527081.958941,,1373766567.725762,,,,
2021-10-24,,,,,5785836036.608286,,1391957025.9453137,,,,
2021-10-25,,,,,5985798868.358408,,1434210047.154591,,,,
2021-10-26,,,,,5884730861.717121,,1367436897.1497188,,,,
2021-10-27,,,,,5595452267.157996,,1247678524.933717,,,,
2021-10-28,,,,,6089249028.735197,,1313930453.0053928,,,,
2021-10-29,,,,,6288790556.961645,,1367046111.391959,,,,
2021-10-30,,,,,6164390805.149246,,1317762908.760018,,,,
2021-10-31,,,,,6123486799.12217,,1379698866.1096623,,,,
2021-11-01,,,,,6188210649.518627,,1393232290.5022633,,,,
2021-11-02,,,,,6608360609.574438,,1513749357.6642616,,,,
2021-11-03,,,,,6633964604.328248,,1646042442.428928,442339.1302155018,,,
2021-11-04,,,,,6557062782.937096,,1704509779.1712253,436801.3857736989,,,
2021-11-05,,,,,6496686854.238451,,1600823849.5601337,431501.0650473283,,,
2021-11-06,,,,,6549271718.083126,,1778900408.909995,724336.6646640995,,,
2021-11-07,,,,,6705914265.396764,,1762726955.4960687,740260.6861517916,,,
2021-11-08,,,,,6988885223.669561,,1708891426.2861753,770400.7414915574,,,
2021-11-09,,,,,6891590735.487227,,1641418222.3348894,758732.9456971585,,,
2021-11-10,,,,,6779344466.044453,,1477421948.8141313,2227933.807127858,,,
2021-11-11,,,,,6924921658.939692,,1606844602.7854755,4997968.219568919,,,
2021-11-12,,,,,6862574444.896924,,1584251701.1056654,5097395.714802855,,,
2021-11-13,,,,,6843522762.56889,,1651480894.141348,5077150.366035385,,,
2021-11-14,,,,,6837916463.973503,,1645119539.471269,5211301.081547536,,,
2021-11-15,,,,,6743779793.07722,,1643986548.7376473,5133196.789010093,,,
2021-11-16,,,,,6262339550.281745,,1512418087.112553,12899792.836678606,,,
2021-11-17,,,,,6365510918.156451,,1502978266.933056,13080527.075247014,,,
2021-11-18,,,,,5918156751.21317,,1336601704.9193766,12141293.649292052,,,
2021-11-19,,,,,6406806411.829274,,1492849917.3867824,13125513.714764344,,,
2021-11-20,,,,,6596281786.963009,,1499392481.731768,13486026.011468573,,,
2021-11-21,,,,,6430636151.539233,,1602315438.6229618,13130859.16324498,,,
2021-11-22,,,,,6116060774.871451,,1486058264.4229288,12467231.14453004,,,
2021-11-23,,,,,6512342132.69147,,1524410838.4103358,30940910.48418616,,,
2021-11-24,,,,,6391386657.64632,,1415109108.96571,49457160.75332965,,,
2021-11-25,,,,,6780784277.726928,,1419942894.9198887,65750678.450078286,,,
2021-11-26,,,,,6084168460.612746,,1308696441.2459364,68659385.83553189,,,
2021-11-27,,,,,6141722279.623365,,1319808831.5061855,76323445.62068601,,,
2021-11-28,,,,,6466874735.581135,,1370439299.9877534,82644329.63990124,,,
2021-11-29,,,,,6706113598.806115,,1404331719.8832674,90170589.74101985,,,
2021-11-30,,,,,7001760106.226677,,1437256908.5087063,99123111.68138812,,,
2021-12-01,,,,,6954231551.682576,,1579679096.945286,113822343.31497094,,,
2021-12-02,,,,,6860024401.607801,,1611772369.6129792,117577777.78519684,,,
2021-12-03,,,,,6443903953.492075,,1464452812.8230002,113432640.38567322,,,
2021-12-04,,,,,6276954156.416295,,1389283310.6635554,114190125.08401205,,,
2021-12-05,,,,,6434620845.675389,,1349850754.062962,122262442.10725889,,,
2021-12-06,,,,,6677215812.169277,,1334772424.6752837,129245917.4664194,,,
2021-12-07,,,,,6627439338.44196,,1304278363.9026308,134075864.97038862,,,
2021-12-08,,,,,6880451582.960856,,1335316812.8874447,156557467.98215342,,,
2021-12-09,,,,,6458824757.576316,,1253068722.872908,167861119.0862287,,,
2021-12-10,,,,,6099299886.181348,,1166072146.273956,168388595.1484853,,,
2021-12-11,,,,,6359257825.981695,,1183518508.603001,187345101.61176825,,,
2021-12-12,,,,,6478813909.20121,,1197363071.0172784,198255698.6299469,,,
2021-12-13,,,,,5932945474.75468,,1073346189.3816344,189689500.0294975,,,
2021-12-14,,,,,6062629734.149221,,1109682100.2747996,201241858.6603052,,,
2021-12-15,,,,,6315809951.39147,,1227278475.0657282,212672665.8939036,,,
2021-12-16,,,,,6254170643.632233,,1208700032.402103,214146502.60116675,,,
2021-12-17,,,,,6133267345.938475,,1206008467.447936,211314680.5619,,,
2021-12-18,,,,,6266434179.116322,,1253621419.7692518,218058200.13344017,,,
2021-12-19,,,,,6211684565.506336,,1234466411.5851357,221649534.69394127,,,
2021-12-20,,,,,6305368313.595501,,1193186023.6830697,229823263.6361831,,,
2021-12-21,,,,,6449528728.09652,,1259649629.5625875,242451322.2507457,,,
2021-12-22,,,,,6385639543.61879,,1219512944.1037254,243005276.3124536,,,
2021-12-23,,,,,6585760940.237731,,1308854960.2278996,255762837.04423547,,,
2021-12-24,,,,,6498404835.585987,,1300437761.844006,254336961.25393265,,,
2021-12-25,,,,,6637872011.075147,,1323527643.142036,259261989.0384872,,,
2021-12-26,,,,,6593207756.114956,,1363295686.735077,258585206.41206264,,,
2021-12-27,,,,,6551106434.858484,,1342732666.471079,261472119.2717133,,,
2021-12-28,,,,,6175980118.379596,,1229520255.572281,247935307.1315479,,,
2021-12-29,,,,,5917332254.510165,,1176192116.2675252,238256655.0714309,,,
2021-12-30,,,,,6038953442.324883,,1169267049.1142929,243938178.4303576,,,
2021-12-31,,,,,5998564934.362035,,1154436388.8016698,246546602.02915344,,,
2022-01-01,,,,,6160506264.999948,,1228472251.1608553,259964762.04577747,,,
2022-01-02,,,,,6281676870.047807,,1216415087.1834507,268293620.3969853,,,
2022-01-03,,,,,6181949790.594786,,1170777980.7470524,266934180.23917472,,,
2022-01-04,,,,,6236452131.0300455,,1152800001.5358777,269225962.38184625,,,
2022-01-05,,,,,5908278875.508685,,1067224175.4784496,257121637.3668604,,,
2022-01-06,,,,,5688118791.284882,,1011926800.3806224,247760887.5367571,,,
2022-01-07,,,,,5334878010.574548,,868859376.1430627,233295559.8652897,,,
2022-01-08,,,,,5185301580.976266,,976265667.3710494,226748110.7260259,,,
2022-01-09,,,,,5287545273.610052,,964581411.2021276,234272226.59033075,,,
2022-01-10,,,,,5173426596.944126,,884570916.905138,229553862.45336315,,,
2022-01-11,,,,,5457661016.59007,,964012343.2427636,242156492.4281458,,,
2022-01-12,,,,,5686998494.82334,,1044147864.902244,252082550.64128503,,,
2022-01-13,,,,,5489191781.985481,,977002451.8355136,243970320.1797577,,,
2022-01-14,,,,,5592168172.693156,,995974097.2801468,249485286.0236767,,,
2022-01-15,,,,,5630844714.143317,,1014529129.9975137,252108746.86250767,,,
2022-01-16,,,,,5679212140.148195,,1017234545.8359184,257011679.90894988,,,
2022-01-17,,,,,5447815148.136038,,958691694.931034,248681236.5176605,,,
2022-01-18,,,,,5372995252.804863,,974281031.5219198,247439374.4606168,,,
2022-01-19,,,,,5260464417.051396,,928968130.1912256,243401111.0607981,,,
2022-01-20,,,,,5128415554.136163,,904543154.5771828,239413624.2267602,,,
2022-01-21,,,,,4366481765.711511,,744051347.4518187,204490995.49427733,,,
2022-01-22,,,,,4114948836.058817,,643962757.0928135,192359119.8549084,,,
2022-01-23,,,,,4378810147.6822405,,676643342.6596704,203432992.10534123,,,
2022-01-24,,,,,4319665515.731466,,621695291.1954178,196923149.48504227,,,
2022-01-25,,,,,4365297876.92545,,650457029.1277795,200215244.9714505,,,
2022-01-26,,,,,4379060172.71912,,627814499.4570422,201666175.3936661,,,
2022-01-27,,,,,4281692532.392109,,615466141.5095799,197116809.168036,,,
2022-01-28,,,,,4546312908.027155,,626335916.5895625,209803374.68624133,,,
2022-01-29,,,,,4652871026.729869,,654388100.0545517,215203481.67205703,,,
2022-01-30,,,,,4673662510.560219,,638101480.7690071,216582495.286326,,,
2022-01-31,,,,,4825728526.530685,,682820869.539575,224603726.830252,,,
2022-02-01,,,,,5025108052.245061,,754463330.7101034,233999830.77393287,,,
2022-02-02,,,,,4836717526.544966,,697030255.6162562,227192121.35933384,,,
2022-02-03,,,,,4801182525.723834,,689040840.5162162,226268722.7679931,,,
2022-02-04,,,,,5393963033.233536,,773566576.7867465,255443078.56584847,,,
2022-02-05,,,,,5489722017.445111,,787400189.7421187,258398442.8822521,,,
2022-02-06,,,,,5577839065.078945,,785573087.8905749,262764235.9186098,,,
2022-02-07,,,,,5750403083.285229,,807704409.7701958,272055165.36290896,,,
2022-02-08,,,,,5723135457.039731,,779700723.4707313,270610964.5000172,,,
2022-02-09,,,,,5962387761.669158,,786327173.1126136,281674929.81851745,,,
2022-02-10,,,,,5678675230.945448,,730879142.2720133,270517863.98558193,,,
2022-02-11,,,,,5424400522.710814,,666284070.183545,259483785.2542092,,,
2022-02-12,,,,,5423374481.8589325,,657899321.1794122,259686253.0182521,,,
2022-02-13,,,,,5374882118.729401,,640898969.4660305,260632172.06637904,,,
2022-02-14,,,,,5485736280.763953,,660499328.8773286,266133878.43537024,,,
2022-02-15,,,,,5949744136.087537,,716975597.8168296,289748703.6227778,,,
2022-02-16,,,,,5870327443.889996,,699681942.4759363,285432155.6904499,,,
2022-02-17,,,,,5421270532.305288,,640334128.9337139,267413697.7367133,,,
2022-02-18,,,,,5282294725.708044,,619318581.4386644,260644810.3614472,,,
2022-02-19,,,,,5251565323.33653,,631639318.2968987,258644104.07327217,,,
2022-02-20,,,,,5004634085.786065,,620965403.904805,246401194.9573933,,,
2022-02-21,,,,,4901299419.109702,,567606776.6755737,241303990.43474588,,,
2022-02-22,,,,,5040908327.60298,,596153521.4610072,251554202.1740258,,,
2022-02-23,,,,,5029448283.405728,,578886494.4749656,247347653.03005287,,,
2022-02-24,,,,,5118712772.679707,,610033283.3778335,248928039.6961142,,,
2022-02-25,,,,,5468484002.827945,,640143898.3843834,268052899.84484828,,,
2022-02-26,,,,,5503164491.434874,,618862616.2141117,275592577.75168604,,,
2022-02-27,,,,,5219436967.381404,,583764329.0617849,265893333.17746907,,,
2022-02-28,,,,,5805778959.478583,,682901453.4933064,298001629.76441115,,,
2022-03-01,,,,,5983795230.64182,,677929804.2099793,303920338.1383746,,,
2022-03-02,,,,,5999530060.496679,,696264768.7807006,304687682.00791955,,,
2022-03-03,,,,,5786549989.178544,,656725774.8034868,296309193.04525506,,,
2022-03-04,,,,,5406303454.29777,,602831164.8103725,278531854.251501,,,
2022-03-05,,,,,5554689054.081491,,617860555.173001,285658287.95543134,,,
2022-03-06,,,,,5360822562.028227,,583818928.4724413,275238588.68977875,,,
2022-03-07,,,,,5270497491.00324,,554411480.5827218,270334899.9183168,,,
2022-03-08,,,,,5489295470.045654,,563464843.8173395,281161555.0439085,,,
2022-03-09,,,,,5920998521.064423,,605463700.9086092,304128356.6343394,,,
2022-03-10,,,,,5760324219.835182,,566371286.6763318,292901883.27612823,,,
2022-03-11,,,,,5727533631.589882,,551845017.6307511,294254159.5035854,,,
2022-03-12,,,,,5793655456.571301,,565763146.9704375,323154515.23903817,,,
2022-03-13,,,,,5698569145.086279,,538015371.0441438,326154897.4339257,,,
