date,Aptos,Avalanche C-Chain,Ethereum,Near,Sui,Polygon PoS,Solana,TON,Acala,Aioz Network,Aleo,Algorand
2015-09-18,,,64666306.2298354,,,,,,,,,
2015-09-19,,,68666556.1246006,,,,,,,,,
2015-09-20,,,66105164.8121432,,,,,,,,,
2015-09-21,,,65835322.7791801,,,,,,,,,
2015-09-22,,,65633959.7546538,,,,,,,,,
2015-09-23,,,59927327.7139677,,,,,,,,,
2015-09-24,,,54400658.2471022,,,,,,,,,
2015-09-25,,,57158415.4382442,,,,,,,,,
2015-09-26,,,53028193.8225572,,,,,,,,,
2015-09-27,,,42874816.9730637,,,,,,,,,
2015-09-28,,,48389042.9027122,,,,,,,,,
2015-09-29,,,54065419.5075397,,,,,,,,,
2015-09-30,,,50481342.528862,,,,,,,,,
2015-10-01,,,49792779.2889176,,,,,,,,,
2015-10-02,,,50638684.0154994,,,,,,,,,
2015-10-03,,,49187272.3502002,,,,,,,,,
2015-10-04,,,46307572.652241,,,,,,,,,
2015-10-05,,,47605896.3936478,,,,,,,,,
2015-10-06,,,44984157.1910454,,,,,,,,,
2015-10-07,,,45977519.7985999,,,,,,,,,
2015-10-08,,,47989631.2526218,,,,,,,,,
2015-10-09,,,46490996.5500177,,,,,,,,,
2015-10-10,,,47026115.2421303,,,,,,,,,
2015-10-11,,,46416611.8423039,,,,,,,,,
2015-10-12,,,44485499.2994228,,,,,,,,,
2015-10-13,,,38272635.0207804,,,,,,,,,
2015-10-14,,,41527413.5443517,,,,,,,,,
2015-10-15,,,39443831.3174327,,,,,,,,,
2015-10-16,,,40632190.6169908,,,,,,,,,
2015-10-17,,,38382124.4169171,,,,,,,,,
2015-10-18,,,36070935.3106234,,,,,,,,,
2015-10-19,,,32076052.6319057,,,,,,,,,
2015-10-20,,,32590298.0083339,,,,,,,,,
2015-10-21,,,41918540.7826851,,,,,,,,,
2015-10-22,,,40100107.0136459,,,,,,,,,
2015-10-23,,,42179070.7575426,,,,,,,,,
2015-10-24,,,46895926.2570604,,,,,,,,,
2015-10-25,,,55226993.7894492,,,,,,,,,
2015-10-26,,,63451496.574236,,,,,,,,,
2015-10-27,,,75057962.8126455,,,,,,,,,
2015-10-28,,,86478981.5524642,,,,,,,,,
2015-10-29,,,77447839.4274176,,,,,,,,,
2015-10-30,,,67453442.4771053,,,,,,,,,
2015-10-31,,,78742733.2454108,,,,,,,,,
2015-11-01,,,71066352.0581412,,,,,,,,,
2015-11-02,,,74613449.5625167,,,,,,,,,
2015-11-03,,,67152505.5512562,,,,,,,,,
2015-11-04,,,67532501.09696,,,,,,,,,
2015-11-05,,,67767390.1008262,,,,,,,,,
2015-11-06,,,68761146.2783791,,,,,,,,,
2015-11-07,,,76839299.3247099,,,,,,,,,
2015-11-08,,,74277547.0763428,,,,,,,,,
2015-11-09,,,69753492.1438202,,,,,,,,,
2015-11-10,,,58873875.7067845,,,,,,,,,
2015-11-11,,,67254888.2041564,,,,,,,,,
2015-11-12,,,67527257.4097271,,,,,,,,,
2015-11-13,,,66066714.4889687,,,,,,,,,
2015-11-14,,,68078325.7946219,,,,,,,,,
2015-11-15,,,69812830.4073596,,,,,,,,,
2015-11-16,,,74440734.3005621,,,,,,,,,
2015-11-17,,,74402718.7454297,,,,,,,,,
2015-11-18,,,71212297.7605639,,,,,,,,,
2015-11-19,,,69388368.5798264,,,,,,,,,
2015-11-20,,,72914368.8025285,,,,,,,,,
2015-11-21,,,72276339.2512606,,,,,,,,,
2015-11-22,,,70839197.8194902,,,,,,,,,
2015-11-23,,,67424299.3976995,,,,,,,,,
2015-11-24,,,65072847.3327062,,,,,,,,,
2015-11-25,,,67132055.6074001,,,,,,,,,
2015-11-26,,,65341845.3928889,,,,,,,,,
2015-11-27,,,68868768.286575,,,,,,,,,
2015-11-28,,,65463342.9655532,,,,,,,,,
2015-11-29,,,65624853.9704755,,,,,,,,,
2015-11-30,,,65752486.0294354,,,,,,,,,
2015-12-01,,,61844779.0317115,,,,,,,,,
2015-12-02,,,62018808.0850176,,,,,,,,,
2015-12-03,,,63094325.0782999,,,,,,,,,
2015-12-04,,,65056337.641664,,,,,,,,,
2015-12-05,,,62850264.4151067,,,,,,,,,
2015-12-06,,,60292476.6132016,,,,,,,,,
2015-12-07,,,61675859.110314,,,,,,,,,
2015-12-08,,,59661067.180858,,,,,,,,,
2015-12-09,,,63872552.2758807,,,,,,,,,
2015-12-10,,,69119370.6271837,,,,,,,,,
2015-12-11,,,73250296.0727283,,,,,,,,,
2015-12-12,,,72302484.2835029,,,,,,,,,
2015-12-13,,,75133022.3950616,,,,,,,,,
2015-12-14,,,76787012.6018986,,,,,,,,,
2015-12-15,,,74686005.2281495,,,,,,,,,
2015-12-16,,,71033582.4062995,,,,,,,,,
2015-12-17,,,69616990.9878865,,,,,,,,,
2015-12-18,,,68767429.8504731,,,,,,,,,
2015-12-19,,,68305705.245382,,,,,,,,,
2015-12-20,,,67842615.3918816,,,,,,,,,
2015-12-21,,,66514758.1933737,,,,,,,,,
2015-12-22,,,65674405.6540461,,,,,,,,,
2015-12-23,,,65226512.0032797,,,,,,,,,
2015-12-24,,,65957619.8379337,,,,,,,,,
2015-12-25,,,64637552.4004609,,,,,,,,,
2015-12-26,,,65104495.7779742,,,,,,,,,
2015-12-27,,,63858382.553609,,,,,,,,,
2015-12-28,,,65951485.1558242,,,,,,,,,
2015-12-29,,,68315404.5466957,,,,,,,,,
2015-12-30,,,71083912.6996105,,,,,,,,,
2015-12-31,,,71849843.6651122,,,,,,,,,
2016-01-01,,,71252107.9687766,,,,,,,,,
2016-01-02,,,73864483.2222273,,,,,,,,,
2016-01-03,,,72909192.0050509,,,,,,,,,
2016-01-04,,,72462361.8793781,,,,,,,,,
2016-01-05,,,73650960.9332846,,,,,,,,,
2016-01-06,,,72931723.3062158,,,,,,,,,
2016-01-07,,,75767382.4398899,,,,,,,,,
2016-01-08,,,78016544.3342813,,,,,,,,,
2016-01-09,,,77676004.6524188,,,,,,,,,
2016-01-10,,,81416101.6377075,,,,,,,,,
2016-01-11,,,88958959.8993655,,,,,,,,,
2016-01-12,,,86108971.4829359,,,,,,,,,
2016-01-13,,,88257219.9632211,,,,,,,,,
2016-01-14,,,92329493.8251677,,,,,,,,,
2016-01-15,,,92765190.3530017,,,,,,,,,
2016-01-16,,,100866229.133861,,,,,,,,,
2016-01-17,,,106770204.99601,,,,,,,,,
2016-01-18,,,105177492.608109,,,,,,,,,
2016-01-19,,,119608403.909105,,,,,,,,,
2016-01-20,,,118064297.757752,,,,,,,,,
2016-01-21,,,112494896.6929,,,,,,,,,
2016-01-22,,,129390552.651241,,,,,,,,,
2016-01-23,,,163090024.694518,,,,,,,,,
2016-01-24,,,189898537.776117,,,,,,,,,
2016-01-25,,,159744115.067389,,,,,,,,,
2016-01-26,,,182534589.034323,,,,,,,,,
2016-01-27,,,193030853.204158,,,,,,,,,
2016-01-28,,,190524391.835073,,,,,,,,,
2016-01-29,,,186862759.721514,,,,,,,,,
2016-01-30,,,176275775.71473,,,,,,,,,
2016-01-31,,,170434539.304748,,,,,,,,,
2016-02-01,,,184396131.598681,,,,,,,,,
2016-02-02,,,193120920.359733,,,,,,,,,
2016-02-03,,,196350197.913233,,,,,,,,,
2016-02-04,,,194548161.01787,,,,,,,,,
2016-02-05,,,193450250.473578,,,,,,,,,
2016-02-06,,,226795324.209545,,,,,,,,,
2016-02-07,,,243366581.582991,,,,,,,,,
2016-02-08,,,286139280.984023,,,,,,,,,
2016-02-09,,,340624194.150979,,,,,,,,,
2016-02-10,,,462140079.76211,,,,,,,,,
2016-02-11,,,421542668.456625,,,,,,,,,
2016-02-12,,,413798928.618268,,,,,,,,,
2016-02-13,,,398234915.544431,,,,,,,,,
2016-02-14,,,409885035.83076,,,,,,,,,
2016-02-15,,,336781865.255722,,,,,,,,,
2016-02-16,,,288700599.272937,,,,,,,,,
2016-02-17,,,339233532.705698,,,,,,,,,
2016-02-18,,,346746765.740898,,,,,,,,,
2016-02-19,,,332040532.285085,,,,,,,,,
2016-02-20,,,359334417.720871,,,,,,,,,
2016-02-21,,,433193897.221769,,,,,,,,,
2016-02-22,,,433593972.804496,,,,,,,,,
2016-02-23,,,474102955.518581,,,,,,,,,
2016-02-24,,,458942242.844717,,,,,,,,,
2016-02-25,,,456082096.856427,,,,,,,,,
2016-02-26,,,491795616.489323,,,,,,,,,
2016-02-27,,,498424354.01222,,,,,,,,,
2016-02-28,,,488620056.24438,,,,,,,,,
2016-02-29,,,585403826.385372,,,,,,,,,
2016-03-01,,,650547162.217742,,,,,,,,,
2016-03-02,,,736507630.910245,,,,,,,,,
2016-03-03,,,778040245.139958,,,,,,,,,
2016-03-04,,,847886363.781726,,,,,,,,,
2016-03-05,,,850440219.934283,,,,,,,,,
2016-03-06,,,729122199.521877,,,,,,,,,
2016-03-07,,,760648959.226146,,,,,,,,,
2016-03-08,,,929438076.275976,,,,,,,,,
2016-03-09,,,870327228.727244,,,,,,,,,
2016-03-10,,,870802676.030833,,,,,,,,,
2016-03-11,,,1039511436.03952,,,,,,,,,
2016-03-12,,,1157819808.96522,,,,,,,,,
2016-03-13,,,955721344.445704,,,,,,,,,
2016-03-14,,,1008754617.75856,,,,,,,,,
2016-03-15,,,975104638.063455,,,,,,,,,
2016-03-16,,,856001603.167656,,,,,,,,,
2016-03-17,,,843946887.934275,,,,,,,,,
2016-03-18,,,816289545.74374,,,,,,,,,
2016-03-19,,,799245003.428426,,,,,,,,,
2016-03-20,,,927407651.003754,,,,,,,,,
2016-03-21,,,886765230.093506,,,,,,,,,
2016-03-22,,,972225642.275035,,,,,,,,,
2016-03-23,,,872598276.444027,,,,,,,,,
2016-03-24,,,834753145.058312,,,,,,,,,
2016-03-25,,,860590847.122157,,,,,,,,,
2016-03-26,,,814770808.148808,,,,,,,,,
2016-03-27,,,917099302.49219,,,,,,,,,
2016-03-28,,,922332031.704378,,,,,,,,,
2016-03-29,,,934038009.0319,,,,,,,,,
2016-03-30,,,892916961.582585,,,,,,,,,
2016-03-31,,,915415691.529844,,,,,,,,,
2016-04-01,,,910108352.620313,,,,,,,,,
2016-04-02,,,906254482.467987,,,,,,,,,
2016-04-03,,,881135506.236123,,,,,,,,,
2016-04-04,,,821026031.4554,,,,,,,,,
2016-04-05,,,840796803.768223,,,,,,,,,
2016-04-06,,,790923840.975488,,,,,,,,,
2016-04-07,,,769898368.466655,,,,,,,,,
2016-04-08,,,781106339.055354,,,,,,,,,
2016-04-09,,,695943784.179374,,,,,,,,,
2016-04-10,,,684660770.877576,,,,,,,,,
2016-04-11,,,593949307.448037,,,,,,,,,
2016-04-12,,,633611436.047492,,,,,,,,,
2016-04-13,,,666925784.500222,,,,,,,,,
2016-04-14,,,649194329.039705,,,,,,,,,
2016-04-15,,,677141041.33908,,,,,,,,,
2016-04-16,,,738147546.392614,,,,,,,,,
2016-04-17,,,709720474.786546,,,,,,,,,
2016-04-18,,,689106961.888891,,,,,,,,,
2016-04-19,,,672532357.991868,,,,,,,,,
2016-04-20,,,643204549.648147,,,,,,,,,
2016-04-21,,,623163882.726781,,,,,,,,,
2016-04-22,,,664843804.311413,,,,,,,,,
2016-04-23,,,634792414.635991,,,,,,,,,
2016-04-24,,,620380381.472942,,,,,,,,,
2016-04-25,,,589953549.071894,,,,,,,,,
2016-04-26,,,614038719.766494,,,,,,,,,
2016-04-27,,,576551379.908708,,,,,,,,,
2016-04-28,,,594731702.48227,,,,,,,,,
2016-04-29,,,707751631.317372,,,,,,,,,
2016-04-30,,,703213705.283378,,,,,,,,,
2016-05-01,,,805073117.802866,,,,,,,,,
2016-05-02,,,739862094.293265,,,,,,,,,
2016-05-03,,,750420702.303654,,,,,,,,,
2016-05-04,,,783653892.607546,,,,,,,,,
2016-05-05,,,740079043.020873,,,,,,,,,
2016-05-06,,,748684467.91554,,,,,,,,,
2016-05-07,,,760794311.500065,,,,,,,,,
2016-05-08,,,747045608.438586,,,,,,,,,
2016-05-09,,,747107780.404143,,,,,,,,,
2016-05-10,,,797843002.262819,,,,,,,,,
2016-05-11,,,806976736.477782,,,,,,,,,
2016-05-12,,,846829870.606108,,,,,,,,,
2016-05-13,,,814388813.025345,,,,,,,,,
2016-05-14,,,797447113.699401,,,,,,,,,
2016-05-15,,,891725938.661181,,,,,,,,,
2016-05-16,,,974091672.717444,,,,,,,,,
2016-05-17,,,1070392165.1001,,,,,,,,,
2016-05-18,,,1180254102.17535,,,,,,,,,
2016-05-19,,,1098527825.601,,,,,,,,,
2016-05-20,,,1123480271.01703,,,,,,,,,
2016-05-21,,,1143985930.65925,,,,,,,,,
2016-05-22,,,1063005899.32238,,,,,,,,,
2016-05-23,,,1017513902.0342,,,,,,,,,
2016-05-24,,,1005116816.05683,,,,,,,,,
2016-05-25,,,1005043803.42236,,,,,,,,,
2016-05-26,,,900334792.361934,,,,,,,,,
2016-05-27,,,946689008.456606,,,,,,,,,
2016-05-28,,,997114649.20596,,,,,,,,,
2016-05-29,,,1021153612.0329,,,,,,,,,
2016-05-30,,,1128785731.51901,,,,,,,,,
2016-05-31,,,1117038106.12764,,,,,,,,,
2016-06-01,,,1110747962.08615,,,,,,,,,
2016-06-02,,,1116709699.22315,,,,,,,,,
2016-06-03,,,1105420836.37468,,,,,,,,,
2016-06-04,,,1127904559.16655,,,,,,,,,
2016-06-05,,,1126059079.29335,,,,,,,,,
2016-06-06,,,1175566661.39266,,,,,,,,,
2016-06-07,,,1166543234.58509,,,,,,,,,
2016-06-08,,,1167724056.88057,,,,,,,,,
2016-06-09,,,1127971788.65578,,,,,,,,,
2016-06-10,,,1129771063.22143,,,,,,,,,
2016-06-11,,,1270814827.79091,,,,,,,,,
2016-06-12,,,1421627594.34821,,,,,,,,,
2016-06-13,,,1520848128.90165,,,,,,,,,
2016-06-14,,,1493198806.57053,,,,,,,,,
2016-06-15,,,1663058590.23521,,,,,,,,,
2016-06-16,,,1249053416.97159,,,,,,,,,
2016-06-17,,,908703581.395626,,,,,,,,,
2016-06-18,,,992977657.999396,,,,,,,,,
2016-06-19,,,959600009.086865,,,,,,,,,
2016-06-20,,,1055028896.39578,,,,,,,,,
2016-06-21,,,1035382450.40981,,,,,,,,,
2016-06-22,,,1112128273.08652,,,,,,,,,
2016-06-23,,,1134160918.57653,,,,,,,,,
2016-06-24,,,1161808477.68375,,,,,,,,,
2016-06-25,,,1127161866.11317,,,,,,,,,
2016-06-26,,,1134738651.81257,,,,,,,,,
2016-06-27,,,1001816707.42057,,,,,,,,,
2016-06-28,,,1043352935.7311,,,,,,,,,
2016-06-29,,,1087390815.10435,,,,,,,,,
2016-06-30,,,1005775062.88529,,,,,,,,,
2016-07-01,,,980549295.646644,,,,,,,,,
2016-07-02,,,965373887.513251,,,,,,,,,
2016-07-03,,,932812328.20427,,,,,,,,,
2016-07-04,,,861199508.129167,,,,,,,,,
2016-07-05,,,859068161.529038,,,,,,,,,
2016-07-06,,,825747093.089632,,,,,,,,,
2016-07-07,,,932118254.145362,,,,,,,,,
2016-07-08,,,899784687.842068,,,,,,,,,
2016-07-09,,,896985032.109909,,,,,,,,,
2016-07-10,,,861156597.696021,,,,,,,,,
2016-07-11,,,868920981.067511,,,,,,,,,
2016-07-12,,,859665552.235258,,,,,,,,,
2016-07-13,,,921808085.716017,,,,,,,,,
2016-07-14,,,928901844.337273,,,,,,,,,
2016-07-15,,,960169025.182489,,,,,,,,,
2016-07-16,,,928781022.90923,,,,,,,,,
2016-07-17,,,905150788.225931,,,,,,,,,
2016-07-18,,,951503951.346184,,,,,,,,,
2016-07-19,,,998549464.823329,,,,,,,,,
2016-07-20,,,1036388808.2887,,,,,,,,,
2016-07-21,,,1177755541.07043,,,,,,,,,
2016-07-22,,,1183972887.79088,,,,,,,,,
2016-07-23,,,1053890906.62795,,,,,,,,,
2016-07-24,,,1137688271.22968,,,,,,,,,
2016-07-25,,,969670072.727682,,,,,,,,,
2016-07-26,,,1068505615.29377,,,,,,,,,
2016-07-27,,,1062067696.43159,,,,,,,,,
2016-07-28,,,1058924002.97122,,,,,,,,,
2016-07-29,,,1035160533.05108,,,,,,,,,
2016-07-30,,,979546056.982545,,,,,,,,,
2016-07-31,,,905616046.061989,,,,,,,,,
2016-08-01,,,689901283.219963,,,,,,,,,
2016-08-02,,,844612892.275627,,,,,,,,,
2016-08-03,,,911931922.051397,,,,,,,,,
2016-08-04,,,904674489.380913,,,,,,,,,
2016-08-05,,,901592852.538047,,,,,,,,,
2016-08-06,,,903742755.773391,,,,,,,,,
2016-08-07,,,931042241.465678,,,,,,,,,
2016-08-08,,,1009705614.36549,,,,,,,,,
2016-08-09,,,1005960650.76436,,,,,,,,,
2016-08-10,,,993657810.965186,,,,,,,,,
2016-08-11,,,992852191.92122,,,,,,,,,
2016-08-12,,,960366408.498685,,,,,,,,,
2016-08-13,,,934377927.896014,,,,,,,,,
2016-08-14,,,932326143.285382,,,,,,,,,
2016-08-15,,,851307063.461848,,,,,,,,,
2016-08-16,,,891887550.15091,,,,,,,,,
2016-08-17,,,891315247.038608,,,,,,,,,
2016-08-18,,,891164434.839845,,,,,,,,,
2016-08-19,,,936793411.747716,,,,,,,,,
2016-08-20,,,928118646.496586,,,,,,,,,
2016-08-21,,,920760944.831664,,,,,,,,,
2016-08-22,,,917054933.505309,,,,,,,,,
2016-08-23,,,917509231.718938,,,,,,,,,
2016-08-24,,,944980815.007001,,,,,,,,,
2016-08-25,,,938479976.333071,,,,,,,,,
2016-08-26,,,929893628.946394,,,,,,,,,
2016-08-27,,,910522226.862099,,,,,,,,,
2016-08-28,,,910306587.926604,,,,,,,,,
2016-08-29,,,936081383.038874,,,,,,,,,
2016-08-30,,,960315422.252975,,,,,,,,,
2016-08-31,,,1002979070.48584,,,,,,,,,
2016-09-01,,,1010736310.53788,,,,,,,,,
2016-09-02,,,986576697.726398,,,,,,,,,
2016-09-03,,,975664137.538773,,,,,,,,,
2016-09-04,,,983510024.410591,,,,,,,,,
2016-09-05,,,978261092.608498,,,,,,,,,
2016-09-06,,,967355053.646816,,,,,,,,,
2016-09-07,,,949823761.579695,,,,,,,,,
2016-09-08,,,974812003.584137,,,,,,,,,
2016-09-09,,,1016072616.83165,,,,,,,,,
2016-09-10,,,972702164.273709,,,,,,,,,
2016-09-11,,,994145301.609289,,,,,,,,,
2016-09-12,,,997422104.389109,,,,,,,,,
2016-09-13,,,1000350301.47662,,,,,,,,,
2016-09-14,,,999855875.893229,,,,,,,,,
2016-09-15,,,1052421113.17338,,,,,,,,,
2016-09-16,,,1066458048.15887,,,,,,,,,
2016-09-17,,,1040236010.88763,,,,,,,,,
2016-09-18,,,1107285960.04786,,,,,,,,,
2016-09-19,,,1204332733.22987,,,,,,,,,
2016-09-20,,,1154027780.27005,,,,,,,,,
2016-09-21,,,1114753105.98842,,,,,,,,,
2016-09-22,,,1122387371.94834,,,,,,,,,
2016-09-23,,,1084102058.91769,,,,,,,,,
2016-09-24,,,1100233097.3114,,,,,,,,,
2016-09-25,,,1081499008.0469,,,,,,,,,
2016-09-26,,,1103562692.34355,,,,,,,,,
2016-09-27,,,1124190330.63539,,,,,,,,,
2016-09-28,,,1106268658.33877,,,,,,,,,
2016-09-29,,,1114978390.15404,,,,,,,,,
2016-09-30,,,1121767153.38806,,,,,,,,,
2016-10-01,,,1116158962.90999,,,,,,,,,
2016-10-02,,,1139675567.61655,,,,,,,,,
2016-10-03,,,1122448916.25311,,,,,,,,,
2016-10-04,,,1105495725.07924,,,,,,,,,
2016-10-05,,,1086400169.44064,,,,,,,,,
2016-10-06,,,1072424202.40645,,,,,,,,,
2016-10-07,,,1032213087.46723,,,,,,,,,
2016-10-08,,,1020207839.23165,,,,,,,,,
2016-10-09,,,1004236335.54942,,,,,,,,,
2016-10-10,,,997294452.394914,,,,,,,,,
2016-10-11,,,1006549794.24606,,,,,,,,,
2016-10-12,,,1015964123.76729,,,,,,,,,
2016-10-13,,,1012567915.68641,,,,,,,,,
2016-10-14,,,1015379673.82394,,,,,,,,,
2016-10-15,,,1014551965.6013,,,,,,,,,
2016-10-16,,,1018744183.39174,,,,,,,,,
2016-10-17,,,1064628048.14228,,,,,,,,,
2016-10-18,,,1019440133.59225,,,,,,,,,
2016-10-19,,,1023487873.4229,,,,,,,,,
2016-10-20,,,1030182192.72819,,,,,,,,,
2016-10-21,,,1026687902.32865,,,,,,,,,
2016-10-22,,,1017581341.6568,,,,,,,,,
2016-10-23,,,1014274172.07894,,,,,,,,,
2016-10-24,,,961902672.68896,,,,,,,,,
2016-10-25,,,981270911.319335,,,,,,,,,
2016-10-26,,,978335224.205203,,,,,,,,,
2016-10-27,,,984269328.394318,,,,,,,,,
2016-10-28,,,883346994.544958,,,,,,,,,
2016-10-29,,,956201948.734165,,,,,,,,,
2016-10-30,,,930359100.153794,,,,,,,,,
2016-10-31,,,923284106.065981,,,,,,,,,
2016-11-01,,,922879134.346133,,,,,,,,,
2016-11-02,,,925622888.082941,,,,,,,,,
2016-11-03,,,953223436.315442,,,,,,,,,
2016-11-04,,,948094434.475046,,,,,,,,,
2016-11-05,,,935993552.961042,,,,,,,,,
2016-11-06,,,932357915.575492,,,,,,,,,
2016-11-07,,,934033643.876266,,,,,,,,,
2016-11-08,,,915091038.306155,,,,,,,,,
2016-11-09,,,902927283.196369,,,,,,,,,
2016-11-10,,,883831055.758627,,,,,,,,,
2016-11-11,,,830154646.533987,,,,,,,,,
2016-11-12,,,868826185.262762,,,,,,,,,
2016-11-13,,,858907304.312002,,,,,,,,,
2016-11-14,,,877146449.785368,,,,,,,,,
2016-11-15,,,862443066.890592,,,,,,,,,
2016-11-16,,,857469644.966656,,,,,,,,,
2016-11-17,,,813868305.369043,,,,,,,,,
2016-11-18,,,832570726.934084,,,,,,,,,
2016-11-19,,,821098057.21918,,,,,,,,,
2016-11-20,,,825310560.851295,,,,,,,,,
2016-11-21,,,846010291.538467,,,,,,,,,
2016-11-22,,,841238275.542486,,,,,,,,,
2016-11-23,,,792161484.468063,,,,,,,,,
2016-11-24,,,805772134.224589,,,,,,,,,
2016-11-25,,,802029049.68892,,,,,,,,,
2016-11-26,,,769442732.486036,,,,,,,,,
2016-11-27,,,752553451.413908,,,,,,,,,
2016-11-28,,,705297428.006268,,,,,,,,,
2016-11-29,,,748071852.89044,,,,,,,,,
2016-11-30,,,730151014.18213,,,,,,,,,
2016-12-01,,,661018149.17555,,,,,,,,,
2016-12-02,,,683319039.092018,,,,,,,,,
2016-12-03,,,646883448.723041,,,,,,,,,
2016-12-04,,,590496504.157362,,,,,,,,,
2016-12-05,,,661467705.61186,,,,,,,,,
2016-12-06,,,705334665.706309,,,,,,,,,
2016-12-07,,,720121915.735263,,,,,,,,,
2016-12-08,,,737938568.31088,,,,,,,,,
2016-12-09,,,702944255.68112,,,,,,,,,
2016-12-10,,,713308213.033448,,,,,,,,,
2016-12-11,,,735934880.900834,,,,,,,,,
2016-12-12,,,725643347.517306,,,,,,,,,
2016-12-13,,,713465176.951792,,,,,,,,,
2016-12-14,,,675681120.274297,,,,,,,,,
2016-12-15,,,678214580.94254,,,,,,,,,
2016-12-16,,,680519827.604025,,,,,,,,,
2016-12-17,,,683897439.864293,,,,,,,,,
2016-12-18,,,661159386.32716,,,,,,,,,
2016-12-19,,,664148518.594861,,,,,,,,,
2016-12-20,,,684634858.116311,,,,,,,,,
2016-12-21,,,660427962.76599,,,,,,,,,
2016-12-22,,,628063010.693084,,,,,,,,,
2016-12-23,,,630117081.072547,,,,,,,,,
2016-12-24,,,629516509.289098,,,,,,,,,
2016-12-25,,,634564176.051704,,,,,,,,,
2016-12-26,,,626352253.37843,,,,,,,,,
2016-12-27,,,665151773.255911,,,,,,,,,
2016-12-28,,,714246947.436777,,,,,,,,,
2016-12-29,,,712888825.738265,,,,,,,,,
2016-12-30,,,700638437.109051,,,,,,,,,
2016-12-31,,,705615194.827063,,,,,,,,,
2017-01-01,,,731817457.464989,,,,,,,,,
2017-01-02,,,842886495.379995,,,,,,,,,
2017-01-03,,,961038889.843915,,,,,,,,,
2017-01-04,,,886296492.931421,,,,,,,,,
2017-01-05,,,890067630.593762,,,,,,,,,
2017-01-06,,,861427362.560421,,,,,,,,,
2017-01-07,,,900645822.145409,,,,,,,,,
2017-01-08,,,902556769.27199,,,,,,,,,
2017-01-09,,,923748369.397242,,,,,,,,,
2017-01-10,,,848391822.168614,,,,,,,,,
2017-01-11,,,849172695.985368,,,,,,,,,
2017-01-12,,,848042631.095114,,,,,,,,,
2017-01-13,,,852254946.178411,,,,,,,,,
2017-01-14,,,860534322.74614,,,,,,,,,
2017-01-15,,,837562733.63416,,,,,,,,,
2017-01-16,,,902735897.606889,,,,,,,,,
2017-01-17,,,891354114.871255,,,,,,,,,
2017-01-18,,,914555495.261725,,,,,,,,,
2017-01-19,,,929384722.944837,,,,,,,,,
2017-01-20,,,958152131.942248,,,,,,,,,
2017-01-21,,,947279384.776317,,,,,,,,,
2017-01-22,,,948113651.47357,,,,,,,,,
2017-01-23,,,917408215.389253,,,,,,,,,
2017-01-24,,,924140033.97176,,,,,,,,,
2017-01-25,,,931851533.450183,,,,,,,,,
2017-01-26,,,928178829.579954,,,,,,,,,
2017-01-27,,,932486646.12518,,,,,,,,,
2017-01-28,,,921810453.395247,,,,,,,,,
2017-01-29,,,934513900.731524,,,,,,,,,
2017-01-30,,,944300621.568972,,,,,,,,,
2017-01-31,,,946733901.535968,,,,,,,,,
2017-02-01,,,956759156.467363,,,,,,,,,
2017-02-02,,,968360894.192527,,,,,,,,,
2017-02-03,,,1003747585.87914,,,,,,,,,
