date,Arbitrum,Avalanche C-Chain,Base,BNB Chain,Ethereum,Hyperliquid,Plasma,Solana
2022-07-31,39992349,2947189506,0,1095914310,20030016763,0,0,0
2022-08-07,38249141,2757417594,0,1105461274,19906949103,0,0,0
2022-08-14,41321258,2895527940,0,1152966679,21696953226,0,0,0
2022-08-21,39548906,2261368473,0,1042798890,19603809378,0,0,0
2022-08-28,40140932,2220934382,0,1019543521,18514403630,0,0,0
2022-09-04,40389270,1875126562,0,1053398355,18219794908,0,0,0
2022-09-11,46958744,1860559882,0,1069334660,20138568932,0,0,0
2022-09-18,41744942,1749314454,0,995446299,16726785898,0,0,0
2022-09-25,39796688,1823975835,0,984325076,16793772747,0,0,0
2022-10-02,40291181,1605964788,0,973147904,17128912750,0,0,0
2022-10-09,42796996,1565713103,0,1187342845,17185852368,0,0,0
2022-10-16,43329048,1370092546,0,1186194291,17072828761,0,0,0
2022-10-23,43452324,1267807779,0,1188496173,16935559951,0,0,0
2022-10-30,51025141,1281516927,0,1302042200,18348853501,0,0,0
2022-11-06,55055713,1257630405,0,1704798686,18065134185,0,0,0
2022-11-13,49281538,892956422,0,1259967293,15379778296,0,0,0
2022-11-20,50907767,836963056,0,1215323054,14559998875,0,0,0
2022-11-27,53025689,714221308,0,1792167640,13902465531,0,0,0
2022-12-04,57446246,709796137,0,1277032548,14460379291,0,0,0
2022-12-11,61852993,689246492,0,1264389670,14040834713,0,0,0
2022-12-18,68114325,618447122,0,1097027141,13401445071,0,0,0
2022-12-25,69675818,603995162,0,1089965998,13531719471,0,0,0
2023-01-01,67434529,556350339,0,1076448532,13242189515,0,0,0
2023-01-08,68478052,592144056,0,1115320384,13764973418,0,0,0
2023-01-15,78573715,723083283,0,1276003336,15416098267,0,0,0
2023-01-22,74573869,728964724,0,1366419032,15798592508,0,0,0
2023-01-29,74359834,740267782,0,1373128841,16029571314,0,0,0
2023-02-05,81263895,753432390,0,1414822364,16365377558,0,0,0
2023-02-12,84982278,704218830,0,1354818597,15681129445,0,0,0
2023-02-19,96720429,740915691,0,1400416546,17010556485,0,0,0
2023-02-26,98669683,668836482,0,1328019232,16431730419,0,0,0
2023-03-05,104946484,643715677,0,1293222673,16143264747,0,0,0
2023-03-12,95054803,556430701,0,1126581273,16873605617,0,0,0
2023-03-19,114711159,582023048,0,1742163572,17964366447,0,0,0
2023-03-26,172750723,593973441,0,1318351547,18057813788,0,0,0
2023-04-02,226001051,623206957,0,1436064115,18208560992,0,0,0
2023-04-09,232007176,598615247,0,1482343045,18391222271,0,0,0
2023-04-16,215163886,597721439,0,1565147242,19726271559,0,0,0
2023-04-23,191750098,542792132,0,1691245194,17686859107,0,0,0
2023-04-30,192689761,559607201,0,1609057218,17889292994,0,0,0
2023-05-07,206425552,545782476,0,1607388611,17882708647,0,0,0
2023-05-14,205823520,520197023,0,1473545551,17033241290,0,0,0
2023-05-21,229017816,511362340,0,1484278580,17055948798,0,0,0
2023-05-28,226783714,509203221,0,1443451591,17296682903,0,0,0
2023-06-04,242459651,510502854,0,1483754441,17031925671,0,0,0
2023-06-11,231198435,463210956,0,1250571918,15951224227,0,0,0
2023-06-18,236774657,467802025,0,1313754178,15820577916,0,0,0
2023-06-25,260395785,513808555,0,1382745527,17090105778,0,0,0
2023-07-02,274248671,520575212,0,1407151987,17494497548,0,0,0
2023-07-09,280710318,509824843,0,1376347737,17204572970,0,0,0
2023-07-16,288252987,511405423,0,1588516430,17775182133,0,0,0
2023-07-23,294068124,467395204,0,1337215973,17044905738,0,0,0
2023-07-30,299493003,456982784,0,1342610989,17043808527,0,0,0
2023-08-06,273053882,431418736,0,1413615421,15979663526,0,0,0
2023-08-13,286610244,444417155,15711598,1445597089,17314242797,0,0,0
2023-08-20,263701572,404633759,32661313,1269984577,15464793340,0,0,0
2023-08-27,264883232,381520786,38738207,1255126998,15332574602,0,0,0
2023-09-03,261649355,357778866,61129702,1186023584,15366933728,0,0,0
2023-09-10,268151538,356978447,65847455,1166967487,15415178587,0,0,0
2023-09-17,261519309,352577140,73408325,1132534383,15496624997,0,0,0
2023-09-24,257093703,344742472,72382720,1147755314,15131771173,0,0,0
2023-10-01,277074651,352802804,74291937,1158519293,15509055879,0,0,0
2023-10-08,284667011,381166290,77354091,1167613746,15316969813,0,0,0
2023-10-15,277365318,353758674,80473387,1082074974,14755559772,0,0,0
2023-10-22,309633167,376569841,82075829,1136833141,15695922939,0,0,0
2023-10-29,347157302,399204826,85477649,1275546636,16648368952,0,0,0
2023-11-05,366032589,411975058,86229113,1270208698,17703713573,0,0,428779
2023-11-12,395397035,476293637,97829861,1338224995,18792720583,0,0,620711
2023-11-19,384135421,507587423,98414372,1331300160,18588116113,0,0,2438076
2023-11-26,407222092,511592879,104286039,1333428682,19115465788,0,0,11812724
2023-12-03,436523157,527382614,115329470,1300182479,19964169589,0,0,34513520
2023-12-10,483244118,657641977,124857865,1411268293,21268322676,0,0,88016568
2023-12-17,472327844,778473121,192045662,1594106993,20606817076,0,0,138478937
2023-12-24,505809813,836849610,212024691,1680691579,21186281107,0,0,222883694
2023-12-31,500505969,727911536,206965148,1802679329,21085470527,0,0,230649698
2024-01-07,512828041,685727899,199494091,1784312880,21272051123,0,0,231266074
2024-01-14,571048223,716175325,213381794,1613338909,23152586463,0,0,243209961
2024-01-21,562856701,657781248,202318356,1751876954,22893404375,0,0,284070092
2024-01-28,537587158,654849277,187841862,1604328892,21582510239,0,0,338908885
2024-02-04,559590305,673291078,193593631,1575860469,21849101758,0,0,415162016
2024-02-11,603054189,727246201,185490318,1808695755,23521046185,0,0,495182284
2024-02-18,655185696,727864812,182858353,1917472757,25724929459,0,0,529582804
2024-02-25,674428066,712418788,194635634,2066924409,27049032739,0,0,524724765
2024-03-03,790235454,835598431,215021969,2088150111,30532982338,0,0,662336445
2024-03-10,944321175,850457961,242634895,2703520430,34458127101,0,0,1120113138
2024-03-17,934146599,946198541,224784198,2752267833,31684563035,0,0,1425732180
2024-03-24,908453594,959700286,249167614,2332466560,30095435846,0,0,1461107056
2024-03-31,1008471398,973782717,306574822,2994851751,31732016812,0,0,1795337887
2024-04-07,987238633,913380693,318096518,2950783497,30987240364,0,0,1560525213
2024-04-14,911562417,724420576,321881067,2710113678,28437439798,0,0,1351417530
2024-04-21,970377930,776875947,398501711,2391355560,29065371071,0,0,1511697875
2024-04-28,999385441,735955598,439994207,2815953035,29602753311,0,0,1432424466
2024-05-05,980982591,763162902,455779881,2736888093,28883865340,0,0,1409414133
2024-05-12,982135567,703420185,462415086,2625161921,27661901070,0,0,1409369659
2024-05-19,1116647618,765641803,461100834,2572085906,29516062598,0,0,1581432995
2024-05-26,1407349263,790112845,562018959,2625169477,34133488462,0,0,1684822190
2024-06-02,1550932719,765028561,558381578,2701497357,34855514339,0,0,1834965139
2024-06-09,1620407690,721348886,541918527,3101988852,34909869207,0,0,1718355804
2024-06-16,1589414723,680352463,562368284,2707283359,34470102482,0,0,1592002904
2024-06-23,1437788971,623879949,608795072,2445771805,33961181153,0,0,1447872607
2024-06-30,1359677692,641829251,619881466,2361894724,33786062071,0,0,1525718014
2024-07-07,1393368891,675062066,579999537,2237452563,31268425772,0,0,1515382315
2024-07-14,1556033990,691329582,640140131,2257201170,32554884625,0,0,1522860885
2024-07-21,1820257522,793092488,642573218,2441105867,35590782097,0,0,1754965800
2024-07-28,1783232098,848955654,657597934,2421319088,34220232963,0,0,1796963544
2024-08-04,1617365189,794050920,608474298,2267690648,30992973961,0,0,1585516939
2024-08-11,1439356893,831706180,558450438,2151227750,29398087694,0,0,1796018717
2024-08-18,1445356999,837463181,589868836,2246439241,29544247795,0,0,1799348350
2024-08-25,1494630008,947336901,676077047,2819862334,31258246345,0,0,2044891189
2024-09-01,1430498954,870200565,649099366,2217152311,28942513312,0,0,1895218056
2024-09-08,1289462697,848838536,583642962,2071563922,28080170215,0,0,1772669980
2024-09-15,1349566940,972915000,601141793,2263017818,29840304963,0,0,1971046854
2024-09-22,1383697735,944658944,615152377,2399679499,31845856131,0,0,2061790325
2024-09-29,1467754190,1167542603,703368142,2438526787,32828638248,0,0,2214122392
2024-10-06,1365935120,1106099598,701800042,2286673993,30699697139,0,0,2149826011
2024-10-13,1401225089,1219186855,681183431,2287498899,31130041983,0,0,2237056322
2024-10-20,1491567878,1209333158,758686999,2374366383,33070304329,0,0,2368956460
2024-10-27,1419271563,1141023054,794901926,2231265609,32594859386,0,0,2462535970
2024-11-03,1430808558,1116395992,914928112,2209272049,33351530500,0,0,2341486469
2024-11-10,1692908637,1144255267,1150559738,2400144433,39782405970,0,0,2846970087
2024-11-17,1802011575,1249077474,1193085531,3047957614,41010078215,0,0,3207388502
2024-11-24,1947204003,1354982873,1356371569,2677164717,45447439133,0,0,3414349252
2024-12-01,2069892040,1349811771,1510015104,2614832916,49742265975,0,0,3379055708
2024-12-08,2327286819,1474605404,1716788466,2656875356,54040567027,0,0,3440488089
2024-12-15,2408081323,1501406019,1791048161,3147174684,54782150800,0,0,3270555747
2024-12-22,2151327678,1297223308,1669232876,2508608590,50031708043,0,0,2814701526
2024-12-29,2177357951,1304237564,1750100162,2838347525,51184785034,0,0,2967121950
2025-01-05,2270172290,1345528507,1945462770,2679581411,54661848651,0,0,3234971535
2025-01-12,2099137321,1233717332,1867952485,2770944525,51034935403,0,0,2905639652
2025-01-19,2131837888,1355985766,2078267038,2727986599,52643755786,0,0,3973447467
2025-01-26,2149160454,1409703175,2157404287,2646534200,53520142604,0,0,3880552654
2025-02-02,2071215001,1350052097,2095864837,2576952472,51198008649,0,0,3573343113
2025-02-09,1822667303,1225910176,1888529139,2527298699,48302863168,0,0,3467969612
2025-02-16,1834225500,1200505167,1986955875,2692030781,49601025375,0,0,3517730822
2025-02-23,1856601976,1177111031,2050197280,2714240289,49268175618,0,0,3105076863
2025-03-02,1595714125,1059369435,1876705706,2397430152,44797966657,0,0,2933139347
2025-03-09,1580639776,1056364549,1789997328,2442617257,44071355614,0,0,2762946042
2025-03-16,1482455442,1017241367,1742578098,2424192416,42496144728,0,0,2708087099
2025-03-23,1487205096,1024834188,1744471885,2578604433,43215118114,16249083,0,2716850233
2025-03-30,1405365204,1076384381,1657707855,2461682927,42346133688,35867521,0,2660341891
2025-04-06,1403680862,1081714371,1706504228,2415422241,42163777382,68090508,0,2531566809
2025-04-13,1339650052,1196034575,1627556958,2499077002,39996616003,130693773,0,2873958161
2025-04-20,1342949744,1220023411,1697446359,2429704363,40816493878,157576740,0,3163710504
2025-04-27,1436665137,1355054208,1831479812,2509676900,44549938560,188735258,0,3434749505
2025-05-04,1433682486,1413378326,1975617387,2475302444,45533726094,284621839,0,3345992639
2025-05-11,1734738427,1647059731,2429607678,2779785820,54411045699,418908930,0,3836367564
2025-05-18,1682630470,1580210661,2531490919,2519567102,53066330271,485790413,0,3754788426
2025-05-25,1732547495,1649886814,2725071094,2752141936,54681494565,692605608,0,3821656562
2025-06-01,1703601804,1605735715,2782652101,2476135527,55278240538,718209761,0,3548148217
2025-06-08,1700162541,1624940638,2957486369,2551882522,55526607450,796751691,0,3552539510
2025-06-15,1723013086,1581830752,3057013273,2548670220,56133339797,942743923,0,3566466418
2025-06-22,1630772385,1508041414,2973398786,2494903713,54720824560,897305362,0,3302362860
2025-06-29,1736303410,1605541856,3126222258,2652613086,57557005434,1025104075,0,3667370937
2025-07-06,1782677919,1616017107,3239315124,2697043407,60286140170,1167083535,0,3751285295
2025-07-13,1988770943,1784600565,3609351188,2821840058,66265779731,1367829011,0,3973021423
2025-07-20,2322768293,1917931650,4009622593,3011223225,73364627091,1382112464,0,4200648364
2025-07-27,2378162537,1955358574,4283006313,3105855809,77159211563,1524211173,0,4242413454
2025-08-03,2239897877,1763125190,4106476369,2909904989,74667286766,1438389574,0,4013600120
2025-08-10,2580555772,1952869165,4480057416,3055579956,87744753397,1634429068,0,4563978875
2025-08-17,2604802317,1965331659,4739312748,3150893266,87400713955,1652554478,0,4645392832
2025-08-24,2760843120,2089816182,5161104491,3252271199,91242164797,1743985319,0,4753508249
2025-08-31,2582062567,1953123687,4985453227,3122450208,88622515074,1705489583,0,5136852834
2025-09-07,2752615187,1935264349,5021367049,3067671317,88741920724,1760579596,0,5123713876
2025-09-14,3050728211,2166059854,5270596428,3343346054,94609933799,1948087330,0,6140596247
2025-09-21,3108328677,2301112658,5400095305,3442928780,94826642065,1887307145,0,6229865412
2025-09-28,2914169856,2183828747,5318895670,3161721397,84114856393,1589967804,7123095463,5603896385
2025-10-05,3313027941,2365421276,5822445341,3661903187,89771606118,1859986631,8063364596,6332113154
2025-10-12,3013867936,1991098693,5359582893,3799222423,81173596778,1454202838,8204933176,5679492192
2025-10-19,3124509248,1990815769,5432320201,3434148775,81380715192,1374890669,7542675445,5670672665
2025-10-26,3234345456,2017156104,5720975296,3527920085,83141565400,1652742007,6820294644,5917616916
2025-11-02,3171900838,1946827953,5702386517,3518064399,83080166320,1616841742,6853290232,5891875299
2025-11-09,2721319877,1604314468,5267296216,3000917106,74234386210,1449636511,4817932439,5412133175
2025-11-16,2678550659,1427499710,4941758649,2790815187,73338603556,1361669159,5322856176,5354893333
2025-11-23,2473635856,1255124666,4582252900,2498576676,66203697114,1121877948,4669269535,5270506437
2025-11-30,2704914430,1326967718,4819813544,2632141047,68458864854,1288997522,4868131723,5354371927
2025-12-07,2864007883,1329110803,4796422429,2564052623,69383136414,1262403843,5511076174,5344396324
2025-12-14,2881416992,1353868788,4840365534,2602913747,69044822851,1279625125,5757803101,5441964094
2025-12-21,2740277569,1002640809,4870401154,2533576731,69386076837,1043580423,5599263871,5392343314
2025-12-28,2745026149,1228546283,4912496348,2572795642,68940193794,1101355587,5236623613,5375457644
2026-01-04,2993171501,1387647310,5152385596,2822567849,71604785441,1071786730,5468982623,5466439591
2026-01-11,2976851411,1358882034,5227250059,2813525940,71685628809,998170303,5928278985,5602611226
2026-01-18,3095345869,1380898779,5727883934,3022982233,75101277933,956021424,5924807229,5534290055
2026-01-25,2686208825,1249391171,5371064691,2807684962,71892365680,854097127,5740837502,5335350208
2026-02-01,2376504168,1103058860,4969179594,2450008598,65245888521,1068585313,5587438379,5274128695
2026-02-08,2072814508,989081482,4675985447,2050727120,58985609362,1056236592,5312728175,4804768849
2026-02-15,1931264977,991499465,4546388640,2428749132,57941877259,1034007221,4690137451,5049973704
2026-02-22,1837235183,952301895,4453435298,2360583362,55696958340,993920659,4320251795,5047606754
2026-03-01,1756899270,939131083,4446729196,2279564965,56155589071,1062973437,3983389778,5108699034
2026-03-08,1715801276,904661577,4509924862,2313530042,57379908180,1044514199,3696980617,5208801770
2026-03-15,1751743843,916215531,4878223683,2124735878,60055607853,1220660282,4242570947,5450034313
2026-03-22,1791142480,872100082,4747166545,2087662919,58589252151,1192634126,4249799183,5234753633
2026-03-29,1744232265,832458950,4652642386,1956506437,56934627841,1154951153,3898322729,5017833375
2026-04-05,1537226445,839838058,4893684443,1933338423,57592948230,1072694308,3872295221,4526779942
2026-04-12,1780252975,849700152,5086561032,1996048666,59279496050,1162895999,3980825241,4716027266
