date,Backed Finance ,BlackRock,Franklin Templeton,Janus Henderson,Ondo Finance,Superstate,WisdomTree
2023-05-15,,,,,113421644.82960132,,11953408.322159
2023-05-16,,,,,113421644.82960132,,11927928.576985
2023-05-17,,,,,124716716.89827564,,11985146.805526
2023-05-18,,,,,126421831.22281802,,12032495.406147
2023-05-19,,,,,132831612.4593517,,12009599.981866
2023-05-20,,,,,132831612.45935172,,12009599.981866
2023-05-21,,,,,132831612.45935172,,12009599.981866
2023-05-22,,,,,107503124.65981697,,12018443.183214
2023-05-23,,,,,99367428.89194892,,11967089.426075
2023-05-24,,,,,99367428.89194888,,11921284.970432
2023-05-25,,,,,99367428.89194892,,11980947.349598
2023-05-26,,,,,99845765.51967484,,12088954.477449
2023-05-27,,,,,99845765.51967484,,12088954.477449
2023-05-28,,,,,99845765.51967482,,12088954.477449
2023-05-29,,,,,99845765.51967482,,12088954.477449
2023-05-30,,,,,99292043.53799236,,12137636.085691
2023-05-31,,,,,96387153.68067576,,12128312.059483
2023-06-01,,,,,96482783.94295016,,12198966.607139
2023-06-02,,,,,96482783.94295011,,12225143.552877
2023-06-03,,,,,96482783.94295016,,12225143.552877
2023-06-04,,,,,96482783.94295011,,12225143.552877
2023-06-05,,,,,101624778.59423624,,12223931.998756
2023-06-06,,,,,101916773.37311684,,12241533.353554
2023-06-07,,,,,105451263.6327017,,12151496.258235
2023-06-08,,,,,99671809.02981097,,12228614.5636
2023-06-09,,,,,100110568.64602256,,12233266.695369
2023-06-10,,,,,100110568.6460226,,12233266.695369
2023-06-11,,,,,100110568.6460226,,12233266.695369
2023-06-12,,,,,130656956.1010775,,12316175.411382
2023-06-13,,,,,133792870.2950902,,12329674.343941
2023-06-14,,,,,133792870.29509014,,12361215.574226
2023-06-15,,,,,138707423.1995408,,12458127.079165
2023-06-16,,,,,139756265.89821535,,12416133.446729
2023-06-17,,,,,139707851.06726012,,12416133.446729
2023-06-18,,,,,137771257.82904902,,12416133.446729
2023-06-19,,,,,137771257.82904902,,12416133.446729
2023-06-20,,,,,136386056.25910452,,12417335.063286
2023-06-21,,,,,125500232.73005567,,12363355.39875
2023-06-22,,,,,124885348.22680658,,12377887.459028
2023-06-23,,,,,124788518.56489602,,12348903.851655
2023-06-24,,,,,124788518.564896,,12348903.851655
2023-06-25,,,,,124788518.56489602,,12348903.851655
2023-06-26,,,,,124836908.71822032,,12214877.853959
2023-06-27,,,,,124836908.7182203,,12278179.782352
2023-06-28,,,,,125027424.7332823,,12300085.019512
2023-06-29,,,,,125027424.73328224,,12263938.578423
2023-06-30,,,,,126216760.83580305,,12358937.302448
2023-07-01,,,,,126216760.83580302,,12358937.302448
2023-07-02,,,,,126216760.83580306,,12358937.302448
2023-07-03,,,,,126216760.83580306,,12362763.164523
2023-07-04,,,,,126216760.83580308,,12362763.164523
2023-07-05,,,,,125639252.77279437,,12338561.472323
2023-07-06,,,,,126774125.23118316,,12256393.744972
2023-07-07,,,,,126880548.19057308,,12239196.455397
2023-07-08,,,,,126880548.19057308,,12239196.455397
2023-07-09,,,,,126880548.19057308,,12239196.455397
2023-07-10,,,,,126880548.19057304,,12273432.24739
2023-07-11,,,,,127384974.11449131,,12321149.542569
2023-07-12,,,,,133005884.9373628,,12416032.809978
2023-07-13,,,,,150119225.82926244,,12524228.105746
2023-07-14,,,,,147582185.07946768,,12495865.673501
2023-07-15,,,,,147582185.07946768,,12495865.673501
2023-07-16,,,,,147582185.07946768,,12495865.673501
2023-07-17,,,,,147582185.07946768,,12540123.3031
2023-07-18,,,,,148279450.13070357,,12593656.558018
2023-07-19,,,,,142186965.18480504,,12675836.28436
2023-07-20,,,,,142186965.18480504,,12559792.971488
2023-07-21,,,,,142424335.8587049,,12572616.780237
2023-07-22,,,,,142424335.8587049,,12572616.780237
2023-07-23,,,,,142424335.8587049,,12572616.780237
2023-07-24,,,,,142614305.16946754,,12583753.652325
2023-07-25,,,,,144512974.35024512,,12608606.804136
2023-07-26,,,,,144512974.35024512,,12613229.325307
2023-07-27,,,,,152153195.21903843,,12548152.313184
2023-07-28,,,,,154050720.10662866,,12697903.080019
2023-07-29,,,,,154050720.1066286,,12697903.080019
2023-07-30,,,,,154050720.10662866,,12697903.080019
2023-07-31,,,,,154050720.10662863,,12715444.247907
2023-08-01,,,,,154114049.67788857,,12672681.073369
2023-08-02,,,,,153978492.02440023,,12552154.577334
2023-08-03,,,,,154357567.85474414,,12501686.409407
2023-08-04,,,,,154798279.99402958,,12529433.363424
2023-08-05,,,,,154798279.99402958,,12529433.363424
2023-08-06,,,,,154798279.99402952,,12529433.363424
2023-08-07,,,,,154180071.23338932,,12573294.317714998
2023-08-08,,,,,150384023.31561646,,12559944.117206
2023-08-09,,,,,150384023.31561646,,12505473.84756
2023-08-10,,,,,155970650.05801004,,12479713.703864
2023-08-11,,,,,155165543.13970226,,12445339.106104
2023-08-12,,,,,155165543.1397023,,12445339.106104
2023-08-13,,,,,155165543.13970226,,12445339.106104
2023-08-14,,,,,154101612.7050108,,12527331.339636
2023-08-15,,,,,153596920.04609042,,12454806.382204
2023-08-16,,,,,153596920.04609048,,12384076.370209
2023-08-17,,,,,152461592.2601892,,12333161.327414
2023-08-18,,,,,146069720.25598845,,12358447.437382
2023-08-19,,,,,146069720.25598845,,12358447.437382
2023-08-20,,,,,146069720.25598848,,12358447.437382
2023-08-21,,,,,146069720.25598842,,12407559.602137
2023-08-22,,,,,144149930.70476854,,12400147.781552
2023-08-23,,,,,146008392.6285105,,12570704.257773
2023-08-24,,,,,146008392.6285105,,12461279.288354
2023-08-25,,,,,146832093.16713163,,12504705.443087
2023-08-26,,,,,146832093.16713163,,12504705.443087
2023-08-27,,,,,146832093.16713166,,12504705.443087
2023-08-28,,,,,147875258.05563217,,12552937.052133
2023-08-29,,,,,148891889.94441777,,12685761.656893
2023-08-30,,,,,148797235.29942194,,12709205.611782
2023-08-31,,,,,148797235.29942197,,12729613.119135
2023-09-01,,,,,150288692.71022728,,12707200.626407
2023-09-02,,,,,150288692.71022728,,12707200.626407
2023-09-03,,,,,150288692.7102273,,12707200.626407
2023-09-04,,,,,150288692.71022725,,12707200.626407
2023-09-05,,,,,150288692.7102273,,12678998.605127
2023-09-06,,,,,155774393.54770878,,12630197.214548
2023-09-07,,,,,155221391.6021646,,12623568.708179
2023-09-08,,,,,153462969.01289988,,12634115.087163
2023-09-09,,,,,153462969.0128999,,12634115.087163
2023-09-10,,,,,153414554.18194458,,12634115.087163
2023-09-11,,,,,155219944.23066175,,12680934.594159
2023-09-12,,,,,154984245.3408256,,12628507.545198
2023-09-13,,,,,154984245.34082556,,12652743.611137
2023-09-14,,,,,154984245.3408256,,12685902.520956
2023-09-15,,,,,154984245.34082553,,12591283.227125
2023-09-16,,,,,154984245.3408256,,12591283.227125
2023-09-17,,,,,154984245.3408256,,12591283.227125
2023-09-18,,,,,157359774.94517285,,12601506.960162
2023-09-19,,,,,157359774.94517285,,12574935.678859
2023-09-20,,,,,157985921.1747669,,12506374.909623
2023-09-21,,,,,157985921.17476687,,12363481.171368
2023-09-22,,,,,157792261.85094577,,12376349.705074
2023-09-23,,,,,157792261.85094574,,12376349.705074
2023-09-24,,,,,157792261.85094574,,12376349.705074
2023-09-25,,,,,157895911.4630589,,12279643.200624
2023-09-26,,,,,158801154.58112386,,12190984.443391
2023-09-27,,,,,170719966.83424136,,12183972.573328
2023-09-28,,,,,170749609.3088775,,12241461.352821
2023-09-29,,,,,172280721.26636985,,12235698.495869
2023-09-30,,,,,172280721.26636982,,12235698.495869
2023-10-01,,,,,172280721.26636985,,12235698.495869
2023-10-02,,,,,172128713.03202093,,12225805.62489
2023-10-03,,,2042015.361423135,,172271318.37217882,,12099924.549894
2023-10-04,,,2042315.231629735,,173765597.28111467,,12192469.272277
2023-10-05,,,2042315.231629735,,173927507.60272288,,12183271.518612
2023-10-06,,,2043474.9325689485,,174020843.28109252,,12242552.273485
2023-10-07,,,2043474.9325689485,,174020843.2810925,,12242552.273485
2023-10-08,,,2043474.9325689485,,174020843.28109255,,12242552.273485
2023-10-09,,,2043766.26057271,,175339214.03052127,,12279390.982368
2023-10-10,,,2044054.0392123288,,176625067.4919041,,12349469.560798
2023-10-11,,,2044344.403220761,,176739643.09999168,,12415035.522894
2023-10-12,,,2044634.281035416,,174590347.59227142,,12339887.127019
2023-10-13,,,2045504.381287613,,174784524.8664564,,12321967.503542
2023-10-14,,,2045504.381287613,,174784524.8664564,,12321967.503542
2023-10-15,,,2045504.381287613,,174707142.90565622,,12321967.503542
2023-10-16,,,2045794.628131796,,171955599.91906032,,12359629.413902
2023-10-17,,,2046082.663740669,,172232625.7295499,,12316776.190933
2023-10-18,,,2046373.2934143925,,170680193.12294126,,12214699.071601
2023-10-19,,,2046663.9725552285,,170743077.80424032,,12144876.56997
2023-10-20,,,2047536.217760388,,170110807.10726064,,12083575.5498
2023-10-21,,,2047536.217760388,,170110807.1072606,,12083575.5498
2023-10-22,,,2047536.217760388,,170110807.10726064,,12083575.5498
2023-10-23,,,2047826.838908528,,168625677.7951577,,12108721.026693
2023-10-24,,,2047826.838908528,,160750644.22784132,,12167832.470605
2023-10-25,,,2048408.57976585,,160761991.89137498,,12006139.235423
2023-10-26,,,2048699.718028884,,162260905.93568674,,11959878.98654
2023-10-27,,,2049572.6505404385,,160915785.25980562,,11961795.242351
2023-10-28,,,2049572.6505404385,,160915785.25980562,,11961795.242351
2023-10-29,,,2049572.6505404385,,160915785.25980565,,11961795.242351
2023-10-30,,,2049863.5443371565,,166908993.9602429,,12012062.911191
2023-10-31,,,2050153.6123278616,,166408994.3430607,,12038716.467325
2023-11-01,,,2050153.6123278616,,169532461.82531318,,12158932.651519
2023-11-02,,,2050736.6046965525,,169206303.95292535,,12288421.433902
2023-11-03,,,2051610.839863344,,169016440.52312154,,12400915.377382
2023-11-04,,,2051610.839863344,,169016440.50288057,,12400915.377382
2023-11-05,,,2051610.839863344,,169016440.50288057,,12400915.377382
2023-11-06,,,2052001.9673729665,,169169900.7346814,,13391707.463909
2023-11-07,,,2052293.3967963764,,169106203.44881278,,13453382.975061
2023-11-08,,,2052584.890184404,,203507135.594122,,13483984.057651
2023-11-09,,,2052876.54607662,,203197585.4791691,,13388573.994644
2023-11-10,,,2053751.646290681,,203154666.83513576,,13506416.649492
2023-11-11,,,2053751.646290681,,203083237.0822225,,13506416.649492
2023-11-12,,,2053751.646290681,,203068129.09486592,,13506416.649492
2023-11-13,,,2054043.414572064,,201473580.95054373,,13502876.293466
2023-11-14,,,2054043.414572064,,201373583.3312072,,13673485.506911
2023-11-15,,,2054677.043562555,,201469658.7689545,,13654526.362195
2023-11-16,,,2054969.097412204,,201162051.83782205,,13687168.842902
2023-11-17,,,2055844.9992204087,,201096647.2833974,,13688824.673528
2023-11-18,,,2055844.9992204087,,201147739.889752,,13688824.673528
2023-11-19,,,2055844.9992204087,,201079432.6698036,,13688824.673528
2023-11-20,,,2056137.040225928,,200848441.94463903,,13757229.379589
2023-11-21,,,2056429.042527696,,201021390.8181262,,13737049.719866
2023-11-22,,,2057013.1773665124,,200573476.99124688,,13770594.929179
2023-11-23,,,2057013.1773665124,,200641879.78857136,,13770594.929179
2023-11-24,,,2057890.5181708173,,198584257.4143805,,13750585.344041
2023-11-25,,,2057890.5181708173,,198635933.62966496,,13750585.344041
2023-11-26,,,2057890.5181708173,,198647513.9958405,,13750585.344041
2023-11-27,,,2058193.0843500048,,201282427.4163806,,13768618.875098
2023-11-28,,,2058485.526830781,,198686078.2604672,,13800604.417873
2023-11-29,,,2058777.7288513144,,199181897.934446,,13828854.228472
2023-11-30,,,2059079.3300112733,,199149132.61650485,,13815084.529331
2023-12-01,,,2059079.3300112733,,199301316.4298976,,13885561.134233
2023-12-02,,,2059956.7819588056,,199472427.2011604,,13885561.134233
2023-12-03,,,2059956.7819588056,,197386473.3209245,,13885561.134233
2023-12-04,,,2059956.7819588056,,198387662.289541,,13821591.059409
2023-12-05,,,2060542.4610556683,,188700646.37120348,,14162558.111925
2023-12-06,,,2060834.7283983445,,188414006.1346839,,14152349.917598
2023-12-07,,,2061126.9238503105,,187975268.4160551,,14097948.337004
2023-12-08,,,2062003.8220555547,,188026531.20117244,,14103726.803028
2023-12-09,,,2062003.8220555547,,186007107.37668592,,14103726.803028
2023-12-10,,,2062003.8220555547,,185985911.12851483,,14103726.803028
2023-12-11,,,2062296.045113209,,186801921.7930824,,14130597.737999
2023-12-12,,,2062588.2477152487,,183540121.6554905,,14167609.964606
2023-12-13,,,2062880.367963596,,183059801.667037,,14315886.871957
2023-12-14,,,2063172.636854129,,183140532.823844,,14377108.969907
2023-12-15,,,2064049.6028256328,,175621776.44852024,,18392213.52616
2023-12-16,,,2064049.6028256328,,175785981.50723094,,18392213.52616
2023-12-17,,,2064049.6028256328,,175558734.65291288,,18392213.52616
2023-12-18,,,2064341.979579972,,175970981.4709056,,18418503.687358
2023-12-19,,,2064634.645471101,,173903501.80232373,,18512404.774802
2023-12-20,,,2064927.1897479217,,201660498.8455612,,18445016.489345
2023-12-21,,,2065219.7899307087,,199213069.93682995,,18512535.934105
2023-12-22,,,2066391.6348786915,,200381413.52069744,,18403400.514923
2023-12-23,,,2066391.6348786915,,199610676.78140712,,18403400.514923
2023-12-24,,,2066391.6348786915,,199444602.4158781,,18403400.514923
2023-12-25,,,2066391.6348786915,,199718385.2142738,,18403400.514923
2023-12-26,,,2066684.9922335288,,198427739.4292089,,18457821.137764
2023-12-27,,,2066978.490436016,,203113588.50448403,,18490584.992043
2023-12-28,,,2067271.7492102813,,202262893.75301912,,18473456.307399
2023-12-29,,,2068150.145380152,,199650966.66678223,,18438427.989716
2023-12-30,,,2068150.145380152,,199491767.73036683,,18438427.989716
2023-12-31,,,2068150.145380152,,191555478.1115601,,18438427.989716
2024-01-01,,,2068150.145380152,,193137180.66824624,,18438427.989716
2024-01-02,,,2068733.386470801,,188151497.2159838,,18357658.136098
2024-01-03,,,2069021.5899938035,,187188804.5224689,,18309330.326254
2024-01-04,,,2069309.556418699,,186863537.2943456,10433041.0,18252700.88951
2024-01-05,,,2070172.7337218968,,187148156.08058023,10433041.0,18195134.24894
2024-01-06,,,2070172.7337218968,,186814765.6840332,10433041.0,18195134.24894
2024-01-07,,,2070172.7337218968,,187009870.3370904,10433041.0,18195134.24894
2024-01-08,,,2070465.4292341992,,181490295.4958617,10433041.0,18333863.246636
2024-01-09,,,2070758.5781524628,,181651262.40816087,10433041.0,18358220.679441
2024-01-10,,,2071051.625694168,,179744863.9907562,10433041.0,18386701.712035
2024-01-11,,,2071343.7537391267,,179862753.74709293,10433041.0,18470155.501279
2024-01-12,,,2072514.6284368336,,180371370.1252845,10433041.0,18489024.775187
2024-01-13,,,2072514.6284368336,,180431845.71354592,10433041.0,18489024.775187
2024-01-14,,,2072514.6284368336,,179096808.05900693,10433041.0,18489024.775187
2024-01-15,,,2072514.6284368336,,179642049.69552422,10433041.0,18489024.775187
2024-01-16,,,2072807.4954789784,,179879582.81294876,10433041.0,18438380.200971
2024-01-17,,,2073100.410095476,,179596198.60063362,10433041.0,18388164.242213
2024-01-18,,,2073393.293604328,,179595684.49913362,10433041.0,18451218.991678
2024-01-19,,,2074271.1994257392,,183345818.8230017,10433041.0,18588191.253303
2024-01-20,,,2074271.1994257392,,183358965.6202868,10433041.0,18588191.253303
2024-01-21,,,2074271.1994257392,,183549666.268306,10433041.0,18588191.253303
2024-01-22,,,2074563.872869165,,183640557.8183025,10433041.0,18610484.20274
2024-01-23,,,2074856.056519584,,189135175.5338546,10433041.0,18607215.479179
2024-01-24,,,2075148.4825824767,,187220807.0362295,10433041.0,18604779.057672
2024-01-25,,,2075441.225854064,,185628333.9570553,10433041.0,18648394.412844
2024-01-26,,,2076319.743521438,,185956569.2217025,10433041.0,18628237.2955
2024-01-27,,,2076319.743521438,,185989565.08320624,10433041.0,18628237.2955
2024-01-28,,,2076319.743521438,,186154718.6499093,10433041.0,18628237.2955
2024-01-29,,,2076612.656176616,,216304613.8457009,10433041.0,18721767.006343
2024-01-30,,,2076905.668299015,,185847046.8549424,10433041.0,18708684.797034
2024-01-31,,,2077198.0986940167,,184494483.88904783,10433041.0,18606768.624194
2024-02-01,,,2077491.473844684,,183867466.7736536,10433041.0,18746063.279667
2024-02-02,,,2078371.524128317,,183058880.6600979,10433041.0,18809993.876149
2024-02-03,,,2078371.592720121,,183028819.1987626,10433041.0,18809993.876149
2024-02-04,,,2078371.592720121,,183184407.9797436,10433041.0,18809993.876149
2024-02-05,,,2078664.9548704333,,183112982.91473925,10433041.0,18756168.242045
2024-02-06,,,2078957.9842691207,,183106262.87426203,10433041.0,18827564.749624
2024-02-07,,,2079250.9593440965,,182377149.40843084,10433041.0,18886762.171514
2024-02-08,,,2079544.0110535573,,182108133.1077993,10433041.0,18889116.214562
2024-02-09,,,2080409.2240552525,,182222056.41743487,10433041.0,18948144.589779
2024-02-10,,,2080409.2240552525,,182466645.40352416,10433041.0,18948144.589779
2024-02-11,,,2080409.2240552525,,182454111.1397104,10433041.0,18948144.589779
2024-02-12,,,2080702.2476140512,,182784232.46269345,10433041.0,18931823.462719
2024-02-13,,,2080995.370704588,,182619598.0464899,10433041.0,18781460.709239
2024-02-14,,,2081287.937843756,,192508557.75356352,10459001.492132828,18885707.852553
2024-02-15,,,2081580.1007193185,,191588851.6073246,10459011.87457358,18922341.339826
2024-02-16,,,2082748.0274374897,,188292900.2722748,15649460.697992302,18859162.004506
2024-02-17,,,2082748.0274374897,,187849483.25207737,15649460.697992302,18859162.004506
2024-02-18,,,2082748.0274374897,,188116737.74448952,15649460.697992302,18859162.004506
2024-02-19,,,2082748.0274374897,,187800952.70776585,15649460.697992302,18859162.004506
2024-02-20,,,2083040.0953588733,,186725002.20441705,15649460.697992302,18812569.547057
2024-02-21,,,2083332.239649207,,186960151.5372262,16686790.504441068,18783759.587445
2024-02-22,,,2083624.860328924,,184677703.06338465,16686790.504441068,18972503.727489
2024-02-23,,,2084501.991384627,,184529589.61157385,16686790.504441068,18999687.239481
2024-02-24,,,2084501.991384627,,191444726.46300453,16686790.504441068,18999687.239481
2024-02-25,,,2084501.991384627,,191446109.40333927,16686790.504441068,18999687.239481
2024-02-26,,,2084794.4761970465,,191306821.6729992,16686790.504441068,19554674.09055
2024-02-27,,,2085087.0437450688,,184285962.87726688,16686790.504441068,19558668.753342
2024-02-28,,,2085379.604393264,,182494116.3322293,16790416.825405642,19604106.90114
2024-02-29,,,2085671.7076852105,,182699802.7346193,24043299.52954469,19673299.675457
2024-03-01,,,2086553.6798515827,,181504560.931786,24043403.125416435,19857648.883878
2024-03-02,,,2086553.6798515827,,182028384.1333545,24043403.125416435,19857648.883878
2024-03-03,,,2086553.6798515827,,181842165.79489467,24043403.125416435,19857648.883878
2024-03-04,,100.0,2086847.7232558085,,186093336.6698351,39575934.76577523,19837538.301431
2024-03-05,,75.0,2087141.9771321784,,180589885.64286697,39679469.80922217,19795686.211788
2024-03-06,,100.0,2087436.2724995213,,179628977.063436,39679469.80922217,19891846.101221
2024-03-07,,125.0,2087730.6636370325,,175003262.1177566,39678426.50512217,19994318.514219
2024-03-08,,75.0,2088614.706923358,,180019293.00318435,39677383.20102217,20014121.604565
2024-03-09,,75.0,2088614.706923358,,179870292.9658287,39677383.20102217,20014121.604565
2024-03-10,,75.0,2088614.706923358,,180498912.4920677,39677383.20102217,20014121.604565
2024-03-11,,75.0,2088909.6548264248,,180171804.3557351,45884007.71896064,19987464.640705
2024-03-12,,75.0,2089204.686159344,,197857690.9550699,45884007.71896064,20080494.618786
2024-03-13,,75.0,2089499.575311591,,197851970.7139265,27771090.47540965,20039715.68745
2024-03-14,,25.0,2089793.7789412944,,198080972.3349954,27771090.47540965,19977923.413719
2024-03-15,,,2090679.496238623,,197023389.02753225,32940019.09888769,19907916.248974
2024-03-16,,,2090679.496238623,,197875460.352494,32940019.09888769,19907916.248974
2024-03-17,,,2090679.496238623,,197117251.4309013,32940019.09888769,19907916.248974
2024-03-18,,,2090974.898798044,,199012840.99588463,32940019.09888769,19962897.376489
2024-03-19,,,2091270.010631361,,200306017.23445457,32940019.09888769,20004311.392928
2024-03-20,,40000000.0,2091564.87970286,,199540194.4075444,32939998.23280569,20090968.982591
2024-03-21,,50000000.0,2091859.917936356,,197350791.91105875,32939998.23280569,20126000.022146
2024-03-22,,100499706.87,2092745.6428035083,,197897633.4594729,33972555.93008797,20079156.725378
2024-03-23,,100499706.87,2092745.6428035083,,197259630.54538184,33972555.93008797,20079156.725378
2024-03-24,,100499706.87,2092745.6428035083,,192488335.5262885,33972555.93008797,20079156.725378
2024-03-25,,110499706.87,2093040.889451541,,192071680.1677136,33972555.93008797,20051788.954238
2024-03-26,,160499706.87,2093335.985193504,,192570102.4162988,75654817.1460018,20032591.424775
2024-03-27,,244807252.87,2093630.613860076,,215575557.93087384,86086330.79477781,20093826.847648
