date,ApeX - Open Interest,Aster - Open Interest,Avantis - Open Interest,Dreamcash - Open Interest,Drift Protocol - Open Interest,edgeX - Open Interest,Extended - Open Interest,Hyperliquid - Open Interest,Jupiter - Open Interest,Lighter - Open Interest,Paradex - Open Interest
2024-12-08,0.0,0.0,9032854,0.0,700124235.0524051,0.0,0,3554441905.0,0.0,0.0,0.0
2024-12-15,0.0,0.0,5954705,0.0,605007627.1931779,0.0,0,3838440472.0,0.0,0.0,0.0
2024-12-22,0.0,0.0,4799688,0.0,393352185.8101236,0.0,0,3272532443.0,0.0,0.0,0.0
2024-12-29,0.0,0.0,5541407,0.0,408498056.06006753,0.0,0,3161747101.0,0.0,0.0,0.0
2025-01-05,0.0,0.0,5572422,0.0,459835700.1741604,0.0,0,3784952893.0,0.0,0.0,0.0
2025-01-12,0.0,0.0,6042564,0.0,403125067.2583851,0.0,0,3221301745.0,0.0,0.0,0.0
2025-01-19,0.0,0.0,6424987,0.0,473018746.93811536,0.0,0,4285668801.0,0.0,169468.087078,0.0
2025-01-26,0.0,0.0,6265788,0.0,395554151.64102286,0.0,0,3800370812.0,0.0,896223.139628,0.0
2025-02-02,0.0,0.0,5749579,0.0,340151222.0275769,0.0,0,3222214689.0,0.0,1722445.066136,0.0
2025-02-09,0.0,0.0,3439147,0.0,338636567.96687686,0.0,0,3161698266.0,0.0,2556848.940284,0.0
2025-02-16,0.0,0.0,4131060,0.0,305700830.23302734,0.0,0,3610427588.0,0.0,5211486.243632,0.0
2025-02-23,0.0,0.0,5342359,0.0,403869004.7747321,0.0,0,3800965990.0,0.0,9477928.299234,0.0
2025-03-02,0.0,0.0,2944850,0.0,424236488.4189833,0.0,0,3336233214.0,0.0,5289472.05248,0.0
2025-03-09,0.0,0.0,2707511,0.0,321352224.8823481,0.0,0,2892637477.0,0.0,14862924.900324,0.0
2025-03-16,0.0,0.0,2356820,0.0,346145254.7281755,0.0,0,3257022846.0,0.0,26354754.273256,0.0
2025-03-23,0.0,0.0,2555131,0.0,358051291.867638,0.0,0,2976016869.0,0.0,41063858.807236,0.0
2025-03-30,0.0,0.0,2366837,0.0,318511754.00831026,0.0,0,2806376870.0,0.0,56712176.249108,0.0
2025-04-06,0.0,0.0,2103896,0.0,305678797.2601503,0.0,0,2969802852.0,0.0,67598070.10974,0.0
2025-04-13,0.0,0.0,1870319,0.0,347968746.8510231,0.0,0,3393606105.0,0.0,116395820.678086,0.0
2025-04-20,0.0,0.0,3417393,0.0,386760961.6086441,0.0,0,3255585912.0,0.0,156081461.512942,0.0
2025-04-27,0.0,0.0,2820355,0.0,399566022.89541584,0.0,0,3651903732.0,0.0,198628527.227864,0.0
2025-05-04,0.0,0.0,4053254,0.0,390096234.7565208,0.0,0,3848262788.0,0.0,216119781.019346,0.0
2025-05-11,0.0,0.0,3498968,0.0,408872536.688916,0.0,0,5626902376.0,0.0,206444443.162832,0.0
2025-05-18,0.0,0.0,3490301,0.0,372747148.7981203,0.0,0,6272140724.0,0.0,166887348.733776,0.0
2025-05-25,0.0,0.0,3887149,0.0,345457012.6262873,0.0,0,7778358525.0,0.0,194477215.564754,0.0
2025-06-01,0.0,0.0,4153748,0.0,318871363.3328287,0.0,0,6258324590.0,0.0,191974407.374646,0.0
2025-06-08,0.0,0.0,4151626,0.0,328074838.13356024,0.0,0,6716376773.0,0.0,237074273.117872,0.0
2025-06-15,0.0,0.0,6768693,0.0,317502889.9161051,0.0,0,7908780851.0,0.0,255702265.809526,0.0
2025-06-22,0.0,0.0,2969399,0.0,274681661.3613818,0.0,0,6812402985.0,0.0,237244147.85201,0.0
2025-06-29,0.0,0.0,2843569,0.0,309919265.8441662,0.0,0,7521536558.0,0.0,325567878.294928,0.0
2025-07-06,0.0,0.0,3676195,0.0,320554892.8143125,0.0,0,7620985886.0,0.0,436545727.231432,0.0
2025-07-13,0.0,0.0,2642517,0.0,405123334.9669679,0.0,0,11161772193.0,0.0,474221613.800148,0.0
2025-07-20,0.0,0.0,6753168,0.0,407970113.4527015,0.0,0,13050143937.0,0.0,648436979.288762,0.0
2025-07-27,0.0,0.0,8170163,0.0,411003082.606011,0.0,0,14922683115.0,0.0,536189107.586976,0.0
2025-08-03,0.0,0.0,7223678,0.0,355634498.98155165,0.0,73540,10700639226.0,0.0,437398173.206516,0.0
2025-08-10,0.0,0.0,8535113,0.0,441291873.82147175,0.0,1448365,12702254126.0,0.0,631234229.52155,0.0
2025-08-17,0.0,0.0,9084000,0.0,452041389.1177888,0.0,37917634,13452970350.0,0.0,645368226.906754,0.0
2025-08-24,0.0,0.0,9645374,0.0,546180102.6534265,0.0,52754032,14678715576.0,0.0,668410782.878014,0.0
2025-08-31,0.0,0.0,11174504,0.0,508502318.3374663,0.0,42317546,12451179544.0,0.0,589930489.03024,0.0
2025-09-07,0.0,0.0,9735713,0.0,540517476.4074427,0.0,50835480,12430614520.0,0.0,740102582.646926,0.0
2025-09-14,0.0,0.0,20040928,0.0,662183483.9993024,0.0,43794465,14441543050.0,0.0,908557813.40116,0.0
2025-09-21,0.0,0.0,35957171,0.0,606673193.611871,0.0,52128155,15085339418.0,0.0,1163905427.11975,284953339.1931814
2025-09-28,0.0,0.0,35391743,0.0,536441017.8964221,920854221.5299768,54877910,12921618536.0,0.0,1257399967.677876,273728740.3542529
2025-10-05,91130448.41844,5267968234.924557,63997846,0.0,617235713.8567542,1330707135.70671,90080877,14588553814.0,913809713.80269,1927868934.69609,272246361.1658255
2025-10-12,54728236.493080005,3124816057.9052567,35933850,0.0,507989766.29203045,863004936.9049089,72695616,6725631405.0,610367198.71662,1156576023.583828,149443664.32795444
2025-10-19,53307826.53512,3248079745.6124,44626829,0.0,531249101.29968,852538245.8861154,66086309,7380773026.0,687373677.10778,1323877888.056944,208773637.90937984
2025-10-26,63103775.60677999,3359453561.7978163,57217370,0.0,590333514.2515925,960348021.2141224,75017153,8763283447.0,712374320.317806,1710839180.197924,240610426.9245391
2025-11-02,64502182.4822,3017094835.010127,33547768,0.0,566941734.476447,859789734.6446716,82713061,8883371196.0,801831027.964578,1671450854.294828,258719634.8947872
2025-11-09,38671167.23616,2660044808.728879,27766841,0.0,541370513.1348064,751184791.9154716,77209612,7600478927.0,658219561.240711,1596537115.207718,279620452.56326926
2025-11-16,36350174.08058,2328420529.024216,0,0.0,501491655.0185677,733256019.7070173,82647297,7766526011.0,591929699.5169159,1692053010.3879762,407485178.1229701
2025-11-23,33475659.50878,2166449739.54216,34361517,0.0,436511111.480215,684219963.4401535,70310251,6301560193.0,495397170.96122,1672650799.50836,362060456.3936497
2025-11-30,31867020.09913,2312644154.3147984,34031071,0.0,397808837.8227931,828485190.9378172,73968129,6197911351.0,462128387.008473,1711903847.315344,394576898.6235972
2025-12-07,89426693.58794,2618685517.444436,42753047,0.0,393772082.6824494,793929926.125495,72552539,6112375888.0,439233216.280992,1711751668.046642,395949476.1613397
2025-12-14,87219655.83934,2616478947.621349,65933969,0.0,392516270.2885703,820911981.5373578,85140453,7408757324.0,438441101.954002,1796152456.79533,480073955.0051615
2025-12-21,162095764.53727198,2473416171.768739,33802713,0.0,303543846.512809,761402135.8051604,123881060,7031589371.0,404346092.901375,1652023437.367834,569196941.477648
2025-12-28,248475072.981382,2412150741.205784,62009896,0.0,257072367.64130265,724637615.255516,158357505,7351501273.0,415128385.3425469,1509228398.071674,651673476.3150961
2026-01-04,196385230.53446,2629853067.784367,64546640,0.0,276399134.98688334,874730727.6264354,213133171,8093098142.0,444351499.195369,1364303059.05628,809469364.2780364
2026-01-11,172907141.49436,2597954366.0808306,59561227,0.0,269436726.0855979,1050571997.7229898,275506354,8385800380.0,449967485.421933,1373069593.04566,792221425.904244
2026-01-18,182327888.1395,2719962836.3094835,67896601,0.0,277934450.0521854,1191392162.491206,290433175,9535725327.0,451973951.35365707,1414108379.6992998,662945574.053173
2026-01-25,154633969.67796,2506679903.255997,20285769,12846452.02106804,241307035.2884866,1063591498.3653438,317992989,7490549336.0,454258698.720625,1232757863.260786,742317988.7814955
2026-02-01,135506622.86398,2106585916.166604,26478400,18643242.60293,191336956.9372348,854149294.9196253,313938721,5459060336.0,369768649.750865,1167409665.823414,633438597.3940526
2026-02-08,117768934.58748,1848441372.587948,35904800,26281481.148098,152172961.64524385,948549106.960848,272626750,4129605536.0,198750604.14360505,716782389.2955419,600931941.2807113
2026-02-15,115697782.9521,1878850990.3980105,10020473,32656300.362908,161052153.9836083,974118341.1009532,296286901,4481758770.0,190633359.186848,779575701.570526,563452743.5392312
2026-02-22,106772174.10469998,1780571510.496426,7202041,46609115.397612,139290818.1285557,990739156.1954192,315811958,4545816993.0,184379740.868252,841481777.5048779,556458958.9826194
2026-03-01,107674426.1803,1802515320.310478,8373769,46660137.758092,134158854.38330431,1002462831.8753448,299954542,4531748685.0,174025836.695804,720374037.2854681,558868736.6884794
2026-03-08,109943323.52508,2163403610.211776,16242804,59584948.28002164,137751055.6456835,1037196003.4078584,284786360,4652046480.0,174140795.780561,656589197.9029479,316548362.1811831
2026-03-15,122546936.39246,2115577475.184968,17786631,61613965.34061,155387276.48971146,1164527197.2762623,317963422,5231953202.0,239448001.152776,697495464.701326,162794094.01662984
2026-03-22,113704090.5144,1825642336.7803867,8244327,60152567.963492006,142675377.85514,1072785667.9443548,316474553,5181650086.0,242385699.150258,650363970.056206,121138659.0263725
2026-03-29,112500959.7124,1826267020.7921224,10486826,63061900.511656,140386173.59255695,1091222706.158007,308143876,5182039006.0,225276795.417151,664742912.39757,58243274.57268952
2026-04-05,115864670.3686,1813658632.231757,13560309,70231437.72715598,0.0,1039956626.2683004,322006533,5277862822.2135935,229568348.289472,621182456.278134,51956706.922012925
2026-04-12,119392259.91584,1928176179.6521776,11779290,81439888.74451,0.0,990155157.8172784,344102768,5667234630.978548,225967705.25484905,705098736.8273361,52792825.577059545
