date,Avalanche C-Chain,Ethereum,Near,Sui,Polygon PoS,Solana
2016-10-21,,1177,,,,
2016-10-22,,1243,,,,
2016-10-23,,1440,,,,
2016-10-24,,1280,,,,
2016-10-25,,1583,,,,
2016-10-26,,1552,,,,
2016-10-27,,1738,,,,
2016-10-28,,1982,,,,
2016-10-29,,1829,,,,
2016-10-30,,1588,,,,
2016-10-31,,2027,,,,
2016-11-01,,2724,,,,
2016-11-02,,1552,,,,
2016-11-03,,1772,,,,
2016-11-04,,1466,,,,
2016-11-05,,1364,,,,
2016-11-06,,1439,,,,
2016-11-07,,1898,,,,
2016-11-08,,1784,,,,
2016-11-09,,2165,,,,
2016-11-10,,1302,,,,
2016-11-11,,1960,,,,
2016-11-12,,1563,,,,
2016-11-13,,2153,,,,
2016-11-14,,1366,,,,
2016-11-15,,1849,,,,
2016-11-16,,1392,,,,
2016-11-17,,1640,,,,
2016-11-18,,1672,,,,
2016-11-19,,1325,,,,
2016-11-20,,1292,,,,
2016-11-21,,1469,,,,
2016-11-22,,1591,,,,
2016-11-23,,1422,,,,
2016-11-24,,928,,,,
2016-11-25,,7245,,,,
2016-11-26,,1219,,,,
2016-11-27,,1309,,,,
2016-11-28,,1550,,,,
2016-11-29,,1519,,,,
2016-11-30,,1543,,,,
2016-12-01,,1446,,,,
2016-12-02,,1762,,,,
2016-12-03,,3039,,,,
2016-12-04,,1483,,,,
2016-12-05,,1947,,,,
2016-12-06,,2045,,,,
2016-12-07,,1398,,,,
2016-12-08,,1348,,,,
2016-12-09,,1669,,,,
2016-12-10,,1295,,,,
2016-12-11,,2203,,,,
2016-12-12,,1547,,,,
2016-12-13,,1200,,,,
2016-12-14,,2988,,,,
2016-12-15,,3505,,,,
2016-12-16,,1542,,,,
2016-12-17,,2171,,,,
2016-12-18,,1771,,,,
2016-12-19,,1388,,,,
2016-12-20,,1920,,,,
2016-12-21,,1720,,,,
2016-12-22,,2069,,,,
2016-12-23,,1782,,,,
2016-12-24,,1526,,,,
2016-12-25,,1085,,,,
2016-12-26,,1100,,,,
2016-12-27,,1421,,,,
2016-12-28,,1791,,,,
2016-12-29,,1890,,,,
2016-12-30,,1812,,,,
2016-12-31,,2475,,,,
2017-01-01,,1277,,,,
2017-01-02,,1880,,,,
2017-01-03,,2289,,,,
2017-01-04,,2867,,,,
2017-01-05,,2832,,,,
2017-01-06,,2848,,,,
2017-01-07,,2140,,,,
2017-01-08,,1837,,,,
2017-01-09,,1952,,,,
2017-01-10,,1859,,,,
2017-01-11,,1841,,,,
2017-01-12,,2592,,,,
2017-01-13,,2312,,,,
2017-01-14,,2008,,,,
2017-01-15,,1497,,,,
2017-01-16,,1654,,,,
2017-01-17,,1844,,,,
2017-01-18,,1562,,,,
2017-01-19,,1742,,,,
2017-01-20,,2127,,,,
2017-01-21,,1595,,,,
2017-01-22,,1595,,,,
2017-01-23,,1594,,,,
2017-01-24,,1594,,,,
2017-01-25,,1434,,,,
2017-01-26,,1846,,,,
2017-01-27,,1554,,,,
2017-01-28,,1616,,,,
2017-01-29,,1331,,,,
2017-01-30,,1682,,,,
2017-01-31,,1531,,,,
2017-02-01,,1609,,,,
2017-02-02,,1775,,,,
2017-02-03,,1566,,,,
2017-02-04,,1883,,,,
2017-02-05,,1593,,,,
2017-02-06,,1518,,,,
2017-02-07,,1773,,,,
2017-02-08,,1732,,,,
2017-02-09,,1756,,,,
2017-02-10,,1827,,,,
2017-02-11,,1682,,,,
2017-02-12,,1951,,,,
2017-02-13,,2001,,,,
2017-02-14,,2676,,,,
2017-02-15,,2598,,,,
2017-02-16,,2031,,,,
2017-02-17,,2051,,,,
2017-02-18,,1986,,,,
2017-02-19,,1795,,,,
2017-02-20,,2101,,,,
2017-02-21,,1962,,,,
2017-02-22,,1992,,,,
2017-02-23,,1919,,,,
2017-02-24,,2429,,,,
2017-02-25,,2111,,,,
2017-02-26,,2148,,,,
2017-02-27,,2530,,,,
2017-02-28,,3904,,,,
2017-03-01,,4835,,,,
2017-03-02,,5321,,,,
2017-03-03,,5732,,,,
2017-03-04,,3846,,,,
2017-03-05,,3295,,,,
2017-03-06,,4021,,,,
2017-03-07,,3359,,,,
2017-03-08,,3815,,,,
2017-03-09,,5351,,,,
2017-03-10,,4890,,,,
2017-03-11,,5089,,,,
2017-03-12,,7183,,,,
2017-03-13,,10470,,,,
2017-03-14,,7965,,,,
2017-03-15,,8362,,,,
2017-03-16,,14149,,,,
2017-03-17,,13498,,,,
2017-03-18,,10718,,,,
2017-03-19,,7745,,,,
2017-03-20,,7852,,,,
2017-03-21,,8242,,,,
2017-03-22,,6723,,,,
2017-03-23,,6753,,,,
2017-03-24,,9472,,,,
2017-03-25,,8371,,,,
2017-03-26,,6459,,,,
2017-03-27,,8164,,,,
2017-03-28,,7628,,,,
2017-03-29,,7372,,,,
2017-03-30,,11845,,,,
2017-03-31,,12049,,,,
2017-04-01,,7355,,,,
2017-04-02,,8974,,,,
2017-04-03,,13273,,,,
2017-04-04,,8512,,,,
2017-04-05,,9008,,,,
2017-04-06,,11836,,,,
2017-04-07,,6762,,,,
2017-04-08,,5272,,,,
2017-04-09,,4254,,,,
2017-04-10,,6307,,,,
2017-04-11,,5470,,,,
2017-04-12,,6521,,,,
2017-04-13,,7534,,,,
2017-04-14,,5870,,,,
2017-04-15,,5514,,,,
2017-04-16,,3818,,,,
2017-04-17,,5093,,,,
2017-04-18,,6498,,,,
2017-04-19,,7108,,,,
2017-04-20,,7352,,,,
2017-04-21,,6054,,,,
2017-04-22,,5347,,,,
2017-04-23,,5543,,,,
2017-04-24,,6959,,,,
2017-04-25,,6391,,,,
2017-04-26,,7411,,,,
2017-04-27,,12903,,,,
2017-04-28,,10651,,,,
2017-04-29,,9012,,,,
2017-04-30,,9934,,,,
2017-05-01,,11726,,,,
2017-05-02,,10898,,,,
2017-05-03,,9468,,,,
2017-05-04,,13220,,,,
2017-05-05,,12575,,,,
2017-05-06,,10623,,,,
2017-05-07,,13122,,,,
2017-05-08,,15754,,,,
2017-05-09,,14205,,,,
2017-05-10,,12265,,,,
2017-05-11,,13901,,,,
2017-05-12,,11163,,,,
2017-05-13,,9326,,,,
2017-05-14,,9056,,,,
2017-05-15,,11560,,,,
2017-05-16,,13029,,,,
2017-05-17,,16835,,,,
2017-05-18,,15174,,,,
2017-05-19,,20855,,,,
2017-05-20,,14722,,,,
2017-05-21,,16245,,,,
2017-05-22,,21227,,,,
2017-05-23,,22354,,,,
2017-05-24,,24491,,,,
2017-05-25,,24387,,,,
2017-05-26,,21934,,,,
2017-05-27,,16507,,,,
2017-05-28,,15402,,,,
2017-05-29,,18080,,,,
2017-05-30,,23042,,,,
2017-05-31,,34159,,,,
2017-06-01,,30035,,,,
2017-06-02,,23577,,,,
2017-06-03,,23564,,,,
2017-06-04,,21303,,,,
2017-06-05,,26324,,,,
2017-06-06,,27103,,,,
2017-06-07,,26015,,,,
2017-06-08,,23618,,,,
2017-06-09,,28661,,,,
2017-06-10,,28899,,,,
2017-06-11,,31499,,,,
2017-06-12,,46680,,,,
2017-06-13,,45217,,,,
2017-06-14,,38913,,,,
2017-06-15,,38144,,,,
2017-06-16,,32011,,,,
2017-06-17,,34961,,,,
2017-06-18,,36210,,,,
2017-06-19,,37321,,,,
2017-06-20,,49913,,,,
2017-06-21,,40011,,,,
2017-06-22,,40445,,,,
2017-06-23,,38872,,,,
2017-06-24,,33429,,,,
2017-06-25,,25659,,,,
2017-06-26,,46826,,,,
2017-06-27,,35701,,,,
2017-06-28,,33446,,,,
2017-06-29,,32939,,,,
2017-06-30,,31907,,,,
2017-07-01,,26793,,,,
2017-07-02,,24138,,,,
2017-07-03,,35165,,,,
2017-07-04,,38931,,,,
2017-07-05,,28337,,,,
2017-07-06,,27351,,,,
2017-07-07,,34043,,,,
2017-07-08,,24029,,,,
2017-07-09,,18945,,,,
2017-07-10,,33248,,,,
2017-07-11,,33089,,,,
2017-07-12,,32050,,,,
2017-07-13,,26047,,,,
2017-07-14,,24509,,,,
2017-07-15,,22938,,,,
2017-07-16,,24701,,,,
2017-07-17,,24377,,,,
2017-07-18,,29024,,,,
2017-07-19,,26636,,,,
2017-07-20,,26569,,,,
2017-07-21,,24655,,,,
2017-07-22,,17443,,,,
2017-07-23,,24876,,,,
2017-07-24,,25523,,,,
2017-07-25,,25361,,,,
2017-07-26,,21271,,,,
2017-07-27,,23395,,,,
2017-07-28,,24064,,,,
2017-07-29,,19326,,,,
2017-07-30,,24087,,,,
2017-07-31,,37709,,,,
2017-08-01,,23116,,,,
2017-08-02,,27452,,,,
2017-08-03,,25847,,,,
2017-08-04,,29673,,,,
2017-08-05,,30870,,,,
2017-08-06,,27020,,,,
2017-08-07,,32507,,,,
2017-08-08,,38591,,,,
2017-08-09,,36494,,,,
2017-08-10,,41552,,,,
2017-08-11,,41614,,,,
2017-08-12,,36717,,,,
2017-08-13,,35428,,,,
2017-08-14,,43351,,,,
2017-08-15,,48930,,,,
2017-08-16,,43148,,,,
2017-08-17,,44375,,,,
2017-08-18,,52240,,,,
2017-08-19,,36959,,,,
2017-08-20,,34068,,,,
2017-08-21,,38856,,,,
2017-08-22,,46369,,,,
2017-08-23,,41272,,,,
2017-08-24,,36643,,,,
2017-08-25,,39880,,,,
2017-08-26,,28933,,,,
2017-08-27,,29369,,,,
2017-08-28,,38050,,,,
2017-08-29,,43336,,,,
2017-08-30,,45585,,,,
2017-08-31,,50902,,,,
2017-09-01,,47941,,,,
2017-09-02,,36451,,,,
2017-09-03,,30773,,,,
2017-09-04,,50517,,,,
2017-09-05,,52459,,,,
2017-09-06,,52631,,,,
2017-09-07,,47489,,,,
2017-09-08,,50593,,,,
2017-09-09,,40611,,,,
2017-09-10,,31810,,,,
2017-09-11,,41507,,,,
2017-09-12,,49694,,,,
2017-09-13,,41233,,,,
2017-09-14,,45725,,,,
2017-09-15,,58880,,,,
2017-09-16,,33113,,,,
2017-09-17,,24019,,,,
2017-09-18,,37902,,,,
2017-09-19,,35204,,,,
2017-09-20,,32976,,,,
2017-09-21,,31307,,,,
2017-09-22,,25273,,,,
2017-09-23,,27317,,,,
2017-09-24,,26760,,,,
2017-09-25,,31089,,,,
2017-09-26,,30631,,,,
2017-09-27,,29930,,,,
2017-09-28,,33852,,,,
2017-09-29,,28016,,,,
2017-09-30,,25062,,,,
2017-10-01,,24044,,,,
2017-10-02,,31585,,,,
2017-10-03,,33556,,,,
2017-10-04,,28586,,,,
2017-10-05,,36345,,,,
2017-10-06,,31877,,,,
2017-10-07,,27397,,,,
2017-10-08,,29053,,,,
2017-10-09,,33944,,,,
2017-10-10,,37755,,,,
2017-10-11,,38715,,,,
2017-10-12,,42496,,,,
2017-10-13,,46433,,,,
2017-10-14,,33869,,,,
2017-10-15,,31860,,,,
2017-10-16,,35644,,,,
2017-10-17,,37968,,,,
2017-10-18,,39231,,,,
2017-10-19,,36716,,,,
2017-10-20,,42365,,,,
2017-10-21,,44867,,,,
2017-10-22,,37356,,,,
2017-10-23,,45050,,,,
2017-10-24,,42943,,,,
2017-10-25,,36684,,,,
2017-10-26,,36492,,,,
2017-10-27,,38070,,,,
2017-10-28,,34028,,,,
2017-10-29,,34812,,,,
2017-10-30,,43580,,,,
2017-10-31,,44584,,,,
2017-11-01,,52197,,,,
2017-11-02,,61849,,,,
2017-11-03,,48561,,,,
2017-11-04,,35696,,,,
2017-11-05,,31625,,,,
2017-11-06,,38692,,,,
2017-11-07,,43017,,,,
2017-11-08,,47736,,,,
2017-11-09,,49795,,,,
2017-11-10,,52023,,,,
2017-11-11,,44448,,,,
2017-11-12,,56108,,,,
2017-11-13,,48394,,,,
2017-11-14,,54253,,,,
2017-11-15,,68110,,,,
2017-11-16,,54964,,,,
2017-11-17,,58989,,,,
2017-11-18,,50386,,,,
2017-11-19,,52548,,,,
2017-11-20,,55692,,,,
2017-11-21,,67241,,,,
2017-11-22,,61549,,,,
2017-11-23,,57439,,,,
2017-11-24,,58327,,,,
2017-11-25,,60364,,,,
2017-11-26,,61609,,,,
2017-11-27,,78395,,,,
2017-11-28,,82615,,,,
2017-11-29,,91181,,,,
2017-11-30,,85661,,,,
2017-12-01,,62279,,,,
2017-12-02,,74613,,,,
2017-12-03,,86231,,,,
2017-12-04,,93567,,,,
2017-12-05,,89519,,,,
2017-12-06,,139731,,,,
2017-12-07,,91691,,,,
2017-12-08,,106325,,,,
2017-12-09,,98174,,,,
2017-12-10,,89726,,,,
2017-12-11,,103473,,,,
2017-12-12,,130836,,,,
2017-12-13,,151224,,,,
2017-12-14,,157731,,,,
2017-12-15,,144364,,,,
2017-12-16,,130524,,,,
2017-12-17,,133049,,,,
2017-12-18,,138330,,,,
2017-12-19,,173665,,,,
2017-12-20,,187818,,,,
2017-12-21,,191774,,,,
2017-12-22,,225992,,,,
2017-12-23,,160792,,,,
2017-12-24,,109770,,,,
2017-12-25,,93472,,,,
2017-12-26,,126530,,,,
2017-12-27,,153434,,,,
2017-12-28,,152948,,,,
2017-12-29,,214345,,,,
2017-12-30,,250485,,,,
2017-12-31,,148496,,,,
2018-01-01,,132975,,,,
2018-01-02,,196827,,,,
2018-01-03,,230378,,,,
2018-01-04,,279975,,,,
2018-01-05,,247042,,,,
2018-01-06,,233471,,,,
2018-01-07,,207259,,,,
2018-01-08,,205667,,,,
2018-01-09,,254700,,,,
2018-01-10,,221213,,,,
2018-01-11,,239501,,,,
2018-01-12,,200404,,,,
2018-01-13,,188125,,,,
2018-01-14,,159310,,,,
2018-01-15,,264715,,,,
2018-01-16,,283344,,,,
2018-01-17,,279056,,,,
2018-01-18,,260304,,,,
2018-01-19,,184002,,,,
2018-01-20,,128980,,,,
2018-01-21,,207374,,,,
2018-01-22,,145795,,,,
2018-01-23,,138105,,,,
2018-01-24,,131639,,,,
2018-01-25,,83493,,,,
2018-01-26,,163060,,,,
2018-01-27,,131531,,,,
2018-01-28,,111339,,,,
2018-01-29,,119854,,,,
2018-01-30,,129136,,,,
2018-01-31,,117845,,,,
2018-02-01,,134188,,,,
2018-02-02,,143967,,,,
2018-02-03,,97813,,,,
2018-02-04,,114349,,,,
2018-02-05,,114581,,,,
2018-02-06,,127173,,,,
2018-02-07,,111696,,,,
2018-02-08,,68074,,,,
2018-02-09,,92967,,,,
2018-02-10,,101891,,,,
2018-02-11,,113217,,,,
2018-02-12,,121360,,,,
2018-02-13,,86080,,,,
2018-02-14,,88826,,,,
2018-02-15,,91031,,,,
2018-02-16,,77857,,,,
2018-02-17,,73978,,,,
2018-02-18,,69617,,,,
2018-02-19,,80185,,,,
2018-02-20,,108141,,,,
2018-02-21,,89259,,,,
2018-02-22,,76169,,,,
2018-02-23,,67920,,,,
2018-02-24,,62654,,,,
2018-02-25,,62250,,,,
2018-02-26,,79043,,,,
2018-02-27,,80023,,,,
2018-02-28,,79255,,,,
2018-03-01,,76589,,,,
2018-03-02,,79206,,,,
2018-03-03,,65071,,,,
2018-03-04,,52043,,,,
2018-03-05,,72105,,,,
2018-03-06,,87713,,,,
2018-03-07,,158962,,,,
