date,ARKB,BITB,BRRR,Bitcoin,BTCO,BTCW,EZBC,FBTC,GBTC,HODL,IBIT
2024-01-24,508971775.1720864,495198356.7095429,97746660.459116,0.0,269326238.0749243,5972595.197731944,51612184.2339062,1643715774.5525146,19086252667.62855,50035287.21014647,1832491685.9071748
2024-01-25,522720157.4095406,512910376.69094974,103795038.59287898,0.0,268081861.8712291,5944999.834608451,51373718.8903865,1737121264.6001549,18603967874.31962,49804107.65187396,1994724968.8739176
2024-01-26,529188844.6,570390236.0,108932997.15,0.0,287100000.0,8478500.0,56050000.0,1603218750.0,21101517635.67,121226531.0,2198752457.0
2024-01-27,558105532.418657,540815798.7512174,109947409.63021228,0.0,289584802.1912608,8443141.277197324,56673262.68827286,1847155518.2425728,21174059315.521496,122387685.09550704,2191314855.5943017
2024-01-28,556872813.6088068,539621268.7402074,109704562.65580924,0.0,288945180.09118795,8424492.440262277,56548085.29282823,1843075602.8506072,21127290990.029343,122117360.59100442,2186474776.283336
2024-01-29,604585489.2,605018939.0,113564897.18,0.0,295100000.0,8696360.0,58740000.0,1786995000.0,21431132778.35,126781730.0,2442029260.0
2024-01-30,637358928.9,634234938.0,114942204.5,0.0,300900000.0,9265090.0,59450000.0,1912219500.0,21436507050.86,128323384.0,2779993402.0
2024-01-31,661881146.25,640841077.0,112921570.48,0.0,300000000.0,11150210.0,60890000.0,1969065000.0,20708067322.02,126090465.0,2840487367.0
2024-02-01,655743040.8,648175282.0,114079693.49,0.0,304900000.0,11204300.0,61180000.0,2199344000.0,20741536941.51,129121257.0,3010439840.0
2024-02-02,684185899.6,658793183.0,113926580.94,0.0,304400000.0,11874310.0,61100000.0,2326198725.0,20535776990.36,128940553.0,3120248366.0
2024-02-03,682373435.4884965,646973474.3068194,113813365.44959004,0.0,303177103.4870496,11817348.274710612,60976631.08680221,2580931647.8026924,20557435294.208546,128719661.80280206,3114360288.901154
2024-02-04,676379789.645581,641290764.996807,112813682.623123,0.0,300514139.0580761,11713550.27104082,60441041.17016548,2558261963.671997,20376868495.76052,127589049.1122398,3087005219.626585
2024-02-05,705842537.75,650231293.0,112445954.13,0.0,300400000.0,12621530.0,62770000.0,2591107750.0,20124111451.28,129687157.0,3215550540.0
2024-02-06,696669179.15,672439444.0,114333432.72,0.0,305500000.0,13520890.0,63820000.0,2736161500.0,20345630177.49,131850536.0,3316806829.0
2024-02-07,716993907.15,707504536.0,116662524.07,0.0,312900000.0,14965510.0,65120000.0,2869628088.0,20762470675.49,137018522.0,3449501893.0
2024-02-08,734902258.1,791044055.0,121752755.45,0.0,331700000.0,16418940.0,72520000.0,3077707987.0,21333717972.25,141476212.0,3750615312.0
2024-02-09,845234876.2,857746020.0,129568098.92,0.0,360500000.0,18970070.0,75970000.0,3322351857.0,22180612815.16,158960495.0,4183469203.0
2024-02-10,872018384.2727908,860271835.479724,130993218.35726476,0.0,363969057.0119599,19156948.24949324,76918085.18211478,3505814330.4843373,22285898172.828854,160733736.21833733,4193162403.154544
2024-02-11,879701627.3513854,867851581.2108551,132147382.94420248,0.0,367175942.0829,19325737.684096336,77595800.64804165,3536703614.6729894,22482256387.259663,162149940.72568387,4230107823.79304
2024-02-12,1021886846.05,933120156.0,137389833.69,0.0,362300000.0,20438660.0,81170000.0,3691788201.0,23357966045.25,169632630.0,4762751964.0
2024-02-13,1112385900.67,930976895.0,136539574.02,0.0,336200000.0,20156240.0,80050000.0,3983094012.0,22907018487.04,175676421.0,5196401511.0
2024-02-14,1132012886.81,1026355668.0,143496409.79,0.0,351900000.0,22833880.0,84130000.0,4077490227.0,23890469768.44,184620859.0,5683917345.0
2024-02-15,1291225245.06,1148579046.0,144667983.25,0.0,314200000.0,26436480.0,93240000.0,4349409136.0,23762014745.55,187735261.0,6010627194.0
2024-02-16,1381437819.0,1167326636.0,151973354.21,0.0,316400000.0,26428540.0,96220000.0,4477409136.0,23641856490.11,190608852.0,6183776828.0
2024-02-17,1378030834.518227,1163821111.1507125,151129224.59149545,0.0,314804297.27463806,26287153.904447567,96079683.21845654,4458926693.125491,23569888649.937275,189823314.10992524,6273533566.50685
2024-02-18,1390134697.3432417,1174043473.9087627,152456660.34800068,0.0,317569364.5978736,26518045.766189333,96923594.16501646,4498091445.965912,23776913552.336823,191490617.40780783,6328636825.312861
2024-02-19,1380158375.4247353,1165617933.805045,151362552.902759,0.0,315290323.42385006,26327738.62421324,96228020.57870369,4465810827.1384,23606278185.649014,190116382.2007557,6283219270.887885
2024-02-20,1520985670.09,1184283240.0,160641552.71,0.0,318300000.0,29328480.0,98210000.0,4571100718.0,23567339254.06,191565614.0,6235395066.0
2024-02-21,1555997553.34,1160056629.0,157355460.67,0.0,311800000.0,30896720.0,96200000.0,4523754984.8,22960580835.05,193565614.0,6258999459.0
2024-02-22,1534884859.89,1184830846.0,159644153.68,0.0,319400000.0,31346110.0,100604558.54,4561695000.0,23200264709.92,196196767.0,6533742333.63
2024-02-23,1563940059.29,1180337297.0,158583988.5,0.0,313700000.0,35248880.0,100687363.65,4657554696.5,22759668648.77,196410000.0,6647526466.15
2024-02-24,1575547270.262993,1191780775.3827426,160052460.64269987,0.0,316606069.3199063,35766579.61176339,101662706.717703,4724583548.247411,22961071115.528973,197314013.04010963,6713826793.627107
2024-02-25,1581622537.786853,1196376249.7153118,160669618.58813816,0.0,317826893.7325404,35904494.57227017,102054715.35633096,4742801414.214478,23049608382.73386,198074850.5205522,6739715127.573021
2024-02-26,1576670983.69,1297913201.0,169387333.28,0.0,334500000.0,37650180.0,107550000.0,5058898595.1,24214128487.78,219093233.0,7065447973.64
2024-02-27,1814684237.45,1376625508.0,177263834.48,0.0,354600000.0,40310170.0,120820000.0,5289638905.35,25305382657.32,235692885.0,7549363875.0
2024-02-28,1904488414.83,1465891818.0,187487550.95,0.0,378400000.0,46481850.0,145300000.0,5856427931.03,26646926255.95,259527361.0,8534959289.0
2024-02-29,2038171684.27,1528968586.0,192785982.2,0.0,388200000.0,50102810.0,154800000.0,6174321652.8,27201202543.22,263357111.0,9405522165.0
2024-03-01,2105701007.96,1584037218.0,194394634.76,0.0,393100000.0,50520880.0,156100000.0,6475306618.0,27021159350.66,272604815.0,10092933613.0
2024-03-02,2135442958.7416885,1570877502.930904,192778449.53671405,0.0,398652337.6049672,51234460.642252594,158304832.8864265,6463002834.371335,26598802308.949474,276455219.3388478,10210250611.555351
2024-03-03,2169340062.3210087,1595812937.1504393,195838531.7763527,0.0,404980373.44625074,52047734.44669288,160817695.754288,6565593763.158878,27021020262.96292,280843550.65278494,10372323740.755045
2024-03-04,2178342545.61,1800192657.42,213492351.53,0.0,422000000.0,54513820.0,174310000.0,7032848135.5,28484524794.47,290356320.0,11109028889.0
2024-03-05,2388660443.64,1668307659.31,197407408.83,0.0,362700000.0,47425600.0,168420000.0,6554234969.85,25706596585.35,263248363.0,10660409020.0
2024-03-06,2272381225.81,1823290181.65,253029443.2,0.0,377600000.0,58153980.0,185080000.0,7455091323.45,27516596934.96,286916059.0,12316199519.0
2024-03-07,2485877067.27,1882659219.99,297352885.01,0.0,384300000.0,60167420.0,192800000.0,7664308248.88,27488931257.79,289742900.0,12721770259.0
2024-03-08,2552396115.26,1930794891.47,345152319.75,0.0,393500000.0,64028010.0,196920000.0,8035872091.25,27729057617.19,297864414.0,13242818385.0
2024-03-09,2614917949.3987656,1909049519.062572,341265085.85933524,0.0,403138918.5850197,65596400.09260393,201743623.7655838,8423196103.21155,27414521326.96031,305160703.2433982,13426562580.436275
2024-03-10,2636585373.2198467,1924868059.3859768,344092836.249114,0.0,406479360.6091231,66139937.22434088,203415287.9186922,8492991394.470431,27641680291.003483,307689289.76835364,13537816175.202976
2024-03-11,2608632336.13,2068461504.51,404305153.74,0.0,400900000.0,66942800.0,214290000.0,8912284609.0,28501805520.97,319653720.0,14197100723.0
2024-03-12,2740430408.13,2066574297.31,438774654.37,0.0,388300000.0,71783920.0,211545000.0,8928523153.0,27763098120.01,432839665.0,14571129125.0
2024-03-13,2798340998.36,2118704225.06,452804331.93,0.0,379000000.0,76507640.0,216310000.0,9349395264.5,28484876845.76,527374711.0,15767367951.0
2024-03-14,2905971499.6,2014536401.09,439905723.44,0.0,357000000.0,74961860.0,223820000.0,8919361299.8,26609896112.94,517202680.0,15549696955.0
2024-03-15,2766572992.39,2041012326.69,442390193.13,0.0,355600000.0,75183070.0,228530000.0,9238284705.13,26183031174.66,532556852.0,15941890385.0
2024-03-16,2527946730.28389,1910926456.2337115,414194194.915656,0.0,324928300.5442662,68698273.7577959,208818516.23934355,8655867265.607782,24826793762.12388,486622024.3718479,15057580906.315231
2024-03-17,2649252217.484313,2002623746.370667,434069625.0455419,0.0,340520237.4037512,71994813.77906512,218838834.9214696,9071225778.988651,26018126742.704792,509972960.1497764,15780130620.681736
2024-03-18,2774737207.05,1983496962.25,430874665.84,0.0,345000000.0,75627630.0,222070000.0,8895597686.0,25321722005.95,528191352.0,15489726904.0
2024-03-19,2675334413.31,1914192261.62,415282903.97,0.0,331900000.0,72891070.0,214030000.0,8720411634.2,23742893574.31,514446378.0,15364227348.0
2024-03-20,2578523948.78,1956590201.97,423330139.03,0.0,339100000.0,73797910.0,216700000.0,8838477953.75,23758535527.04,520973440.0,15631476104.0
2024-03-21,2633868834.16,1960192153.2,426210305.78,0.0,326100000.0,73477510.0,234680000.0,8836738379.4,23238037693.57,527872802.0,15612580475.0
2024-03-22,2624390425.6,1932031770.25,442030405.41,0.0,323500000.0,71809390.0,233050000.0,8658086264.55,22401295233.19,517722973.0,15486145422.0
2024-03-23,2574173065.4144807,1947359038.164224,445537256.24937326,0.0,317309868.9983738,70435324.82878865,228590620.4258133,8726219156.656116,22516231404.16159,507816416.2777552,15629558486.381573
2024-03-24,2695309269.117645,2038998440.4638035,466503481.30840313,0.0,332241931.4321101,73749891.34764268,239347706.00509053,9136860179.795303,23575806935.678127,531713392.6203804,16365058910.200974
2024-03-25,2570227717.61,2158472476.16,501809419.31,0.0,365000000.0,79694640.0,291490000.0,9618035151.38,24679518943.75,552472599.2294667,17207593603.0
2024-03-26,2852472401.0,2144633177.85,524574375.36,0.0,374700000.0,78565680.0,307590000.0,9489473655.9,23789991119.59,570462564.0,16998671199.0
2024-03-27,2885662607.82,2109845271.81,521125719.35,0.0,396500000.0,77291320.0,328490000.0,9589555696.88,23306149482.54,576683510.0,16882342864.0
2024-03-28,3039601026.36,2241739085.36,543181595.94,0.0,414400000.0,81173000.0,331613350.7668382,10174567910.0,23747956844.79,596421599.0,17735562045.0
2024-03-29,3056494833.804138,2215046164.8782,536714051.91456896,0.0,416703195.1926544,81624148.60104914,342700000.0,10050374789.2004,23433641332.46306,599736452.5591617,17620399703.77398
2024-03-30,3047019802.890088,2208179596.462591,535050256.45263904,0.0,415411429.339571,81371116.4929054,337201946.8393679,10019218966.27138,23360997834.558792,597877289.7804672,17565777058.88523
2024-03-31,3114543489.827974,2257114108.68097,546907273.5873737,0.0,424617182.2127685,83174346.58371139,344674533.2241465,10241250540.926374,23878690795.67483,611126589.6058625,17955044640.874638
2024-04-01,3160731678.0,2197532995.74,532195543.74,0.0,411600000.0,79531320.0,335770000.0,9974394993.75,23258912704.17,603880103.0,17469596447.0
2024-04-02,3096458155.16,2097841546.88,510657532.04,0.0,393500000.0,75767150.0,319870000.0,9558743961.33,21758227180.8,577172066.0,16800517733.0
2024-04-03,2862409079.93,2115591955.75,509469194.79,0.0,392600000.0,75590840.0,319130000.0,9575721528.6,21606978919.55,581468576.0,16911435878.0
2024-04-04,2855748074.59,2217351445.22,534677480.34,0.0,408800000.0,82109430.0,336770000.0,10026104542.43,22371913586.33,606331844.0,17678885409.0
2024-04-05,2989960157.57,2194458826.69,527375371.09,0.0,401900000.0,80988100.0,332170000.0,10021511734.0,21962131491.09,613318427.0,17579389679.0
2024-04-06,3012261591.5638185,2234100972.9762144,536902337.0781022,0.0,404897683.62750334,81592171.41590108,334647583.74246806,10304488057.876848,22472599903.20876,617893029.8286813,18211858161.022053
2024-04-07,3029781599.6588826,2247095019.4565578,540025084.8893186,0.0,407252661.9317428,82066730.30139227,336593971.2649136,10364421336.81089,22603305726.807884,621486838.1867603,18317782528.049423
2024-04-08,2949126144.11,2365572516.51,558806500.59,0.0,430800000.0,85814730.0,351970000.0,10717088785.43,23127903430.94,650029251.0,18954058861.0
2024-04-09,3134224575.81,2272520888.87,535938414.63,0.0,414000000.0,84497810.0,337560000.0,10376707982.15,21971645764.12,623309843.0,18198654740.0
2024-04-10,3005962436.89,2318953906.59,541162540.68,0.0,420900000.0,85322010.0,340860000.0,10516969260.38,22140933066.21,629455978.0,18505999118.0
2024-04-11,3042584296.67,2354117213.46,555139577.72,0.0,423300000.0,86207000.0,344390000.0,10596735731.2,22260385753.44,635967381.0,18731476782.0
2024-04-12,3073309492.58,2238982638.58,527978131.88,0.0,401500000.0,81990980.0,327550000.0,10144379981.38,21006980711.46,604902573.0,17997903775.0
2024-04-13,2825412405.8811226,2157626058.7094727,508793613.02590144,0.0,369114494.9000956,75377482.04813024,301129398.7216013,9780065964.992374,20232466867.95657,556110357.001738,17452210784.823143
2024-04-14,2884541336.872498,2202779864.244222,519441411.6873783,0.0,376839153.2372058,76954947.31481141,307431296.24262226,9984738686.160948,20655882626.566013,567748378.7129403,17817442623.189384
2024-04-15,2923000841.91,2116644342.85,499125929.53,0.0,380200000.0,77511160.0,309650000.0,9585091197.65,19747454120.96,571796837.0,17119185903.0
2024-04-16,2763287723.63,2106347139.31,484239770.7,0.0,376700000.0,77134100.0,308150000.0,9535782932.85,19446062321.57,569034964.0,17108844455.0
2024-04-17,2736960306.3,2039240655.78,484239770.7,0.0,366300000.0,74945060.0,301170000.0,9275451715.05,18823819454.54,556364952.0,16648185643.0
2024-04-18,2616536502.31,2127701853.94,502207829.49,0.0,381600000.0,77726360.0,312350000.0,9621820256.48,19470501289.16,576890408.0,17284777275.0
2024-04-19,2723143334.6,2162840513.93,509333744.99,0.0,386400000.0,78827430.0,316790000.0,9756207019.0,19614091057.16,592503625.0,17549348380.0
2024-04-20,2785354305.537588,2184287079.2211404,514384311.8665652,0.0,395227412.6339855,80628265.18600307,324027157.8525872,9894127545.73731,19790878967.50556,606039534.0181867,17754882130.92487
2024-04-21,2787157089.7653966,2185700830.5301204,514717240.4001532,0.0,395483218.419439,80680450.778516,324236880.2022348,9900531390.681532,19803688355.663525,606431785.1982913,17766373746.69835
2024-04-22,2774364241.42,2236020846.74,526052411.41,0.0,403700000.0,81415460.0,329110000.0,10122005192.75,20261557317.88,610047502.0,18155515999.0
2024-04-23,2888006705.17,2266820015.65,527828839.7,0.0,406000000.0,81690950.0,337950000.0,10205490821.1,20185300001.79,619663041.0,18236571536.0
2024-04-24,2931061023.45,2185753130.83,508948948.93,0.0,389700000.0,78769490.0,327730000.0,9863885871.58,19358023195.07,595714772.0,17620764922.0
2024-04-25,2830411200.22,2194340851.79,532496606.78,0.0,394800000.0,79294840.0,329910000.0,9947683328.0,19442892138.42,599625295.0,17738200694.0
2024-04-26,2817952442.96,2165342638.54,486528685.92,0.0,388700000.0,78385420.0,327980000.0,9834293405.7,19052609573.56,592780233.0,17534630340.0
2024-04-27,2775933543.73433,2152475701.279103,483637481.58948165,0.0,382904034.9657618,77216604.4903141,323089441.66542584,9759171200.429914,18956435147.98207,583941202.2668278,17433074268.717506
2024-04-28,2754657961.6426053,2135978485.923796,479930739.77449214,0.0,379969344.3109533,76624793.41782427,320613187.88239217,9684374003.4687,18811147378.731373,579465702.8393973,17299461991.3082
2024-04-29,2791062457.25,2131712438.1,480099301.7,0.0,384000000.0,76920530.0,321850000.0,9634506688.8,18705115450.62,581719356.0,17206583680.0
2024-04-30,2707565077.54,2003581326.32,459010491.36,0.0,360500000.0,73542230.0,309460000.0,9179888452.2,17555247347.15,556252485.0,16450651104.0
2024-05-01,2592245747.53,1906261117.33,433680162.73,0.0,344700000.0,71036000.0,298910000.0,8826614967.98,16816031469.68,537041616.0,15889833273.0
2024-05-02,2405799484.48,1948327880.49,445596224.65,0.0,354100000.0,66317570.0,291780000.0,9053322976.75,17336706726.57,542375433.0,16202717175.0
2024-05-03,2472200067.19,2067172924.23,500780761.85,0.0,371800000.0,69227970.0,308160000.0,9238510735.3,18084763677.23,566073285.0,16913836182.0
2024-05-04,2672522779.0878167,2135407430.695628,517310713.3985772,0.0,401927006.0340732,74837521.23311931,333130250.1246955,9546263195.63952,18586990959.707443,611942281.8123376,17488669880.358727
2024-05-05,2680460590.7926674,2141749925.5961905,518847207.3315723,0.0,403120792.26405686,75059800.40568787,334119699.2023128,9574617094.182451,18642197237.2937,613759846.34173,17540613972.122826
2024-05-06,2608791482.31,2112197062.44,511184852.43,0.0,412400000.0,70666720.0,376750000.0,9426149506.4,18466096997.94,586906363.0,17278056252.0
2024-05-07,2738650499.44,2114275930.95,511684480.34,0.0,422500000.0,70736270.0,378950000.0,9545562072.45,18424522003.91,589152821.0,17316527616.0
2024-05-08,2744185264.74,2097090107.23,504728765.46,0.0,422300000.0,69775170.0,373800000.0,9513654222.0,18138935294.07,581127289.0,17081138042.0
2024-05-09,2706899975.84,2105536412.17,505122971.68,0.0,424300000.0,69830150.0,374100000.0,9530238371.85,18224024898.01,581609157.0,17094497383.0
2024-05-10,2713392745.72,2049706283.73,491719124.53,0.0,414300000.0,67978540.0,365940000.0,9272456811.45,17647275689.2,566198810.0,16654918021.0
2024-05-11,2615571691.0005326,2053452107.007924,492618022.8721971,0.0,399363988.418727,65527835.05423452,352747424.8311895,9294318455.2074,17691212533.993584,545786666.1678213,16698785587.865276
2024-05-12,2646991183.444493,2078119151.3799667,498535585.1017649,0.0,404161338.7875529,66314986.60715871,356984794.8437356,9405966233.580256,17903727801.859814,552342915.4546127,16899379350.753325
2024-05-13,2641444778.16,2148669340.0,510596287.34,0.0,431500000.0,71257820.0,379990000.0,9636389994.25,18265372979.27,587982824.0,17307083647.0
2024-05-14,2742868932.35,2097820355.07,499729787.95,0.0,420400000.0,69571480.0,371000000.0,9414373097.4,17809671029.05,581014983.0,16897375476.0
2024-05-15,2811044663.03,2335157906.44,539453230.59,0.0,457200000.0,74581850.0,399630000.0,10137291794.05,19066108920.44,624606870.0,18114283737.0
2024-05-16,3051450698.91,2314117703.78,552769014.84,0.0,455600000.0,75945060.0,397680000.0,10038175932.85,18826875577.35,626066644.0,17939906073.0
2024-05-17,3084097078.92,2390933692.3,572587870.41,0.0,475400000.0,77784050.0,411180000.0,10416581718.4,19373184484.83,641211852.0,18470218886.0
2024-05-18,3164248533.4093413,2392061879.337952,572858332.6141686,0.0,487754996.7114805,79805549.39770731,421866007.337001,10490025045.359804,19334695356.618767,657876067.2038637,18518698207.50205
2024-05-19,3133042063.041302,2368470872.6999097,567208685.8202909,0.0,482944656.5340167,79018490.6423063,417705477.93539286,10386570259.086964,19144012611.14198,651387958.0113411,18336062993.875385
2024-05-20,3168804271.91,2507545520.86,593810151.49,0.0,502400000.0,80667580.0,426430000.0,10928984063.0,20274181160.02,674596488.0,19194157328.0
2024-05-21,3354555848.19,2511137879.19,595644690.55,0.0,496700000.0,86090150.0,427750000.0,10987916308.35,20056924436.62,676951210.0,19320036443.0
2024-05-22,3364942530.13,2512328569.06,595923051.47,0.0,499300000.0,86130970.0,427950000.0,11080796448.38,20144582328.59,671368332.0,19619212287.0
2024-05-23,3370016454.38,2430357926.5,576475724.52,0.0,481200000.0,83320740.0,413990000.0,10735015541.35,19401975304.53,649446577.0,19067853582.0
2024-05-24,3262080651.31,2494281392.69,590107029.09,0.0,497800000.0,85293270.0,409927302.09244686,11092860256.0,20002254770.2,674586407.0,19130345173.05
2024-05-25,3322935121.368142,2506486323.193674,592994694.3735385,0.0,507086513.5157884,86884422.62251362,414284529.1476108,11145569969.171158,20021387976.167545,687170888.5069262,19880402002.118423
2024-05-26,3286495013.378702,2478999589.6417937,586491771.532469,0.0,501525680.5059353,85931627.08864808,409741385.0809648,11023344960.723434,19801828606.72381,679635206.806923,19662388718.870087
2024-05-27,3327674409.9632072,2510061163.391068,593840444.5580385,0.0,507809738.3885109,87008340.28511733,423790000.0,11161466178.609833,20049943193.837208,688150956.1386472,19908756140.5631
2024-05-28,3343440182.98,2471072873.63,584980487.94,0.0,492100000.0,84385240.0,419280000.0,10990436656.0,19758059667.68,682825458.0,19156345173.87
2024-05-29,3311935295.93,2453548421.71,578218457.79,0.0,487100000.0,84842300.0,414430000.0,10884341142.68,19312248182.92,674859914.0,19330845183.76
2024-05-30,3277715711.54,2535526977.92,591422712.52,0.0,499000000.0,87878850.0,423900000.0,11170290733.5,19696139217.19,690361292.0,19430345173.05
2024-05-31,3252674889.64,2481582405.08,578878048.48,0.0,493000000.0,86016610.0,414920000.0,10959126726.4,19385303504.33,675646046.0,19504767357.0
2024-06-01,3219470639.013343,2489529382.033212,580731828.7215909,0.0,487967314.59615225,85138528.992412,410684376.4189487,11105540662.36344,19428239874.568794,668748854.5446975,19740088371.702053
2024-06-02,3221167790.019221,2490841742.9051147,581037962.7783258,0.0,488224547.6358845,85183409.95463215,410900869.588382,11111394972.471928,19438481513.814075,669101386.9695679,19750494402.566315
2024-06-03,3183747663.83,2555533663.91,592785462.77,0.0,504800000.0,88083740.0,424890000.0,11335155374.25,19713334277.04,689955280.0,20146367658.0
2024-06-04,3270963839.74,2666860636.46,606036189.57,0.0,513900000.0,90938610.0,433240000.0,11557581454.98,20092929215.24,705463497.0,20542496739.0
2024-06-05,3474020745.96,2709004421.69,611382349.76,0.0,520100000.0,91741450.0,437070000.0,11743861311.25,20357176358.4,715752208.0,21000622052.0
2024-06-06,3482860266.097368,2695201717.59,608959960.97,0.0,517600000.0,91378580.0,435340000.0,12058084678.7,20124647767.13,716944161.0,21072230164.0
2024-06-07,3412266185.5661817,2621441002.35,594068656.11,0.0,508300000.0,89145870.0,424700000.0,11974597566.05,19757235483.65,701481023.0,20898601296.0
2024-06-08,3411761263.127494,2630366798.670489,596091180.3830974,0.0,497429294.982708,87239359.28225942,415617197.449144,12044123177.37727,19762143328.63897,686478873.283704,21139494335.820824
2024-06-09,3428449981.0770364,2643233305.504152,599006975.7199917,0.0,499862483.17014784,87666092.85148515,417650199.6577599,12103037315.60526,19858810360.900124,689836802.3446752,21242898715.951183
2024-06-10,3420526224.6520004,2650105641.95,583052733.65,0.0,510400000.0,89862510.0,428120000.0,12093222174.4,19778813428.5,707074059.0,21235923169.0
2024-06-11,3314010657.4803824,2548290180.62,563229681.29,0.0,475200000.0,86807890.0,413560000.0,11685305380.8,19132359451.55,682938391.0,20520028411.0
2024-06-12,3242275839.31,2606055889.36,572779247.56,0.0,476000000.0,88280320.0,420580000.0,11830903691.25,19067563763.35,690602177.0,20867988399.0
2024-06-13,3305816355.08,2531101736.99,558458791.69,0.0,469300000.0,86073750.0,410070000.0,11579521928.93,18785850666.58,684795463.0,20361420740.0
2024-06-14,3170532079.38,2475669144.77,547790600.06,0.0,458900000.0,84431220.0,402240000.0,11408571253.75,18406174616.53,660550208.0,19990595670.0
2024-06-15,3142223674.516692,2504578546.576191,554187137.4562266,0.0,454802663.25332,83677365.61695988,398648559.9535959,11434605285.206823,18613559321.45525,654652422.8912452,20227256771.387665
2024-06-16,3162401849.166528,2520662004.8439474,557745918.1181425,0.0,457723234.3268441,84214710.08143914,401208530.56672746,11508034005.24609,18733088575.177505,658856353.7034175,20357148581.16881
2024-06-17,3060995009.8,2529246695.35,558997710.55,0.0,464200000.0,86159170.0,410470000.0,11535741811.8,18679232453.75,674114440.0,20400916399.0
2024-06-18,3073602854.59,2432592383.38,539179952.86,0.0,448300000.0,83105760.0,400960499.2240034,10957197705.9,18045363614.73,646610499.0,19677731475.0
2024-06-19,3001237658.0894146,2451769978.973284,543430587.7276813,0.0,437745182.6576216,81149109.4034517,395930000.0,11044068558.632898,18194868940.871616,631386638.350089,19835056579.4449
2024-06-20,2964677051.33,2421947149.18,543800176.16,0.0,452800000.0,83818460.0,399320000.0,11053068116.18,18148829955.87,652124149.0,19846270300.0
2024-06-21,2990101711.48,2388047830.04,536177768.48,0.0,445200000.0,82645280.0,393730000.0,10816622594.3,17872337917.38,639368140.0,19569794497.0
2024-06-22,2961788716.0683346,2395407071.621052,537829962.3823692,0.0,440984440.6318211,81862720.58020431,390001809.5384098,10797121778.767698,17890926093.73889,633314022.1623322,19632506474.775154
2024-06-23,2914828521.654915,2357427055.972964,529302480.50703627,0.0,433992478.3243768,80564758.557187,383818194.65118,10625929642.37879,17607259212.627472,623272607.1741059,19321226228.525173
2024-06-24,2919452934.83,2227494251.16,501960196.65,0.0,411000000.0,77371590.0,370350000.0,10036462393.4,16811267095.405037,598563519.0,18320522243.0
2024-06-25,2725969992.26,2317203055.47,518747766.46,0.0,427200000.0,79959750.0,361170000.0,10375933339.2,17136165004.03,608061293.0,18933347892.0
2024-06-26,2810965298.61,2274142110.9,509104317.77,0.0,420100000.0,78473850.0,354460000.0,10139399049.7,16815580710.13,600256495.0,18581342066.0
2024-06-27,2753867683.87,2307623472.53,514795547.52,0.0,423100000.0,79351640.0,358430000.0,10298082515.13,16927948357.95,610447828.0,18789113465.0
2024-06-28,2786515198.13,2263846324.28,505072946.32,0.0,416400000.0,77854570.0,355160000.0,10108720818.13,16533313720.52,598925333.0,18434465078.0
