Datetime,Exchange Outflow (Mean)
2025-12-29T00:00:00Z,5.35469753
2025-12-28T00:00:00Z,0.98033086
2025-12-27T00:00:00Z,1.28550557
2025-12-26T00:00:00Z,3.97423234
2025-12-25T00:00:00Z,1.94069106
2025-12-24T00:00:00Z,4.5455569
2025-12-23T00:00:00Z,5.1400415
2025-12-22T00:00:00Z,4.76298888
2025-12-21T00:00:00Z,1.63253821
2025-12-20T00:00:00Z,1.50437642
2025-12-19T00:00:00Z,4.78490268
2025-12-18T00:00:00Z,5.40100173
2025-12-17T00:00:00Z,6.68533956
2025-12-16T00:00:00Z,4.3743003
2025-12-15T00:00:00Z,3.82480795
2025-12-14T00:00:00Z,1.68454456
2025-12-13T00:00:00Z,1.84074457
2025-12-12T00:00:00Z,5.13111996
2025-12-11T00:00:00Z,4.7633828
2025-12-10T00:00:00Z,6.37817919
2025-12-09T00:00:00Z,5.43325927
2025-12-08T00:00:00Z,4.16471011
2025-12-07T00:00:00Z,1.4040768
2025-12-06T00:00:00Z,1.40024804
2025-12-05T00:00:00Z,5.16933454
2025-12-04T00:00:00Z,3.80864157
2025-12-03T00:00:00Z,3.57009054
2025-12-02T00:00:00Z,3.84418759
2025-12-01T00:00:00Z,4.21489451
2025-11-30T00:00:00Z,1.61281921
2025-11-29T00:00:00Z,1.28606242
2025-11-28T00:00:00Z,3.54392301
2025-11-27T00:00:00Z,3.59024794
2025-11-26T00:00:00Z,3.1276383
2025-11-25T00:00:00Z,4.61165522
2025-11-24T00:00:00Z,5.68706201
2025-11-23T00:00:00Z,2.33596334
2025-11-22T00:00:00Z,1.9248384
2025-11-21T00:00:00Z,6.9523876
2025-11-20T00:00:00Z,4.08985275
2025-11-19T00:00:00Z,6.14879124
2025-11-18T00:00:00Z,7.12462105
2025-11-17T00:00:00Z,5.38527806
2025-11-16T00:00:00Z,2.08149401
2025-11-15T00:00:00Z,1.47885433
2025-11-14T00:00:00Z,6.35351622
2025-11-13T00:00:00Z,3.54966719
2025-11-12T00:00:00Z,2.9665501
2025-11-11T00:00:00Z,2.68749399
2025-11-10T00:00:00Z,2.8381881
2025-11-09T00:00:00Z,1.27676653
2025-11-08T00:00:00Z,1.42019706
2025-11-07T00:00:00Z,3.36598974
2025-11-06T00:00:00Z,4.12450017
2025-11-05T00:00:00Z,3.52815671
2025-11-04T00:00:00Z,4.59078722
2025-11-03T00:00:00Z,4.11193646
2025-11-02T00:00:00Z,1.15743957
2025-11-01T00:00:00Z,1.73121168
2025-10-31T00:00:00Z,4.36223405
2025-10-30T00:00:00Z,3.80064675
2025-10-29T00:00:00Z,5.04145599
2025-10-28T00:00:00Z,6.54858572
2025-10-27T00:00:00Z,6.75625177
2025-10-26T00:00:00Z,4.10133527
2025-10-25T00:00:00Z,2.08581374
2025-10-24T00:00:00Z,4.43452193
2025-10-23T00:00:00Z,4.39697947
2025-10-22T00:00:00Z,5.67709029
2025-10-21T00:00:00Z,8.07595527
2025-10-20T00:00:00Z,4.68498486
2025-10-19T00:00:00Z,2.46661264
2025-10-18T00:00:00Z,2.56684866
2025-10-17T00:00:00Z,6.27508932
2025-10-16T00:00:00Z,5.36649158
2025-10-15T00:00:00Z,7.03912664
2025-10-14T00:00:00Z,7.91756925
2025-10-13T00:00:00Z,4.2077448
2025-10-12T00:00:00Z,3.93312881
2025-10-11T00:00:00Z,5.65971446
2025-10-10T00:00:00Z,5.93990369
2025-10-09T00:00:00Z,6.54481295
2025-10-08T00:00:00Z,6.82416219
2025-10-07T00:00:00Z,8.50858075
2025-10-06T00:00:00Z,7.97537639
2025-10-05T00:00:00Z,3.49012236
2025-10-04T00:00:00Z,2.28428995
2025-10-03T00:00:00Z,10.82056893
2025-10-02T00:00:00Z,8.35815246
2025-10-01T00:00:00Z,7.62366812
2025-09-30T00:00:00Z,8.45118231
2025-09-29T00:00:00Z,4.67721637
2025-09-28T00:00:00Z,2.35931
2025-09-27T00:00:00Z,2.69644694
2025-09-26T00:00:00Z,6.36255366
2025-09-25T00:00:00Z,5.59959147
2025-09-24T00:00:00Z,4.62079194
2025-09-23T00:00:00Z,5.36593489
2025-09-22T00:00:00Z,10.38762235
2025-09-21T00:00:00Z,2.85540909
2025-09-20T00:00:00Z,2.69214015
2025-09-19T00:00:00Z,6.30266257
2025-09-18T00:00:00Z,6.99598163
2025-09-17T00:00:00Z,6.00423406
2025-09-16T00:00:00Z,4.30735571
2025-09-15T00:00:00Z,6.92547146
2025-09-14T00:00:00Z,3.14063898
2025-09-13T00:00:00Z,2.73035177
2025-09-12T00:00:00Z,6.64482965
2025-09-11T00:00:00Z,5.71888855
2025-09-10T00:00:00Z,5.31650692
2025-09-09T00:00:00Z,5.68216131
2025-09-08T00:00:00Z,3.96895867
2025-09-07T00:00:00Z,1.9879659
2025-09-06T00:00:00Z,2.01627335
2025-09-05T00:00:00Z,4.63988088
2025-09-04T00:00:00Z,4.40670698
2025-09-03T00:00:00Z,3.86262546
2025-09-02T00:00:00Z,5.2825156
2025-09-01T00:00:00Z,3.30125689
2025-08-31T00:00:00Z,2.29129758
2025-08-30T00:00:00Z,2.71573627
2025-08-29T00:00:00Z,6.54422
2025-08-28T00:00:00Z,3.92662021
2025-08-27T00:00:00Z,4.77048156
2025-08-26T00:00:00Z,4.90329376
2025-08-25T00:00:00Z,5.04957671
2025-08-24T00:00:00Z,3.57218405
2025-08-23T00:00:00Z,3.26949148
2025-08-22T00:00:00Z,5.38142604
2025-08-21T00:00:00Z,5.39944104
2025-08-20T00:00:00Z,4.49359869
2025-08-19T00:00:00Z,6.42861556
2025-08-18T00:00:00Z,5.39418089
2025-08-17T00:00:00Z,2.24835991
2025-08-16T00:00:00Z,3.01266496
2025-08-15T00:00:00Z,7.26589527
2025-08-14T00:00:00Z,6.17839413
2025-08-13T00:00:00Z,6.20579579
2025-08-12T00:00:00Z,5.10794395
2025-08-11T00:00:00Z,5.08106889
2025-08-10T00:00:00Z,3.40146638
2025-08-09T00:00:00Z,3.88052554
2025-08-08T00:00:00Z,6.65065161
2025-08-07T00:00:00Z,5.0699636
2025-08-06T00:00:00Z,4.97489604
2025-08-05T00:00:00Z,4.63252918
2025-08-04T00:00:00Z,5.87262551
2025-08-03T00:00:00Z,3.09583232
2025-08-02T00:00:00Z,2.83582754
2025-08-01T00:00:00Z,8.76763968
2025-07-31T00:00:00Z,4.70177092
2025-07-30T00:00:00Z,5.36878437
2025-07-29T00:00:00Z,7.66258909
2025-07-28T00:00:00Z,7.59188386
2025-07-27T00:00:00Z,2.77873193
2025-07-26T00:00:00Z,4.01049821
2025-07-25T00:00:00Z,10.37094252
2025-07-24T00:00:00Z,5.37281107
2025-07-23T00:00:00Z,6.017794
2025-07-22T00:00:00Z,6.36741797
2025-07-21T00:00:00Z,6.52856752
2025-07-20T00:00:00Z,3.899406
2025-07-19T00:00:00Z,3.39253374
2025-07-18T00:00:00Z,7.1492238
2025-07-17T00:00:00Z,10.07167902
2025-07-16T00:00:00Z,7.83033627
2025-07-15T00:00:00Z,9.07691474
2025-07-14T00:00:00Z,7.64172884
2025-07-13T00:00:00Z,3.03058859
2025-07-12T00:00:00Z,3.37905462
2025-07-11T00:00:00Z,8.83147713
2025-07-10T00:00:00Z,7.90181078
2025-07-09T00:00:00Z,4.83912371
2025-07-08T00:00:00Z,4.66143444
2025-07-07T00:00:00Z,6.58192436
2025-07-06T00:00:00Z,3.34333551
2025-07-05T00:00:00Z,2.7639848
2025-07-04T00:00:00Z,5.45215228
2025-07-03T00:00:00Z,5.01603376
2025-07-02T00:00:00Z,6.6280374
2025-07-01T00:00:00Z,4.44448733
2025-06-30T00:00:00Z,6.61490774
2025-06-29T00:00:00Z,2.57362441
2025-06-28T00:00:00Z,3.69651256
2025-06-27T00:00:00Z,9.97816281
2025-06-26T00:00:00Z,6.52758008
2025-06-25T00:00:00Z,6.87680278
2025-06-24T00:00:00Z,5.74721757
2025-06-23T00:00:00Z,5.72168085
2025-06-22T00:00:00Z,4.83530797
2025-06-21T00:00:00Z,2.91919975
2025-06-20T00:00:00Z,5.93787572
2025-06-19T00:00:00Z,4.02677511
2025-06-18T00:00:00Z,5.16364096
2025-06-17T00:00:00Z,6.08970733
2025-06-16T00:00:00Z,6.89302954
2025-06-15T00:00:00Z,3.71390949
2025-06-14T00:00:00Z,3.92897286
2025-06-13T00:00:00Z,6.53877
2025-06-12T00:00:00Z,4.74304972
2025-06-11T00:00:00Z,5.98827365
2025-06-10T00:00:00Z,6.83403049
2025-06-09T00:00:00Z,7.46552438
2025-06-08T00:00:00Z,2.85789965
2025-06-07T00:00:00Z,4.14525201
2025-06-06T00:00:00Z,10.65861023
2025-06-05T00:00:00Z,8.47403758
2025-06-04T00:00:00Z,9.30186416
2025-06-03T00:00:00Z,11.5171986
2025-06-02T00:00:00Z,12.20598739
2025-06-01T00:00:00Z,4.19802905
2025-05-31T00:00:00Z,4.67706362
2025-05-30T00:00:00Z,7.66907424
2025-05-29T00:00:00Z,10.01383829
2025-05-28T00:00:00Z,9.26795941
2025-05-27T00:00:00Z,8.99431006
2025-05-26T00:00:00Z,7.26672473
2025-05-25T00:00:00Z,4.27374851
2025-05-24T00:00:00Z,6.10334258
2025-05-23T00:00:00Z,12.02367952
2025-05-22T00:00:00Z,9.48101006
2025-05-21T00:00:00Z,9.82280456
2025-05-20T00:00:00Z,7.56727346
2025-05-19T00:00:00Z,7.83777893
2025-05-18T00:00:00Z,4.08454011
2025-05-17T00:00:00Z,4.52745273
2025-05-16T00:00:00Z,8.47741943
2025-05-15T00:00:00Z,11.35994617
2025-05-14T00:00:00Z,5.8272144
2025-05-13T00:00:00Z,6.40066947
2025-05-12T00:00:00Z,9.60447889
2025-05-11T00:00:00Z,4.61365429
2025-05-10T00:00:00Z,5.12989734
2025-05-09T00:00:00Z,9.23293637
2025-05-08T00:00:00Z,7.70663463
2025-05-07T00:00:00Z,8.76591294
2025-05-06T00:00:00Z,9.07502707
2025-05-05T00:00:00Z,10.17987392
2025-05-04T00:00:00Z,3.95753559
2025-05-03T00:00:00Z,6.79977615
2025-05-02T00:00:00Z,10.22387759
2025-05-01T00:00:00Z,8.7160246
2025-04-30T00:00:00Z,6.87056952
2025-04-29T00:00:00Z,9.9549583
2025-04-28T00:00:00Z,7.2787607
2025-04-27T00:00:00Z,3.71304419
2025-04-26T00:00:00Z,4.97085878
2025-04-25T00:00:00Z,12.37055979
2025-04-24T00:00:00Z,13.2318442
2025-04-23T00:00:00Z,9.7326666
2025-04-22T00:00:00Z,10.41582566
2025-04-21T00:00:00Z,8.00264158
2025-04-20T00:00:00Z,4.19340845
2025-04-19T00:00:00Z,4.22819293
2025-04-18T00:00:00Z,5.02417557
2025-04-17T00:00:00Z,8.25830101
2025-04-16T00:00:00Z,8.15683864
2025-04-15T00:00:00Z,6.65712646
2025-04-14T00:00:00Z,7.30052361
2025-04-13T00:00:00Z,4.76254973
2025-04-12T00:00:00Z,4.88155151
2025-04-11T00:00:00Z,9.18131381
2025-04-10T00:00:00Z,8.55343399
2025-04-09T00:00:00Z,10.7401506
2025-04-08T00:00:00Z,9.19296121
2025-04-07T00:00:00Z,9.9370029
2025-04-06T00:00:00Z,7.04755379
2025-04-05T00:00:00Z,5.04590305
2025-04-04T00:00:00Z,9.55863096
2025-04-03T00:00:00Z,9.72522451
2025-04-02T00:00:00Z,8.86500014
2025-04-01T00:00:00Z,7.46629109
2025-03-31T00:00:00Z,8.57915735
2025-03-30T00:00:00Z,7.20283899
2025-03-29T00:00:00Z,8.66684176
2025-03-28T00:00:00Z,9.28703981
2025-03-27T00:00:00Z,8.09773434
2025-03-26T00:00:00Z,8.42997876
2025-03-25T00:00:00Z,8.4649846
2025-03-24T00:00:00Z,8.99525989
2025-03-23T00:00:00Z,2.90126287
2025-03-22T00:00:00Z,2.77558131
2025-03-21T00:00:00Z,7.38741975
2025-03-20T00:00:00Z,7.26723599
2025-03-19T00:00:00Z,8.42749193
2025-03-18T00:00:00Z,5.24976017
2025-03-17T00:00:00Z,5.86644426
2025-03-16T00:00:00Z,2.84808003
2025-03-15T00:00:00Z,3.71815658
2025-03-14T00:00:00Z,6.77438775
2025-03-13T00:00:00Z,10.59413751
2025-03-12T00:00:00Z,6.52029637
2025-03-11T00:00:00Z,7.83779637
2025-03-10T00:00:00Z,7.11542193
2025-03-09T00:00:00Z,3.5578625
2025-03-08T00:00:00Z,3.6165782
2025-03-07T00:00:00Z,6.65623422
2025-03-06T00:00:00Z,6.33567597
2025-03-05T00:00:00Z,5.88077451
2025-03-04T00:00:00Z,8.12756771
2025-03-03T00:00:00Z,8.54938082
2025-03-02T00:00:00Z,6.83740468
2025-03-01T00:00:00Z,6.26885505
2025-02-28T00:00:00Z,9.33424603
2025-02-27T00:00:00Z,9.59522416
2025-02-26T00:00:00Z,10.28137755
2025-02-25T00:00:00Z,10.53938583
2025-02-24T00:00:00Z,5.89181884
2025-02-23T00:00:00Z,3.82700835
2025-02-22T00:00:00Z,7.70501324
2025-02-21T00:00:00Z,8.76665524
2025-02-20T00:00:00Z,6.85880258
2025-02-19T00:00:00Z,8.46037805
2025-02-18T00:00:00Z,5.78935867
2025-02-17T00:00:00Z,5.37369491
2025-02-16T00:00:00Z,5.00831066
2025-02-15T00:00:00Z,4.69513188
2025-02-14T00:00:00Z,8.63574872
2025-02-13T00:00:00Z,6.19640437
2025-02-12T00:00:00Z,6.18916549
2025-02-11T00:00:00Z,7.41234838
2025-02-10T00:00:00Z,8.85978719
2025-02-09T00:00:00Z,4.65909071
2025-02-08T00:00:00Z,5.34939322
2025-02-07T00:00:00Z,6.41382999
2025-02-06T00:00:00Z,9.18290511
2025-02-05T00:00:00Z,10.91359062
2025-02-04T00:00:00Z,8.35141481
2025-02-03T00:00:00Z,10.71722113
2025-02-02T00:00:00Z,5.50507873
2025-02-01T00:00:00Z,5.41315441
2025-01-31T00:00:00Z,9.95132612
2025-01-30T00:00:00Z,7.75221369
2025-01-29T00:00:00Z,6.00644508
2025-01-28T00:00:00Z,7.30302086
2025-01-27T00:00:00Z,8.75472397
2025-01-26T00:00:00Z,4.82886606
2025-01-25T00:00:00Z,5.24901528
2025-01-24T00:00:00Z,8.5233629
2025-01-23T00:00:00Z,9.93520135
2025-01-22T00:00:00Z,10.66665169
2025-01-21T00:00:00Z,10.15850541
2025-01-20T00:00:00Z,6.96096363
2025-01-19T00:00:00Z,5.45341442
2025-01-18T00:00:00Z,5.66328798
2025-01-17T00:00:00Z,12.6297593
2025-01-16T00:00:00Z,9.91342605
2025-01-15T00:00:00Z,7.68821546
2025-01-14T00:00:00Z,8.91903219
2025-01-13T00:00:00Z,8.0764085
2025-01-12T00:00:00Z,4.1556417
2025-01-11T00:00:00Z,5.48851001
2025-01-10T00:00:00Z,7.97505914
2025-01-09T00:00:00Z,7.24555351
2025-01-08T00:00:00Z,10.29495796
2025-01-07T00:00:00Z,10.42813835
2025-01-06T00:00:00Z,9.96576012
2025-01-05T00:00:00Z,4.3987423
2025-01-04T00:00:00Z,4.54179811
2025-01-03T00:00:00Z,7.81740289
2025-01-02T00:00:00Z,7.33520935
2025-01-01T00:00:00Z,7.81580576
2024-12-31T00:00:00Z,8.89037255
2024-12-30T00:00:00Z,8.32991591
2024-12-29T00:00:00Z,5.45533994
2024-12-28T00:00:00Z,4.55781203
2024-12-27T00:00:00Z,8.23715571
2024-12-26T00:00:00Z,10.09472799
2024-12-25T00:00:00Z,5.92949299
2024-12-24T00:00:00Z,7.11129039
2024-12-23T00:00:00Z,9.30240748
2024-12-22T00:00:00Z,4.46314569
2024-12-21T00:00:00Z,5.01779439
2024-12-20T00:00:00Z,9.844234
2024-12-19T00:00:00Z,8.97053601
2024-12-18T00:00:00Z,10.64032307
2024-12-17T00:00:00Z,9.91781177
2024-12-16T00:00:00Z,10.56563715
2024-12-15T00:00:00Z,3.41107071
2024-12-14T00:00:00Z,3.50046054
2024-12-13T00:00:00Z,12.43489102
2024-12-12T00:00:00Z,9.83012926
2024-12-11T00:00:00Z,15.52684286
2024-12-10T00:00:00Z,8.60334733
2024-12-09T00:00:00Z,10.92821191
2024-12-08T00:00:00Z,4.39694926
2024-12-07T00:00:00Z,4.45547826
2024-12-06T00:00:00Z,10.49773902
2024-12-05T00:00:00Z,15.23122502
2024-12-04T00:00:00Z,9.94192683
2024-12-03T00:00:00Z,9.43417249
2024-12-02T00:00:00Z,9.92332768
2024-12-01T00:00:00Z,4.51568174
2024-11-30T00:00:00Z,5.65090123
2024-11-29T00:00:00Z,9.96755769
2024-11-28T00:00:00Z,10.26176564
2024-11-27T00:00:00Z,13.32835526
2024-11-26T00:00:00Z,18.8941154
2024-11-25T00:00:00Z,13.0009537
2024-11-24T00:00:00Z,6.12624287
2024-11-23T00:00:00Z,7.13930272
2024-11-22T00:00:00Z,13.61387399
2024-11-21T00:00:00Z,11.98484592
2024-11-20T00:00:00Z,14.19881443
2024-11-19T00:00:00Z,10.83137163
2024-11-18T00:00:00Z,9.37219953
2024-11-17T00:00:00Z,3.89393884
2024-11-16T00:00:00Z,5.82233879
2024-11-15T00:00:00Z,11.37681577
2024-11-14T00:00:00Z,14.41269988
2024-11-13T00:00:00Z,14.0644372
2024-11-12T00:00:00Z,14.5039373
2024-11-11T00:00:00Z,9.17150763
2024-11-10T00:00:00Z,7.53880215
2024-11-09T00:00:00Z,6.08136967
2024-11-08T00:00:00Z,19.96495082
2024-11-07T00:00:00Z,13.79107455
2024-11-06T00:00:00Z,16.30106673
2024-11-05T00:00:00Z,10.17827972
2024-11-04T00:00:00Z,7.42338305
2024-11-03T00:00:00Z,5.15160222
2024-11-02T00:00:00Z,4.42934252
2024-11-01T00:00:00Z,11.25750882
2024-10-31T00:00:00Z,13.6242682
2024-10-30T00:00:00Z,14.28471975
2024-10-29T00:00:00Z,12.3608037
2024-10-28T00:00:00Z,11.641674
2024-10-27T00:00:00Z,3.93811477
2024-10-26T00:00:00Z,4.52850272
2024-10-25T00:00:00Z,8.9313713
2024-10-24T00:00:00Z,11.07444664
2024-10-23T00:00:00Z,7.70337559
2024-10-22T00:00:00Z,10.52051734
2024-10-21T00:00:00Z,7.84724152
2024-10-20T00:00:00Z,3.51126776
2024-10-19T00:00:00Z,4.34722428
2024-10-18T00:00:00Z,11.86008984
2024-10-17T00:00:00Z,9.73113506
2024-10-16T00:00:00Z,11.47494541
2024-10-15T00:00:00Z,11.30777619
2024-10-14T00:00:00Z,8.06222782
2024-10-13T00:00:00Z,2.97193804
2024-10-12T00:00:00Z,4.62955585
2024-10-11T00:00:00Z,10.00929593
2024-10-10T00:00:00Z,6.96875356
2024-10-09T00:00:00Z,5.94939744
2024-10-08T00:00:00Z,7.15288717
2024-10-07T00:00:00Z,7.53283527
2024-10-06T00:00:00Z,4.70114243
2024-10-05T00:00:00Z,3.61852161
2024-10-04T00:00:00Z,6.01136637
2024-10-03T00:00:00Z,6.57952338
2024-10-02T00:00:00Z,7.57464547
2024-10-01T00:00:00Z,7.86806208
2024-09-30T00:00:00Z,10.60991912
2024-09-29T00:00:00Z,3.65479205
2024-09-28T00:00:00Z,3.67362687
2024-09-27T00:00:00Z,9.0783367
2024-09-26T00:00:00Z,10.61730546
2024-09-25T00:00:00Z,8.45070475
2024-09-24T00:00:00Z,9.84502121
2024-09-23T00:00:00Z,5.47744367
2024-09-22T00:00:00Z,3.86170664
2024-09-21T00:00:00Z,3.38099218
2024-09-20T00:00:00Z,9.99112597
2024-09-19T00:00:00Z,11.80245058
2024-09-18T00:00:00Z,7.46409404
2024-09-17T00:00:00Z,8.40555462
2024-09-16T00:00:00Z,6.85930867
2024-09-15T00:00:00Z,4.19891728
2024-09-14T00:00:00Z,5.72667012
2024-09-13T00:00:00Z,8.81961157
2024-09-12T00:00:00Z,7.63591468
2024-09-11T00:00:00Z,11.35676663
2024-09-10T00:00:00Z,15.27736227
2024-09-09T00:00:00Z,9.26083442
2024-09-08T00:00:00Z,4.45752665
2024-09-07T00:00:00Z,4.84467444
2024-09-06T00:00:00Z,8.70178813
2024-09-05T00:00:00Z,6.27413765
2024-09-04T00:00:00Z,6.79139017
2024-09-03T00:00:00Z,8.14832033
2024-09-02T00:00:00Z,5.36384458
2024-09-01T00:00:00Z,4.04064653
2024-08-31T00:00:00Z,3.8063379
2024-08-30T00:00:00Z,8.07160864
2024-08-29T00:00:00Z,11.17131955
2024-08-28T00:00:00Z,8.70251796
2024-08-27T00:00:00Z,7.74789957
2024-08-26T00:00:00Z,9.19061891
2024-08-25T00:00:00Z,3.78394212
2024-08-24T00:00:00Z,5.45052933
2024-08-23T00:00:00Z,12.79692984
2024-08-22T00:00:00Z,8.63348718
2024-08-21T00:00:00Z,7.49366777
2024-08-20T00:00:00Z,5.69334046
2024-08-19T00:00:00Z,7.96310385
2024-08-18T00:00:00Z,3.39422693
2024-08-17T00:00:00Z,3.49324139
2024-08-16T00:00:00Z,9.6447491
2024-08-15T00:00:00Z,8.50833444
2024-08-14T00:00:00Z,8.48710508
2024-08-13T00:00:00Z,6.53876198
2024-08-12T00:00:00Z,8.98051471
2024-08-11T00:00:00Z,5.28561487
2024-08-10T00:00:00Z,4.13238141
2024-08-09T00:00:00Z,11.01322948
2024-08-08T00:00:00Z,9.61838537
2024-08-07T00:00:00Z,11.13972451
2024-08-06T00:00:00Z,9.9668172
2024-08-05T00:00:00Z,13.20409752
2024-08-04T00:00:00Z,4.72332625
2024-08-03T00:00:00Z,4.78973771
2024-08-02T00:00:00Z,10.39465699
2024-08-01T00:00:00Z,9.31783178
2024-07-31T00:00:00Z,12.35069777
2024-07-30T00:00:00Z,16.61118195
2024-07-29T00:00:00Z,10.31686215
2024-07-28T00:00:00Z,3.12556528
2024-07-27T00:00:00Z,5.05643651
2024-07-26T00:00:00Z,9.80127564
2024-07-25T00:00:00Z,8.23538336
2024-07-24T00:00:00Z,8.72054255
2024-07-23T00:00:00Z,15.96427172
2024-07-22T00:00:00Z,10.01637728
2024-07-21T00:00:00Z,3.26493035
2024-07-20T00:00:00Z,3.67438571
2024-07-19T00:00:00Z,8.79710612
2024-07-18T00:00:00Z,8.60004673
2024-07-17T00:00:00Z,7.99839777
2024-07-16T00:00:00Z,19.42631913
2024-07-15T00:00:00Z,11.89448953
2024-07-14T00:00:00Z,3.48431705
2024-07-13T00:00:00Z,3.24141474
2024-07-12T00:00:00Z,7.06200962
2024-07-11T00:00:00Z,7.49023335
2024-07-10T00:00:00Z,10.57024979
2024-07-09T00:00:00Z,9.11282187
2024-07-08T00:00:00Z,9.36061503
2024-07-07T00:00:00Z,4.43124556
2024-07-06T00:00:00Z,4.56858286
2024-07-05T00:00:00Z,18.2582543
2024-07-04T00:00:00Z,6.14566508
2024-07-03T00:00:00Z,5.52290648
2024-07-02T00:00:00Z,5.4290067
2024-07-01T00:00:00Z,5.752137
2024-06-30T00:00:00Z,2.79714478
2024-06-29T00:00:00Z,2.91387619
2024-06-28T00:00:00Z,7.52430319
2024-06-27T00:00:00Z,7.19356164
2024-06-26T00:00:00Z,8.04925805
2024-06-25T00:00:00Z,8.89494608
2024-06-24T00:00:00Z,8.13990989
2024-06-23T00:00:00Z,2.95518996
2024-06-22T00:00:00Z,3.52224819
2024-06-21T00:00:00Z,6.30052361
2024-06-20T00:00:00Z,7.09701431
2024-06-19T00:00:00Z,7.01817895
2024-06-18T00:00:00Z,6.9940681
2024-06-17T00:00:00Z,7.94333335
2024-06-16T00:00:00Z,3.05319443
