Datetime,Exchange Inflow (Top10)
2025-11-29T00:00:00Z,8220.49385986
2025-11-28T00:00:00Z,28830.64824085
2025-11-27T00:00:00Z,29159.59775084
2025-11-26T00:00:00Z,25213.53697684
2025-11-25T00:00:00Z,35143.42799438
2025-11-24T00:00:00Z,44562.34798236
2025-11-23T00:00:00Z,14655.45291874
2025-11-22T00:00:00Z,19116.23144371
2025-11-21T00:00:00Z,78227.44371877
2025-11-20T00:00:00Z,43599.74173197
2025-11-19T00:00:00Z,47813.7505965
2025-11-18T00:00:00Z,50273.91154644
2025-11-17T00:00:00Z,55575.71122636
2025-11-16T00:00:00Z,17660.13072738
2025-11-15T00:00:00Z,14385.39425211
2025-11-14T00:00:00Z,68547.56383304
2025-11-13T00:00:00Z,34879.85261798
2025-11-12T00:00:00Z,19326.2568008
2025-11-11T00:00:00Z,22461.68307998
2025-11-10T00:00:00Z,29196.36985661
2025-11-09T00:00:00Z,8215.14701412
2025-11-08T00:00:00Z,9390.66266821
2025-11-07T00:00:00Z,29940.98529982
2025-11-06T00:00:00Z,37156.54150269
2025-11-05T00:00:00Z,36445.69703069
2025-11-04T00:00:00Z,48924.5143394
2025-11-03T00:00:00Z,36368.0155538
2025-11-02T00:00:00Z,10197.83055541
2025-11-01T00:00:00Z,12953.10481006
2025-10-31T00:00:00Z,40704.79627557
2025-10-30T00:00:00Z,37170.77920998
2025-10-29T00:00:00Z,26641.09280537
2025-10-28T00:00:00Z,31121.50079968
2025-10-27T00:00:00Z,34229.09140217
2025-10-26T00:00:00Z,16071.50325268
2025-10-25T00:00:00Z,10281.69304099
2025-10-24T00:00:00Z,23330.82802749
2025-10-23T00:00:00Z,28996.59646263
2025-10-22T00:00:00Z,32197.17998293
2025-10-21T00:00:00Z,46340.36264835
2025-10-20T00:00:00Z,25449.98201028
2025-10-19T00:00:00Z,11925.35732882
2025-10-18T00:00:00Z,14247.46407419
2025-10-17T00:00:00Z,42390.22398181
2025-10-16T00:00:00Z,36936.55126855
2025-10-15T00:00:00Z,34107.04885736
2025-10-14T00:00:00Z,46491.16904802
2025-10-13T00:00:00Z,22342.88552202
2025-10-12T00:00:00Z,18849.61407912
2025-10-11T00:00:00Z,42592.08120404
2025-10-10T00:00:00Z,37675.48042494
2025-10-09T00:00:00Z,33365.34130934
2025-10-08T00:00:00Z,37689.93806251
2025-10-07T00:00:00Z,45888.33899423
2025-10-06T00:00:00Z,44095.36568089
2025-10-05T00:00:00Z,23911.97638547
2025-10-04T00:00:00Z,13667.45580609
2025-10-03T00:00:00Z,46520.09671431
2025-10-02T00:00:00Z,42289.13403514
2025-10-01T00:00:00Z,39129.75129089
2025-09-30T00:00:00Z,42101.30063303
2025-09-29T00:00:00Z,32201.01816657
2025-09-28T00:00:00Z,11306.23146467
2025-09-27T00:00:00Z,12979.16700822
2025-09-26T00:00:00Z,38568.81745325
2025-09-25T00:00:00Z,37508.47665876
2025-09-24T00:00:00Z,23417.56859014
2025-09-23T00:00:00Z,29723.04620901
2025-09-22T00:00:00Z,35426.46303844
2025-09-21T00:00:00Z,12407.75402507
2025-09-20T00:00:00Z,12791.51707711
2025-09-19T00:00:00Z,27492.89753288
2025-09-18T00:00:00Z,38763.8680655
2025-09-17T00:00:00Z,30548.49617401
2025-09-16T00:00:00Z,25537.4278041
2025-09-15T00:00:00Z,28399.07402429
2025-09-14T00:00:00Z,10440.77354294
2025-09-13T00:00:00Z,11739.77816249
2025-09-12T00:00:00Z,34430.69525728
2025-09-11T00:00:00Z,27636.30611623
2025-09-10T00:00:00Z,30650.24302248
2025-09-09T00:00:00Z,23392.75293123
2025-09-08T00:00:00Z,21687.86180689
2025-09-07T00:00:00Z,9361.28198703
2025-09-06T00:00:00Z,9719.80840256
2025-09-05T00:00:00Z,29603.23783914
2025-09-04T00:00:00Z,25310.29564157
2025-09-03T00:00:00Z,21000.25598609
2025-09-02T00:00:00Z,25197.66424087
2025-09-01T00:00:00Z,36311.26811099
2025-08-31T00:00:00Z,15661.45512009
2025-08-30T00:00:00Z,16382.20459735
2025-08-29T00:00:00Z,35282.47508748
2025-08-28T00:00:00Z,21563.4251933
2025-08-27T00:00:00Z,22500.10953807
2025-08-26T00:00:00Z,34234.46488684
2025-08-25T00:00:00Z,28490.87280397
2025-08-24T00:00:00Z,26407.92284209
2025-08-23T00:00:00Z,17550.92308116
2025-08-22T00:00:00Z,37162.13744406
2025-08-21T00:00:00Z,29017.26794079
2025-08-20T00:00:00Z,28195.41518682
2025-08-19T00:00:00Z,38249.54607198
2025-08-18T00:00:00Z,27219.7485537
2025-08-17T00:00:00Z,11637.17275644
2025-08-16T00:00:00Z,13750.76532732
2025-08-15T00:00:00Z,38705.86881933
2025-08-14T00:00:00Z,41460.03042864
2025-08-13T00:00:00Z,34625.52237453
2025-08-12T00:00:00Z,27758.94435257
2025-08-11T00:00:00Z,36545.56505109
2025-08-10T00:00:00Z,17948.68375122
2025-08-09T00:00:00Z,20487.05321315
2025-08-08T00:00:00Z,34100.14259747
2025-08-07T00:00:00Z,24743.49334884
2025-08-06T00:00:00Z,25059.19715478
2025-08-05T00:00:00Z,26100.51791857
2025-08-04T00:00:00Z,38522.37651458
2025-08-03T00:00:00Z,14974.96713938
2025-08-02T00:00:00Z,14613.18044527
2025-08-01T00:00:00Z,71516.78945224
2025-07-31T00:00:00Z,26092.41327198
2025-07-30T00:00:00Z,28916.34184295
2025-07-29T00:00:00Z,32254.41456689
2025-07-28T00:00:00Z,39198.83042266
2025-07-27T00:00:00Z,14739.90972529
2025-07-26T00:00:00Z,20592.34706721
2025-07-25T00:00:00Z,72753.35039553
2025-07-24T00:00:00Z,33609.30403804
2025-07-23T00:00:00Z,30544.75226601
2025-07-22T00:00:00Z,36906.48918803
2025-07-21T00:00:00Z,40906.56272096
2025-07-20T00:00:00Z,22583.78983489
2025-07-19T00:00:00Z,17263.36430069
2025-07-18T00:00:00Z,46359.64807931
2025-07-17T00:00:00Z,59252.46797479
2025-07-16T00:00:00Z,45133.49209728
2025-07-15T00:00:00Z,62909.74520782
2025-07-14T00:00:00Z,50634.5859521
2025-07-13T00:00:00Z,15685.81354739
2025-07-12T00:00:00Z,16632.541917
2025-07-11T00:00:00Z,50839.06314011
2025-07-10T00:00:00Z,39072.05345219
2025-07-09T00:00:00Z,22317.745871
2025-07-08T00:00:00Z,19966.94404565
2025-07-07T00:00:00Z,26322.88578465
2025-07-06T00:00:00Z,11609.26487485
2025-07-05T00:00:00Z,9211.70130861
2025-07-04T00:00:00Z,25504.26073296
2025-07-03T00:00:00Z,22765.9645671
2025-07-02T00:00:00Z,31614.34303856
2025-07-01T00:00:00Z,22028.99248365
2025-06-30T00:00:00Z,28767.4773978
2025-06-29T00:00:00Z,9894.86578125
2025-06-28T00:00:00Z,14327.59187693
2025-06-27T00:00:00Z,38848.377591
2025-06-26T00:00:00Z,28259.33493428
2025-06-25T00:00:00Z,31640.37693983
2025-06-24T00:00:00Z,28466.24532635
2025-06-23T00:00:00Z,24105.03980066
2025-06-22T00:00:00Z,24896.14844595
2025-06-21T00:00:00Z,13530.06501567
2025-06-20T00:00:00Z,28183.61969075
2025-06-19T00:00:00Z,15000.37883568
2025-06-18T00:00:00Z,33416.01771616
2025-06-17T00:00:00Z,27924.36755756
2025-06-16T00:00:00Z,30821.89958869
2025-06-15T00:00:00Z,13836.87976392
2025-06-14T00:00:00Z,14866.99936542
2025-06-13T00:00:00Z,34790.15624053
2025-06-12T00:00:00Z,21533.35479798
2025-06-11T00:00:00Z,28930.83764825
2025-06-10T00:00:00Z,35329.18977865
2025-06-09T00:00:00Z,32112.04419367
2025-06-08T00:00:00Z,14834.66828195
2025-06-07T00:00:00Z,16915.35574244
2025-06-06T00:00:00Z,37282.45938094
2025-06-05T00:00:00Z,40886.15089819
2025-06-04T00:00:00Z,30463.69688784
2025-06-03T00:00:00Z,34083.65480247
2025-06-02T00:00:00Z,39932.11357631
2025-06-01T00:00:00Z,17443.25260153
2025-05-31T00:00:00Z,20411.82934857
2025-05-30T00:00:00Z,39946.20419861
2025-05-29T00:00:00Z,42957.9316981
2025-05-28T00:00:00Z,44624.7323486
2025-05-27T00:00:00Z,43036.27590941
2025-05-26T00:00:00Z,31003.85327468
2025-05-25T00:00:00Z,16668.61622281
2025-05-24T00:00:00Z,20788.7592283
2025-05-23T00:00:00Z,60235.39372031
2025-05-22T00:00:00Z,59017.63280598
2025-05-21T00:00:00Z,45480.11774171
2025-05-20T00:00:00Z,35295.01608982
2025-05-19T00:00:00Z,34060.72347443
2025-05-18T00:00:00Z,18117.71624005
2025-05-17T00:00:00Z,17090.88875357
2025-05-16T00:00:00Z,39293.77322508
2025-05-15T00:00:00Z,46584.37883048
2025-05-14T00:00:00Z,33368.28306633
2025-05-13T00:00:00Z,31937.18589589
2025-05-12T00:00:00Z,48784.63650496
2025-05-11T00:00:00Z,19186.93493123
2025-05-10T00:00:00Z,19824.54496405
2025-05-09T00:00:00Z,44998.84377056
2025-05-08T00:00:00Z,48958.50576726
2025-05-07T00:00:00Z,42171.24885159
2025-05-06T00:00:00Z,37038.41951138
2025-05-05T00:00:00Z,47585.19336889
2025-05-04T00:00:00Z,14690.26791388
2025-05-03T00:00:00Z,27449.6892596
2025-05-02T00:00:00Z,44021.43242294
2025-05-01T00:00:00Z,44708.77114618
2025-04-30T00:00:00Z,33468.11198255
2025-04-29T00:00:00Z,44712.81042354
2025-04-28T00:00:00Z,37294.26168799
2025-04-27T00:00:00Z,16655.34865363
2025-04-26T00:00:00Z,20498.86427056
2025-04-25T00:00:00Z,57932.82141218
2025-04-24T00:00:00Z,58861.1483756
2025-04-23T00:00:00Z,50045.78054955
2025-04-22T00:00:00Z,54783.62735212
2025-04-21T00:00:00Z,37284.08918189
2025-04-20T00:00:00Z,15927.68393597
2025-04-19T00:00:00Z,16568.77550725
2025-04-18T00:00:00Z,19909.7320023
2025-04-17T00:00:00Z,36402.03381131
2025-04-16T00:00:00Z,35610.45873569
2025-04-15T00:00:00Z,28763.01556156
2025-04-14T00:00:00Z,30586.18884514
2025-04-13T00:00:00Z,19617.70007376
2025-04-12T00:00:00Z,20404.6466891
2025-04-11T00:00:00Z,42499.38054012
2025-04-10T00:00:00Z,41649.2588163
2025-04-09T00:00:00Z,53615.63085949
2025-04-08T00:00:00Z,51287.77671989
2025-04-07T00:00:00Z,64256.27290435
2025-04-06T00:00:00Z,30864.13193523
2025-04-05T00:00:00Z,21245.41263485
2025-04-04T00:00:00Z,46718.89086267
2025-04-03T00:00:00Z,49540.34759471
2025-04-02T00:00:00Z,41449.01735477
2025-04-01T00:00:00Z,34133.67098839
2025-03-31T00:00:00Z,43775.05912627
2025-03-30T00:00:00Z,30938.66197206
2025-03-29T00:00:00Z,33876.99495399
2025-03-28T00:00:00Z,49138.19716254
2025-03-27T00:00:00Z,34832.52245217
2025-03-26T00:00:00Z,40675.41005002
2025-03-25T00:00:00Z,34167.18638613
2025-03-24T00:00:00Z,39354.29586633
2025-03-23T00:00:00Z,11201.59403181
2025-03-22T00:00:00Z,10594.21174242
2025-03-21T00:00:00Z,29965.84930852
2025-03-20T00:00:00Z,39590.05627687
2025-03-19T00:00:00Z,33278.90805447
2025-03-18T00:00:00Z,26476.24499449
2025-03-17T00:00:00Z,25593.74025111
2025-03-16T00:00:00Z,11242.54993933
2025-03-15T00:00:00Z,13014.35130721
2025-03-14T00:00:00Z,32171.67105528
2025-03-13T00:00:00Z,52042.22719375
2025-03-12T00:00:00Z,34182.00964402
2025-03-11T00:00:00Z,45678.3425114
2025-03-10T00:00:00Z,44038.06875075
2025-03-09T00:00:00Z,18081.56858838
2025-03-08T00:00:00Z,14166.1583808
2025-03-07T00:00:00Z,37791.90808095
2025-03-06T00:00:00Z,31350.86262922
2025-03-05T00:00:00Z,29339.57164984
2025-03-04T00:00:00Z,42762.63556492
2025-03-03T00:00:00Z,45948.17307681
2025-03-02T00:00:00Z,27903.8191846
2025-03-01T00:00:00Z,27375.48296985
2025-02-28T00:00:00Z,68242.64188138
2025-02-27T00:00:00Z,56151.42661785
2025-02-26T00:00:00Z,79089.21062126
2025-02-25T00:00:00Z,89792.39423045
2025-02-24T00:00:00Z,34090.8744158
2025-02-23T00:00:00Z,13926.13074672
2025-02-22T00:00:00Z,25868.88638707
2025-02-21T00:00:00Z,47626.43446749
2025-02-20T00:00:00Z,29599.39067117
2025-02-19T00:00:00Z,38728.78139409
2025-02-18T00:00:00Z,29836.2403798
2025-02-17T00:00:00Z,24587.41602483
2025-02-16T00:00:00Z,16815.65181631
2025-02-15T00:00:00Z,17292.13873223
2025-02-14T00:00:00Z,43015.30111524
2025-02-13T00:00:00Z,32806.4928454
2025-02-12T00:00:00Z,30329.71125696
2025-02-11T00:00:00Z,40781.77317267
2025-02-10T00:00:00Z,38737.00161303
2025-02-09T00:00:00Z,22966.66637447
2025-02-08T00:00:00Z,22768.57911098
2025-02-07T00:00:00Z,38430.33111273
2025-02-06T00:00:00Z,43184.10689644
2025-02-05T00:00:00Z,47831.72257066
2025-02-04T00:00:00Z,38994.03042215
2025-02-03T00:00:00Z,84404.94913381
2025-02-02T00:00:00Z,30054.39465096
2025-02-01T00:00:00Z,20950.71442394
2025-01-31T00:00:00Z,42779.63961917
2025-01-30T00:00:00Z,38522.54978487
2025-01-29T00:00:00Z,28124.55818497
2025-01-28T00:00:00Z,35063.03333659
2025-01-27T00:00:00Z,46387.10880711
2025-01-26T00:00:00Z,20399.49565552
2025-01-25T00:00:00Z,22876.46079944
2025-01-24T00:00:00Z,42644.99223501
2025-01-23T00:00:00Z,49246.57992139
2025-01-22T00:00:00Z,51180.85116966
2025-01-21T00:00:00Z,53994.70504013
2025-01-20T00:00:00Z,51374.64884509
2025-01-19T00:00:00Z,36299.09007177
2025-01-18T00:00:00Z,28544.24731972
2025-01-17T00:00:00Z,55593.49770811
2025-01-16T00:00:00Z,52017.16465431
2025-01-15T00:00:00Z,44115.58426362
2025-01-14T00:00:00Z,44105.50619335
2025-01-13T00:00:00Z,38985.37481577
2025-01-12T00:00:00Z,18212.78000581
2025-01-11T00:00:00Z,18673.6665362
2025-01-10T00:00:00Z,37100.90400886
2025-01-09T00:00:00Z,38705.3432334
2025-01-08T00:00:00Z,53476.04609685
2025-01-07T00:00:00Z,47610.44177381
2025-01-06T00:00:00Z,47644.25940715
2025-01-05T00:00:00Z,17858.32621105
2025-01-04T00:00:00Z,15876.11981743
2025-01-03T00:00:00Z,39366.46683951
2025-01-02T00:00:00Z,37355.43036828
2025-01-01T00:00:00Z,36203.40456231
2024-12-31T00:00:00Z,40285.74687252
2024-12-30T00:00:00Z,46946.24815718
2024-12-29T00:00:00Z,19271.88899135
2024-12-28T00:00:00Z,17829.68705032
2024-12-27T00:00:00Z,40274.75466697
2024-12-26T00:00:00Z,37262.14933007
2024-12-25T00:00:00Z,27199.27630376
2024-12-24T00:00:00Z,40708.11765498
2024-12-23T00:00:00Z,56748.6687832
2024-12-22T00:00:00Z,23293.0715637
2024-12-21T00:00:00Z,26090.52448934
2024-12-20T00:00:00Z,62555.25641385
2024-12-19T00:00:00Z,62123.446012
2024-12-18T00:00:00Z,57672.65500061
2024-12-17T00:00:00Z,51772.61811755
2024-12-16T00:00:00Z,63583.58996105
2024-12-15T00:00:00Z,19154.94257779
2024-12-14T00:00:00Z,18831.64143018
2024-12-13T00:00:00Z,64247.13688049
2024-12-12T00:00:00Z,54241.2914176
2024-12-11T00:00:00Z,91759.78553551
2024-12-10T00:00:00Z,54822.85088847
2024-12-09T00:00:00Z,66473.12226397
2024-12-08T00:00:00Z,23817.18440823
2024-12-07T00:00:00Z,30405.20595318
2024-12-06T00:00:00Z,75726.49667368
2024-12-05T00:00:00Z,82199.17507999
2024-12-04T00:00:00Z,59894.52770759
2024-12-03T00:00:00Z,63179.11774292
2024-12-02T00:00:00Z,60057.57561636
2024-12-01T00:00:00Z,25402.96745393
2024-11-30T00:00:00Z,29719.85082259
2024-11-29T00:00:00Z,57334.18268715
2024-11-28T00:00:00Z,41919.87902062
2024-11-27T00:00:00Z,58778.34943104
2024-11-26T00:00:00Z,104196.63600368
2024-11-25T00:00:00Z,86572.23459387
2024-11-24T00:00:00Z,30977.4773175
2024-11-23T00:00:00Z,41702.12724575
2024-11-22T00:00:00Z,83716.99769461
2024-11-21T00:00:00Z,81623.76398487
2024-11-20T00:00:00Z,65095.09902017
2024-11-19T00:00:00Z,58376.40790197
2024-11-18T00:00:00Z,55765.94911937
2024-11-17T00:00:00Z,21721.58690397
2024-11-16T00:00:00Z,27696.30976272
2024-11-15T00:00:00Z,66176.9366528
2024-11-14T00:00:00Z,77154.57911542
2024-11-13T00:00:00Z,89347.6818937
2024-11-12T00:00:00Z,108485.26277518
2024-11-11T00:00:00Z,64542.16091909
2024-11-10T00:00:00Z,42746.88365453
2024-11-09T00:00:00Z,25885.21807073
2024-11-08T00:00:00Z,82802.81901383
2024-11-07T00:00:00Z,69773.22502235
2024-11-06T00:00:00Z,87156.1602073
2024-11-05T00:00:00Z,57360.53898811
2024-11-04T00:00:00Z,43016.44626892
2024-11-03T00:00:00Z,22639.19217748
2024-11-02T00:00:00Z,17060.01261782
2024-11-01T00:00:00Z,56250.99083073
2024-10-31T00:00:00Z,71902.62365878
2024-10-30T00:00:00Z,65002.22052804
2024-10-29T00:00:00Z,68921.32581329
2024-10-28T00:00:00Z,52254.05415492
2024-10-27T00:00:00Z,15953.06269206
2024-10-26T00:00:00Z,18120.62907124
2024-10-25T00:00:00Z,47761.64741013
2024-10-24T00:00:00Z,44987.15148469
2024-10-23T00:00:00Z,38825.1427888
2024-10-22T00:00:00Z,45452.02990791
2024-10-21T00:00:00Z,39411.36934483
2024-10-20T00:00:00Z,14123.61610883
2024-10-19T00:00:00Z,16544.84594642
2024-10-18T00:00:00Z,52806.59789928
2024-10-17T00:00:00Z,43041.90250934
2024-10-16T00:00:00Z,55095.03046732
2024-10-15T00:00:00Z,53922.83540761
2024-10-14T00:00:00Z,40674.5611069
2024-10-13T00:00:00Z,12821.22833589
2024-10-12T00:00:00Z,15559.25291686
2024-10-11T00:00:00Z,40185.21135088
2024-10-10T00:00:00Z,30848.66932077
2024-10-09T00:00:00Z,29859.4745217
2024-10-08T00:00:00Z,32803.87283206
2024-10-07T00:00:00Z,34456.68359613
2024-10-06T00:00:00Z,15171.28984391
2024-10-05T00:00:00Z,12403.54229177
2024-10-04T00:00:00Z,27818.48370351
2024-10-03T00:00:00Z,31343.00452181
2024-10-02T00:00:00Z,37048.10732792
2024-10-01T00:00:00Z,49618.80912412
2024-09-30T00:00:00Z,48245.26335838
2024-09-29T00:00:00Z,15813.91119031
2024-09-28T00:00:00Z,14852.19923477
2024-09-27T00:00:00Z,37030.9536322
2024-09-26T00:00:00Z,45355.64901194
2024-09-25T00:00:00Z,34809.93311066
2024-09-24T00:00:00Z,39547.56401385
2024-09-23T00:00:00Z,30543.9531276
2024-09-22T00:00:00Z,15237.41632638
2024-09-21T00:00:00Z,15292.78721878
2024-09-20T00:00:00Z,47662.2524766
2024-09-19T00:00:00Z,55288.91613161
2024-09-18T00:00:00Z,31617.6654272
2024-09-17T00:00:00Z,35683.87459926
2024-09-16T00:00:00Z,32680.82331968
2024-09-15T00:00:00Z,16894.04409831
2024-09-14T00:00:00Z,19283.77971957
2024-09-13T00:00:00Z,39274.77643724
2024-09-12T00:00:00Z,37785.37325489
2024-09-11T00:00:00Z,39428.70302292
2024-09-10T00:00:00Z,49911.14434551
2024-09-09T00:00:00Z,33463.80122243
2024-09-08T00:00:00Z,15734.7248437
2024-09-07T00:00:00Z,16112.13257565
2024-09-06T00:00:00Z,41496.14376283
2024-09-05T00:00:00Z,30386.75246383
2024-09-04T00:00:00Z,32060.8471997
2024-09-03T00:00:00Z,31608.47366238
2024-09-02T00:00:00Z,22232.72957627
2024-09-01T00:00:00Z,15667.6612423
2024-08-31T00:00:00Z,15459.81027326
2024-08-30T00:00:00Z,37160.0547159
2024-08-29T00:00:00Z,38091.37048988
2024-08-28T00:00:00Z,42362.27791785
2024-08-27T00:00:00Z,38270.61188587
2024-08-26T00:00:00Z,36583.80356249
2024-08-25T00:00:00Z,15668.37845317
2024-08-24T00:00:00Z,23228.23212328
2024-08-23T00:00:00Z,52276.79236192
2024-08-22T00:00:00Z,37390.33776664
2024-08-21T00:00:00Z,35944.26408577
2024-08-20T00:00:00Z,31118.33879603
2024-08-19T00:00:00Z,33520.60913948
2024-08-18T00:00:00Z,12534.777563
2024-08-17T00:00:00Z,14713.70784607
2024-08-16T00:00:00Z,34198.18867145
2024-08-15T00:00:00Z,36804.85589086
2024-08-14T00:00:00Z,44312.81025137
2024-08-13T00:00:00Z,29237.12669542
2024-08-12T00:00:00Z,43205.40928774
2024-08-11T00:00:00Z,13515.75128917
2024-08-10T00:00:00Z,13732.75999953
2024-08-09T00:00:00Z,51201.3122034
2024-08-08T00:00:00Z,47042.53602871
2024-08-07T00:00:00Z,51114.53204409
2024-08-06T00:00:00Z,49034.69843855
2024-08-05T00:00:00Z,91755.3198993
2024-08-04T00:00:00Z,21797.74103473
2024-08-03T00:00:00Z,19939.97324576
2024-08-02T00:00:00Z,49176.818376
2024-08-01T00:00:00Z,36171.3036248
2024-07-31T00:00:00Z,26057.48998097
2024-07-30T00:00:00Z,101399.22836925
2024-07-29T00:00:00Z,40213.17624837
2024-07-28T00:00:00Z,13106.65804526
2024-07-27T00:00:00Z,22968.77043726
2024-07-26T00:00:00Z,37752.96107582
2024-07-25T00:00:00Z,41624.95539368
2024-07-24T00:00:00Z,31565.84085227
2024-07-23T00:00:00Z,57359.96941754
2024-07-22T00:00:00Z,44427.26652072
2024-07-21T00:00:00Z,12240.33455401
2024-07-20T00:00:00Z,16322.28763508
2024-07-19T00:00:00Z,43216.22059631
2024-07-18T00:00:00Z,35945.18671704
2024-07-17T00:00:00Z,38364.80993894
2024-07-16T00:00:00Z,129921.89211788
2024-07-15T00:00:00Z,52209.94129997
