Datetime,Active Addresses
2025-01-05T00:00:00Z,675641
2025-01-04T00:00:00Z,689340
2025-01-03T00:00:00Z,774546
2025-01-02T00:00:00Z,799017
2025-01-01T00:00:00Z,670029
2024-12-31T00:00:00Z,773113
2024-12-30T00:00:00Z,824991
2024-12-29T00:00:00Z,708823
2024-12-28T00:00:00Z,723174
2024-12-27T00:00:00Z,852743
2024-12-26T00:00:00Z,740690
2024-12-25T00:00:00Z,699018
2024-12-24T00:00:00Z,771227
2024-12-23T00:00:00Z,792430
2024-12-22T00:00:00Z,761878
2024-12-21T00:00:00Z,741074
2024-12-20T00:00:00Z,890714
2024-12-19T00:00:00Z,872908
2024-12-18T00:00:00Z,877767
2024-12-17T00:00:00Z,836228
2024-12-16T00:00:00Z,950262
2024-12-15T00:00:00Z,776666
2024-12-14T00:00:00Z,778918
2024-12-13T00:00:00Z,934080
2024-12-12T00:00:00Z,893235
2024-12-11T00:00:00Z,854243
2024-12-10T00:00:00Z,983896
2024-12-09T00:00:00Z,911921
2024-12-08T00:00:00Z,854616
2024-12-07T00:00:00Z,786956
2024-12-06T00:00:00Z,887210
2024-12-05T00:00:00Z,969072
2024-12-04T00:00:00Z,892556
2024-12-03T00:00:00Z,925186
2024-12-02T00:00:00Z,930119
2024-12-01T00:00:00Z,724736
2024-11-30T00:00:00Z,826508
2024-11-29T00:00:00Z,774921
2024-11-28T00:00:00Z,747689
2024-11-27T00:00:00Z,812490
2024-11-26T00:00:00Z,797877
2024-11-25T00:00:00Z,938241
2024-11-24T00:00:00Z,806117
2024-11-23T00:00:00Z,881077
2024-11-22T00:00:00Z,890966
2024-11-21T00:00:00Z,967324
2024-11-20T00:00:00Z,759390
2024-11-19T00:00:00Z,755226
2024-11-18T00:00:00Z,807223
2024-11-17T00:00:00Z,712839
2024-11-16T00:00:00Z,817634
2024-11-15T00:00:00Z,896060
2024-11-14T00:00:00Z,836894
2024-11-13T00:00:00Z,864993
2024-11-12T00:00:00Z,997770
2024-11-11T00:00:00Z,926269
2024-11-10T00:00:00Z,790175
2024-11-09T00:00:00Z,667311
2024-11-08T00:00:00Z,827571
2024-11-07T00:00:00Z,803302
2024-11-06T00:00:00Z,894501
2024-11-05T00:00:00Z,761734
2024-11-04T00:00:00Z,796267
2024-11-03T00:00:00Z,635360
2024-11-02T00:00:00Z,694165
2024-11-01T00:00:00Z,811163
2024-10-31T00:00:00Z,796036
2024-10-30T00:00:00Z,788123
2024-10-29T00:00:00Z,831570
2024-10-28T00:00:00Z,769073
2024-10-27T00:00:00Z,650204
2024-10-26T00:00:00Z,732708
2024-10-25T00:00:00Z,837679
2024-10-24T00:00:00Z,681331
2024-10-23T00:00:00Z,726857
2024-10-22T00:00:00Z,632422
2024-10-21T00:00:00Z,718397
2024-10-20T00:00:00Z,693819
2024-10-19T00:00:00Z,684143
2024-10-18T00:00:00Z,732793
2024-10-17T00:00:00Z,749938
2024-10-16T00:00:00Z,630385
2024-10-15T00:00:00Z,789897
2024-10-14T00:00:00Z,715089
2024-10-13T00:00:00Z,607895
2024-10-12T00:00:00Z,602302
2024-10-11T00:00:00Z,715797
2024-10-10T00:00:00Z,696684
2024-10-09T00:00:00Z,671487
2024-10-08T00:00:00Z,815034
2024-10-07T00:00:00Z,712372
2024-10-06T00:00:00Z,618053
2024-10-05T00:00:00Z,616599
2024-10-04T00:00:00Z,776860
2024-10-03T00:00:00Z,741637
2024-10-02T00:00:00Z,723104
2024-10-01T00:00:00Z,861843
2024-09-30T00:00:00Z,732245
2024-09-29T00:00:00Z,682215
2024-09-28T00:00:00Z,651237
2024-09-27T00:00:00Z,755294
2024-09-26T00:00:00Z,726660
2024-09-25T00:00:00Z,717437
2024-09-24T00:00:00Z,753095
2024-09-23T00:00:00Z,793566
2024-09-22T00:00:00Z,601516
2024-09-21T00:00:00Z,675259
2024-09-20T00:00:00Z,819659
2024-09-19T00:00:00Z,746175
2024-09-18T00:00:00Z,711830
2024-09-17T00:00:00Z,756080
2024-09-16T00:00:00Z,725342
2024-09-15T00:00:00Z,672369
2024-09-14T00:00:00Z,680346
2024-09-13T00:00:00Z,794682
2024-09-12T00:00:00Z,781786
2024-09-11T00:00:00Z,670349
2024-09-10T00:00:00Z,721657
2024-09-09T00:00:00Z,736021
2024-09-08T00:00:00Z,597562
2024-09-07T00:00:00Z,625790
2024-09-06T00:00:00Z,726379
2024-09-05T00:00:00Z,729381
2024-09-04T00:00:00Z,705912
2024-09-03T00:00:00Z,702650
2024-09-02T00:00:00Z,710540
2024-09-01T00:00:00Z,667900
2024-08-31T00:00:00Z,667389
2024-08-30T00:00:00Z,836960
2024-08-29T00:00:00Z,729282
2024-08-28T00:00:00Z,735433
2024-08-27T00:00:00Z,690418
2024-08-26T00:00:00Z,670314
2024-08-25T00:00:00Z,541369
2024-08-24T00:00:00Z,615069
2024-08-23T00:00:00Z,704853
2024-08-22T00:00:00Z,722648
2024-08-21T00:00:00Z,707436
2024-08-20T00:00:00Z,693783
2024-08-19T00:00:00Z,696832
2024-08-18T00:00:00Z,592501
2024-08-17T00:00:00Z,619613
2024-08-16T00:00:00Z,714818
2024-08-15T00:00:00Z,723134
2024-08-14T00:00:00Z,674575
2024-08-13T00:00:00Z,709945
2024-08-12T00:00:00Z,709071
2024-08-11T00:00:00Z,632490
2024-08-10T00:00:00Z,613204
2024-08-09T00:00:00Z,693572
2024-08-08T00:00:00Z,727403
2024-08-07T00:00:00Z,724926
2024-08-06T00:00:00Z,736358
2024-08-05T00:00:00Z,813042
2024-08-04T00:00:00Z,682317
2024-08-03T00:00:00Z,708009
2024-08-02T00:00:00Z,758508
2024-08-01T00:00:00Z,774286
2024-07-31T00:00:00Z,753105
2024-07-30T00:00:00Z,677879
2024-07-29T00:00:00Z,792497
2024-07-28T00:00:00Z,591212
2024-07-27T00:00:00Z,705262
2024-07-26T00:00:00Z,699301
2024-07-25T00:00:00Z,716456
2024-07-24T00:00:00Z,694928
2024-07-23T00:00:00Z,665432
2024-07-22T00:00:00Z,759027
2024-07-21T00:00:00Z,610370
2024-07-20T00:00:00Z,699601
2024-07-19T00:00:00Z,750585
2024-07-18T00:00:00Z,763827
2024-07-17T00:00:00Z,734208
2024-07-16T00:00:00Z,759646
2024-07-15T00:00:00Z,780168
2024-07-14T00:00:00Z,760776
2024-07-13T00:00:00Z,596564
2024-07-12T00:00:00Z,708426
2024-07-11T00:00:00Z,665660
2024-07-10T00:00:00Z,648723
2024-07-09T00:00:00Z,759196
2024-07-08T00:00:00Z,791955
2024-07-07T00:00:00Z,621182
2024-07-06T00:00:00Z,710940
2024-07-05T00:00:00Z,694494
2024-07-04T00:00:00Z,716576
2024-07-03T00:00:00Z,766875
2024-07-02T00:00:00Z,768913
2024-07-01T00:00:00Z,894982
2024-06-30T00:00:00Z,666024
2024-06-29T00:00:00Z,723108
2024-06-28T00:00:00Z,751714
2024-06-27T00:00:00Z,738961
2024-06-26T00:00:00Z,647576
2024-06-25T00:00:00Z,645986
2024-06-24T00:00:00Z,750769
2024-06-23T00:00:00Z,527573
2024-06-22T00:00:00Z,643544
2024-06-21T00:00:00Z,716873
2024-06-20T00:00:00Z,656569
2024-06-19T00:00:00Z,629856
2024-06-18T00:00:00Z,725690
2024-06-17T00:00:00Z,735805
2024-06-16T00:00:00Z,746704
2024-06-15T00:00:00Z,636804
2024-06-14T00:00:00Z,596070
2024-06-13T00:00:00Z,617769
2024-06-12T00:00:00Z,680673
2024-06-11T00:00:00Z,707751
2024-06-10T00:00:00Z,679386
2024-06-09T00:00:00Z,619540
2024-06-08T00:00:00Z,765483
2024-06-07T00:00:00Z,600902
2024-06-06T00:00:00Z,613350
2024-06-05T00:00:00Z,590551
2024-06-04T00:00:00Z,652436
2024-06-03T00:00:00Z,675634
2024-06-02T00:00:00Z,542743
2024-06-01T00:00:00Z,568941
2024-05-31T00:00:00Z,683147
2024-05-30T00:00:00Z,645226
2024-05-29T00:00:00Z,557654
2024-05-28T00:00:00Z,652272
2024-05-27T00:00:00Z,606614
2024-05-26T00:00:00Z,541894
2024-05-25T00:00:00Z,608246
2024-05-24T00:00:00Z,660164
2024-05-23T00:00:00Z,724839
2024-05-22T00:00:00Z,716111
2024-05-21T00:00:00Z,748633
2024-05-20T00:00:00Z,702027
2024-05-19T00:00:00Z,652335
2024-05-18T00:00:00Z,635433
2024-05-17T00:00:00Z,746210
2024-05-16T00:00:00Z,689111
2024-05-15T00:00:00Z,730888
2024-05-14T00:00:00Z,688569
2024-05-13T00:00:00Z,734517
2024-05-12T00:00:00Z,572584
2024-05-11T00:00:00Z,614302
2024-05-10T00:00:00Z,612183
2024-05-09T00:00:00Z,683944
2024-05-08T00:00:00Z,693070
2024-05-07T00:00:00Z,708373
2024-05-06T00:00:00Z,664585
2024-05-05T00:00:00Z,586261
2024-05-04T00:00:00Z,620048
2024-05-03T00:00:00Z,723515
2024-05-02T00:00:00Z,754758
2024-05-01T00:00:00Z,785794
2024-04-30T00:00:00Z,846458
2024-04-29T00:00:00Z,844100
2024-04-28T00:00:00Z,700628
2024-04-27T00:00:00Z,868920
2024-04-26T00:00:00Z,845675
2024-04-25T00:00:00Z,815671
2024-04-24T00:00:00Z,829014
2024-04-23T00:00:00Z,530170
2024-04-22T00:00:00Z,674151
2024-04-21T00:00:00Z,570594
2024-04-20T00:00:00Z,506836
2024-04-19T00:00:00Z,892893
2024-04-18T00:00:00Z,825197
2024-04-17T00:00:00Z,791171
2024-04-16T00:00:00Z,941601
2024-04-15T00:00:00Z,810361
2024-04-14T00:00:00Z,846739
2024-04-13T00:00:00Z,864506
2024-04-12T00:00:00Z,829410
2024-04-11T00:00:00Z,747001
2024-04-10T00:00:00Z,848929
2024-04-09T00:00:00Z,898849
2024-04-08T00:00:00Z,892855
2024-04-07T00:00:00Z,835812
2024-04-06T00:00:00Z,915503
2024-04-05T00:00:00Z,953392
2024-04-04T00:00:00Z,971058
2024-04-03T00:00:00Z,965049
2024-04-02T00:00:00Z,956260
2024-04-01T00:00:00Z,955883
2024-03-31T00:00:00Z,696763
2024-03-30T00:00:00Z,830223
2024-03-29T00:00:00Z,848829
2024-03-28T00:00:00Z,943611
2024-03-27T00:00:00Z,864102
2024-03-26T00:00:00Z,873027
2024-03-25T00:00:00Z,914684
2024-03-24T00:00:00Z,909074
2024-03-23T00:00:00Z,921383
2024-03-22T00:00:00Z,900465
2024-03-21T00:00:00Z,820286
2024-03-20T00:00:00Z,948057
2024-03-19T00:00:00Z,992021
2024-03-18T00:00:00Z,903992
2024-03-17T00:00:00Z,869454
2024-03-16T00:00:00Z,927357
2024-03-15T00:00:00Z,966180
2024-03-14T00:00:00Z,999638
2024-03-13T00:00:00Z,1097804
2024-03-12T00:00:00Z,1036144
2024-03-11T00:00:00Z,1134130
2024-03-10T00:00:00Z,870211
2024-03-09T00:00:00Z,935007
2024-03-08T00:00:00Z,954687
2024-03-07T00:00:00Z,1033270
2024-03-06T00:00:00Z,927414
2024-03-05T00:00:00Z,1170216
2024-03-04T00:00:00Z,898035
2024-03-03T00:00:00Z,863661
2024-03-02T00:00:00Z,843366
2024-03-01T00:00:00Z,1063027
2024-02-29T00:00:00Z,1002763
2024-02-28T00:00:00Z,1043143
2024-02-27T00:00:00Z,920421
2024-02-26T00:00:00Z,880347
2024-02-25T00:00:00Z,903640
