Datetime,Active Receiving Addresses
2025-12-19T00:00:00Z,557316
2025-12-18T00:00:00Z,519352
2025-12-17T00:00:00Z,512485
2025-12-16T00:00:00Z,508504
2025-12-15T00:00:00Z,508922
2025-12-14T00:00:00Z,431277
2025-12-13T00:00:00Z,465449
2025-12-12T00:00:00Z,539840
2025-12-11T00:00:00Z,516586
2025-12-10T00:00:00Z,514250
2025-12-09T00:00:00Z,512149
2025-12-08T00:00:00Z,481087
2025-12-07T00:00:00Z,442965
2025-12-06T00:00:00Z,470391
2025-12-05T00:00:00Z,537204
2025-12-04T00:00:00Z,545398
2025-12-03T00:00:00Z,548190
2025-12-02T00:00:00Z,551233
2025-12-01T00:00:00Z,562045
2025-11-30T00:00:00Z,454961
2025-11-29T00:00:00Z,480903
2025-11-28T00:00:00Z,547449
2025-11-27T00:00:00Z,528381
2025-11-26T00:00:00Z,538310
2025-11-25T00:00:00Z,515547
2025-11-24T00:00:00Z,505972
2025-11-23T00:00:00Z,443585
2025-11-22T00:00:00Z,486139
2025-11-21T00:00:00Z,603873
2025-11-20T00:00:00Z,546262
2025-11-19T00:00:00Z,536117
2025-11-18T00:00:00Z,519013
2025-11-17T00:00:00Z,517060
2025-11-16T00:00:00Z,456008
2025-11-15T00:00:00Z,506567
2025-11-14T00:00:00Z,600031
2025-11-13T00:00:00Z,535390
2025-11-12T00:00:00Z,505734
2025-11-11T00:00:00Z,507351
2025-11-10T00:00:00Z,527655
2025-11-09T00:00:00Z,442958
2025-11-08T00:00:00Z,470796
2025-11-07T00:00:00Z,570002
2025-11-06T00:00:00Z,535204
2025-11-05T00:00:00Z,552131
2025-11-04T00:00:00Z,583937
2025-11-03T00:00:00Z,548524
2025-11-02T00:00:00Z,448094
2025-11-01T00:00:00Z,500080
2025-10-31T00:00:00Z,573903
2025-10-30T00:00:00Z,542363
2025-10-29T00:00:00Z,518546
2025-10-28T00:00:00Z,505884
2025-10-27T00:00:00Z,523891
2025-10-26T00:00:00Z,434485
2025-10-25T00:00:00Z,462499
2025-10-24T00:00:00Z,548214
2025-10-23T00:00:00Z,528307
2025-10-22T00:00:00Z,509233
2025-10-21T00:00:00Z,540342
2025-10-20T00:00:00Z,509299
2025-10-19T00:00:00Z,445784
2025-10-18T00:00:00Z,483469
2025-10-17T00:00:00Z,593230
2025-10-16T00:00:00Z,558654
2025-10-15T00:00:00Z,544276
2025-10-14T00:00:00Z,526259
2025-10-13T00:00:00Z,506112
2025-10-12T00:00:00Z,466653
2025-10-11T00:00:00Z,548079
2025-10-10T00:00:00Z,585810
2025-10-09T00:00:00Z,544043
2025-10-08T00:00:00Z,547925
2025-10-07T00:00:00Z,562540
2025-10-06T00:00:00Z,550732
2025-10-05T00:00:00Z,498410
2025-10-04T00:00:00Z,544920
2025-10-03T00:00:00Z,596083
2025-10-02T00:00:00Z,596396
2025-10-01T00:00:00Z,577954
2025-09-30T00:00:00Z,562010
2025-09-29T00:00:00Z,522185
2025-09-28T00:00:00Z,459177
2025-09-27T00:00:00Z,484700
2025-09-26T00:00:00Z,554383
2025-09-25T00:00:00Z,543354
2025-09-24T00:00:00Z,503092
2025-09-23T00:00:00Z,507487
2025-09-22T00:00:00Z,516418
2025-09-21T00:00:00Z,469090
2025-09-20T00:00:00Z,537663
2025-09-19T00:00:00Z,554578
2025-09-18T00:00:00Z,538816
2025-09-17T00:00:00Z,519416
2025-09-16T00:00:00Z,548353
2025-09-15T00:00:00Z,551152
2025-09-14T00:00:00Z,495932
2025-09-13T00:00:00Z,527650
2025-09-12T00:00:00Z,544482
2025-09-11T00:00:00Z,538850
2025-09-10T00:00:00Z,543350
2025-09-09T00:00:00Z,550635
2025-09-08T00:00:00Z,512637
2025-09-07T00:00:00Z,459646
2025-09-06T00:00:00Z,481943
2025-09-05T00:00:00Z,588605
2025-09-04T00:00:00Z,542097
2025-09-03T00:00:00Z,543498
2025-09-02T00:00:00Z,548636
2025-09-01T00:00:00Z,523818
2025-08-31T00:00:00Z,448380
2025-08-30T00:00:00Z,496770
2025-08-29T00:00:00Z,598670
2025-08-28T00:00:00Z,549043
2025-08-27T00:00:00Z,527877
2025-08-26T00:00:00Z,529887
2025-08-25T00:00:00Z,527267
2025-08-24T00:00:00Z,444808
2025-08-23T00:00:00Z,488745
2025-08-22T00:00:00Z,560989
2025-08-21T00:00:00Z,538039
2025-08-20T00:00:00Z,536409
2025-08-19T00:00:00Z,509385
2025-08-18T00:00:00Z,508007
2025-08-17T00:00:00Z,436567
2025-08-16T00:00:00Z,476649
2025-08-15T00:00:00Z,557081
2025-08-14T00:00:00Z,631415
2025-08-13T00:00:00Z,564230
2025-08-12T00:00:00Z,546760
2025-08-11T00:00:00Z,554123
2025-08-10T00:00:00Z,490516
2025-08-09T00:00:00Z,592445
2025-08-08T00:00:00Z,750909
2025-08-07T00:00:00Z,636438
2025-08-06T00:00:00Z,667981
2025-08-05T00:00:00Z,572466
2025-08-04T00:00:00Z,544820
2025-08-03T00:00:00Z,464250
2025-08-02T00:00:00Z,529267
2025-08-01T00:00:00Z,638580
2025-07-31T00:00:00Z,587139
2025-07-30T00:00:00Z,556377
2025-07-29T00:00:00Z,562121
2025-07-28T00:00:00Z,530474
2025-07-27T00:00:00Z,458337
2025-07-26T00:00:00Z,491825
2025-07-25T00:00:00Z,578839
2025-07-24T00:00:00Z,530077
2025-07-23T00:00:00Z,536934
2025-07-22T00:00:00Z,519999
2025-07-21T00:00:00Z,539064
2025-07-20T00:00:00Z,457304
2025-07-19T00:00:00Z,478987
2025-07-18T00:00:00Z,582516
2025-07-17T00:00:00Z,596088
2025-07-16T00:00:00Z,543712
2025-07-15T00:00:00Z,562064
2025-07-14T00:00:00Z,600850
2025-07-13T00:00:00Z,468451
2025-07-12T00:00:00Z,502927
2025-07-11T00:00:00Z,627380
2025-07-10T00:00:00Z,607164
2025-07-09T00:00:00Z,543551
2025-07-08T00:00:00Z,522823
2025-07-07T00:00:00Z,494898
2025-07-06T00:00:00Z,437703
2025-07-05T00:00:00Z,427698
2025-07-04T00:00:00Z,530856
2025-07-03T00:00:00Z,574086
2025-07-02T00:00:00Z,575152
2025-07-01T00:00:00Z,544744
2025-06-30T00:00:00Z,522484
2025-06-29T00:00:00Z,444532
2025-06-28T00:00:00Z,460001
2025-06-27T00:00:00Z,525886
2025-06-26T00:00:00Z,543152
2025-06-25T00:00:00Z,517762
2025-06-24T00:00:00Z,499873
2025-06-23T00:00:00Z,478632
2025-06-22T00:00:00Z,435898
2025-06-21T00:00:00Z,457066
2025-06-20T00:00:00Z,544935
2025-06-19T00:00:00Z,502144
2025-06-18T00:00:00Z,527105
2025-06-17T00:00:00Z,519855
2025-06-16T00:00:00Z,529585
2025-06-15T00:00:00Z,441085
2025-06-14T00:00:00Z,476873
2025-06-13T00:00:00Z,569419
2025-06-12T00:00:00Z,552220
2025-06-11T00:00:00Z,523470
2025-06-10T00:00:00Z,561910
2025-06-09T00:00:00Z,510023
2025-06-08T00:00:00Z,439176
2025-06-07T00:00:00Z,477236
2025-06-06T00:00:00Z,546184
2025-06-05T00:00:00Z,566071
2025-06-04T00:00:00Z,548026
2025-06-03T00:00:00Z,564202
2025-06-02T00:00:00Z,517561
2025-06-01T00:00:00Z,454251
2025-05-31T00:00:00Z,508054
2025-05-30T00:00:00Z,596586
2025-05-29T00:00:00Z,543806
2025-05-28T00:00:00Z,547790
2025-05-27T00:00:00Z,510625
2025-05-26T00:00:00Z,518601
2025-05-25T00:00:00Z,444849
2025-05-24T00:00:00Z,502713
2025-05-23T00:00:00Z,573198
2025-05-22T00:00:00Z,614357
2025-05-21T00:00:00Z,570291
2025-05-20T00:00:00Z,538025
2025-05-19T00:00:00Z,501761
2025-05-18T00:00:00Z,434262
2025-05-17T00:00:00Z,476167
2025-05-16T00:00:00Z,540666
2025-05-15T00:00:00Z,542719
2025-05-14T00:00:00Z,536965
2025-05-13T00:00:00Z,535957
2025-05-12T00:00:00Z,533500
2025-05-11T00:00:00Z,468449
2025-05-10T00:00:00Z,504704
2025-05-09T00:00:00Z,604427
2025-05-08T00:00:00Z,593721
2025-05-07T00:00:00Z,560683
2025-05-06T00:00:00Z,528086
2025-05-05T00:00:00Z,533214
2025-05-04T00:00:00Z,447381
2025-05-03T00:00:00Z,516031
2025-05-02T00:00:00Z,614410
2025-05-01T00:00:00Z,557040
2025-04-30T00:00:00Z,559559
2025-04-29T00:00:00Z,528466
2025-04-28T00:00:00Z,516980
2025-04-27T00:00:00Z,452789
2025-04-26T00:00:00Z,489545
2025-04-25T00:00:00Z,597163
2025-04-24T00:00:00Z,572374
2025-04-23T00:00:00Z,547376
2025-04-22T00:00:00Z,571199
2025-04-21T00:00:00Z,494665
2025-04-20T00:00:00Z,424899
2025-04-19T00:00:00Z,472040
2025-04-18T00:00:00Z,516453
2025-04-17T00:00:00Z,546934
2025-04-16T00:00:00Z,546459
2025-04-15T00:00:00Z,552408
2025-04-14T00:00:00Z,532678
2025-04-13T00:00:00Z,463187
2025-04-12T00:00:00Z,505350
2025-04-11T00:00:00Z,576044
2025-04-10T00:00:00Z,561417
2025-04-09T00:00:00Z,555538
2025-04-08T00:00:00Z,562170
2025-04-07T00:00:00Z,562618
2025-04-06T00:00:00Z,469705
2025-04-05T00:00:00Z,492852
2025-04-04T00:00:00Z,569366
2025-04-03T00:00:00Z,577095
2025-04-02T00:00:00Z,562195
2025-04-01T00:00:00Z,578507
2025-03-31T00:00:00Z,536999
2025-03-30T00:00:00Z,450100
2025-03-29T00:00:00Z,492539
2025-03-28T00:00:00Z,556510
2025-03-27T00:00:00Z,548250
2025-03-26T00:00:00Z,551954
2025-03-25T00:00:00Z,538098
2025-03-24T00:00:00Z,543642
2025-03-23T00:00:00Z,427037
2025-03-22T00:00:00Z,464302
2025-03-21T00:00:00Z,543061
2025-03-20T00:00:00Z,539618
2025-03-19T00:00:00Z,524802
2025-03-18T00:00:00Z,521091
2025-03-17T00:00:00Z,512390
2025-03-16T00:00:00Z,441395
2025-03-15T00:00:00Z,484797
2025-03-14T00:00:00Z,559731
2025-03-13T00:00:00Z,549677
2025-03-12T00:00:00Z,538126
2025-03-11T00:00:00Z,557665
2025-03-10T00:00:00Z,564642
2025-03-09T00:00:00Z,471438
2025-03-08T00:00:00Z,492762
2025-03-07T00:00:00Z,576647
2025-03-06T00:00:00Z,584067
2025-03-05T00:00:00Z,554904
2025-03-04T00:00:00Z,573913
2025-03-03T00:00:00Z,575843
2025-03-02T00:00:00Z,504313
2025-03-01T00:00:00Z,540950
2025-02-28T00:00:00Z,642421
2025-02-27T00:00:00Z,563281
2025-02-26T00:00:00Z,553168
2025-02-25T00:00:00Z,593958
2025-02-24T00:00:00Z,504177
2025-02-23T00:00:00Z,402665
2025-02-22T00:00:00Z,483497
2025-02-21T00:00:00Z,541752
2025-02-20T00:00:00Z,530556
2025-02-19T00:00:00Z,506522
2025-02-18T00:00:00Z,507311
2025-02-17T00:00:00Z,482847
2025-02-16T00:00:00Z,441040
2025-02-15T00:00:00Z,479389
2025-02-14T00:00:00Z,556698
2025-02-13T00:00:00Z,556024
2025-02-12T00:00:00Z,525360
2025-02-11T00:00:00Z,529184
2025-02-10T00:00:00Z,507337
2025-02-09T00:00:00Z,458981
2025-02-08T00:00:00Z,496295
2025-02-07T00:00:00Z,547639
2025-02-06T00:00:00Z,556379
2025-02-05T00:00:00Z,549989
2025-02-04T00:00:00Z,533655
2025-02-03T00:00:00Z,594702
2025-02-02T00:00:00Z,493985
2025-02-01T00:00:00Z,548275
2025-01-31T00:00:00Z,573858
2025-01-30T00:00:00Z,563769
2025-01-29T00:00:00Z,537338
2025-01-28T00:00:00Z,527042
2025-01-27T00:00:00Z,537440
2025-01-26T00:00:00Z,469350
2025-01-25T00:00:00Z,512321
2025-01-24T00:00:00Z,556262
2025-01-23T00:00:00Z,560229
2025-01-22T00:00:00Z,564314
2025-01-21T00:00:00Z,576893
2025-01-20T00:00:00Z,612250
2025-01-19T00:00:00Z,582526
2025-01-18T00:00:00Z,549697
2025-01-17T00:00:00Z,610704
2025-01-16T00:00:00Z,553489
2025-01-15T00:00:00Z,563311
2025-01-14T00:00:00Z,556814
2025-01-13T00:00:00Z,528645
2025-01-12T00:00:00Z,479539
2025-01-11T00:00:00Z,493750
2025-01-10T00:00:00Z,556589
2025-01-09T00:00:00Z,552647
2025-01-08T00:00:00Z,546608
2025-01-07T00:00:00Z,535708
2025-01-06T00:00:00Z,553710
2025-01-05T00:00:00Z,478628
2025-01-04T00:00:00Z,516072
2025-01-03T00:00:00Z,581399
2025-01-02T00:00:00Z,537377
2025-01-01T00:00:00Z,470952
2024-12-31T00:00:00Z,545841
2024-12-30T00:00:00Z,547547
2024-12-29T00:00:00Z,474265
2024-12-28T00:00:00Z,514428
2024-12-27T00:00:00Z,570038
2024-12-26T00:00:00Z,489308
2024-12-25T00:00:00Z,466928
2024-12-24T00:00:00Z,544991
2024-12-23T00:00:00Z,529457
2024-12-22T00:00:00Z,478412
2024-12-21T00:00:00Z,517667
2024-12-20T00:00:00Z,641839
2024-12-19T00:00:00Z,634876
2024-12-18T00:00:00Z,584694
2024-12-17T00:00:00Z,588799
2024-12-16T00:00:00Z,629206
2024-12-15T00:00:00Z,541158
2024-12-14T00:00:00Z,548271
2024-12-13T00:00:00Z,624130
2024-12-12T00:00:00Z,643040
2024-12-11T00:00:00Z,618130
2024-12-10T00:00:00Z,638500
2024-12-09T00:00:00Z,548954
2024-12-08T00:00:00Z,500668
2024-12-07T00:00:00Z,523992
2024-12-06T00:00:00Z,590417
2024-12-05T00:00:00Z,677605
2024-12-04T00:00:00Z,607398
2024-12-03T00:00:00Z,614246
2024-12-02T00:00:00Z,579353
2024-12-01T00:00:00Z,502019
2024-11-30T00:00:00Z,584703
2024-11-29T00:00:00Z,552533
2024-11-28T00:00:00Z,559819
2024-11-27T00:00:00Z,601250
2024-11-26T00:00:00Z,569277
2024-11-25T00:00:00Z,595844
2024-11-24T00:00:00Z,536431
2024-11-23T00:00:00Z,591956
2024-11-22T00:00:00Z,630274
2024-11-21T00:00:00Z,670184
2024-11-20T00:00:00Z,560335
2024-11-19T00:00:00Z,547707
2024-11-18T00:00:00Z,570681
2024-11-17T00:00:00Z,520448
2024-11-16T00:00:00Z,583166
2024-11-15T00:00:00Z,620355
2024-11-14T00:00:00Z,588218
2024-11-13T00:00:00Z,637174
2024-11-12T00:00:00Z,703368
2024-11-11T00:00:00Z,624418
2024-11-10T00:00:00Z,565693
2024-11-09T00:00:00Z,503141
2024-11-08T00:00:00Z,591955
2024-11-07T00:00:00Z,584218
2024-11-06T00:00:00Z,623260
2024-11-05T00:00:00Z,549080
2024-11-04T00:00:00Z,518659
2024-11-03T00:00:00Z,452979
2024-11-02T00:00:00Z,504758
2024-11-01T00:00:00Z,557970
2024-10-31T00:00:00Z,563360
2024-10-30T00:00:00Z,554450
2024-10-29T00:00:00Z,581947
2024-10-28T00:00:00Z,536009
2024-10-27T00:00:00Z,453447
2024-10-26T00:00:00Z,514250
2024-10-25T00:00:00Z,586339
2024-10-24T00:00:00Z,454358
2024-10-23T00:00:00Z,496489
2024-10-22T00:00:00Z,479464
2024-10-21T00:00:00Z,483236
2024-10-20T00:00:00Z,464044
2024-10-19T00:00:00Z,481742
2024-10-18T00:00:00Z,519829
2024-10-17T00:00:00Z,531404
2024-10-16T00:00:00Z,465472
2024-10-15T00:00:00Z,512005
2024-10-14T00:00:00Z,478622
2024-10-13T00:00:00Z,418022
2024-10-12T00:00:00Z,440816
2024-10-11T00:00:00Z,474914
2024-10-10T00:00:00Z,496910
2024-10-09T00:00:00Z,481117
2024-10-08T00:00:00Z,558728
2024-10-07T00:00:00Z,497513
2024-10-06T00:00:00Z,437334
2024-10-05T00:00:00Z,464513
2024-10-04T00:00:00Z,556134
2024-10-03T00:00:00Z,524388
2024-10-02T00:00:00Z,505645
2024-10-01T00:00:00Z,628134
2024-09-30T00:00:00Z,516042
2024-09-29T00:00:00Z,464752
2024-09-28T00:00:00Z,479462
2024-09-27T00:00:00Z,550766
2024-09-26T00:00:00Z,517540
2024-09-25T00:00:00Z,515955
2024-09-24T00:00:00Z,521751
2024-09-23T00:00:00Z,522345
2024-09-22T00:00:00Z,441480
2024-09-21T00:00:00Z,489582
2024-09-20T00:00:00Z,557871
2024-09-19T00:00:00Z,537830
2024-09-18T00:00:00Z,505588
2024-09-17T00:00:00Z,515037
2024-09-16T00:00:00Z,510929
2024-09-15T00:00:00Z,451790
2024-09-14T00:00:00Z,499245
2024-09-13T00:00:00Z,543805
2024-09-12T00:00:00Z,545663
2024-09-11T00:00:00Z,488083
2024-09-10T00:00:00Z,501838
2024-09-09T00:00:00Z,486850
2024-09-08T00:00:00Z,446938
2024-09-07T00:00:00Z,470199
2024-09-06T00:00:00Z,543390
2024-09-05T00:00:00Z,541140
2024-09-04T00:00:00Z,519929
2024-09-03T00:00:00Z,534218
2024-09-02T00:00:00Z,499557
2024-09-01T00:00:00Z,477062
2024-08-31T00:00:00Z,502255
2024-08-30T00:00:00Z,574940
2024-08-29T00:00:00Z,540631
2024-08-28T00:00:00Z,510901
2024-08-27T00:00:00Z,503688
2024-08-26T00:00:00Z,471139
2024-08-25T00:00:00Z,415678
2024-08-24T00:00:00Z,471862
2024-08-23T00:00:00Z,534892
2024-08-22T00:00:00Z,530953
2024-08-21T00:00:00Z,531150
2024-08-20T00:00:00Z,525976
2024-08-19T00:00:00Z,482635
2024-08-18T00:00:00Z,454195
2024-08-17T00:00:00Z,479035
2024-08-16T00:00:00Z,543891
2024-08-15T00:00:00Z,519180
2024-08-14T00:00:00Z,517746
2024-08-13T00:00:00Z,502209
2024-08-12T00:00:00Z,462838
2024-08-11T00:00:00Z,410434
2024-08-10T00:00:00Z,452021
2024-08-09T00:00:00Z,508569
2024-08-08T00:00:00Z,546131
2024-08-07T00:00:00Z,488290
2024-08-06T00:00:00Z,505483
2024-08-05T00:00:00Z,576446
2024-08-04T00:00:00Z,463712
2024-08-03T00:00:00Z,497827
2024-08-02T00:00:00Z,540081
2024-08-01T00:00:00Z,559175
2024-07-31T00:00:00Z,547167
2024-07-30T00:00:00Z,505120
2024-07-29T00:00:00Z,548145
2024-07-28T00:00:00Z,435588
2024-07-27T00:00:00Z,511550
2024-07-26T00:00:00Z,533402
2024-07-25T00:00:00Z,533459
2024-07-24T00:00:00Z,493132
2024-07-23T00:00:00Z,485290
2024-07-22T00:00:00Z,510716
2024-07-21T00:00:00Z,417323
2024-07-20T00:00:00Z,452417
2024-07-19T00:00:00Z,514038
2024-07-18T00:00:00Z,486054
2024-07-17T00:00:00Z,480912
2024-07-16T00:00:00Z,496757
2024-07-15T00:00:00Z,485312
2024-07-14T00:00:00Z,443691
2024-07-13T00:00:00Z,420628
2024-07-12T00:00:00Z,488813
2024-07-11T00:00:00Z,490487
2024-07-10T00:00:00Z,464796
2024-07-09T00:00:00Z,502426
2024-07-08T00:00:00Z,537252
2024-07-07T00:00:00Z,419646
2024-07-06T00:00:00Z,465053
2024-07-05T00:00:00Z,513028
2024-07-04T00:00:00Z,489900
2024-07-03T00:00:00Z,506467
2024-07-02T00:00:00Z,513847
2024-07-01T00:00:00Z,653107
2024-06-30T00:00:00Z,469760
2024-06-29T00:00:00Z,504366
2024-06-28T00:00:00Z,563939
2024-06-27T00:00:00Z,502822
2024-06-26T00:00:00Z,479700
2024-06-25T00:00:00Z,442945
2024-06-24T00:00:00Z,458693
2024-06-23T00:00:00Z,359977
2024-06-22T00:00:00Z,458361
2024-06-21T00:00:00Z,515898
2024-06-20T00:00:00Z,467000
2024-06-19T00:00:00Z,462636
2024-06-18T00:00:00Z,487436
2024-06-17T00:00:00Z,438234
2024-06-16T00:00:00Z,413203
2024-06-15T00:00:00Z,428145
2024-06-14T00:00:00Z,478942
2024-06-13T00:00:00Z,471979
2024-06-12T00:00:00Z,488942
2024-06-11T00:00:00Z,497436
2024-06-10T00:00:00Z,477419
2024-06-09T00:00:00Z,489256
2024-06-08T00:00:00Z,601510
2024-06-07T00:00:00Z,469608
2024-06-06T00:00:00Z,478061
2024-06-05T00:00:00Z,462843
2024-06-04T00:00:00Z,495155
2024-06-03T00:00:00Z,484537
2024-06-02T00:00:00Z,395058
2024-06-01T00:00:00Z,451534
2024-05-31T00:00:00Z,538269
2024-05-30T00:00:00Z,501312
2024-05-29T00:00:00Z,450480
2024-05-28T00:00:00Z,450254
2024-05-27T00:00:00Z,433158
2024-05-26T00:00:00Z,405452
2024-05-25T00:00:00Z,471285
2024-05-24T00:00:00Z,484971
2024-05-23T00:00:00Z,534451
2024-05-22T00:00:00Z,492726
2024-05-21T00:00:00Z,509988
2024-05-20T00:00:00Z,483499
2024-05-19T00:00:00Z,407512
2024-05-18T00:00:00Z,436536
2024-05-17T00:00:00Z,517755
2024-05-16T00:00:00Z,495788
2024-05-15T00:00:00Z,520795
2024-05-14T00:00:00Z,459710
2024-05-13T00:00:00Z,467545
2024-05-12T00:00:00Z,379139
2024-05-11T00:00:00Z,447936
2024-05-10T00:00:00Z,476541
2024-05-09T00:00:00Z,514878
2024-05-08T00:00:00Z,515883
2024-05-07T00:00:00Z,497422
2024-05-06T00:00:00Z,471403
2024-05-05T00:00:00Z,431886
2024-05-04T00:00:00Z,477440
2024-05-03T00:00:00Z,538697
2024-05-02T00:00:00Z,530140
2024-05-01T00:00:00Z,590145
2024-04-30T00:00:00Z,636784
2024-04-29T00:00:00Z,605073
2024-04-28T00:00:00Z,511065
2024-04-27T00:00:00Z,675310
2024-04-26T00:00:00Z,673349
2024-04-25T00:00:00Z,626022
2024-04-24T00:00:00Z,633021
2024-04-23T00:00:00Z,442002
2024-04-22T00:00:00Z,535193
2024-04-21T00:00:00Z,485305
2024-04-20T00:00:00Z,455720
2024-04-19T00:00:00Z,727783
2024-04-18T00:00:00Z,671567
2024-04-17T00:00:00Z,662431
2024-04-16T00:00:00Z,744304
2024-04-15T00:00:00Z,666911
2024-04-14T00:00:00Z,666749
2024-04-13T00:00:00Z,684438
2024-04-12T00:00:00Z,684449
2024-04-11T00:00:00Z,632397
2024-04-10T00:00:00Z,704584
2024-04-09T00:00:00Z,684696
2024-04-08T00:00:00Z,686525
2024-04-07T00:00:00Z,654108
2024-04-06T00:00:00Z,674591
2024-04-05T00:00:00Z,644626
2024-04-04T00:00:00Z,656247
2024-04-03T00:00:00Z,715087
2024-04-02T00:00:00Z,686193
2024-04-01T00:00:00Z,649771
2024-03-31T00:00:00Z,547184
2024-03-30T00:00:00Z,616650
2024-03-29T00:00:00Z,660180
2024-03-28T00:00:00Z,697054
2024-03-27T00:00:00Z,647342
2024-03-26T00:00:00Z,649544
2024-03-25T00:00:00Z,624135
2024-03-24T00:00:00Z,567236
2024-03-23T00:00:00Z,623339
2024-03-22T00:00:00Z,679808
2024-03-21T00:00:00Z,612644
2024-03-20T00:00:00Z,640792
2024-03-19T00:00:00Z,757131
2024-03-18T00:00:00Z,678654
2024-03-17T00:00:00Z,603178
2024-03-16T00:00:00Z,626717
2024-03-15T00:00:00Z,751678
2024-03-14T00:00:00Z,669513
2024-03-13T00:00:00Z,713575
2024-03-12T00:00:00Z,681360
2024-03-11T00:00:00Z,687855
2024-03-10T00:00:00Z,635567
2024-03-09T00:00:00Z,640753
2024-03-08T00:00:00Z,721899
2024-03-07T00:00:00Z,718395
2024-03-06T00:00:00Z,688354
2024-03-05T00:00:00Z,776502
2024-03-04T00:00:00Z,667810
2024-03-03T00:00:00Z,636067
2024-03-02T00:00:00Z,625633
2024-03-01T00:00:00Z,775330
2024-02-29T00:00:00Z,776369
2024-02-28T00:00:00Z,765494
2024-02-27T00:00:00Z,675976
2024-02-26T00:00:00Z,623331
2024-02-25T00:00:00Z,615279
