Datetime,Block Size (Mean)
2025-06-05T00:00:00Z,1359908.1119403
2025-06-04T00:00:00Z,1667633.07936508
2025-06-03T00:00:00Z,1800297.53472222
2025-06-02T00:00:00Z,1446542.15789474
2025-06-01T00:00:00Z,1272764.4962406
2025-05-31T00:00:00Z,1065115.19254658
2025-05-30T00:00:00Z,1418976.49677419
2025-05-29T00:00:00Z,1422733.79874214
2025-05-28T00:00:00Z,1576744.34146341
2025-05-27T00:00:00Z,1392935.79432624
2025-05-26T00:00:00Z,1464100.8496732
2025-05-25T00:00:00Z,1452447.71523179
2025-05-24T00:00:00Z,1917446.10638298
2025-05-23T00:00:00Z,1881628.85806452
2025-05-22T00:00:00Z,1663879.62666667
2025-05-21T00:00:00Z,1700617.40277778
2025-05-20T00:00:00Z,1539952.42567568
2025-05-19T00:00:00Z,1539184.4822695
2025-05-18T00:00:00Z,1564933.96296296
2025-05-17T00:00:00Z,1495901.26573427
2025-05-16T00:00:00Z,1612048.5
2025-05-15T00:00:00Z,1685888.89726027
2025-05-14T00:00:00Z,1727510.21527778
2025-05-13T00:00:00Z,1578431.22307692
2025-05-12T00:00:00Z,1645529.64827586
2025-05-11T00:00:00Z,1539038.69798658
2025-05-10T00:00:00Z,1917495.22666667
2025-05-09T00:00:00Z,1538478.22857143
2025-05-08T00:00:00Z,1670216.90566038
2025-05-07T00:00:00Z,1612824.75496689
2025-05-06T00:00:00Z,1654318.35507246
2025-05-05T00:00:00Z,1484893.65142857
2025-05-04T00:00:00Z,1891383.24460432
2025-05-03T00:00:00Z,1671064.1097561
2025-05-02T00:00:00Z,1657326.3081761
2025-05-01T00:00:00Z,1667663.85925926
2025-04-30T00:00:00Z,1581549.50757576
2025-04-29T00:00:00Z,1601247.10273973
2025-04-28T00:00:00Z,1673780.82269504
2025-04-27T00:00:00Z,1603343.44444444
2025-04-26T00:00:00Z,1893866.27819549
2025-04-25T00:00:00Z,1731526.38194444
2025-04-24T00:00:00Z,1635580.26950355
2025-04-23T00:00:00Z,1572215.87719298
2025-04-22T00:00:00Z,1701684.8
2025-04-21T00:00:00Z,1651520.73809524
2025-04-20T00:00:00Z,1663743.36585366
2025-04-19T00:00:00Z,1649356.02877698
2025-04-18T00:00:00Z,1665309.36764706
2025-04-17T00:00:00Z,1687514.77777778
2025-04-16T00:00:00Z,1621543.68918919
2025-04-15T00:00:00Z,1509216.64583333
2025-04-14T00:00:00Z,1491585.10738255
2025-04-13T00:00:00Z,1331709.51744186
2025-04-12T00:00:00Z,1425106.73611111
2025-04-11T00:00:00Z,1423208.51351351
2025-04-10T00:00:00Z,1350315.48611111
2025-04-09T00:00:00Z,1389795.13740458
2025-04-08T00:00:00Z,1299901.82352941
2025-04-07T00:00:00Z,1450003.1862069
2025-04-06T00:00:00Z,1313209.2
2025-04-05T00:00:00Z,1134380.12195122
2025-04-04T00:00:00Z,1410360.96666667
2025-04-03T00:00:00Z,1585139.50657895
2025-04-02T00:00:00Z,1348659.91860465
2025-04-01T00:00:00Z,1572151.48148148
2025-03-31T00:00:00Z,1481442.04054054
2025-03-30T00:00:00Z,1557498.37226277
2025-03-29T00:00:00Z,1642428.82978723
2025-03-28T00:00:00Z,1556606.54545455
2025-03-27T00:00:00Z,1626665.17567568
2025-03-26T00:00:00Z,1619910.03947368
2025-03-25T00:00:00Z,1533343.93959732
2025-03-24T00:00:00Z,1610556.03246753
2025-03-23T00:00:00Z,1652725.32692308
2025-03-22T00:00:00Z,1676042.31333333
2025-03-21T00:00:00Z,1653123.15172414
2025-03-20T00:00:00Z,1615526.97887324
2025-03-19T00:00:00Z,1607669.26973684
2025-03-18T00:00:00Z,1601982.84507042
2025-03-17T00:00:00Z,1647960.8
2025-03-16T00:00:00Z,1647783.69655172
2025-03-15T00:00:00Z,1640687.07575758
2025-03-14T00:00:00Z,1649419.48591549
2025-03-13T00:00:00Z,1620096.22012579
2025-03-12T00:00:00Z,1726359.1503268
2025-03-11T00:00:00Z,1572736.46376812
2025-03-10T00:00:00Z,1597854.32467532
2025-03-09T00:00:00Z,1705446.70440252
2025-03-08T00:00:00Z,1641952.98540146
2025-03-07T00:00:00Z,1555394.6056338
2025-03-06T00:00:00Z,1697800.47058824
2025-03-05T00:00:00Z,1793840.44029851
2025-03-04T00:00:00Z,1764280.21232877
2025-03-03T00:00:00Z,1758022.79333333
2025-03-02T00:00:00Z,1760054.3015873
2025-03-01T00:00:00Z,1753849.03472222
2025-02-28T00:00:00Z,1712243.46794872
2025-02-27T00:00:00Z,1603039.54666667
2025-02-26T00:00:00Z,1470600.24203822
2025-02-25T00:00:00Z,1621320.76190476
2025-02-24T00:00:00Z,1708059.42307692
2025-02-23T00:00:00Z,1732582.02325581
2025-02-22T00:00:00Z,1750254.76978417
2025-02-21T00:00:00Z,1701388.62790698
2025-02-20T00:00:00Z,1694488.43076923
2025-02-19T00:00:00Z,1723415.13492064
2025-02-18T00:00:00Z,1786366.22142857
2025-02-17T00:00:00Z,1730832.03649635
2025-02-16T00:00:00Z,1403935.41059603
2025-02-15T00:00:00Z,1844033.975
2025-02-14T00:00:00Z,1771815.77631579
2025-02-13T00:00:00Z,1788107.24050633
2025-02-12T00:00:00Z,1689297.16541353
2025-02-11T00:00:00Z,1667480.52419355
2025-02-10T00:00:00Z,1684057.61151079
2025-02-09T00:00:00Z,1848405.07692308
2025-02-08T00:00:00Z,1798565.3
2025-02-07T00:00:00Z,1734883.20231214
2025-02-06T00:00:00Z,1765418.15172414
2025-02-05T00:00:00Z,1908117.56944444
2025-02-04T00:00:00Z,1840725.90839695
2025-02-03T00:00:00Z,1689621.8627451
2025-02-02T00:00:00Z,1678031.40935673
2025-02-01T00:00:00Z,1875695.68478261
2025-01-31T00:00:00Z,1734562.784
2025-01-30T00:00:00Z,1743947.53793103
2025-01-29T00:00:00Z,1788314.16129032
2025-01-28T00:00:00Z,1912346.69594595
2025-01-27T00:00:00Z,1779641.77564103
2025-01-26T00:00:00Z,1776783.60583942
2025-01-25T00:00:00Z,1715218.0859375
2025-01-24T00:00:00Z,1698197.27857143
2025-01-23T00:00:00Z,1695963.96323529
2025-01-22T00:00:00Z,1759953.66
2025-01-21T00:00:00Z,1804724.4887218
2025-01-20T00:00:00Z,1992158.32236842
2025-01-19T00:00:00Z,1690273.53333333
2025-01-18T00:00:00Z,1677435.75384615
2025-01-17T00:00:00Z,1685580.06
2025-01-16T00:00:00Z,1602753.09375
2025-01-15T00:00:00Z,1653275.67625899
2025-01-14T00:00:00Z,1824409.24675325
2025-01-13T00:00:00Z,1729551.34375
2025-01-12T00:00:00Z,1843145.72674419
2025-01-11T00:00:00Z,1736207.34057971
2025-01-10T00:00:00Z,1724822.69014085
2025-01-09T00:00:00Z,1722752.99342105
2025-01-08T00:00:00Z,1642777.16
2025-01-07T00:00:00Z,1679765.89552239
2025-01-06T00:00:00Z,1676814.54887218
2025-01-05T00:00:00Z,1718800.26282051
2025-01-04T00:00:00Z,1813876.77181208
2025-01-03T00:00:00Z,1735134.47887324
2025-01-02T00:00:00Z,1709505.95209581
2025-01-01T00:00:00Z,1811645.07857143
2024-12-31T00:00:00Z,1730569.52713178
2024-12-30T00:00:00Z,1759092.6918239
2024-12-29T00:00:00Z,1715176.08860759
2024-12-28T00:00:00Z,1685794.07692308
2024-12-27T00:00:00Z,1546255.50632911
2024-12-26T00:00:00Z,1620958.12977099
2024-12-25T00:00:00Z,1618173.0794702
2024-12-24T00:00:00Z,1561172.40909091
2024-12-23T00:00:00Z,1673251.79136691
2024-12-22T00:00:00Z,1641078.14193548
2024-12-21T00:00:00Z,1618850.30344828
2024-12-20T00:00:00Z,1546212.21854305
2024-12-19T00:00:00Z,1557361.87586207
2024-12-18T00:00:00Z,1591547.45138889
2024-12-17T00:00:00Z,1613485.88970588
2024-12-16T00:00:00Z,1599290.22972973
2024-12-15T00:00:00Z,1501376.27007299
2024-12-14T00:00:00Z,1555422.65408805
2024-12-13T00:00:00Z,1603435.25882353
2024-12-12T00:00:00Z,1580802.65540541
2024-12-11T00:00:00Z,1571591.71126761
2024-12-10T00:00:00Z,1600045.46103896
2024-12-09T00:00:00Z,1512851.32335329
2024-12-08T00:00:00Z,1582743.37671233
2024-12-07T00:00:00Z,1475381.6971831
2024-12-06T00:00:00Z,1555760.30147059
2024-12-05T00:00:00Z,1597057.84516129
2024-12-04T00:00:00Z,1557698.91836735
2024-12-03T00:00:00Z,1547664.21019108
2024-12-02T00:00:00Z,1533307.19685039
2024-12-01T00:00:00Z,1574708.92405063
2024-11-30T00:00:00Z,1634260.10365854
2024-11-29T00:00:00Z,1504183.6446281
2024-11-28T00:00:00Z,1639523.20422535
2024-11-27T00:00:00Z,1640345.63909774
2024-11-26T00:00:00Z,1546172.48920863
2024-11-25T00:00:00Z,1656095.72189349
2024-11-24T00:00:00Z,1631773.29104478
2024-11-23T00:00:00Z,1598747.37681159
2024-11-22T00:00:00Z,1584046.2027972
2024-11-21T00:00:00Z,1592671.03472222
2024-11-20T00:00:00Z,1543573.9047619
2024-11-19T00:00:00Z,1575986.8
2024-11-18T00:00:00Z,1598452.01282051
2024-11-17T00:00:00Z,1704733.70666667
2024-11-16T00:00:00Z,1670356.76433121
2024-11-15T00:00:00Z,1606008.70666667
2024-11-14T00:00:00Z,1571146.7007874
2024-11-13T00:00:00Z,1564433.89855072
2024-11-12T00:00:00Z,1605913.64383562
2024-11-11T00:00:00Z,1628185.29411765
2024-11-10T00:00:00Z,1637452.54054054
2024-11-09T00:00:00Z,1550832.4028777
2024-11-08T00:00:00Z,1626071.63380282
2024-11-07T00:00:00Z,1697452.63461538
2024-11-06T00:00:00Z,1665464.77777778
2024-11-05T00:00:00Z,1742826.1294964
2024-11-04T00:00:00Z,1785635.93377483
2024-11-03T00:00:00Z,1779220.40909091
2024-11-02T00:00:00Z,1736121.53900709
2024-11-01T00:00:00Z,1764261.4379085
2024-10-31T00:00:00Z,1729589.98101266
2024-10-30T00:00:00Z,1723988.72189349
2024-10-29T00:00:00Z,1705674.52866242
2024-10-28T00:00:00Z,1703211.86309524
2024-10-27T00:00:00Z,1730560.73291925
2024-10-26T00:00:00Z,1719949.82876712
2024-10-25T00:00:00Z,1748851.07189542
2024-10-24T00:00:00Z,1580098.32653061
2024-10-23T00:00:00Z,1604572.75496689
2024-10-22T00:00:00Z,1576744.99275362
2024-10-21T00:00:00Z,1579282.14035088
2024-10-20T00:00:00Z,1581188.44508671
2024-10-19T00:00:00Z,1687283.20231214
2024-10-18T00:00:00Z,1512212.79411765
2024-10-17T00:00:00Z,1618090.64968153
2024-10-16T00:00:00Z,1532007.86524823
2024-10-15T00:00:00Z,1612333.82692308
2024-10-14T00:00:00Z,1576203.25899281
2024-10-13T00:00:00Z,1537622.99275362
2024-10-12T00:00:00Z,1537605.94405594
2024-10-11T00:00:00Z,1624266.12142857
2024-10-10T00:00:00Z,1561843.76774194
2024-10-09T00:00:00Z,1575953.49606299
2024-10-08T00:00:00Z,1595826.31137725
2024-10-07T00:00:00Z,1593140.52903226
2024-10-06T00:00:00Z,1573013.84868421
2024-10-05T00:00:00Z,1533021.21192053
2024-10-04T00:00:00Z,1740484.81065089
2024-10-03T00:00:00Z,1647164.97468354
2024-10-02T00:00:00Z,1645308.2
2024-10-01T00:00:00Z,1612238.63057325
2024-09-30T00:00:00Z,1637883.57664234
2024-09-29T00:00:00Z,1641796.67096774
2024-09-28T00:00:00Z,1775521.8372093
2024-09-27T00:00:00Z,1736522.87591241
2024-09-26T00:00:00Z,1597736.11538462
2024-09-25T00:00:00Z,1714965.01388889
2024-09-24T00:00:00Z,1728119.57931034
2024-09-23T00:00:00Z,1669087.94520548
2024-09-22T00:00:00Z,1651272.70588235
2024-09-21T00:00:00Z,1654005.62962963
2024-09-20T00:00:00Z,1661256.97931035
2024-09-19T00:00:00Z,1624399.10655738
2024-09-18T00:00:00Z,1673340.1884058
2024-09-17T00:00:00Z,1850085.77333333
2024-09-16T00:00:00Z,1675311.712
2024-09-15T00:00:00Z,1627577.31788079
2024-09-14T00:00:00Z,1666151.6618705
2024-09-13T00:00:00Z,1648040.32520325
2024-09-12T00:00:00Z,1562302.07894737
2024-09-11T00:00:00Z,1636213.73148148
2024-09-10T00:00:00Z,1618473.43065693
2024-09-09T00:00:00Z,1697745.93103448
2024-09-08T00:00:00Z,1657237.96407186
2024-09-07T00:00:00Z,1634313.08860759
2024-09-06T00:00:00Z,1624362.88965517
2024-09-05T00:00:00Z,1666892.93548387
2024-09-04T00:00:00Z,1655527.89403974
2024-09-03T00:00:00Z,1752698.57718121
2024-09-02T00:00:00Z,1730503.1497006
2024-09-01T00:00:00Z,1696484.18309859
2024-08-31T00:00:00Z,1623522.97959184
2024-08-30T00:00:00Z,1653585.32394366
2024-08-29T00:00:00Z,1602930.33333333
2024-08-28T00:00:00Z,1659849.17391304
2024-08-27T00:00:00Z,1608522.72535211
2024-08-26T00:00:00Z,1669892.85074627
2024-08-25T00:00:00Z,1613048.87969925
2024-08-24T00:00:00Z,1598629.60130719
2024-08-23T00:00:00Z,1641721.11585366
2024-08-22T00:00:00Z,1588139.5375
2024-08-21T00:00:00Z,1600996.7414966
2024-08-20T00:00:00Z,1620614.2
2024-08-19T00:00:00Z,1672389.96153846
2024-08-18T00:00:00Z,1678853.14102564
2024-08-17T00:00:00Z,1565858.89932886
2024-08-16T00:00:00Z,1611705.76056338
2024-08-15T00:00:00Z,1571723.85
2024-08-14T00:00:00Z,1626691.07575758
2024-08-13T00:00:00Z,1603523.54362416
2024-08-12T00:00:00Z,1672700.43065693
2024-08-11T00:00:00Z,1541161.59006211
2024-08-10T00:00:00Z,1605718.75968992
2024-08-09T00:00:00Z,1842825.42307692
