Datetime,0 ~ 0.01 BTC (%),0.01 ~ 0.1 BTC (%),0.1 ~ 1 BTC (%),1 ~ 10 BTC (%),10 ~ 100 BTC (%),100 ~ 1K BTC (%),1K ~ 10K BTC (%),10K BTC ~ (%)
2026-03-19T00:00:00Z,0.16240601,0.47293514,2.03020997,7.7952388,32.22138094,27.73067695,23.26803274,6.31911946
2026-03-18T00:00:00Z,0.1417848,0.38101005,1.68091367,6.35294399,26.86775657,27.34737691,22.49177023,14.73644379
2026-03-17T00:00:00Z,0.12554826,0.39310004,1.73976644,6.59936831,25.11723103,31.69306833,24.35407142,9.97784616
2026-03-16T00:00:00Z,0.10653288,0.34426375,1.55900616,4.98741901,22.48179551,27.64552518,25.95120177,16.92425574
2026-03-15T00:00:00Z,0.16665986,0.45622998,2.03233093,5.88928452,30.01959935,37.35691403,16.14203001,7.93695133
2026-03-14T00:00:00Z,0.1674357,0.49986083,1.98208673,5.57491152,32.30911614,34.18970369,14.66447439,10.612411
2026-03-13T00:00:00Z,0.13992068,0.42886263,1.81407652,6.35214205,26.45925418,29.08660182,22.41057422,13.30856788
2026-03-12T00:00:00Z,0.14215962,0.43893353,1.88770583,6.68477496,27.58257888,25.55344759,23.62729141,14.08310819
2026-03-11T00:00:00Z,0.13533107,0.42711418,1.89372191,6.53489307,29.86642401,29.94459361,15.52643864,15.67148352
2026-03-10T00:00:00Z,0.12807162,0.39770668,1.73264394,6.78941937,29.78144593,25.06549007,22.23138082,13.87384156
2026-03-09T00:00:00Z,0.14112426,0.42601704,1.82833929,9.03212061,32.22383123,26.39852676,17.29751046,12.65253035
2026-03-08T00:00:00Z,0.1918166,0.48780147,2.15419695,9.91087181,37.29427021,12.96471367,19.86110541,17.13522388
2026-03-07T00:00:00Z,0.20985609,0.5172602,2.33698877,7.97786299,43.74709022,15.5934935,12.83711445,16.78033377
2026-03-06T00:00:00Z,0.13811137,0.37582177,1.63933983,6.38541754,31.9214803,18.4554561,23.74850205,17.33587103
2026-03-05T00:00:00Z,0.13607164,0.39770117,1.88311895,6.63594612,37.09780026,20.69066825,23.45439945,9.70429417
2026-03-04T00:00:00Z,0.11786453,0.37352939,1.69839097,6.51952975,32.91986179,20.67712369,25.12201166,12.57168821
2026-03-03T00:00:00Z,0.13077799,0.39347602,1.78706652,6.77374398,34.68293327,18.59423873,22.17318703,15.46457645
2026-03-02T00:00:00Z,0.13490475,0.40254041,1.76318238,7.65962841,38.81195342,19.14711745,15.19464226,16.88603091
2026-03-01T00:00:00Z,0.18263314,0.44269336,1.94393278,7.54708848,44.27356476,9.93372516,19.21746986,16.45889246
2026-02-28T00:00:00Z,0.21207603,0.538637,2.49346331,8.05017913,48.06608469,11.70194402,14.5252431,14.41237271
2026-02-27T00:00:00Z,0.15165357,0.41680935,1.75270326,6.8029213,38.10099372,18.58312301,15.14731811,19.04447767
2026-02-26T00:00:00Z,0.11550201,0.34440003,1.50102449,6.14781479,26.82071441,21.10685307,18.31622232,25.64746888
2026-02-25T00:00:00Z,0.10940101,0.31647046,1.46924504,6.3608332,27.89952349,31.1349362,21.15369199,11.55589861
2026-02-24T00:00:00Z,0.11006854,0.34393906,1.61505459,6.60796884,32.95698819,19.21981199,22.54758652,16.59858227
2026-02-23T00:00:00Z,0.13243365,0.38836205,1.88980083,8.02718345,40.34548623,18.26534431,18.77910544,12.17228403
2026-02-22T00:00:00Z,0.17713278,0.43106859,2.00191282,6.93657793,44.63514976,8.96617314,17.0985899,19.75339509
2026-02-21T00:00:00Z,0.1767526,0.46488404,2.18479808,7.02363567,42.17499841,10.71875886,21.73561046,15.52056187
2026-02-20T00:00:00Z,0.11265387,0.31687709,1.45190187,6.09707108,31.60621949,14.48264872,27.10421345,18.82841443
2026-02-19T00:00:00Z,0.13543892,0.40287719,1.85265191,6.42877737,38.52168853,16.85223823,24.76543427,11.04089356
2026-02-18T00:00:00Z,0.12351062,0.37624597,1.73410383,7.14865264,38.64045256,17.16582567,21.07138979,13.73981893
2026-02-17T00:00:00Z,0.12430244,0.35945631,1.65623758,6.87363906,35.49343967,22.50154298,18.68880092,14.30258103
2026-02-16T00:00:00Z,0.16048915,0.42774123,1.97074835,8.74137301,46.96788113,19.33564726,12.74789914,9.64822073
2026-02-15T00:00:00Z,0.17413269,0.42028433,1.9812358,9.86692958,42.62817143,17.7615577,15.5919323,11.57575617
2026-02-14T00:00:00Z,0.163159,0.40585119,1.77478351,7.53099874,34.69033046,16.35247225,17.22149236,21.8609125
2026-02-13T00:00:00Z,0.14307386,0.39754081,1.79955285,7.55846553,36.6262804,24.390416,23.98539605,5.0992745
2026-02-12T00:00:00Z,0.12624151,0.35493082,1.5844508,6.82342373,33.94786131,24.30282772,17.26101627,15.59924784
2026-02-11T00:00:00Z,0.11978876,0.35181955,1.59443436,6.54160379,36.44914685,22.3920167,16.57272895,15.97846104
2026-02-10T00:00:00Z,0.1050044,0.31897532,1.49512741,7.68106148,32.21417658,22.46064663,23.67681217,12.04819601
2026-02-09T00:00:00Z,0.09226558,0.28204519,1.43284709,6.79630992,30.66307834,20.90401216,26.94411708,12.88532465
2026-02-08T00:00:00Z,0.11268624,0.28260461,1.42748182,6.23689931,33.34521762,12.53324887,39.82588063,6.2359809
2026-02-07T00:00:00Z,0.09493294,0.2538996,1.2497425,5.68116639,28.00397736,16.63149316,34.23166237,13.85312568
2026-02-06T00:00:00Z,0.07401274,0.27097797,1.44771023,6.16447962,29.0598765,26.40342299,33.51677888,3.06274107
2026-02-05T00:00:00Z,0.0596973,0.2629666,1.46076542,6.03542386,23.86243135,27.52162905,30.9470093,9.85007711
2026-02-04T00:00:00Z,0.08925089,0.30504523,1.48455114,6.35139562,27.13707134,24.15789185,31.86465289,8.61014105
2026-02-03T00:00:00Z,0.08962978,0.29532663,1.43317556,5.90714109,25.3296752,20.99574456,35.37885363,10.57045356
2026-02-02T00:00:00Z,0.08502976,0.28843739,1.38760371,6.08827203,27.3037793,23.44556814,32.99743603,8.40387364
2026-02-01T00:00:00Z,0.11017235,0.3445305,1.77161487,8.55011547,32.26303622,18.28014818,28.76304865,9.91733376
2026-01-31T00:00:00Z,0.11390529,0.35531637,1.73574236,6.6079295,34.53591202,18.44056292,27.46756503,10.74306652
2026-01-30T00:00:00Z,0.1099151,0.34444781,1.73976875,7.10618039,34.382203,22.85796079,29.35336776,4.10615641
2026-01-29T00:00:00Z,0.12168101,0.38483517,1.89676451,8.07219758,39.8541357,19.21581244,20.56375506,9.89081853
2026-01-28T00:00:00Z,0.11797475,0.39324709,1.88298627,7.59215176,33.59157997,17.96191087,25.85717959,12.60296969
2026-01-27T00:00:00Z,0.1208352,0.41056493,1.91447392,8.14361035,37.03403008,13.98793123,24.50336971,13.88518458
2026-01-26T00:00:00Z,0.12367227,0.38345818,1.95016682,8.21796855,36.82528234,21.74910653,19.93562072,10.81472458
2026-01-25T00:00:00Z,0.12661933,0.37956388,1.85967783,8.38771739,36.19917024,15.57879828,20.26479541,17.20365764
2026-01-24T00:00:00Z,0.17882286,0.50366366,2.31577356,9.23197134,43.816744,17.12757665,12.52955813,14.2958898
2026-01-23T00:00:00Z,0.10663992,0.30347374,1.40197052,5.63084124,29.53620137,16.99277096,15.79312778,30.23497446
2026-01-22T00:00:00Z,0.11749973,0.34740308,1.75171303,7.53251975,36.6412747,23.00591035,17.90367272,12.70000664
2026-01-21T00:00:00Z,0.11275123,0.37989211,1.70922542,6.65713844,39.60773311,26.0614599,16.82325302,8.64854676
2026-01-20T00:00:00Z,0.10238399,0.32384485,1.57611802,6.97594203,30.97372716,18.26931503,23.32808066,18.45058825
2026-01-19T00:00:00Z,0.1494294,0.53107028,2.37786917,11.13443171,41.82030692,17.31535507,16.19994313,10.47159431
2026-01-18T00:00:00Z,0.15418507,0.44270644,2.31528164,7.99257908,47.56408383,7.72391716,17.09587321,16.71137358
2026-01-17T00:00:00Z,0.15264983,0.43340754,1.9270657,6.73184082,39.5489461,18.10461465,16.31492637,16.78654898
2026-01-16T00:00:00Z,0.12411531,0.37060831,1.67940062,7.07165979,38.29887638,27.93602241,14.53452435,9.98479282
2026-01-15T00:00:00Z,0.09653642,0.30896857,1.56053722,6.16929111,25.56536437,35.90999852,17.05658475,13.33271904
2026-01-14T00:00:00Z,0.0912225,0.32667735,1.52287895,6.16961294,27.97148247,31.51489433,24.10267086,8.3005606
2026-01-13T00:00:00Z,0.09802516,0.32673671,1.45019135,5.6699149,35.68777804,24.17349874,17.57358637,15.02026873
2026-01-12T00:00:00Z,0.16847721,0.44797482,2.08768556,9.6983894,40.06801824,21.84359211,13.08423832,12.60162434
2026-01-11T00:00:00Z,0.14616408,0.42786541,2.02419391,8.09473868,42.07356832,14.43032623,8.2426626,24.56048077
2026-01-10T00:00:00Z,0.18596321,0.46856518,2.0232525,8.06709002,43.29144573,13.53002537,11.86218778,20.57147022
2026-01-09T00:00:00Z,0.13032257,0.38765214,1.7225062,7.82499694,38.73289765,21.96277156,11.64702089,17.59183205
2026-01-08T00:00:00Z,0.13544736,0.41359615,1.95333012,8.09265436,38.56434563,21.77963725,16.99672204,12.0642671
2026-01-07T00:00:00Z,0.11930909,0.35518073,1.58264822,6.68749909,35.21861014,23.50208213,19.47049917,13.06417143
2026-01-06T00:00:00Z,0.13212564,0.39570952,1.79323762,8.01695912,35.37756741,21.56159735,19.67038705,13.05241629
2026-01-05T00:00:00Z,0.11434196,0.37505032,1.71802268,7.36425046,33.34747804,23.53131019,19.66740169,13.88214467
2026-01-04T00:00:00Z,0.14010007,0.36291518,1.58472835,6.40913473,32.91700066,8.46794339,17.29254697,32.82563065
2026-01-03T00:00:00Z,0.15815785,0.413951,1.6280715,6.69200945,36.55975994,8.47573042,13.88433689,32.18798295
2026-01-02T00:00:00Z,0.1242127,0.35112761,1.49725006,6.11787617,32.51339183,18.05559531,10.89815183,30.44239449
2026-01-01T00:00:00Z,0.15071556,0.38675823,1.66567188,7.05244748,36.13510438,16.0187277,15.76553467,22.82504011
2025-12-31T00:00:00Z,0.10856005,0.33187372,1.4861763,5.72771944,31.94302714,21.79666277,26.41996178,12.18601881
2025-12-30T00:00:00Z,0.12419324,0.39043974,1.73565634,6.74156336,34.85889372,21.48331151,23.97811485,10.68782725
2025-12-29T00:00:00Z,0.10655581,0.32982755,1.50054675,5.58665292,31.32115403,18.05849528,28.33684238,14.75992528
2025-12-28T00:00:00Z,0.19059263,0.48729308,2.18639587,7.42663689,44.51472781,4.93576828,24.9273966,15.33118885
2025-12-27T00:00:00Z,0.1991519,0.55795675,2.43453068,10.11030714,45.40831327,12.45168417,24.57591041,4.26214569
2025-12-26T00:00:00Z,0.12468503,0.37167044,1.5454243,7.3015184,33.01112035,14.1222315,23.04501999,20.47833
2025-12-25T00:00:00Z,0.17340566,0.52469077,2.23153446,10.59676902,43.22084939,10.31655274,16.58594479,16.35025317
2025-12-24T00:00:00Z,0.12294687,0.4222294,1.77255308,8.24737606,32.19619822,22.23925038,24.74115454,10.25829145
2025-12-23T00:00:00Z,0.12609317,0.41176704,1.84698959,7.91366545,35.09155308,22.75376961,22.04829436,9.80786771
2025-12-22T00:00:00Z,0.13902495,0.41967049,1.97523672,8.30249566,36.95331936,20.00205798,21.57180803,10.63638681
2025-12-21T00:00:00Z,0.15582934,0.47522122,2.14662222,7.10712322,43.96902725,10.26244815,17.43925468,18.44447391
2025-12-20T00:00:00Z,0.13682118,0.38440668,1.80797068,5.65017839,39.32351216,12.40122815,19.48638292,20.80949985
2025-12-19T00:00:00Z,0.12680334,0.39980781,1.76239007,7.29313664,30.9846463,18.46179185,26.67882726,14.29259673
2025-12-18T00:00:00Z,0.13012727,0.40473914,1.81509839,7.00628767,37.99976864,19.07821366,24.11255021,9.45321503
2025-12-17T00:00:00Z,0.11243015,0.37051955,1.7101334,7.10509521,35.16797251,19.97127699,19.99328101,15.56929119
2025-12-16T00:00:00Z,0.12463533,0.41872249,1.94620812,7.87007319,40.41525619,24.19928928,10.76407021,14.26174519
2025-12-15T00:00:00Z,0.13740119,0.45810273,2.11962325,8.96629962,36.76420569,20.55487383,13.57760492,17.42188877
2025-12-14T00:00:00Z,0.14553369,0.43337639,2.1527592,7.23467723,44.16917702,17.32957414,10.52047818,18.01442414
2025-12-13T00:00:00Z,0.15879208,0.46342982,2.12633735,7.8693404,48.06836091,19.77998021,10.82701365,10.70674557
2025-12-12T00:00:00Z,0.14731994,0.44423319,2.07934246,8.2962617,37.95058669,24.53154355,12.17475763,14.37595483
2025-12-11T00:00:00Z,0.1289779,0.40079068,1.93964324,8.06094451,31.50914277,23.33390093,12.54611281,22.08048715
2025-12-10T00:00:00Z,0.11097753,0.36896407,1.69642081,7.81828787,26.92104609,25.60575408,13.39582308,24.08272646
2025-12-09T00:00:00Z,0.12406049,0.42912556,2.04702348,7.97823027,33.2461404,23.44856786,18.47688048,14.24997145
2025-12-08T00:00:00Z,0.11775197,0.36600416,1.76669864,8.10381634,29.49393349,13.74125985,19.25656053,27.15397502
2025-12-07T00:00:00Z,0.17174155,0.49878416,2.27875707,9.84956729,46.08893948,8.28346028,15.52501279,17.30373737
2025-12-06T00:00:00Z,0.1889548,0.47740756,2.16372456,9.07000955,46.72824066,9.0901255,13.81119241,18.47034497
2025-12-05T00:00:00Z,0.14664976,0.41782027,1.79348812,8.77522478,34.83452549,22.12617887,15.345799,16.56031372
2025-12-04T00:00:00Z,0.15417348,0.48414054,2.18125625,8.55442883,41.21025595,22.91697183,12.38055845,12.11821466
2025-12-03T00:00:00Z,0.11543665,0.37335736,1.82901523,7.88720369,36.94842933,26.82978192,12.98764102,13.0291348
2025-12-02T00:00:00Z,0.11659639,0.37899795,1.80686631,8.27785201,37.94413214,16.96131826,19.06675012,15.44748682
2025-12-01T00:00:00Z,0.13538817,0.43099092,2.03665157,9.43595501,39.21873533,23.12394751,16.5111537,9.10717778
2025-11-30T00:00:00Z,0.15659045,0.41445951,1.94445419,8.81548117,40.94670104,14.90909552,13.62079068,19.19242744
2025-11-29T00:00:00Z,0.18115389,0.46694418,2.23143876,10.23498634,41.46408544,11.8964164,19.58593252,13.93904247
2025-11-28T00:00:00Z,0.1363062,0.38475224,1.77361293,7.7043174,36.12213641,18.00218374,20.05333909,15.823352
2025-11-27T00:00:00Z,0.13989498,0.43970543,2.09913729,9.28828694,42.13469879,17.28158446,13.40008037,15.21661173
2025-11-26T00:00:00Z,0.13249712,0.41164555,1.90432947,8.75113827,38.37706983,18.70164574,17.60202031,14.11965371
2025-11-25T00:00:00Z,0.12085151,0.39561617,1.82638973,8.04865208,39.50422393,21.28113534,15.09292618,13.73020506
2025-11-24T00:00:00Z,0.10675117,0.36981317,1.7992043,8.75500571,39.22566838,22.77335138,20.19028423,6.77992167
2025-11-23T00:00:00Z,0.08690574,0.27194053,1.32000992,6.01534761,43.6021518,15.14656201,27.20638645,6.35069594
2025-11-22T00:00:00Z,0.07342212,0.1923588,0.93121993,4.34138875,32.07006274,39.6676064,18.66330064,4.06064063
2025-11-21T00:00:00Z,0.08203318,0.28427404,1.4653036,6.73227445,28.47901583,26.62552937,29.83283743,6.49873211
2025-11-20T00:00:00Z,0.09552395,0.31671618,1.56331445,6.9176684,34.657674,20.78519117,28.6350843,7.02882755
2025-11-19T00:00:00Z,0.08655942,0.28918164,1.41232927,6.18061227,31.19275354,22.14918201,20.42808066,18.26130119
2025-11-18T00:00:00Z,0.08147982,0.26488283,1.40554932,5.57001558,29.28918413,21.93944921,21.60629699,19.84314212
2025-11-17T00:00:00Z,0.10280537,0.34030023,1.70210944,6.86965277,33.20779117,23.48664464,20.66889862,13.62179777
2025-11-16T00:00:00Z,0.13564265,0.36808267,1.97545524,7.00353533,37.70177054,14.52432573,22.18017833,16.1110095
2025-11-15T00:00:00Z,0.15185054,0.42327187,2.03099437,7.98075404,40.25453082,19.50973816,18.0926307,11.55622948
2025-11-14T00:00:00Z,0.09595759,0.32124141,1.61866473,7.1978486,32.66581361,25.09430381,26.55296475,6.4532055
2025-11-13T00:00:00Z,0.11913158,0.34232413,1.65739632,7.28576323,36.76514196,16.69922229,20.06324822,17.06777227
2025-11-12T00:00:00Z,0.1199725,0.39815989,1.72803016,6.92995567,38.19710994,17.69618517,21.80191335,13.12867332
2025-11-11T00:00:00Z,0.10716876,0.30993874,1.48108145,5.70742137,34.61007045,19.62258956,23.8987308,14.26299887
2025-11-10T00:00:00Z,0.1444281,0.40558486,1.98013125,8.06751455,32.43426047,26.63673326,22.84657319,7.48477432
2025-11-09T00:00:00Z,0.16828162,0.44608618,2.2291025,8.6383929,36.46406637,15.08124199,22.51678783,14.45604061
2025-11-08T00:00:00Z,0.15214381,0.39019212,1.91941821,7.73168133,36.89478943,13.77414737,16.48519401,22.65243373
2025-11-07T00:00:00Z,0.11017946,0.35420915,1.72045482,8.50713966,27.63969236,27.56125155,23.10303819,11.00403482
2025-11-06T00:00:00Z,0.12733552,0.36758896,1.78052178,9.23959526,27.43877917,23.37847105,26.08353977,11.5841685
2025-11-05T00:00:00Z,0.10546276,0.35777002,1.86767057,8.27649393,28.13650982,22.53560972,25.38652741,13.33395578
2025-11-04T00:00:00Z,0.08968914,0.36594422,1.68761663,7.30857441,24.07227898,22.96613934,29.13212972,14.37762756
2025-11-03T00:00:00Z,0.13799663,0.36232401,1.80508631,7.23676834,30.41930513,20.0256241,22.25291883,17.75997665
2025-11-02T00:00:00Z,0.16231527,0.43446171,2.14415417,8.77652672,37.05736788,16.06812464,20.33146196,15.02558766
2025-11-01T00:00:00Z,0.1637383,0.47414601,1.94563265,8.16894065,35.86991767,23.35860133,17.04535868,12.97366473
2025-10-31T00:00:00Z,0.13750342,0.3758227,1.73812842,7.77211653,32.86492358,28.11953622,21.97444949,7.01751963
2025-10-30T00:00:00Z,0.13036424,0.38253281,1.87231904,8.17714209,34.70281337,26.12608954,17.54703361,11.06170529
2025-10-29T00:00:00Z,0.13793877,0.42167948,2.02473832,9.99551224,30.91980305,26.98005628,15.15827673,14.36199513
2025-10-28T00:00:00Z,0.15125074,0.38725871,1.79164938,8.92284391,31.9036886,27.78268637,13.19886029,15.86176198
2025-10-27T00:00:00Z,0.1380295,0.40554277,1.92988673,8.40444414,30.81466802,30.69871949,14.80092365,12.8077857
2025-10-26T00:00:00Z,0.13250768,0.37925071,1.75816315,6.83575732,31.64796885,21.86743326,13.76427862,23.61464043
2025-10-25T00:00:00Z,0.15853094,0.43757035,1.92045195,8.32978458,32.3860844,22.64010808,11.42292199,22.70454771
2025-10-24T00:00:00Z,0.17242293,0.45410695,2.08265105,9.03128509,32.3681172,25.43777822,18.71886296,11.7347756
2025-10-23T00:00:00Z,0.14229919,0.41932973,2.08862315,8.03392675,31.91031047,29.69918638,10.34314718,17.36317715
2025-10-22T00:00:00Z,0.14119841,0.39107685,1.9392621,7.68243242,32.68662755,24.45732012,17.40951356,15.292569
2025-10-21T00:00:00Z,0.12165195,0.36270836,1.73752702,6.82396358,34.62306621,22.12367812,18.21614374,15.99126101
2025-10-20T00:00:00Z,0.14770407,0.42823569,2.04957895,8.59399841,39.23114549,21.09835166,19.63837652,8.8126092
2025-10-19T00:00:00Z,0.14335876,0.35085827,1.80408418,6.3966398,37.58516461,11.31738715,15.28638562,27.11612161
2025-10-18T00:00:00Z,0.1871485,0.41518517,2.18479058,8.12827131,43.14335589,17.10512682,14.54505397,14.29106776
2025-10-17T00:00:00Z,0.11654224,0.3377935,1.68477162,6.69440252,30.01311814,19.61606098,28.77304778,12.76426322
2025-10-16T00:00:00Z,0.12811856,0.35222038,1.79287987,7.85981728,30.90985532,20.38645066,20.61166243,17.95899551
2025-10-15T00:00:00Z,0.10811326,0.33685583,1.61610736,6.88610846,32.60906843,25.38374678,19.09496756,13.96503232
2025-10-14T00:00:00Z,0.09138194,0.24370246,1.1784011,5.1443391,22.98198429,19.40558545,27.91081932,23.04378634
2025-10-13T00:00:00Z,0.11506367,0.32828342,1.64225148,6.61180891,28.49811505,16.6564763,28.5372955,17.61070567
2025-10-12T00:00:00Z,0.1291591,0.33268171,1.76755352,6.74570612,30.00760861,13.11884318,33.86429669,14.03415107
2025-10-11T00:00:00Z,0.11691653,0.34311903,1.73294602,7.70067019,31.73931247,22.68892606,23.70166926,11.97644045
2025-10-10T00:00:00Z,0.13892038,0.42154239,2.07938131,8.75451639,35.47522251,27.82336216,14.95120396,10.3558509
2025-10-09T00:00:00Z,0.1305247,0.40244579,2.13163731,8.21912107,31.1506217,26.74685126,16.83030404,14.38849412
2025-10-08T00:00:00Z,0.11910667,0.33517774,1.67823561,6.90792087,26.50905988,24.27861852,21.799164,18.37271671
2025-10-07T00:00:00Z,0.13635709,0.44190854,2.01944795,8.0725383,28.01708748,28.67145971,18.3924377,14.24876323
2025-10-06T00:00:00Z,0.12415798,0.41335527,2.07668465,7.9073913,32.50940411,29.46845313,12.9338228,14.56673076
2025-10-05T00:00:00Z,0.14107529,0.44161373,2.19267301,7.11907274,33.88589242,28.66346303,12.39463057,15.16157921
2025-10-04T00:00:00Z,0.17584836,0.49848631,2.27289267,6.91936969,33.40095835,24.44532959,12.92884396,19.35827106
2025-10-03T00:00:00Z,0.10251086,0.32273601,1.63947665,6.76105431,26.6446341,21.80768446,21.07350248,21.64840115
2025-10-02T00:00:00Z,0.12118246,0.40122244,2.00805783,8.26557934,30.41367199,19.78571845,17.07307696,21.93149053
2025-10-01T00:00:00Z,0.13388062,0.40038435,1.82200392,8.1521653,29.81993271,21.94015122,20.06457401,17.66690786
2025-09-30T00:00:00Z,0.13462428,0.40773729,1.93512018,7.99386049,32.92338625,24.24615651,16.6043112,15.75480379
2025-09-29T00:00:00Z,0.1449541,0.44250331,2.0577047,8.3096508,36.90173986,19.46166277,13.87547964,18.80630481
2025-09-28T00:00:00Z,0.1877225,0.480276,2.35465199,8.39550892,43.3356637,16.70164956,7.11579676,21.42873057
2025-09-27T00:00:00Z,0.18805987,0.44539119,2.23303093,7.73688404,39.90481557,21.39893827,6.03468413,22.05819599
2025-09-26T00:00:00Z,0.1118596,0.32350976,1.60197373,6.3032677,29.23804827,21.07810202,16.57391855,24.76932037
2025-09-25T00:00:00Z,0.13491448,0.40274683,1.97216816,7.77752174,32.55803073,23.40399031,15.69857872,18.05204904
2025-09-24T00:00:00Z,0.1403801,0.43079696,1.92377396,8.28357888,33.72315601,21.95431653,21.92385155,11.62014601
2025-09-23T00:00:00Z,0.13849727,0.4218987,1.91340119,7.60371638,36.2596291,26.4917617,19.53527139,7.63582427
2025-09-22T00:00:00Z,0.15604376,0.41715969,1.93950726,7.50153791,33.83082331,25.75313997,17.29220675,13.10958135
2025-09-21T00:00:00Z,0.19949999,0.49648334,2.23670036,8.19979284,37.65790461,20.38521995,13.32436458,17.50003433
2025-09-20T00:00:00Z,0.17249955,0.4083571,1.90826754,7.23165036,30.81144027,28.01369272,10.1050354,21.34905707
2025-09-19T00:00:00Z,0.19056863,0.4146673,1.9331637,6.79146235,30.67187551,33.96972583,15.27717218,10.7513645
2025-09-18T00:00:00Z,0.18019232,0.52165457,2.21565725,6.92694091,27.9894736,33.95425055,14.5308753,13.6809555
2025-09-17T00:00:00Z,0.17572751,0.48274566,2.34898154,9.3301017,24.9635543,30.71034113,19.06550248,12.92304567
2025-09-16T00:00:00Z,0.17925977,0.48479527,2.27493046,8.10405356,25.53898334,25.22609257,25.78219243,12.4096926
2025-09-15T00:00:00Z,0.14113429,0.39113915,1.80444506,7.23091561,23.80053936,22.8271476,15.12737509,28.67730383
2025-09-14T00:00:00Z,0.22641499,0.5214247,2.61710436,10.70345196,29.97253473,21.09440872,10.11200279,24.75265775
2025-09-13T00:00:00Z,0.21188745,0.49513954,2.30260895,9.26809838,25.10771199,23.38010176,8.46764714,30.76680479
2025-09-12T00:00:00Z,0.16945325,0.48980476,2.3704645,9.80485586,32.21206294,29.25151632,15.53171433,10.17012805
2025-09-11T00:00:00Z,0.16256679,0.47161708,2.20794859,8.52690438,30.1784775,29.10049607,16.96555347,12.38643611
2025-09-10T00:00:00Z,0.14213725,0.42316899,1.96030725,7.39016456,27.19083042,25.74288727,15.43440046,21.7161038
2025-09-09T00:00:00Z,0.1429287,0.40779749,1.7657901,6.45071993,22.86363784,24.88980927,29.24809193,14.23122474
2025-09-08T00:00:00Z,0.14725295,0.42663189,1.9335581,8.17796069,22.47502014,22.55443397,27.91941087,16.36573139
2025-09-07T00:00:00Z,0.1937428,0.47026628,2.10840592,8.57003698,24.42442142,19.09720252,28.60313688,16.53278721
2025-09-06T00:00:00Z,0.20033152,0.48609385,2.37315752,7.62956842,25.68240642,20.68471242,26.24189147,16.70183837
2025-09-05T00:00:00Z,0.13720254,0.36911826,1.79834872,6.32600547,23.28610419,23.95961703,29.97724944,14.14635435
