date,Transfer Event Count
2019-07-23,31702
2019-07-24,28818
2019-07-25,32837
2019-07-26,33278
2019-07-27,32751
2019-07-28,30121
2019-07-29,44356
2019-07-30,41576
2019-07-31,44215
2019-08-01,40992
2019-08-02,40925
2019-08-03,34467
2019-08-04,32737
2019-08-05,45131
2019-08-06,42444
2019-08-07,42041
2019-08-08,46570
2019-08-09,43447
2019-08-10,42486
2019-08-11,41818
2019-08-12,50344
2019-08-13,56677
2019-08-14,45667
2019-08-15,49205
2019-08-16,45762
2019-08-17,38829
2019-08-18,42296
2019-08-19,67378
2019-08-20,87512
2019-08-21,101336
2019-08-22,108549
2019-08-23,124051
2019-08-24,110725
2019-08-25,127362
2019-08-26,131344
2019-08-27,129012
2019-08-28,92375
2019-08-29,101030
2019-08-30,104162
2019-08-31,117741
2019-09-01,129457
2019-09-02,169718
2019-09-03,141200
2019-09-04,145010
2019-09-05,167021
2019-09-06,185255
2019-09-07,173104
2019-09-08,178099
2019-09-09,188621
2019-09-10,170693
2019-09-11,151794
2019-09-12,167642
2019-09-13,146567
2019-09-14,136483
2019-09-15,126962
2019-09-16,148541
2019-09-17,136193
2019-09-18,123925
2019-09-19,124224
2019-09-20,113617
2019-09-21,63247
2019-09-22,67812
2019-09-23,75656
2019-09-24,101131
2019-09-25,97885
2019-09-26,80185
2019-09-27,81405
2019-09-28,85825
2019-09-29,65879
2019-09-30,72536
2019-10-01,68837
2019-10-02,62500
2019-10-03,61010
2019-10-04,64104
2019-10-05,62631
2019-10-06,56739
2019-10-07,71014
2019-10-08,74682
2019-10-09,85636
2019-10-10,82662
2019-10-11,76203
2019-10-12,82734
2019-10-13,75601
2019-10-14,88816
2019-10-15,78646
2019-10-16,104583
2019-10-17,97719
2019-10-18,94104
2019-10-19,78594
2019-10-20,70316
2019-10-21,80917
2019-10-22,87793
2019-10-23,84748
2019-10-24,81100
2019-10-25,91360
2019-10-26,84471
2019-10-27,69210
2019-10-28,86713
2019-10-29,88717
2019-10-30,84906
2019-10-31,87448
2019-11-01,86240
2019-11-02,75156
2019-11-03,77516
2019-11-04,80920
2019-11-05,87428
2019-11-06,86883
2019-11-07,90440
2019-11-08,85731
2019-11-09,77083
2019-11-10,79064
2019-11-11,96329
2019-11-12,95854
2019-11-13,97249
2019-11-14,86394
2019-11-15,87670
2019-11-16,77177
2019-11-17,74137
2019-11-18,88053
2019-11-19,90425
2019-11-20,90329
2019-11-21,102489
2019-11-22,107906
2019-11-23,96399
2019-11-24,79307
2019-11-25,110170
2019-11-26,99679
2019-11-27,86880
2019-11-28,85263
2019-11-29,85664
2019-11-30,65277
2019-12-01,99716
2019-12-02,103329
2019-12-03,78785
2019-12-04,77427
2019-12-05,78095
2019-12-06,70555
2019-12-07,53873
2019-12-08,43417
2019-12-09,80968
2019-12-10,83068
2019-12-11,76803
2019-12-12,74806
2019-12-13,71973
2019-12-14,63983
2019-12-15,63483
2019-12-16,86714
2019-12-17,79022
2019-12-18,86308
2019-12-19,83397
2019-12-20,79551
2019-12-21,64835
2019-12-22,55259
2019-12-23,76611
2019-12-24,68426
2019-12-25,64957
2019-12-26,71123
2019-12-27,70837
2019-12-28,57007
2019-12-29,51004
2019-12-30,72817
2019-12-31,70435
2020-01-01,49590
2020-01-02,56016
2020-01-03,77007
2020-01-04,61813
2020-01-05,61937
2020-01-06,72044
2020-01-07,66486
2020-01-08,74980
2020-01-09,70530
2020-01-10,69023
2020-01-11,64248
2020-01-12,55694
2020-01-13,63932
2020-01-14,78285
2020-01-15,85189
2020-01-16,95843
2020-01-17,76849
2020-01-18,75749
2020-01-19,75989
2020-01-20,70574
2020-01-21,64836
2020-01-22,54799
2020-01-23,53826
2020-01-24,42299
2020-01-25,28966
2020-01-26,29247
2020-01-27,43265
2020-01-28,45921
2020-01-29,52080
2020-01-30,58849
2020-01-31,60671
2020-02-01,53581
2020-02-02,54693
2020-02-03,79949
2020-02-04,71208
2020-02-05,77739
2020-02-06,83619
2020-02-07,89721
2020-02-08,87299
2020-02-09,96226
2020-02-10,100390
2020-02-11,93001
2020-02-12,110115
2020-02-13,102721
2020-02-14,98581
2020-02-15,98230
2020-02-16,79376
2020-02-17,97990
2020-02-18,94489
2020-02-19,89678
2020-02-20,94427
2020-02-21,96250
2020-02-22,74125
2020-02-23,80597
2020-02-24,114907
2020-02-25,97197
2020-02-26,105517
2020-02-27,99317
2020-02-28,105511
2020-02-29,92145
2020-03-01,83225
2020-03-02,110092
2020-03-03,101003
2020-03-04,100986
2020-03-05,114539
2020-03-06,102402
2020-03-07,93287
2020-03-08,94550
2020-03-09,126824
2020-03-10,117389
2020-03-11,116136
2020-03-12,116500
2020-03-13,148618
2020-03-14,90900
2020-03-15,87871
2020-03-16,135275
2020-03-17,135910
2020-03-18,120369
2020-03-19,129721
2020-03-20,130459
2020-03-21,107296
2020-03-22,109543
2020-03-23,120853
2020-03-24,114365
2020-03-25,111784
2020-03-26,118989
2020-03-27,116742
2020-03-28,104526
2020-03-29,98569
2020-03-30,118714
2020-03-31,136337
2020-04-01,127952
2020-04-02,132810
2020-04-03,127891
2020-04-04,93761
2020-04-05,98653
2020-04-06,140420
2020-04-07,151044
2020-04-08,145353
2020-04-09,138006
2020-04-10,141867
2020-04-11,123764
2020-04-12,117538
2020-04-13,141041
2020-04-14,153743
2020-04-15,141707
2020-04-16,150685
2020-04-17,147512
2020-04-18,127127
2020-04-19,127276
2020-04-20,159257
2020-04-21,157935
2020-04-22,157908
2020-04-23,157768
2020-04-24,165335
2020-04-25,135055
2020-04-26,144383
2020-04-27,166502
2020-04-28,172155
2020-04-29,180615
2020-04-30,188386
2020-05-01,152370
2020-05-02,128495
2020-05-03,126333
2020-05-04,146527
2020-05-05,151429
2020-05-06,168101
2020-05-07,166143
2020-05-08,162682
2020-05-09,175344
2020-05-10,165985
2020-05-11,188441
2020-05-12,167305
2020-05-13,171946
2020-05-14,175594
2020-05-15,179532
2020-05-16,156403
2020-05-17,152435
2020-05-18,185560
2020-05-19,176778
2020-05-20,189214
2020-05-21,200572
2020-05-22,207986
2020-05-23,174920
2020-05-24,168458
2020-05-25,208107
2020-05-26,198554
2020-05-27,197082
2020-05-28,199808
2020-05-29,207206
2020-05-30,202024
2020-05-31,188633
2020-06-01,220487
2020-06-02,235370
2020-06-03,201359
2020-06-04,206033
2020-06-05,196951
2020-06-06,282392
2020-06-07,284334
2020-06-08,242960
2020-06-09,215593
2020-06-10,211900
2020-06-11,207949
2020-06-12,216874
2020-06-13,193302
2020-06-14,169534
2020-06-15,221485
2020-06-16,224293
2020-06-17,211130
2020-06-18,228790
2020-06-19,231706
2020-06-20,217194
2020-06-21,241053
2020-06-22,280180
2020-06-23,323192
2020-06-24,231176
2020-06-25,223457
2020-06-26,220393
2020-06-27,211209
2020-06-28,201421
2020-06-29,205290
2020-06-30,256262
2020-07-01,222368
2020-07-02,219089
2020-07-03,211121
2020-07-04,189428
2020-07-05,175859
2020-07-06,223245
2020-07-07,227315
2020-07-08,240278
2020-07-09,229618
2020-07-10,214656
2020-07-11,197182
2020-07-12,209491
2020-07-13,247234
2020-07-14,233168
2020-07-15,238342
2020-07-16,225458
2020-07-17,217373
2020-07-18,196004
2020-07-19,186690
2020-07-20,226102
2020-07-21,221345
2020-07-22,220868
2020-07-23,218919
2020-07-24,221876
2020-07-25,196359
2020-07-26,208732
2020-07-27,248272
2020-07-28,259231
2020-07-29,233209
2020-07-30,234128
2020-07-31,243637
2020-08-01,230507
2020-08-02,227872
2020-08-03,243385
2020-08-04,239490
2020-08-05,251939
2020-08-06,261642
2020-08-07,285427
2020-08-08,242789
2020-08-09,237968
2020-08-10,266636
2020-08-11,255673
2020-08-12,213440
2020-08-13,223298
2020-08-14,212318
2020-08-15,205088
2020-08-16,190041
2020-08-17,224079
2020-08-18,230997
2020-08-19,243890
2020-08-20,209474
2020-08-21,195231
2020-08-22,204328
2020-08-23,231937
2020-08-24,244901
2020-08-25,226402
2020-08-26,236283
2020-08-27,242212
2020-08-28,226184
2020-08-29,209506
2020-08-30,189308
2020-08-31,236102
2020-09-01,210862
2020-09-02,193351
2020-09-03,192978
2020-09-04,199697
2020-09-05,183749
2020-09-06,168732
2020-09-07,197738
2020-09-08,192354
2020-09-09,195440
2020-09-10,203490
2020-09-11,192817
2020-09-12,176213
2020-09-13,189341
2020-09-14,212443
2020-09-15,221974
2020-09-16,212439
2020-09-17,167480
2020-09-18,221168
2020-09-19,198820
2020-09-20,214901
2020-09-21,227924
2020-09-22,211320
2020-09-23,207233
2020-09-24,217000
2020-09-25,212012
2020-09-26,205058
2020-09-27,178853
2020-09-28,217835
2020-09-29,231760
2020-09-30,240850
2020-10-01,182648
2020-10-02,183754
2020-10-03,184844
2020-10-04,175962
2020-10-05,206374
2020-10-06,213440
2020-10-07,218662
2020-10-08,218585
2020-10-09,245806
2020-10-10,247181
2020-10-11,241361
2020-10-12,260625
2020-10-13,271998
2020-10-14,272043
2020-10-15,279211
2020-10-16,267566
2020-10-17,247297
2020-10-18,274725
2020-10-19,293328
2020-10-20,282113
2020-10-21,273122
2020-10-22,285387
2020-10-23,274518
2020-10-24,231519
2020-10-25,221872
2020-10-26,240273
2020-10-27,236850
2020-10-28,249310
2020-10-29,233345
2020-10-30,245474
2020-10-31,217623
2020-11-01,207745
2020-11-02,260227
2020-11-03,251247
2020-11-04,244356
2020-11-05,254053
2020-11-06,268598
2020-11-07,247231
2020-11-08,223983
2020-11-09,286638
2020-11-10,266582
2020-11-11,263866
2020-11-12,277628
2020-11-13,269895
2020-11-14,237954
2020-11-15,225753
2020-11-16,249371
2020-11-17,264497
2020-11-18,218679
2020-11-19,203172
2020-11-20,223957
2020-11-21,202983
2020-11-22,191633
2020-11-23,243145
2020-11-24,234677
2020-11-25,225729
2020-11-26,239526
2020-11-27,220949
2020-11-28,176872
2020-11-29,169948
2020-11-30,234235
2020-12-01,228470
2020-12-02,192630
2020-12-03,187923
2020-12-04,191710
2020-12-05,166166
2020-12-06,163091
2020-12-07,197254
2020-12-08,207648
2020-12-09,223720
2020-12-10,212949
2020-12-11,203429
2020-12-12,186847
2020-12-13,200100
2020-12-14,249243
2020-12-15,266449
2020-12-16,293960
2020-12-17,282253
2020-12-18,262794
2020-12-19,209592
2020-12-20,202572
2020-12-21,227838
2020-12-22,239034
2020-12-23,232867
2020-12-24,232658
2020-12-25,221251
2020-12-26,229555
2020-12-27,222680
2020-12-28,252769
2020-12-29,249071
2020-12-30,248819
2020-12-31,226384
2021-01-01,203731
2021-01-02,220823
2021-01-03,222390
2021-01-04,223180
2021-01-05,238463
2021-01-06,250615
2021-01-07,236702
2021-01-08,227125
2021-01-09,206962
2021-01-10,211144
2021-01-11,244536
2021-01-12,231094
2021-01-13,225548
2021-01-14,236283
2021-01-15,229595
2021-01-16,203467
2021-01-17,192808
2021-01-18,230717
2021-01-19,217466
2021-01-20,221272
2021-01-21,215028
2021-01-22,213047
2021-01-23,185791
2021-01-24,174130
2021-01-25,211805
2021-01-26,213545
2021-01-27,199737
2021-01-28,207661
2021-01-29,232111
2021-01-30,185881
2021-01-31,185123
2021-02-01,211094
2021-02-02,209654
2021-02-03,199871
2021-02-04,196137
2021-02-05,181513
2021-02-06,163262
2021-02-07,165202
2021-02-08,190433
2021-02-09,189424
2021-02-10,180872
2021-02-11,149183
2021-02-12,141286
2021-02-13,125286
2021-02-14,133629
2021-02-15,157358
2021-02-16,143607
2021-02-17,161921
2021-02-18,178119
2021-02-19,181759
2021-02-20,187910
2021-02-21,168251
2021-02-22,184421
2021-02-23,176250
2021-02-24,171163
2021-02-25,157626
2021-02-26,159720
2021-02-27,133560
2021-02-28,148711
2021-03-01,160987
2021-03-02,161831
2021-03-03,156630
2021-03-04,151354
2021-03-05,148766
2021-03-06,132067
2021-03-07,126311
2021-03-08,153024
2021-03-09,163732
2021-03-10,158874
2021-03-11,157483
2021-03-12,164829
2021-03-13,146436
2021-03-14,156044
2021-03-15,162976
2021-03-16,167719
2021-03-17,159179
2021-03-18,161697
2021-03-19,166757
2021-03-20,142221
2021-03-21,138229
2021-03-22,164900
2021-03-23,161215
2021-03-24,161216
2021-03-25,172460
2021-03-26,152187
2021-03-27,136318
2021-03-28,123586
2021-03-29,160994
2021-03-30,159092
2021-03-31,156547
2021-04-01,153460
2021-04-02,168408
2021-04-03,143417
2021-04-04,131559
2021-04-05,153426
2021-04-06,171221
2021-04-07,176569
2021-04-08,167190
2021-04-09,169528
2021-04-10,148389
2021-04-11,146748
2021-04-12,188682
2021-04-13,181457
2021-04-14,206760
2021-04-15,150938
2021-04-16,186429
2021-04-17,160494
2021-04-18,175872
2021-04-19,183125
2021-04-20,184340
2021-04-21,196522
2021-04-22,187709
2021-04-23,196287
2021-04-24,143002
2021-04-25,154154
2021-04-26,173765
2021-04-27,169332
2021-04-28,166347
2021-04-29,187949
2021-04-30,176576
2021-05-01,155452
2021-05-02,140252
2021-05-03,162426
2021-05-04,189835
2021-05-05,199674
2021-05-06,215811
2021-05-07,215478
2021-05-08,198536
2021-05-09,200836
2021-05-10,201284
2021-05-11,191143
2021-05-12,179962
2021-05-13,209673
2021-05-14,194130
2021-05-15,164513
2021-05-16,153771
2021-05-17,189082
2021-05-18,164832
2021-05-19,181959
2021-05-20,185165
2021-05-21,169651
2021-05-22,150324
2021-05-23,160175
2021-05-24,168013
2021-05-25,163549
2021-05-26,166788
2021-05-27,152750
2021-05-28,153264
2021-05-29,137892
2021-05-30,195337
2021-05-31,167957
2021-06-01,166752
2021-06-02,175894
2021-06-03,166929
2021-06-04,179920
2021-06-05,144732
2021-06-06,123027
2021-06-07,164854
2021-06-08,178552
2021-06-09,158281
2021-06-10,152743
2021-06-11,154369
2021-06-12,134157
2021-06-13,129743
2021-06-14,154181
2021-06-15,157854
2021-06-16,157078
2021-06-17,194967
2021-06-18,178719
2021-06-19,135848
2021-06-20,135433
2021-06-21,184917
2021-06-22,196162
2021-06-23,165994
2021-06-24,167060
2021-06-25,179451
2021-06-26,152180
2021-06-27,128521
2021-06-28,157449
2021-06-29,164887
2021-06-30,151969
2021-07-01,155111
2021-07-02,156992
2021-07-03,146637
2021-07-04,132522
2021-07-05,154427
2021-07-06,145053
2021-07-07,149773
2021-07-08,158671
2021-07-09,163755
2021-07-10,133257
2021-07-11,124367
2021-07-12,145642
2021-07-13,136548
2021-07-14,146802
2021-07-15,141878
2021-07-16,137647
2021-07-17,115358
2021-07-18,107933
2021-07-19,139018
2021-07-20,145609
2021-07-21,140780
2021-07-22,123213
2021-07-23,124988
2021-07-24,119931
2021-07-25,106733
2021-07-26,153797
2021-07-27,138789
2021-07-28,134188
2021-07-29,142182
2021-07-30,143501
2021-07-31,119972
2021-08-01,113035
2021-08-02,152079
2021-08-03,130852
2021-08-04,136323
2021-08-05,114224
2021-08-06,131261
2021-08-07,128809
2021-08-08,109333
2021-08-09,127336
2021-08-10,133948
2021-08-11,138744
2021-08-12,131815
2021-08-13,130613
2021-08-14,114303
2021-08-15,105210
2021-08-16,137741
2021-08-17,141304
2021-08-18,135244
2021-08-19,140752
2021-08-20,146505
2021-08-21,120384
2021-08-22,115970
2021-08-23,140357
2021-08-24,134423
2021-08-25,130587
2021-08-26,124471
2021-08-27,114604
2021-08-28,98257
2021-08-29,93901
2021-08-30,121607
2021-08-31,121648
2021-09-01,125604
2021-09-02,133424
2021-09-03,119077
2021-09-04,96536
2021-09-05,95354
2021-09-06,121430
2021-09-07,148937
2021-09-08,137626
2021-09-09,126167
2021-09-10,133706
2021-09-11,113367
2021-09-12,99440
2021-09-13,124866
2021-09-14,125111
2021-09-15,122403
2021-09-16,121578
2021-09-17,130214
2021-09-18,99605
2021-09-19,96040
2021-09-20,132586
2021-09-21,120705
2021-09-22,119820
2021-09-23,111311
2021-09-24,122766
2021-09-25,93104
2021-09-26,97016
2021-09-27,109789
2021-09-28,103323
2021-09-29,108798
2021-09-30,104793
2021-10-01,113027
2021-10-02,92528
2021-10-03,89401
2021-10-04,98477
2021-10-05,112205
2021-10-06,108496
2021-10-07,140323
2021-10-08,121781
2021-10-09,103625
2021-10-10,97386
2021-10-11,136455
2021-10-12,118503
2021-10-13,110826
2021-10-14,112210
2021-10-15,120587
2021-10-16,99994
2021-10-17,90046
2021-10-18,114325
2021-10-19,120516
2021-10-20,124201
2021-10-21,128518
2021-10-22,124269
2021-10-23,95591
2021-10-24,105247
2021-10-25,122175
2021-10-26,130533
2021-10-27,137217
2021-10-28,160559
2021-10-29,162902
2021-10-30,137898
2021-10-31,135815
2021-11-01,144938
2021-11-02,153375
2021-11-03,173857
2021-11-04,156750
2021-11-05,145687
2021-11-06,122098
2021-11-07,123163
2021-11-08,151314
2021-11-09,137632
2021-11-10,149045
2021-11-11,136317
2021-11-12,137468
2021-11-13,121489
2021-11-14,114062
2021-11-15,119299
2021-11-16,152114
2021-11-17,131282
2021-11-18,132425
2021-11-19,124804
2021-11-20,102214
2021-11-21,120060
2021-11-22,117447
2021-11-23,125315
2021-11-24,132243
2021-11-25,130947
2021-11-26,138874
2021-11-27,99188
2021-11-28,96590
2021-11-29,114075
2021-11-30,120813
2021-12-01,124574
2021-12-02,123984
2021-12-03,119428
2021-12-04,148570
2021-12-05,109905
2021-12-06,135644
2021-12-07,123912
2021-12-08,118310
2021-12-09,114523
2021-12-10,116592
2021-12-11,95802
2021-12-12,87789
2021-12-13,114231
2021-12-14,115644
2021-12-15,123162
2021-12-16,106562
2021-12-17,103718
2021-12-18,79755
2021-12-19,75530
2021-12-20,100776
2021-12-21,97052
2021-12-22,101544
2021-12-23,104160
2021-12-24,96814
2021-12-25,75484
2021-12-26,74120
2021-12-27,95213
