date,Transfer Event Count
2025-10-26,364632
2025-10-27,500840
2025-10-28,509221
2025-10-29,492170
2025-10-30,500228
2025-10-31,473945
2025-11-01,392649
2025-11-02,360201
2025-11-03,451239
2025-11-04,461860
2025-11-05,475830
2025-11-06,464594
2025-11-07,465824
2025-11-08,459977
2025-11-09,399635
2025-11-10,454735
2025-11-11,458916
2025-11-12,430542
2025-11-13,461916
2025-11-14,505930
2025-11-15,471041
2025-11-16,443476
2025-11-17,518300
2025-11-18,541704
2025-11-19,529095
2025-11-20,571552
2025-11-21,490137
2025-11-22,439239
2025-11-23,420012
2025-11-24,489987
2025-11-25,536488
2025-11-26,554288
2025-11-27,560948
2025-11-28,556818
2025-11-29,404305
2025-11-30,385856
2025-12-01,629469
2025-12-02,596610
2025-12-03,611050
2025-12-04,592082
2025-12-05,585055
2025-12-06,464096
2025-12-07,351971
2025-12-08,413788
2025-12-09,509416
2025-12-10,560855
2025-12-11,636641
2025-12-12,535442
2025-12-13,459897
2025-12-14,488596
2025-12-15,691871
2025-12-16,704268
2025-12-17,709150
2025-12-18,703240
2025-12-19,693115
2025-12-20,780765
2025-12-21,944223
2025-12-22,807141
2025-12-23,1035862
2025-12-24,1100287
2025-12-25,1250729
2025-12-26,1351621
2025-12-27,1400973
2025-12-28,996064
2025-12-29,1335954
2025-12-30,1115691
2025-12-31,1248394
2026-01-01,1370918
2026-01-02,1292331
2026-01-03,1472581
2026-01-04,1255628
2026-01-05,1129976
2026-01-06,1157837
2026-01-07,1158802
2026-01-08,802466
2026-01-09,776442
2026-01-10,687174
2026-01-11,605031
2026-01-12,782127
2026-01-13,819464
2026-01-14,877560
2026-01-15,957744
2026-01-16,778811
2026-01-17,764466
2026-01-18,661676
2026-01-19,930986
2026-01-20,843718
2026-01-21,849761
2026-01-22,899888
2026-01-23,780531
2026-01-24,707296
2026-01-25,668169
2026-01-26,783691
2026-01-27,816097
2026-01-28,820616
2026-01-29,746771
2026-01-30,832571
2026-01-31,809114
2026-02-01,852392
2026-02-02,766395
2026-02-03,783152
2026-02-04,815696
2026-02-05,749432
2026-02-06,782945
2026-02-07,775241
2026-02-08,875960
2026-02-09,950017
2026-02-10,949821
2026-02-11,793351
2026-02-12,770672
2026-02-13,879468
2026-02-14,823721
2026-02-15,720709
2026-02-16,800338
2026-02-17,745286
2026-02-18,706810
2026-02-19,739450
2026-02-20,674837
2026-02-21,605268
2026-02-22,621735
2026-02-23,802155
2026-02-24,856734
2026-02-25,702319
2026-02-26,851939
2026-02-27,867314
2026-02-28,783908
2026-03-01,729816
2026-03-02,843438
2026-03-03,882002
2026-03-04,854390
2026-03-05,852819
2026-03-06,901604
2026-03-07,677915
2026-03-08,674039
2026-03-09,845804
2026-03-10,934706
2026-03-11,961984
2026-03-12,866235
2026-03-13,846151
2026-03-14,763032
2026-03-15,897589
2026-03-16,826887
2026-03-17,855320
2026-03-18,896454
2026-03-19,982633
2026-03-20,1061239
2026-03-21,857586
2026-03-22,756663
2026-03-23,814458
2026-03-24,865976
2026-03-25,1029914
2026-03-26,876267
2026-03-27,896436
2026-03-28,834920
2026-03-29,935271
2026-03-30,1005234
2026-03-31,824315
2026-04-01,1105012
2026-04-02,838250
2026-04-03,769765
2026-04-04,706450
2026-04-05,624040
2026-04-06,867083
2026-04-07,873752
2026-04-08,847474
2026-04-09,910347
2026-04-10,972421
2026-04-11,886897
