date,binance-cex,okx,bitfinex,bybit,robinhood,bitget,gemini,htx,gate,mexc,deribit,kucoin,crypto-com,hashkey-exchange,bitkub,poloniex,bitstamp,bitmex,swissborg,bingx,osl-hk,korbit,indodax,phemex,nexo
2024-03-12,4024195553,869929586,571948901,395068037,470634984,140314170,,97955547,52377936,99356716,204012344,117419283,417454854,,,,272130085,52404412,44844372,,,46827190,,5157534,34848859
2024-03-13,-849179375,-221795530,-178400340,-147102651,-212237745,-31223789,,-66421971,5727571,140124745,-31907307,7556911,-236902642,,,,-86122784,-7742974,14033750,,,-19282911,,-5458567,-7381595
2024-03-14,5050771824,402887931,196542298,214278742,292512111,53273933,,66589631,111091232,-86993222,88960801,55974473,66991910,,,,110877264,21531140,66650781,,,-149907576,,1940084,21691835
2024-03-15,-860176532,-13059888,-672358702,-93828650,-399530900,-54864906,,-80699578,80501666,-25116030,-64626709,-58295088,-125424000,,,,-126470009,-20000244,-31215323,,,-13761296,,-5174370,-22572318
2024-03-16,-2133228465,-357581074,-496156871,-462411887,-569249208,-50057316,,-92100945,-54612996,-25263065,-129827887,-60572465,-292820406,,,,-134561507,-26580802,-38693964,,,-25197367,,-5971294,6609570
2024-03-17,-5697596830,-1021253932,-1087934785,-371327008,-1021208249,-108759683,,-166142309,-229444949,-67103657,-244444647,-332100357,-653316137,,,,-179841618,-46722182,-74781066,,,-35474201,,-9839369,-23076286
2024-03-18,1518506758,788073262,661275930,265157605,730497249,68446840,,70510527,110311132,57283261,92013494,56787274,333385187,,,,143212616,32949179,39267379,,,25415187,,7344127,10933028
2024-03-19,-1082691283,-80603436,-103532832,-113787210,-411540496,-10316774,,-40067773,-98824522,-13908679,-36101073,-39383503,-276812191,,,,2463671,-11442364,-21833898,,,-4416571,,-2509848,-22749191
2024-03-20,-6802169767,-1575095998,-1021559233,-533951950,-1278163330,-141723169,,-284841086,-155921394,-3711905,-299402827,-144501318,-540551634,,,,-263296244,-72312372,-109939781,,,-50874850,,-16359629,-47393754
2024-03-21,7064937679,3435861704,1359042621,549609279,1308785509,119852685,,261514915,261982403,79475451,309170863,169793075,625423037,,,,230032283,79759385,108898189,,,48783626,,14130944,46202201
2024-03-22,-977185293,1218658913,-669330678,-124865460,-353353328,2225272,,-44313445,-22688126,-17501824,-86122568,-41441725,-110913217,,,,-57310511,-26442848,-34731660,,,-12851501,,-4911221,-11753830
2024-03-23,-3088976406,,-539726795,-284759129,-529738263,-48968440,,-114844487,-70759378,22131048,-130499008,-47095228,-238149851,,,,-95232491,,-34167423,,,-16473497,,-4614949,-16404893
2024-03-24,80675318,2107662558,54807982,92488208,217235247,21896083,,28677059,123006494,12738162,37663527,1482389373,129831563,,,,63305496,-8263891,1241610,,,7389999,,757301,12046417
2024-03-25,3223273440,687157431,548155002,237366890,531109604,67478177,,112280258,159188081,20525135,119063281,29798533,305284178,,,,88268075,26333498,31126586,,,17724280,,29772868,22980559
2024-03-26,3545197589,745662873,651380219,261447409,581912554,79684671,,122774101,56254389,20526950,175757054,109587931,245479965,,,,139198171,34562416,43767262,,,24088188,,13017466,-529250
2024-03-27,142237633,377743099,-204480506,109532366,2143810,-12312955,,556733186,25808572,5407716,-2451669,-561246997,121710041,,,,-24576999,1795935,-1673824,,,-595384,,152498,3306997
2024-03-28,-2020463027,-553465252,-282767514,138811651,-258722607,3621243,,-50756515,4269079,-4061848,-81631766,-329886896,-184301582,,,,-82435845,-12142893,-33830086,,,-10452278,,-4517977,-24745494
2024-03-29,1850519098,596495926,463350483,72044849,388140018,135542992,,101595395,107672802,-9200439,89625052,-6253096,257823933,,,,85229507,23822745,34664128,,,13553997,,4275817,2920779
2024-03-30,1398835891,159091347,-256935947,-109931025,-192645133,-179331564,,-43695320,-22532713,-8642263,-63090205,-85408345,-127746588,,,,-27930289,-11232312,-1220883,,,-6427697,,-2440376,-12802897
2024-03-31,67650701,272603515,-64008744,94853794,-88773551,33640857,,-396876,13314300,2102823,-13502819,-14955098,-104819993,,,,-20841605,-976403,-4995980,,,-2461678,,-218120,-4391546
2024-04-01,1529513148,840501559,-360549660,95649108,354223025,54833374,,-43298787,65089293,7254367,77027631,60827920,170082016,,,,44934706,16457926,17926419,,,11705357,,3534747,15707812
2024-04-02,-2845828730,-663663689,-299457191,-160968784,-377237739,20072558,,-100318704,-168109697,-21491042,-73341030,-84046578,-224912244,,,,-65493923,-16207051,-35177556,,,-9890700,,-3454934,-12056885
2024-04-03,-5340604288,-1386890946,-630089915,-230938347,-882805223,40926522,,-231074388,-272503579,-34985247,-193528075,-100400736,-485543763,,,,-166687978,-52470346,-46678839,,,-30021990,,-9148742,-5015154
2024-04-04,-27272604,-258107033,-38436324,53536201,61108197,275199258,,56054341,-19857063,21863462,28532080,-24463266,26559085,,,,-18227559,1269380,-7209759,,,1485746,,-1052902,15136850
2024-04-05,2452431086,213931643,322157019,155263131,342918509,-58714709,,46753366,22145366,1299720,59186932,36346361,124363902,,,,85280270,22298292,9924449,,,14415383,,3037044,-758921
2024-04-06,861530371,-53965801,-97583519,72148780,-36724258,-65336887,,-14574261,25796910,48004993,-3612422,-6127959,18218595,,,,-45628190,-5406040,-6482786,,,-827198,,-348007,-5087644
2024-04-07,718264674,335236586,184181792,105670559,116549771,66800567,,53560161,47727535,13818746,55202870,18698768,138057761,,,,-6469078,10363531,8451408,,,9858039,,2857857,-4275247
2024-04-08,6268239413,665274100,94256173,113436968,203721065,70125895,,43578567,70547175,20307318,20977373,40546576,42672787,,,,42790072,9686722,10830003,,,4885154,,619831,14197517
2024-04-09,327298440,1038284293,730536726,282182124,696571292,92541177,,134257557,107509333,51468366,170023721,94039517,248395161,,,,175602247,36866106,50470955,,,22110541,,7192838,31543380
2024-04-10,-4137381812,-606926345,-848375301,-314634204,-461260914,-251505948,,-110807849,-133971071,77487761,-135795994,-84676603,-286749677,,,,-116597634,-35533609,-44413012,,,-17667508,,-6187923,-9749948
2024-04-11,-11465996812,167128996,246796925,148631970,327000924,-4246444,,14056943,74884858,-11052933,24701686,-1068836,37066019,,,,34275190,21090226,11084983,,,10189167,,1728095,7230750
2024-04-12,12128384061,153025119,-99830184,-31025182,-186988154,60727749,,-24983083,-34403607,-17885844,17272131,-99699,1328662,,,,5141366,-7363311,-16611718,,,-6302976,,191202,6369594
2024-04-13,-4453256251,-1817032967,-700392333,-562743202,-873700930,-234763639,,-217554794,-316394975,-79531470,-221831680,-153782817,-551804356,,,,-246818230,-40669416,-88066724,,,-32875951,,-139083285,-51193741
2024-04-14,-6882880792,-1651011926,-828081090,-470732454,-1161566359,-176251497,,-280265958,-295435406,-50292324,-240895967,-145337111,-701857147,,,,-224912155,-57250089,-92563653,,,-27404048,,115603670,-31709713
2024-04-15,4443007842,1137436392,652624951,398981940,262295701,133112254,,259131574,198230279,55096806,60800607,159585090,484756867,,,,166285214,29879086,48456231,,,12112372,,5077612,31636880
2024-04-16,-1217602589,489187758,-514067443,-137633088,11915421,-274389604,,-158608669,-98418470,-3515225,17762458,-122720785,-272482334,,,,-49697314,-29192874,-23719032,,,-17202986,,-4576605,-17732117
2024-04-17,128974087,57861375,100438858,1109766,88628825,7305496,,26919462,45702023,13887602,30368015,28401590,155967327,,,,-5074497,8348074,10211948,,,-78476,,1140453,37204181
2024-04-18,-3284590478,-784136111,-395954584,-161899339,-453188672,49322350,,-83416370,-71007383,-11168446,-137731810,-66787957,-246338890,,,,-69403082,-29724949,-31144371,,,-15828334,,-4950886,-6965103
2024-04-19,3847566859,539082872,278801028,158224858,409159252,54341775,,45250277,93476416,25704511,63970573,75672054,127983535,,,,98847163,26375185,23261130,,,14475523,,4227956,2241726
2024-04-20,1053734408,261680653,146992283,236443239,288876256,12541831,,40087133,-14323647,19304083,30750802,30292050,75665118,,,,4381648,14441876,20933441,,,5968576,,1721198,5828094
2024-04-21,1355563998,214339931,70199854,146205894,213105115,71606120,,39192016,98765824,6445625,23212825,36443171,228842827,,,,46581239,4098797,20373283,,,7340099,,1091452,14288531
2024-04-22,102415238,-102561529,26053030,10602058,51027380,16195580,,-2709237,47333266,-32487762,6787211,12696488,21236128,,,,24353222,2942434,-4870154,,,1245088,,475534,-3237786
2024-04-23,3221806222,364698556,398315754,195708413,328351110,37038796,,78487481,66974689,4947846,61623408,34996206,146228155,,,,100037067,21160895,20186128,,,17833019,,6345821,12838088
2024-04-24,473885669,29348617,-44945835,-132653986,-10884356,-25053111,,37669616,-6348455,-4321201,-32323843,-1897277,1425792,,,,-15583337,-2947215,2112683,,,-3360757,,-688424,-15407792
2024-04-25,-764109505,-710351436,-486107596,-274270341,-448402353,-93228158,,-91637304,-38825856,-5772344,-99663178,-63916655,-216010652,,,,-125299685,-26869857,-39817624,,,-18247238,,-4516660,-9141067
2024-04-26,604725960,32893762,202184021,35053133,100443983,-78118436,,51702593,29880924,-937673122,-27469435,32571386,64149636,,,,17006205,5100403,4037398,,,3141087,,1019562,4036692
2024-04-27,-1968627355,-120537028,-168180577,-152579233,-188669438,-47883584,,2357549,-43527455,-9372470,-44998979,-56094001,-136571655,,,,-97036713,-8482136,-15241293,,,-5302967,,11297417,-2843183
2024-04-28,,,,,65586559,,,,,-1702832,,,-9171500,,,,,-10455187,,,,-6279328,,-999916,3781948
2024-04-29,-1368370314,1904474421,-257476813,-144237707,130823820,-195630213,,-94760687,956905,3376882,-54330500,-50974131,77794067,,,,-36395774,4952183,-14824017,,,3359027,,1231018,-1841717
2024-04-30,727132468,255126517,338884088,66507383,-265069212,-6821143,,44365943,59266991,-5592700,29294015,36558733,-49072979,,,,37916861,-8043168,11856585,,,-4335580,,-2013914,-3455558
2024-05-01,-3406721344,-2109344593,-695249741,-384421403,-771975885,-69577090,,-139711139,-160264621,-32866805,-166188749,-100454421,-209372503,,,,-71389885,-38626287,-45528016,,,-18168344,,-7681023,-28292205
2024-05-02,-2541283223,-652362046,-273271949,-60694754,-364166959,-50457289,,-65452253,-14490080,7921207,-81823111,-28668247,-221519739,,,,-74839936,-29512753,-21844766,,,-17749048,,-4621469,9019809
2024-05-03,1655995900,301500547,422224052,157626185,341226750,75672929,,87052835,50563439,20159719,51510644,65683117,169479140,,,,59776321,12449123,24545220,,,11534218,,3096744,13240907
2024-05-04,4180863551,1205901761,684055608,365362898,739363255,68009838,,142923036,156875995,4052002,134301995,98809252,280246948,,,,111978733,48783610,44480863,,,60167785,,8822700,30096441
2024-05-05,340893895,78635085,227583872,51052807,160077838,36557342,,5809797,24099543,8545522,30616570,8810798,91084322,,,,29811716,8940282,25641473,,,4563747,,1298769,5362088
2024-05-06,15106965,10476018,-15947101,11264618,-20337099,-25493651,,-16223884,-1135568,-2207381,-5479277,11074316,-64499962,,,,11755824,85125,-374495,,,-805901,,112521,-4459785
2024-05-07,1827498204,-9037816197,-51829248,-35690496,-144738499,-7221762,,-47263078,-70043619,191333,-23111796,-12622871,-53470972,,,,-23769654,-2835682,-84364,,,-2631891,,-762755,1797296
2024-05-08,-994059384,-192843426,-138520963,5855557,-163994296,-74784148,,12026952,-38634341,-4371388,-59530709,-19544126,-85125316,,,,-23256333,-6609996,27610104,,,-6677248,,-1326892,-5494888
2024-05-09,-1963411698,-493958585,-212900383,-214082200,-370986153,-28070550,,-44392210,-53929475,-9142419,-389517710,-53956143,-188507665,,,,-69565707,-20043325,-35084423,,,-13551752,,-3823733,-17439816
2024-05-10,1807278830,482116944,374617986,94250292,412427753,-15430202,,77405925,74056442,-16747953,60782718,38512011,140762475,,,,140978577,15906284,21382024,,,12388538,,3026878,12930175
2024-05-11,-2925067270,-235428795,-526527311,-224084144,-609681683,-67988806,,-69977003,-81472025,-55362206,-96772255,-62667189,-275023573,,,,-137642997,-24584926,-27597039,,,-17474410,,-4962426,-12673842
2024-05-12,539688104,90988178,-29707100,46768255,35310525,12219641,,26095115,34523486,-29172808,6000092,4374314,54235300,,,,5185141,1490231,2367098,,,1208214,,327134,4621673
2024-05-13,186962959,90174967,97992415,-17366879,49891824,10403127,,-54356271,11070928,-1667093,11465462,-10684792,13242062,,,,497474,4304135,1316496,,,2500335,,759900,-5586979
2024-05-14,1604156347,264316381,423223347,135844576,296359134,-41920034,,26083613,22867708,-5684835,50158849,5874799,100366743,,,,90419550,21196722,-2483581,,,8295072,,3556329,11572079
2024-05-15,-4880065170,-300629572,-150833915,-196199167,-292173937,-233223072,,-40037371,-71064645,-12115701,-53501255,-64131268,-95817801,,,,-71051306,-16003657,-28975919,,,-13223139,,-2929504,-13137527
2024-05-16,4693979175,916076844,929743951,503869715,824106970,97568466,,130293960,206395372,22590188,165360622,103136695,439865071,,,,216935661,54531693,60776137,,,36525630,,9817743,27115905
2024-05-17,-3033221604,-249838652,-190983766,-84698417,-218212465,-29524339,,-37474435,-8491851,9037373,-29522688,-35143213,-121298421,,,,-71714319,-8312496,-22351087,,,-8048824,,-2042706,-8597463
2024-05-18,2388667706,463564984,400484794,181344770,537142520,53627272,,47243010,103727480,15556497,85500122,57466701,223736249,,,,64694844,19007448,25725388,,,14692230,,4251335,23995248
2024-05-19,78241665,21637121,34710896,-44705247,49506653,11495617,,-20524843,17179416,8367863,21887876,-3916029,-66571890,,,,11752994,1713947,2839319,,,-83053,,473636,949058
2024-05-20,-1039575663,-194988876,-103701953,-104692688,-163950042,-25106510,,-49009475,-46240070,-8107862,-26425639,-25913436,-73182378,,,,-34397199,-6356351,-14763700,,,-6166105,,-1338404,-4449332
2024-05-21,6009960341,1190808147,1074742991,513569068,1301252475,40097440,,152719833,189344230,18223129,286761926,158689573,481648750,,,,253078554,38453555,74618422,,,35239821,,10973954,46502722
2024-05-22,1735205047,-19065250,53287813,24859032,-57393842,36976261,,23859607,27032866,5705298,48408979,-10092875,104363074,,,,21210482,1250416,13651640,,,2492775,,1187592,-6794344
2024-05-23,-430117516,-23611923,-54547693,-120877977,-130654496,-26267346,,-44385539,-7019992,-72995173,-9651225,-1247034,-43300273,,,,-16541444,-6723585,-520389,,,-6773102,,-1093215,-4939381
2024-05-24,-1122236303,-73451656,-318369720,-89645832,-122712069,-260304790,,-100924707,-49599947,8336283,-10442342,-31004131,-154014797,,,,-118724665,-19737915,-22631747,,,-12839258,,-3208529,-1297550
2024-05-25,309701257,-139313478,186405472,-93342283,15987385,31932284,,10338503,-7064132,-10400360,2664162,7712208,-1450044,,,,-39656502,12530128,2866522,,,8704658,,1963449,-1302317
2024-05-26,354060066,768968223,38842075,27331717,89815122,43844822,,-11620277,39844548,-1932344,6460557,8242406,51832872,,,,22797522,3759644,-267940,,,2961305,,573031,-5358282
2024-05-27,-212390499,82049063,-74214408,33113228,28372853,-25485505,,-6110554,3831422,-3220745,29792639,-5644091,-73122140,,,,5848122,-6289903,-923920,,,-3708985,,81455,11271403
2024-05-28,1437978531,167873429,236160792,179943512,281749341,1590536274,,4793773,98496943,11195417,48565601,47850040,236343610,,,,72431718,12119967,21379183,,,8849934,,2365718,7510774
2024-05-29,-1177861257,-336768490,-235773353,-84014346,-216061170,64058933,,-73581537,-47256646,2545321,-63420067,-30108669,13281175,,,,-94223229,-18649869,-22246593,,,-7122567,,-2579414,-1317497
2024-05-30,-1198372331,-184754488,-261858366,-152300302,-173139176,60721602,,-16803162,-50923197,-17529243,-42468100,-27221320,-79282282,,,,-43207601,-11631664,-11601924,,,-7177376,,-2518827,-7564845
2024-05-31,-242615274,-79519509,194333957,-39024443,13398813,84209912,,-1796080,-15379544,-6343917,-5805311,-8184652,-101314229,,,,65153520,9279248,4893545,,,3120055,,1333389,-5138104
2024-06-01,-399791324,-75508762,-128241652,54589752,-103215366,-5335764,,-24766186,-11779146,-11043790,-26897137,-15727941,-30205662,,,,-75796823,-11480643,-6823833,,,-5568448,,16841880,-973582
2024-06-02,632006967,111858388,138533075,46940309,60571143,255452852,,12027566,21091503,-1179423,20510316,3048635,15929431,,,,11136983,3960792,9224611,,,3870790,,768149,-12978194
2024-06-03,-761022489,-71795235,-120867252,-30973480,-19790370,-122397360,,17947760,-29952865,5748982,-12407742,-22111043,-49639869,,,,-9692120,1763636,-11391474,,,-2349789,,347683,-5477902
2024-06-04,1482647143,253638700,296537311,23579543,95286530,-19459553,,-38198390,16773190,2501011,20052558,2907820,42402326,,,,61277458,13406326,9962737,,,12170552,,2066003,21671360
2024-06-05,2528548315,299481284,345963770,104064570,274774709,-72800410,,54088375,77451167,1617428,78076434,39442091,89074714,,,,50417225,21514925,18578050,,,13078627,,3912795,-9394388
2024-06-06,1033084922,79684518,158164073,141525149,261085005,27941705,,40782314,51746391,-6835446,38996543,11150483,111615004,,,,24616288,6219310,7548840,,,5279257,,1235478,13438380
2024-06-07,-641138017,-66756203,-118465774,-69620268,-394550098,-217801901,,-5975429,-26681836,-59449565,23360654,-24536761,-105400837,,,,-38129645,-4453754,-10859990,,,-4712621,,-1088521,-3221786
2024-06-08,-4478388141,-574386615,-358460150,-305132931,-424678022,-106691938,,-102195794,-136854236,-49180741,-142195605,-56011187,-258251768,,,,-116129137,-19109124,-37489177,,,-14635317,,-3981543,-10343971
2024-06-09,205014617,-80577637,-137573438,-99394762,-49561930,-42571025,,12851267,30786755,2880936,2593175,-13132594,-88198123,,,,-23037971,2560026,-13851840,,,446144,,-271945,-6376763
2024-06-10,554372649,-186443387,142566756,84156058,128727888,35944953,,54090344,35486522,16268431,26155063,23889279,103014296,,,,54463741,3134990,11330331,,,4138597,,1162735,6052616
2024-06-11,-1925043093,-313079118,-109440346,-157600595,-109580318,-34985185,,4532959,-5225671,-8358793,-44669160,-24392539,-106913892,,,,14746663,-1558586,-8298413,,,-2377387,,-595071,10607200
