date,bitvenus,hibt,bitlo,coinsquare,hashkey-global,bitmart,levex,lbank,hotcoin,woo-x,cex.io,probit-global,nonkyc,p2pb2b,exmo,bitomato,nbx,tothemoon,btse,coinw,arkham-exchange,fastex,latoken,tradeogre,grovex
2025-11-06,-1114942,26425,1056117,5892739,116902,107063,,122046,43892,-3642175,847376,347039,352866,120507,268948,35398,126425,-228601,41265,281566,366988,-910592,13838,14,
2025-11-07,1706240,13125,-871636,-815002,-939597,-308688,,-1280175,252939,655796,-864255,-545952,-270386,-131865,-47138,-36266,-192279,-302969,-46212,-324432,-1755878,-275583,-7229,-16,
2025-11-08,-948796,33776,1180869,1357730,542410,249759,,198116,579648,639044,-1907620,881721,388335,101726,302645,26863,-61532,1305370,31913,-462065,986115,183359,46353,13,
2025-11-09,-250059,20912,-467003,-533835,-239747,-476133,,-180918,20589,-294743,68586,-296654,-62004,-48616,-86052,-14331,-17755,-89435,-12227,397946,-192213,-184684,-11436,-4,
2025-11-10,751721,82656,1513598,1204508,279798,135743,,3229937,214889,-966486,1074036,52996,564933,240653,121038,62290,107728,-380559,71222,281753,2243121,-138028,24497,15,
2025-11-11,372576,-35569,260880,348267,155546,-442691,,-576051,-878221,1474341,2946625,204829,-163840,-49255,-11215,1784,-713388,449873,2482,400664,-48405,946923,2445,16,
2025-11-12,-1632333,-234479,-1318482,6983372,-101764,-433844,,-238390,-1065114,-2544819,-2064434,-507329,-401446,-168190,-30600,-47746,-133020,-917515,-55662,198753,-834188,117369,-14158,-18,
2025-11-13,-1154221,-92578,-206459,-1120156,-169420,39500,,2269843,-396650,368466,1276276,-206283,28680,-11877,5038,-23258,44788,257867,-27303,-1868417,-1131524,-581279,-5481,2,
2025-11-14,394937,486457,-1181489,-971253,-222416,76977,,-502485,-405316,-657879,-1733725,-406179,-480677,-200626,-54427,-53146,-1298083,114250,-50454,571466,-307760,-101027,-14367,-13,
2025-11-15,-1474650,-628160,-834221,1742062,-322660,-184159,,-419118,235918,-398604,2148724,-332273,-161838,-153833,2250,-60594,-33622,-323488,-87694,292683,762055,-137794,-23361,-1,
2025-11-16,-789439,-115361,6400,68681,240452,430980,,-1083684,-519067,76963,60243,-103842,92407,17155,34995,2814,1392,-133845,8786,328605,-174447,-357496,5884,-9,
2025-11-17,984604,-541856,-403502,-589677,-96580,40783,,3831463,-79947,-170162,-2430462,-264988,-154832,-44259,184699,-10923,2027,-280128,-21470,-7640,-362210,-114227,-10876,229,
2025-11-18,-890108,-236883,-645260,-903401,-227685,-171001,,-324831,-117613,-1515260,-850073,-218567,-163253,-148725,-150589,-44523,23296,626687,-42733,-1055320,-234861,136642,-7708,-21,
2025-11-19,-1346610,-24316,453365,1543361,-320815,280853,,-650981,-472665,-2658585,-594014,797766,137809,39420,140690,-412,-151705,1323880,-1007,218837,936418,599819,6900,10,
2025-11-20,2522042,-89286,-625935,-6730040,-171189,36519,,385053,1221532,-579150,1971380,-490152,-236976,-50500,-78887,-11838,40516,-963346,-8092,236730,410184,273340,-19941,-19,
2025-11-21,-3315033,-40272,-1237951,-1371687,-336101,-73309,,-943025,67761,661375,-1222314,-479981,-436675,-255938,-164349,-82475,-134670,-387737,-92374,117266,-867055,-194774,-15991,-20,
2025-11-22,2757889,8338,-812078,-928098,-392626,-62223,,-966835,327022,3408188,817307,-1035749,-91333,-84250,28820,-25218,22800,-134900,-38806,165630,-74542,-178766,-21883,-16,
2025-11-23,-1330953,27267,-13959,-368771,-7001,-1435,,-85557,188311,-242438,-340739,-85414,93948,8589,-23445,727,-27449,295667,853,81593,-270980,-217129,-5402,2,
2025-11-24,820163,-21655,429614,374242,78596,70839,,18093,-398866,-200939,-124268,64275,135490,67955,-26758,21854,16305,-217212,31891,162798,137691,-35655,1069,28,
2025-11-25,-264170,-387761,1291653,1080767,109993,680172,,222887,-102472,421167,-584388,1098391,319361,119430,89866,25996,63486,-150332,23682,198205,342623,-400544,22133,33,
2025-11-26,-2075918,-20630,-98890,8901,207159,-336565,,745500,-48310,-1256406,580104,-238289,98851,-35398,28300,-5700,15592,-5334,-12110,217794,-12267,-98774,-2665,-8,
2025-11-27,2542071,-1185728,529782,635477,241481,-410487,,299324,63845,120675,1336000,-34126,177291,154136,55890,44468,26087,110896,57227,23873,517531,-448605,5403,4,
2025-11-28,362519,-509580,43489,-257258,-3459,-396858,,-501794,-58344,-1124665,-2104511,-70979,-30984,50031,-1970,19333,1631514,249268,22577,98177,169498,-694986,1283,-10,
2025-11-29,-385603,599650,-63045,-547284,-281437,169918,-32710,-1465936,-31638,1579203,489512,-118446,79060,-11409,59969,-7446,-1250593,-197083,-8961,153128,103752,-1107201,-763,1,
2025-11-30,-1354988,-217715,-101705,-270842,-34848,-126244,27404,5207866,-19792,-2140225,-348397,-140694,-57434,-18212,-110975,-846,-5211,-71646,-985,3000,268535,176250,-4757,4,
2025-12-01,797005,-223108,-392296,-1404331,-211379,363151,-123883,-163414,-128127,502370,-797910,-317786,-33694,-70387,-45407,-30619,-10172,-29763,-35654,-598427,-223868,-385261,-20322,-27,
2025-12-02,-929476,223842,-1303349,-285796,-335927,-27184,376414,-1821993,173232,1349692,1773247,-459908,-467741,-184865,-135542,-47470,401506,-240922,-57244,-46613,-321475,247857,-1447,-11,
2025-12-03,2668685,-53054,775479,2168829,582905,40752,142811,557383,-107453,1030774,-933641,1297127,497503,277909,247158,87871,189332,-645609,104285,31920,634803,-433906,20940,34,
2025-12-04,1352928,125728,903438,1042064,-84074,195331,120319,152807,-12478,-718174,1479644,333915,402930,141590,132546,27982,350881,115785,32480,28109,318636,841962,18625,5,
2025-12-05,-10389601,-12857,-578243,-880212,-393657,142810,-76460,49737,181803,999549,-2481236,-260649,-30669,-44624,-181130,-11556,-28556,-72973,-13282,51622,-2008520,-992056,-9761,-22,
2025-12-06,7513916,3121,-929967,-1380255,-159023,-121287,-122107,-766306,-155539,-136679,1923080,-119002,-297359,-180568,-124350,-55860,-165682,569008,-65208,-19758,-494504,-759977,2946,-15,
2025-12-07,389852,6173,-630868,-3837497,40868,31327,-65432,-760535,48468,-2721067,-27986,-2155,-33786,26137,17454,6437,-14531,-357698,7482,157353,551619,162267,27526,6,
2025-12-08,192443,94332,92063,-77366,15697,-34497,-52307,42912,-196910,-1026376,-14654,-51297,19465,28629,87284,12241,-10229,-147287,18321,105175,-352688,-251028,-12397,6,
2025-12-09,1435828,-176,433798,463696,63874,-97924,48730,167285,237058,-2475843,-524425,-37329,118924,53247,-93248,8914,17255,197503,6387,115538,570003,421030,-1502,-5,
2025-12-10,-154081,12792,871209,1167033,87162,149775,-259481,-656745,299929,2478605,3231819,198934,447733,137163,143178,31144,35160,1123297,36021,78809,1212134,-231265,14074,8,
2025-12-11,125572,-88426,-245331,-307741,-69944,-40090,20812,54528,-245117,1086727,-2177000,-188759,21304,-14394,391941,-9222,-21930,-590667,-21084,12683,973338,179311,-6072,-20,
2025-12-12,-619935,-71426,-309583,-407240,227005,59691,-78268,-126574,31453,61975,-1340222,48836,-194258,-20977,-126570,8932,27831,-93957,17573,20902,691582,-117166,-14407,7,
2025-12-13,529170,-106648,-744674,-649687,-372138,-232316,-133968,-591507,35477,-2159332,576525,-231484,-381985,-137484,-340367,-37093,-8141,-48785,-39961,-14476,-397414,-241168,-18846,-4,
2025-12-14,-1808683,1031406,135177,121032,-39760,256977,-34897,-69575,-79732,-91223,-16059,-51160,128698,6712,15397,685,7266,9704,605,1655,-480983,301090,5615,2,
2025-12-15,-446347,-566207,-436249,-675032,-107603,-198535,63480,3287933,-81527,318480,-217423,-236649,-56805,-85689,-27927,-33179,37536,-59522,-38657,-278336,-1730938,-272263,-22854,-6,
2025-12-16,-3160008,-423712,-946148,-610253,-190364,-26452,-102756,-406585,268569,480626,-3632616,-418053,-350986,-144993,-86853,-37209,-235982,-219463,-43358,58267,1732317,-340950,-15447,-23,
2025-12-17,3940884,-127583,313401,111548,-551626,756586,-403788,-155027,-29004,-588258,1054845,60329,68970,61915,-9563,24159,12821,-131603,28306,-488397,1392628,145241,-1634,6,
2025-12-18,1530112,-84617,-1641768,-860259,-251849,-862263,-82944,-603013,145417,-255711,246383,-57686,-319109,-98817,-302421,-25455,53167,-181917,-31123,303776,-452787,542505,-19076,-12,
2025-12-19,-507702,640186,-332797,-285841,-38024,73129,-232362,-126386,-38209,560886,-2606269,481195,-22609,-30329,-140041,-14095,-34383,-65576,-14354,638986,-1620135,1746646,-13917,-17,
2025-12-20,890523,-64309,1085515,1020155,185008,549198,136363,204190,149153,-123889,1570445,-56381,327706,156634,154815,44611,100145,-33118,51334,67596,927132,-420103,32158,26,
2025-12-21,-239076,81634,98343,-10669,-156572,95297,32000,175558,-149982,506139,944898,-83135,40940,13418,17111,5058,30721,-45438,6226,422,898,-95206,-6472,5,
2025-12-22,-371984,-18132,22389,35729,-117461,-59798,-4493,59359,5775,-355652,131965,-103340,63479,45570,53406,13277,26086,-31459,15335,2230,-26871,-127446,-13379,-3,
2025-12-23,787252,-1137,-60708,-282625,-182361,-71166,-4646,-833799,263990,1549047,5415051,-225711,3413,-15299,196751,-10571,62620,229268,-8517,78775,222954,-290972,-2617,-2,
2025-12-24,-1674611,21836,-279974,-684340,-28908,36161,-70120,-326240,-49733,-224310,2289968,139956,-57710,-75113,-151642,-13255,116829,135884,-23991,-1977565,-212546,-256209,-5309,-9,
2025-12-25,-1339874,-48725,-113601,-189493,-13353,44276,32393,-353917,214789,-1021263,-9553764,-34862,-103927,5749,-89428,-1755,-7465,-11860,3019,238125,45438,-243233,-2200,0,
2025-12-26,1004564,36980,-314391,-396358,-7123,-75600,-2880,-301701,143041,147275,-1156967,-237461,-97551,-28233,-47640,-9294,-17593,45402,-10693,124318,-180822,91066,-6884,0,
2025-12-27,-905392,-36770,177710,286976,30743,372389,23361,4256061,-148723,-2155727,4162742,98996,5293,10162,-39056,4016,-179986,-27833,4711,425372,59549,-792640,-3409,-4,
2025-12-28,-796446,54044,232749,521350,97319,322975,-1502,-94697,91794,-225387,59303,-411255,89856,28848,81324,8711,9206,1338,9994,109755,808320,2470187,37869,6,
2025-12-29,565158,-14074,53767,365448,-64156,504731,8133,-1032443,-142309,803110,-774948,-129867,54943,3211,-4299,5491,12685,-60274,6104,105805,23892,-195495,-3060,2,
2025-12-30,740024,-11199,-231756,-425627,-95315,-306358,45641,-60341,-616570,504348,-276456,-228866,-164802,-64844,-64494,-15444,1389,-186386,-18794,341570,-15871,-160440,-14205,-6,
2025-12-31,-1019314,-3670,213690,120631,-10451,198440,-472744,235784,130907,-722988,-1397589,547298,151574,52382,19532,17306,148777,213001,21644,3384973,157040,5977389,1622,6,
2026-01-01,32048,56027,-129178,-396540,-217422,-152257,148144,42036,10399,-401690,-5831184,554395,-13971,-21303,-1205,-9084,-397552,-27704,-12183,-3934470,-26270,-1547644,363,-11,
2026-01-02,1435277,38343,431026,487486,140194,-76141,-140623,149053,-86204,50272,59074,45507,91176,55964,27148,17146,21169,-77074,21554,116393,276866,-35972,17599,8,
2026-01-03,1107955,38626,1069226,1021276,50840,793557,109883,-1118654,42421,88405,3376256,-1658,301713,95983,207811,21537,-79698,-136264,26561,131319,610897,-17846,34094,33,
2026-01-04,241431,280007,276462,6027082,74939,268833,-51232,-69710,-96685,-402522,-74011,138908,-70093,52076,-71392,19644,19099,-39072,21047,15697,236390,-42501,1886,9,
2026-01-05,319657,-63226,367628,1015365,-126632,116442,229207,-854937,-123374,209709,342217,-54251,113051,54582,56401,20591,3619,-57885,23942,26441,10187,-25779,33995,18,
2026-01-06,271828,734862,1123766,935908,176876,-776588,61748,3674924,-522989,-266788,-3509715,-131897,91090,76705,58785,23369,60797,823530,32151,74259,287571,700154,-2143,51,
2026-01-07,2199696,263725,13725,354367,-13316,248955,33795,232637,-330233,21110,2010818,-161630,181261,-30576,167316,-2214,39622,-43613,-7562,-702905,-2525714,-49961,2975,-27,
2026-01-08,-3274271,32899,-973626,-1169666,-125980,-736203,-93004,-894274,34873,-681042,1340106,-305226,-323799,-91138,-131326,-39049,-12849,-213590,-45215,100597,-1103594,-432146,-18514,-24,
2026-01-09,-512595,-41791,-308460,275458,-66812,374291,19322,-580185,142582,2143276,29889,-179656,-121726,8805,-47911,-3330,-59157,-97279,-3868,593,669173,-150596,-17651,-5,
2026-01-10,242625,85716,-200562,-447310,-10187,-261877,-10219,-100469,-18055,380906,-3527003,181478,-33521,-34876,-16962,-10472,-142119,-89789,-11818,31056,895719,276958,1349,-7,
2026-01-11,-480011,-224895,-21628,-6829264,-23885,-52837,6818,-239582,72965,-115870,-46828,-136006,-19230,4325,20974,-1874,-4022,32973,677,180230,-100607,-75068,1679,-1,
2026-01-12,594286,1261816,36401,7234260,8836,-12731,-35219,-59006,-529181,1271857,377925,-4769,114537,20465,-13783,6758,10697,-203467,5046,64329,370509,-80315,-7326,-5,
2026-01-13,-167857,158226,-92330,-55278,-13690,-274164,-34568,-1576469,31618,-5186137,3030539,-219341,134561,3271,54521,8578,426801,104498,7914,13112,-54020,427115,-6301,-3,
2026-01-14,1600232,-423865,1508774,1631190,436087,353434,125370,-1105261,787299,332221,-2031494,-15116,471455,205701,538655,71545,101083,-93739,85085,-422455,824109,508148,30396,23,
2026-01-15,-1607074,319383,8620,-18978,202172,225699,119856,3220515,17203,-361238,-706618,-468569,145303,45294,-244087,26533,-423980,6807913,22652,69911,21778,-222097,-11760,-10,
2026-01-16,1041382,-54770,-430152,-988883,-151825,-1317128,-36797,-2440230,-149678,-46107,1585532,-211883,-51468,-35986,57577,-22729,-33859,-1107533,-21036,203294,-343788,-45150,-15382,-10,
2026-01-17,-1052719,-29400,-58652,307985,418038,245932,40171,27345,18050,-704092,-2554887,136883,-87409,-10182,-46572,-704,-48731,718815,269,-557615,1086871,-230470,1890,-1,
2026-01-18,1538391,80186,97340,-62190,57349,-58012,-77822,856689,58765,620131,72094,-94614,-34549,-2294,27711,-704,-1648,10739,-6358,376783,-193091,-26171,-410,0,
2026-01-19,-629504,-97190,-1048186,-2138364,-185171,-98129,-79781,-581983,-17422,-210234,-363749,-460933,-129273,-143162,-130729,-48525,-50197,126307,-53874,174435,-483777,-65312,-27520,-22,
2026-01-20,170820,-23857,38614,-6544315,-230755,563077,106162,61415,158230,-323143,2718027,1741356,-275065,-17491,-285996,-2849,-33853,-1507072,1176,262724,-7281195,-134539,-14380,7,
2026-01-21,-1893916,18080,-1469635,-1175048,-847862,-257162,-147598,-1209923,113670,-1252894,-1471526,-422237,-600778,-264403,-670746,-74482,-129638,2958914,-86360,-505865,-422656,82111,-23776,-19,
2026-01-22,2091152,86955,437706,5538886,52517,566592,7876,-352230,226991,550802,925700,175589,227503,67148,-40051,20773,181911,-3138105,31818,-269848,-163451,-276199,11046,10,
2026-01-23,-1492622,-28608,-182944,-5159579,-52096,195050,-20258,1663683,-3571,-45365,915210,-152710,-187733,-14053,98441,-482,-18511,3338081,-8182,-3937,269666,837735,-8753,-7,
2026-01-24,342863,-29878,-24488,-121027,344962,-793313,-346576,-85229,109855,-588296,-1903630,34179,4051,934,-18861,149,75844,-1168619,429,-368593,-134447,-19462,-1671,0,4982108
2026-01-25,1033612,-45063,-16486,-25718,-281540,232213,-58533,-61090,-115043,-136804,-104958,-59153,106525,-11039,10945,-5172,-195,-111070,-5422,-747,-1022144,-12393,-513,-2,1959344
2026-01-26,-40700,132509,-996782,-1078452,-93714,335077,-69615,-1099621,49718,-216795,346163,-325567,-333897,-137287,-112932,-31778,-82641,-343741,-47697,-22580,-48418,-57345,-17702,-13,3752943
2026-01-27,303908,8303,803939,363949,757356,-17797,17821,100572,-61163,910704,1166112,81200,331479,91204,10426,15262,-14127,2287436,27674,17256,-316262,-34907,17464,14,-471707
2026-01-28,-1879378,12553,403701,415795,-219835,-751950,10072,106008,2387,-1471503,2022956,-55534,154543,72866,167212,18734,34624,261804,21865,-26975,416267,-15812,17434,0,231479
2026-01-29,1306363,172854,-113422,-199208,7711,-247909,21302,-320175,-256962,-392326,294988,-170643,-32791,-8003,-49145,-5093,324045,-3146772,-5035,-165643,7167,-44046,7266,-4,-1624193
2026-01-30,16446,28137,-1266879,-1086866,-566385,-363111,-119717,514179,282848,-37707,-5168891,-46173,-434701,-243918,215205,-75424,-133193,102394,-88791,-12639,-324157,2268406,-16955,-18,-4667472
2026-01-31,-1586503,14974,-613144,-917344,-91561,290991,11137,-641923,157717,-16140,134434,-159223,-306295,-63140,-222766,-7609,-8442,-1699371,-8788,-1639,-31164,-152574,-9529,-14,-2675978
2026-02-01,-2067607,-162549,-1646066,-1441143,-280457,-309019,-396985,-1576240,574395,1131357,-649633,-352070,-585875,-308358,-240730,-84309,-13903,1712208,-98355,55208,-91273,-188296,-29669,-17,-4015828
2026-02-02,-1049101,6943,-583513,-600483,16649,-318792,-130705,449010,147694,47827,-804755,-190377,-404744,-86537,-122979,-39052,-98335,-1491487,-45526,304939,-286821,-119051,-6600,-15,-5252302
2026-02-03,-1136332,-21753,216300,3036913,-95553,-450061,69528,14405,-58093,-1569309,3064189,90889,185518,49959,254489,31245,89637,1297900,28992,444154,349934,-196687,3732,4,-4041536
2026-02-04,-933546,277058,-516194,-777461,-174258,-172962,-83059,-858348,-189283,1373593,-1614281,-260727,-335895,-158729,123956,-52343,-121773,-530330,-42215,316344,-667936,-186249,-6895,-8,460822
2026-02-05,1422448,-468083,-806355,-397967,-42998,-125505,194290,-850004,177970,-2518634,-1660533,398971,-217209,-140655,-71675,-49846,64015,4171832,-66083,8645,1315739,-958693,-11883,-25,878339
2026-02-06,-1620761,384247,-3125542,-3439719,-1649462,182621,-96008,-2193980,36248,-173170,-1468316,-821592,-693517,-614492,-19274,-164675,-212297,490228,-246966,301274,-4844565,-517897,-50698,-37,-1495774
2026-02-07,2354069,-140886,2500111,2844385,1657862,334339,349746,3250315,73599,1216920,1561328,576556,585132,488974,121211,126638,-827776,3491088,183745,415465,1008253,959346,30872,72896,-6357008
2026-02-08,-1338811,140579,-170682,107181,-1108124,180108,-72134,-55,-161794,-280102,36494,-39839,56202,-50482,-10075,-21650,-13553,-2119228,-11375,150270,-20832,-30088,50834,-1526,-134531
2026-02-09,500654,-196138,2166,-279272,-73183,-670585,64086,-207824,39460,268658,52778,14101,-37667,51336,78672,18644,17540,1330006,22801,80720,-3210994,-50228,-7963,129,206279
2026-02-10,-354477,-34339,124557,258961,870125,86895,33086,-249934,278691,-162725,621933,-31064,-21174,-8009,-58144,-7809,59370,344187,-9262,-1741070,-66983,-1435259,-24252,904,-718321
2026-02-11,-418659,-56091,-499733,-593498,-1117076,13366979,-15504,-30346,-1930375,-997036,22906,-87049,-199196,-79095,-97087,-19967,-55370,4320029,-23130,-19103,-2291722,478358,-8297,-1899,-233101
2026-02-12,1200239,125901,-385013,-462320,166591,-354898,31677,-681671,59893,8192690,-465175,-130446,-93687,-68991,-62460,-24866,43261,-34896,-29031,-306224,-1176906,-1335085,-7932,-1460,-329372
2026-02-13,-630524,-122074,-21545,-339054,-14597,360129,26339,3321856,-180807,-7475368,543557,-42586,-26812,-60182,34480,-15669,26061,-6878001,-27519,368726,34776,-218351,-1848,-1421,50802
2026-02-14,796564,-102577,628943,887574,150886,668464,114596,521014,452110,1316446,712740,112682,263905,154268,125562,43288,70236,-1902460,59581,-84136,286010,217617,14888,2926,-84964
2026-02-15,1626922,-149033,683018,775848,46540,-94957,32787,17714,-22667,-401060,-121407,-102004,238728,44593,80303,11984,27402,915037,14059,1041761,222226,871716,22340,5878,-112961
2026-02-16,-1512564,98688,-647891,-435941,232072,-55930,-11610,-510141,-142904,-451197,65985,-271935,-92560,-71545,-79964,-12774,-32537,-907865,-13759,-1341799,-183734,-57884,-14138,-2616,21294493
2026-02-17,1136954,-59844,121583,155279,-258016,477496,-306693,-159841,-10796,131034,-1069526,-10147,135332,8966,48023,640,208508,-1265110,-382,14948,-6618124,-150073,-13883,408,
2026-02-18,673218,384980,-124357,-273923,-68312,-39245,-38727,316827,-27024,-5763,665385,-180944,-69794,-50149,-122802,-22589,-5714,1832237,-32534,-3812,-4554870,28610,-18236,-611,
2026-02-19,-819908,-101471,-426702,-527336,-4465,-992765,156790,-162316,-101616,-30010,-436943,-92095,-150575,-63813,-59962,-21219,-299668,3835391,-18621,-8432,-1407732,1670726,-8740,-2334,
2026-02-20,-298926,-18703,15279,134184,8526,168849,13391,593860,147304,-1326937,-1719556,34296,81733,27688,95867,15403,96093,50939,16022,10140,-7289,-53668,-2383,-347,
2026-02-21,-30233,5658,160294,411374,-20260,-985331,10713,52539,-24106,6371,2465911,46374,43028,31799,45612,12539,79394,-501001,13563,-84034,-14836,-285103,4808,419,
2026-02-22,33434,-294,-50430,-64307,3307,503271,6240,-546870,-14046,80883,175096,-35874,-154411,2017,14433,-112,88290,100958,2824,8908,-4106,-96256,-3699,-278,
2026-02-23,1727,29448,-202374,-402542,-25639,986948,-19508,-952741,-113542,-86281,-271131,-64826,-126312,-18745,-92055,-11799,-26140,-437687,-8093,-1478,-12348,-71394,-6495,-3855,
2026-02-24,-738406,4578202,-547993,-594701,871429,-872504,64599,-936643,179475,-64255,-1841632,-105339,21818,-132914,-204681,-40588,-55434,-8540725,-53752,-7751,-624085,11921,-4347,597,
2026-02-25,786931,78687,-135929,109672,-597932,171401,99862,-381390,241428,65623,-112765,10931,-35498,-71530,-5068,-12490,8344,6339794,-9093,35902,-9490,-182006,-4083,1410,
2026-02-26,1317695,-68284,1225592,1628247,2452639,1235300,203260,716024,-292178,1456059,-922780,-293141,138066,214649,228014,65381,234837,-2227459,71069,-86880,-46171,405877,21621,2593,
2026-02-27,-1684588,-59920,-329838,-559095,-281683,814735,54734,-1202043,87531,-356097,936318,-40956,-80896,-29432,14355,-15079,-43584,2672627,-17392,103385,-14405,-132924,-7873,-1532,
2026-02-28,367530,-68039,-499651,-575323,-62076,-1565613,-9624,-547582,131099,287027,-666074,-69430,58877,-103510,-57883,-22017,-21583,-1073094,-22224,-38541,-19127,-182428,-3467,-2304,
2026-03-01,-1164826,481993,187523,411503,16758,861355,-204489,4032469,90430,295902,558188,16210,281451,54177,19160,15788,33639,-552473,14714,15459,-2344,-224069,1821,3137,
2026-03-02,-330306,-643948,-230210,-231299,-85501,-233800,57548,-1246706,94208,25365,-30710,-55970,-85528,-44368,21000,-14708,30808,-456387,-20298,34222,-7876,-99473,-6949,-2836,
2026-03-03,534604,189440,598500,442253,213532,-1877451,95486,513083,30681,-230738,260289,79721,-81517,148012,215794,51939,-40602,-856033,64059,36092,7339,30345,3035,1267,
2026-03-04,367566,-105819,-290324,853252,385111,978418,-43472,-541824,197666,709535,409643,-42666,15085,-50647,145685,-7043,-100529,-3045155,-8286,-108887,-2724,-164887,-10205,-1665,-28255843
2026-03-05,1339659,65037,941384,9288704,-171053,255668,109593,887955,-148323,-581033,-460853,161549,196933,224264,365431,70580,136932,-779777,86781,34132,12016,-157587,10683,3347,-14
2026-03-06,307602,80098,-346426,-10052347,-103827,-1377040,31513,-1357007,-234451,676735,1715690,-55692,-98223,-84328,4895,-29065,164037,93894,-38335,-166280,-5419,-207240,-2846,-785,-5225
2026-03-07,-2800382,-114065,-586390,-677700,-154758,-1319148,74904,-612815,-279527,-2030383,-1777620,-103812,-2407,-145144,-407957,-44786,-67836,198742,-52136,11573,-9052,-168194,-15244,-2019,-21
2026-03-08,703616,12966,-179108,-310497,-53090,477427,-42156,-555733,126248,70733,305284,-21810,-52973,-37707,-11988,-18042,-14470,-754897,-21042,20477,-5293,-135431,-7456,-660,-147
2026-03-09,-644571,-13060,-134752,-245898,-36669,544906,-25876,-234200,155971,547391,-80491,-21574,-20487,-57943,-610500,-12217,-52427,74245,-14323,-1463,-2845,-75678,1004,-639,-759
2026-03-10,41632,31850,446856,688746,74048,-971951,159225,735526,98781,-372881,164692,88294,94093,117951,32473,41491,-399810,713979,48332,-37975,4004,1569955,4278,1340,-301
2026-03-11,682011,82014,200896,156507,-11786,3448954,274364,53811,-314739,-558392,-337780,59186,-77206,64266,33374,16022,50539,3417818,21953,1794,275,-766950,3136,1031,-185
2026-03-12,1223168,-645899,73928,110557,139497,-1395244,-56182,-219360,36552,-196135,817930,31727,56040,23472,372369,7358,215118,-1260572,3362,8495,2021,217235,2019,-208,113
2026-03-13,740290,-247971,361671,69392,51116,1855136,26792,22087,-82853,-287501,-2077231,80884,89728,78872,66423,19967,-8502,1589331,25375,2055,4828,-1564831,3808,1008,-55
2026-03-14,-1010718,808521,-94007,160181,26315,-295742,1821,-457011,439242,157554,950171,20849,-37149,-40507,-123448,-9670,11174,-3070567,-11391,63742,-624,1368582,-1535,-160,-808
2026-03-15,769578,-356226,33015,-47871,-8376,138752,27651,-351852,95448,-74289,54239,50990,78399,5756,10297,2648,1043,-232596,2958,275678,362,-43399,375,116,123
2026-03-16,1121579,63087,507084,591450,290227,860702,65844,270453,-227273,-116102,150585,58562,10767,91976,58130,24919,23251,-192754,29042,244041,6772,-30744,6188,1661,1077
2026-03-17,-1754354,-134643,1038525,890079,148268,2450191,343704,248848,198747,1120470,1560366,115649,210158,146958,448893,37885,-87614,585185,44295,185515,14370,-69759,11975,5956,-12
2026-03-18,234926,-298575,-280880,-245892,-21995,85401,-33369,2778923,-196576,365922,-2223414,-79227,87767,-48202,130258,-13385,-77553,1491601,-14507,-539676,-5777,-18767,-5688,-1405,489
2026-03-19,376602,-148779,-762976,-900305,-85675,-321492,-10061,-655760,36760,-1005573,1823923,-122077,-477272,-158332,-501416,-48963,-72203,-1834334,-55932,147927,-11981,8902,-11398,-3378,-1613
2026-03-20,-1444115,-111013,-350360,-245880,-484297,-1710869,-3479,-1266593,-222230,1594422,-899675,-61925,13161,-55746,-827518,-14958,-7228,125387,-19746,88756,-6858,-27765,-6509,-473,-1000
2026-03-21,-459794,-3969519,59565,24757,37122,-715072,-423780,-25962,155675,707513,-823067,25457,-1098,11560,17162,4483,41458,-392792,7561,8653,1771,108579,4726,-189,283
2026-03-22,-646376,-167669,-417339,-451936,378042,-893202,95543,-229566,-20248,-263743,-67539,-87323,-23346,-103665,-4523,-36247,-104913,-24462,-44524,6265,-7545,-87511,-4582,-1467,-15
2026-03-23,543752,-45286,-255342,-220160,-93116,-1309950,-3988,-213691,-127799,-89254,-58048,-56060,-199679,-29589,-25092,-7562,-8762,456652,-8827,-2927,-4062,-152652,-24291,-1587,-7
2026-03-24,2599618,151712,608742,763591,147432,164486,165561,475262,-301005,-1459245,694150,129979,-25063,132857,35142,47205,149981,681711,55169,7263,11951,-6628,8640,1409,-10
2026-03-25,-1256434,38185,46376,119653,214868,121465,-7608,17051,208784,-283842,-1027182,14572,4696,5877,-16527,-2408,68361,324754,4618,-379520,2322,-30937,599,238,5
2026-03-26,-188707,-56535,73885,107604,23633,1270776,49921,-916276,25697,333912,1749954,55971,17622,28656,-3372,12448,-36852,-1539874,5816,862,186,-23962,-471,-906,2
2026-03-27,-1511539,14884,-706503,-1337011,-133975,-309731,-120315,-99913,-340474,6396403,-859665,-121038,76088,-140563,-124130,-45968,-63401,-2868711,-53665,-7509,-14162,-7280,-7624,-1919,-23
2026-03-28,-783,-924755,-501644,-104535,-148473,661572,324993,-1181255,121066,642532,116711,-120402,-58784,-114807,3635,-39814,18787,-860368,-44810,-6527,-46535,-1204487,-4746,-2089,425
2026-03-29,107875,151796,88260,-116282,28593,204837,17014,77568,-55642,163932,109502,13560,50676,3134,24973,651,1124,-146303,338,387,-5788,503356,-1190,743,4
2026-03-30,-100651,-45347,4547,-191410,-20070,-129642,-33652,28506,-59898,-287727,-520338,-19516,23439,-22651,-5106,-8086,-5752,45573,3014,-35449,-1806,-32153,-2436,-423,-2
