date,bitvenus,hibt,bitlo,coinsquare,hashkey-global,bitmart,levex,lbank,hotcoin,woo-x,cex.io,probit-global,nonkyc,p2pb2b,exmo,bitomato,nbx,tothemoon,btse,coinw,arkham-exchange,fastex,latoken,tradeogre,grovex
2024-05-22,1757410,,,465163,,1258818,,,,6743666,,,81536,,,,-261306,,1180,2187069,,2344854,288046,,
2024-05-23,610072,,,-875581,,242511,,,,-325377,,,29154,,,,-199299,,-5580,-2224328,,-31357,34258,,
2024-05-24,-270566,,,-2077394,,-568686,,,,-7303677,,,-161463,,,,134482,,-31780,-1572059,,125411,60674,,
2024-05-25,-341855,,,257097,,-118624,,,,-1106957,,,25889,,,,79884,,19620,961299,,-3977809,-161670,,
2024-05-26,661134,,,528027,,-530144,,,,-4444424,,,-3493,,,,10376,,5800,-843422,,2843,28705,,
2024-05-27,59404,,,-4799246,,-162028,,,,1184438,,,-55067,,,,26178,,-10100,610518,,-15107,222552,,
2024-05-28,-3655751,,,10499618,,-803158,,,,14023810,,,-41261,,,,105898,,20060,58647,,316539,210124,,
2024-05-29,2712549,2091,,-6509801,,-188692,,,,-7969646,,,-24783,,,,-107145,,-21820,351896,,282122,-26043,,
2024-05-30,707327,418,,-1056909,,185629,,,,-301033,,,87902,,,,54778,,-18120,844013,,-66567,-188860,,
2024-05-31,192793,7569,,20149218,,-939373,,,,-6270840,,,116271,,,,-46173,,13740,-1229012,,1080289,-189883,,
2024-06-01,-4803986,381,,-854127,-265968,210690,,,,10250296,,,-2679,,,,-33883,,-15620,-252815,,1667269,60190,,
2024-06-02,1326123,-197926,,605243,-2161961,331237,,,,-2112580,,,606894,,,,294776,,4420,476489,,6453,69764,,
2024-06-03,426217,453,,-402805,-2781165,-641780,,,,-2163744,,,249248,,,,85522,,2800,-1988011,,-9436,-93266,,
2024-06-04,-887170,-128919,,1740521,-4873662,-439331,,,,-2818150,,,522956,,,,40599,,20960,1050504,,767304,-21145,,
2024-06-05,3789333,21759,,14756861,-29460490,823587,,,,-238309,,,902971,,,,26070,,33400,324124,,-2198781,116547,,
2024-06-06,-2206170,29015,,1111792,-25359548,-334491,,,,4624818,,,1528095,,,,-27806,,9420,-130260,,-342395,90233,,
2024-06-07,-434325,-4996,,-1291339,-5323667,-516377,,,,-3563522,,,454741,,,,-271573,,-7020,326457,,-2080288,-109845,,
2024-06-08,-2235715,-360,,-4692932,-3107350,-795509,,,,-262172,,,-505675,,,,-77372,,-29040,-899789,,1810070,-354425,,
2024-06-09,-1138507,11884,,-732711,214632,-890345,,,,-12368131,,,-342603,,,,19668,,-500,-431553,,-19305,-110155,,
2024-06-10,485704,5679,,1605112,711321,233104,,,,-1516194,,,-274206,,,,10682,,8520,-179564,,6072,133027,,
2024-06-11,-1027914,50933,,-1111908,113066,-892614,,,,-1896908,,,-397851,,,,24164,,-2980,420901,,-1076268,-125584,,
2024-06-12,-1580386,-3770,,-6021772,1618573,-3736735,,,,-3718259,,,-29725,,,,-58722,,-43140,-283294,,2334542,-496568,,
2024-06-13,943044,6446,,3086797,7255442,272734,,,,8711326,,,234948,,,,213632,,22640,396517,,-1145173,160543,,
2024-06-14,-858550,-4165,,-3974612,1869928,-347931,,,,-3040857,,,-188729,,,,-79953,,-32780,-345703,,811488,-252243,,
2024-06-15,631692,12157,,-2121316,2803894,183610,,,,-8186852,,,93634,,,,17856,,-19740,137382,,435621,1834,,
2024-06-16,11404,19682,,1404788,-3658287,-514122,,,,4079759,,,131421,,,,3948,,2980,266369,,4532,134565,,
2024-06-17,654813,-96599,,1185494,-1104387,65005,,,,1020177,,,99112,,,,174723,,12520,125354,,504975,188841,,
2024-06-18,-2785093,-302,,-830484,-737545,-463976,,,,-4078823,,,214790,,,,-33361,,-3748,-488765,,-1894375,-343628,,
2024-06-19,779451,822,,-3537038,-1717590,-532776,,,,-5519120,,,-219079,,,,-469511,,-27522,802900,,561827,-272370,,
2024-06-20,-846807,8956,,570889,-44666,-146376,,,,3692754,,,155930,,,,278804,,540,-438822,,869065,-1597787,,
2024-06-21,79700,-99617,,-2527478,-282577,-50400,,,,1942208,,,201785,,,,35691,,-2780,-233297,,674801,-60441,,
2024-06-22,-854929,2524,,-1507058,1642764,69554,,,,-7398637,,,-18450,,,,-58133,,-18982,-408298,,-1217105,-7321,,
2024-06-23,-92473,4127,,380993,419330,745864,,,,318704,,,-9448,,,,35125,,5120,-161619,,-20527,-20297,,
2024-06-24,-30775,11201,,-1727352,-255578,4572,,,,10705,,,-148577,,,,-32809,,-11101,-423956,,-35838,-174512,,
2024-06-25,-2240013,-1394,,-6955008,-323490,-539878,,,,-3057256,,,-233323,,,,-121082,,-72427,-1141808,,1089845,-146874,,
2024-06-26,2151104,-144468,,4151376,560951,676692,,,,5438892,,,210325,,,,145515,,35063,486873,,-201534,152762,,
2024-06-27,-2886376,588,,-2054010,-197382,250445,,,,1210425,,,-53261,,,,60267,,-19662,-183896,,688951,-42904,,
2024-06-28,2616227,3518,,1710342,515181,434583,,,,3998880,,,149421,,,,27669,,12262,32208,,10170,90095,,
2024-06-29,-1608145,-2405,,-2952268,-1125339,-592673,,,,-5630178,,,234247,,,,-1298430,,-26263,-464664,,3358441,-142739,,
2024-06-30,-298318,3149,,1083594,587572,-161867,,,,-441379,,,234906,,,,-17649,,14801,-166763,,-60702,-2954,,
2024-07-01,-829153,6308,,3877164,322085,169705,,,,-842173,,,767677,,,,15037,,18082,109188,,84429,66686,,
2024-07-02,1455572,2304,,1897450,34893,430764,,,,1312765,,,125687,,,,24823,,24543,-80995,,887437,100162,,
2024-07-03,-1025153,-1130,,-2762872,-371691,-4758,,,,570807,,,79634,,,,-42708,,-22923,-291614,,-490602,-67468,,
2024-07-04,-1527505,-757,,-4649373,-664072,-402288,,,,-6744828,,,-388712,,,,-49243,,-34303,484827,,-2896760,-268803,,
2024-07-05,-1991958,-155865,,-6339567,-1234244,-302449,,,,-6416123,,,-605077,,,,-17475,,-35484,295866,,129229,-296452,,
2024-07-06,1426389,-305936,,-2502186,-1312162,-673562,,,,-1596306,,,-597334,,,,-181973,,-38823,1093751,,-76947,-356020,,
2024-07-07,1070143,6432,,3069367,-4120527,891571,,,,4549742,,,660808,,,,-155585,,27622,-1498692,,1132507,270773,,
2024-07-08,-2167226,-3341,,-3811724,2975561,-600313,,,,-4512839,,,-584119,,,,-2897,,-24862,-367416,,1675,-254617,,
2024-07-09,-1123065,20270,,1640838,663629,-727031,,,,7568067,,,232610,,,,-21744,,1580,697049,,-2361692,151447,,
2024-07-10,1055507,13186,,1820933,555169,-647791,,,,-586500,,,191719,,,,200869,,21662,-978696,,1212284,45006,,
2024-07-11,652079,2506,,-170030,1619735,-3527,,,,591694,,,98133,,,,-28560,,-6961,232013,,993299,70939,,
2024-07-12,295356,4223,,163452,4846075,-390466,,,,-1400711,,,80271,,,,263984,,160,-144421,,-1306870,6172,,
2024-07-13,-1232967,-80,,880202,-349293,511119,,,,1599905,,,85795,,,,9721,,4781,949078,,-2074917,27115,,
2024-07-14,445674,5233,,2451851,-744518,195262,,,,5061552,,,-17384,,,,-14390,,19862,-933769,,-76078,70312,,
2024-07-15,1267253,13047,,5464569,-2140730,428627,,,,3951614,,,312568,,,,40610,,46024,584607,,298770,228344,,
2024-07-16,3605524,7099,,6787402,-2018776,503289,,,,3698983,,,647578,,,,-2466,,51146,188450,,993749,355766,,
2024-07-17,48299,-92592,,1006260,-782892,-994522,,,,-6913815,,,40626,,,,51847,,19062,607648,,2737711,53019,,
2024-07-18,-4417341,-105438,,512579,1557482,109913,,,,3890901,,,-74333,,,,-27279,,-2641,377537,,1372457,-67402,,
2024-07-19,-682131,-289,,-1204423,5931419,25854,,,,-8047590,,,24106,,,,-18132,,-10721,-1162930,,-2486904,-749299,,
2024-07-20,2501943,7850,,5962661,1991444,565738,,,,3536776,,,706418,,,,49843,,62686,335469,,3581949,190664,,
2024-07-21,470923,5829,,831191,195064,218156,,,,322156,,-10643,171789,,,,-1082,,2881,5671,,-31114,41336,,
2024-07-22,-257719,231,,2224928,1495791,-158173,,,,4195463,,18020,198232,,,,34742,,21142,190729,,-132041,15578,,
2024-07-23,-832442,-3310,,-720842,8044465,4753968,,,,159652,,878976,-218930,,,,-48848,,-7061,-447332,,-2656526,-197544,,
2024-07-24,-391106,35460,,-2870486,-2395061,-944179,,,,-4097796,,-1020383,-238209,,,,-37643,,-38544,52387,,1352280,-19471,,
2024-07-25,-194526,6177,,-1602444,-3279874,140041,,,,-1813979,,191348,-95162,,,,-22373,,-5360,-165624,,-37539,-201711,,
2024-07-26,-2345504,-8811,,-1998574,-8683775,32287,,,,-3549290,,-449440,-159703,,,,143959,,3800,37290,,-233430,-282049,,
2024-07-27,235264,6475,,4809060,-2810610,739911,,,,6884695,,579667,176651,,,,24536,,42444,470451,,613688,186485,,
2024-07-28,521724,688,,1694735,-698395,308218,,,,-348947,,-157420,332138,,,,42258,,18222,-220208,,11808,18501,,
2024-07-29,-257661,328,,-1656200,-1782376,174459,,,,-3447497,,-252006,236908,,,,-91042,,-16561,67206,,-26657,-48961,,
2024-07-30,675371,7924,,226918,-1746277,-97559,,,,2688127,,-138794,-85662,,,,16857,,-13222,201178,,-192367,121345,,
2024-07-31,-200053,12561,,-2205279,1844384,-856577,,,,-6375406,,-390507,-92306,,,,-28161,,-21662,241486,,1181428,-117342,,
2024-08-01,-288805,-4384,,-2788695,-1703707,-417370,,,,-4071084,,1185560,33934,,,,90968,,-26963,-324344,,-93961,-118976,,
2024-08-02,773609,-1623,,-1679710,668322,-167370,,,,-4450710,,137505,-107105,,,,2166,,-1360,-402724,,-874533,-86232,,
2024-08-03,-1652528,-9583,,-7047853,-1943809,-1062042,,,,-3223108,,-412028,-519077,,,,14938,,-57786,66609,,-1097010,-311370,,
2024-08-04,-709078,-3803,,-3868947,98119,-415130,,,,-4315820,,-376968,-285475,,,,-514934,,-27942,208335,,-14057423,-169737,,
2024-08-05,-1817016,-7319,,-4487090,-276491,-665421,,,,-3785622,,-541261,-371521,,,,-5686,,-40424,-634977,,-13400,-309418,,
2024-08-06,-1741688,-14495,,-10616344,-691855,731105,,,,-8323924,,-1069092,-855080,,,,-258655,,-70447,-178595,,383199,-1176823,,
2024-08-07,563769,2572,,14416948,1008509,753464,,,,1310444,,107640,513800,,,,374017,,26102,92741,,-182785,86651,,
2024-08-08,-577119,-6878,,-4268376,653880,-632417,,,,-2055292,,267020,-328475,,,,21535,,-27263,699117,,-216603,-210898,,
2024-08-09,1917972,19175,,12907801,-477476,826530,,,,8427398,,619031,689559,,,,250250,,116092,-201960,,737626,356883,,
2024-08-10,-41630,6294,,-1926226,-1614125,397902,,,,-768178,,314265,154114,,,,40242,,4140,1303462,,-705759,22122,,
2024-08-11,204568,55,,390531,26034,-329166,,,,211923,,-12678,280628,,,,-3690,,381,241367,,-8803,12897,,
2024-08-12,-285030,307,,-5132285,-478569,-311327,,,,-3614714,,-348475,-382067,,,,-38126,,-45825,229941,,-9536,-100954,,
2024-08-13,1437622,12614,,1330166,186298,1477415,,,,132674,,-143306,240353,,,,-38364,,5640,-666129,,830369,174967,,
2024-08-14,-3461014,10709,,4011332,-379719,-193820,,,,6852811,,186212,347070,,,,150861,,41145,257242,,-999944,63656,,
2024-08-15,2271969,3264,,-2832433,-850866,-460427,,,,-2988418,,140064,-25036,,,,-19028,,-40844,551393,,-57771,-97145,,
2024-08-16,-1188669,1388,,-3552060,-538590,-318592,,,,-1495770,,-464836,-126578,,,,-12724,,-30924,-231449,,291561,-125239,,
2024-08-17,2035806,4168,,2780662,105287,18073,,,,367084,,165386,201980,,,,22748,,34324,129378,,-80423,34063,,
2024-08-18,-1718756,704,,400390,7498,-106745,,,,-1179097,,-248411,376823,,,,-1210,,1960,-519743,,256181,12106,,
2024-08-19,1148035,3764,,1311151,300712,114554,,,,2799258,,-171101,-121902,,,,-5842,,5801,-5963,,-278025,57922,,
2024-08-20,2386861,-143,,-622800,2579374,-531900,,,,-2442526,,-10188,555429,,,,111841,,-10861,409374,,-129115,-49958,,
2024-08-21,-2699433,-1917,,382873,-152206,924792,,,,1388709,,4424,403921,,,,21182,,6000,-508219,,9064,-8680,,
2024-08-22,121071,6498,,3679733,566378,422593,,,,1649879,,-86323,12723,,,,191650,,39364,93823,,78930,91910,,
2024-08-23,756897,12451,,-1441302,-955777,276113,,,,754319,,7890,571226,,,,-51783,,-15861,-586615,,-35307,-15830,,
2024-08-24,3134263,10079,,9181788,1161242,756688,,,,6958258,,762285,235392,,,,147361,,83188,377981,,-11208,254345,,
2024-08-25,530494,-2801,,-1087532,167,17865,,,,96101,,-227793,-372223,,,,-24361,,-19602,-357544,,-11360,-15503,,
2024-08-26,-44711,7795,,1360103,148230,-751797,,,,1894493,,-83296,-26121,,,,14696,,15341,207469,,-7669,26120,,
2024-08-27,-1583692,-3395,,-3564393,-580704,-350361,,,,-17214127,,48133,-716544,,,,-360920,,-27362,-117234,,50159,-166257,,
2024-08-28,-2492767,-3004,,-9918912,-1904844,-1002115,,,,-3427438,,-792030,-493084,,,,-352080,,-81448,165706,,-89138,-337415,,
2024-08-29,1696776,2316,,376698,85290,-323065,,,,-793299,,-240934,46122,,,,331773,,2360,145877,,40740,107582,,
2024-08-30,-59681,12209,,-415852,-995680,74568,,,,-1473983,,509513,60535,,,,837551,,720,-246470,,-37424,-37285,,
2024-08-31,480975,-1834,,-5267738,-1814949,-178912,,,,-3944928,,-58050,54342,,,,-480486,,1740,10184,,20528,-2276,,
2024-09-01,-1305298,156,,-508021,463668,28460,,,,-1341547,,-245122,-94654,,,,1532,,-4240,-208349,,-4031,-19199,,
2024-09-02,-318747,-568,,-3741601,-541683,-419066,,,,-2159459,,-272891,-278798,,,,-38663,,-32364,75504,,39320,-146041,,
2024-09-03,403738,46398,,3539030,563401,618314,,,,8302083,,16215,112318,,,,100985,,33884,330095,,-50704,171714,,
2024-09-04,-1136438,8974677,,-1894113,-391749,-240177,,,,-263304,,1187867,48106,,,,-121704,,-23763,93917,,10580,-121696,,
2024-09-05,2131308,18108,,994441,-517460,527240,,,,33991365,,-174584,-236131,,,,-25057,,4921,-266525,,-30051,-19673,,
2024-09-06,-1764173,-7014,,-4605581,2312277,-1449490,,,,-7065566,,2098543,-114952,,,,18920,,-40224,-65286,,180459,-121145,,
2024-09-07,-1875348,-9224,,-4927300,-1480854,-75205,,,,-2288289,,-32835,-688798,,,,-125260,,-50605,381256,,786437,-210242,,
2024-09-08,1176849,6624,,365061,-88304,160268,,,,3328726,,-92442,310014,,,,-176303,,7020,234347,,-807548,69015,,
2024-09-09,-924551,16905,,2035579,-1143841,347374,,,,1600514,,-1278,294180,,,,15531,,25343,-64229,,-36630,63346,,
2024-09-10,1651784,-11873,,5345751,33959,-371223,,,,5636856,,470037,440951,,,,69859,,44884,-647237,,23606,111177,,
2024-09-11,39714,10914,,255015,-768488,-138142,,,,10271591,,254854,-33830,,,,16263,,1401,311325,,15666,-35805,,
2024-09-12,-1922997,2376,,-889848,-273234,1418105,,,,-3213211,,-163477,312702,,,,-102270,,-3321,-40768,,1021935,-58171,,
2024-09-13,711560,-473,,1452726,-237003,775486,,,,2634419,,340853,113924,,,,49272,,10301,541499,,-783670,13117,,
2024-09-14,131634,10296,,4895215,794964,1109398,,,,5311321,,705419,335687,,,,-33873,,47785,134560,,-221475,92824,,
2024-09-15,1677494,-93216,,-754925,-730532,-1451169,,,,659858,,-317503,-170160,,,,-8304,,-6221,-466400,,-3684,-47381,,
2024-09-16,-887519,-2558,,-2207600,-243605,-1906877,,,,-4230939,,-385767,137593,,,,-15675,,-10741,-1519721,,265355,-89148,,
2024-09-17,-279874,-4748,,-2940555,771811,-66468,,,,-4686492,,-867140,-664996,,,,16253,,-29043,121690,,-222790,-75078,,
2024-09-18,-1552440,5740,,3955335,449086,394722,,,,4012124,,75090,314005,,,,-1098,,44925,138360,,33389,93608,,
2024-09-19,588476,36693,,968134,-245185,14547,,,,4509251,,-146041,18877,,,,-67028,,12461,167030,,490059,-825,,
2024-09-20,1570834,-14283,,4849236,-790642,2643824,,,,4176423,,914844,490350,,,,58569,,35564,302122,,-396373,185674,,
2024-09-21,159646,11798,,4037332,55426,-623216,,,,225745,,281215,-219333,,,,-129997,,10401,-240996,,-22389,114140,,
2024-09-22,814313,1772,,436914,-390067,-695206,,,,7201241,,176125,426172,,,,-4148,,-680,450360,,7121,43367,,
2024-09-23,1405857,19238,,-1532735,-254467,2980,,,,-1932441,,-300189,-185766,,,,20920,,-7261,-720711,,-67503,-55115,,
2024-09-24,-1424770,-9999,,-44855625,2771703,-593192,,,,364115,,680708,-465917,,,,11553,,10841,270689,,-834,144233,,
2024-09-25,-293693,4019,,-73539765,63468,410263,,,,3131735,,459497,-706003,,,,18475,,22842,-486268,,1612064,59538,,
2024-09-26,912235,-79333,,-39370,183342,-753027,,,,-3925431,,-637079,1534801,,,,121260,,-22562,325671,,-1561450,-117781,,
2024-09-27,863278,27285,,817969,1250183,339124,,,,2236752,,216686,-415824,,,,7740,,37124,149725,,-17866,271053,,
2024-09-28,1293926,-7355,,485835,1399070,-858348,,,,2811403,,408655,-385144,,,,-69161,,13901,246703,,-56172,140576,,
2024-09-29,-107895,-155522,,-287908,-185399,357843,,,,-5565289,,-502227,-899239,,,,24129,,-2920,99136,,-18752,-41012,,
2024-09-30,-67833,-406,,207338,-1959008,-132213,,,,-209553,,-169930,-322619,,,,28247,,2920,-102325,,-16892,-35279,,
2024-10-01,-1413869,-8906,,-569939,-772880,-3591947,,,,6614369,,-165373,-402657,,,,-75603,,-43184,-33833,,-95031,-120674,,
2024-10-02,-2137580,39659,,-1507678,-379340,-129647,,,,-12054944,,-1217730,-88781,,,,191045,,-52325,37662,,27767,-186893,,
2024-10-03,-384886,-13210,,-774310,93084,-400666,,,,-5625111,,-641693,-113605,,,,-15514,,-11281,783204,,105936,-193451,,
2024-10-04,1553246,19509,,-3458222,1595111,120360,,,,-8232391,,-479952,-400452,,,,4420,,5300,-1823954,,-89675,-105706,,
2024-10-05,-725783,10067,,694406,565911,1093238,,,,9389740,,908359,680548,,,,-38523,,30383,524288,,-56468,169163,,
2024-10-06,-470018,3974,,-192243,37142,73980,,,,-3576284,,-489975,-331079,,,,-19539,,-6060,-238488,,93379,-26481,,
2024-10-07,317708,5939,,314115,256049,-145643,,,,937359,,57591,90461,,,,11691,,11121,193574,,-29060,64075,,
2024-10-08,-292476,-13621,,629934,207178,-600926,,,,7705203,,751242,-338570,,,,-74192,,9641,305527,,-33685,36954,,
2024-10-09,-2507502,-4964,,-373191,-2410733,-76973,,,,-8270401,,1103999,133692,,,,-46604,,-17622,-283004,,-9047,-53869,,
2024-10-10,2909168,-3936,,-517742,-1221043,-1219437,,,,-6835470,,-598724,-7834,,,,-128767,,-30103,212248,,-9251,-112960,,
2024-10-11,3637194,6930,,647480,-1196308,1409227,,,,-1156471,,-103370,-401785,,,,21211,,-13061,-391594,,94561,-22970,,
2024-10-12,39270297,12108,,117807,-686446,320351,,,,10657376,,606643,533830,,,,35454,,55205,-41097,,32217,136936,,
2024-10-13,3800315,1689,,108216,-570070,-629911,,,,2076903,,-670323,-387075,,,,8603,,8261,-181724,,-15049,56888,,
2024-10-14,-809082,-6042,,-15371,-520182,-1917,,,,-3565604,,-488626,-110274,,,,23707,,-8921,415880,,-14894,-50507,,
2024-10-15,1142054,25899,,989901,-423121,853635,,,,12939652,,1424190,-33838,,,,-9375,,60786,-110429,,12045,238630,,
2024-10-16,-44635634,-157325,,-598417,-1313374,526893,,,,-2299508,,565853,-246611,,,,41696,,16342,220401,,-36560,-96466,,
2024-10-17,-1426854,-96654,,210514,1915681,1430,,,,-2890453,,416871,419615,,,,-66029,,20542,556222,,77841,43449,,
2024-10-18,1181753,1537,,-479343,-150416,-1093305,,,,-2173377,,-158496,-180478,,,,-67697,,-7841,-810248,,977,-71207,,
2024-10-19,-161873,-659,,367693,-953082,16389,,,,9681100,,396256,-72539,,,,-26815,,21482,758696,,-33783,98781,,
2024-10-20,2299017,2944,,353928,753659,587794,,,,-455615,,-466779,-74345,,,,13607,,-1880,-363372,,23783,21427,,
2024-10-21,970575,8840,,643550,235742,15051,,,,8365154,,83763,381273,,,,32827,,17102,-315830,,-35999,103608,,
2024-10-22,-1269079,-5019,,281054,1668160,-216376,,,,4224599,,-244982,-556306,,,,2486,,-29703,374515,,35825,-102597,,
2024-10-23,-1281541,1239,,1097255,90511,-455354,,,,-6998643,,170454,73670,,1134,,-5245,,1140,-58009,,49483,-81694,,
2024-10-24,-1607855,-9135,,-1972574,-220200,-152026,,,,-6154471,,-450832,-166236,,-66870,,-117035,,-23523,475553,,-37160,-178611,,
2024-10-25,1310893,8568,,484440,354506,1274896,,,,7562415,,294546,717199,,23114,,25836,,40024,-992091,,24108,70184,,
2024-10-26,-1275477,-18249,,-813094,-694473,-434493,,,,-9954197,,-475362,-221675,,-37403,,-33497,,-27362,-10492,,-55154,-115639,,
2024-10-27,852967,5226,,155831,2046383,-13113,,,,-4348644,,-315637,-57317,,-6670,,-53434,,-320,764012,,41034,-27380,,
2024-10-28,528166,2349,,676394,153041,244052,,,,8669083,,243882,54661,,14980,,14516,,18662,-388359,,-18632,48159,,
2024-10-29,-237573,9789,,1232801,330375,-746177,,,,-3199625,,743498,129860,,15625,,51826,,36343,-135953,,-57580,100025,,
2024-10-30,2478454,21791,,-6760874,-1775279,588724,,,,11485198,,-881548,133249,,31023,,-188369,,55726,114638,,-10902,94324,,
2024-10-31,-450188,-7723,,-1522107,1440978,-68694,,,,-1421345,,76476,-126393,,-2650,,236546,,-40,466448,,19195,-58542,,
2024-11-01,-1273438,-23471,,-576866,86628,-552834,,,,-11526705,,-86992,-320934,,-92714,,-131464,,-45325,-847882,,45034,-216490,,
2024-11-02,-835495,45385,,43412,-597223,248100,,,,-3697679,,321969,-178301,,-7578,,-176552,,-16321,748435,,-7104,-58396,,
2024-11-03,-611645,-4259,,-169588,-89767,189899,,,,-3745207,,-170118,31419,,-29608,,-2384,,-6381,-641079,,-42120,-50175,,
2024-11-04,42470,-2151,,-279704,-361142,-235843,,,,-2120865,,-244361,-68541,,-22466,,85233,,-10181,26889,,-8462,-44734,,
2024-11-05,-610647,5243,,-2177647,-1455839,-918079,,,,-240331,,-243415,-197807,,-32475,,-26524,,-17402,834094,,-44546,-96580,,
2024-11-06,38463,11841,,541696,357427,264828,,,,5959193,,334559,105971,,47196,,305315,,29583,-160776,,258219,91770,,
2024-11-07,2371224,28940,,5899145,760110,1806003,,,,18814760,,1282321,604875,,263068,,-78524,,129173,792677,,-181841,444216,,
2024-11-08,2264671,23849,,2124292,3184809,-911303,,,,5480763,,1119629,8489,,91909,,-134248,,1380,-219537,,-6867,126158,,
2024-11-09,1511610,-6109,,981560,15901,-1100902,,,,4920950,,-182653,107141,,40179,,106355,,11441,361829,,-11136,60564,,
2024-11-10,2316216,-43908,,813167,638914,280331,,,,9316759,,701897,399867,53378,58629,,34410,,1240,620561,,-13019,246518,,
2024-11-11,-868757,-26512,,1871535,2110528,436806,,,,4114944,,596735,50874,188000,53635,,164986,,81669,-1764276,,-29214,295636,,
2024-11-12,335434,-34599,,987255,2591063,-1041835,,,,7915059,,1360787,1160565,332314,95839,,-4985,,142814,528655,,182137,176942,,
2024-11-13,709808,-6310,,-1050848,456850,-286077,,,,11960007,,-225126,285507,-14603,-14896,,-289518,,14881,-149456,,-89775,-51581,,
2024-11-14,-2294226,-21626,,-128999,-1050715,-490492,,,,-16845267,,-893906,-377495,19743,-487848,,1645431,,40685,1026156,,-33655,-124702,,
2024-11-15,-1143721,-31994,,-126576,-2272789,718675,,,,404206,,-534993,31086,-157213,-63765,,-859205,,-67047,-1696460,,-9529,-196893,,
2024-11-16,2200398,10867963,,1906700,-1849639,613813,,,,6799433,,2116306,-256265,157034,34841,,158839,,78888,596478,,76547,118540,,
2024-11-17,3659073,-31849,,210418,-324271,121742,,,,12738655,,-224835,150897,-1553,5199,,288959,,-9921,378362,,50884,7258,,
2024-11-18,-419284,27867,,1191348,-101052,119031,,,,-17627213,,114546,172675,-55625,-18702,,14183,,-16322,-770760,,-12173,-105311,,
2024-11-19,-2130616,5291,,2388369,745759,357626,,,,8263266,,515335,-6511,89915,188774,,-621663,,35144,-84438,,22505,87676,,
2024-11-20,904714,23909,,277599,-624503,312453,,,,-9444354,,-160126,-113705,24031,-19430,,-87593,,15681,-17477,,-26888,-127611,,
2024-11-21,-908274,-22376,,1162936,-23100,-1171056,,,,-1496347,,67468,-179858,44167,-83225,,68255,,33964,232003,,-40473,-21229,,
2024-11-22,1587731,20478,,1378350,20176,128830,,,,15489323,,-1526652,529689,276585,265090,,137147,,91629,882288,,20522,340315,,
2024-11-23,571906,3282,,2193439,553715,-333391,,,,-3622444,,98004,92903,-3759,-40320,,125701,,6261,-838675,,3513,-71318,,
2024-11-24,879638,4999,,1397257,-151946,632936,,,,10320989,,242887,1052827,-10053,41299,,-90799,,-18202,249550,,-7017,137188,,
2024-11-25,2259955,-46836,,-839320,-76737,527526,,,,12984488,,1018411,621737,10697,128167,,-212600,,-3321,176175,,-16520,-52802,,
2024-11-26,-1744433,46525,,-2668418,-217848,1029558,,,,-8084422,,706589,-847905,-157879,11842,,63865,,-98229,369850,-196082,7715,23212,,
2024-11-27,-126138,-28244,,212909,752007,245782,,,,-3239751,,-1012610,-415734,-80019,-40196,,-14307,,-23183,-703287,-86934,11509,-166107,,
2024-11-28,-925585,25376,,1512241,-1145308,24940,,,,10754865,,964222,607298,294663,198955,,69054,,89489,2807364,909827,45556,398710,,
2024-11-29,-4304710,2864,,-135854,-2397753,-145988,,,,-2231536,,-105755,142996,-37927,-56591,,33790,,-11341,-5294449,135079,-35929,-61970,,
2024-11-30,-1424157,6452,,962329,-221272,2010748,,,,5895999,,670322,61274,82120,25282,,-32331,,34004,593171,682946,6836,49987,,
2024-12-01,200688,15402,,-39938,-148498,-733572,,,,10509970,,-169002,76276,15245,69134,,160747,,-16622,-308039,622340,12526,168315,,
2024-12-02,-155100,28003,,787703,-1438322,281338,,,,2694164,,-73598,-194958,38147,34703,3826,74960,,24062,319810,692513,-71109,161529,,
2024-12-03,-1127057,-4418,,-722161,-1457737,-332752,,,,16521812,,411249,-273158,-113352,373949,-51602,-143343,,-41444,-330160,287191,70287,-169098,,
2024-12-04,-479520,12049,,1413768,1305607,1988062,,,,2508451,,690009,1098455,22526,-4412,97418,192013,,6421,191952,680283,112659,193318,,
2024-12-05,1280630,7818,,-635918,2451999,71016,,,,14742495,,-931632,484633,191991,157672,50615,39653,,56845,-37589,2371444,56987,354195,,
2024-12-06,1545859,46463,,9709517,-1775086,-597158,,,,-626678,,323331,-532508,-120411,-38345,-80365,-108061,,-35303,-243884,2455612,-88033,-148152,,
2024-12-07,,,,1287909,1679537,1075345,,,,,,,,251960,59251,92365,-252718,,55185,,2686149,,,,
2024-12-08,2535213,-81256,,74723,-618161,-413955,,,,-11297712,,363054,465987,9932,35216,22840,584,,-660,-27975,1024945,17077,520161,,
2024-12-09,766480,21856,,-789888,311530,-226261,,,,811755,,145568,203491,2877,-8390,-831,-26366,,11242,5975,965756,-8559,-70239,,
2024-12-10,-5418458,10204,,-5088947,255407,-2425326,,,,-44934671,,-2424478,-1345070,-243198,-310096,-115185,375050,,-61807,-144263,90498,-64891,-586025,,
2024-12-11,-853378,-47554,,172592,19481,-324866,,,,7267868,,67913,17762,-30712,-34973,-10084,23335,,-4420,-200932,660725,-32248,-113561,,
2024-12-12,2144459,27025,,2977838,245697,2268331,,,,8091752,,1298981,748644,242495,113649,109245,33460,,85848,159178,1140099,16183,321646,,
