date,backpack,bitvavo,weex,valr,bitrue,coinex,biconomy.com,bitunix,coindcx,blofin,ourbit,bydfi,osl,toobit,coinstore,gate-us,coin8,byte-exchange,orangex,bigone,pionex,flipster,bitkan,okcoin,zoomex
2026-01-05,8330689,,-210595,1585984,11818693,388956,2262,928053,4988793,4297697,393899,,443631,624995,,595344,523672,,450532,555234,407158,153085,391895,167266,108800
2026-01-06,12245284,,31758,7352715,30537567,7321953,20846,2005937,7871422,2874094,1738698,,4021714,741234,,625659,1101264,,617409,1168099,1997566,-177984,-1651073,440730,875220
2026-01-07,6282503,,-773339,8365898,-6964964,-1401026,-10664,-166835,-999488,-2449385,358552,,1413474,83553,,-187884,-463432,,112612,41166,138635,-1886600,546478,22034,-412853
2026-01-08,-6287297,,-3851311,-4893804,-19166077,-1989685,-32437,-3128837,-7906889,-5589415,-1881616,-242402,-4853208,-1449023,,-906562,-1050056,,-1230441,-1343658,-1502386,-661334,-1582829,-591779,-589830
2026-01-09,-1481004,,-299414,15673683,-4786891,1969777,-745,10192,-1073545,-2049170,-351810,-226714,-302441,-73023,,-230687,76168,,-84457,-270458,-1226834,-243530,-207550,-26418,-971509
2026-01-10,-409765,,-57658,3320245,-2693191,-1435960,-18878,-563541,-1366621,-201998,235051,-516410,-64540,-350283,,-122285,-359989,,-293246,-773133,-231835,-737151,-3738725,-98687,-672117
2026-01-11,3585393,,-748744,-2921725,-1340070,461860,7102,-48457,-343659,-342001,-121008,-84228,201745,-53341,,-181977,-3308,,25741,-129488,-863168,252140,673345,-21606,-467364
2026-01-12,3589141,,201277,-1067981,-2577565,2293442,-2321,112693,-145754,1369793,365760,974475,16490,262697,,-5031,253377,,163925,262279,952964,554879,29997,78428,-44799
2026-01-13,1238617,,707752,-10812393,-2406024,345485,-12547,-2709883,-49793,228630,185477,2401903,3829482,214698,,27788,160309,,161721,-45681,-138710,133839,862531,54527,328068
2026-01-14,9797469,,758679,21233582,15887229,12653226,49155,3106370,15372861,4183796,3025917,4283501,-3544424,2437073,,1727939,2687772,,2071486,3220352,-14979021,2725419,-886252,1002419,4181031
2026-01-15,295766,,-928486,9572655,-4765857,-2897933,19675,671080,813630,-1235301,668089,1258453,1973,576776,,-291416,-669892,,465073,465663,3506495,28582,1109041,280722,-1052701
2026-01-16,1301372,,-825085,-3907384,-6502214,-4133794,-14768,1250111,-3516539,-1036008,-666987,-1700972,26471,-478142,,-595959,-911257,,-389824,-287515,-2521808,-1212718,10943812,-232624,4476147
2026-01-17,7202165,,-457644,2220447,-1647604,-285560,-4675,-35153635,20357,-939480,-38690,-8042980,-158357,-72004,,186260,-927519,,-122109,246881,-19340041,-320986,-12625944,-11400,-515267
2026-01-18,67063,,-183674,-4472444,687321,-132455,2133,-1275248,-225112,-295823,10384,-141942,5521,77,,124271,-37585,,-62431,-239668,574360,-324662,102144,-11176,132125
2026-01-19,-7668938,,134934,-7684992,-17780609,-5614803,-10896,-2004297,-8751869,-1692312,-1984942,-3263081,614875,-1646479,,-1986587,-1708432,,-1247663,-1657707,-20656152,-835518,1245974,-682815,-772630
2026-01-20,-298802,,755120,-17613943,6500446,-1022040,-14441,161492,1443822,713437,11507,-11719613,-125617,-16852,,421583,-17662,,-27149,198028,320097,466543,1088775,-19354,-408054
2026-01-21,-8395713,,-91906,5055322,-14234913,-10417385,-52695,-3198805,-12333272,-2225607,-2884805,-3864579,29965984,-2598346,,-1010435,-2708944,,-2223917,-2931471,-2058864,-1601436,-1112228,-1096294,434585
2026-01-22,5832121,,-663400,9904717,7467705,2491461,22608,966053,4085689,-2468929,873245,713001,3479883,688253,,-1635172,987381,,580719,4065866,2078990,717470,795384,395798,9543990
2026-01-23,-543714,,911217,-3378133,-3463256,187832,-7253,-117629,1795230,-751471,-71889,-275163,-6773651,-69830,,787278,-183560,,-73587,-322940,-2009289,-524235,1471805,-109639,1600379
2026-01-24,13090592,,-4783401,-298724,-690564,856160,-12726,-12766,1050793,1690657,-41417,2444,3636603,7841,,-2596706,-11526,-25378,-21060,543196,81220,-254613,9221554,-21209,4564905
2026-01-25,-4317278,,-391721,-5228148,-621008,264776,-8826,-226854,-581498,-44716,-284810,-137174,22403,-163243,,250070,-187938,-124440,-82726,-263570,-80117,-426665,-14068105,-72535,12810
2026-01-26,-5411218,,-891346,-6573383,-10023428,-3299672,-318,-1285459,-9726430,-1564135,-1926832,-2502866,-192614,-1350507,,-623778,-1355155,-1129945,-1166985,-1606271,-614677,-619892,4751836,-574664,-1548214
2026-01-27,1908450,,365023,-1550702,7830860,4481169,9333,650194,4507174,-102486,1315140,1514677,3391639,859389,,388610,815004,679014,714628,164233,224478,-879304,2444790,339529,1597211
2026-01-28,1225493,,523150,9263890,2118724,4518009,4035,720505,3320693,556006,457900,1038136,-1340697,641922,,423088,992395,461794,596266,622402,1006471,-116896,-4533213,252913,-1300107
2026-01-29,6866938,,-1469416,-3081855,788917,-5032408,-10143,-148409,-306645,6228171,-319058,-18710,4301058,-39552,,-20545,-553721,-2057,-106042,-470586,132741,-487764,5469276,-10876,-10932
2026-01-30,-11021126,,-5399398,-2228165,-16556914,-10139811,-22377,-3171009,-10856434,-704199,-3099415,-4401197,-7617906,-2563619,,-1764833,-2519928,-2214805,-2088150,-2771867,-2130226,-1774352,8332498,-1072673,-1762355
2026-01-31,803081,,596286,-4242348,-9832305,-1023652,146539387,-570191,-4280406,-535031,-601456,-634860,6383581,-415721,,218675,-2041418,-213217,-408971,-935020,632738,-2110002,-14015147,-160301,-1416838
2026-02-01,-15788784,,81283,-12003034,-10328685,-13347507,-12959672,-3766176,-12325020,-3512229,-3194505,-4464903,-501858,-3128531,,-1634273,-3253653,-2390665,-2387037,-3666060,-3113422,-993789,240044,-1190559,-2258756
2026-02-02,-9432622,,215571,-5648438,-9923877,486907,-10675160,-773309,-5627370,-3065349,-1245607,-2411452,122517,-1177203,,-542058,-1078604,-651083,-1288343,3591991,926051,-1373653,-4770201,-586676,-823030
2026-02-03,1086488,,1422208,-6904932,2636905,651406,3604042,364652,119549,285430,389694,1138860,-10269469,1025762,,643905,948559,427221,699541,175488,-807813,-590146,-1237194,455113,-129034
2026-02-04,-8070273,,2557264,-4016665,-6463403,-5925608,-5610850,-1877738,-3754683,-5003202,-2312771,-2610675,-419176,-1632840,,-891147,-1642540,-1472927,-1249840,-2158261,-1417433,-652764,-1625263,-723312,-768884
2026-02-05,-3058822,,2803742,-8030792,-9393471,-9263742,-5113767,-2001903,-6977890,-1739215,-1713930,-2896163,-319877,-1573323,,-474933,-1959896,-4981394,-1308392,-1876831,1619431,-907995,744378,-661728,-1022903
2026-02-06,-26752082,,-11692961,-27418225,-45297790,-29847435,-20194081,-8931185,-28200907,-7672399,-12512796,-12550196,3446383,-6696441,,-2800004,-4582064,-4261150,-5509530,-11316155,-5910577,-2658001,-504974,-2840298,-4700340
2026-02-07,16208521,,1812972,14073454,37985251,27456484,14754226,7335420,17669840,10516519,5622755,9714202,-1621797,5385732,,1543425,3615149,3210452,4456750,5575178,1078317,1214573,1312293,2280694,3786818
2026-02-08,792658,,194499,3537071,-6147007,522649,2473401,-1081795,-649295,-11472182,-226811,-647874,-415287,-715340,,-142459,-286406,-575028,-457892,-661602,2316562,-65232,-2614172,-238302,127344
2026-02-09,2077195,,135420,1113075,1289896,897915,-181635,876252,791855,-3426848,1018440,1011060,8480077,670515,,15545,457588,498310,435563,541417,-1773366,-31704,2215367,213126,1105
2026-02-10,36734602,,-2158228,416762,2077093,2050294,1183833,-161738,116844,-598350,441283,-375103,967717,-122804,,147306,-251991,-202038,-85821,-464935,-127970,-195802,-1221866,-56390,-7744636
2026-02-11,-616883,,394279,-1586406,-5474521,-478302,-4631482,-974530,-3491704,-6904259,-673742,-1038104,-6663132,-619579,,-459211,-55954,-504405,-673512,-1890383,1516748,-193787,860748,-250408,-404164
2026-02-12,-1224508,,-1779791,3889694,-3824469,-7906205,-3856487,-1033180,-2622413,-1338816,-1394580,-1049762,5739659,-1001475,,-160647,-660242,-631774,-588595,-586708,-2042880,-372583,392539,-349085,-866334
2026-02-13,-34639005,,828874,6726141,-1890453,-312468,-158288,-9799744,-1141987,-435839,-562708,-1232335,-7003119,-451311,,-220255,-569151,-399193,-482748,453003,350654,609362,-3006591,-241389,-668382
2026-02-14,4065490,,-5370453,5124199,9977473,7604498,5529475,1733301,5373389,902734,1969110,2501815,9530263,1416117,,574444,1281752,1067504,1161863,1516019,-145774,255321,3756756,596777,1314670
2026-02-15,5103700,,110213,782469,10053958,27955,2148106,985534,5423785,1259265,-44256,1518911,2197241,491178,,-3484510,551557,335568,440408,201486,678141,832198,124355,195413,761402
2026-02-16,-2147979,,-45075,-3671365,-4093427,-2954976,-6383840,-740400,-4126852,4085532,-927505,-936835,-129962,-654545,,-1804105,-495862,-321258,-589426,-582298,-1143517,-1242225,-305061,-230663,-850768
2026-02-17,-2219424,,2680468,-14839899,1201898,1198400,1583545,51002,649573,2951159,752257,64569,-41086,67957,,460124,91261,3279,69871,39538,1068003,16479,-1643709,34749,1130584
2026-02-18,-755521,,102832,7236808,-2087239,-2973761,-929901,-1054417,-1847125,-433032,-603231,-1524906,34082,-647548,,-236699,-746061,-566569,-664111,-602848,-51153,-608459,-1047164,-287672,-263493
2026-02-19,-2335659,,112408,625571,-7351944,-3801182,-1561451,-616235,-3541895,-9757,-848184,-1034647,546856,-680090,,-1254201,-317172,-537717,-420134,-718473,-225375,-253622,-630024,-298203,-821071
2026-02-20,1209254,,338478,1295124,-1876966,5493238,-158033,431702,489652,575516,599856,902501,1906197,385868,,692490,335411,350008,304461,373585,845878,-56181,861661,204250,124343
2026-02-21,6126528,,285686,-3621587,3222350,1191559,965413,486015,2020060,682939,629027,276432,213478,436385,,-259393,593313,362536,290291,481559,-387676,-15279,434432,148966,78551
2026-02-22,3406156,,-453888,-640384,-775671,-1156278,351577,-6495,-687506,-238989,94055,16743,810344,6019,,647296,-55552,-6207,20127,324014,-538564,70260,151368,3837,583995
2026-02-23,-381746,,-251545,-1613830,-4558195,-1418541,-1243503,-574183,-1454268,-485153,-341496,-1975068,133259,-382700,,-772008,-441958,-175508,-264287,-413667,-187715,-267376,-107521,-157644,-321132
2026-02-24,-7184945,,560383,-3845247,-4527453,-4779532,-4687687,11351790,-4802020,-17986,-2331437,-1421358,1406625,-1306321,,-3838553,-1295715,-1156309,-1108967,-1657733,-49869,-341254,-1203604,-572250,-1097757
2026-02-25,-95311,,-1950546,-2404417,-1604382,1485892,-717748,-482759,-1389782,-1103796,-181788,-820274,-812552,-253026,,287585,-513589,-212671,-340412,-326500,-686189,-48510,3507568,-170292,-2231313
2026-02-26,7474601,,-153881,11568833,13882329,10277457,11049968,-206413,9467495,4316506,3551932,4111493,-1222848,2101608,,2783854,2737810,1548195,1941872,1359590,792211,951051,-1487862,945742,4224777
2026-02-27,3442810,,-130139,-1153291,-5886265,-5796459,-1527104,-808974,-12166150,-1053910,-707915,-995414,-10434310,-278069,,1594823,-292944,-380462,-412084,-261088,464257,-363197,-991251,-89373,-547470
2026-02-28,-11392734,,917201,-8051156,-5438057,-1905800,-4964889,-784830,-3242291,-1165202,-2518463,-1232461,-1354846,-1009784,,2637824,-988991,-558926,-603677,-793622,-709899,-392454,-978849,-422159,-2537639
2026-03-01,2897868,,72818,464157,2932565,455916,1195596,1271600,1468717,616938,744748,970599,780350,579533,,-262286,505138,396696,397844,-1543775,1747,20847,1055608,201711,2199508
2026-03-02,-101637,,33780,-2143026,-2764933,-3722419,-402863,-446345,-2246134,-752561,-587638,-917901,-127726,-604540,,-1608145,-546750,-442253,-416441,578678,-217339,-215196,-141429,-195517,240270
2026-03-03,7089424,,318392,5726304,5467537,10194958,4266238,3186924,4837914,1239642,2244153,2949693,340913,1744324,,1134169,938975,1395137,1345324,281929,848007,300692,6162163,676111,-930416
2026-03-04,-9950553,,-2022,-5670442,-5056999,-5917547,-2608624,-437450,-2133392,-1526719,-254011,-453938,3586564,-302948,462731,2555038,-169902,-179869,-422201,-351567,420846,-842652,-5698674,-208184,-151003
2026-03-05,8623910,,11778,12036526,9180523,10751253,8062783,4474626,7815707,2935213,3391529,4128080,-2349817,2301679,2701982,1881984,2471781,1794603,2063675,2284648,1498570,777620,1979387,1036740,776655
2026-03-06,-1196881,,-492734,-2018259,-3908348,-5001590,-3123833,-3027667,-3026454,-224067,-1631751,-1170518,9038671,-959451,-1009142,-677212,-938386,-739086,-767384,-869246,-436969,-7760676,2948805,-388976,-1327141
2026-03-07,-2008486,,-693174,-8426741,-5502170,-5603854,-5047949,-2127672,-1455010,-9292103,-1886745,-2516683,-1980737,-1523544,-1655422,-611892,-1581366,-1136702,-1202527,-1273466,-825613,-725460,-1665839,-599822,-1186952
2026-03-08,23295311,,-56896,-3260757,-855241,-399571,-454512,-900428,-2580256,-2525680,-224439,-1015895,-796817,-451212,-574286,42977,-520812,-457598,-433443,-373662,-813100,-289224,4615300,7884427,356758
2026-03-09,7611623,,-226393,-2349314,-15921,-2286951,-1298087,-703140,-1220827,-292700,-255888,-655266,23591,-657198,-663246,-239597,-690034,-313001,-326614,-616223,-483799,-131136,941422,-8377579,-475402
2026-03-10,6117796,,1416040,-2749531,2476654,5816013,2958826,651048,8707881,3640018,1043974,3368178,7440085,1562668,1771998,460608,1704276,1053723,879518,1126426,995193,305218,1917980,622975,62010
2026-03-11,2874372,,131463,9039938,3991889,4092082,2101710,1618120,1927628,-1565162,935091,2901017,-2981466,585621,562202,342924,600777,478607,676731,705791,359972,312218,-10625410,248234,766794
2026-03-12,1377630,,2183838,6726564,-271807,-1145599,916036,375118,498636,357372,391873,358101,2544521,157554,239516,-173311,145001,72478,19914,177430,374824,43780,3674539,64940,276952
2026-03-13,171667,,-71285,1721461,3738293,3354611,2544959,1299357,2893736,-3852502,803077,1372833,129213,657556,310200,729157,462280,145787,775549,567300,27448,-215515,-612010,289932,224089
2026-03-14,-9567979,,-160267,-3742532,-2452293,-4213951,-600169,38011,-1634393,203138,-387537,-539142,-1924079,-296497,-289972,-1493284,-326646,158895,-350255,168872,484312,-528360,535669,-117914,-206022
2026-03-15,-463312,,8615,1356022,959665,366636,128674,274175,119455,11877,614659,166556,1876725,79115,156137,56500,86680,59995,62749,-66412,-407188,214556,2342417,32970,968680
2026-03-16,2102026,,10463,3740072,5727076,4316531,4591237,1643849,3766396,975957,3569009,1637217,1671375,795216,817968,1987127,862065,638213,679645,759930,865752,649827,590198,330886,437830
2026-03-17,3493491,,257312382,6650943,13109466,4591794,9046787,839927,7116326,2241319,2127440,2901171,-6477945,1458659,1438652,752485,1378281,964301,1384909,1485401,2330840,-92929,-4949908,637403,-37942
2026-03-18,-3243408,,-1473909,-6079425,-3602646,4264181,-1232323,-644270,8022669,1174092,-737767,-986578,8912643,-436753,-438388,-469977,-636644,-392293,-451991,-578386,-1200175,-205263,1097463,-220436,-19708
2026-03-19,-8080386,,-7155822,-825744,-7063971,-5176534,-6674568,-1963951,-3827976,-1728642,8144381,-2881109,13022729,-1547994,-1785107,-892784,-1730548,-1192775,-1383763,-2421577,-1408780,-647277,-1172225,-745863,-849654
2026-03-20,-7657383,,-2535937,-3122961,-2790664,31634991,-3185764,-778641,5097519,-513371,-706580,-1083167,74963,-594857,-673398,-432815,-542707,-379776,-459413,-500157,-248010,-239106,3783050,-208847,-999649
2026-03-21,355509,,1302916,28555159,-4229626,-24707321,252748,302800,534375,-2567779,-222708,276305,-5320949,202845,259413,-14792523,190354,115340,111475,68389,-581488,-8876,-135704,79106,-46564
2026-03-22,-6950130,,-4078254,-5336812,-4941622,-6110423,-3041840,-1909804,-4609378,-1953789,-1592876,-2155445,3298542,-883108,-1122380,-209694,-1227731,-921003,-683434,-860968,-468507,-330261,-437374,-469309,-265631
2026-03-23,-2851656,,-2090854,-2085550,-1796663,-934868,-1958794,-658641,-1683937,-440898,-315265,-525854,680837,-596989,-311242,-7042,-250126,-291082,-497442,-230936,30190,44356,-107217,3989686,-370299
2026-03-24,53111380,,9344406,-9770643,5063242,8269072,4994868,3060397,5945232,2244421,2015079,2703144,-2536981,1512265,1678798,5796046,1668673,1301354,1260382,1235915,857401,-677459,-853199,505709,633757
2026-03-25,-24198232,,-8485,-768703,-845197,156949,1008392,36504,563998,-1310398,-1058640,-205437,-2257191,-48046,296144,2981466,-39899,-59159,-26926,405222,-1384750,-261588,-3217048,-590,-114538
2026-03-26,-6363634,-434123,4193772,-6571126,-1331599,2320137,184333,710268,830994,1258307,1855202,710994,4020264,338202,358314,1222074,537664,283640,272788,111436,985766,35333,1312855,185180,-430533
2026-03-27,-30521712,-9854886,-14433386,-8588268,-6666991,-8689184,-6317799,-2188514,-2346525,-1209256,-6209660,-2786505,4397559,-1470587,-1671593,6912743,-1506397,-1168080,-1279964,-1405247,-1147646,-356068,-2342378,-844633,-1450241
2026-03-28,-163561,-7447008,-6203752,-5967006,-6879789,-6534250,-3339168,-2544326,-4319783,-62505,-2160711,-2133417,-4508328,-1256940,-1273024,-770335,-1251797,-976348,-1076298,-944879,-210621,-553279,351129,-665171,-1041754
2026-03-29,3112553,-4011808,-497582,-660347,667201,4402658,334515,60778,190703,-2548742,142321,54742,-16093488,17934,75318,305120,729,7113,98478,-223253,-424000,254578,1188846,69026,443051
2026-03-30,-3588883,10343568,-1718211,-189535,1641175,1342173,-808809,239943,352726,-133122,148073,520129,17381309,93272,49400,-49986,64514,-193994,-203133,19266,-44492,-461610,-231152,-115945,-940339
2026-03-31,3236031,1360586,1265610,4558719,-508535,-510152,2896753,624809,1046718,1321536,2829,473677,1118073,81287,305378,127266,50185,309647,359595,292977,-109450,-430776,1473558,110551,-1954687
2026-04-01,1477032,7012533,636093,3817658,1891364,4261539,3524061,1982385,2510673,4605887,1522222,1053542,-2797012,925155,560171,254636,913926,699022,772799,487054,476078,-87168,-2614753,498205,2642229
2026-04-02,-4498379,3538624,-2362034,-3022038,2054349,1091170,2174649,194184,545034,-17032071,519747,104062,1731821,118595,84630,-92831,-84735,-33091,64205,335693,556720,-406516,1681737,94336,-780626
2026-04-03,-6155250,-3615860,-4384392,-5613838,-6322436,-3128650,-4492205,-3370955,-3861601,-366113,-1353651,-1453381,-497430,-847203,-931960,-780993,-839700,-586070,-665761,-861100,-960770,-1042467,-2307270,-140387,-319174
2026-04-04,2484773,-3456221,1031056,-300960,-298353,-567491,-192506,199580,641253,3795513,218775,176244,308903,50382,118720,178292,125462,79003,32784,64281,293744,-395701,1388214,-323651,-353506
2026-04-05,1934168,4533111,629169,2141989,-201934,2143024,563256,344032,566459,111368,257517,246881,928115,189702,181770,92666,194391,133681,142041,-2417461,197976,-560476,127219,99374,69281
2026-04-06,1080440,6002951,2772238,1842881,3650021,4617310,2700934,1739654,3975850,-3066227,1180795,1857029,242451,1001091,1063738,203580,921819,692735,853986,775312,329363,165392,-289679,534916,243157
2026-04-07,-1760094,-7112554,-2201191,-1568051,-1220733,-3392258,161806,30131,-1510928,-1241988,-151092,-487775,-1813932,-230811,-261572,-72159,-4542,50827,-189459,-293412,725963,-279126,1311057,-72910,-462384
2026-04-08,3419566,10623327,6436268,-7841460,6030674,7867413,6374170,2943968,7617686,3031615,2451756,3348288,486796,1817239,1751460,455600,1738785,1299194,1520362,1289324,1081144,5183093,537808,917499,290961
2026-04-09,-5515248,-5573116,-1670754,16819337,-3790783,-9916009,-2669811,-729531,-12015525,-4581666,-770399,-1202711,-1291789,-629854,-627855,-107603,-559088,-414105,-534244,-455131,-237999,-48104,1952298,-368306,-2543590
2026-04-10,-1565859,1753698,1454236,2769847,576232,3604945,514097,1475874,1564828,-1340026,1068749,1044916,40582451,531623,560596,151321,491987,404254,366427,265219,-102899,248120,-1241466,244933,899269
2026-04-11,-1095129,3943352,2481941,-1690229,1841910,2817236,2607664,1464258,1923023,1038484,685040,838343,-40390685,533030,559453,162729,497047,440538,543033,503460,785079,770915,900772,293479,1910725
2026-04-12,151404,2093038,215237,-682586,160937,171738,2123996,121172,598405,-431640,231059,196135,448816,177349,83431,66065,123678,51291,139842,249203,-797428,603049,582227,125093,73302
2026-04-13,-4054998,-9534403,-5480114,-3595980,-3933116,-6711315,-4169518,-1793565,-4146321,-731387,-1272248,-9854653,1367234,-1215132,-1267634,-516306,-1394410,-828240,-897836,-2119195,-719871,-680295,-432718,-569951,-409853
2026-04-14,4766332,13848926,7527094,11136556,5665374,11886361,9022996,3613514,6991834,1151824,987141,3197213,1244656,2123129,2149155,852411,1979360,1414881,3804607,1647599,1298921,-1556492,-2310030,1109086,690789
2026-04-15,-3237004,-7336082,-2021059,-1457530,751757,-3401668,-2101542,1342620,-602097,3597377,-317720,2036533,13014966,-52087,-76518,-177348,90914,63018,-22980,-55210,315470,-793497,746973,-92032,-509308
2026-04-16,603982,4295647,885340,1223961,6728532,876254,1561610,971445,1605080,368340,-61228,568499,-1097798,49058,122805,256198,153634,80175,129584,-139228,393950,-18063,3895643,-118520,541777
2026-04-17,-706608,492439,0,-58192,-3271375,0,0,,0,-142910,0,,-90931,-92273,1434853,31499,-110682,96454,0,-1076004,,-84,8899,0,0
