date,backpack,bitvavo,weex,valr,bitrue,coinex,biconomy.com,bitunix,coindcx,blofin,ourbit,bydfi,osl,toobit,coinstore,gate-us,coin8,byte-exchange,orangex,bigone,pionex,flipster,bitkan,okcoin,zoomex
2025-01-25,321875,,,,,-7,7339,-4144114,716351,399767,-3315,,,17227,,,,,,-1391491,-2324533,1890177,,63339,
2025-01-26,253632,,,,,4,43726,4363767,2910326,3388742,249201,,,80810,,,,,,-9312958,686287,-1100430,,1203,
2025-01-27,-680203,,,,,-30,5386,-2126081,-5204312,-710188,-627719,,,-308553,,,,,,-1197320,-4303052,-228796,,-125504,
2025-01-28,-1630130,,,,,-1,10806,-799778,-7739602,427628,1476803,,,-183402,,,903535,,,-2971465,1605894,-7402683,,-26626,
2025-01-29,-156841,,,,,-10,-12077,1074723,-3318722,-1817867,-508592,,,-119171,,,-709485,,,755879,-2063955,1274703,,-83439,
2025-01-30,2124649,,,,,462538,-9381,929318,5758203,1298501,1606691,,,457965,,,1730070,,,4242227,1871759,1120065,,184232,
2025-01-31,1270441,,,,,23540,10522,837776,2989823,428654,915838,,,130787,,,-3872622,,,1955933,-704665,1850994,,50849,
2025-02-01,-1848419,,,,,14933,-5913,3753499,-1522300,-3055950,61548,,,-383246,,,-853045,,,-2197312,-669105,512578,,-101642,
2025-02-02,-3043569,,,,,-51159,-18272,318385,-9121900,3507205,83768,,,-192567,,,-1865126,,,-2333617,-838031,-5023725,,-265887,
2025-02-03,-2496367,,,,,-78539,-17618,-724063,-25078035,-3243428,-2031742,,,-645428,,,-2431603,,,-6511920,-1378175,-5222445,,-601206,
2025-02-04,3121467,,,,,11501,31830,2276039,17141862,-1090743,1752718,,,661435,,,1548054,,,3916111,4607317,-6331175,,356586,
2025-02-05,-1155530,,,,,-28072,-12055,567258,-8586259,8932915,-1370765,,,-545078,,,-1464431,,,-2751147,-5128076,17820086,,-431607,
2025-02-06,-1019802,,,,-17345979,2305,25382,390210,-1005147,574385,-182689,,,-221942,,,435899,,,4898097,-2637944,3019231,,-50090,
2025-02-07,-947721,,,,-9632597,-26595,-25115,585119,-2407606,-153521,-396707,,,2846,,,-390656,,,-3046647,762773,930179,,19933839,
2025-02-08,1425299,,,,11266816,5671,-6704,1815221,83199,1669746,84434,,,-30962,,,1826325,,,2691703,211467,1374319,,-19912078,
2025-02-09,1248944,,,,2422338,11200,-10976,673781,2303897,1802239,-172415,,,-36960,,,2331672,,,-416429,209950,1222381,,9434,
2025-02-10,391662,,,,-5402000,3206,-12308,699154,980771,-208813,336279,,,91261,,,-1128801,,,628598,-2507229,1892840,,16392,
2025-02-11,1313832,,,,6336854,13903,25388,1592500,1831525,-749708,485171,,,133874,,,818339,,,-867316,2954165,6987992,,71671,
2025-02-12,-777405,,,,-3520652,-6904,27757,870899,1175081,101699,-911987,,,-332196,,,-1409763,,,-195227,-2677324,-288320,,-103494,
2025-02-13,1907894,,,,6546040,22920,-45266,-4125369,7218063,1555362,1128936,,,353311,,,5004665,,,-2068426,265194,4225974,,179985,
2025-02-14,-337748,,,,9530582,-15595,-6530,-149010,-1528046,260266,-572760,,,-198370,,,-3061278,,,-1558015,-2550825,1232869,,-102620,
2025-02-15,1438050,,,,22990982,15605,12297,2419902,5484084,1236190,314758,,,126782,,,841218,,,1519468,3062239,2683061,,-11956,
2025-02-16,-1228349,,,,4233966,-6086,9204,319865,840093,-1886479,-22650,,,20605,,,-2649585,,,207487,-464340,-241769,,-100523,
2025-02-17,-1569544,,,,-6803972,-21026,-12318,554968,-2592496,-645181,-539221,,,-228197,,,-76214,,,-2139267,213778,-252124,,-33259,
2025-02-18,997405,,,,-11955284,-1149,-16288,-6152332,-6209954,145653,89066,,,-64387,,,1150363,,,-883541,4679887,-1862318,,58616,
2025-02-19,51825632,,,,-10923697,-7001,15840,1737193,-3012572,276179,-345613,,,-60602,,,853645,,,-1063879,-4517444,613263,,-74347,
2025-02-20,100046,,,,22403442,4455,-3063,-705335,5083701,-184688,996717,,,203244,,,1581564,,,599752,-392619,5349156,,65650,
2025-02-21,2575124,,,,-2941175,11742,2686,-54451,3445732,-121083,1630750,,,263215,,,820415,,,1443658,335466,5368763,,87960,
2025-02-22,-1361144,,,,-17367513,-10990,-41677,-1911242,-5753591,-126358,-605342,,,-372134,,,-951448,,,-1815283,-930446,3715398,,-177726,
2025-02-23,935686,,,,410355,12438,-19642,697417,3182937,-297605,677175,,,109464,,,553141,,,1176873,1653827,2304907,,66610,
2025-02-24,-1327114,,,,1342924,-10640,-1110,763774,-493960,441763,60964,,,-50949,,,-448790,,,-161001,-1147835,1478956,,-8422,
2025-02-25,-5802777,,,,-40187646,-56696,-18441,218160,-18028653,-1831496,-2250440,,,-700494,,,-1811535,,,-6652394,-5454150,2506992,,9206960,
2025-02-26,-177860,,,,1618749,15484,-10311,4485125,-1467832,2689477,-1599665,,,-572145,,,-920290,,,-2238604,-343097,-4192087,,-9680900,
2025-02-27,417638,,,,-16874416,-968,36550,-1353881,-3995573,-327374,-2237678,,,-696195,,,-1412836,,,-4941499,7099811,-5650770,,112450,
2025-02-28,-5045002,,,,1890535,3741,13043,-3569789,872625,-226691,78448,,,105910,,,250061,,,1603853,3528605,5605181,,-68897,
2025-03-01,1280533,,,,-7129480,1752,-109600,3548986,-1993130,316707,138353,,,-51132,,,-1815045,,,745170,-9875600,1523401,,-63745,
2025-03-02,-988666,,,,10415285,-5321,-10639,-629030,3425484,-1525013,316467,,,256449,,,-2919778,,,1436768,-4481409,2599206,,-9091,
2025-03-03,6100975,,,,101702906,38616,16294,2324801,28183079,3873683,3577703,,,1317049,,,1291962,,,9516238,3291487,4527990,,379410,
2025-03-04,-6715318,,,,-70817942,-58198,12295,-151869,-23564733,-3796519,-3593693,,,-1293309,,,-2640835,,,-7689960,-2980730,-3347802,,-299654,
2025-03-05,398016,,,,8290308,-12130,-26684,2518315,3552141,507635,1200129,,,108647,,,-636369,,,245102,2089304,52768,,-38132,
2025-03-06,1186842,,,,4573194,16069,-21226,-3956760,7710454,280081,1436708,,,695413,,,1232771,,,1528611,94526,3499546,,152283,
2025-03-07,-1441057,,,,13105060,-5717,42435,-4525077,-3301984,-636669,-1516390,,,-193605,,,-700880,,,-530172,-2081523,1069701,,-141192,
2025-03-08,-1287344,,,,-28892177,1691,-14391,-3446408,91104,1060988,-101222,,,-555189,,,-129237,,,-4463101,-1139924,2920347,,94424,
2025-03-09,-279837,,,,-8250076,-12123,39737,-385207,-8217972,-1792420,-48332,,,-73031,,,-174356,,,-283729,-1915583,806458,,-22266,
2025-03-10,-2922068,,,,-23771742,-28771,25179,135997,-12982307,299613,-2408712,,,-954469,,,-1898545,,,-4692677,-2485812,-164663,,-284285,
2025-03-11,-773230,,,,-19047730,-12374,-53684,-113968,-5315504,-99454,-1317563,,,-256585,,,-1657778,,,-2465828,-1308759,2899151,,-335559,
2025-03-12,1415317,,,,22102563,11348,-6238,3238299,6475429,5856068,1809842,,,636550,,,1319667,,,4957244,2699561,1773277,,171730,
2025-03-13,964412,,,,9304584,13630,23682,-6176136,5819761,650582,360449,,,165617,,,459354,,,-545684,-923704,1092835,,-169527,
2025-03-14,-1055194,,,,-1086540,-5206,18185,-22034,-1555800,-837675,-880517,,,-399025,,,-1153964,,,-1488925,-1565237,-17981569,,169739,
2025-03-15,5556995,,,,17260903,4039,-3849,735122,7348505,946223,1554824,,,492201,,,911078,,,4638429,1969137,11455400,,103749,
2025-03-16,-662025,,,,3519800,9037,-30834,422540,2214302,-104985,279345,,,-7184,,,427988,,,154228,756173,14165831,,60616,
2025-03-17,-1479728,,,,-11350048,-11743,-22984,694555,-2685622,-138023,-617993,,,-202341,,,-562032,,,-826533,-1491748,13605894,,-92789,
2025-03-18,1845631,,,,865316,12648,-1447,331705,870637,-129178,714419,,,121422,,,569165,,,149936,1494878,15956276,,-12633,
2025-03-19,588736,,,,-5650539,646,18950,1499961,-2193215,727109,-171167,,,-94758,,,-369113,,,-716109,-589091,1110387,,67752,
2025-03-20,2016976,,,,32104226,8296,1571,-2845750,10239793,-325695,1083129,,,613015,,,1056263,,,3290925,-294772,4584220,,189810,
2025-03-21,-857462,,,,-8814972,-11595,-9613,-13123,-4174749,-2323923,-818579,,,-424416,,,-882176,,,-1469870,-2345096,-5029302,,875308,
2025-03-22,4669805,,,,-7489765,-5281,14764,-608143,-2671852,4979459,-59102,,,-27363,,,-52618,,,374845,296955,-1694349,,-1050919,
2025-03-23,2369870,,,,-2123278,7448,-5179,-20792,5644029,850500,-135548,,,-22898,,,-103030,,,-30219,-2081375,1619041,,28117,
2025-03-24,3442274,,,,10949365,3439,-6056,1483202,897394,1125204,997399,,,401158,,,726751,,,2423225,2199571,-6370328,,48005,
2025-03-25,5491009,,,,4474228,12299,-52169,2268807,5076842,937159,687919,,,1011882,,,562068,,,889164,549774,-1934759,,-2969,
2025-03-26,1989907,,,,-1102546,7446,-8176,-2106556,1650712,-716149,-125809,,,15806,,,-260109,,,69540,67891,-938637,,-44316,
2025-03-27,-1842227,,,,-17330711,-3917,7975,160920,897303,42644,-309078,,,-85632,,,25088,,,-1202064,-27983,-3499435,,7349,
2025-03-28,1019688,,,,-3670739,-833,9544,791467,-483070,267726,-206694,,,20545,,,-51335,,,2987,-1587319,-971257,,27547,
2025-03-29,3699060,,,,-14029727,-26586,-6275,-126196,-7982453,74798,-1446570,,,-936176,,,-918669,,,-3133382,-1268870,-1641286,,-136810,
2025-03-30,-89492,,,,-14864576,-21514,30577,247588,-4397720,-413391,-703629,,,-265768,,,-790687,,,-2111203,-891023,-4160136,,-123824,
2025-03-31,2888122,,,,-1615107,1298,3167,-3099834,-5201222,-936972,1160064,,,70890549,,,-162247,,,-422078,-1624378,207541,,-23820,
2025-04-01,362112,,,,-5948264,-832,6867,997182,237372,2031074,-915746,,,532902,,,-1516920,,,395232,432960,3203233,,96265,
2025-04-02,5231786,,,,8767096,5321,60366,5487994,4893609,898362,1378932,,,1882193,,,-111047,,,2221188,673291,6060275,,-821641,
2025-04-03,-686349,,,,-18346271,-17662,-67707,55206261,-6503691,-1997219,-1217023,,,-1935458,,,-965359,,,-2835242,-1081426,1088427,,-30251,
2025-04-04,3947304,,,,5394101,5366,10676,1329447,-2216355,936155,-286720,,,410108,,,-390245,,,472684,-737535,-2076607,,-11341,
2025-04-05,4588168,,,,10326307,2419,-6066,-6289602,2262870,428044,-959843,,,403566,,,182025,,,-561677,855310,651565,,11698,
2025-04-06,2168945,,,,1813589,-3007,-4840,-2809415,235680,75601,-142484,,,-154935,,,-110049,,,75261,-634742,3104749,,5595,
2025-04-07,-3158635,,,,-33180930,-29457,-12255,-6966121,-12095688,1163289,-2599357,,,-4053986,,,-1942309,,,-5623430,-2256208,-8767358,,-211019,
2025-04-08,1399215,,,,530502,5261,7157,981591,-1952501,-1601810,312376,,,950426,,,399973,,,125546,201320,-1302376,,8406684,
2025-04-09,-1310243,,,,-17207204,-9803,-19768,932959,-3743384,-1489626,-480506,,,-2025204,,,-940873,,-1125638,-3989871,-2262269,2873500,,-74579,
2025-04-10,6582853,,,,36688340,22549,-4002,1266971,15369008,2471684,2084377,,,4261264,,,2161090,,2718330,6083817,3168000,3905503,,-8146668,
2025-04-11,-536802,,,,-1359722,-4533,75331,-3202655,-4774498,-1098307,-303980,,,-2223789,,,-755447,,-1458781,-4041832,-2965366,1109059,,-80936,
2025-04-12,2756408,,,,1352543,7281,-27374,463760,4319196,576872,1039274,,,2601173,,,1126483,,1609575,3245417,2445025,405537,,91221,
2025-04-13,3952923,,,,21007117,14632,-7066,418064,6637080,784750,579437,,,1386882,,,661432,,898456,2331613,176285,1914271,,96201,
2025-04-14,1134838,,,,-6610974,-13051,-33664,-796631,-1427836,-1356158,-304526,,,-1350179,,,-367232,,-425737,-994112,110133,-2010209,,-25217,
2025-04-15,1613143,,,,-4326127,427892330,-31060,387123,1552503,247499,107595,,,773977,,,-3241,,61620,-252711,706585,2030821,,17613632,
2025-04-16,339793,,,,-8026849,-3871696,54526,1558180,-1111891,75859,-221561,,,-737770,,,-299716,,-393760,-2087547,-1632952,-405667,,-17383779,
2025-04-17,3046116,,,,-591613,-493981,-29651,3001487,607665,217300,378362,,,399506,,,182649,,152070,1214210,926926,-36774,,-50690,
2025-04-18,479341,,,,-2005675,2972415,13752,733146,-274931,2922653,282404,,,522204,,,450958,,319342,527475,331053,-419100,,4562628,
2025-04-19,458676,,,,-1296821,-1861468,18865,933024,2928560,-434156,-73419,,,-344323,,,-118349,,-176502,-363298,-503281,1072586,,-390452,
2025-04-20,1548509,,,,3059785,1002888,-21453,-61989,1786337,60143,325681,,,568674,,,258063,,335371,652742,508684,-78753,,-4398839,
2025-04-21,446410,,,,-1535634,-1425672,7098,520421,2285713,564463,1104126,,,-83097,,,399775,,458756,910237,500031,94905,,-45701,
2025-04-22,1201194,,,,2275838,5637142,-10089,93205,-2086551,-886741,401476,,,1546640,,,218684,,392608,1410759,-668558,3461401,,-69548,
2025-04-23,5919056,,,,20552833,17541301,-31910,2774536,11014600,2745247,2977374,,,4250008,,,1890361,,2544972,5215017,4046060,2847432,,70027,
2025-04-24,1571013,,,,2462164,9414011,49467,-20337,1828694,-597962,211121,,,14982,,,-700505,,214227,3878394,-4669957,-462539,,-104262,
2025-04-25,-1623965,,,,-629171,-14673075,85768,-1378484,188592,240717,-25326,,,126434,,,-5212880,,104691,-402893,1698669,-1088087,,3555516,
2025-04-26,1140512,,,,819702,2835589,-6098,773845,4131512,-1007881,1122764,,,699986,,,404267,,355315,3500248,-5325835,5852506,,2528266,
2025-04-27,1274397,,,,1771796,2409694,3257,375865,-3739925,-1248971,272056,,,145887,,,45441,,165502,4862717,-941855,-41277,,-6563652,
2025-04-28,-612611,,,,4843130,-8269485,-7773,290551,-1945583,-332759,-496466,,,-799676,,,-331206,,-679483,-2729576,716829,2372520,,-126320,
2025-04-29,1812994,,,,2305764,2130818,-26795,-4436593,3508846,138768,261638,,,832526,,,557268,,596075,874626,653027,2430459,,29202,
2025-04-30,-81993,,,,-7100333,-1222319,5393,1538554,-842766,-1214586,-270259,,,-517901,,,5171370,,-246650,-835761,-5014893,-1222233,,13342222,
2025-05-01,836970,,,,-9333181,-647888,-91553,579671,-1561165,180089,757378,,,-67418,,,-31890,,-43920,202716,-5240852,1454270,,-10382276,
2025-05-02,1135718,,,,5022224,5848845,75799,465720,3732663,564766,1383593,,,1584029,,,595028,,995205,-832707,828062,-327313,,18083,
2025-05-03,-318504,,,,-1077047,-6128184,105625,1581152,-110315,499291,348468,,,408019,,,101401,,143668,-3241388,339935,-889009,,9270157,
2025-05-04,-2548430,,,,-3568125,-3054195,16525,-104901,-1823019,-222885,-407462,,,-646183,,,-322406,,-395532,-959972,-466387,150997,,-9315642,
2025-05-05,735776,,,,-4418979,-4065751,-18945,-211487,-3751059,-430561,-474652,,,-1071585,,,-453810,,-665535,-1864170,-359104,-598564,,3986176,
2025-05-06,1278682,,,,-4307870,-900632,17362,752887,-473162,-141789,-10245,,,236462,,,157940,,98754,173345,-4412944,-2891727,,-4436467,
2025-05-07,-5999062,,,,4134297,5054025,9203,1776572,-806359,-1047325,714062,,,1474120,,,591435,,772618,967899,-3993064,-1650722,,-8560,
2025-05-08,795755,,,,-2613421,3891227,-10168,-454031,-1181778,510302,-72421,,,69726,,,-190582,,613442,-495122,-15124838,2451997,,-96442,
2025-05-09,-5418605,,,,30065973,12033031,-35105,2137376,15897315,3414966,4337411,,,4400010,,,1107064,,2540049,1726079,-3386535,6198364,,3728602,
2025-05-10,5145954,,,,7430674,-344338,-20019,365677,5418937,1120646,-802127,,,518884,,,396151,,447090,8966483,361514,2843320,,-3722166,
2025-05-11,5075178,,,,15553253,8452893,55564,652921,6212436,609454,876343,,,1577087,,,437813,,1128573,1418967,452752,1057886,,-113277,
2025-05-12,-2200168,,,,-13210085,-7269461,-81024,-86141,-2798624,-1311181,-1139308,,,-247429,,,-24726,,-192722,-589281,352073,211394,,1538911,
2025-05-13,2039370,,,,21011558,-3872115,51736,-4760074,898962,8226347,519944,,,-1350804,,,1432556,,-861648,-1687182,-785704,2504905,,2014310,
2025-05-14,-10414740,,,,6677172,9650243,-28581,1832195,4451821,-2948430,965414,,,1323665,,,836646,,966652,1284907,162496,-258017,,-2155307,
2025-05-15,-59775818,,,,-3225347,-5463205,39705,848231,-2536482,-5184449,-940583,,,-460856,,,-202700,,-351172,-1596331,-459008,-5216960,,15856526,
2025-05-16,-1984835,,,,-22915231,-2926136,-45709,1424433,-3658258,-259720,-198148,,,121643,,,190900,,-14564,343455,453447,-586098,,-15840452,
2025-05-17,-12111552,,,,-678698,-19899401,53554,421714,-1071944,-281798,-323749,,,-210377,,,-198187,,-233013,-429175,-105922,-3237570,,13875190,
2025-05-18,2170251,,,,-5221100,-3165201,-65081,-351226,-2334569,-10796,-755660,,,-341362,,,-1401797,,-61205,-354974,4711,-72631,,-518678,
2025-05-19,1803481,,,,8551162,7415269,-14932,213383,6779365,1473011,748088,,,1837594,,,1054557,,1125010,1620678,-125401,394753,,-499810,
2025-05-20,2822150,,,,-6133504,958550,-21137,-916773,-4795120,788975,562209,,,-197830,,,98324,,-12768,-413988,-2768236,-1902741,,7411500,
2025-05-21,-613544,,,,-2423932,-80371,-7483,3197369,1834879,743296,-556854,,,760600,,,362125,,295964,1160727,-256355,-394256,,-7014744,
2025-05-22,7960000,,,,5990482,4191841,19659,917792,7980037,1137992,-1381927,,,1911903,,,981234,,1337716,-1514721,-648612,1550678,,242944,
2025-05-23,10078935,,,,6088766,4285943,6360,1565951,4413085,-5131801,771325,,,1407327,,,725223,,803366,1837770,762626,1249342,,550984,
2025-05-24,-5512172,,,,-19501752,-5619654,22304,325647,-11451888,-675937,-1885489,,,-3073475,,,-1568217,,-1858935,-2154653,-374658,-1485759,,-1017108,
2025-05-25,1884010,,,,-560238,228922,-5789,95461,-865580,-445653,-105174,,,226353,,,185742,,34681,1418199,235603,-1170320,,-68284,
2025-05-26,2637856,,,,3985644,3544884,-39336,234699,2828066,289318,657916,,,938657,,,317461,,588877,913714,-200827,-1529189,,190986,
2025-05-27,4524102,,,,-1513419,1399927,-20910,-14685271,685889,-73476,-221728,,,320265,,,203801,,108042,-1405081,26620,4222591,,-159588,-222059
2025-05-28,532656,,,,971184,1940254,1576,-17323426,849538,453887,301232,,,-26505,,,2701,,147411,-825417,-1038126,3740516,,683855,1274310
2025-05-29,-4414252,,,,-5237598,-6617088,-48829,35380,-1883742,378208,-348717,,,-761001,,,-297013,,-440316,-1235770,456373,-3012141,,39631900,-111308
2025-05-30,-1131161,,,,-10617501,-240037663,843,1167673,-6331676,-8130917,-545014,,,-1232653,,,-823932,,-816747,-1679553,-399827,-2750182,,-25091875,401077
2025-05-31,-7657964,,,,-11731516,-2670279,-34609,320461,-5448732,-5071565,-753771,,,-1499755,,,-660426,,-942702,-2891420,1366791,-6969290,,-772014,-679571
2025-06-01,-367759,,,,4586928,166383,45522,1390412,1939663,-968702,160493,,,263473,,,175333,,148079,650012,-2279910,-921070,,81926,-223587
2025-06-02,-1504992,,,,2798831,4531304,29755,1707302,1349120,368789,296272,,,766175,,,373947,,510344,419626,1984527,-2358169,,276157,-387219
2025-06-03,-68707,,,,3095811,-1491071,-64298,-1204508,2940488,230927,499684,,,571093,,,177936,,374017,780385,-266465,3279686,,229433,549087
2025-06-04,-3620752,,,,5887143,1675404,9848,1779452,798953,-254710,-504484,,,-547100,,,-168199,,-353377,-1423016,258644,77244649,,2773331,1860504
2025-06-05,-908066,,,,-7705146,-2381857,14751,-498047,-3223129,217364,-18570,,,-237892,,,-194253,,-205520,1797024,-45973,-23511897,,-1155594,20975
2025-06-06,-1674304,,,,-15084801,-7590990,4697,463877,-3430333,-1874928,-1092934,,,-2555424,,,-1348846,,-1662013,-4251058,-699387,-37682839,,-2966735,-6967099
2025-06-07,2094887,,,,10129535,5555459,5458,2371052,4813876,634125,525096,,,1776530,,,964667,,1236137,2526559,551663,-3852445,,9970009,690140
2025-06-08,5249932,,,,2960211,1093222,-54348,44995,2917622,-244532,503175,,,292769,,,432146,,538935,893857,60874,-704998,,378893,-197904
2025-06-09,-1320232,,,,10103625,1350868,71535,-12214,1577760,147126,-126462,,,69188,,,62365,,29036,-282978,-358972,712431,,-8007476,-154950
2025-06-10,1149626,,,,9827515,8136287,30085932,-8723851,7705713,2017617,1837350,,,3130198,,,1475113,,1988417,2940589,675028,-1586443,,3347108,529721
2025-06-11,1895217,,,,825682,-2977506,-26907,10425327,1790481,352726,449537,,,282214,,,1702675,,238856,-26756,-100003,2685367,,285313,1285143
2025-06-12,-3161177,,,,-6474557,-2905233,-37843,-282893,-4044798,-41074,-762769,,,-1238287,,,-453637,,-558139,-1954885,-459185,987658,,4103175,628058
2025-06-13,-4235983,,,,-20329237,-7999402,19833,1467399,-10707845,42532632,-1015215,,,-3244024,,,-1700053,,-2147379,-5103452,-968235,-3503677,,-9364100,-802695
2025-06-14,1165562,,,,-3168469,9638090,2541,-53782,2004413,365988,97791,,,1084930,,,1150542,,741914,3383674,1409422,-2890583,,365849,321100
2025-06-15,-3189453,,,,-2796483,29129371,-39389,-86596,-628319,-2340344,-278677,,,-333598,,,-297997,,-320883,-595903,-1224087,-59214,,-273172,-466918
2025-06-16,1440305,,,,1215999,1210929,18000,17685,1389816,-103024,350428,,,79144,,,38290,,69740,144734,533614,-1203285,,38189,-20483
2025-06-17,-350965,,,,7494971,1866359,-58905,460453,1633364,135519,148672,,,548288,,,466852,,566309,1481591,544454,915196,,347225,571027
2025-06-18,-999388,,,,-8273698,-41515256,-307,3397334,-7114367,140945,-461534,,,-1225242,,,-561202,,-1003848,-2108299,-416862,-1648856,,-583918,-489124
2025-06-19,-243157,,,,945204,-2152382,9987,-41007,892811,1731083,113297,,,22699,,,27848,,83423,194904,573694,177613,,50260,-814808
2025-06-20,1224885,,,,-1263063,367662,-3444,1341813,-968056,-1460242,215266,,,75894,,,-56022,,-11706,1830622,-158472,-4318327,,-8871,620492
2025-06-21,-1410236,,,,-6592760,-3333443,17371,73314,-3361027,-374661,-512884,,,-1140142,,,-448766,,-802214,-1432377,159297,1883765,,-2091106,-396690
2025-06-22,-2233872,,,,-11130778,1768040,12633,-577585,-3003229,298428,-971815,,,-596501,,,-807047,,-467172,-211000,343323,-2454268,,-645920,-802493
2025-06-23,-970468,,,,-7301647,-580378,-17151,-10769,-8637089,1346456,-412632,,,-1344694,,,-138795,,-862870,-1591450,-548687,-7805277,,-289901,-616844
2025-06-24,1042151,,,,20473458,6873405,145973,-9283233,8728423,2448894,1865913,,,3215983,,,1552931,,2063036,5156939,692588,2964504,,1402549,738262
2025-06-25,1059114,,,,6116425,-279270,33193,-131185,2926926,-1225647,314775,,,552497,,,-221183,,1405839,350091,-43267,-2316626,,131823,636960
2025-06-26,-3143782,,,,-1092005,1522008,27273,131925,2399218,111985,478277,,,883747,,,406601,,509390,-124304,-187891,1238144,,244388,-160113
2025-06-27,10402244,,,,,-864591,-78693,176751,-2331205,-203434,-226727,,,-320901,,,-216208,,-196213,-540350,-850971,-212632,,-159013,-329556
2025-06-28,-739197,,,,-2123374,553630,-120285,358517,2255061,312171,311886,,,62226,,,42232,,40656,-1008011,937363,446383,,41304,-20062
2025-06-29,2790696,,,,744920,-1105806,15176,40358,-2276600,92204,248142,,,199941,,,199663,,190670,198862,-574705,195480,,139662,-206617
2025-06-30,3019326,,,,4555962,3053530,-29116,174517,2665437,633723,-133774,,,770655,,,-116156,,468301,347702,-798231,159027,,297250,-156351
2025-07-01,72781,,,,3060281,-1756185,6123,1596509,-356540,-627983,26058,,,-621401,,,-302770,,-491700,-601216,-389473,-702964,,-249854,-33134
2025-07-02,758265,,,,-10107539,-3716872,24652,6057,-13409731,-1932016,-1170530,,,-1284735,,,-1004244,,-741328,-1261357,629981,-786620,,-529052,-981478
2025-07-03,7882664,,,,4174565,9267186,-30008162,41335,6489537,3056079,1632189,,,2698343,,,1313878,,1783599,3457436,590478,-571235,,1067745,1546699
2025-07-04,1986391,,,,10831842,1852891,26593,338648,3880830,324792,246900,,,219923,,,140289,,141591,790343,42309,1171987,,106105,624786
2025-07-05,-1735228,,,,-7018746,-10658635,-70394,-1789335,-690568,405192,-919305,,,-1209334,,,-651534,,-717311,-1987544,-160062,1044089,,-519446,-642284
2025-07-06,11230704,,,,-123747,913374,114432,-6441381,143248,-4103980,-230291,,,169392,,,87419,,-19647,35446,837482,-1864275,,49277,-125662
2025-07-07,-16283430,,,,7060730,2707494,-38488,174644,2785745,579577,429395,,,720081,,,392095,,379491,902197,-407181,1044304,,295460,104487
2025-07-08,23011804,,,,-645544,-1847098,8948,-131359,376753,456800,406844,,,-611230,,,-192049,,-251544,-831850,-128874,-8196177,,-264937,-468242
2025-07-09,10282110,,,,5666677,7914697,10482,575646,2535329,-1486950,469384,,,461358,,,194138,,362246,-418262,-283402,-4268774,,235131,378388
2025-07-10,-17203028,,,,17227499,1422315,79371,400837,7507247,5612091,1236797,,,1782572,,,935789,,1127860,1020175,85988,-2305027,,742344,795900
2025-07-11,-6174474,,,,16480034,9991050,4658,590200,10156137,4405326,1633491,,,3216861,,,1570630,,2165164,4365672,514145,-4379540,,1209628,444354
2025-07-12,3979136,,,,25476232,-818330,-76718,335134,2826204,-3778499,123764,,,1088007,,,645697,,754013,1948995,560140,498144,,474743,169039
2025-07-13,8247793,,,,2796140,-1161111,-18269,2599,1440311,-596870,-30518,,,-45763,,,-111834,,-91475,2105038,-1201376,-4641271,,-106607,-77694
2025-07-14,6766161,,,,16637120,2781322,108960,-7514,4598762,1955068,744756,,,1336649,,,480285,,810061,906142,859235,-3073527,,461738,-357573
2025-07-15,5854513,,,,10094159,1129777,-152706,58529,26494731,184998,295481,,,425789,,,881304,,286693,687698,-82558,586456,,206965,-917874
2025-07-16,7837986,,,,-38836,-2832470,103540,-150084,-1841702,-376627,-73758,,,-1073658,,,14188251,,-538515,-16705973,700972,-443680,,-354565,2455225
2025-07-17,8631494,,,,17629043,7469985,14419,340131,10410066,1697325,731118,,,1197049,,,897485,,946014,-1230018,-387434,225802,,539255,1381320
2025-07-18,3088355,,,,65739627,21843684,-82946,258434,12516544,1961116,291219,,,600760,,,207598,,1549133,1030045,-627802,-2022899,,225398,2316230
2025-07-19,-1608126,,,,-18426218,19248483,-53035,-118318,-3482176,424332,-881348,,,-929810,,,-557870,,-498129,4961728,874438,-228215,,-306756,-410352
2025-07-20,6813365,,,,-2186331,988572,-23023,-131235,-1537906,-1027497,17135,,,-63068,,,25589,,59369,-245113,37712,-758681,,69744,-319599
2025-07-21,5739964,,,,9433066,3673416,28056,-9771521,-6969741,235249,121015,,,429843,,,361712,,329923,-264015,-364046,-313892,,323404,203385
2025-07-22,10481251,,,,-3508908,2601235,39648,-170741,2480668,785850,-149020,,,-300714,,,-63632,,-156723,-3186035,434106,998527,,-220691,1004131
2025-07-23,2295242,,,,-330704,2682099,15990,173848,1783489,-1076056,976042,,,1574421,,,1232008,,844992,608658,172835,-840501,,486928,564698
2025-07-24,-6260127,,,,-42972541,-9947313,40310861,1217008,-14389576,856603,-1022838,,,-788249,,,-613545,,-483824,-871027,-483454,-1218436,,-398166,-1686371
2025-07-25,615941,,,,-18287510,4220032,90197,1566722,-2680446,-419445,261943,,,-676258,,,-907635,,-371345,-364452,324215,-1495986,,-891306,93450
2025-07-26,5534603,,,,12100008,-2122638,48255,35516,972727,339823,-30613,,,-125036,,,-161772,,-15470,-577975,1160400,1070694,,595138,-572733
2025-07-27,-4789587,,,,4475545,5790664,-88939,93609,887572,1105761,-128365,,,297935,,,249221,,192226,-755189,-1292971,-921884,,598172,-251898
