date,UTXO Count
2009-08-31,20806
2009-09-01,20884
2009-09-02,20950
2009-09-03,20998
2009-09-04,21062
2009-09-05,21138
2009-09-06,21206
2009-09-07,21272
2009-09-08,21341
2009-09-09,21395
2009-09-10,21462
2009-09-11,21529
2009-09-12,21598
2009-09-13,21673
2009-09-14,21747
2009-09-15,21791
2009-09-16,21863
2009-09-17,21848
2009-09-18,21926
2009-09-19,22000
2009-09-20,22078
2009-09-21,22140
2009-09-22,22126
2009-09-23,22162
2009-09-24,22259
2009-09-25,22326
2009-09-26,22426
2009-09-27,22498
2009-09-28,22583
2009-09-29,22630
2009-09-30,22715
2009-10-01,22797
2009-10-02,22860
2009-10-03,22918
2009-10-04,22971
2009-10-05,23026
2009-10-06,23056
2009-10-07,23116
2009-10-08,23186
2009-10-09,23266
2009-10-10,23342
2009-10-11,23416
2009-10-12,23401
2009-10-13,23458
2009-10-14,23527
2009-10-15,23598
2009-10-16,23578
2009-10-17,23635
2009-10-18,23703
2009-10-19,23815
2009-10-20,23811
2009-10-21,23874
2009-10-22,23925
2009-10-23,24014
2009-10-24,24070
2009-10-25,24146
2009-10-26,24217
2009-10-27,24266
2009-10-28,24332
2009-10-29,24339
2009-10-30,24399
2009-10-31,24445
2009-11-01,24470
2009-11-02,24503
2009-11-03,24565
2009-11-04,24587
2009-11-05,24644
2009-11-06,24706
2009-11-07,24775
2009-11-08,24848
2009-11-09,24912
2009-11-10,24990
2009-11-11,25012
2009-11-12,25078
2009-11-13,25150
2009-11-14,25229
2009-11-15,25325
2009-11-16,25422
2009-11-17,25514
2009-11-18,25593
2009-11-19,25574
2009-11-20,25660
2009-11-21,25733
2009-11-22,25839
2009-11-23,25935
2009-11-24,26028
2009-11-25,26118
2009-11-26,26202
2009-11-27,26276
2009-11-28,26347
2009-11-29,26407
2009-11-30,26482
2009-12-01,26389
2009-12-02,26483
2009-12-03,26571
2009-12-04,26607
2009-12-05,26655
2009-12-06,26758
2009-12-07,26870
2009-12-08,26947
2009-12-09,27037
2009-12-10,27141
2009-12-11,27253
2009-12-12,27298
2009-12-13,27412
2009-12-14,27188
2009-12-15,27293
2009-12-16,27413
2009-12-17,27577
2009-12-18,27802
2009-12-19,28000
2009-12-20,28175
2009-12-21,28350
2009-12-22,28512
2009-12-23,28666
2009-12-24,28820
2009-12-25,28970
2009-12-26,29144
2009-12-27,29307
2009-12-28,29444
2009-12-29,29615
2009-12-30,29756
2009-12-31,29894
2010-01-01,30027
2010-01-02,30152
2010-01-03,30338
2010-01-04,30440
2010-01-05,30638
2010-01-06,30801
2010-01-07,30955
2010-01-08,31108
2010-01-09,31259
2010-01-10,31449
2010-01-11,31608
2010-01-12,31555
2010-01-13,31721
2010-01-14,31858
2010-01-15,31995
2010-01-16,32115
2010-01-17,32246
2010-01-18,32372
2010-01-19,32496
2010-01-20,32654
2010-01-21,32826
2010-01-22,32958
2010-01-23,33119
2010-01-24,33273
2010-01-25,33428
2010-01-26,33611
2010-01-27,33757
2010-01-28,33915
2010-01-29,34097
2010-01-30,34277
2010-01-31,34426
2010-02-01,34602
2010-02-02,34727
2010-02-03,34993
2010-02-04,35188
2010-02-05,35172
2010-02-06,35348
2010-02-07,35562
2010-02-08,35646
2010-02-09,35439
2010-02-10,35006
2010-02-11,35106
2010-02-12,35242
2010-02-13,35393
2010-02-14,35556
2010-02-15,35654
2010-02-16,35841
2010-02-17,36066
2010-02-18,36224
2010-02-19,36417
2010-02-20,36614
2010-02-21,36716
2010-02-22,36715
2010-02-23,36965
2010-02-24,37035
2010-02-25,37050
2010-02-26,37208
2010-02-27,37373
2010-02-28,37427
2010-03-01,37594
2010-03-02,37747
2010-03-03,37789
2010-03-04,37590
2010-03-05,37761
2010-03-06,37852
2010-03-07,37921
2010-03-08,37872
2010-03-09,37939
2010-03-10,38069
2010-03-11,38141
2010-03-12,38257
2010-03-13,38375
2010-03-14,38492
2010-03-15,38630
2010-03-16,38734
2010-03-17,38848
2010-03-18,38919
2010-03-19,38955
2010-03-20,39092
2010-03-21,39273
2010-03-22,39419
2010-03-23,39563
2010-03-24,39713
2010-03-25,39573
2010-03-26,39711
2010-03-27,39872
2010-03-28,40045
2010-03-29,40184
2010-03-30,40394
2010-03-31,40584
2010-04-01,40735
2010-04-02,40876
2010-04-03,41019
2010-04-04,41135
2010-04-05,41185
2010-04-06,41263
2010-04-07,41364
2010-04-08,41511
2010-04-09,41591
2010-04-10,41615
2010-04-11,41717
2010-04-12,41808
2010-04-13,41981
2010-04-14,42102
2010-04-15,41736
2010-04-16,41756
2010-04-17,41925
2010-04-18,44998
2010-04-19,44979
2010-04-20,45006
2010-04-21,45110
2010-04-22,45256
2010-04-23,45410
2010-04-24,45463
2010-04-25,45491
2010-04-26,45612
2010-04-27,45776
2010-04-28,45877
2010-04-29,46004
2010-04-30,46136
2010-05-01,46279
2010-05-02,46416
2010-05-03,46488
2010-05-04,46463
2010-05-05,46456
2010-05-06,46350
2010-05-07,46415
2010-05-08,46321
2010-05-09,46402
2010-05-10,46408
2010-05-11,46499
2010-05-12,46524
2010-05-13,46577
2010-05-14,45797
2010-05-15,44887
2010-05-16,44973
2010-05-17,45018
2010-05-18,45112
2010-05-19,45194
2010-05-20,45359
2010-05-21,45414
2010-05-22,45380
2010-05-23,45501
2010-05-24,45638
2010-05-25,45774
2010-05-26,45891
2010-05-27,45980
2010-05-28,46163
2010-05-29,46249
2010-05-30,46363
2010-05-31,46466
2010-06-01,46541
2010-06-02,46663
2010-06-03,46685
2010-06-04,46796
2010-06-05,46898
2010-06-06,46991
2010-06-07,46905
2010-06-08,46998
2010-06-09,47073
2010-06-10,47211
2010-06-11,47329
2010-06-12,47432
2010-06-13,47538
2010-06-14,47590
2010-06-15,47745
2010-06-16,47779
2010-06-17,47904
2010-06-18,47987
2010-06-19,47972
2010-06-20,48116
2010-06-21,48243
2010-06-22,48324
2010-06-23,48461
2010-06-24,48559
2010-06-25,48702
2010-06-26,48845
2010-06-27,48979
2010-06-28,49107
2010-06-29,49166
2010-06-30,48434
2010-07-01,48537
2010-07-02,48328
2010-07-03,48463
2010-07-04,48388
2010-07-05,48466
2010-07-06,48585
2010-07-07,48610
2010-07-08,48733
2010-07-09,48900
2010-07-10,48966
2010-07-11,49168
2010-07-12,50934
2010-07-13,51950
2010-07-14,57253
2010-07-15,56877
2010-07-16,57519
2010-07-17,57568
2010-07-18,57528
2010-07-19,57696
2010-07-20,57869
2010-07-21,57996
2010-07-22,58225
2010-07-23,58444
2010-07-24,58563
2010-07-25,58635
2010-07-26,57986
2010-07-27,58098
2010-07-28,57727
2010-07-29,57947
2010-07-30,57938
2010-07-31,57989
2010-08-01,58137
2010-08-02,58290
2010-08-03,58581
2010-08-04,58793
2010-08-05,58703
2010-08-06,58792
2010-08-07,58730
2010-08-08,58925
2010-08-09,58079
2010-08-10,58196
2010-08-11,58295
2010-08-12,58528
2010-08-13,58577
2010-08-14,58636
2010-08-15,58743
2010-08-16,58717
2010-08-17,58844
2010-08-18,58069
2010-08-19,58213
2010-08-20,58363
2010-08-21,58514
2010-08-22,58624
2010-08-23,58731
2010-08-24,58443
2010-08-25,58641
2010-08-26,58672
2010-08-27,58773
2010-08-28,58851
2010-08-29,58995
2010-08-30,59065
2010-08-31,58849
2010-09-01,58826
2010-09-02,58883
2010-09-03,59041
2010-09-04,59162
2010-09-05,59247
2010-09-06,59313
2010-09-07,59421
2010-09-08,59563
2010-09-09,59656
2010-09-10,59815
2010-09-11,59966
2010-09-12,59959
2010-09-13,60042
2010-09-14,60176
2010-09-15,60309
2010-09-16,60427
2010-09-17,60075
2010-09-18,60232
2010-09-19,60284
2010-09-20,60386
2010-09-21,60443
2010-09-22,60568
2010-09-23,60668
2010-09-24,60829
2010-09-25,60930
2010-09-26,61034
2010-09-27,60836
2010-09-28,59982
2010-09-29,60057
2010-09-30,60160
2010-10-01,60470
2010-10-02,60445
2010-10-03,60561
2010-10-04,60562
2010-10-05,60605
2010-10-06,60717
2010-10-07,60759
2010-10-08,60668
2010-10-09,60645
2010-10-10,60748
2010-10-11,60827
2010-10-12,60918
2010-10-13,60692
2010-10-14,60766
2010-10-15,60894
2010-10-16,60868
2010-10-17,61034
2010-10-18,61165
2010-10-19,61426
2010-10-20,61592
2010-10-21,61668
2010-10-22,61789
2010-10-23,61950
2010-10-24,62129
2010-10-25,62210
2010-10-26,62447
2010-10-27,62494
2010-10-28,62541
2010-10-29,62554
2010-10-30,62719
2010-10-31,62753
2010-11-01,62847
2010-11-02,62964
2010-11-03,63078
2010-11-04,63137
2010-11-05,63075
2010-11-06,63209
2010-11-07,63335
2010-11-08,62731
2010-11-09,62843
2010-11-10,62998
2010-11-11,63137
2010-11-12,63236
2010-11-13,63330
2010-11-14,63229
2010-11-15,64200
2010-11-16,66828
2010-11-17,66978
2010-11-18,67177
2010-11-19,67218
2010-11-20,67510
2010-11-21,67583
2010-11-22,67688
2010-11-23,67750
2010-11-24,67585
2010-11-25,64604
2010-11-26,64927
2010-11-27,65066
2010-11-28,65358
2010-11-29,65411
2010-11-30,65593
2010-12-01,65660
2010-12-02,65818
2010-12-03,65784
2010-12-04,65924
2010-12-05,66148
2010-12-06,66422
2010-12-07,66513
2010-12-08,66759
2010-12-09,66925
2010-12-10,67124
2010-12-11,67437
2010-12-12,67813
2010-12-13,67640
2010-12-14,67978
2010-12-15,68259
2010-12-16,68470
2010-12-17,68482
2010-12-18,68768
2010-12-19,68784
2010-12-20,69297
2010-12-21,69608
2010-12-22,69885
2010-12-23,70214
2010-12-24,70550
2010-12-25,71012
2010-12-26,71356
2010-12-27,71355
2010-12-28,71755
2010-12-29,71904
2010-12-30,72145
2010-12-31,72464
2011-01-01,72745
2011-01-02,72908
2011-01-03,72813
2011-01-04,73250
2011-01-05,73521
2011-01-06,73692
2011-01-07,74169
2011-01-08,74720
2011-01-09,75107
2011-01-10,75523
2011-01-11,75922
2011-01-12,76306
2011-01-13,76497
2011-01-14,76725
2011-01-15,77109
2011-01-16,77494
2011-01-17,78000
2011-01-18,78312
2011-01-19,78720
2011-01-20,79290
2011-01-21,79681
2011-01-22,79807
2011-01-23,80027
2011-01-24,80515
2011-01-25,81008
2011-01-26,81484
2011-01-27,81629
2011-01-28,82162
2011-01-29,82406
2011-01-30,82831
2011-01-31,83070
2011-02-01,82844
2011-02-02,83134
2011-02-03,83520
2011-02-04,83922
2011-02-05,84134
2011-02-06,84396
2011-02-07,84841
2011-02-08,85214
2011-02-09,85846
2011-02-10,86571
2011-02-11,87823
2011-02-12,88670
2011-02-13,89608
2011-02-14,89795
2011-02-15,90983
2011-02-16,91809
2011-02-17,92990
2011-02-18,93528
2011-02-19,94236
2011-02-20,95375
2011-02-21,96679
2011-02-22,97762
2011-02-23,98881
2011-02-24,99859
2011-02-25,100906
2011-02-26,101717
2011-02-27,102685
2011-02-28,103331
2011-03-01,104614
2011-03-02,105486
2011-03-03,107625
2011-03-04,108091
2011-03-05,107814
2011-03-06,108681
2011-03-07,109384
2011-03-08,110299
2011-03-09,110906
2011-03-10,111650
2011-03-11,112202
2011-03-12,112945
2011-03-13,113563
2011-03-14,113363
2011-03-15,113837
2011-03-16,114167
2011-03-17,114996
2011-03-18,115496
2011-03-19,116199
2011-03-20,116965
2011-03-21,118340
2011-03-22,119344
2011-03-23,121119
2011-03-24,122243
2011-03-25,123531
2011-03-26,124970
2011-03-27,126087
2011-03-28,127290
2011-03-29,129125
2011-03-30,130151
2011-03-31,131268
2011-04-01,132045
2011-04-02,133103
2011-04-03,134461
2011-04-04,135749
2011-04-05,137079
2011-04-06,138099
2011-04-07,139178
2011-04-08,140158
2011-04-09,141274
2011-04-10,142085
2011-04-11,142623
2011-04-12,142930
2011-04-13,143623
2011-04-14,145228
2011-04-15,144872
2011-04-16,144254
2011-04-17,145269
2011-04-18,146507
2011-04-19,148082
2011-04-20,147701
2011-04-21,148791
2011-04-22,149745
2011-04-23,150367
2011-04-24,150755
2011-04-25,151120
2011-04-26,152776
2011-04-27,153107
2011-04-28,153700
2011-04-29,155301
2011-04-30,155887
2011-05-01,156314
2011-05-02,157743
2011-05-03,159231
2011-05-04,160133
2011-05-05,161230
2011-05-06,162768
2011-05-07,165243
2011-05-08,166477
2011-05-09,168122
2011-05-10,168845
2011-05-11,169546
2011-05-12,170705
2011-05-13,170853
2011-05-14,172906
2011-05-15,174707
2011-05-16,179105
2011-05-17,182727
2011-05-18,186192
2011-05-19,190450
2011-05-20,193233
2011-05-21,195859
2011-05-22,199829
2011-05-23,203333
2011-05-24,207920
2011-05-25,212880
2011-05-26,215594
2011-05-27,218228
2011-05-28,221886
2011-05-29,225838
2011-05-30,230490
2011-05-31,233198
2011-06-01,236894
2011-06-02,238652
2011-06-03,239168
2011-06-04,242763
2011-06-05,248078
2011-06-06,251581
2011-06-07,254381
2011-06-08,253908
2011-06-09,260150
2011-06-10,265413
2011-06-11,272757
2011-06-12,278976
2011-06-13,284875
2011-06-14,296148
2011-06-15,302973
2011-06-16,308030
2011-06-17,313733
2011-06-18,323351
2011-06-19,331903
2011-06-20,342908
2011-06-21,353007
2011-06-22,366174
2011-06-23,376954
2011-06-24,385395
2011-06-25,391074
2011-06-26,394885
2011-06-27,402805
2011-06-28,408692
2011-06-29,415332
2011-06-30,421795
2011-07-01,435413
2011-07-02,455195
2011-07-03,464284
2011-07-04,472219
2011-07-05,477543
2011-07-06,483044
2011-07-07,488859
2011-07-08,498821
2011-07-09,508152
2011-07-10,521577
2011-07-11,530382
2011-07-12,539419
2011-07-13,551352
2011-07-14,565515
2011-07-15,576359
2011-07-16,586080
2011-07-17,595958
2011-07-18,599913
2011-07-19,606298
2011-07-20,615570
2011-07-21,625252
2011-07-22,633236
2011-07-23,641554
2011-07-24,650108
2011-07-25,658481
2011-07-26,665613
2011-07-27,674523
2011-07-28,684347
2011-07-29,694752
2011-07-30,703828
2011-07-31,714506
2011-08-01,722184
2011-08-02,726998
2011-08-03,728927
2011-08-04,732685
2011-08-05,740815
2011-08-06,746488
2011-08-07,754703
2011-08-08,759424
2011-08-09,765487
2011-08-10,770884
2011-08-11,775478
2011-08-12,778472
2011-08-13,783549
2011-08-14,791164
2011-08-15,793291
2011-08-16,797867
2011-08-17,801849
2011-08-18,809958
2011-08-19,816460
2011-08-20,825311
2011-08-21,834340
2011-08-22,844967
2011-08-23,853918
2011-08-24,862232
2011-08-25,871233
2011-08-26,876245
2011-08-27,882117
2011-08-28,889959
2011-08-29,894648
2011-08-30,898517
2011-08-31,902779
2011-09-01,905965
2011-09-02,909237
2011-09-03,912666
2011-09-04,988008
2011-09-05,992688
2011-09-06,994987
2011-09-07,998190
2011-09-08,1001306
2011-09-09,1000743
2011-09-10,1002845
2011-09-11,1004294
2011-09-12,1006047
2011-09-13,1008860
2011-09-14,1011950
2011-09-15,1014297
2011-09-16,1016560
2011-09-17,1018850
2011-09-18,1023017
2011-09-19,1024860
2011-09-20,1029712
2011-09-21,1029380
2011-09-22,1035370
2011-09-23,1044713
2011-09-24,1052752
2011-09-25,1061782
2011-09-26,1069337
2011-09-27,1076374
2011-09-28,1080088
2011-09-29,1082971
2011-09-30,1085280
2011-10-01,1087310
2011-10-02,1089721
2011-10-03,1092607
2011-10-04,1094115
2011-10-05,1096797
2011-10-06,1098686
2011-10-07,1101333
2011-10-08,1103813
2011-10-09,1105899
2011-10-10,1108693
2011-10-11,1110190
2011-10-12,1112231
2011-10-13,1113944
2011-10-14,1115479
2011-10-15,1118107
2011-10-16,1119854
2011-10-17,1121179
2011-10-18,1123428
2011-10-19,1125537
2011-10-20,1128033
2011-10-21,1131204
2011-10-22,1133345
2011-10-23,1135825
2011-10-24,1138804
2011-10-25,1142287
2011-10-26,1144449
2011-10-27,1146701
2011-10-28,1147919
2011-10-29,1149517
2011-10-30,1151219
2011-10-31,1153845
2011-11-01,1155801
2011-11-02,1157935
2011-11-03,1159811
2011-11-04,1162028
2011-11-05,1163888
2011-11-06,1167335
2011-11-07,1168808
2011-11-08,1170814
2011-11-09,1173039
2011-11-10,1175724
2011-11-11,1177039
2011-11-12,1179319
2011-11-13,1182489
2011-11-14,1184280
2011-11-15,1186894
2011-11-16,1188444
2011-11-17,1189689
2011-11-18,1192093
2011-11-19,1194324
2011-11-20,1195326
2011-11-21,1197784
2011-11-22,1199934
2011-11-23,1201827
2011-11-24,1203002
2011-11-25,1205502
2011-11-26,1207024
2011-11-27,1209443
2011-11-28,1211181
2011-11-29,1211625
2011-11-30,1211143
2011-12-01,1213035
2011-12-02,1215324
2011-12-03,1217198
2011-12-04,1219535
2011-12-05,1222593
2011-12-06,1225356
2011-12-07,1226582
2011-12-08,1227563
2011-12-09,1229807
2011-12-10,1232757
2011-12-11,1232660
2011-12-12,1233311
2011-12-13,1235514
2011-12-14,1238174
2011-12-15,1240411
2011-12-16,1240828
2011-12-17,1242201
2011-12-18,1244778
2011-12-19,1245979
2011-12-20,1244182
2011-12-21,1246022
2011-12-22,1248764
2011-12-23,1251457
2011-12-24,1253670
2011-12-25,1256434
2011-12-26,1258992
2011-12-27,1260417
2011-12-28,1262165
2011-12-29,1264130
2011-12-30,1266337
2011-12-31,1266391
2012-01-01,1266473
2012-01-02,1265326
2012-01-03,1265574
2012-01-04,1265092
2012-01-05,1263983
2012-01-06,1261728
2012-01-07,1261111
2012-01-08,1262196
2012-01-09,1261097
2012-01-10,1257030
2012-01-11,1253920
2012-01-12,1255068
2012-01-13,1257432
2012-01-14,1260437
2012-01-15,1261566
2012-01-16,1263352
2012-01-17,1265346
2012-01-18,1266597
2012-01-19,1268710
2012-01-20,1270918
2012-01-21,1272095
2012-01-22,1275170
2012-01-23,1279100
2012-01-24,1280672
2012-01-25,1282366
2012-01-26,1284095
2012-01-27,1285352
2012-01-28,1287854
2012-01-29,1289911
2012-01-30,1293100
2012-01-31,1294561
2012-02-01,1297657
2012-02-02,1299863
2012-02-03,1302897
2012-02-04,1304656
2012-02-05,1307407
2012-02-06,1309389
2012-02-07,1311959
2012-02-08,1315911
2012-02-09,1318617
2012-02-10,1320262
2012-02-11,1322127
2012-02-12,1326300
2012-02-13,1329684
2012-02-14,1331719
2012-02-15,1335297
2012-02-16,1336750
2012-02-17,1338953
2012-02-18,1343238
2012-02-19,1347266
2012-02-20,1350739
2012-02-21,1352357
2012-02-22,1355968
2012-02-23,1358646
2012-02-24,1361307
2012-02-25,1364259
2012-02-26,1366726
2012-02-27,1369751
2012-02-28,1373292
2012-02-29,1377164
2012-03-01,1377472
2012-03-02,1379419
2012-03-03,1382699
2012-03-04,1387511
2012-03-05,1390042
2012-03-06,1391856
2012-03-07,1396112
2012-03-08,1400096
2012-03-09,1403650
2012-03-10,1403908
2012-03-11,1406272
2012-03-12,1410214
2012-03-13,1410064
2012-03-14,1410736
2012-03-15,1412551
2012-03-16,1416350
2012-03-17,1420042
2012-03-18,1423665
2012-03-19,1425729
2012-03-20,1428118
2012-03-21,1432202
2012-03-22,1435813
2012-03-23,1438807
2012-03-24,1443251
2012-03-25,1445505
2012-03-26,1447320
2012-03-27,1450934
2012-03-28,1454435
2012-03-29,1457440
2012-03-30,1461222
2012-03-31,1464622
2012-04-01,1467533
2012-04-02,1468581
2012-04-03,1469462
2012-04-04,1472046
2012-04-05,1472094
2012-04-06,1471867
2012-04-07,1474783
2012-04-08,1478297
2012-04-09,1481117
2012-04-10,1484979
2012-04-11,1486903
2012-04-12,1489311
2012-04-13,1492490
2012-04-14,1496299
2012-04-15,1499349
2012-04-16,1501655
2012-04-17,1502280
2012-04-18,1502641
2012-04-19,1504227
2012-04-20,1503571
2012-04-21,1504983
2012-04-22,1507070
2012-04-23,1509178
2012-04-24,1512471
2012-04-25,1515520
2012-04-26,1520037
2012-04-27,1522299
2012-04-28,1525826
2012-04-29,1529495
2012-04-30,1532914
2012-05-01,1535985
2012-05-02,1537367
2012-05-03,1541807
2012-05-04,1545570
2012-05-05,1549636
2012-05-06,1549402
2012-05-07,1552755
2012-05-08,1557019
2012-05-09,1558450
2012-05-10,1559619
2012-05-11,1561617
2012-05-12,1563927
2012-05-13,1567322
2012-05-14,1570514
2012-05-15,1572599
2012-05-16,1572970
2012-05-17,1575535
2012-05-18,1578356
2012-05-19,1581770
2012-05-20,1585866
2012-05-21,1590194
2012-05-22,1593432
2012-05-23,1597046
2012-05-24,1600895
2012-05-25,1604910
2012-05-26,1608063
2012-05-27,1611108
2012-05-28,1613688
2012-05-29,1615995
2012-05-30,1619006
2012-05-31,1622346
2012-06-01,1625711
2012-06-02,1629256
2012-06-03,1633726
2012-06-04,1634837
2012-06-05,1640222
2012-06-06,1642461
2012-06-07,1644398
2012-06-08,1646120
2012-06-09,1649058
2012-06-10,1655591
2012-06-11,1660349
2012-06-12,1662701
2012-06-13,1671134
2012-06-14,1674814
2012-06-15,1677987
2012-06-16,1679361
2012-06-17,1691526
2012-06-18,1695038
2012-06-19,1697594
2012-06-20,1704053
2012-06-21,1708340
2012-06-22,1711025
2012-06-23,1715427
2012-06-24,1717670
2012-06-25,1722335
2012-06-26,1729818
2012-06-27,1737419
2012-06-28,1742230
2012-06-29,1748880
2012-06-30,1754991
2012-07-01,1760183
2012-07-02,1766667
2012-07-03,1773119
2012-07-04,1779633
2012-07-05,1784344
2012-07-06,1789034
2012-07-07,1793723
2012-07-08,1798000
2012-07-09,1803439
2012-07-10,1808146
2012-07-11,1812770
2012-07-12,1815140
2012-07-13,1817511
2012-07-14,1821578
2012-07-15,1825568
2012-07-16,1828226
2012-07-17,1830209
2012-07-18,1829640
2012-07-19,1830224
2012-07-20,1836823
2012-07-21,1843387
2012-07-22,1852116
2012-07-23,1857792
2012-07-24,1862705
2012-07-25,1871710
2012-07-26,1877384
2012-07-27,1885842
2012-07-28,1898406
2012-07-29,1904640
2012-07-30,1903841
2012-07-31,1907671
2012-08-01,1911860
2012-08-02,1915982
2012-08-03,1921927
2012-08-04,1926540
2012-08-05,1933455
2012-08-06,1942344
2012-08-07,1953259
2012-08-08,1961907
2012-08-09,1964847
2012-08-10,1974707
2012-08-11,1985288
2012-08-12,1999331
2012-08-13,2019946
2012-08-14,2029000
2012-08-15,2036246
2012-08-16,2040182
2012-08-17,2042335
2012-08-18,2048472
2012-08-19,2038696
2012-08-20,2041419
2012-08-21,2053919
2012-08-22,2061699
2012-08-23,2073659
2012-08-24,2083549
2012-08-25,2091673
2012-08-26,2098755
2012-08-27,2105376
2012-08-28,2116955
2012-08-29,2127361
2012-08-30,2132708
2012-08-31,2142118
2012-09-01,2152293
2012-09-02,2161991
2012-09-03,2167736
2012-09-04,2172927
2012-09-05,2177271
2012-09-06,2185031
2012-09-07,2191528
2012-09-08,2198210
2012-09-09,2207811
2012-09-10,2215998
2012-09-11,2227948
2012-09-12,2239059
2012-09-13,2246037
2012-09-14,2255807
2012-09-15,2263825
2012-09-16,2270918
2012-09-17,2277752
2012-09-18,2287942
2012-09-19,2297924
2012-09-20,2310678
2012-09-21,2317799
2012-09-22,2318475
2012-09-23,2329110
2012-09-24,2336072
