date,UTXOs in Loss (%)
2021-05-21,13.38845778
2021-05-22,13.0886852
2021-05-23,13.92312848
2021-05-24,12.07181633
2021-05-25,12.2083393
2021-05-26,11.73227394
2021-05-27,12.09108748
2021-05-28,13.7920199
2021-05-29,14.02195903
2021-05-30,13.39009038
2021-05-31,12.0571092
2021-06-01,12.47607027
2021-06-02,11.57791733
2021-06-03,10.4806855
2021-06-04,12.39207013
2021-06-05,13.41876388
2021-06-06,13.22234709
2021-06-07,14.30771269
2021-06-08,14.10410926
2021-06-09,11.13540731
2021-06-10,11.88815582
2021-06-11,11.19216917
2021-06-12,13.29579706
2021-06-13,9.74932003
2021-06-14,9.27100625
2021-06-15,9.46896606
2021-06-16,10.82046065
2021-06-17,11.00631068
2021-06-18,13.67614051
2021-06-19,13.59614922
2021-06-20,13.23993721
2021-06-21,15.17566928
2021-06-22,15.00230422
2021-06-23,14.10900324
2021-06-24,13.47007779
2021-06-25,15.4726793
2021-06-26,14.86407059
2021-06-27,13.32649604
2021-06-28,13.28505865
2021-06-29,12.15501848
2021-06-30,13.04028759
2021-07-01,14.39994273
2021-07-02,13.9664557
2021-07-03,12.94781172
2021-07-04,12.34550318
2021-07-05,14.02842782
2021-07-06,13.45179921
2021-07-07,14.07522033
2021-07-08,14.98410951
2021-07-09,13.64856636
2021-07-10,14.1619006
2021-07-11,12.90287693
2021-07-12,14.5973308
2021-07-13,15.00804297
2021-07-14,14.71665624
2021-07-15,15.50795715
2021-07-16,15.89482756
2021-07-17,15.73930818
2021-07-18,15.33663924
2021-07-19,15.92974935
2021-07-20,15.90592833
2021-07-21,14.49024104
2021-07-22,14.26599991
2021-07-23,12.78299668
2021-07-24,11.95442309
2021-07-25,11.04427829
2021-07-26,9.63361351
2021-07-27,8.26448057
2021-07-28,8.04258397
2021-07-29,8.06803109
2021-07-30,7.4468896
2021-07-31,7.55710087
2021-08-01,8.60035072
2021-08-02,9.24300387
2021-08-03,9.88500559
2021-08-04,8.52399103
2021-08-05,7.72786782
2021-08-06,7.28674727
2021-08-07,7.07688487
2021-08-08,7.39061809
2021-08-09,6.88989214
2021-08-10,7.24146216
2021-08-11,7.3106521
2021-08-12,7.80511626
2021-08-13,6.22464796
2021-08-14,6.66951702
2021-08-15,6.70640037
2021-08-16,7.63999604
2021-08-17,8.47182471
2021-08-18,8.36946792
2021-08-19,6.93918224
2021-08-20,5.56753007
2021-08-21,5.91907516
2021-08-22,5.60770934
2021-08-23,5.63015647
2021-08-24,7.14602261
2021-08-25,6.14848999
2021-08-26,7.45819411
2021-08-27,5.9792908
2021-08-28,6.37316891
2021-08-29,6.30172975
2021-08-30,8.36181164
2021-08-31,8.23777393
2021-09-01,6.29816344
2021-09-02,5.86034003
2021-09-03,5.40594909
2021-09-04,5.59568477
2021-09-05,4.58774515
2021-09-06,4.41335588
2021-09-07,9.26380355
2021-09-08,9.61496745
2021-09-09,9.53496551
2021-09-10,10.89933606
2021-09-11,10.59612945
2021-09-12,9.489384
2021-09-13,10.58466748
2021-09-14,8.18636996
2021-09-15,7.27080432
2021-09-16,7.67162294
2021-09-17,8.33121297
2021-09-18,7.24544723
2021-09-19,8.7524594
2021-09-20,11.61040671
2021-09-21,11.97159338
2021-09-22,11.08711022
2021-09-23,10.61977333
2021-09-24,11.48523294
2021-09-25,11.42003169
2021-09-26,11.21638033
2021-09-27,11.88302346
2021-09-28,12.32264396
2021-09-29,12.06804621
2021-09-30,10.48266495
2021-10-01,6.8323976
2021-10-02,6.9798332
2021-10-03,6.67251694
2021-10-04,5.5274369
2021-10-05,4.41605696
2021-10-06,3.04862705
2021-10-07,4.38764106
2021-10-08,4.50098656
2021-10-09,3.44302224
2021-10-10,4.20779663
2021-10-11,1.84555792
2021-10-12,3.16058059
2021-10-13,1.90805762
2021-10-14,2.25356762
2021-10-15,0.28969318
2021-10-16,0.61091546
2021-10-17,0.32386864
2021-10-18,0.33366744
2021-10-19,0.03610571
2021-10-20,0.14968342
2021-10-21,1.03078144
2021-10-22,1.75872103
2021-10-23,1.37610566
2021-10-24,1.75032661
2021-10-25,0.59305552
2021-10-26,2.43294209
2021-10-27,3.38349417
2021-10-28,2.26356166
2021-10-29,1.24850552
2021-10-30,1.41134221
2021-10-31,1.71946166
2021-11-01,2.2421204
2021-11-02,0.53728151
2021-11-03,0.84654709
2021-11-04,2.17963915
2021-11-05,2.79507162
2021-11-06,2.06783245
2021-11-07,0.39492726
2021-11-08,0.02390941
2021-11-09,0.32304269
2021-11-10,1.01713985
2021-11-11,1.12368201
2021-11-12,1.30256534
2021-11-13,1.1581311
2021-11-14,0.61556051
2021-11-15,1.76914163
2021-11-16,4.57803898
2021-11-17,4.71557164
2021-11-18,7.00712607
2021-11-19,5.69734278
2021-11-20,4.53553386
2021-11-21,5.53785311
2021-11-22,7.57763432
2021-11-23,6.24995494
2021-11-24,6.76257203
2021-11-25,4.90869562
2021-11-26,9.90255491
2021-11-27,9.09189861
2021-11-28,6.66931797
2021-11-29,5.84882023
2021-11-30,6.82573755
2021-12-01,6.8746921
2021-12-02,8.05692999
2021-12-03,10.50719213
2021-12-04,11.85781285
2021-12-05,11.50268396
2021-12-06,10.54796286
2021-12-07,10.60982788
2021-12-08,10.6749471
2021-12-09,13.02811013
2021-12-10,14.17919132
2021-12-11,11.09234892
2021-12-12,10.5884481
2021-12-13,14.63352333
2021-12-14,12.70584111
2021-12-15,11.72819534
2021-12-16,13.76228147
2021-12-17,15.06850047
2021-12-18,14.48250982
2021-12-19,14.85201661
2021-12-20,14.26620902
2021-12-21,10.98308859
2021-12-22,11.86695589
2021-12-23,9.33945565
2021-12-24,9.64645945
2021-12-25,9.81908332
2021-12-26,9.49848498
2021-12-27,9.80039509
2021-12-28,14.06288667
2021-12-29,15.5408451
2021-12-30,14.52838255
2021-12-31,15.72551747
2022-01-01,13.58466187
2022-01-02,13.91376593
2022-01-03,15.57869336
2022-01-04,16.23372536
2022-01-05,17.08648464
2022-01-06,17.13571793
2022-01-07,17.75448479
2022-01-08,17.3948059
2022-01-09,17.43099852
2022-01-10,17.28039283
2022-01-11,16.61441699
2022-01-12,15.83648467
2022-01-13,17.09291594
2022-01-14,16.44719933
2022-01-15,16.41436735
2022-01-16,16.46997632
2022-01-17,17.40080915
2022-01-18,17.1250429
2022-01-19,17.99067252
2022-01-20,18.66765951
2022-01-21,20.36099089
2022-01-22,20.91279518
2022-01-23,19.89113873
2022-01-24,19.67539059
2022-01-25,19.42944876
2022-01-26,19.67902416
2022-01-27,19.20932669
2022-01-28,18.76068915
2022-01-29,18.36238164
2022-01-30,18.53376062
2022-01-31,17.77850689
2022-02-01,17.56424249
2022-02-02,19.56315168
2022-02-03,19.23638725
2022-02-04,16.03098556
2022-02-05,16.43694857
2022-02-06,15.13008032
2022-02-07,14.06183095
2022-02-08,13.91771772
2022-02-09,13.83604475
2022-02-10,14.78263648
2022-02-11,15.97532614
2022-02-12,16.08131205
2022-02-13,15.97070094
2022-02-14,15.22186403
2022-02-15,13.24836039
2022-02-16,13.48390965
2022-02-17,17.66207626
2022-02-18,17.87662688
2022-02-19,17.68154646
2022-02-20,18.40329273
2022-02-21,19.90576936
2022-02-22,18.55385037
2022-02-23,19.81748725
2022-02-24,18.41070399
2022-02-25,17.50976632
2022-02-26,17.80491763
2022-02-27,19.5699363
2022-02-28,14.00300487
2022-03-01,12.62161526
2022-03-02,13.30128963
2022-03-03,15.21678734
2022-03-04,18.03609495
2022-03-05,17.70541216
2022-03-06,19.09943966
2022-03-07,19.5760635
2022-03-08,18.37394894
2022-03-09,15.46667931
2022-03-10,17.33328638
2022-03-11,18.5979789
2022-03-12,18.43858987
2022-03-13,20.16006272
2022-03-14,16.76128505
2022-03-15,17.06947567
2022-03-16,15.84016322
2022-03-17,15.94107336
2022-03-18,15.08445704
2022-03-19,14.44713766
2022-03-20,16.08105447
2022-03-21,16.27918814
2022-03-22,14.3761165
2022-03-23,13.47493993
2022-03-24,12.35422608
2022-03-25,11.93520356
2022-03-26,11.78804134
2022-03-27,10.36053493
2022-03-28,10.41265948
2022-03-29,9.83116937
2022-03-30,10.59756286
2022-03-31,12.38310289
2022-04-01,11.72997508
2022-04-02,12.25028638
2022-04-03,11.52918233
2022-04-04,11.12042042
2022-04-05,12.92392863
2022-04-06,15.11336517
2022-04-07,14.96776365
2022-04-08,16.53852262
2022-04-09,15.81270899
2022-04-10,16.60559966
2022-04-11,19.39867708
2022-04-12,18.841256
2022-04-13,17.79521903
2022-04-14,19.15647134
2022-04-15,18.19818986
2022-04-16,18.53293045
2022-04-17,19.67554327
2022-04-18,17.73083322
2022-04-19,16.83227896
2022-04-20,17.01333668
2022-04-21,18.55931049
2022-04-22,19.70402396
2022-04-23,19.51537677
2022-04-24,20.18437924
2022-04-25,18.09885038
2022-04-26,22.13688374
2022-04-27,20.04559835
2022-04-28,19.1131245
2022-04-29,21.3701927
2022-04-30,22.79248881
2022-05-01,21.64241542
2022-05-02,21.46224221
2022-05-03,22.84617955
2022-05-04,18.64169281
2022-05-05,23.66855371
2022-05-06,23.95308552
2022-05-07,24.44227076
2022-05-08,25.15787339
2022-05-09,26.53717173
2022-05-10,26.38230851
2022-05-11,26.66075467
2022-05-12,26.36546071
2022-05-13,26.34717503
2022-05-14,25.70537933
2022-05-15,24.99139135
2022-05-16,25.54651404
2022-05-17,25.10245638
2022-05-18,26.30802914
2022-05-19,24.88651788
2022-05-20,26.01982411
2022-05-21,25.70491769
2022-05-22,24.72362211
2022-05-23,26.26772488
2022-05-24,25.33135702
2022-05-25,25.61057526
2022-05-26,26.08152784
2022-05-27,26.56799082
2022-05-28,25.91280752
2022-05-29,25.21524613
2022-05-30,23.24734867
2022-05-31,23.19304433
2022-06-01,25.01307823
2022-06-02,24.09231434
2022-06-03,25.2047851
2022-06-04,24.92602732
2022-06-05,24.69197759
2022-06-06,23.41017909
2022-06-07,23.51927956
2022-06-08,24.31897829
2022-06-09,24.62441316
2022-06-10,26.36304863
2022-06-11,26.88011723
2022-06-12,27.0557783
2022-06-13,27.37294212
2022-06-14,27.15179085
2022-06-15,26.78470554
2022-06-16,27.36354125
2022-06-17,27.36841736
2022-06-18,27.6999306
2022-06-19,26.94508563
2022-06-20,26.73157758
2022-06-21,26.92606138
2022-06-22,27.30044602
2022-06-23,26.37789002
2022-06-24,26.30310078
2022-06-25,26.05487992
2022-06-26,26.88932655
2022-06-27,27.11078447
2022-06-28,27.51496914
2022-06-29,27.64181968
2022-06-30,27.66685478
2022-07-01,27.60560038
2022-07-02,27.86990544
2022-07-03,27.57719976
2022-07-04,26.78509236
2022-07-05,26.88489948
2022-07-06,26.27817886
2022-07-07,25.32219682
2022-07-08,25.29016376
2022-07-09,25.63947787
2022-07-10,26.42559554
2022-07-11,27.53755097
2022-07-12,27.91754596
2022-07-13,26.92680509
2022-07-14,26.22917868
2022-07-15,26.02082769
2022-07-16,25.47908368
2022-07-17,26.24440349
2022-07-18,24.71919658
2022-07-19,24.40854668
2022-07-20,24.65497908
2022-07-21,24.56633056
2022-07-22,25.00305157
2022-07-23,25.06716377
2022-07-24,25.06072722
2022-07-25,25.81141579
2022-07-26,25.90195135
2022-07-27,24.38132097
2022-07-28,23.89000124
2022-07-29,24.12921698
2022-07-30,24.34147154
2022-07-31,24.62883007
2022-08-01,24.47751776
2022-08-02,24.77663931
2022-08-03,25.25071707
2022-08-04,25.4194109
2022-08-05,24.43062582
2022-08-06,25.10092628
2022-08-07,24.78987818
2022-08-08,23.77022396
2022-08-09,24.7930193
2022-08-10,23.54461719
2022-08-11,23.74713662
2022-08-12,23.19876394
2022-08-13,23.40840784
2022-08-14,23.55198816
2022-08-15,23.62917989
2022-08-16,24.15597005
2022-08-17,24.99183617
2022-08-18,25.18355078
2022-08-19,27.56515174
2022-08-20,27.12370293
2022-08-21,26.30776505
2022-08-22,26.40872457
2022-08-23,26.13877774
2022-08-24,26.64171976
2022-08-25,26.05867293
2022-08-26,28.47809993
2022-08-27,28.46637864
2022-08-28,28.86365713
2022-08-29,27.83731166
2022-08-30,28.64386174
2022-08-31,28.26382198
2022-09-01,27.9057717
2022-09-02,28.41414524
2022-09-03,28.48398953
2022-09-04,27.90170442
2022-09-05,28.33811135
2022-09-06,29.67522439
2022-09-07,28.91461622
2022-09-08,28.73609338
2022-09-09,25.40525898
2022-09-10,24.80245156
2022-09-11,24.64179158
2022-09-12,24.41349338
2022-09-13,27.61914364
2022-09-14,27.31710278
2022-09-15,28.64629858
2022-09-16,28.28303138
2022-09-17,27.30374253
2022-09-18,29.03081947
2022-09-19,28.6553578
2022-09-20,29.67027452
2022-09-21,29.96728096
2022-09-22,28.37759452
2022-09-23,28.59607305
2022-09-24,29.55608174
2022-09-25,29.82366846
2022-09-26,28.58599758
2022-09-27,28.93461459
2022-09-28,28.02729334
2022-09-29,27.68030385
2022-09-30,28.03104687
2022-10-01,28.41878005
2022-10-02,29.33988464
2022-10-03,27.4312448
2022-10-04,25.84115544
2022-10-05,26.29549429
2022-10-06,27.07346984
2022-10-07,27.90027416
2022-10-08,28.29111972
2022-10-09,28.42217555
2022-10-10,29.3008747
2022-10-11,29.44031098
2022-10-12,28.89122433
2022-10-13,28.01890766
2022-10-14,28.86797754
2022-10-15,29.60342803
2022-10-16,28.30840508
2022-10-17,27.22331117
2022-10-18,28.14632716
2022-10-19,29.42724292
2022-10-20,29.9438193
2022-10-21,28.81515376
2022-10-22,28.40441852
2022-10-23,26.91755019
2022-10-24,27.81485245
2022-10-25,25.6684849
2022-10-26,24.57054477
2022-10-27,25.46766744
2022-10-28,24.94314048
2022-10-29,24.53596291
2022-10-30,25.09147829
2022-10-31,25.32484496
2022-11-01,25.29860186
2022-11-02,26.2990179
2022-11-03,26.20029618
2022-11-04,23.85210097
2022-11-05,23.73979224
2022-11-06,24.51124639
2022-11-07,25.34262972
2022-11-08,30.77315661
2022-11-09,31.70866353
2022-11-10,30.90137436
2022-11-11,30.99596059
2022-11-12,31.28102937
2022-11-13,31.70106793
2022-11-14,31.13129336
2022-11-15,30.4730876
2022-11-16,30.85141781
2022-11-17,30.52131172
2022-11-18,30.40106955
2022-11-19,30.15234649
2022-11-20,31.29093357
2022-11-21,31.51037043
2022-11-22,30.88561563
2022-11-23,29.94450542
2022-11-24,29.79230968
2022-11-25,30.34300282
2022-11-26,30.60202366
2022-11-27,30.6577875
2022-11-28,30.71912958
2022-11-29,30.42642018
2022-11-30,28.1963598
2022-12-01,28.53204332
2022-12-02,28.29336179
2022-12-03,28.97143913
2022-12-04,28.0262508
2022-12-05,28.70652536
2022-12-06,28.15704434
2022-12-07,29.2332534
2022-12-08,27.86557941
2022-12-09,28.12394782
2022-12-10,28.44421741
2022-12-11,28.61861009
2022-12-12,27.88507346
2022-12-13,27.52104429
2022-12-14,27.64205248
2022-12-15,28.11450976
2022-12-16,30.43365555
2022-12-17,29.82057837
2022-12-18,29.94874974
2022-12-19,31.26978184
2022-12-20,29.00062591
2022-12-21,29.51137853
2022-12-22,29.32037292
2022-12-23,29.85578179
2022-12-24,29.20615279
2022-12-25,29.22993949
2022-12-26,28.49606472
2022-12-27,30.26600041
2022-12-28,31.08390561
2022-12-29,30.41525707
2022-12-30,30.40560623
2022-12-31,31.17889947
2023-01-01,30.15389444
2023-01-02,29.81331656
2023-01-03,29.75332454
2023-01-04,28.18064985
2023-01-05,28.63274417
2023-01-06,27.54530036
2023-01-07,27.57014708
2023-01-08,27.09838645
2023-01-09,26.97927234
2023-01-10,26.459124
2023-01-11,26.02247724
2023-01-12,25.49162164
2023-01-13,23.14268315
2023-01-14,21.26014833
2023-01-15,21.47453833
2023-01-16,21.09856825
2023-01-17,21.18178509
2023-01-18,22.4638063
2023-01-19,21.4660233
2023-01-20,19.85481555
2023-01-21,19.9754187
2023-01-22,20.18155601
2023-01-23,19.80052069
2023-01-24,20.53795273
2023-01-25,19.57165311
2023-01-26,19.83208416
2023-01-27,19.72125231
2023-01-28,20.01570041
2023-01-29,18.88668516
2023-01-30,20.75207274
2023-01-31,19.84958025
2023-02-01,18.89906464
2023-02-02,19.42119055
2023-02-03,19.48012296
2023-02-04,19.90478339
2023-02-05,21.00583887
2023-02-06,21.65310355
2023-02-07,19.68674137
2023-02-08,21.12696388
2023-02-09,22.47842721
2023-02-10,22.59865248
2023-02-11,22.15518564
2023-02-12,22.44277309
2023-02-13,22.2433662
2023-02-14,21.57593045
2023-02-15,18.11197848
2023-02-16,19.14378461
2023-02-17,18.29667911
2023-02-18,18.29200169
2023-02-19,18.86073872
2023-02-20,18.1927082
2023-02-21,18.96628884
2023-02-22,18.99493083
2023-02-23,19.4148615
2023-02-24,20.71576289
2023-02-25,20.60444533
2023-02-26,19.83844655
2023-02-27,19.86711885
2023-02-28,21.14720766
2023-03-01,19.67660202
2023-03-02,20.05907651
2023-03-03,22.88966746
2023-03-04,22.91231982
2023-03-05,22.55720988
2023-03-06,22.61273885
2023-03-07,23.28540054
2023-03-08,23.97163288
2023-03-09,26.15716936
2023-03-10,26.21691925
2023-03-11,25.42159009
2023-03-12,23.07732866
2023-03-13,18.35995784
2023-03-14,17.97742485
2023-03-15,18.57712361
2023-03-16,17.54594578
2023-03-17,17.33026647
2023-03-18,17.71299155
2023-03-19,17.25447269
2023-03-20,17.56673311
2023-03-21,17.28754666
2023-03-22,18.25247515
2023-03-23,17.23216419
2023-03-24,18.4361536
2023-03-25,18.34488939
2023-03-26,17.60552892
2023-03-27,18.97230012
2023-03-28,18.66449862
2023-03-29,17.20525602
2023-03-30,17.82195306
2023-03-31,17.12565082
2023-04-01,17.2335069
2023-04-02,17.92313865
2023-04-03,18.82216993
2023-04-04,18.10262751
2023-04-05,18.0369235
2023-04-06,18.50975535
2023-04-07,19.02784449
2023-04-08,19.00655491
2023-04-09,17.42897445
2023-04-10,16.20951052
2023-04-11,15.87771771
2023-04-12,16.4814543
2023-04-13,15.75529778
2023-04-14,15.8483704
2023-04-15,16.28050775
2023-04-16,16.40464342
2023-04-17,17.50026853
2023-04-18,16.16187013
2023-04-19,18.24718271
2023-04-20,19.07812553
2023-04-21,20.87744652
2023-04-22,20.08492467
2023-04-23,20.43321623
2023-04-24,20.46999861
2023-04-25,18.30495475
2023-04-26,18.18215341
2023-04-27,17.17449442
2023-04-28,17.56359014
2023-04-29,18.02821586
2023-04-30,18.08618671
2023-05-01,20.67490381
2023-05-02,18.91694061
2023-05-03,18.41581654
2023-05-04,18.86358204
2023-05-05,16.72262818
2023-05-06,19.46483838
2023-05-07,20.82570277
2023-05-08,23.55275148
2023-05-09,23.89631923
2023-05-10,24.02166181
2023-05-11,25.55911228
2023-05-12,25.49457688
2023-05-13,25.72054616
2023-05-14,25.07249854
2023-05-15,24.74358785
2023-05-16,25.20662742
2023-05-17,23.85150293
2023-05-18,26.36926101
2023-05-19,25.87840261
2023-05-20,24.71919022
2023-05-21,27.23915399
2023-05-22,26.49395298
2023-05-23,24.21953627
2023-05-24,28.17096897
2023-05-25,27.78252661
2023-05-26,27.50126935
2023-05-27,25.90881186
2023-05-28,19.92089296
2023-05-29,21.35024599
2023-05-30,21.72245726
2023-05-31,24.29885245
2023-06-01,27.76016264
2023-06-02,24.03519332
2023-06-03,25.41778725
2023-06-04,25.12223314
2023-06-05,29.94940477
2023-06-06,24.14046529
2023-06-07,29.42251719
2023-06-08,28.9645033
2023-06-09,28.97018
2023-06-10,29.9043497
2023-06-11,29.71814144
2023-06-12,29.64442755
2023-06-13,29.69036217
2023-06-14,30.71215773
2023-06-15,30.46915887
2023-06-16,28.60969674
2023-06-17,27.98837836
2023-06-18,28.91555884
2023-06-19,26.22598872
2023-06-20,17.78962554
2023-06-21,14.2237039
2023-06-22,14.51945271
2023-06-23,13.60196541
2023-06-24,13.86378167
2023-06-25,14.1255804
2023-06-26,14.53530301
2023-06-27,13.63289883
2023-06-28,15.50164617
2023-06-29,14.34405211
2023-06-30,14.34708279
2023-07-01,14.06532025
2023-07-02,13.89893839
2023-07-03,13.26770376
2023-07-04,13.86460582
2023-07-05,15.01945172
2023-07-06,17.23696473
2023-07-07,15.88561614
2023-07-08,16.48683781
2023-07-09,17.30440626
2023-07-10,15.29838784
2023-07-11,14.21217319
2023-07-12,15.86860386
2023-07-13,12.87677302
2023-07-14,16.70781453
2023-07-15,17.18706689
2023-07-16,17.91554615
2023-07-17,18.69244416
2023-07-18,19.88201813
2023-07-19,19.82644361
2023-07-20,20.2971748
2023-07-21,19.98525255
2023-07-22,20.60291601
2023-07-23,18.80509963
2023-07-24,22.04605829
2023-07-25,21.80912756
2023-07-26,21.18329697
2023-07-27,21.95609408
2023-07-28,21.28037674
2023-07-29,21.10358721
2023-07-30,21.67082929
2023-07-31,22.77836615
2023-08-01,20.01312151
2023-08-02,23.27304374
2023-08-03,22.65226391
2023-08-04,23.97471615
2023-08-05,23.7064986
2023-08-06,23.51324307
2023-08-07,22.20220365
2023-08-08,19.39825627
2023-08-09,19.90611601
2023-08-10,20.61286057
2023-08-11,20.70284578
2023-08-12,20.62358168
2023-08-13,22.25989618
2023-08-14,20.34270254
2023-08-15,23.80160618
2023-08-16,26.6977402
2023-08-17,34.86184879
2023-08-18,36.41010932
2023-08-19,36.23818971
2023-08-20,35.90404299
2023-08-21,35.92492251
2023-08-22,36.37902451
2023-08-23,34.64269942
2023-08-24,35.75226754
2023-08-25,36.68791087
2023-08-26,36.98566971
2023-08-27,35.85351234
2023-08-28,35.51089353
2023-08-29,28.1764705
2023-08-30,29.74109681
2023-08-31,37.83291065
2023-09-01,38.2109798
2023-09-02,37.92704184
2023-09-03,37.22663224
2023-09-04,38.54636923
2023-09-05,38.50064902
2023-09-06,38.62286526
2023-09-07,34.22161657
2023-09-08,37.50029898
2023-09-09,37.45323098
2023-09-10,38.40211594
2023-09-11,40.26039273
2023-09-12,38.14384074
2023-09-13,33.9311846
2023-09-14,32.64052358
2023-09-15,32.2487463
2023-09-16,32.64911109
2023-09-17,33.13446423
2023-09-18,31.54459314
2023-09-19,28.5084584
2023-09-20,29.02032424
2023-09-21,33.33380559
2023-09-22,33.29783596
2023-09-23,33.41664973
2023-09-24,35.78685432
2023-09-25,35.40813317
2023-09-26,36.00143353
2023-09-27,35.22283442
2023-09-28,29.28392398
2023-09-29,29.87416201
2023-09-30,29.54101616
2023-10-01,24.58817234
2023-10-02,26.30716127
2023-10-03,26.79185551
2023-10-04,25.33104019
2023-10-05,26.99630122
2023-10-06,24.64178567
2023-10-07,24.56319515
2023-10-08,24.84498099
2023-10-09,26.43183961
2023-10-10,27.67353772
2023-10-11,30.89955476
2023-10-12,31.95153624
2023-10-13,31.00763058
2023-10-14,30.8695972
2023-10-15,28.35935575
2023-10-16,22.47544894
2023-10-17,22.79712406
2023-10-18,23.11882429
2023-10-19,22.05511178
2023-10-20,16.75245014
2023-10-21,15.92819087
2023-10-22,15.51682484
2023-10-23,10.72693285
2023-10-24,10.70255569
2023-10-25,10.38839139
2023-10-26,10.77941914
2023-10-27,11.21598599
2023-10-28,11.12288146
2023-10-29,10.41320264
2023-10-30,10.53761687
2023-10-31,10.20323441
2023-11-01,9.8565684
2023-11-02,10.17869059
2023-11-03,10.39513999
2023-11-04,10.04049277
2023-11-05,10.14031091
2023-11-06,10.42278781
2023-11-07,9.83103272
2023-11-08,9.58555233
2023-11-09,9.34255342
2023-11-10,9.08726192
2023-11-11,9.79999084
2023-11-12,9.85576344
2023-11-13,10.84600497
2023-11-14,11.76962562
2023-11-15,8.67216362
2023-11-16,11.66224837
2023-11-17,11.07991355
2023-11-18,11.10181537
2023-11-19,8.77775806
2023-11-20,8.88537737
2023-11-21,13.59701662
2023-11-22,8.92018789
2023-11-23,9.51144375
2023-11-24,8.72693486
2023-11-25,8.65260619
2023-11-26,9.6626204
2023-11-27,11.52319082
2023-11-28,8.4760573
2023-11-29,8.72579156
2023-11-30,9.44818609
2023-12-01,7.97667726
2023-12-02,7.36220871
2023-12-03,7.08175401
2023-12-04,6.36560883
2023-12-05,5.3691518
2023-12-06,5.79777012
2023-12-07,6.40116263
2023-12-08,5.29627523
2023-12-09,6.45317961
2023-12-10,6.50389762
