date,timestamp_utc,0d ~ 1d (%),1d ~ 1w (%),1w ~ 1m (%),1m ~ 3m (%),3m ~ 6m (%),6m ~ 12m (%),12m ~ 18m (%),18m ~ 2y (%),2y ~ 3y (%),3y ~ 5y (%),5y ~ 7y (%),7y ~ 10y (%),10y ~ (%)
2009-01-17,2009-01-17T00:00:00Z,12.7039627,78.55477855,8.74125874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-18,2009-01-18T00:00:00Z,11.50259067,71.0880829,17.40932642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-19,2009-01-19T00:00:00Z,12.17592593,63.58518519,24.23888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-20,2009-01-20T00:00:00Z,10.21775544,58.05862647,31.72361809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-21,2009-01-21T00:00:00Z,9.64506173,53.16358025,37.19135802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-22,2009-01-22T00:00:00Z,7.28190339,47.90915645,44.80894016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-23,2009-01-23T00:00:00Z,6.32222978,44.15363698,49.52413324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-24,2009-01-24T00:00:00Z,12.73923445,37.82894737,49.43181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-25,2009-01-25T00:00:00Z,10.359635,39.8013956,49.8389694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-26,2009-01-26T00:00:00Z,5.92138846,40.27565084,53.80296069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-27,2009-01-27T00:00:00Z,4.86381323,38.42412451,56.71206226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-28,2009-01-28T00:00:00Z,5.16605166,36.34686347,58.48708487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-29,2009-01-29T00:00:00Z,5.85408475,34.60026212,59.54565312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-30,2009-01-30T00:00:00Z,4.90440565,34.9127182,60.18287614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-31,2009-01-31T00:00:00Z,6.21069182,29.55974843,64.22955975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-01,2009-02-01T00:00:00Z,4.36582612,27.21114038,68.4230335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-02,2009-02-02T00:00:00Z,4.63195691,26.06822262,69.26391382,0.03590664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-03,2009-02-03T00:00:00Z,4.89056088,25.78659371,69.28864569,0.03419973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-04,2009-02-04T00:00:00Z,3.94347683,25.96122248,70.06243838,0.03286231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-05,2009-02-05T00:00:00Z,3.97601767,24.48721994,71.50520669,0.0315557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-06,2009-02-06T00:00:00Z,3.73746582,23.82254634,72.40960194,0.0303859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-07,2009-02-07T00:00:00Z,4.47368421,21.87134503,73.62573099,0.02923977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-08,2009-02-08T00:00:00Z,4.27927928,22.15653153,73.17004505,0.39414414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-09,2009-02-09T00:00:00Z,4.82908302,21.4324471,71.7037439,2.03472599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-10,2009-02-10T00:00:00Z,3.20546506,21.72884919,70.65160273,4.41408303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-11,2009-02-11T00:00:00Z,3.60499619,20.96978929,68.75397817,6.67123635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-12,2009-02-12T00:00:00Z,2.98176442,20.84772794,66.86099556,9.30951207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-13,2009-02-13T00:00:00Z,2.96508847,20.22957437,65.01671927,11.78861789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-14,2009-02-14T00:00:00Z,3.17276517,19.08292728,63.42054655,14.323761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-15,2009-02-15T00:00:00Z,3.12640576,18.19614935,62.40439046,16.27305443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-16,2009-02-16T00:00:00Z,3.32749562,16.35290718,62.4014711,17.91812609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-17,2009-02-17T00:00:00Z,2.49733191,16.64889648,61.22730416,19.62646745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-18,2009-02-18T00:00:00Z,2.47761816,15.844264,60.02498438,21.65313346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-19,2009-02-19T00:00:00Z,2.86178202,15.18165212,58.59549422,23.36107165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-20,2009-02-20T00:00:00Z,2.41632006,15.30996237,57.53614577,24.7375718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-21,2009-02-21T00:00:00Z,2.22738718,14.85570405,56.92426884,25.99263994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-22,2009-02-22T00:00:00Z,2.46025738,14.04239213,56.47236942,27.02498107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-23,2009-02-23T00:00:00Z,2.02151335,13.50148368,54.28412463,30.19287834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-24,2009-02-24T00:00:00Z,1.92797381,13.20480175,51.90978538,32.95743907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-25,2009-02-25T00:00:00Z,1.90969124,12.77886846,51.09762627,34.21381403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-26,2009-02-26T00:00:00Z,1.87390543,11.94395797,50.91068301,35.27145359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-27,2009-02-27T00:00:00Z,2.60944206,11.05579399,49.95708155,36.3776824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-28,2009-02-28T00:00:00Z,1.78933153,11.42808913,48.81836597,37.96421337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-01,2009-03-01T00:00:00Z,1.75816885,10.98026207,48.15060541,39.11096368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-02,2009-03-02T00:00:00Z,1.77611211,10.86850253,46.87958286,40.47580251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-03,2009-03-03T00:00:00Z,1.82633771,10.66965716,45.91477091,41.58923422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-04,2009-03-04T00:00:00Z,2.03277655,10.35297825,44.83138985,42.78285534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-05,2009-03-05T00:00:00Z,1.87364509,10.45215237,43.48096624,44.1932363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-06,2009-03-06T00:00:00Z,1.93155894,9.76425856,43.17871939,45.12546312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-07,2009-03-07T00:00:00Z,1.63076002,9.94913226,42.22023938,46.19986834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-08,2009-03-08T00:00:00Z,2.0444183,9.64847772,41.10899838,47.1981056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-09,2009-03-09T00:00:00Z,1.59258723,10.07673375,39.85812654,48.47255248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-10,2009-03-10T00:00:00Z,1.52552039,10.00855432,38.6655375,49.8003878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-11,2009-03-11T00:00:00Z,1.5993266,9.6661055,37.27554433,51.45902357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-12,2009-03-12T00:00:00Z,1.68368755,9.42589015,36.65471709,52.23570522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-13,2009-03-13T00:00:00Z,1.73936676,9.21320832,35.73855143,53.30887349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-14,2009-03-14T00:00:00Z,1.48614272,9.39884857,35.06493506,54.05007364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-15,2009-03-15T00:00:00Z,1.62012645,8.93045311,34.74710221,54.70231823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-16,2009-03-16T00:00:00Z,2.20407105,8.80331907,33.50187994,55.49072994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-17,2009-03-17T00:00:00Z,1.45649674,9.5949917,32.59230868,56.35620289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-18,2009-03-18T00:00:00Z,1.61188767,9.38168996,31.64588843,57.36053394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-19,2009-03-19T00:00:00Z,1.52548679,9.41336971,31.2042664,57.85687709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-20,2009-03-20T00:00:00Z,1.60127124,9.13091309,30.85197409,58.41584158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-21,2009-03-21T00:00:00Z,0.77754829,9.31843032,30.59166565,59.31235573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-22,2009-03-22T00:00:00Z,1.55688623,8.26347305,30.0,60.17964072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-23,2009-03-23T00:00:00Z,1.53301887,7.71226415,30.18867925,60.56603774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-24,2009-03-24T00:00:00Z,1.23471171,7.88584741,29.66802563,61.21141526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-25,2009-03-25T00:00:00Z,1.36750172,7.56148012,29.5449322,61.52608596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-26,2009-03-26T00:00:00Z,1.64417734,7.1890237,29.27769588,61.88910307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-27,2009-03-27T00:00:00Z,1.22128852,7.31652661,29.19887955,62.26330532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-28,2009-03-28T00:00:00Z,1.53693056,7.73993808,28.1512605,62.57187085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-29,2009-03-29T00:00:00Z,1.26637555,7.87117904,27.5,63.36244541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-30,2009-03-30T00:00:00Z,1.30387931,7.67241379,27.35991379,63.6637931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-31,2009-03-31T00:00:00Z,1.53354633,7.47603834,27.06070288,63.92971246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-01,2009-04-01T00:00:00Z,1.19949495,7.72306397,26.86237374,64.21506734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-02,2009-04-02T00:00:00Z,1.20594656,7.36043248,26.92587587,64.50774509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-03,2009-04-03T00:00:00Z,1.201849,7.46789933,26.36877247,64.95120699,0.01027221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-04,2009-04-04T00:00:00Z,1.15759545,7.2095857,26.30991064,65.31275386,0.01015435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-05,2009-04-05T00:00:00Z,1.47324113,6.98536781,26.03728202,65.49408699,0.01002205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-06,2009-04-06T00:00:00Z,1.09051254,7.27669277,25.87488847,65.74799247,0.00991375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-07,2009-04-07T00:00:00Z,0.98164327,6.89113576,25.73868656,66.37871797,0.00981643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-08,2009-04-08T00:00:00Z,1.02020987,6.73338515,25.59269335,66.64399534,0.00971628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-09,2009-04-09T00:00:00Z,0.96237128,6.57299586,25.502839,66.82706188,0.13473198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-10,2009-04-10T00:00:00Z,1.0286694,6.39108487,25.29764739,66.56824459,0.71435375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-11,2009-04-11T00:00:00Z,1.22422074,6.21527451,24.98352011,65.99491478,1.58206987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-12,2009-04-12T00:00:00Z,1.2200801,5.90481513,24.89522213,65.53245786,2.44742479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-13,2009-04-13T00:00:00Z,1.08735717,6.02653889,24.61297457,64.80114265,3.47198673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-14,2009-04-14T00:00:00Z,1.12973761,6.14067055,24.12536443,64.12172012,4.48250729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-15,2009-04-15T00:00:00Z,1.01902787,6.25845432,23.32040761,63.82451078,5.57759942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-16,2009-04-16T00:00:00Z,1.09703889,6.33250089,22.97538352,63.1421691,6.4529076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-17,2009-04-17T00:00:00Z,0.99788061,6.41999294,22.6068527,62.75609325,7.2191805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-18,2009-04-18T00:00:00Z,1.12663755,6.25327511,22.4279476,62.17030568,8.02183406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-19,2009-04-19T00:00:00Z,1.09776126,6.15437808,22.19725127,61.56106837,8.98954101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-20,2009-04-20T00:00:00Z,2.01060917,6.07460643,21.88569473,60.17282683,9.85626283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-21,2009-04-21T00:00:00Z,1.05833545,7.00194734,21.64084328,59.72398611,10.57488782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-22,2009-04-22T00:00:00Z,1.02246061,7.03989273,21.31243714,59.37814281,11.24706671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-23,2009-04-23T00:00:00Z,0.62463563,7.02923295,21.32922462,59.12384442,11.89306238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-24,2009-04-24T00:00:00Z,0.94868834,6.64906781,21.17637354,57.77924435,13.44662597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-25,2009-04-25T00:00:00Z,0.97222222,6.4869281,20.87418301,56.8627451,14.80392157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-26,2009-04-26T00:00:00Z,1.02817358,6.27428756,20.90349741,56.25809585,15.5359456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-27,2009-04-27T00:00:00Z,0.84296724,5.35484907,21.5719332,56.0613359,16.16891458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-28,2009-04-28T00:00:00Z,0.93851905,5.16185477,21.48254195,55.56350911,16.85357512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-29,2009-04-29T00:00:00Z,1.17313597,5.02322652,21.28966223,54.81458153,17.69939375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-30,2009-04-30T00:00:00Z,1.02088529,5.57200748,20.57356608,54.45760599,18.37593516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-01,2009-05-01T00:00:00Z,0.93414653,5.66664093,20.42770015,53.79448776,19.17702463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-02,2009-05-02T00:00:00Z,1.08570992,5.63498738,20.19267528,53.23801514,19.84861228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-03,2009-05-03T00:00:00Z,0.81152825,5.70345089,20.18202503,52.71899886,20.58399697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-04,2009-05-04T00:00:00Z,1.18680989,5.44580485,19.98047022,51.94922857,21.43768647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-05,2009-05-05T00:00:00Z,1.09309935,5.65883403,19.60142772,51.58388459,22.06275431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-06,2009-05-06T00:00:00Z,0.99388942,5.64676434,19.68637267,50.93131709,22.74165648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-07,2009-05-07T00:00:00Z,0.89018606,5.68405691,19.71543232,50.29551842,23.41480628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-08,2009-05-08T00:00:00Z,0.84708949,5.67622357,19.66406024,49.60180133,24.21082537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-09,2009-05-09T00:00:00Z,0.56155508,5.51475882,19.86321094,48.92729158,25.13318359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-10,2009-05-10T00:00:00Z,0.60822898,5.28801431,19.74239714,48.13596279,26.22539678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-11,2009-05-11T00:00:00Z,0.87264988,4.76055339,19.83682157,47.68358141,26.84639376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-12,2009-05-12T00:00:00Z,0.91388401,4.5483304,19.80316344,47.15641476,27.57820738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-13,2009-05-13T00:00:00Z,0.79520089,4.47823661,19.78934152,46.77734375,28.15987723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-14,2009-05-14T00:00:00Z,0.98100173,4.33851468,19.66148532,46.32124352,28.69775475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-15,2009-05-15T00:00:00Z,0.99924714,4.53083293,19.40318938,45.77373212,29.29299843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-16,2009-05-16T00:00:00Z,0.81466395,4.9694501,18.94772573,45.32247115,29.94568907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-17,2009-05-17T00:00:00Z,0.85481591,5.17601131,18.58383254,44.7263916,30.65894864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-18,2009-05-18T00:00:00Z,0.79465776,5.16193656,18.41736227,44.47412354,31.15191987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-19,2009-05-19T00:00:00Z,0.57101122,5.059425,18.33875573,44.29320762,31.73760042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-20,2009-05-20T00:00:00Z,0.80363612,4.83499111,17.4099203,44.59521771,32.35623477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-21,2009-05-21T00:00:00Z,0.55035052,4.67797943,17.46707725,44.38183843,32.92275437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-22,2009-05-22T00:00:00Z,0.62646829,4.41790655,17.56721483,44.20516836,33.18324197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-23,2009-05-23T00:00:00Z,0.2083876,3.86819484,17.89528523,43.80046887,34.22766345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-24,2009-05-24T00:00:00Z,0.64699793,3.22851967,17.89596273,43.58825052,34.64026915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-25,2009-05-25T00:00:00Z,0.71956312,3.08384195,17.81561195,43.33440411,35.04657886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-26,2009-05-26T00:00:00Z,0.79668579,3.21223709,17.42511154,43.14850223,35.41746335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-27,2009-05-27T00:00:00Z,0.7653868,3.21968499,17.40148017,42.83003353,35.78341451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-28,2009-05-28T00:00:00Z,0.597334,3.43309859,17.11519115,42.3667002,36.48767606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-29,2009-05-29T00:00:00Z,1.05559026,3.49156777,16.25858838,42.30480949,36.8894441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-30,2009-05-30T00:00:00Z,0.67622061,4.33029344,15.56548173,42.18623984,37.24176438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-31,2009-05-31T00:00:00Z,0.7400555,4.3724946,15.35615171,42.01048412,37.52081406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-01,2009-06-01T00:00:00Z,0.44209751,4.4393958,15.12341889,42.00540341,37.98968439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-02,2009-06-02T00:00:00Z,0.6769531,3.98853449,15.13081661,41.64786241,38.55583338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-03,2009-06-03T00:00:00Z,0.60723828,3.95919359,15.02914744,41.57760505,38.82681564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-04,2009-06-04T00:00:00Z,0.39917745,3.78008951,14.51554373,41.81081408,39.49437523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-05,2009-06-05T00:00:00Z,0.44675199,3.73702004,14.44095629,41.80149722,39.57377445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-06,2009-06-06T00:00:00Z,0.16875603,2.72420444,14.60342334,41.81533269,40.68828351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-07,2009-06-07T00:00:00Z,0.09633911,2.27601156,14.52312139,41.8533237,41.25120424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-08,2009-06-08T00:00:00Z,0.49131216,1.92929898,14.43379269,41.50988616,41.63571001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-09,2009-06-09T00:00:00Z,0.54227996,1.74602229,14.5223765,41.1477266,42.04159466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-10,2009-06-10T00:00:00Z,0.48627172,1.85613473,14.149321,41.00693827,42.50133428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-11,2009-06-11T00:00:00Z,0.53680982,1.94077395,13.69159981,40.83883908,42.99197735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-12,2009-06-12T00:00:00Z,0.50475408,2.27726259,13.14708299,40.65031107,43.42058927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-13,2009-06-13T00:00:00Z,0.46155644,2.59990652,12.44449638,40.58191166,43.912129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-14,2009-06-14T00:00:00Z,0.4188969,2.95555038,11.67675122,40.25482895,44.69397254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-15,2009-06-15T00:00:00Z,0.48633627,2.8832793,11.43469199,40.10537286,45.09031959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-16,2009-06-16T00:00:00Z,0.43245113,2.83111342,11.20336735,40.01614484,45.51692325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-17,2009-06-17T00:00:00Z,0.45344966,2.76661692,10.95741017,39.77155321,46.05097004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
