date,TVL
2018-12-25,14344601
2018-12-26,13105091
2018-12-27,13964751
2018-12-28,12584979
2018-12-29,12995052
2018-12-30,4149781
2018-12-31,3926020
2019-01-01,3802744
2019-01-02,4008486
2019-01-03,5319596
2019-01-04,289570752
2019-01-05,304883618
2019-01-06,314016364
2019-01-07,302615159
2019-01-08,301528544
2019-01-09,294935504
2019-01-10,122685489
2019-01-11,260106725
2019-01-12,292940172
2019-01-13,260217997
2019-01-14,194196424
2019-01-15,263607393
2019-01-16,264927702
2019-01-17,270539227
2019-01-18,279843104
2019-01-19,246234892
2019-01-20,253866163
2019-01-21,250653941
2019-01-22,242704516
2019-01-23,238042263
2019-01-24,245751182
2019-01-25,243997393
2019-01-26,244144401
2019-01-27,247621419
2019-01-28,241999811
2019-01-29,113101993
2019-01-30,220276514
2019-01-31,224991272
2019-02-01,230868863
2019-02-02,229338297
2019-02-03,232341479
2019-02-04,232426627
2019-02-05,231779965
2019-02-06,233650015
2019-02-07,225717422
2019-02-08,231314639
2019-02-09,237932307
2019-02-10,263945502
2019-02-11,261409662
2019-02-12,266842887
2019-02-13,265032641
2019-02-14,270656042
2019-02-15,267234814
2019-02-16,279959533
2019-02-17,271616640
2019-02-18,284669961
2019-02-19,308871100
2019-02-20,328181470
2019-02-21,325575107
2019-02-22,325103155
2019-02-23,333555760
2019-02-24,335154182
2019-02-25,367148268
2019-02-26,313312485
2019-02-27,312348327
2019-02-28,315587243
2019-03-01,313264205
2019-03-02,317917225
2019-03-03,306928585
2019-03-04,308802967
2019-03-05,291872587
2019-03-06,299413989
2019-03-07,323339859
2019-03-08,325847315
2019-03-09,317686632
2019-03-10,327652303
2019-03-11,317114163
2019-03-12,314311842
2019-03-13,316017852
2019-03-14,310309736
2019-03-15,313273709
2019-03-16,319734544
2019-03-17,338848314
2019-03-18,338427917
2019-03-19,334112955
2019-03-20,331367254
2019-03-21,332058133
2019-03-22,329173533
2019-03-23,321656817
2019-03-24,324065528
2019-03-25,324888324
2019-03-26,319263059
2019-03-27,316212716
2019-03-28,331333288
2019-03-29,325149316
2019-03-30,334364887
2019-03-31,340535136
2019-04-01,337701754
2019-04-02,335250863
2019-04-03,366236322
2019-04-04,397580056
2019-04-05,382233613
2019-04-06,391714035
2019-04-07,391038985
2019-04-08,402160711
2019-04-09,422159412
2019-04-10,421201009
2019-04-11,431439729
2019-04-12,395146858
2019-04-13,396666901
2019-04-14,389297705
2019-04-15,389969859
2019-04-16,392816437
2019-04-17,383270419
2019-04-18,396528397
2019-04-19,402965067
2019-04-20,405717234
2019-04-21,399268586
2019-04-22,389058388
2019-04-23,396465156
2019-04-24,403778689
2019-04-25,379574360
2019-04-26,374166223
2019-04-27,358142236
2019-04-28,356347839
2019-04-29,360706733
2019-04-30,350720090
2019-05-01,366040359
2019-05-02,373150581
2019-05-03,366280821
2019-05-04,374710083
2019-05-05,369623355
2019-05-06,370720025
2019-05-07,371802886
2019-05-08,401883452
2019-05-09,381493104
2019-05-10,382347098
2019-05-11,379417468
2019-05-12,408271574
2019-05-13,412618499
2019-05-14,419160659
2019-05-15,447939612
2019-05-16,493000209
2019-05-17,499487803
2019-05-18,463519040
2019-05-19,473558786
2019-05-20,505816926
2019-05-21,496273047
2019-05-22,495081036
2019-05-23,494013869
2019-05-24,469154720
2019-05-25,494262395
2019-05-26,502071339
2019-05-27,484952780
2019-05-28,511748306
2019-05-29,499082529
2019-05-30,493867373
2019-05-31,512854276
2019-06-01,471640023
2019-06-02,497170371
2019-06-03,499175684
2019-06-04,486311416
2019-06-05,455320557
2019-06-06,457368543
2019-06-07,461496263
2019-06-08,465263193
2019-06-09,465872717
2019-06-10,455038876
2019-06-11,457207489
2019-06-12,452679683
2019-06-13,469940966
2019-06-14,481044134
2019-06-15,479528759
2019-06-16,490892636
2019-06-17,504375708
2019-06-18,508338611
2019-06-19,499785707
2019-06-20,499623672
2019-06-21,501475713
2019-06-22,539348283
2019-06-23,568485744
2019-06-24,566786356
2019-06-25,568168873
2019-06-26,566722497
2019-06-27,592157474
2019-06-28,551010458
2019-06-29,543944425
2019-06-30,540856458
2019-07-01,533072090
2019-07-02,526079720
2019-07-03,498206970
2019-07-04,527745384
2019-07-05,532809136
2019-07-06,532251501
2019-07-07,523994915
2019-07-08,532011419
2019-07-09,559125387
2019-07-10,564100959
2019-07-11,555865864
2019-07-12,500263848
2019-07-13,506732437
2019-07-14,489755810
2019-07-15,451794549
2019-07-16,451403011
2019-07-17,460499059
2019-07-18,439671234
2019-07-19,431444670
2019-07-20,431705872
2019-07-21,450227146
2019-07-22,483695497
2019-07-23,433600867
2019-07-24,407711854
2019-07-25,442205436
2019-07-26,423403534
2019-07-27,420269111
2019-07-28,406240990
2019-07-29,407973227
2019-07-30,406597757
2019-07-31,406048733
2019-08-01,414628768
2019-08-02,414551646
2019-08-03,425911889
2019-08-04,431983427
2019-08-05,427006937
2019-08-06,449849181
2019-08-07,437042159
2019-08-08,435120148
2019-08-09,429256312
2019-08-10,432278022
2019-08-11,432311896
2019-08-12,438922507
2019-08-13,441783545
2019-08-14,446093224
2019-08-15,444067541
2019-08-16,412741629
2019-08-17,412940794
2019-08-18,418397984
2019-08-19,421458457
2019-08-20,450295295
2019-08-21,445264270
2019-08-22,429924070
2019-08-23,428797363
2019-08-24,435354164
2019-08-25,433578904
2019-08-26,435995124
2019-08-27,437690999
2019-08-28,430961023
2019-08-29,441490142
2019-08-30,410202805
2019-08-31,421345895
2019-09-01,417007111
2019-09-02,416659578
2019-09-03,422722835
2019-09-04,436113531
2019-09-05,446392486
2019-09-06,433387931
2019-09-07,437775541
2019-09-08,424394180
2019-09-09,446321533
2019-09-10,449809067
2019-09-11,450771092
2019-09-12,445977377
2019-09-13,448313809
2019-09-14,453766821
2019-09-15,453545900
2019-09-16,472787145
2019-09-17,486065976
2019-09-18,500441333
2019-09-19,523302994
2019-09-20,518946995
2019-09-21,537046203
2019-09-22,532688656
2019-09-23,522348678
2019-09-24,518673870
2019-09-25,488283596
2019-09-26,428232618
2019-09-27,438795860
2019-09-28,444108768
2019-09-29,460828355
2019-09-30,452610684
2019-10-01,457597405
2019-10-02,471477481
2019-10-03,464897643
2019-10-04,465893454
2019-10-05,463516060
2019-10-06,463042644
2019-10-07,458374933
2019-10-08,461647655
2019-10-09,479056604
2019-10-10,490075304
2019-10-11,507194268
2019-10-12,497095115
2019-10-13,493799862
2019-10-14,491074338
2019-10-15,494255076
2019-10-16,497751898
2019-10-17,477919375
2019-10-18,485394030
2019-10-19,483030202
2019-10-20,485164862
2019-10-21,481667993
2019-10-22,490413955
2019-10-23,497627312
2019-10-24,513833716
2019-10-25,485364560
2019-10-26,505328036
2019-10-27,560722501
2019-10-28,578513288
2019-10-29,592535489
2019-10-30,604452646
2019-10-31,582575042
2019-11-01,553649043
2019-11-02,557410512
2019-11-03,560235654
2019-11-04,556666347
2019-11-05,596576660
2019-11-06,593178137
2019-11-07,594431955
2019-11-08,588958993
2019-11-09,600236534
2019-11-10,599964521
2019-11-11,591878322
2019-11-12,594492907
2019-11-13,608296499
2019-11-14,600898372
2019-11-15,595419805
2019-11-16,583732548
2019-11-17,563338941
2019-11-18,593678746
2019-11-19,605885676
2019-11-20,592789954
2019-11-21,609416934
2019-11-22,604283335
2019-11-23,566659421
2019-11-24,570918387
2019-11-25,575259311
2019-11-26,585191621
2019-11-27,610145138
2019-11-28,614064647
2019-11-29,660153112
2019-11-30,641808977
2019-12-01,623877755
2019-12-02,607194743
2019-12-03,599121018
2019-12-04,620903309
2019-12-05,616893987
2019-12-06,620476030
2019-12-07,614213765
2019-12-08,615203375
2019-12-09,607627369
2019-12-10,634049181
2019-12-11,619849616
2019-12-12,605506704
2019-12-13,606065178
2019-12-14,617427272
2019-12-15,608262030
2019-12-16,621099253
2019-12-17,621405714
2019-12-18,597405598
2019-12-19,561311124
2019-12-20,592657997
2019-12-21,595096723
2019-12-22,596505625
2019-12-23,603633415
2019-12-24,617169609
2019-12-25,603135320
2019-12-26,596748745
2019-12-27,594105107
2019-12-28,584917668
2019-12-29,597478008
2019-12-30,601487306
2019-12-31,613380004
2020-01-01,607332562
2020-01-02,606865359
2020-01-03,601231879
2020-01-04,609464833
2020-01-05,611312656
2020-01-06,614940284
2020-01-07,628391024
2020-01-08,615663241
2020-01-09,638475972
2020-01-10,595229939
2020-01-11,593684061
2020-01-12,616715757
2020-01-13,599230318
2020-01-14,618571876
2020-01-15,655173775
2020-01-16,716155639
2020-01-17,695449832
2020-01-18,734902436
2020-01-19,722303915
2020-01-20,716064048
2020-01-21,689575460
2020-01-22,723306346
2020-01-23,720330464
2020-01-24,707422571
2020-01-25,698871473
2020-01-26,695253169
2020-01-27,702454027
2020-01-28,728541959
2020-01-29,759776417
2020-01-30,774672284
2020-01-31,776206439
2020-02-01,787764254
2020-02-02,798788470
2020-02-03,820986502
2020-02-04,809492709
2020-02-05,802182891
2020-02-06,835607155
2020-02-07,871591970
2020-02-08,900880582
2020-02-09,907158176
2020-02-10,908285885
2020-02-11,861087514
2020-02-12,899925302
2020-02-13,979931389
2020-02-14,1004962044
2020-02-15,1036964909
2020-02-16,1055097547
2020-02-17,1008178689
2020-02-18,955224286
2020-02-19,1005089656
2020-02-20,977171420
2020-02-21,885698851
2020-02-22,913902886
2020-02-23,917192468
2020-02-24,944593591
2020-02-25,950000082
2020-02-26,919292557
2020-02-27,837837072
2020-02-28,829575442
2020-02-29,805408701
2020-03-01,827142708
2020-03-02,820194967
2020-03-03,812416576
2020-03-04,836022679
2020-03-05,818677774
2020-03-06,836095078
2020-03-07,849525548
2020-03-08,864526839
2020-03-09,814793875
2020-03-10,745730680
2020-03-11,747162968
2020-03-12,753596940
2020-03-13,526215500
2020-03-14,500864738
2020-03-15,500878204
2020-03-16,480452769
2020-03-17,407503260
2020-03-18,448877996
2020-03-19,443056136
2020-03-20,475636695
2020-03-21,533013767
2020-03-22,493294754
2020-03-23,485592455
2020-03-24,475090969
2020-03-25,516417986
2020-03-26,516810487
2020-03-27,523279907
2020-03-28,526332929
2020-03-29,513006482
2020-03-30,511092559
2020-03-31,523812722
2020-04-01,533584510
2020-04-02,538682854
2020-04-03,553807713
2020-04-04,581673159
2020-04-05,571488008
2020-04-06,574590832
2020-04-07,597306568
2020-04-08,646148431
2020-04-09,633428002
2020-04-10,636221212
2020-04-11,589048238
2020-04-12,593923537
2020-04-13,590235680
2020-04-14,584963495
2020-04-15,592156479
2020-04-16,678972975
2020-04-17,624065475
2020-04-18,631895664
2020-04-19,648643981
2020-04-20,679939763
2020-04-21,664153050
2020-04-22,645568144
2020-04-23,669577796
2020-04-24,681330696
2020-04-25,693764696
2020-04-26,704976326
2020-04-27,709913375
2020-04-28,717581426
2020-04-29,728259733
2020-04-30,774582432
2020-05-01,762944373
2020-05-02,776982392
2020-05-03,782068269
2020-05-04,797193334
2020-05-05,759931457
2020-05-06,762064433
2020-05-07,805186528
2020-05-08,787553138
2020-05-09,804776036
2020-05-10,809797005
2020-05-11,760285697
2020-05-12,736846654
2020-05-13,730608535
2020-05-14,742888896
2020-05-15,761434154
2020-05-16,749335669
2020-05-17,754654878
2020-05-18,771047477
2020-05-19,788501728
2020-05-20,850810275
2020-05-21,864288456
2020-05-22,932874609
2020-05-23,941337473
2020-05-24,965064677
2020-05-25,1030796010
2020-05-26,1011937027
2020-05-27,1013602098
2020-05-28,1022576737
2020-05-29,1010332469
2020-05-30,1039978610
2020-05-31,1104016559
2020-06-01,1118893117
2020-06-02,1110406433
2020-06-03,1143938485
2020-06-04,1135156109
2020-06-05,1147887531
2020-06-06,1160547395
2020-06-07,1166356805
2020-06-08,1154848957
2020-06-09,1172194648
2020-06-10,1167232725
2020-06-11,1125236418
2020-06-12,1186850100
2020-06-13,1165808622
2020-06-14,1154936959
2020-06-15,1123005696
2020-06-16,1119406845
2020-06-17,1233446354
2020-06-18,1317857912
2020-06-19,1416985396
2020-06-20,1500793618
2020-06-21,1619259330
2020-06-22,1693850491
2020-06-23,1701064886
2020-06-24,1766805368
2020-06-25,1832782635
2020-06-26,1846255707
2020-06-27,1873007337
2020-06-28,1892069877
2020-06-29,1871755195
2020-06-30,1886377777
2020-07-01,1855626154
2020-07-02,1925311909
2020-07-03,1983685859
2020-07-04,2039878540
2020-07-05,2061643094
2020-07-06,2083716129
2020-07-07,2198067688
2020-07-08,2199946230
2020-07-09,2338511330
2020-07-10,2335577251
2020-07-11,2345072800
2020-07-12,2383208057
2020-07-13,2398826107
2020-07-14,2420443899
2020-07-15,2372840192
2020-07-16,2413353321
2020-07-17,2414374942
2020-07-18,2528172572
2020-07-19,2538505370
2020-07-20,2753494519
2020-07-21,2953971382
2020-07-22,3054564955
2020-07-23,3210605288
2020-07-24,3426440852
2020-07-25,3479650403
2020-07-26,3511363205
2020-07-27,3425316368
2020-07-28,3395916701
2020-07-29,3406330580
2020-07-30,3523826771
2020-07-31,3632924677
2020-08-01,3761502667
2020-08-02,3990659182
2020-08-03,3887099640
2020-08-04,4030468458
2020-08-05,4074452908
2020-08-06,4279607614
2020-08-07,4217507871
2020-08-08,4280508106
2020-08-09,4378644330
2020-08-10,4477954700
2020-08-11,4531244051
2020-08-12,4463565026
2020-08-13,4505273736
2020-08-14,4723600020
2020-08-15,5570047314
2020-08-16,5914500817
2020-08-17,5990505598
2020-08-18,6232852545
2020-08-19,6205057307
2020-08-20,6249386807
2020-08-21,6498882106
2020-08-22,6392078041
2020-08-23,6335537512
2020-08-24,6401867358
2020-08-25,6489561469
2020-08-26,6769424974
2020-08-27,6952883744
2020-08-28,7084338137
2020-08-29,7528111384
2020-08-30,7844581324
2020-08-31,8207584728
2020-09-01,8433963988
2020-09-02,9410680700
2020-09-03,9265430916
2020-09-04,8896526476
2020-09-05,8830318893
2020-09-06,7572257943
2020-09-07,7791526356
2020-09-08,7742612698
2020-09-09,7630678702
2020-09-10,7792862111
2020-09-11,8446563736
2020-09-12,8400517893
2020-09-13,8599335006
2020-09-14,8394906793
2020-09-15,8527804553
2020-09-16,8404566843
2020-09-17,8199967636
2020-09-18,8733120313
2020-09-19,9199912198
2020-09-20,9876592771
2020-09-21,10055555512
2020-09-22,9393173228
2020-09-23,9429095749
2020-09-24,9467651325
2020-09-25,9788239508
2020-09-26,10033391998
2020-09-27,10305337261
2020-09-28,10216001553
2020-09-29,10332651976
2020-09-30,10326440119
2020-10-01,10145825104
2020-10-02,10200415800
2020-10-03,9748346052
2020-10-04,9914090237
2020-10-05,9892893536
2020-10-06,9747639083
2020-10-07,9318267012
2020-10-08,9061131098
2020-10-09,9305726080
2020-10-10,9722276407
2020-10-11,9871684405
2020-10-12,9970519312
2020-10-13,9990606706
2020-10-14,10051250216
2020-10-15,10050360121
2020-10-16,9930149526
2020-10-17,9743878518
2020-10-18,9704822598
2020-10-19,9815637246
2020-10-20,9843264813
2020-10-21,9591888440
2020-10-22,9725785479
2020-10-23,9921668666
2020-10-24,10008209832
2020-10-25,10125177972
2020-10-26,10127307927
2020-10-27,9844749016
2020-10-28,9992836699
2020-10-29,9907881598
2020-10-30,9860104700
2020-10-31,9698573476
2020-11-01,9878538103
2020-11-02,9873320919
2020-11-03,9629428640
2020-11-04,9574772240
2020-11-05,9664822064
2020-11-06,9874047452
2020-11-07,10524335299
2020-11-08,10509939726
2020-11-09,10726816021
2020-11-10,11204104231
2020-11-11,11383476536
2020-11-12,11825134588
2020-11-13,11695694954
2020-11-14,11983528065
2020-11-15,11798768430
2020-11-16,11842644138
2020-11-17,11919456044
2020-11-18,11685442898
2020-11-19,11617600135
2020-11-20,11597087230
2020-11-21,12324282573
2020-11-22,12422288261
2020-11-23,12406188548
2020-11-24,12574263026
2020-11-25,12607513972
2020-11-26,12396051960
2020-11-27,11281146563
2020-11-28,11187830681
2020-11-29,11520014524
2020-11-30,12119019421
2020-12-01,12803388297
2020-12-02,12731126252
2020-12-03,12907585008
2020-12-04,13197406236
2020-12-05,12571141754
2020-12-06,12936639955
2020-12-07,13005534015
2020-12-08,13080981635
2020-12-09,12687681825
2020-12-10,12667710662
2020-12-11,12452972579
2020-12-12,12167050737
2020-12-13,12637314013
2020-12-14,12984079772
2020-12-15,12977736155
2020-12-16,13268720516
2020-12-17,13515110299
2020-12-18,13967084205
2020-12-19,13950038871
2020-12-20,14373816374
2020-12-21,14131709453
2020-12-22,13661922869
2020-12-23,13966871763
2020-12-24,13859906051
2020-12-25,13776883205
2020-12-26,14391031898
2020-12-27,14597029518
2020-12-28,14623311922
2020-12-29,15480590017
2020-12-30,15523330775
2020-12-31,15067393849
2021-01-01,15313433312
2021-01-02,15398582859
2021-01-03,15844734388
2021-01-04,17433372218
2021-01-05,18259396575
2021-01-06,20041807756
2021-01-07,21428145786
2021-01-08,21887379778
2021-01-09,22333804802
2021-01-10,22292318709
2021-01-11,22452026103
2021-01-12,20017148509
2021-01-13,20269578977
2021-01-14,21240301655
2021-01-15,22241894243
2021-01-16,21681150973
2021-01-17,22482481040
2021-01-18,22599389603
2021-01-19,23080189297
2021-01-20,24543840811
2021-01-21,23628340497
2021-01-22,21542376968
2021-01-23,22796893252
2021-01-24,23528586294
2021-01-25,25473033726
2021-01-26,25813721185
2021-01-27,25495542717
2021-01-28,24525183771
2021-01-29,26027737408
2021-01-30,27074523123
2021-01-31,27008023692
2021-02-01,26951162223
2021-02-02,27522631977
2021-02-03,29008397743
2021-02-04,32577056914
2021-02-05,33504713611
2021-02-06,35801001743
2021-02-07,35568578562
2021-02-08,34840530434
2021-02-09,37499351350
2021-02-10,39006702601
2021-02-11,40254318624
2021-02-12,41503282708
2021-02-13,42312108470
2021-02-14,41606018760
2021-02-15,42014417010
2021-02-16,41604563156
2021-02-17,42153759983
2021-02-18,43078368514
2021-02-19,44814972077
2021-02-20,46364380778
2021-02-21,48029076986
2021-02-22,48462571484
2021-02-23,45422277502
2021-02-24,39480689491
2021-02-25,43083285679
2021-02-26,42216843741
2021-02-27,40213504586
2021-02-28,40651666193
2021-03-01,39518770517
2021-03-02,42892959651
2021-03-03,43374155467
2021-03-04,45485895394
2021-03-05,44856957876
2021-03-06,44012539293
2021-03-07,45381915293
2021-03-08,44164948434
2021-03-09,45319729091
2021-03-10,47589547807
2021-03-11,47573848752
2021-03-12,48130998230
2021-03-13,49468737783
2021-03-14,52387171847
2021-03-15,51922615006
2021-03-16,50130476311
2021-03-17,50685405067
2021-03-18,51572008874
