date,Exchange to Miner Flow (Total)
2015-08-13,983.80198038
2015-08-14,754.6199739
2015-08-15,851.66728162
2015-08-16,299.2497601
2015-08-17,627.61199975
2015-08-18,907.64747213
2015-08-19,724.92840789
2015-08-20,603.57447512
2015-08-21,865.05385041
2015-08-22,622.0185969
2015-08-23,345.1092168
2015-08-24,1442.97652321
2015-08-25,1396.75565735
2015-08-26,1564.35863567
2015-08-27,907.08323887
2015-08-28,717.54910602
2015-08-29,467.07541502
2015-08-30,236.35788856
2015-08-31,1108.33257021
2015-09-01,1108.5613266
2015-09-02,846.22906727
2015-09-03,662.12806886
2015-09-04,668.01628802
2015-09-05,487.06383474
2015-09-06,794.9273651
2015-09-07,494.09613039
2015-09-08,1049.11906832
2015-09-09,816.80865616
2015-09-10,436.40545595
2015-09-11,685.0692151
2015-09-12,428.052926
2015-09-13,418.55682605
2015-09-14,750.61430643
2015-09-15,921.54211179
2015-09-16,856.76859243
2015-09-17,772.96369498
2015-09-18,768.84870497
2015-09-19,325.97318036
2015-09-20,425.18669021
2015-09-21,612.66648588
2015-09-22,600.43377339
2015-09-23,624.42447768
2015-09-24,792.7984654
2015-09-25,686.03933933
2015-09-26,529.99890906
2015-09-27,247.47118259
2015-09-28,949.25447712
2015-09-29,1023.12866284
2015-09-30,865.1401692
2015-10-01,969.33202993
2015-10-02,703.44944814
2015-10-03,419.99186442
2015-10-04,403.94413096
2015-10-05,963.35418688
2015-10-06,675.283018
2015-10-07,793.74858603
2015-10-08,903.8211839
2015-10-09,773.49040452
2015-10-10,736.31096349
2015-10-11,500.24869712
2015-10-12,847.18409926
2015-10-13,894.26685681
2015-10-14,1198.46012426
2015-10-15,1302.07977463
2015-10-16,1500.1942256
2015-10-17,813.95367115
2015-10-18,786.37542587
2015-10-19,1304.34122752
2015-10-20,1373.91672081
2015-10-21,1440.25758341
2015-10-22,1456.67895846
2015-10-23,1426.38603674
2015-10-24,965.72277283
2015-10-25,1040.3314613
2015-10-26,1323.67719095
2015-10-27,1641.89825203
2015-10-28,1782.66559688
2015-10-29,2296.40187217
2015-10-30,2200.69465149
2015-10-31,2237.33311775
2015-11-01,2137.59695314
2015-11-02,2156.52059261
2015-11-03,2686.98552082
2015-11-04,2515.57036289
2015-11-05,3901.3367779
2015-11-06,2657.60967702
2015-11-07,2741.76978766
2015-11-08,3826.286626
2015-11-09,3977.7426471
2015-11-10,3041.06546358
2015-11-11,4000.71699767
2015-11-12,4264.67567258
2015-11-13,3284.96497154
2015-11-14,4011.76633507
2015-11-15,2986.85374242
2015-11-16,3383.44097159
2015-11-17,2354.17811555
2015-11-18,2290.90348976
2015-11-19,2942.64625424
2015-11-20,2550.53063434
2015-11-21,2167.58127984
2015-11-22,1859.28128961
2015-11-23,1831.43705031
2015-11-24,1593.00605634
2015-11-25,1830.90750933
2015-11-26,2377.41887946
2015-11-27,2366.88400368
2015-11-28,2101.08873963
2015-11-29,2008.31104427
2015-11-30,2033.25046479
2015-12-01,2591.84232342
2015-12-02,2463.60682444
2015-12-03,1545.41585668
2015-12-04,1726.11727722
2015-12-05,2364.86220338
2015-12-06,3909.82262627
2015-12-07,2936.46161612
2015-12-08,2884.61405505
2015-12-09,3140.9516286
2015-12-10,2866.52781755
2015-12-11,2340.07876169
2015-12-12,2174.50831338
2015-12-13,3197.37781324
2015-12-14,2917.2630923
2015-12-15,2875.116408
2015-12-16,2837.27449418
2015-12-17,2652.97655476
2015-12-18,2980.18383219
2015-12-19,2605.13948116
2015-12-20,2937.48345398
2015-12-21,3841.17339842
2015-12-22,3617.83338988
2015-12-23,3034.04099937
2015-12-24,2732.75229014
2015-12-25,2737.28302139
2015-12-26,1852.28764026
2015-12-27,442.31634278
2015-12-28,1036.84717751
2015-12-29,861.99406318
2015-12-30,574.97297515
2015-12-31,602.34996004
2016-01-01,301.79023234
2016-01-02,180.34044428
2016-01-03,233.88402074
2016-01-04,501.47275526
2016-01-05,635.62803433
2016-01-06,474.76210407
2016-01-07,611.75208395
2016-01-08,602.47827264
2016-01-09,289.8129337
2016-01-10,465.25216027
2016-01-11,469.74665383
2016-01-12,489.14427941
2016-01-13,743.37731944
2016-01-14,691.87185149
2016-01-15,702.7252487
2016-01-16,568.15256121
2016-01-17,617.73049014
2016-01-18,643.04906492
2016-01-19,1312.34081645
2016-01-20,847.01154866
2016-01-21,1089.80828525
2016-01-22,594.37563147
2016-01-23,315.89737388
2016-01-24,312.03849314
2016-01-25,481.52673827
2016-01-26,439.2552446
2016-01-27,538.97399098
2016-01-28,830.52057465
2016-01-29,658.42744895
2016-01-30,288.43777587
2016-01-31,403.51438929
2016-02-01,793.96385483
2016-02-02,810.99630303
2016-02-03,434.43624333
2016-02-04,833.31861511
2016-02-05,874.87265068
2016-02-06,1141.17192326
2016-02-07,609.05121613
2016-02-08,724.86512159
2016-02-09,805.62814349
2016-02-10,1219.88879506
2016-02-11,1376.74515067
2016-02-12,965.3924364
2016-02-13,1072.76508265
2016-02-14,1540.97181274
2016-02-15,1786.00957181
2016-02-16,2203.68817804
2016-02-17,1221.49215168
2016-02-18,1482.07344042
2016-02-19,1299.76181997
2016-02-20,1455.72083551
2016-02-21,1998.68085754
2016-02-22,1576.46414639
2016-02-23,2188.02221915
2016-02-24,1763.82804944
2016-02-25,1842.63231329
2016-02-26,1937.68858296
2016-02-27,1137.8517823
2016-02-28,2775.33416834
2016-02-29,4062.88302351
2016-03-01,4115.20574716
2016-03-02,4150.76048987
2016-03-03,2848.67945879
2016-03-04,1828.44920679
2016-03-05,1386.20537427
2016-03-06,1191.00604058
2016-03-07,1093.56995282
2016-03-08,1719.95905065
2016-03-09,1400.52879552
2016-03-10,1383.83816758
2016-03-11,1157.47724995
2016-03-12,1116.23035728
2016-03-13,858.94992392
2016-03-14,1309.91857531
2016-03-15,1740.07713101
2016-03-16,1833.88479968
2016-03-17,1584.01232743
2016-03-18,1085.98446418
2016-03-19,1010.75564298
2016-03-20,669.9861134
2016-03-21,853.63797203
2016-03-22,1539.27202459
2016-03-23,1343.39647858
2016-03-24,1456.07217087
2016-03-25,1140.01598
2016-03-26,548.37507484
2016-03-27,583.18150781
2016-03-28,847.30180253
2016-03-29,934.1232803
2016-03-30,985.53215519
2016-03-31,945.04459623
2016-04-01,818.38789788
2016-04-02,333.65973578
2016-04-03,261.55295356
2016-04-04,556.36342748
2016-04-05,865.07819775
2016-04-06,788.80891938
2016-04-07,624.05435331
2016-04-08,500.07534198
2016-04-09,457.62057446
2016-04-10,249.96990618
2016-04-11,400.5315439
2016-04-12,707.20413732
2016-04-13,508.67781281
2016-04-14,345.59449633
2016-04-15,371.12451603
2016-04-16,319.98414484
2016-04-17,173.68276989
2016-04-18,271.2640214
2016-04-19,835.55143555
2016-04-20,427.35996741
2016-04-21,331.41731875
2016-04-22,538.2150692
2016-04-23,377.92963159
2016-04-24,385.77552814
2016-04-25,543.36392916
2016-04-26,620.73061532
2016-04-27,455.95225742
2016-04-28,1304.31712107
2016-04-29,534.48189083
2016-04-30,363.31581404
2016-05-01,244.79649832
2016-05-02,602.83271292
2016-05-03,958.24339586
2016-05-04,581.08814698
2016-05-05,498.56706328
2016-05-06,514.38907242
2016-05-07,305.03181088
2016-05-08,518.27795277
2016-05-09,378.44266143
2016-05-10,862.08202291
2016-05-11,521.83077289
2016-05-12,536.43991665
2016-05-13,500.0721744
2016-05-14,409.33930678
2016-05-15,559.20714293
2016-05-16,622.98010153
2016-05-17,887.8919943
2016-05-18,609.61788487
2016-05-19,631.17786857
2016-05-20,718.15554275
2016-05-21,367.34332248
2016-05-22,1017.10127107
2016-05-23,4420.81544625
2016-05-24,10142.11274373
2016-05-25,17066.79744408
2016-05-26,22573.07390399
2016-05-27,40489.26498638
2016-05-28,31641.19791318
2016-05-29,17848.38449645
2016-05-30,5917.63037515
2016-05-31,699.10377909
2016-06-01,359.19110097
2016-06-02,304.11214373
2016-06-03,553.8138232
2016-06-04,439.50239533
2016-06-05,22220.29592824
2016-06-06,8406.95997383
2016-06-07,7049.06467116
2016-06-08,5795.77385443
2016-06-09,14425.04612771
2016-06-10,17082.74532666
2016-06-11,12715.34786319
2016-06-12,12193.68386601
2016-06-13,5008.01410904
2016-06-14,4100.26667297
2016-06-15,6608.11842425
2016-06-16,8117.49182671
2016-06-17,5981.82372726
2016-06-18,3597.70786408
2016-06-19,3550.16235458
2016-06-20,2111.09177838
2016-06-21,3826.78425133
2016-06-22,4968.00977264
2016-06-23,4136.6501825
2016-06-24,3202.63451328
2016-06-25,3525.49094713
2016-06-26,3412.08724279
2016-06-27,1657.57756304
2016-06-28,3522.91094656
2016-06-29,4518.80864312
2016-06-30,5980.14572421
2016-07-01,7477.35162797
2016-07-02,9713.51375039
2016-07-03,11477.3611629
2016-07-04,1009.81107886
2016-07-05,1449.39203743
2016-07-06,1329.54843258
2016-07-07,2010.4407782
2016-07-08,1458.24129087
2016-07-09,1365.18886256
2016-07-10,1623.83486531
2016-07-11,1579.91527273
2016-07-12,1859.57964669
2016-07-13,2269.73908779
2016-07-14,2940.69746772
2016-07-15,5686.58634791
2016-07-16,7513.63299085
2016-07-17,8286.00700853
2016-07-18,863.58556767
2016-07-19,788.29833506
2016-07-20,666.26183101
2016-07-21,1707.95202927
2016-07-22,826.61299257
2016-07-23,717.86597966
2016-07-24,1052.39144263
2016-07-25,804.86791958
2016-07-26,1036.61354314
2016-07-27,1283.14374341
2016-07-28,999.56172611
2016-07-29,996.83888164
2016-07-30,968.43138439
2016-07-31,1782.956697
2016-08-01,922.30450487
2016-08-02,1126.63964194
2016-08-03,1877.40122505
2016-08-04,808.52878405
2016-08-05,629.11882116
2016-08-06,978.70706534
2016-08-07,1732.2508806
2016-08-08,1087.77602208
2016-08-09,3257.3839908
2016-08-10,4512.48716345
2016-08-11,4439.99769079
2016-08-12,1825.67455551
2016-08-13,1180.1949835
2016-08-14,2150.94061149
2016-08-15,1097.08586796
2016-08-16,1065.14318486
2016-08-17,780.17445499
2016-08-18,1120.35651194
2016-08-19,869.48782062
2016-08-20,575.64737708
2016-08-21,642.53294387
2016-08-22,1273.43050433
2016-08-23,953.05170835
2016-08-24,481.43506783
2016-08-25,466.26874559
2016-08-26,844.74771001
2016-08-27,502.67209074
2016-08-28,686.88602479
2016-08-29,494.87189798
2016-08-30,1063.04885373
2016-08-31,966.90065293
2016-09-01,560.34916326
2016-09-02,538.66183902
2016-09-03,656.63930339
2016-09-04,564.04220469
2016-09-05,440.86253567
2016-09-06,831.97115149
2016-09-07,705.11840631
2016-09-08,823.89789953
2016-09-09,464.43387406
2016-09-10,634.53516898
2016-09-11,901.58398817
2016-09-12,594.71751098
2016-09-13,1244.61428706
2016-09-14,933.13040446
2016-09-15,583.90962546
2016-09-16,521.2890811
2016-09-17,356.99424979
2016-09-18,589.86393644
2016-09-19,365.85044339
2016-09-20,587.34243637
2016-09-21,641.04554466
2016-09-22,741.56652243
2016-09-23,580.01605934
2016-09-24,1090.66307017
2016-09-25,612.68640292
2016-09-26,502.86323596
2016-09-27,542.69391644
2016-09-28,602.18842024
2016-09-29,411.42659929
2016-09-30,917.00759162
2016-10-01,451.24894905
2016-10-02,580.49609916
2016-10-03,579.39949449
2016-10-04,652.48339219
2016-10-05,660.11547586
2016-10-06,516.98758244
2016-10-07,541.53173496
2016-10-08,557.60414999
2016-10-09,511.57303985
2016-10-10,899.40563572
2016-10-11,2031.40404694
2016-10-12,597.75803594
2016-10-13,654.93720638
2016-10-14,1271.40130259
2016-10-15,1008.63929262
2016-10-16,932.82469236
2016-10-17,788.1903657
2016-10-18,901.09537267
2016-10-19,752.80094927
2016-10-20,628.14176977
2016-10-21,1011.82193324
2016-10-22,1750.72529749
2016-10-23,1591.65200218
2016-10-24,1598.88266788
2016-10-25,1044.10143129
2016-10-26,1019.30371645
2016-10-27,1193.965673
2016-10-28,1264.84229983
2016-10-29,1355.41582403
2016-10-30,1934.56626646
2016-10-31,1921.79964326
2016-11-01,505.28847145
2016-11-02,337.33908188
2016-11-03,485.2160583
2016-11-04,735.9586984
2016-11-05,468.26438386
2016-11-06,284.43903108
2016-11-07,370.62778889
2016-11-08,406.92842932
2016-11-09,431.72755392
2016-11-10,687.31572958
2016-11-11,268.26486694
2016-11-12,806.58418183
2016-11-13,851.67767238
2016-11-14,277.01529656
2016-11-15,414.83629642
2016-11-16,658.8575632
2016-11-17,309.30593459
2016-11-18,6281.55115955
2016-11-19,326.1643811
2016-11-20,690.10620393
2016-11-21,606.1056649
2016-11-22,514.94018833
2016-11-23,492.89940106
2016-11-24,479.96823874
2016-11-25,247.62094042
2016-11-26,395.1365987
2016-11-27,434.20825024
2016-11-28,368.63543068
2016-11-29,434.79860095
2016-11-30,885.35440813
2016-12-01,650.11310485
2016-12-02,798.43180681
2016-12-03,455.31815774
2016-12-04,176.76865461
2016-12-05,326.1330238
2016-12-06,475.26479964
2016-12-07,470.52163504
2016-12-08,490.33845822
2016-12-09,253.15638897
2016-12-10,501.2551064
2016-12-11,248.94444108
2016-12-12,144.72669243
2016-12-13,458.77268278
2016-12-14,294.82429645
2016-12-15,171.31939656
2016-12-16,412.15556481
2016-12-17,652.93918472
2016-12-18,353.20348359
2016-12-19,397.07435891
2016-12-20,422.31554698
2016-12-21,273.94025396
2016-12-22,466.40131586
2016-12-23,578.91286828
2016-12-24,1362.30378989
2016-12-25,14800.28235174
2016-12-26,351.88535205
2016-12-27,552.37584022
2016-12-28,1769.00429326
2016-12-29,302.7536597
2016-12-30,2215.80523409
2016-12-31,302.46792256
2017-01-01,147.34457619
2017-01-02,221.87299577
2017-01-03,338.48152019
2017-01-04,769.48932907
2017-01-05,2801.37925583
2017-01-06,3712.82441106
2017-01-07,332.74743497
2017-01-08,449.43591597
2017-01-09,779.3459632
2017-01-10,308.49348469
2017-01-11,1271.17936835
2017-01-12,974.31092225
2017-01-13,557.88887826
2017-01-14,210.88141323
2017-01-15,308.92265828
2017-01-16,340.63626103
2017-01-17,457.37209053
2017-01-18,711.46633953
2017-01-19,330.79338351
2017-01-20,324.81766179
2017-01-21,254.05101553
2017-01-22,389.31713077
2017-01-23,292.08128598
2017-01-24,407.65188847
2017-01-25,242.15482598
2017-01-26,520.83135192
2017-01-27,156.93162689
2017-01-28,96.44075895
2017-01-29,107.81552929
2017-01-30,314.60191071
2017-01-31,258.18610073
2017-02-01,383.29930298
2017-02-02,331.83213008
2017-02-03,239.27332132
2017-02-04,128.81156735
2017-02-05,326.06477782
2017-02-06,184.27819813
2017-02-07,280.29379954
2017-02-08,466.94173095
2017-02-09,353.88793212
2017-02-10,427.40246872
2017-02-11,233.76009112
2017-02-12,118.83094587
2017-02-13,402.57106565
2017-02-14,124.03387632
2017-02-15,156.05831686
2017-02-16,98.74561668
2017-02-17,111.26041622
2017-02-18,156.76657495
2017-02-19,167.3737734
2017-02-20,201.31641126
2017-02-21,189.0342785
2017-02-22,228.81079682
2017-02-23,217.1011402
2017-02-24,219.83243189
2017-02-25,76.63044587
2017-02-26,186.72727568
2017-02-27,142.28060564
2017-02-28,252.68693463
2017-03-01,132.71438567
2017-03-02,352.59135807
2017-03-03,410.14780141
2017-03-04,121.69293938
2017-03-05,142.94405271
2017-03-06,240.07084423
2017-03-07,314.67581761
2017-03-08,287.73434768
2017-03-09,271.47887351
2017-03-10,310.1861784
2017-03-11,200.72099819
2017-03-12,69.22726565
2017-03-13,242.54648487
2017-03-14,146.65396548
2017-03-15,245.49573189
2017-03-16,455.12792592
2017-03-17,621.38246765
2017-03-18,282.72569254
2017-03-19,331.33170676
2017-03-20,836.59727003
2017-03-21,433.75319042
2017-03-22,612.49244058
2017-03-23,415.33202463
2017-03-24,500.84238826
2017-03-25,237.13090165
2017-03-26,299.15426146
2017-03-27,360.06668144
2017-03-28,427.74010752
2017-03-29,149.80219905
2017-03-30,781.15110626
2017-03-31,258.22833521
2017-04-01,145.41278495
2017-04-02,188.47144773
2017-04-03,570.73875963
2017-04-04,637.10405404
2017-04-05,245.81012815
2017-04-06,291.92616713
2017-04-07,275.58742068
2017-04-08,155.84241486
2017-04-09,154.64501636
2017-04-10,275.74105624
2017-04-11,407.1445055
2017-04-12,520.99675176
2017-04-13,381.57284662
2017-04-14,221.85591032
2017-04-15,202.86365604
2017-04-16,173.83712186
2017-04-17,224.58977479
2017-04-18,307.42917735
2017-04-19,324.22345243
2017-04-20,259.26198865
2017-04-21,216.47586023
2017-04-22,223.93529872
2017-04-23,154.87170227
2017-04-24,241.64249277
2017-04-25,309.58072949
2017-04-26,392.50160816
2017-04-27,420.14152792
2017-04-28,414.02932067
2017-04-29,264.05659036
2017-04-30,227.18922817
2017-05-01,489.78967519
2017-05-02,528.91635334
2017-05-03,720.81766192
2017-05-04,507.21623105
2017-05-05,644.91157713
2017-05-06,387.6879568
2017-05-07,521.22315352
2017-05-08,667.13827548
2017-05-09,799.65769125
2017-05-10,587.51116186
2017-05-11,604.73294313
2017-05-12,841.15177211
2017-05-13,361.51032941
2017-05-14,294.50389866
2017-05-15,432.79962305
2017-05-16,590.16360673
2017-05-17,641.5575902
2017-05-18,589.79261812
2017-05-19,342.21584621
2017-05-20,335.01849446
2017-05-21,547.01075354
2017-05-22,1044.71983033
2017-05-23,916.8640384
2017-05-24,1387.27513868
2017-05-25,1468.8778999
2017-05-26,1969.96356672
2017-05-27,1256.63774097
2017-05-28,1301.36752312
2017-05-29,1269.21184868
2017-05-30,1903.07198225
2017-05-31,1150.08000759
2017-06-01,1950.44463888
2017-06-02,1729.56109305
2017-06-03,1552.57950429
2017-06-04,1392.65098108
2017-06-05,1302.71251526
2017-06-06,878.58214865
2017-06-07,1136.66403667
2017-06-08,858.86435314
2017-06-09,654.67429686
2017-06-10,682.15640549
2017-06-11,547.18989579
2017-06-12,1458.68776029
2017-06-13,1271.06503135
2017-06-14,890.46320567
2017-06-15,1782.55445499
2017-06-16,1017.92767136
2017-06-17,919.54011256
2017-06-18,226.45989528
2017-06-19,898.06379802
2017-06-20,767.82548474
2017-06-21,1016.00867715
2017-06-22,943.13810212
2017-06-23,888.21291107
2017-06-24,697.64445428
2017-06-25,495.15089816
2017-06-26,1161.88899899
2017-06-27,1363.0501931
2017-06-28,734.7268547
2017-06-29,812.00598436
2017-06-30,889.56323024
2017-07-01,298.941633
2017-07-02,390.37347199
2017-07-03,1211.66977207
2017-07-04,835.77011739
2017-07-05,780.45135855
2017-07-06,518.9330672
2017-07-07,496.22820156
2017-07-08,824.07796984
2017-07-09,241.69303783
2017-07-10,1154.65466689
2017-07-11,1472.55663178
2017-07-12,1092.74943026
2017-07-13,989.03383448
2017-07-14,559.64760962
2017-07-15,612.58789306
2017-07-16,397.15779598
2017-07-17,812.60723434
2017-07-18,750.3731855
2017-07-19,762.62073187
2017-07-20,509.61684216
2017-07-21,228.61942217
2017-07-22,321.37764106
2017-07-23,226.64780472
2017-07-24,306.51116293
2017-07-25,699.72022099
2017-07-26,482.04223056
2017-07-27,490.87205465
2017-07-28,486.27602247
2017-07-29,306.386556
2017-07-30,279.27104231
2017-07-31,295.66562119
2017-08-01,2075.56981896
2017-08-02,509.45173416
2017-08-03,545.8401025
2017-08-04,785.07450604
2017-08-05,1600.01205731
2017-08-06,488.60224779
2017-08-07,1117.99078988
2017-08-08,954.2493518
2017-08-09,620.89338313
2017-08-10,326.65324519
2017-08-11,1890.91156516
2017-08-12,434.65780435
2017-08-13,458.481538
2017-08-14,617.21440223
2017-08-15,891.81701404
2017-08-16,930.46228243
2017-08-17,754.90580842
2017-08-18,738.76478759
2017-08-19,460.24820465
2017-08-20,544.16798496
2017-08-21,708.05641743
2017-08-22,559.85019801
2017-08-23,427.83084606
2017-08-24,419.90969001
2017-08-25,835.06504169
2017-08-26,598.81365772
2017-08-27,583.42043861
2017-08-28,516.3160903
2017-08-29,559.44451827
2017-08-30,660.6215551
2017-08-31,580.94523794
2017-09-01,719.40226369
2017-09-02,679.17655471
2017-09-03,541.78153911
2017-09-04,2014.21610589
2017-09-05,1409.34095591
2017-09-06,829.07909664
2017-09-07,570.01023771
2017-09-08,1042.67592105
2017-09-09,1115.45532816
2017-09-10,1173.73208319
2017-09-11,1481.60055851
2017-09-12,2341.80537028
2017-09-13,827.90039158
2017-09-14,1465.135446
2017-09-15,1268.87880195
2017-09-16,1367.57560258
2017-09-17,1056.29313496
2017-09-18,1334.18549275
2017-09-19,1239.61874797
2017-09-20,911.71186327
2017-09-21,813.99423171
2017-09-22,450.09787115
2017-09-23,225.23360802
2017-09-24,296.42641881
2017-09-25,705.53267266
2017-09-26,899.48639877
2017-09-27,699.8761378
2017-09-28,634.26783805
2017-09-29,1427.0365251
2017-09-30,225.85615341
2017-10-01,148.97579987
2017-10-02,448.95502403
2017-10-03,420.43243964
2017-10-04,373.12816038
2017-10-05,200.00946938
2017-10-06,408.74430719
2017-10-07,118.70947584
2017-10-08,210.9600748
2017-10-09,245.62378311
2017-10-10,220.76920812
2017-10-11,578.82869215
2017-10-12,419.20863828
2017-10-13,320.1975296
2017-10-14,145.53594626
2017-10-15,149.20935071
2017-10-16,194.37330117
2017-10-17,571.69838224
2017-10-18,457.82983868
2017-10-19,281.69255653
2017-10-20,305.76750469
2017-10-21,267.59532421
2017-10-22,371.95975768
2017-10-23,1719.440199
2017-10-24,405.51163612
2017-10-25,479.96638841
2017-10-26,312.05919263
2017-10-27,401.87418527
2017-10-28,281.2543526
2017-10-29,266.74532884
2017-10-30,321.01952713
2017-10-31,311.65310021
2017-11-01,655.45768623
2017-11-02,558.55271432
2017-11-03,493.4636021
2017-11-04,220.29512709
2017-11-05,161.61097245
2017-11-06,516.16594158
2017-11-07,247.01643252
2017-11-08,254.20495762
2017-11-09,369.85840557
2017-11-10,505.685062
2017-11-11,253.57545632
2017-11-12,449.95820807
2017-11-13,559.6702586
2017-11-14,398.50207662
2017-11-15,589.59310229
2017-11-16,465.5153276
2017-11-17,291.68813841
2017-11-18,308.31538573
2017-11-19,279.41212108
2017-11-20,425.28973497
2017-11-21,599.61517442
2017-11-22,283.8982122
2017-11-23,245.60441081
2017-11-24,592.89225018
2017-11-25,232.00672221
2017-11-26,235.35403049
2017-11-27,302.16901966
2017-11-28,433.72490468
2017-11-29,580.6556229
2017-11-30,326.87240853
2017-12-01,170.3959267
2017-12-02,191.31081416
2017-12-03,131.37304154
2017-12-04,171.70871046
2017-12-05,672.17256136
2017-12-06,435.52207826
2017-12-07,380.02032911
2017-12-08,412.58842218
2017-12-09,408.50182778
2017-12-10,360.8905752
2017-12-11,200.90436169
2017-12-12,441.26546096
2017-12-13,360.03894193
2017-12-14,487.57222332
2017-12-15,250.8232131
2017-12-16,217.20909745
2017-12-17,317.93886379
2017-12-18,425.44819693
2017-12-19,402.2580822
2017-12-20,358.31134705
2017-12-21,688.3001563
2017-12-22,603.84410748
2017-12-23,493.55486363
2017-12-24,395.31962345
2017-12-25,961.30221828
2017-12-26,511.16150201
2017-12-27,951.36713544
2017-12-28,559.51148991
2017-12-29,360.39550074
2017-12-30,878.86139926
2017-12-31,450.22810926
2018-01-01,293.75206764
2018-01-02,672.72976803
2018-01-03,619.1288115
2018-01-04,594.01445846
2018-01-05,577.58580533
2018-01-06,400.0173073
2018-01-07,502.55705912
2018-01-08,811.65605355
2018-01-09,897.41975092
2018-01-10,726.72522626
2018-01-11,764.44891234
2018-01-12,1024.15911232
2018-01-13,439.50574387
2018-01-14,675.14643182
2018-01-15,610.84843005
2018-01-16,1135.79996636
2018-01-17,746.74383263
2018-01-18,628.08505407
2018-01-19,831.95772709
2018-01-20,512.07970526
2018-01-21,346.58444371
2018-01-22,692.82120463
2018-01-23,795.97447931
2018-01-24,456.83485161
2018-01-25,930.30936502
2018-01-26,1177.29095978
2018-01-27,172.21781974
2018-01-28,156.61657899
2018-01-29,694.31848456
2018-01-30,941.41807334
2018-01-31,418.67562166
2018-02-01,786.35693567
2018-02-02,268.81733798
2018-02-03,156.6474009
2018-02-04,305.11905448
2018-02-05,1173.30922703
2018-02-06,1424.51291536
2018-02-07,927.77049372
2018-02-08,800.96423975
2018-02-09,344.24825957
2018-02-10,462.44735474
2018-02-11,334.87124071
2018-02-12,342.49624732
2018-02-13,261.79966737
2018-02-14,428.8882381
2018-02-15,966.76268687
2018-02-16,242.65273124
2018-02-17,491.48423161
2018-02-18,166.55968678
2018-02-19,90.16992501
2018-02-20,1259.97414576
2018-02-21,422.09273863
2018-02-22,921.56549459
2018-02-23,438.05684697
2018-02-24,480.33494957
2018-02-25,157.23868428
2018-02-26,447.60021448
2018-02-27,491.29188132
2018-02-28,199.61466144
2018-03-01,394.57745415
2018-03-02,201.35432945
2018-03-03,230.54766527
2018-03-04,134.90738863
2018-03-05,292.22678033
2018-03-06,485.78371132
2018-03-07,545.98980761
2018-03-08,1317.77840153
2018-03-09,871.97632091
2018-03-10,187.1254314
2018-03-11,524.71779487
2018-03-12,425.11632263
2018-03-13,272.70653824
2018-03-14,371.83788396
2018-03-15,411.72956279
2018-03-16,365.47763172
2018-03-17,330.10060773
2018-03-18,237.55380937
2018-03-19,540.25114392
2018-03-20,338.39701952
2018-03-21,553.08834311
2018-03-22,418.16583548
2018-03-23,454.97454823
2018-03-24,201.93203976
2018-03-25,199.45174027
2018-03-26,1304.75090312
2018-03-27,356.13445715
2018-03-28,634.74967974
2018-03-29,1254.45404725
2018-03-30,601.20475772
2018-03-31,917.06939435
2018-04-01,295.03076876
2018-04-02,273.40405038
2018-04-03,1738.57360264
2018-04-04,1045.22646035
2018-04-05,547.75676547
2018-04-06,609.49452216
2018-04-07,252.09039399
2018-04-08,190.54216448
2018-04-09,731.4278377
2018-04-10,746.598326
2018-04-11,1238.13757207
2018-04-12,898.51118245
2018-04-13,888.71397642
2018-04-14,115.51187865
2018-04-15,387.39968842
2018-04-16,1375.4460072
2018-04-17,952.88155861
2018-04-18,1762.53949726
2018-04-19,1404.23625412
2018-04-20,923.49867476
2018-04-21,344.57938118
2018-04-22,233.04987739
2018-04-23,909.00604954
2018-04-24,699.60584483
2018-04-25,1035.83884535
2018-04-26,962.95816296
2018-04-27,737.77356719
2018-04-28,588.86646207
2018-04-29,853.10893699
2018-04-30,593.83361439
2018-05-01,441.55777856
2018-05-02,477.57846488
2018-05-03,766.63961456
2018-05-04,794.66470803
2018-05-05,434.83608315
2018-05-06,776.21299762
2018-05-07,1114.318936
2018-05-08,870.15397163
2018-05-09,1041.93917101
2018-05-10,1309.15389229
2018-05-11,1577.02438939
2018-05-12,389.40944123
2018-05-13,831.24231281
2018-05-14,1026.3499743
2018-05-15,1126.63749763
2018-05-16,1438.44975881
2018-05-17,1057.42127431
2018-05-18,603.04877268
2018-05-19,424.6910464
2018-05-20,156.65727579
2018-05-21,636.50535658
2018-05-22,773.92636123
2018-05-23,980.2379055
2018-05-24,968.25805801
2018-05-25,548.58182245
2018-05-26,522.07514923
2018-05-27,484.6981236
2018-05-28,483.69863523
2018-05-29,1175.38375859
2018-05-30,697.5567865
2018-05-31,738.51421256
2018-06-01,458.3520153
2018-06-02,239.39785805
2018-06-03,436.98392146
2018-06-04,766.05999913
2018-06-05,942.25530342
2018-06-06,621.82687405
2018-06-07,627.92571536
2018-06-08,695.71318069
2018-06-09,135.9293904
2018-06-10,609.6091866
2018-06-11,1506.2371772
2018-06-12,844.74864858
2018-06-13,910.80449466
2018-06-14,665.63235658
2018-06-15,1561.61827193
2018-06-16,236.49842813
2018-06-17,450.43598349
2018-06-18,474.48689091
2018-06-19,803.71571976
2018-06-20,469.37803754
2018-06-21,1239.27644977
2018-06-22,1209.87299849
2018-06-23,397.44655644
2018-06-24,632.45411754
2018-06-25,1893.90128263
2018-06-26,1085.91000335
2018-06-27,1120.54906769
2018-06-28,372.5232488
2018-06-29,381.59619921
2018-06-30,928.53566879
