date,Miner Outflow (Mean)
2010-03-29,291.66666667
2010-03-30,150.0
2010-03-31,0.0
2010-04-01,200.0
2010-04-02,375.0
2010-04-03,300.0
2010-04-04,370.052
2010-04-05,627.63636364
2010-04-06,379.22833333
2010-04-07,880.622
2010-04-08,50.0
2010-04-09,769.96
2010-04-10,1966.68666667
2010-04-11,759.29285714
2010-04-12,1607.0
2010-04-13,62.4975
2010-04-14,234.75636364
2010-04-15,2674.91071429
2010-04-16,1260.25833333
2010-04-17,664.695
2010-04-18,164.63636364
2010-04-19,953.46833333
2010-04-20,560.27272727
2010-04-21,665.00125
2010-04-22,70.0
2010-04-23,204.82
2010-04-24,172.0
2010-04-25,780.0
2010-04-26,794.98888889
2010-04-27,106.5
2010-04-28,122.3
2010-04-29,282.5
2010-04-30,11575.0
2010-05-01,475.0
2010-05-02,400.0
2010-05-03,645.1
2010-05-04,748.23588235
2010-05-05,1547.8375
2010-05-06,1210.001
2010-05-07,1861.11111111
2010-05-08,2310.0
2010-05-09,287.5
2010-05-10,550.00666667
2010-05-11,81.2625
2010-05-12,548.76375
2010-05-13,308.5
2010-05-14,729.76307692
2010-05-15,342.10666667
2010-05-16,175.0
2010-05-17,493.75
2010-05-18,190.0
2010-05-19,268.994375
2010-05-20,112.625
2010-05-21,181.3125
2010-05-22,1130.48307692
2010-05-23,105.31914894
2010-05-24,84.75
2010-05-25,153.84615385
2010-05-26,229.90540541
2010-05-27,159.375
2010-05-28,766.05677419
2010-05-29,154.16666667
2010-05-30,52.94117647
2010-05-31,110.09823529
2010-06-01,146.08931034
2010-06-02,86.31148148
2010-06-03,156.4516129
2010-06-04,878.5375
2010-06-05,104.16666667
2010-06-06,132.35294118
2010-06-07,621.42285714
2010-06-08,124.46808511
2010-06-09,396.07142857
2010-06-10,55.85
2010-06-11,133.34615385
2010-06-12,76.75027778
2010-06-13,122.0
2010-06-14,165.15025
2010-06-15,122.58032258
2010-06-16,108.62068966
2010-06-17,200.86466667
2010-06-18,105.0
2010-06-19,102.25035714
2010-06-20,317.0
2010-06-21,69.375
2010-06-22,83.36212121
2010-06-23,72.96875
2010-06-24,98.67567568
2010-06-25,53.57142857
2010-06-26,170.52055556
2010-06-27,183.27777778
2010-06-28,140.0
2010-06-29,599.61538462
2010-06-30,4436.137
2010-07-01,239.68142857
2010-07-02,674.875
2010-07-03,67.26666667
2010-07-04,771.875
2010-07-05,161.2
2010-07-06,833.33333333
2010-07-07,542.98210526
2010-07-08,124.6
2010-07-09,80.25
2010-07-10,665.0
2010-07-11,384.0
2010-07-12,325.05538462
2010-07-13,247.43
2010-07-14,91.20586667
2010-07-15,89.18938144
2010-07-16,151.46224719
2010-07-17,320.83837838
2010-07-18,182.97456522
2010-07-19,293.29114286
2010-07-20,157.05918919
2010-07-21,177.22822222
2010-07-22,158.25068966
2010-07-23,175.9086
2010-07-24,1309.7656
2010-07-25,535.39068966
2010-07-26,1053.165
2010-07-27,330.03678571
2010-07-28,217.02870968
2010-07-29,46.555
2010-07-30,233.40935484
2010-07-31,341.91409091
2010-08-01,388.38
2010-08-02,182.40666667
2010-08-03,304.6675
2010-08-04,278.81931034
2010-08-05,210.56194444
2010-08-06,197.59321429
2010-08-07,399.8088
2010-08-08,188.51848485
2010-08-09,204.78733333
2010-08-10,150.25025
2010-08-11,298.19192308
2010-08-12,85.74205128
2010-08-13,224.48093023
2010-08-14,98.41666667
2010-08-15,157.70711864
2010-08-16,114.18616438
2010-08-17,117.9996
2010-08-18,271.14916667
2010-08-19,143.0962963
2010-08-20,224.91585366
2010-08-21,554.77444444
2010-08-22,232.91684211
2010-08-23,199.55159091
2010-08-24,330.21090909
2010-08-25,113.80470588
2010-08-26,186.969
2010-08-27,200.04444444
2010-08-28,200.99375
2010-08-29,119.74111111
2010-08-30,191.32186048
2010-08-31,342.17731343
2010-09-01,186.27551726
2010-09-02,326.83607143
2010-09-03,251.14709677
2010-09-04,568.18636364
2010-09-05,545.60033333
2010-09-06,244.95575
2010-09-07,297.233
2010-09-08,130.10382354
2010-09-09,171.56576924
2010-09-10,136.22199992
2010-09-11,123.43357143
2010-09-12,384.34333334
2010-09-13,229.02447368
2010-09-14,231.07441176
2010-09-15,334.41861111
2010-09-16,162.5074
2010-09-17,1269.56782609
2010-09-18,869.73111111
2010-09-19,481.15405939
2010-09-20,290.7684375
2010-09-21,264.62428572
2010-09-22,349.02888889
2010-09-23,171.72341772
2010-09-24,218.4
2010-09-25,545.87666667
2010-09-26,500.0
2010-09-27,1052.85909091
2010-09-28,385.41774194
2010-09-29,295.82619048
2010-09-30,494.60133333
2010-10-01,1647.553125
2010-10-02,881.33625
2010-10-03,211.37514559
2010-10-04,945.00000004
2010-10-05,1744.84083334
2010-10-06,363.83588241
2010-10-07,811.46363636
2010-10-08,748.94384615
2010-10-09,420.95571429
2010-10-10,1053.33454545
2010-10-11,353.62916671
2010-10-12,477.6908
2010-10-13,1034.40695652
2010-10-14,526.31578947
2010-10-15,3352.8
2010-10-16,1328.05555556
2010-10-17,378.48833333
2010-10-18,661.38214286
2010-10-19,128.77897436
2010-10-20,395.25947368
2010-10-21,618.72465553
2010-10-22,202.9
2010-10-23,800.0
2010-10-24,704.99411765
2010-10-25,294.80666667
2010-10-26,302.9552
2010-10-27,560.2376
2010-10-28,963.85045455
2010-10-29,661.96772727
2010-10-30,567.42125
2010-10-31,417.4645
2010-11-01,450.00466667
2010-11-02,616.4
2010-11-03,527.80714286
2010-11-04,528.79636364
2010-11-05,326.21090909
2010-11-06,2482.208
2010-11-07,421.00548387
2010-11-08,1780.94176471
2010-11-09,251.82487179
2010-11-10,242.35217391
2010-11-11,286.7826087
2010-11-12,288.14047619
2010-11-13,438.72956522
2010-11-14,683.25870968
2010-11-15,316.61666667
2010-11-16,325.6675
2010-11-17,461.9047619
2010-11-18,383.49774194
2010-11-19,293.64703704
2010-11-20,235.715
2010-11-21,122.21173913
2010-11-22,244.2875
2010-11-23,356.75135135
2010-11-24,290.75166667
2010-11-25,307.48
2010-11-26,159.42642857
2010-11-27,201.67175
2010-11-28,115.075
2010-11-29,271.35341463
2010-11-30,188.91382353
2010-12-01,463.56769231
2010-12-02,495.11769231
2010-12-03,567.76925926
2010-12-04,441.0100981
2010-12-05,198.84655172
2010-12-06,136.06131472
2010-12-07,373.66076923
2010-12-08,232.33533333
2010-12-09,224.72340678
2010-12-10,132.5268
2010-12-11,225.93128131
2010-12-12,200.45128718
2010-12-13,913.88931607
2010-12-14,194.40384313
2010-12-15,137.11633333
2010-12-16,269.51204995
2010-12-17,220.98673032
2010-12-18,92.30571429
2010-12-19,385.92967742
2010-12-20,534.95323311
2010-12-21,638.69378868
2010-12-22,333.96016888
2010-12-23,79.962
2010-12-24,126.70636572
2010-12-25,225.82130622
2010-12-26,245.32692308
2010-12-27,219.89602013
2010-12-28,129.88090909
2010-12-29,437.57431491
2010-12-30,179.79329725
2010-12-31,82.38097784
2011-01-01,109.4312766
2011-01-02,192.07904271
2011-01-03,67.8086851
2011-01-04,67.89071429
2011-01-05,99.48888678
2011-01-06,153.03575
2011-01-07,119.07669088
2011-01-08,137.03580569
2011-01-09,54.54244094
2011-01-10,36.21673169
2011-01-11,242.3796922
2011-01-12,67.47018396
2011-01-13,242.13520782
2011-01-14,172.41659612
2011-01-15,95.10024878
2011-01-16,131.82139975
2011-01-17,71.4246735
2011-01-18,351.53925755
2011-01-19,144.2006908
2011-01-20,103.08211538
2011-01-21,121.24472272
2011-01-22,122.78632057
2011-01-23,251.42161218
2011-01-24,126.84269655
2011-01-25,146.52575758
2011-01-26,241.66786885
2011-01-27,139.72735192
2011-01-28,117.56833333
2011-01-29,252.2396
2011-01-30,144.21432443
2011-01-31,208.99438356
2011-02-01,287.80085648
2011-02-02,99.03701493
2011-02-03,81.770345
2011-02-04,146.86170038
2011-02-05,334.58021649
2011-02-06,147.92479167
2011-02-07,217.57725016
2011-02-08,53.20372527
2011-02-09,138.96401558
2011-02-10,120.13705417
2011-02-11,175.30221026
2011-02-12,96.59968224
2011-02-13,175.57196218
2011-02-14,249.59632
2011-02-15,81.79949966
2011-02-16,97.08937228
2011-02-17,54.19902655
2011-02-18,128.40928127
2011-02-19,106.96602941
2011-02-20,86.39275
2011-02-21,84.85263736
2011-02-22,72.24301668
2011-02-23,99.21068627
2011-02-24,119.15725216
2011-02-25,156.13
2011-02-26,170.68248226
2011-02-27,108.32756711
2011-02-28,362.78354311
2011-03-01,2042.97270559
2011-03-02,108.92046635
2011-03-03,72.36837143
2011-03-04,86.15182885
2011-03-05,241.61613158
2011-03-06,144.23114545
2011-03-07,153.57994851
2011-03-08,74.00272727
2011-03-09,71.46643978
2011-03-10,95.67121417
2011-03-11,77.51962865
2011-03-12,76.70070542
2011-03-13,78.65411507
2011-03-14,237.54204241
2011-03-15,85.23443788
2011-03-16,182.22757146
2011-03-17,86.94333333
2011-03-18,178.20791736
2011-03-19,87.46324324
2011-03-20,67.11903919
2011-03-21,62.12407446
2011-03-22,70.79721512
2011-03-23,80.23883944
2011-03-24,182.0713211
2011-03-25,95.5193273
2011-03-26,205.14849153
2011-03-27,88.23646018
2011-03-28,100.38386861
2011-03-29,56.1339725
2011-03-30,75.24796837
2011-03-31,97.3646687
2011-04-01,55.22479361
2011-04-02,57.64215054
2011-04-03,51.49898148
2011-04-04,123.36408006
2011-04-05,90.04018175
2011-04-06,87.63777039
2011-04-07,95.44433208
2011-04-08,77.68458116
2011-04-09,63.42990748
2011-04-10,62.99519658
2011-04-11,109.42509198
2011-04-12,153.36824892
2011-04-13,177.79139283
2011-04-14,86.91398828
2011-04-15,129.96721172
2011-04-16,87.09251069
2011-04-17,68.57272901
2011-04-18,89.16229109
2011-04-19,70.35894708
2011-04-20,708.89177994
2011-04-21,50.37338893
2011-04-22,80.44474148
2011-04-23,157.91836379
2011-04-24,71.27204644
2011-04-25,70.08657694
2011-04-26,62.84567734
2011-04-27,106.9377977
2011-04-28,112.72014751
2011-04-29,111.82201104
2011-04-30,82.67825751
2011-05-01,81.82359726
2011-05-02,93.41616541
2011-05-03,59.60838516
2011-05-04,134.21491746
2011-05-05,72.00575964
2011-05-06,62.77882702
2011-05-07,139.29243991
2011-05-08,69.68455109
2011-05-09,58.78571738
2011-05-10,98.82397074
2011-05-11,115.9485125
2011-05-12,277.59923886
2011-05-13,78.72053823
2011-05-14,64.93787804
2011-05-15,54.53996726
2011-05-16,69.24463962
2011-05-17,53.87315763
2011-05-18,69.44911262
2011-05-19,71.83284911
2011-05-20,94.17750917
2011-05-21,103.02294711
2011-05-22,78.67721078
2011-05-23,107.33342727
2011-05-24,108.23005859
2011-05-25,93.9193197
2011-05-26,76.23728405
2011-05-27,82.70987332
2011-05-28,76.63789933
2011-05-29,63.10085324
2011-05-30,110.93307758
2011-05-31,71.22197742
2011-06-01,51.20741907
2011-06-02,99.03716624
2011-06-03,202.27307914
2011-06-04,61.89768954
2011-06-05,158.53149483
2011-06-06,65.61796743
2011-06-07,58.75526793
2011-06-08,63.68102496
2011-06-09,72.58807939
2011-06-10,88.78537034
2011-06-11,174.93313891
2011-06-12,75.16498976
2011-06-13,139.86751056
2011-06-14,255.87552552
2011-06-15,112.82346796
2011-06-16,177.53676874
2011-06-17,55.78239223
2011-06-18,37.31266377
2011-06-19,1396.30171631
2011-06-20,65.4673298
2011-06-21,55.46572732
2011-06-22,46.58095829
2011-06-23,46.09495589
2011-06-24,87.55063444
2011-06-25,44.01001571
2011-06-26,44.21166574
2011-06-27,54.33863258
2011-06-28,55.3072019
2011-06-29,47.50411969
2011-06-30,53.67784425
2011-07-01,49.15499917
2011-07-02,41.05593567
2011-07-03,46.28562113
2011-07-04,48.75758317
2011-07-05,58.01938084
2011-07-06,49.37725939
2011-07-07,35.6993136
2011-07-08,34.97311066
2011-07-09,36.42504855
2011-07-10,41.40669473
2011-07-11,49.55425628
2011-07-12,35.88853473
2011-07-13,41.75023882
2011-07-14,40.87460277
2011-07-15,35.73662125
2011-07-16,37.69393497
2011-07-17,42.62042191
2011-07-18,1149.73264313
2011-07-19,38.72105399
2011-07-20,38.27889767
2011-07-21,41.63889425
2011-07-22,52.71550532
2011-07-23,49.02351353
2011-07-24,37.09159948
2011-07-25,41.54521828
2011-07-26,39.96718752
2011-07-27,65.47365387
2011-07-28,40.92152535
2011-07-29,108.00616805
2011-07-30,52.41543057
2011-07-31,50.47924319
2011-08-01,52.21221908
2011-08-02,52.74288307
2011-08-03,52.56961102
2011-08-04,47.70661092
2011-08-05,105.56800651
2011-08-06,49.8302895
2011-08-07,85.13158825
2011-08-08,44.25074488
2011-08-09,33.74871815
2011-08-10,33.1020211
2011-08-11,27.49503097
2011-08-12,35.08321517
2011-08-13,38.75528892
2011-08-14,30.5334751
2011-08-15,27.69897265
2011-08-16,28.86312965
2011-08-17,113.83845001
2011-08-18,44.87214075
2011-08-19,47.90042656
2011-08-20,32.12241533
2011-08-21,34.70813006
2011-08-22,40.52843687
2011-08-23,33.37302088
2011-08-24,40.58252723
2011-08-25,52.92515115
2011-08-26,57.35665574
2011-08-27,437.25665058
2011-08-28,45.68646157
2011-08-29,35.86985188
2011-08-30,38.48464928
2011-08-31,39.99469728
2011-09-01,43.09698106
2011-09-02,38.77829263
2011-09-03,35.60691657
2011-09-04,109.03145654
2011-09-05,47.30513206
2011-09-06,45.60678637
2011-09-07,150.45561713
2011-09-08,40.91900201
2011-09-09,80.37669897
2011-09-10,62.98319307
2011-09-11,37.43448203
2011-09-12,75.00214101
2011-09-13,43.80157089
2011-09-14,60.55853055
2011-09-15,40.97552012
2011-09-16,59.94612649
2011-09-17,47.29926803
2011-09-18,45.16071145
2011-09-19,36.23471383
2011-09-20,17.01283331
2011-09-21,21.00820932
2011-09-22,37.32016231
2011-09-23,49.14756679
2011-09-24,42.0761149
2011-09-25,45.14909319
2011-09-26,37.76514922
2011-09-27,53.2909115
2011-09-28,38.94663554
2011-09-29,41.68450894
2011-09-30,53.90091077
2011-10-01,111.38472554
2011-10-02,56.43678463
2011-10-03,42.7975207
2011-10-04,45.95553386
2011-10-05,45.46606142
2011-10-06,99.99066428
2011-10-07,87.82400318
2011-10-08,66.56842003
2011-10-09,68.15603166
2011-10-10,63.78150776
2011-10-11,69.31491454
2011-10-12,51.73214429
2011-10-13,59.1404459
2011-10-14,45.11313342
2011-10-15,72.0801914
2011-10-16,69.55578674
2011-10-17,81.59391372
2011-10-18,109.89850231
2011-10-19,91.94904509
2011-10-20,100.50228636
2011-10-21,129.13182652
2011-10-22,91.58660653
2011-10-23,91.29680281
2011-10-24,87.46921483
2011-10-25,78.20753374
2011-10-26,101.06633868
2011-10-27,68.83453113
2011-10-28,135.6689082
2011-10-29,130.15347461
2011-10-30,77.3366332
2011-10-31,155.52438618
2011-11-01,117.9201087
2011-11-02,109.74387569
2011-11-03,85.63489524
2011-11-04,107.44452849
2011-11-05,60.74269413
2011-11-06,80.20620665
2011-11-07,69.4263023
2011-11-08,128.67241684
2011-11-09,84.85711799
2011-11-10,99.39401896
2011-11-11,88.24942321
2011-11-12,79.0123306
2011-11-13,55.36769704
2011-11-14,81.82961803
2011-11-15,85.9258225
2011-11-16,246.68759751
2011-11-17,1452.89818337
2011-11-18,1905.5735033
2011-11-19,2268.52509025
2011-11-20,113.01787217
2011-11-21,1277.04078991
2011-11-22,1085.58062841
2011-11-23,1170.23147911
2011-11-24,151.37536135
2011-11-25,114.1753233
2011-11-26,122.49413729
2011-11-27,1212.49777954
2011-11-28,1017.381787
2011-11-29,1622.97017774
2011-11-30,3165.99985159
2011-12-01,76.05394998
2011-12-02,2666.83742104
2011-12-03,1019.11687729
2011-12-04,916.66468338
2011-12-05,869.93474271
2011-12-06,2905.98816326
2011-12-07,1580.32039038
2011-12-08,1448.74735899
2011-12-09,304.34001062
2011-12-10,181.46021038
2011-12-11,112.86657007
2011-12-12,127.09262515
2011-12-13,111.05686779
2011-12-14,91.37279774
2011-12-15,180.691686
2011-12-16,138.19729127
2011-12-17,89.97455424
2011-12-18,79.97908579
2011-12-19,117.75129596
2011-12-20,173.84720615
2011-12-21,102.31252374
2011-12-22,101.90722543
2011-12-23,69.27137215
2011-12-24,66.42821698
2011-12-25,50.57121252
2011-12-26,75.12969417
2011-12-27,41.49403104
2011-12-28,89.12360978
2011-12-29,98.89660593
2011-12-30,81.38664054
2011-12-31,68.70749243
2012-01-01,62.8578035
2012-01-02,67.79203271
2012-01-03,64.80716634
2012-01-04,83.6055333
2012-01-05,89.94847749
2012-01-06,89.45829283
2012-01-07,61.28497278
2012-01-08,68.31670663
2012-01-09,57.63143934
2012-01-10,40.27081749
2012-01-11,55.70907559
2012-01-12,67.69863332
2012-01-13,59.77888994
2012-01-14,57.40152139
2012-01-15,48.29119542
2012-01-16,58.23903663
2012-01-17,62.95736217
2012-01-18,72.63753438
2012-01-19,65.11099628
2012-01-20,61.34144305
2012-01-21,58.54492379
2012-01-22,59.68689177
2012-01-23,45.36764361
2012-01-24,66.96905897
2012-01-25,64.79664085
2012-01-26,53.02066986
2012-01-27,45.97426624
2012-01-28,58.63128816
2012-01-29,68.40680722
2012-01-30,68.81874645
2012-01-31,51.02359024
2012-02-01,69.41017008
2012-02-02,61.47343777
2012-02-03,55.15525133
2012-02-04,61.03772064
2012-02-05,65.37470777
2012-02-06,62.11412482
2012-02-07,66.27039964
2012-02-08,50.95042501
2012-02-09,46.8375748
2012-02-10,47.44500609
2012-02-11,89.79431075
2012-02-12,51.88020443
2012-02-13,75.25366593
2012-02-14,156.35889256
2012-02-15,83.77438668
2012-02-16,67.01575799
2012-02-17,64.61882313
2012-02-18,53.7224102
2012-02-19,52.52518196
2012-02-20,63.58626486
2012-02-21,52.60176609
2012-02-22,52.03887625
2012-02-23,52.95463803
2012-02-24,60.71630825
2012-02-25,58.11326314
2012-02-26,49.64393358
2012-02-27,59.03436905
2012-02-28,53.24799341
2012-02-29,46.13158106
2012-03-01,63.86951149
2012-03-02,68.21846139
2012-03-03,60.16630395
