date,Exchange to Miner Transactions
2025-01-14,1259
2025-01-15,1669
2025-01-16,1575
2025-01-17,1728
2025-01-18,1640
2025-01-19,1923
2025-01-20,2079
2025-01-21,2063
2025-01-22,1510
2025-01-23,1660
2025-01-24,1616
2025-01-25,1291
2025-01-26,1159
2025-01-27,1797
2025-01-28,1427
2025-01-29,1278
2025-01-30,1336
2025-01-31,1241
2025-02-01,1068
2025-02-02,1239
2025-02-03,1954
2025-02-04,1199
2025-02-05,1223
2025-02-06,1387
2025-02-07,1241
2025-02-08,985
2025-02-09,913
2025-02-10,986
2025-02-11,1140
2025-02-12,1081
2025-02-13,1017
2025-02-14,1167
2025-02-15,792
2025-02-16,792
2025-02-17,939
2025-02-18,1132
2025-02-19,1102
2025-02-20,1185
2025-02-21,1516
2025-02-22,1169
2025-02-23,1023
2025-02-24,1474
2025-02-25,2023
2025-02-26,1507
2025-02-27,1207
2025-02-28,1542
2025-03-01,996
2025-03-02,1078
2025-03-03,1325
2025-03-04,1334
2025-03-05,1142
2025-03-06,1133
2025-03-07,1048
2025-03-08,743
2025-03-09,899
2025-03-10,1330
2025-03-11,1484
2025-03-12,1168
2025-03-13,1025
2025-03-14,1140
2025-03-15,802
2025-03-16,788
2025-03-17,1002
2025-03-18,1010
2025-03-19,1087
2025-03-20,1108
2025-03-21,878
2025-03-22,821
2025-03-23,801
2025-03-24,1160
2025-03-25,1114
2025-03-26,997
2025-03-27,1044
2025-03-28,1085
2025-03-29,844
2025-03-30,757
2025-03-31,1053
2025-04-01,1164
2025-04-02,1210
2025-04-03,1175
2025-04-04,1085
2025-04-05,710
2025-04-06,1000
2025-04-07,1622
2025-04-08,1142
2025-04-09,1291
2025-04-10,1078
2025-04-11,1207
2025-04-12,999
2025-04-13,857
2025-04-14,1056
2025-04-15,1183
2025-04-16,1044
2025-04-17,1053
2025-04-18,878
2025-04-19,952
2025-04-20,833
2025-04-21,1104
2025-04-22,1331
2025-04-23,1287
2025-04-24,1083
2025-04-25,1308
2025-04-26,839
2025-04-27,780
2025-04-28,977
2025-04-29,1078
2025-04-30,983
2025-05-01,1030
2025-05-02,1037
2025-05-03,814
2025-05-04,725
2025-05-05,1070
2025-05-06,954
2025-05-07,1190
2025-05-08,1574
2025-05-09,1415
2025-05-10,1095
2025-05-11,984
2025-05-12,1167
2025-05-13,1244
2025-05-14,1138
2025-05-15,1185
2025-05-16,1110
2025-05-17,908
2025-05-18,900
2025-05-19,1106
2025-05-20,1289
2025-05-21,1391
2025-05-22,1771
2025-05-23,1286
2025-05-24,1012
2025-05-25,893
2025-05-26,1165
2025-05-27,1189
2025-05-28,1166
2025-05-29,1192
2025-05-30,1208
2025-05-31,998
2025-06-01,845
2025-06-02,1086
2025-06-03,1175
2025-06-04,952
2025-06-05,1126
2025-06-06,1120
2025-06-07,842
2025-06-08,768
2025-06-09,1136
2025-06-10,1216
2025-06-11,1061
2025-06-12,1165
2025-06-13,1196
2025-06-14,782
2025-06-15,781
2025-06-16,1038
2025-06-17,1082
2025-06-18,904
2025-06-19,899
2025-06-20,972
2025-06-21,884
2025-06-22,1102
2025-06-23,1027
2025-06-24,933
2025-06-25,1096
2025-06-26,1186
2025-06-27,1000
2025-06-28,795
2025-06-29,765
2025-06-30,957
2025-07-01,1028
2025-07-02,1150
2025-07-03,1069
2025-07-04,943
2025-07-05,853
2025-07-06,989
2025-07-07,1126
2025-07-08,1028
2025-07-09,1136
2025-07-10,1280
2025-07-11,1615
2025-07-12,1116
2025-07-13,1015
2025-07-14,1518
2025-07-15,1286
2025-07-16,1297
2025-07-17,1326
2025-07-18,1347
2025-07-19,994
2025-07-20,954
2025-07-21,1257
2025-07-22,1228
2025-07-23,1169
2025-07-24,1050
2025-07-25,1233
2025-07-26,955
2025-07-27,1007
2025-07-28,1115
2025-07-29,1183
2025-07-30,1118
2025-07-31,1181
2025-08-01,1244
2025-08-02,894
2025-08-03,791
2025-08-04,973
2025-08-05,1030
2025-08-06,918
2025-08-07,1118
2025-08-08,1022
2025-08-09,945
2025-08-10,996
2025-08-11,1217
2025-08-12,1060
2025-08-13,1201
2025-08-14,1277
2025-08-15,1019
2025-08-16,823
2025-08-17,735
2025-08-18,991
2025-08-19,992
2025-08-20,999
2025-08-21,916
2025-08-22,1194
2025-08-23,877
2025-08-24,835
2025-08-25,988
2025-08-26,1011
2025-08-27,962
2025-08-28,990
2025-08-29,1147
2025-08-30,772
2025-08-31,754
2025-09-01,1035
2025-09-02,1047
2025-09-03,1133
2025-09-04,951
2025-09-05,1002
2025-09-06,696
2025-09-07,682
2025-09-08,887
2025-09-09,984
2025-09-10,1072
2025-09-11,974
2025-09-12,989
2025-09-13,870
2025-09-14,774
2025-09-15,1050
2025-09-16,1039
2025-09-17,1006
2025-09-18,1051
2025-09-19,995
2025-09-20,794
2025-09-21,813
2025-09-22,1145
2025-09-23,1022
2025-09-24,1047
2025-09-25,1087
2025-09-26,1121
2025-09-27,837
2025-09-28,811
2025-09-29,1034
2025-09-30,1108
2025-10-01,1319
2025-10-02,1510
2025-10-03,1371
2025-10-04,1007
2025-10-05,1039
2025-10-06,1147
2025-10-07,1151
2025-10-08,1116
2025-10-09,1069
2025-10-10,1292
2025-10-11,1423
2025-10-12,1090
2025-10-13,1058
2025-10-14,1134
2025-10-15,1039
2025-10-16,1163
2025-10-17,1312
2025-10-18,851
2025-10-19,779
2025-10-20,843
2025-10-21,1092
2025-10-22,1004
2025-10-23,998
2025-10-24,984
2025-10-25,721
2025-10-26,828
2025-10-27,1027
2025-10-28,935
2025-10-29,991
2025-10-30,1119
2025-10-31,1171
2025-11-01,850
2025-11-02,778
2025-11-03,1074
2025-11-04,1469
2025-11-05,1158
2025-11-06,1012
2025-11-07,1213
2025-11-08,761
2025-11-09,737
2025-11-10,974
2025-11-11,944
2025-11-12,934
2025-11-13,1076
2025-11-14,1349
2025-11-15,932
2025-11-16,900
2025-11-17,1145
2025-11-18,1258
2025-11-19,1125
2025-11-20,1186
2025-11-21,1510
2025-11-22,895
2025-11-23,732
2025-11-24,713
2025-11-25,738
2025-11-26,788
2025-11-27,640
2025-11-28,686
2025-11-29,418
2025-11-30,449
2025-12-01,739
2025-12-02,762
2025-12-03,734
2025-12-04,579
2025-12-05,516
2025-12-06,374
2025-12-07,358
2025-12-08,510
2025-12-09,661
2025-12-10,508
2025-12-11,632
2025-12-12,593
2025-12-13,411
2025-12-14,431
2025-12-15,544
2025-12-16,511
2025-12-17,623
2025-12-18,527
2025-12-19,604
2025-12-20,384
2025-12-21,305
2025-12-22,468
2025-12-23,558
2025-12-24,519
2025-12-25,390
2025-12-26,439
2025-12-27,331
2025-12-28,330
2025-12-29,584
2025-12-30,541
2025-12-31,506
2026-01-01,346
2026-01-02,523
2026-01-03,443
2026-01-04,366
2026-01-05,592
2026-01-06,546
2026-01-07,515
2026-01-08,538
2026-01-09,481
2026-01-10,333
2026-01-11,298
2026-01-12,455
2026-01-13,634
2026-01-14,684
2026-01-15,578
2026-01-16,428
2026-01-17,415
2026-01-18,288
2026-01-19,492
2026-01-20,452
2026-01-21,488
2026-01-22,397
2026-01-23,496
2026-01-24,269
2026-01-25,301
2026-01-26,415
2026-01-27,376
2026-01-28,424
2026-01-29,501
2026-01-30,506
2026-01-31,575
2026-02-01,444
2026-02-02,494
2026-02-03,509
2026-02-04,570
2026-02-05,878
2026-02-06,751
2026-02-07,378
2026-02-08,313
2026-02-09,395
2026-02-10,355
2026-02-11,375
2026-02-12,375
2026-02-13,380
2026-02-14,310
2026-02-15,262
2026-02-16,274
2026-02-17,313
2026-02-18,338
2026-02-19,303
2026-02-20,347
2026-02-21,250
2026-02-22,259
2026-02-23,405
2026-02-24,440
2026-02-25,455
2026-02-26,397
2026-02-27,399
2026-02-28,368
2026-03-01,324
2026-03-02,435
2026-03-03,390
2026-03-04,458
2026-03-05,443
2026-03-06,373
2026-03-07,257
2026-03-08,199
2026-03-09,309
2026-03-10,347
2026-03-11,320
2026-03-12,324
2026-03-13,375
2026-03-14,229
2026-03-15,219
2026-03-16,479
2026-03-17,332
2026-03-18,313
2026-03-19,369
2026-03-20,283
2026-03-21,192
2026-03-22,196
2026-03-23,308
2026-03-24,293
2026-03-25,334
2026-03-26,297
2026-03-27,332
2026-03-28,209
2026-03-29,244
2026-03-30,342
2026-03-31,323
2026-04-01,368
2026-04-02,329
2026-04-03,251
2026-04-04,210
2026-04-05,178
2026-04-06,316
2026-04-07,326
2026-04-08,374
2026-04-09,346
2026-04-10,313
2026-04-11,203
