date,Miner In-House Transactions
2025-04-25,7246
2025-04-26,6292
2025-04-27,5948
2025-04-28,7804
2025-04-29,18241
2025-04-30,4501
2025-05-01,4467
2025-05-02,4823
2025-05-03,4656
2025-05-04,4958
2025-05-05,5278
2025-05-06,5783
2025-05-07,5309
2025-05-08,6287
2025-05-09,9064
2025-05-10,6071
2025-05-11,6098
2025-05-12,15876
2025-05-13,5815
2025-05-14,5905
2025-05-15,6254
2025-05-16,11125
2025-05-17,4467
2025-05-18,77416
2025-05-19,138523
2025-05-20,169832
2025-05-21,6980
2025-05-22,14215
2025-05-23,19007
2025-05-24,9073
2025-05-25,6690
2025-05-26,12002
2025-05-27,32584
2025-05-28,48358
2025-05-29,15228
2025-05-30,21078
2025-05-31,5749
2025-06-01,5127
2025-06-02,10407
2025-06-03,5977
2025-06-04,13636
2025-06-05,11124
2025-06-06,11501
2025-06-07,5671
2025-06-08,5599
2025-06-09,22546
2025-06-10,20975
2025-06-11,12759
2025-06-12,25277
2025-06-13,13710
2025-06-14,7092
2025-06-15,6638
2025-06-16,14675
2025-06-17,17014
2025-06-18,38294
2025-06-19,5829
2025-06-20,4564
2025-06-21,4368
2025-06-22,4316
2025-06-23,4307
2025-06-24,5740
2025-06-25,5685
2025-06-26,21866
2025-06-27,5556
2025-06-28,4631
2025-06-29,5487
2025-06-30,4933
2025-07-01,5477
2025-07-02,7845
2025-07-03,4946
2025-07-04,5077
2025-07-05,4508
2025-07-06,5538
2025-07-07,10927
2025-07-08,12369
2025-07-09,6885
2025-07-10,9449
2025-07-11,6248
2025-07-12,5234
2025-07-13,6087
2025-07-14,6353
2025-07-15,5270
2025-07-16,4992
2025-07-17,13189
2025-07-18,9950
2025-07-19,20940
2025-07-20,11687
2025-07-21,8389
2025-07-22,7190
2025-07-23,9304
2025-07-24,6353
2025-07-25,8717
2025-07-26,8346
2025-07-27,10250
2025-07-28,9087
2025-07-29,8204
2025-07-30,8565
2025-07-31,7460
2025-08-01,7680
2025-08-02,4946
2025-08-03,4894
2025-08-04,6400
2025-08-05,6178
2025-08-06,5415
2025-08-07,9800
2025-08-08,6161
2025-08-09,7648
2025-08-10,19680
2025-08-11,9706
2025-08-12,5534
2025-08-13,6693
2025-08-14,12348
2025-08-15,12369
2025-08-16,16429
2025-08-17,16489
2025-08-18,17078
2025-08-19,21248
2025-08-20,24377
2025-08-21,70430
2025-08-22,43798
2025-08-23,52063
2025-08-24,118603
2025-08-25,46335
2025-08-26,32699
2025-08-27,54550
2025-08-28,76842
2025-08-29,84849
2025-08-30,277848
2025-08-31,173234
2025-09-01,109997
2025-09-02,173123
2025-09-03,69685
2025-09-04,84977
2025-09-05,58510
2025-09-06,100281
2025-09-07,188094
2025-09-08,166077
2025-09-09,187891
2025-09-10,217311
2025-09-11,159781
2025-09-12,53150
2025-09-13,145138
2025-09-14,141693
2025-09-15,102812
2025-09-16,111787
2025-09-17,27006
2025-09-18,41959
2025-09-19,51021
2025-09-20,88683
2025-09-21,132983
2025-09-22,102688
2025-09-23,168105
2025-09-24,209372
2025-09-25,89656
2025-09-26,104253
2025-09-27,187580
2025-09-28,208860
2025-09-29,93093
2025-09-30,154424
2025-10-01,118653
2025-10-02,47437
2025-10-03,38361
2025-10-04,62071
2025-10-05,172723
2025-10-06,114905
2025-10-07,62740
2025-10-08,37703
2025-10-09,27372
2025-10-10,55169
2025-10-11,86778
2025-10-12,117092
2025-10-13,113960
2025-10-14,121829
2025-10-15,137311
2025-10-16,106645
2025-10-17,22818
2025-10-18,10629
2025-10-19,39125
2025-10-20,115539
2025-10-21,70703
2025-10-22,106320
2025-10-23,34495
2025-10-24,73460
2025-10-25,112165
2025-10-26,105476
2025-10-27,89657
2025-10-28,86811
2025-10-29,62282
2025-10-30,144168
2025-10-31,31470
2025-11-01,20985
2025-11-02,53049
2025-11-03,26914
2025-11-04,26942
2025-11-05,79145
2025-11-06,76522
2025-11-07,87672
2025-11-08,30201
2025-11-09,52046
2025-11-10,29599
2025-11-11,56764
2025-11-12,57007
2025-11-13,18247
2025-11-14,13381
2025-11-15,8391
2025-11-16,7618
2025-11-17,6633
2025-11-18,22129
2025-11-19,30028
2025-11-20,22961
2025-11-21,23281
2025-11-22,9458
2025-11-23,31698
2025-11-24,53358
2025-11-25,63407
2025-11-26,147896
2025-11-27,81791
2025-11-28,12190
2025-11-29,53986
2025-11-30,124468
2025-12-01,48095
2025-12-02,60769
2025-12-03,94459
2025-12-04,52646
2025-12-05,22939
2025-12-06,94403
2025-12-07,101355
2025-12-08,104504
2025-12-09,50324
2025-12-10,61619
2025-12-11,8218
2025-12-12,16074
2025-12-13,80679
2025-12-14,63520
2025-12-15,27131
2025-12-16,59225
2025-12-17,30024
2025-12-18,10703
2025-12-19,6474
2025-12-20,13434
2025-12-21,40944
2025-12-22,15762
2025-12-23,10429
2025-12-24,41756
2025-12-25,33065
2025-12-26,12590
2025-12-27,5256
2025-12-28,5868
2025-12-29,6174
2025-12-30,5168
2025-12-31,5569
2026-01-01,5621
2026-01-02,6036
2026-01-03,5853
2026-01-04,5968
2026-01-05,5992
2026-01-06,5939
2026-01-07,29167
2026-01-08,6168
2026-01-09,45395
2026-01-10,10853
2026-01-11,22023
2026-01-12,5733
2026-01-13,5870
2026-01-14,6123
2026-01-15,6861
2026-01-16,7130
2026-01-17,5401
2026-01-18,5575
2026-01-19,5550
2026-01-20,5487
2026-01-21,62786
2026-01-22,7205
2026-01-23,13956
2026-01-24,8768
2026-01-25,12207
2026-01-26,8645
2026-01-27,4167
2026-01-28,5535
2026-01-29,21009
2026-01-30,11190
2026-01-31,6843
2026-02-01,10230
2026-02-02,4259
2026-02-03,3028
2026-02-04,12344
2026-02-05,4330
2026-02-06,8666
2026-02-07,13002
2026-02-08,8342
2026-02-09,8291
2026-02-10,8785
2026-02-11,8833
2026-02-12,12778
2026-02-13,15777
2026-02-14,15011
2026-02-15,13775
2026-02-16,17740
2026-02-17,7295
2026-02-18,2790
2026-02-19,7855
2026-02-20,5089
2026-02-21,6521
2026-02-22,24273
2026-02-23,7980
2026-02-24,5357
2026-02-25,6657
2026-02-26,5557
2026-02-27,4105
2026-02-28,15048
2026-03-01,10357
2026-03-02,9885
2026-03-03,4166
2026-03-04,4516
2026-03-05,3977
2026-03-06,3790
2026-03-07,7944
2026-03-08,23616
2026-03-09,14216
2026-03-10,6144
2026-03-11,11227
2026-03-12,19368
2026-03-13,16343
2026-03-14,10056
2026-03-15,11557
2026-03-16,26054
2026-03-17,15707
2026-03-18,20043
2026-03-19,8213
2026-03-20,11481
2026-03-21,37227
2026-03-22,71148
2026-03-23,24617
2026-03-24,3778
2026-03-25,10811
2026-03-26,25896
2026-03-27,170066
2026-03-28,250241
2026-03-29,189246
2026-03-30,124056
2026-03-31,93794
2026-04-01,154469
2026-04-02,94480
2026-04-03,84053
2026-04-04,110219
2026-04-05,217932
2026-04-06,138961
2026-04-07,128106
2026-04-08,155383
2026-04-09,110809
2026-04-10,83002
2026-04-11,94793
