Datetime,Exchange Depositing Transactions
2025-08-15T00:00:00Z,69695
2025-08-14T00:00:00Z,74756
2025-08-13T00:00:00Z,83610
2025-08-12T00:00:00Z,65620
2025-08-11T00:00:00Z,68199
2025-08-10T00:00:00Z,76987
2025-08-09T00:00:00Z,70066
2025-08-08T00:00:00Z,59061
2025-08-07T00:00:00Z,67175
2025-08-06T00:00:00Z,30375
2025-08-05T00:00:00Z,26316
2025-08-04T00:00:00Z,40676
2025-08-03T00:00:00Z,42637
2025-08-02T00:00:00Z,47126
2025-08-01T00:00:00Z,56793
2025-07-31T00:00:00Z,39961
2025-07-30T00:00:00Z,32195
2025-07-29T00:00:00Z,36320
2025-07-28T00:00:00Z,34070
2025-07-27T00:00:00Z,34827
2025-07-26T00:00:00Z,25960
2025-07-25T00:00:00Z,31406
2025-07-24T00:00:00Z,30968
2025-07-23T00:00:00Z,40639
2025-07-22T00:00:00Z,52583
2025-07-21T00:00:00Z,52422
2025-07-20T00:00:00Z,44013
2025-07-19T00:00:00Z,33815
2025-07-18T00:00:00Z,54349
2025-07-17T00:00:00Z,50567
2025-07-16T00:00:00Z,44330
2025-07-15T00:00:00Z,33954
2025-07-14T00:00:00Z,41047
2025-07-13T00:00:00Z,39558
2025-07-12T00:00:00Z,54616
2025-07-11T00:00:00Z,70866
2025-07-10T00:00:00Z,69531
2025-07-09T00:00:00Z,51154
2025-07-08T00:00:00Z,76039
2025-07-07T00:00:00Z,43477
2025-07-06T00:00:00Z,20077
2025-07-05T00:00:00Z,16440
2025-07-04T00:00:00Z,36217
2025-07-03T00:00:00Z,65728
2025-07-02T00:00:00Z,39649
2025-07-01T00:00:00Z,33188
2025-06-30T00:00:00Z,29460
2025-06-29T00:00:00Z,23838
2025-06-28T00:00:00Z,20652
2025-06-27T00:00:00Z,23671
2025-06-26T00:00:00Z,22226
2025-06-25T00:00:00Z,29860
2025-06-24T00:00:00Z,40605
2025-06-23T00:00:00Z,35056
2025-06-22T00:00:00Z,28137
2025-06-21T00:00:00Z,25150
2025-06-20T00:00:00Z,24439
2025-06-19T00:00:00Z,27646
2025-06-18T00:00:00Z,21735
2025-06-17T00:00:00Z,22634
2025-06-16T00:00:00Z,24401
2025-06-15T00:00:00Z,32734
2025-06-14T00:00:00Z,65051
2025-06-13T00:00:00Z,34062
2025-06-12T00:00:00Z,55586
2025-06-11T00:00:00Z,49658
2025-06-10T00:00:00Z,60190
2025-06-09T00:00:00Z,36844
2025-06-08T00:00:00Z,26254
2025-06-07T00:00:00Z,29641
2025-06-06T00:00:00Z,39551
2025-06-05T00:00:00Z,47987
2025-06-04T00:00:00Z,34218
2025-06-03T00:00:00Z,42628
2025-06-02T00:00:00Z,29613
2025-06-01T00:00:00Z,27692
2025-05-31T00:00:00Z,53302
2025-05-30T00:00:00Z,28226
2025-05-29T00:00:00Z,41083
2025-05-28T00:00:00Z,39102
2025-05-27T00:00:00Z,60117
2025-05-26T00:00:00Z,30464
2025-05-25T00:00:00Z,28410
2025-05-24T00:00:00Z,23939
2025-05-23T00:00:00Z,41524
2025-05-22T00:00:00Z,48930
2025-05-21T00:00:00Z,26470
2025-05-20T00:00:00Z,21955
2025-05-19T00:00:00Z,23660
2025-05-18T00:00:00Z,36615
2025-05-17T00:00:00Z,35017
2025-05-16T00:00:00Z,39344
2025-05-15T00:00:00Z,37170
2025-05-14T00:00:00Z,44120
2025-05-13T00:00:00Z,46120
2025-05-12T00:00:00Z,41708
2025-05-11T00:00:00Z,40642
2025-05-10T00:00:00Z,44003
2025-05-09T00:00:00Z,63440
2025-05-08T00:00:00Z,46460
2025-05-07T00:00:00Z,27696
2025-05-06T00:00:00Z,33740
2025-05-05T00:00:00Z,24195
2025-05-04T00:00:00Z,28374
2025-05-03T00:00:00Z,34269
2025-05-02T00:00:00Z,23768
2025-05-01T00:00:00Z,27361
2025-04-30T00:00:00Z,26179
2025-04-29T00:00:00Z,45108
2025-04-28T00:00:00Z,30430
2025-04-27T00:00:00Z,31477
2025-04-26T00:00:00Z,105598
2025-04-25T00:00:00Z,87860
2025-04-24T00:00:00Z,31476
2025-04-23T00:00:00Z,32096
2025-04-22T00:00:00Z,27700
2025-04-21T00:00:00Z,21611
2025-04-20T00:00:00Z,82749
2025-04-19T00:00:00Z,29135
2025-04-18T00:00:00Z,31470
2025-04-17T00:00:00Z,30734
2025-04-16T00:00:00Z,39653
2025-04-15T00:00:00Z,35214
2025-04-14T00:00:00Z,26755
2025-04-13T00:00:00Z,17771
2025-04-12T00:00:00Z,20094
2025-04-11T00:00:00Z,26657
2025-04-10T00:00:00Z,36552
2025-04-09T00:00:00Z,124432
2025-04-08T00:00:00Z,130709
2025-04-07T00:00:00Z,142586
2025-04-06T00:00:00Z,30795
2025-04-05T00:00:00Z,25247
2025-04-04T00:00:00Z,22567
2025-04-03T00:00:00Z,38271
2025-04-02T00:00:00Z,22911
2025-04-01T00:00:00Z,35059
2025-03-31T00:00:00Z,28887
2025-03-30T00:00:00Z,31395
2025-03-29T00:00:00Z,25943
2025-03-28T00:00:00Z,31520
2025-03-27T00:00:00Z,34372
2025-03-26T00:00:00Z,27395
2025-03-25T00:00:00Z,37483
2025-03-24T00:00:00Z,49787
2025-03-23T00:00:00Z,32827
2025-03-22T00:00:00Z,30739
2025-03-21T00:00:00Z,36144
2025-03-20T00:00:00Z,46310
2025-03-19T00:00:00Z,64010
2025-03-18T00:00:00Z,53924
2025-03-17T00:00:00Z,26298
2025-03-16T00:00:00Z,19761
2025-03-15T00:00:00Z,28814
2025-03-14T00:00:00Z,45902
2025-03-13T00:00:00Z,38609
2025-03-12T00:00:00Z,35026
2025-03-11T00:00:00Z,39103
2025-03-10T00:00:00Z,34876
2025-03-09T00:00:00Z,37494
2025-03-08T00:00:00Z,28697
2025-03-07T00:00:00Z,26482
2025-03-06T00:00:00Z,53893
2025-03-05T00:00:00Z,62658
2025-03-04T00:00:00Z,45990
2025-03-03T00:00:00Z,47476
2025-03-02T00:00:00Z,47161
2025-03-01T00:00:00Z,30735
2025-02-28T00:00:00Z,48725
2025-02-27T00:00:00Z,32888
2025-02-26T00:00:00Z,28110
2025-02-25T00:00:00Z,35113
2025-02-24T00:00:00Z,31739
2025-02-23T00:00:00Z,39123
2025-02-22T00:00:00Z,33272
2025-02-21T00:00:00Z,40615
2025-02-20T00:00:00Z,35766
2025-02-19T00:00:00Z,38842
2025-02-18T00:00:00Z,41424
2025-02-17T00:00:00Z,72122
2025-02-16T00:00:00Z,21617
2025-02-15T00:00:00Z,23573
2025-02-14T00:00:00Z,67973
2025-02-13T00:00:00Z,35898
2025-02-12T00:00:00Z,36154
2025-02-11T00:00:00Z,31000
2025-02-10T00:00:00Z,33449
2025-02-09T00:00:00Z,38408
2025-02-08T00:00:00Z,36686
2025-02-07T00:00:00Z,48010
2025-02-06T00:00:00Z,37439
2025-02-05T00:00:00Z,34940
2025-02-04T00:00:00Z,38468
2025-02-03T00:00:00Z,47614
2025-02-02T00:00:00Z,36864
2025-02-01T00:00:00Z,41066
2025-01-31T00:00:00Z,57613
2025-01-30T00:00:00Z,42066
2025-01-29T00:00:00Z,31432
2025-01-28T00:00:00Z,30370
2025-01-27T00:00:00Z,35108
2025-01-26T00:00:00Z,43797
2025-01-25T00:00:00Z,57133
2025-01-24T00:00:00Z,60631
2025-01-23T00:00:00Z,46253
2025-01-22T00:00:00Z,51617
2025-01-21T00:00:00Z,46386
2025-01-20T00:00:00Z,63358
2025-01-19T00:00:00Z,60531
2025-01-18T00:00:00Z,49628
2025-01-17T00:00:00Z,57998
2025-01-16T00:00:00Z,48690
2025-01-15T00:00:00Z,74490
2025-01-14T00:00:00Z,101649
2025-01-13T00:00:00Z,105043
2025-01-12T00:00:00Z,34498
2025-01-11T00:00:00Z,27711
2025-01-10T00:00:00Z,32004
2025-01-09T00:00:00Z,31636
2025-01-08T00:00:00Z,33319
2025-01-07T00:00:00Z,40662
2025-01-06T00:00:00Z,49045
2025-01-05T00:00:00Z,38095
2025-01-04T00:00:00Z,48361
2025-01-03T00:00:00Z,56531
2025-01-02T00:00:00Z,36359
2025-01-01T00:00:00Z,29578
2024-12-31T00:00:00Z,40110
2024-12-30T00:00:00Z,39378
2024-12-29T00:00:00Z,38579
2024-12-28T00:00:00Z,42226
2024-12-27T00:00:00Z,60679
2024-12-26T00:00:00Z,59984
2024-12-25T00:00:00Z,97120
2024-12-24T00:00:00Z,112946
2024-12-23T00:00:00Z,102305
2024-12-22T00:00:00Z,97744
2024-12-21T00:00:00Z,99944
2024-12-20T00:00:00Z,103838
2024-12-19T00:00:00Z,71601
2024-12-18T00:00:00Z,51655
2024-12-17T00:00:00Z,57048
2024-12-16T00:00:00Z,66125
2024-12-15T00:00:00Z,43796
2024-12-14T00:00:00Z,48856
2024-12-13T00:00:00Z,53818
2024-12-12T00:00:00Z,68860
2024-12-11T00:00:00Z,47285
2024-12-10T00:00:00Z,45845
2024-12-09T00:00:00Z,42816
2024-12-08T00:00:00Z,51731
2024-12-07T00:00:00Z,58777
2024-12-06T00:00:00Z,62257
2024-12-05T00:00:00Z,59800
2024-12-04T00:00:00Z,54673
2024-12-03T00:00:00Z,40287
2024-12-02T00:00:00Z,43478
2024-12-01T00:00:00Z,50045
2024-11-30T00:00:00Z,55739
2024-11-29T00:00:00Z,47663
2024-11-28T00:00:00Z,49008
2024-11-27T00:00:00Z,69698
2024-11-26T00:00:00Z,51360
2024-11-25T00:00:00Z,49888
2024-11-24T00:00:00Z,37255
2024-11-23T00:00:00Z,49261
2024-11-22T00:00:00Z,51675
2024-11-21T00:00:00Z,68398
2024-11-20T00:00:00Z,49372
2024-11-19T00:00:00Z,44068
2024-11-18T00:00:00Z,55209
2024-11-17T00:00:00Z,51420
2024-11-16T00:00:00Z,47917
2024-11-15T00:00:00Z,40999
2024-11-14T00:00:00Z,39552
2024-11-13T00:00:00Z,39035
2024-11-12T00:00:00Z,53622
2024-11-11T00:00:00Z,53191
2024-11-10T00:00:00Z,47267
2024-11-09T00:00:00Z,42253
2024-11-08T00:00:00Z,58560
2024-11-07T00:00:00Z,47204
2024-11-06T00:00:00Z,44299
2024-11-05T00:00:00Z,29997
2024-11-04T00:00:00Z,32469
2024-11-03T00:00:00Z,29347
2024-11-02T00:00:00Z,31657
2024-11-01T00:00:00Z,27188
2024-10-31T00:00:00Z,28770
2024-10-30T00:00:00Z,39504
2024-10-29T00:00:00Z,43963
2024-10-28T00:00:00Z,29060
2024-10-27T00:00:00Z,22571
2024-10-26T00:00:00Z,25702
2024-10-25T00:00:00Z,29148
2024-10-24T00:00:00Z,37496
2024-10-23T00:00:00Z,32284
2024-10-22T00:00:00Z,30286
2024-10-21T00:00:00Z,36814
2024-10-20T00:00:00Z,44162
2024-10-19T00:00:00Z,31251
2024-10-18T00:00:00Z,28410
2024-10-17T00:00:00Z,24270
2024-10-16T00:00:00Z,28269
2024-10-15T00:00:00Z,35903
2024-10-14T00:00:00Z,35145
2024-10-13T00:00:00Z,23988
2024-10-12T00:00:00Z,28026
2024-10-11T00:00:00Z,41152
2024-10-10T00:00:00Z,32624
2024-10-09T00:00:00Z,27736
2024-10-08T00:00:00Z,23625
2024-10-07T00:00:00Z,23896
2024-10-06T00:00:00Z,23378
2024-10-05T00:00:00Z,28155
2024-10-04T00:00:00Z,27157
2024-10-03T00:00:00Z,39926
2024-10-02T00:00:00Z,38245
2024-10-01T00:00:00Z,41109
2024-09-30T00:00:00Z,28996
2024-09-29T00:00:00Z,23700
2024-09-28T00:00:00Z,22052
2024-09-27T00:00:00Z,30061
2024-09-26T00:00:00Z,32635
2024-09-25T00:00:00Z,30492
2024-09-24T00:00:00Z,26308
2024-09-23T00:00:00Z,29427
2024-09-22T00:00:00Z,37035
2024-09-21T00:00:00Z,26503
2024-09-20T00:00:00Z,26969
2024-09-19T00:00:00Z,23895
2024-09-18T00:00:00Z,21954
2024-09-17T00:00:00Z,30580
2024-09-16T00:00:00Z,28675
2024-09-15T00:00:00Z,33296
2024-09-14T00:00:00Z,56717
2024-09-13T00:00:00Z,47608
2024-09-12T00:00:00Z,32847
2024-09-11T00:00:00Z,27175
2024-09-10T00:00:00Z,21102
2024-09-09T00:00:00Z,25853
2024-09-08T00:00:00Z,20060
2024-09-07T00:00:00Z,27876
2024-09-06T00:00:00Z,32196
2024-09-05T00:00:00Z,28598
2024-09-04T00:00:00Z,37607
2024-09-03T00:00:00Z,33753
2024-09-02T00:00:00Z,25423
2024-09-01T00:00:00Z,20911
2024-08-31T00:00:00Z,18918
2024-08-30T00:00:00Z,23671
2024-08-29T00:00:00Z,30052
2024-08-28T00:00:00Z,28605
2024-08-27T00:00:00Z,26957
2024-08-26T00:00:00Z,31828
2024-08-25T00:00:00Z,33525
2024-08-24T00:00:00Z,27034
2024-08-23T00:00:00Z,29179
2024-08-22T00:00:00Z,24341
2024-08-21T00:00:00Z,22933
2024-08-20T00:00:00Z,34180
2024-08-19T00:00:00Z,28256
2024-08-18T00:00:00Z,22392
2024-08-17T00:00:00Z,31606
2024-08-16T00:00:00Z,79059
2024-08-15T00:00:00Z,200915
2024-08-14T00:00:00Z,202400
2024-08-13T00:00:00Z,24014
2024-08-12T00:00:00Z,23300
2024-08-11T00:00:00Z,43029
2024-08-10T00:00:00Z,50209
2024-08-09T00:00:00Z,66300
2024-08-08T00:00:00Z,36301
2024-08-07T00:00:00Z,47390
2024-08-06T00:00:00Z,34250
2024-08-05T00:00:00Z,35393
2024-08-04T00:00:00Z,22228
2024-08-03T00:00:00Z,25490
2024-08-02T00:00:00Z,26327
2024-08-01T00:00:00Z,34676
2024-07-31T00:00:00Z,38736
2024-07-30T00:00:00Z,35958
2024-07-29T00:00:00Z,50170
2024-07-28T00:00:00Z,34766
2024-07-27T00:00:00Z,29291
2024-07-26T00:00:00Z,25434
2024-07-25T00:00:00Z,32000
2024-07-24T00:00:00Z,30176
2024-07-23T00:00:00Z,55829
2024-07-22T00:00:00Z,32584
2024-07-21T00:00:00Z,35786
2024-07-20T00:00:00Z,46904
2024-07-19T00:00:00Z,40916
2024-07-18T00:00:00Z,31195
2024-07-17T00:00:00Z,31073
2024-07-16T00:00:00Z,52390
2024-07-15T00:00:00Z,74439
2024-07-14T00:00:00Z,79863
2024-07-13T00:00:00Z,77085
2024-07-12T00:00:00Z,83438
2024-07-11T00:00:00Z,84207
2024-07-10T00:00:00Z,84606
2024-07-09T00:00:00Z,83389
2024-07-08T00:00:00Z,68581
2024-07-07T00:00:00Z,20643
2024-07-06T00:00:00Z,22267
2024-07-05T00:00:00Z,33280
2024-07-04T00:00:00Z,27421
2024-07-03T00:00:00Z,42889
2024-07-02T00:00:00Z,64415
2024-07-01T00:00:00Z,38371
2024-06-30T00:00:00Z,49248
2024-06-29T00:00:00Z,52381
2024-06-28T00:00:00Z,35882
2024-06-27T00:00:00Z,34824
2024-06-26T00:00:00Z,36639
2024-06-25T00:00:00Z,29989
2024-06-24T00:00:00Z,30846
2024-06-23T00:00:00Z,37374
2024-06-22T00:00:00Z,35439
2024-06-21T00:00:00Z,29427
2024-06-20T00:00:00Z,27335
2024-06-19T00:00:00Z,26597
2024-06-18T00:00:00Z,27284
2024-06-17T00:00:00Z,31776
2024-06-16T00:00:00Z,28293
2024-06-15T00:00:00Z,29506
2024-06-14T00:00:00Z,43862
2024-06-13T00:00:00Z,32899
2024-06-12T00:00:00Z,31444
2024-06-11T00:00:00Z,28035
2024-06-10T00:00:00Z,25730
2024-06-09T00:00:00Z,49286
2024-06-08T00:00:00Z,36813
2024-06-07T00:00:00Z,39241
2024-06-06T00:00:00Z,36726
2024-06-05T00:00:00Z,46255
2024-06-04T00:00:00Z,52552
2024-06-03T00:00:00Z,35845
2024-06-02T00:00:00Z,26517
2024-06-01T00:00:00Z,26774
2024-05-31T00:00:00Z,34833
2024-05-30T00:00:00Z,31394
2024-05-29T00:00:00Z,39936
2024-05-28T00:00:00Z,46918
2024-05-27T00:00:00Z,73201
2024-05-26T00:00:00Z,61243
2024-05-25T00:00:00Z,83070
2024-05-24T00:00:00Z,43477
2024-05-23T00:00:00Z,33222
2024-05-22T00:00:00Z,51795
2024-05-21T00:00:00Z,40492
2024-05-20T00:00:00Z,40768
2024-05-19T00:00:00Z,34442
2024-05-18T00:00:00Z,37193
2024-05-17T00:00:00Z,36624
2024-05-16T00:00:00Z,31157
2024-05-15T00:00:00Z,33073
2024-05-14T00:00:00Z,26517
2024-05-13T00:00:00Z,31180
2024-05-12T00:00:00Z,25672
2024-05-11T00:00:00Z,30345
2024-05-10T00:00:00Z,46684
2024-05-09T00:00:00Z,41014
2024-05-08T00:00:00Z,35321
2024-05-07T00:00:00Z,34331
2024-05-06T00:00:00Z,37705
2024-05-05T00:00:00Z,29106
2024-05-04T00:00:00Z,33430
2024-05-03T00:00:00Z,34525
2024-05-02T00:00:00Z,39311
2024-05-01T00:00:00Z,53831
2024-04-30T00:00:00Z,50583
2024-04-29T00:00:00Z,37518
2024-04-28T00:00:00Z,33123
2024-04-27T00:00:00Z,31629
2024-04-26T00:00:00Z,33055
2024-04-25T00:00:00Z,39419
2024-04-24T00:00:00Z,31714
2024-04-23T00:00:00Z,42743
2024-04-22T00:00:00Z,38360
2024-04-21T00:00:00Z,34373
2024-04-20T00:00:00Z,32745
2024-04-19T00:00:00Z,40615
2024-04-18T00:00:00Z,51951
2024-04-17T00:00:00Z,46042
2024-04-16T00:00:00Z,35775
2024-04-15T00:00:00Z,41945
2024-04-14T00:00:00Z,48326
2024-04-13T00:00:00Z,38694
2024-04-12T00:00:00Z,62217
2024-04-11T00:00:00Z,45798
2024-04-10T00:00:00Z,38895
2024-04-09T00:00:00Z,49099
2024-04-08T00:00:00Z,44932
2024-04-07T00:00:00Z,59546
2024-04-06T00:00:00Z,58530
2024-04-05T00:00:00Z,68802
2024-04-04T00:00:00Z,59278
2024-04-03T00:00:00Z,39970
2024-04-02T00:00:00Z,44577
2024-04-01T00:00:00Z,61738
2024-03-31T00:00:00Z,69088
2024-03-30T00:00:00Z,66556
2024-03-29T00:00:00Z,71473
2024-03-28T00:00:00Z,69619
2024-03-27T00:00:00Z,57066
2024-03-26T00:00:00Z,61792
2024-03-25T00:00:00Z,64005
2024-03-24T00:00:00Z,64409
2024-03-23T00:00:00Z,55705
2024-03-22T00:00:00Z,67225
2024-03-21T00:00:00Z,61816
2024-03-20T00:00:00Z,61256
2024-03-19T00:00:00Z,72883
2024-03-18T00:00:00Z,60487
2024-03-17T00:00:00Z,72755
2024-03-16T00:00:00Z,73952
2024-03-15T00:00:00Z,63698
2024-03-14T00:00:00Z,53716
2024-03-13T00:00:00Z,45978
2024-03-12T00:00:00Z,66278
2024-03-11T00:00:00Z,71701
2024-03-10T00:00:00Z,50989
2024-03-09T00:00:00Z,59014
2024-03-08T00:00:00Z,57985
2024-03-07T00:00:00Z,56546
2024-03-06T00:00:00Z,49479
2024-03-05T00:00:00Z,57877
2024-03-04T00:00:00Z,51395
2024-03-03T00:00:00Z,57076
2024-03-02T00:00:00Z,61887
2024-03-01T00:00:00Z,57299
2024-02-29T00:00:00Z,60699
2024-02-28T00:00:00Z,68636
2024-02-27T00:00:00Z,77459
