Datetime,Exchange Reserve
2026-02-10T00:00:00Z,16032021.207344875
2026-02-09T00:00:00Z,16040634.347281482
2026-02-08T00:00:00Z,16089262.878299203
2026-02-07T00:00:00Z,16146620.186313594
2026-02-06T00:00:00Z,16371324.644129789
2026-02-05T00:00:00Z,16211543.888820881
2026-02-04T00:00:00Z,16394758.06949697
2026-02-03T00:00:00Z,16336550.72115638
2026-02-02T00:00:00Z,16277629.17638859
2026-02-01T00:00:00Z,16303933.39116472
2026-01-31T00:00:00Z,16252173.499317344
2026-01-30T00:00:00Z,16310766.221857067
2026-01-29T00:00:00Z,16277871.742276426
2026-01-28T00:00:00Z,16268576.290628508
2026-01-27T00:00:00Z,16292735.609992987
2026-01-26T00:00:00Z,16314730.873978201
2026-01-25T00:00:00Z,16338642.60959121
2026-01-24T00:00:00Z,16429866.261101985
2026-01-23T00:00:00Z,16414218.945036344
2026-01-22T00:00:00Z,16409879.337329224
2026-01-21T00:00:00Z,16402330.961862106
2026-01-20T00:00:00Z,16336312.232483536
2026-01-19T00:00:00Z,16407812.038560709
2026-01-18T00:00:00Z,16458084.951093292
2026-01-17T00:00:00Z,16476781.338940587
2026-01-16T00:00:00Z,16525449.238293882
2026-01-15T00:00:00Z,16548758.586928105
2026-01-14T00:00:00Z,16571836.32926364
2026-01-13T00:00:00Z,16577839.729059186
2026-01-12T00:00:00Z,16620605.145598022
2026-01-11T00:00:00Z,16718080.526257081
2026-01-10T00:00:00Z,16686381.246783327
2026-01-09T00:00:00Z,16675381.914744249
2026-01-08T00:00:00Z,16639822.510841431
2026-01-07T00:00:00Z,16612756.426512577
2026-01-06T00:00:00Z,16550169.861101547
2026-01-05T00:00:00Z,16635157.617244402
2026-01-04T00:00:00Z,16617164.723045459
2026-01-03T00:00:00Z,16746254.6711189
2026-01-02T00:00:00Z,16735615.600228248
2026-01-01T00:00:00Z,16784062.415467426
2025-12-31T00:00:00Z,16850046.029150028
2025-12-30T00:00:00Z,16838670.6896082
2025-12-29T00:00:00Z,16712400.375488982
2025-12-28T00:00:00Z,16794880.525073357
2025-12-27T00:00:00Z,16783389.33574445
2025-12-26T00:00:00Z,16772771.673123727
2025-12-25T00:00:00Z,16740994.190268813
2025-12-24T00:00:00Z,16733902.910216304
2025-12-23T00:00:00Z,16579029.030973362
2025-12-22T00:00:00Z,16425469.957021866
2025-12-21T00:00:00Z,16398493.093380623
2025-12-20T00:00:00Z,16416138.645753294
2025-12-19T00:00:00Z,16413563.337134358
2025-12-18T00:00:00Z,16397202.03950916
2025-12-17T00:00:00Z,16358058.244970646
2025-12-16T00:00:00Z,16310091.881319517
2025-12-15T00:00:00Z,16298774.44214915
2025-12-14T00:00:00Z,16363907.876132378
2025-12-13T00:00:00Z,16402789.159206659
2025-12-12T00:00:00Z,16421561.812732762
2025-12-11T00:00:00Z,16562099.89642895
2025-12-10T00:00:00Z,16598790.347024592
2025-12-09T00:00:00Z,16615321.000381466
2025-12-08T00:00:00Z,16542352.895593874
2025-12-07T00:00:00Z,16662049.188710215
2025-12-06T00:00:00Z,16664779.345045844
2025-12-05T00:00:00Z,16674905.10940145
2025-12-04T00:00:00Z,16550402.032595487
2025-12-03T00:00:00Z,16557347.45382363
2025-12-02T00:00:00Z,16588391.786889933
2025-12-01T00:00:00Z,16585177.522340184
2025-11-30T00:00:00Z,16616319.919506824
2025-11-29T00:00:00Z,16627813.704528922
2025-11-28T00:00:00Z,16649101.78820767
2025-11-27T00:00:00Z,16834738.47545183
2025-11-26T00:00:00Z,16853318.88640077
2025-11-25T00:00:00Z,16822780.563775126
2025-11-24T00:00:00Z,16892942.26488987
2025-11-23T00:00:00Z,17002033.509885997
2025-11-22T00:00:00Z,17076507.762086518
2025-11-21T00:00:00Z,17124114.651786596
2025-11-20T00:00:00Z,17136817.23663684
2025-11-19T00:00:00Z,17141490.056550454
2025-11-18T00:00:00Z,17008120.798207946
2025-11-17T00:00:00Z,16956891.11424026
2025-11-16T00:00:00Z,16923152.651651908
2025-11-15T00:00:00Z,16965888.068926845
2025-11-14T00:00:00Z,16910285.263858616
2025-11-13T00:00:00Z,16911952.25133638
2025-11-12T00:00:00Z,16942192.31772875
2025-11-11T00:00:00Z,16949171.56856918
2025-11-10T00:00:00Z,17060532.524879638
2025-11-09T00:00:00Z,17126540.740560345
2025-11-08T00:00:00Z,17127344.062641416
2025-11-07T00:00:00Z,17113981.60521162
2025-11-06T00:00:00Z,17098223.066521455
2025-11-05T00:00:00Z,17053525.690409247
2025-11-04T00:00:00Z,17111116.963891704
2025-11-03T00:00:00Z,17198396.88027923
2025-11-02T00:00:00Z,17154158.688301872
2025-11-01T00:00:00Z,17167375.291988462
2025-10-31T00:00:00Z,17302109.822205998
2025-10-30T00:00:00Z,17271066.107050512
2025-10-29T00:00:00Z,17245112.80622283
2025-10-28T00:00:00Z,17248040.640583947
2025-10-27T00:00:00Z,17350341.50455261
2025-10-26T00:00:00Z,17308802.263364222
2025-10-25T00:00:00Z,17383633.151093204
2025-10-24T00:00:00Z,17352524.00114305
2025-10-23T00:00:00Z,17334502.597535174
2025-10-22T00:00:00Z,17331992.06661933
2025-10-21T00:00:00Z,17356593.7930753
2025-10-20T00:00:00Z,17375463.024154972
2025-10-19T00:00:00Z,17293945.083071396
2025-10-18T00:00:00Z,17266007.800698668
2025-10-17T00:00:00Z,17288647.64894828
2025-10-16T00:00:00Z,17261371.10917729
2025-10-15T00:00:00Z,17254624.755387306
2025-10-14T00:00:00Z,17488092.47740483
2025-10-13T00:00:00Z,17435879.59262493
2025-10-12T00:00:00Z,17580600.698726557
2025-10-11T00:00:00Z,17586549.76027808
2025-10-10T00:00:00Z,17651210.582044907
2025-10-09T00:00:00Z,17648605.388156235
2025-10-08T00:00:00Z,17632650.74096103
2025-10-07T00:00:00Z,17839251.649737637
2025-10-06T00:00:00Z,17791525.408494383
2025-10-05T00:00:00Z,17850282.761317916
2025-10-04T00:00:00Z,17766601.145491272
2025-10-03T00:00:00Z,17757621.487759545
2025-10-02T00:00:00Z,17840600.14653132
2025-10-01T00:00:00Z,17858983.588279545
2025-09-30T00:00:00Z,18065446.473372832
2025-09-29T00:00:00Z,18203180.213266876
2025-09-28T00:00:00Z,18229307.998019293
2025-09-27T00:00:00Z,18221781.244425673
2025-09-26T00:00:00Z,18236913.254309088
2025-09-25T00:00:00Z,18268832.80792506
2025-09-24T00:00:00Z,18426971.50758327
2025-09-23T00:00:00Z,18555689.631284207
2025-09-22T00:00:00Z,18521365.89127192
2025-09-21T00:00:00Z,18526010.31405779
2025-09-20T00:00:00Z,18573296.164352983
2025-09-19T00:00:00Z,18588652.28643106
2025-09-18T00:00:00Z,18640928.88670321
2025-09-17T00:00:00Z,18727535.09642421
2025-09-16T00:00:00Z,18677138.247622762
2025-09-15T00:00:00Z,18782823.78543367
2025-09-14T00:00:00Z,18752782.373951413
2025-09-13T00:00:00Z,18726286.969415154
2025-09-12T00:00:00Z,18698783.697455127
2025-09-11T00:00:00Z,18673025.728305034
2025-09-10T00:00:00Z,18716601.85514138
2025-09-09T00:00:00Z,18746237.0207514
2025-09-08T00:00:00Z,18691804.835675195
2025-09-07T00:00:00Z,18776960.992408726
2025-09-06T00:00:00Z,18779806.501775965
2025-09-05T00:00:00Z,18752494.701116543
2025-09-04T00:00:00Z,18729736.103456177
2025-09-03T00:00:00Z,18767721.580859795
2025-09-02T00:00:00Z,18781317.189032365
2025-09-01T00:00:00Z,18865345.574067734
2025-08-31T00:00:00Z,19059268.478897106
2025-08-30T00:00:00Z,19134725.158137504
2025-08-29T00:00:00Z,19192280.27200252
2025-08-28T00:00:00Z,19226484.305243243
2025-08-27T00:00:00Z,19223222.42988632
2025-08-26T00:00:00Z,19351753.811009813
2025-08-25T00:00:00Z,19644741.99218925
2025-08-24T00:00:00Z,19704394.573586963
2025-08-23T00:00:00Z,19861828.84045643
2025-08-22T00:00:00Z,19703866.441621304
2025-08-21T00:00:00Z,19897028.01106041
2025-08-20T00:00:00Z,19899537.050661433
2025-08-19T00:00:00Z,19870018.862692434
2025-08-18T00:00:00Z,19782020.752139013
2025-08-17T00:00:00Z,19772028.285173506
2025-08-16T00:00:00Z,19790129.70292884
2025-08-15T00:00:00Z,19765416.390142187
2025-08-14T00:00:00Z,19904934.977743793
2025-08-13T00:00:00Z,20111854.043316364
2025-08-12T00:00:00Z,20041946.05728639
2025-08-11T00:00:00Z,20228704.671619706
2025-08-10T00:00:00Z,20356734.86501693
2025-08-09T00:00:00Z,20343642.38842883
2025-08-08T00:00:00Z,20299093.878644664
2025-08-07T00:00:00Z,20236492.741808087
2025-08-06T00:00:00Z,20274865.35185681
2025-08-05T00:00:00Z,20294484.306043908
2025-08-04T00:00:00Z,20246620.461352322
2025-08-03T00:00:00Z,20255956.461103167
2025-08-02T00:00:00Z,20231063.986027308
2025-08-01T00:00:00Z,20251658.03962602
2025-07-31T00:00:00Z,20048620.95570378
2025-07-30T00:00:00Z,20238494.688864067
2025-07-29T00:00:00Z,20249604.43206166
2025-07-28T00:00:00Z,20283778.44221056
2025-07-27T00:00:00Z,20266310.316511557
2025-07-26T00:00:00Z,20242776.849132217
2025-07-25T00:00:00Z,20226891.210222807
2025-07-24T00:00:00Z,20319816.726977725
2025-07-23T00:00:00Z,20534418.414387178
2025-07-22T00:00:00Z,20605236.055775397
2025-07-21T00:00:00Z,20617378.73888823
2025-07-20T00:00:00Z,20691437.48026701
2025-07-19T00:00:00Z,20558944.16009631
2025-07-18T00:00:00Z,20592221.601426907
2025-07-17T00:00:00Z,20653640.971731655
2025-07-16T00:00:00Z,20673202.276566625
2025-07-15T00:00:00Z,20703143.06146576
2025-07-14T00:00:00Z,20711527.923796356
2025-07-13T00:00:00Z,20799671.566149503
2025-07-12T00:00:00Z,20824583.292955328
2025-07-11T00:00:00Z,20820647.17257324
2025-07-10T00:00:00Z,20853882.51333045
2025-07-09T00:00:00Z,20846210.54215086
2025-07-08T00:00:00Z,20816807.16263703
2025-07-07T00:00:00Z,20791781.44739507
2025-07-06T00:00:00Z,20888479.635291774
2025-07-05T00:00:00Z,20890332.901730396
2025-07-04T00:00:00Z,20904978.873787336
2025-07-03T00:00:00Z,20927626.934843138
2025-07-02T00:00:00Z,20939557.570314374
2025-07-01T00:00:00Z,20978673.852938443
2025-06-30T00:00:00Z,20923993.762320753
2025-06-29T00:00:00Z,20975331.21733909
2025-06-28T00:00:00Z,20982090.316298027
2025-06-27T00:00:00Z,20915230.27902344
2025-06-26T00:00:00Z,20852217.216197018
2025-06-25T00:00:00Z,20762574.29584803
2025-06-24T00:00:00Z,20788451.599362742
2025-06-23T00:00:00Z,20752427.01457686
2025-06-22T00:00:00Z,20861780.045769013
2025-06-21T00:00:00Z,20889609.931959774
2025-06-20T00:00:00Z,20917975.434430625
2025-06-19T00:00:00Z,20710698.722287282
2025-06-18T00:00:00Z,20663262.14382407
2025-06-17T00:00:00Z,20630389.841394696
2025-06-16T00:00:00Z,20502478.174475502
2025-06-15T00:00:00Z,20591781.230395705
2025-06-14T00:00:00Z,20592156.80302293
2025-06-13T00:00:00Z,20525688.95093913
2025-06-12T00:00:00Z,20661652.442831103
2025-06-11T00:00:00Z,20705394.61811282
2025-06-10T00:00:00Z,20749291.859789204
2025-06-09T00:00:00Z,20754525.49207341
2025-06-08T00:00:00Z,20587364.471525095
2025-06-07T00:00:00Z,20578756.55899193
2025-06-06T00:00:00Z,20605169.943077154
2025-06-05T00:00:00Z,20605015.476941474
2025-06-04T00:00:00Z,20477859.191693746
2025-06-03T00:00:00Z,20532663.531798657
2025-06-02T00:00:00Z,20652468.080431085
2025-06-01T00:00:00Z,20774461.935695454
2025-05-31T00:00:00Z,20772765.691505823
2025-05-30T00:00:00Z,20807350.040580645
2025-05-29T00:00:00Z,20916768.330739547
2025-05-28T00:00:00Z,20812752.15625314
2025-05-27T00:00:00Z,20767817.344086304
2025-05-26T00:00:00Z,20670824.825267196
2025-05-25T00:00:00Z,20667386.653959446
2025-05-24T00:00:00Z,20682867.150882274
2025-05-23T00:00:00Z,20638296.465120252
2025-05-22T00:00:00Z,20507048.77285848
2025-05-21T00:00:00Z,20454063.532187108
2025-05-20T00:00:00Z,20479680.57150078
2025-05-19T00:00:00Z,20463672.183601893
2025-05-18T00:00:00Z,20473227.815934494
2025-05-17T00:00:00Z,20498576.584520143
2025-05-16T00:00:00Z,20497401.616961215
2025-05-15T00:00:00Z,20730991.6585392
2025-05-14T00:00:00Z,20698826.114174746
2025-05-13T00:00:00Z,20666877.624610007
2025-05-12T00:00:00Z,20671566.307881333
2025-05-11T00:00:00Z,20791144.73147082
2025-05-10T00:00:00Z,20827823.95811473
2025-05-09T00:00:00Z,20864751.10239067
2025-05-08T00:00:00Z,21049052.545611642
2025-05-07T00:00:00Z,21043169.963449746
2025-05-06T00:00:00Z,21045104.736292616
2025-05-05T00:00:00Z,21112578.783921383
2025-05-04T00:00:00Z,21128373.558776796
2025-05-03T00:00:00Z,21104875.785227902
2025-05-02T00:00:00Z,21102521.30453039
2025-05-01T00:00:00Z,21121377.451242488
2025-04-30T00:00:00Z,21152293.4905305
2025-04-29T00:00:00Z,21171032.280168436
2025-04-28T00:00:00Z,21213225.34740523
2025-04-27T00:00:00Z,21266876.50784153
2025-04-26T00:00:00Z,21288542.55813802
2025-04-25T00:00:00Z,21301166.246918496
2025-04-24T00:00:00Z,21377533.772546593
2025-04-23T00:00:00Z,21201294.524151888
2025-04-22T00:00:00Z,21215592.218690734
2025-04-21T00:00:00Z,21265304.737048395
2025-04-20T00:00:00Z,21230990.539331682
2025-04-19T00:00:00Z,21221290.37952151
2025-04-18T00:00:00Z,21266771.523760132
2025-04-17T00:00:00Z,21288289.053464483
2025-04-16T00:00:00Z,21289265.581931792
2025-04-15T00:00:00Z,21213009.437903967
2025-04-14T00:00:00Z,21190990.365539704
2025-04-13T00:00:00Z,21099532.40758846
2025-04-12T00:00:00Z,21099215.95330218
2025-04-11T00:00:00Z,21093145.5989153
2025-04-10T00:00:00Z,21080276.809654113
2025-04-09T00:00:00Z,21096380.220797677
2025-04-08T00:00:00Z,21101596.628647726
2025-04-07T00:00:00Z,21136058.46152863
2025-04-06T00:00:00Z,21122317.33306376
2025-04-05T00:00:00Z,21027046.93934204
2025-04-04T00:00:00Z,20984009.8883133
2025-04-03T00:00:00Z,20893917.002721667
2025-04-02T00:00:00Z,20776886.56238806
2025-04-01T00:00:00Z,20799265.307345092
2025-03-31T00:00:00Z,20807352.52005869
2025-03-30T00:00:00Z,20785735.341814082
2025-03-29T00:00:00Z,20784151.38761899
2025-03-28T00:00:00Z,20797848.18976841
2025-03-27T00:00:00Z,20809803.001064625
2025-03-26T00:00:00Z,20809197.629550207
2025-03-25T00:00:00Z,20772667.72199421
2025-03-24T00:00:00Z,20759260.04553323
2025-03-23T00:00:00Z,20742082.98466983
2025-03-22T00:00:00Z,20745703.8145662
2025-03-21T00:00:00Z,20772516.994706176
2025-03-20T00:00:00Z,20815077.362401135
2025-03-19T00:00:00Z,20855663.08048848
2025-03-18T00:00:00Z,20921760.83178388
2025-03-17T00:00:00Z,20919985.760188874
2025-03-16T00:00:00Z,20850109.517794136
2025-03-15T00:00:00Z,20872362.21601465
2025-03-14T00:00:00Z,20892726.01442302
2025-03-13T00:00:00Z,20889664.633712802
2025-03-12T00:00:00Z,20842558.68925515
2025-03-11T00:00:00Z,20821972.143725824
2025-03-10T00:00:00Z,20802669.320794147
2025-03-09T00:00:00Z,20659622.625162467
2025-03-08T00:00:00Z,20676662.254374024
2025-03-07T00:00:00Z,20674812.28196897
2025-03-06T00:00:00Z,21085973.800129876
2025-03-05T00:00:00Z,21174385.006654583
2025-03-04T00:00:00Z,21221139.701305155
2025-03-03T00:00:00Z,21258154.27645694
2025-03-02T00:00:00Z,21149434.781531855
2025-03-01T00:00:00Z,21085974.327497885
2025-02-28T00:00:00Z,21070173.749945402
2025-02-27T00:00:00Z,20972186.76548501
2025-02-26T00:00:00Z,20828697.522807088
2025-02-25T00:00:00Z,20813744.046821274
2025-02-24T00:00:00Z,20718927.008040596
2025-02-23T00:00:00Z,20665757.00388355
2025-02-22T00:00:00Z,20555192.352557763
2025-02-21T00:00:00Z,20518717.3714919
2025-02-20T00:00:00Z,20976227.67361802
2025-02-19T00:00:00Z,21009636.417087466
2025-02-18T00:00:00Z,21014678.110882714
2025-02-17T00:00:00Z,20984089.17981685
2025-02-16T00:00:00Z,21000517.115643993
2025-02-15T00:00:00Z,21008666.580544583
2025-02-14T00:00:00Z,20982079.77317696
2025-02-13T00:00:00Z,20986232.223881092
2025-02-12T00:00:00Z,20976479.975818977
2025-02-11T00:00:00Z,21001400.04879311
2025-02-10T00:00:00Z,21064671.139050987
2025-02-09T00:00:00Z,21121358.59502929
2025-02-08T00:00:00Z,20914263.535197597
2025-02-07T00:00:00Z,20829724.123071633
2025-02-06T00:00:00Z,20860403.650436804
2025-02-05T00:00:00Z,20861362.28651653
2025-02-04T00:00:00Z,20923620.16855824
2025-02-03T00:00:00Z,21031412.484313913
2025-02-02T00:00:00Z,21099440.304394852
2025-02-01T00:00:00Z,20963837.970219985
2025-01-31T00:00:00Z,20968394.586837213
2025-01-30T00:00:00Z,20945673.039230637
2025-01-29T00:00:00Z,20935416.255418867
2025-01-28T00:00:00Z,20936042.072375175
2025-01-27T00:00:00Z,20920833.937289473
2025-01-26T00:00:00Z,20905005.74519462
2025-01-25T00:00:00Z,20929310.396494675
2025-01-24T00:00:00Z,20903941.400444508
2025-01-23T00:00:00Z,20873336.99726922
2025-01-22T00:00:00Z,20744747.921003945
2025-01-21T00:00:00Z,20641962.976275124
2025-01-20T00:00:00Z,20603555.17054386
2025-01-19T00:00:00Z,20626482.38106027
2025-01-18T00:00:00Z,20630172.2001188
2025-01-17T00:00:00Z,20554089.94982655
2025-01-16T00:00:00Z,20518206.521284785
2025-01-15T00:00:00Z,20484110.06540998
2025-01-14T00:00:00Z,20495642.61766412
2025-01-13T00:00:00Z,20517913.24586454
2025-01-12T00:00:00Z,20562428.212933607
2025-01-11T00:00:00Z,20531487.134506136
2025-01-10T00:00:00Z,20520658.46200445
2025-01-09T00:00:00Z,20567970.979050476
2025-01-08T00:00:00Z,20569812.54879187
2025-01-07T00:00:00Z,20779868.34024968
2025-01-06T00:00:00Z,20754940.55948277
2025-01-05T00:00:00Z,20729840.46515582
2025-01-04T00:00:00Z,20746924.17875168
2025-01-03T00:00:00Z,20759289.1908945
2025-01-02T00:00:00Z,20776452.03548003
2025-01-01T00:00:00Z,20752503.914230756
2024-12-31T00:00:00Z,20777012.730844945
2024-12-30T00:00:00Z,20805185.417630903
2024-12-29T00:00:00Z,20702993.33615319
2024-12-28T00:00:00Z,20806131.5214299
2024-12-27T00:00:00Z,20800863.731702875
2024-12-26T00:00:00Z,20795935.209858634
2024-12-25T00:00:00Z,20775343.488793977
2024-12-24T00:00:00Z,20813345.904535733
2024-12-23T00:00:00Z,20857175.74365053
2024-12-22T00:00:00Z,20760287.480874553
2024-12-21T00:00:00Z,20776330.58709615
2024-12-20T00:00:00Z,20713370.37770905
2024-12-19T00:00:00Z,20752748.566076327
2024-12-18T00:00:00Z,20775675.11903624
2024-12-17T00:00:00Z,20823416.714544114
2024-12-16T00:00:00Z,20906721.286190554
2024-12-15T00:00:00Z,20800746.69392649
2024-12-14T00:00:00Z,20792216.515174333
2024-12-13T00:00:00Z,20766483.388580162
2024-12-12T00:00:00Z,20735740.881877203
2024-12-11T00:00:00Z,20681838.9659308
2024-12-10T00:00:00Z,20777920.0092026
2024-12-09T00:00:00Z,20794548.935751688
2024-12-08T00:00:00Z,20793896.851586476
2024-12-07T00:00:00Z,20808436.053141616
2024-12-06T00:00:00Z,20820981.04034713
2024-12-05T00:00:00Z,20839091.175094962
2024-12-04T00:00:00Z,20798309.364554167
2024-12-03T00:00:00Z,20788388.021368816
2024-12-02T00:00:00Z,20794627.704827115
2024-12-01T00:00:00Z,20831309.23278067
2024-11-30T00:00:00Z,20849758.613950524
2024-11-29T00:00:00Z,20876306.930328622
2024-11-28T00:00:00Z,20914376.085177314
2024-11-27T00:00:00Z,20882413.71188299
2024-11-26T00:00:00Z,20786538.404509425
2024-11-25T00:00:00Z,20779296.42299128
2024-11-24T00:00:00Z,20583899.114695087
2024-11-23T00:00:00Z,20603105.14535986
2024-11-22T00:00:00Z,20657341.862662893
2024-11-21T00:00:00Z,20695327.785972424
2024-11-20T00:00:00Z,20612728.77426847
2024-11-19T00:00:00Z,20535497.487817507
2024-11-18T00:00:00Z,20543181.647523407
2024-11-17T00:00:00Z,20511732.6967017
2024-11-16T00:00:00Z,20446325.401808873
2024-11-15T00:00:00Z,20403937.123204645
2024-11-14T00:00:00Z,20285778.76853207
2024-11-13T00:00:00Z,20262177.750878636
2024-11-12T00:00:00Z,20280334.48002479
2024-11-11T00:00:00Z,20303869.709607612
2024-11-10T00:00:00Z,20270913.348120045
2024-11-09T00:00:00Z,20124660.178212132
2024-11-08T00:00:00Z,20101195.550239485
2024-11-07T00:00:00Z,20114110.750395864
2024-11-06T00:00:00Z,20167559.488447163
2024-11-05T00:00:00Z,20142198.868812148
2024-11-04T00:00:00Z,20027202.167039145
2024-11-03T00:00:00Z,19995884.84731047
2024-11-02T00:00:00Z,19975311.20293135
2024-11-01T00:00:00Z,19947889.617165882
2024-10-31T00:00:00Z,19894271.927652683
2024-10-30T00:00:00Z,19920962.32903536
2024-10-29T00:00:00Z,19988409.346886106
2024-10-28T00:00:00Z,19911430.569900107
2024-10-27T00:00:00Z,19915319.566253897
2024-10-26T00:00:00Z,19898315.400674116
2024-10-25T00:00:00Z,19908827.72451158
2024-10-24T00:00:00Z,20135297.84217817
2024-10-23T00:00:00Z,20128067.6035734
2024-10-22T00:00:00Z,20143279.827786103
2024-10-21T00:00:00Z,20124866.696694173
2024-10-20T00:00:00Z,20139150.365675505
2024-10-19T00:00:00Z,20123115.56611044
2024-10-18T00:00:00Z,20081960.488733333
2024-10-17T00:00:00Z,20058497.157880656
2024-10-16T00:00:00Z,20047047.7063231
2024-10-15T00:00:00Z,20020944.909365717
2024-10-14T00:00:00Z,20032397.204057857
2024-10-13T00:00:00Z,19988165.51967969
2024-10-12T00:00:00Z,19999796.82044895
2024-10-11T00:00:00Z,20000584.617771573
2024-10-10T00:00:00Z,20050587.851920005
2024-10-09T00:00:00Z,20056947.591863915
2024-10-08T00:00:00Z,19991606.209165584
2024-10-07T00:00:00Z,19985314.428877875
2024-10-06T00:00:00Z,19975546.641453516
2024-10-05T00:00:00Z,19981547.335993346
2024-10-04T00:00:00Z,19981456.687372584
2024-10-03T00:00:00Z,20037122.563321646
2024-10-02T00:00:00Z,20038153.94602377
2024-10-01T00:00:00Z,19985417.534904037
2024-09-30T00:00:00Z,19985587.84576377
2024-09-29T00:00:00Z,19979920.67584814
2024-09-28T00:00:00Z,19984621.663820148
2024-09-27T00:00:00Z,20013213.76908357
2024-09-26T00:00:00Z,20035239.29959147
2024-09-25T00:00:00Z,20076489.110609937
2024-09-24T00:00:00Z,20056658.193451956
2024-09-23T00:00:00Z,19999998.417169277
2024-09-22T00:00:00Z,20038735.981939517
2024-09-21T00:00:00Z,20011437.322184127
2024-09-20T00:00:00Z,20000942.536449842
2024-09-19T00:00:00Z,20042838.68245607
2024-09-18T00:00:00Z,19910276.881556645
2024-09-17T00:00:00Z,19901603.402827367
2024-09-16T00:00:00Z,19887874.92716094
2024-09-15T00:00:00Z,19827571.45889687
2024-09-14T00:00:00Z,19799360.080192726
2024-09-13T00:00:00Z,19778608.59881469
2024-09-12T00:00:00Z,19855218.425630666
2024-09-11T00:00:00Z,19770370.449055962
2024-09-10T00:00:00Z,19736888.658495713
2024-09-09T00:00:00Z,19848537.751550246
2024-09-08T00:00:00Z,19774294.32939016
2024-09-07T00:00:00Z,19763891.21053662
2024-09-06T00:00:00Z,19763275.926901218
2024-09-05T00:00:00Z,19765735.31579718
2024-09-04T00:00:00Z,19670702.20760394
2024-09-03T00:00:00Z,19638300.671712607
2024-09-02T00:00:00Z,19678906.584032316
2024-09-01T00:00:00Z,19647149.91770728
2024-08-31T00:00:00Z,19543359.19279048
2024-08-30T00:00:00Z,19469268.465255503
2024-08-29T00:00:00Z,19402785.11971844
2024-08-28T00:00:00Z,19410556.83571758
2024-08-27T00:00:00Z,19471202.915080868
2024-08-26T00:00:00Z,19505979.07363729
2024-08-25T00:00:00Z,19524873.53554034
2024-08-24T00:00:00Z,19537953.366615888
2024-08-23T00:00:00Z,19569317.816194743
2024-08-22T00:00:00Z,19533598.66671283
2024-08-21T00:00:00Z,19500411.041557435
2024-08-20T00:00:00Z,19545459.959230505
2024-08-19T00:00:00Z,19523537.709144566
2024-08-18T00:00:00Z,19548661.700508904
2024-08-17T00:00:00Z,19549653.10268332
2024-08-16T00:00:00Z,19551337.655398495
2024-08-15T00:00:00Z,19529907.41452625
2024-08-14T00:00:00Z,19597264.29171494
2024-08-13T00:00:00Z,19542516.00835413
