Datetime,0d ~ 1d,1d ~ 1w,1w ~ 1m,1m ~ 3m,3m ~ 6m,6m ~ 12m,12m ~ 18m,18m ~ 2y,2y ~ 3y,3y ~ 5y,5y ~ 7y,7y ~ 10y,10y ~
2026-03-28T00:00:00Z,7058470565.913641,33019413301.278877,43348477972.74794,144422594729.4157,261839266134.63065,259775951638.9341,128802216281.6158,48331858964.132996,47973189507.48358,77061636774.77849,22972765944.969162,9819144822.48253,368202126.0376675
2026-03-27T00:00:00Z,17346226728.5307,22105438453.10695,44509486640.72576,144132171789.34598,263302936628.85825,259672865065.7212,127589030445.35,48442853219.28162,47775896431.84892,77334711212.72783,22664879509.925663,9818343192.151987,367911781.6627386
2026-03-26T00:00:00Z,15996218478.777534,23867449349.310394,45962377590.7279,143722053736.40375,262702470848.14218,259951981360.12427,127529630035.53857,48509396512.17345,47750912374.81439,77338294579.83708,22582083337.13989,9815565797.987446,367371629.7818836
2026-03-25T00:00:00Z,12503718439.058672,23532665584.993034,49326530433.87418,145452413421.82278,262442592037.8692,259308358887.74518,127494803273.06485,49064872604.736244,47205774924.92798,77357259693.26088,22510336056.862736,9814905565.066101,367203697.8008744
2026-03-24T00:00:00Z,15383000971.463823,20664999884.123966,47648045588.58523,146760818942.9252,265625890922.8642,256856988004.65384,127733049575.08125,48894738088.264206,47039387975.28044,77424115411.96988,22405359618.617947,9813625386.730984,366666916.6746913
2026-03-23T00:00:00Z,12188553082.927164,22501930964.947895,45946876403.27587,154687777467.66605,263826764283.18854,254875373039.1731,127485785440.46063,49306121334.65484,46652600461.468376,77573243656.58119,22227010343.131363,9813204405.301662,366302566.8289729
2026-03-22T00:00:00Z,6991500064.017209,29351862352.318764,43445177606.92308,157414660344.22882,263998138527.54507,252883192532.3084,127471840306.25609,54600324143.92826,41332338477.25981,77662438052.19244,22115896240.098312,9814424132.03463,366173340.5978428
2026-03-21T00:00:00Z,5655357862.903671,31471181166.37069,43851736871.211266,156464374116.50217,265108034947.25842,250851670091.25998,127531580737.57541,54999251120.42255,41131856600.8362,77647980065.41505,22099778950.389397,9827074930.599125,365989769.0493995
2026-03-20T00:00:00Z,12578945572.272593,24934711953.691425,44398745005.48599,155755156719.27835,268661760836.33304,247612468478.22675,127170185485.11682,55039825647.31037,40943436607.404434,77680173552.5762,22018553744.73181,9826506311.997263,365775321.4664938
2026-03-19T00:00:00Z,10585916775.392492,27328071809.183853,44918074603.810974,155852484786.71466,268357681228.30637,247539770011.53088,127005161873.84668,55003731183.35785,40837728828.97688,77666467793.94507,21949382647.45276,9827565814.691767,365338242.618099
2026-03-18T00:00:00Z,13288788439.44944,26181802596.247227,45064214509.50837,154737324667.6685,269840362506.55716,246184251096.75684,127103269573.73145,54776288194.82842,40775701674.35511,77663661614.0145,21863977867.240322,9826217693.391228,364625480.9559396
