Datetime,Exchange Depositing Addresses
2026-02-09T00:00:00Z,13137
2026-02-08T00:00:00Z,8453
2026-02-07T00:00:00Z,9823
2026-02-06T00:00:00Z,17427
2026-02-05T00:00:00Z,18526
2026-02-04T00:00:00Z,17616
2026-02-03T00:00:00Z,15566
2026-02-02T00:00:00Z,19531
2026-02-01T00:00:00Z,11331
2026-01-31T00:00:00Z,13933
2026-01-30T00:00:00Z,16006
2026-01-29T00:00:00Z,15133
2026-01-28T00:00:00Z,16002
2026-01-27T00:00:00Z,17040
2026-01-26T00:00:00Z,16150
2026-01-25T00:00:00Z,11792
2026-01-24T00:00:00Z,13361
2026-01-23T00:00:00Z,14635
2026-01-22T00:00:00Z,15850
2026-01-21T00:00:00Z,16621
2026-01-20T00:00:00Z,17064
2026-01-19T00:00:00Z,12493
2026-01-18T00:00:00Z,7328
2026-01-17T00:00:00Z,8688
2026-01-16T00:00:00Z,13483
2026-01-15T00:00:00Z,13853
2026-01-14T00:00:00Z,12649
2026-01-13T00:00:00Z,17371
2026-01-12T00:00:00Z,16565
2026-01-11T00:00:00Z,8663
2026-01-10T00:00:00Z,9511
2026-01-09T00:00:00Z,13632
2026-01-08T00:00:00Z,14864
2026-01-07T00:00:00Z,15328
2026-01-06T00:00:00Z,20936
2026-01-05T00:00:00Z,25127
2026-01-04T00:00:00Z,15627
2026-01-03T00:00:00Z,20763
2026-01-02T00:00:00Z,17996
2026-01-01T00:00:00Z,15879
2025-12-31T00:00:00Z,46395
2025-12-30T00:00:00Z,26959
2025-12-29T00:00:00Z,18938
2025-12-28T00:00:00Z,10008
2025-12-27T00:00:00Z,8721
2025-12-26T00:00:00Z,10090
2025-12-25T00:00:00Z,8737
2025-12-24T00:00:00Z,11895
2025-12-23T00:00:00Z,15213
2025-12-22T00:00:00Z,14935
2025-12-21T00:00:00Z,9952
2025-12-20T00:00:00Z,13156
2025-12-19T00:00:00Z,15292
2025-12-18T00:00:00Z,19162
2025-12-17T00:00:00Z,17857
2025-12-16T00:00:00Z,17610
2025-12-15T00:00:00Z,17140
2025-12-14T00:00:00Z,12318
2025-12-13T00:00:00Z,10573
2025-12-12T00:00:00Z,15156
2025-12-11T00:00:00Z,14486
2025-12-10T00:00:00Z,14008
2025-12-09T00:00:00Z,14755
2025-12-08T00:00:00Z,17857
2025-12-07T00:00:00Z,9926
2025-12-06T00:00:00Z,12775
2025-12-05T00:00:00Z,16137
2025-12-04T00:00:00Z,19488
2025-12-03T00:00:00Z,21521
2025-12-02T00:00:00Z,20026
2025-12-01T00:00:00Z,22119
2025-11-30T00:00:00Z,13871
2025-11-29T00:00:00Z,12528
2025-11-28T00:00:00Z,18649
2025-11-27T00:00:00Z,16024
2025-11-26T00:00:00Z,18062
2025-11-25T00:00:00Z,23075
2025-11-24T00:00:00Z,21880
2025-11-23T00:00:00Z,15566
2025-11-22T00:00:00Z,15322
2025-11-21T00:00:00Z,18917
2025-11-20T00:00:00Z,16882
2025-11-19T00:00:00Z,16075
2025-11-18T00:00:00Z,23213
2025-11-17T00:00:00Z,18392
2025-11-16T00:00:00Z,12824
2025-11-15T00:00:00Z,14755
2025-11-14T00:00:00Z,18301
2025-11-13T00:00:00Z,17622
2025-11-12T00:00:00Z,17008
2025-11-11T00:00:00Z,22658
2025-11-10T00:00:00Z,18434
2025-11-09T00:00:00Z,10386
2025-11-08T00:00:00Z,11165
2025-11-07T00:00:00Z,17391
2025-11-06T00:00:00Z,16926
2025-11-05T00:00:00Z,16671
2025-11-04T00:00:00Z,17301
2025-11-03T00:00:00Z,16854
2025-11-02T00:00:00Z,9672
2025-11-01T00:00:00Z,10788
2025-10-31T00:00:00Z,15954
2025-10-30T00:00:00Z,15327
2025-10-29T00:00:00Z,14036
2025-10-28T00:00:00Z,17177
2025-10-27T00:00:00Z,14814
2025-10-26T00:00:00Z,9307
2025-10-25T00:00:00Z,8477
2025-10-24T00:00:00Z,12813
2025-10-23T00:00:00Z,12751
2025-10-22T00:00:00Z,14327
2025-10-21T00:00:00Z,13882
2025-10-20T00:00:00Z,12324
2025-10-19T00:00:00Z,9019
2025-10-18T00:00:00Z,10893
2025-10-17T00:00:00Z,15267
2025-10-16T00:00:00Z,14423
2025-10-15T00:00:00Z,14949
2025-10-14T00:00:00Z,15491
2025-10-13T00:00:00Z,14638
2025-10-12T00:00:00Z,11236
2025-10-11T00:00:00Z,17710
2025-10-10T00:00:00Z,15853
2025-10-09T00:00:00Z,14463
2025-10-08T00:00:00Z,14896
2025-10-07T00:00:00Z,18586
2025-10-06T00:00:00Z,14482
2025-10-05T00:00:00Z,10293
2025-10-04T00:00:00Z,11501
2025-10-03T00:00:00Z,16938
2025-10-02T00:00:00Z,31632
2025-10-01T00:00:00Z,34111
2025-09-30T00:00:00Z,17216
2025-09-29T00:00:00Z,14984
2025-09-28T00:00:00Z,8152
2025-09-27T00:00:00Z,8909
2025-09-26T00:00:00Z,13300
2025-09-25T00:00:00Z,17291
2025-09-24T00:00:00Z,13526
2025-09-23T00:00:00Z,12661
2025-09-22T00:00:00Z,13621
2025-09-21T00:00:00Z,8035
2025-09-20T00:00:00Z,8773
2025-09-19T00:00:00Z,12584
2025-09-18T00:00:00Z,12757
2025-09-17T00:00:00Z,12419
2025-09-16T00:00:00Z,13200
2025-09-15T00:00:00Z,13717
2025-09-14T00:00:00Z,8680
2025-09-13T00:00:00Z,9729
2025-09-12T00:00:00Z,13324
2025-09-11T00:00:00Z,12858
2025-09-10T00:00:00Z,13459
2025-09-09T00:00:00Z,13356
2025-09-08T00:00:00Z,13973
2025-09-07T00:00:00Z,8311
2025-09-06T00:00:00Z,9095
2025-09-05T00:00:00Z,14533
2025-09-04T00:00:00Z,13740
2025-09-03T00:00:00Z,13060
2025-09-02T00:00:00Z,15120
2025-09-01T00:00:00Z,15015
2025-08-31T00:00:00Z,9373
2025-08-30T00:00:00Z,8958
2025-08-29T00:00:00Z,14851
2025-08-28T00:00:00Z,12618
2025-08-27T00:00:00Z,13349
2025-08-26T00:00:00Z,13185
2025-08-25T00:00:00Z,12809
2025-08-24T00:00:00Z,8579
2025-08-23T00:00:00Z,10084
2025-08-22T00:00:00Z,13783
2025-08-21T00:00:00Z,11721
2025-08-20T00:00:00Z,12233
2025-08-19T00:00:00Z,12646
2025-08-18T00:00:00Z,11849
2025-08-17T00:00:00Z,8402
2025-08-16T00:00:00Z,11462
2025-08-15T00:00:00Z,13440
2025-08-14T00:00:00Z,14071
2025-08-13T00:00:00Z,14418
2025-08-12T00:00:00Z,13347
2025-08-11T00:00:00Z,13586
2025-08-10T00:00:00Z,11922
2025-08-09T00:00:00Z,16759
2025-08-08T00:00:00Z,13622
2025-08-07T00:00:00Z,12530
2025-08-06T00:00:00Z,11715
2025-08-05T00:00:00Z,12923
2025-08-04T00:00:00Z,13191
2025-08-03T00:00:00Z,8741
2025-08-02T00:00:00Z,11440
2025-08-01T00:00:00Z,15979
2025-07-31T00:00:00Z,14657
2025-07-30T00:00:00Z,12167
2025-07-29T00:00:00Z,11799
2025-07-28T00:00:00Z,12212
2025-07-27T00:00:00Z,8006
2025-07-26T00:00:00Z,8115
2025-07-25T00:00:00Z,11465
2025-07-24T00:00:00Z,11409
2025-07-23T00:00:00Z,12098
2025-07-22T00:00:00Z,12535
2025-07-21T00:00:00Z,13085
2025-07-20T00:00:00Z,8666
2025-07-19T00:00:00Z,9593
2025-07-18T00:00:00Z,12556
2025-07-17T00:00:00Z,12445
2025-07-16T00:00:00Z,12707
2025-07-15T00:00:00Z,12182
2025-07-14T00:00:00Z,13172
2025-07-13T00:00:00Z,8222
2025-07-12T00:00:00Z,10888
2025-07-11T00:00:00Z,14505
2025-07-10T00:00:00Z,13464
2025-07-09T00:00:00Z,11297
2025-07-08T00:00:00Z,12052
2025-07-07T00:00:00Z,11707
2025-07-06T00:00:00Z,7378
2025-07-05T00:00:00Z,7619
2025-07-04T00:00:00Z,11234
2025-07-03T00:00:00Z,12179
2025-07-02T00:00:00Z,12697
2025-07-01T00:00:00Z,14046
2025-06-30T00:00:00Z,12845
2025-06-29T00:00:00Z,7108
2025-06-28T00:00:00Z,7190
2025-06-27T00:00:00Z,11081
2025-06-26T00:00:00Z,11467
2025-06-25T00:00:00Z,10391
2025-06-24T00:00:00Z,10264
2025-06-23T00:00:00Z,10784
2025-06-22T00:00:00Z,8100
2025-06-21T00:00:00Z,7506
2025-06-20T00:00:00Z,9825
2025-06-19T00:00:00Z,10030
2025-06-18T00:00:00Z,10022
2025-06-17T00:00:00Z,12094
2025-06-16T00:00:00Z,11159
2025-06-15T00:00:00Z,7650
2025-06-14T00:00:00Z,7631
2025-06-13T00:00:00Z,13740
2025-06-12T00:00:00Z,11302
2025-06-11T00:00:00Z,10964
2025-06-10T00:00:00Z,12479
2025-06-09T00:00:00Z,11046
2025-06-08T00:00:00Z,6984
2025-06-07T00:00:00Z,8836
2025-06-06T00:00:00Z,10682
2025-06-05T00:00:00Z,11282
2025-06-04T00:00:00Z,10456
2025-06-03T00:00:00Z,12144
2025-06-02T00:00:00Z,13877
2025-06-01T00:00:00Z,7957
2025-05-31T00:00:00Z,8742
2025-05-30T00:00:00Z,11772
2025-05-29T00:00:00Z,11332
2025-05-28T00:00:00Z,11079
2025-05-27T00:00:00Z,11562
2025-05-26T00:00:00Z,10211
2025-05-25T00:00:00Z,7231
2025-05-24T00:00:00Z,7992
2025-05-23T00:00:00Z,10512
2025-05-22T00:00:00Z,10289
2025-05-21T00:00:00Z,9588
2025-05-20T00:00:00Z,13565
2025-05-19T00:00:00Z,10258
2025-05-18T00:00:00Z,7161
2025-05-17T00:00:00Z,7353
2025-05-16T00:00:00Z,11154
2025-05-15T00:00:00Z,12011
2025-05-14T00:00:00Z,10635
2025-05-13T00:00:00Z,11142
2025-05-12T00:00:00Z,11458
2025-05-11T00:00:00Z,7651
2025-05-10T00:00:00Z,8116
2025-05-09T00:00:00Z,13088
2025-05-08T00:00:00Z,11591
2025-05-07T00:00:00Z,9382
2025-05-06T00:00:00Z,11328
2025-05-05T00:00:00Z,12972
2025-05-04T00:00:00Z,6748
2025-05-03T00:00:00Z,6631
2025-05-02T00:00:00Z,10807
2025-05-01T00:00:00Z,10573
2025-04-30T00:00:00Z,11331
2025-04-29T00:00:00Z,13148
2025-04-28T00:00:00Z,10305
2025-04-27T00:00:00Z,6407
2025-04-26T00:00:00Z,7135
2025-04-25T00:00:00Z,10622
2025-04-24T00:00:00Z,10063
2025-04-23T00:00:00Z,10864
2025-04-22T00:00:00Z,10110
2025-04-21T00:00:00Z,9687
2025-04-20T00:00:00Z,4876
2025-04-19T00:00:00Z,5862
2025-04-18T00:00:00Z,7906
2025-04-17T00:00:00Z,8835
2025-04-16T00:00:00Z,9439
2025-04-15T00:00:00Z,10758
2025-04-14T00:00:00Z,10438
2025-04-13T00:00:00Z,6442
2025-04-12T00:00:00Z,6602
2025-04-11T00:00:00Z,10074
2025-04-10T00:00:00Z,10503
2025-04-09T00:00:00Z,11093
2025-04-08T00:00:00Z,11966
2025-04-07T00:00:00Z,14618
2025-04-06T00:00:00Z,7812
2025-04-05T00:00:00Z,6123
2025-04-04T00:00:00Z,10186
2025-04-03T00:00:00Z,11066
2025-04-02T00:00:00Z,10573
2025-04-01T00:00:00Z,11187
2025-03-31T00:00:00Z,10397
2025-03-30T00:00:00Z,5779
2025-03-29T00:00:00Z,6629
2025-03-28T00:00:00Z,9562
2025-03-27T00:00:00Z,8971
2025-03-26T00:00:00Z,8002
2025-03-25T00:00:00Z,8307
2025-03-24T00:00:00Z,7943
2025-03-23T00:00:00Z,4802
2025-03-22T00:00:00Z,5100
2025-03-21T00:00:00Z,8427
2025-03-20T00:00:00Z,8454
2025-03-19T00:00:00Z,7511
2025-03-18T00:00:00Z,8139
2025-03-17T00:00:00Z,10330
2025-03-16T00:00:00Z,4885
2025-03-15T00:00:00Z,4765
2025-03-14T00:00:00Z,7104
2025-03-13T00:00:00Z,7451
2025-03-12T00:00:00Z,12786
2025-03-11T00:00:00Z,18158
2025-03-10T00:00:00Z,11930
2025-03-09T00:00:00Z,6527
2025-03-08T00:00:00Z,14472
2025-03-07T00:00:00Z,9188
2025-03-06T00:00:00Z,9021
2025-03-05T00:00:00Z,11119
2025-03-04T00:00:00Z,11107
2025-03-03T00:00:00Z,10418
2025-03-02T00:00:00Z,7224
2025-03-01T00:00:00Z,6706
2025-02-28T00:00:00Z,12308
2025-02-27T00:00:00Z,8930
2025-02-26T00:00:00Z,9538
2025-02-25T00:00:00Z,13166
2025-02-24T00:00:00Z,8333
2025-02-23T00:00:00Z,5457
2025-02-22T00:00:00Z,6674
2025-02-21T00:00:00Z,8587
2025-02-20T00:00:00Z,8034
2025-02-19T00:00:00Z,7129
2025-02-18T00:00:00Z,8626
2025-02-17T00:00:00Z,8529
2025-02-16T00:00:00Z,4926
2025-02-15T00:00:00Z,5824
2025-02-14T00:00:00Z,7904
2025-02-13T00:00:00Z,8234
2025-02-12T00:00:00Z,7854
2025-02-11T00:00:00Z,7939
2025-02-10T00:00:00Z,7629
2025-02-09T00:00:00Z,6067
2025-02-08T00:00:00Z,5468
2025-02-07T00:00:00Z,10468
2025-02-06T00:00:00Z,8123
2025-02-05T00:00:00Z,7665
2025-02-04T00:00:00Z,10221
2025-02-03T00:00:00Z,12003
2025-02-02T00:00:00Z,7153
2025-02-01T00:00:00Z,6819
2025-01-31T00:00:00Z,8187
2025-01-30T00:00:00Z,7403
2025-01-29T00:00:00Z,7583
2025-01-28T00:00:00Z,7676
2025-01-27T00:00:00Z,8645
2025-01-26T00:00:00Z,5412
2025-01-25T00:00:00Z,6225
2025-01-24T00:00:00Z,6975
2025-01-23T00:00:00Z,7965
2025-01-22T00:00:00Z,6988
2025-01-21T00:00:00Z,10756
2025-01-20T00:00:00Z,12090
2025-01-19T00:00:00Z,8484
2025-01-18T00:00:00Z,8958
2025-01-17T00:00:00Z,8144
2025-01-16T00:00:00Z,8739
2025-01-15T00:00:00Z,7543
2025-01-14T00:00:00Z,6583
2025-01-13T00:00:00Z,7789
2025-01-12T00:00:00Z,5070
2025-01-11T00:00:00Z,5697
2025-01-10T00:00:00Z,7263
2025-01-09T00:00:00Z,7357
2025-01-08T00:00:00Z,7346
2025-01-07T00:00:00Z,7446
2025-01-06T00:00:00Z,7141
2025-01-05T00:00:00Z,4845
2025-01-04T00:00:00Z,5104
2025-01-03T00:00:00Z,7496
2025-01-02T00:00:00Z,6616
2025-01-01T00:00:00Z,4967
2024-12-31T00:00:00Z,7772
2024-12-30T00:00:00Z,10649
2024-12-29T00:00:00Z,5965
2024-12-28T00:00:00Z,5271
2024-12-27T00:00:00Z,7569
2024-12-26T00:00:00Z,5501
2024-12-25T00:00:00Z,4572
2024-12-24T00:00:00Z,5888
2024-12-23T00:00:00Z,7100
2024-12-22T00:00:00Z,4867
2024-12-21T00:00:00Z,5729
2024-12-20T00:00:00Z,8434
2024-12-19T00:00:00Z,9833
2024-12-18T00:00:00Z,6586
2024-12-17T00:00:00Z,9980
2024-12-16T00:00:00Z,7061
2024-12-15T00:00:00Z,5440
2024-12-14T00:00:00Z,5199
2024-12-13T00:00:00Z,6722
2024-12-12T00:00:00Z,6912
2024-12-11T00:00:00Z,6067
2024-12-10T00:00:00Z,6879
2024-12-09T00:00:00Z,7508
2024-12-08T00:00:00Z,5143
2024-12-07T00:00:00Z,5045
2024-12-06T00:00:00Z,7635
2024-12-05T00:00:00Z,9135
2024-12-04T00:00:00Z,8539
2024-12-03T00:00:00Z,8216
2024-12-02T00:00:00Z,8416
2024-12-01T00:00:00Z,6352
2024-11-30T00:00:00Z,5761
2024-11-29T00:00:00Z,7754
2024-11-28T00:00:00Z,6232
2024-11-27T00:00:00Z,6640
2024-11-26T00:00:00Z,7058
2024-11-25T00:00:00Z,6609
2024-11-24T00:00:00Z,5652
2024-11-23T00:00:00Z,5873
2024-11-22T00:00:00Z,7156
2024-11-21T00:00:00Z,6700
2024-11-20T00:00:00Z,6476
2024-11-19T00:00:00Z,6582
2024-11-18T00:00:00Z,6620
2024-11-17T00:00:00Z,4914
2024-11-16T00:00:00Z,5584
2024-11-15T00:00:00Z,6689
2024-11-14T00:00:00Z,6716
2024-11-13T00:00:00Z,6202
2024-11-12T00:00:00Z,7480
2024-11-11T00:00:00Z,6429
2024-11-10T00:00:00Z,5255
2024-11-09T00:00:00Z,4593
2024-11-08T00:00:00Z,5723
2024-11-07T00:00:00Z,6479
2024-11-06T00:00:00Z,7405
2024-11-05T00:00:00Z,6116
2024-11-04T00:00:00Z,5813
2024-11-03T00:00:00Z,16651
2024-11-02T00:00:00Z,4093
2024-11-01T00:00:00Z,5986
2024-10-31T00:00:00Z,6225
2024-10-30T00:00:00Z,5091
2024-10-29T00:00:00Z,5627
2024-10-28T00:00:00Z,4574
2024-10-27T00:00:00Z,3193
2024-10-26T00:00:00Z,3659
2024-10-25T00:00:00Z,5884
2024-10-24T00:00:00Z,4799
2024-10-23T00:00:00Z,4632
2024-10-22T00:00:00Z,4615
2024-10-21T00:00:00Z,4920
2024-10-20T00:00:00Z,3165
2024-10-19T00:00:00Z,3353
2024-10-18T00:00:00Z,4066
2024-10-17T00:00:00Z,4139
2024-10-16T00:00:00Z,4313
2024-10-15T00:00:00Z,8447
2024-10-14T00:00:00Z,4202
2024-10-13T00:00:00Z,2696
2024-10-12T00:00:00Z,5484
2024-10-11T00:00:00Z,4633
2024-10-10T00:00:00Z,4853
2024-10-09T00:00:00Z,4343
2024-10-08T00:00:00Z,4768
2024-10-07T00:00:00Z,5741
2024-10-06T00:00:00Z,2818
2024-10-05T00:00:00Z,3386
2024-10-04T00:00:00Z,5342
2024-10-03T00:00:00Z,5566
2024-10-02T00:00:00Z,5101
2024-10-01T00:00:00Z,7602
2024-09-30T00:00:00Z,6001
2024-09-29T00:00:00Z,3148
2024-09-28T00:00:00Z,3103
2024-09-27T00:00:00Z,5962
2024-09-26T00:00:00Z,4496
2024-09-25T00:00:00Z,4513
2024-09-24T00:00:00Z,4033
2024-09-23T00:00:00Z,4439
2024-09-22T00:00:00Z,2685
2024-09-21T00:00:00Z,3053
2024-09-20T00:00:00Z,3921
2024-09-19T00:00:00Z,4166
2024-09-18T00:00:00Z,3773
2024-09-17T00:00:00Z,3916
2024-09-16T00:00:00Z,4039
2024-09-15T00:00:00Z,2534
2024-09-14T00:00:00Z,7276
2024-09-13T00:00:00Z,4790
2024-09-12T00:00:00Z,3986
2024-09-11T00:00:00Z,6019
2024-09-10T00:00:00Z,6338
2024-09-09T00:00:00Z,5011
2024-09-08T00:00:00Z,3146
2024-09-07T00:00:00Z,3880
2024-09-06T00:00:00Z,5369
2024-09-05T00:00:00Z,5169
2024-09-04T00:00:00Z,5513
2024-09-03T00:00:00Z,5387
2024-09-02T00:00:00Z,5507
2024-09-01T00:00:00Z,4012
2024-08-31T00:00:00Z,3548
2024-08-30T00:00:00Z,6741
2024-08-29T00:00:00Z,5183
2024-08-28T00:00:00Z,5050
2024-08-27T00:00:00Z,5147
2024-08-26T00:00:00Z,4816
2024-08-25T00:00:00Z,3115
2024-08-24T00:00:00Z,3454
2024-08-23T00:00:00Z,4828
2024-08-22T00:00:00Z,4466
2024-08-21T00:00:00Z,4193
2024-08-20T00:00:00Z,4542
2024-08-19T00:00:00Z,4601
2024-08-18T00:00:00Z,2721
2024-08-17T00:00:00Z,2934
2024-08-16T00:00:00Z,4531
2024-08-15T00:00:00Z,4599
2024-08-14T00:00:00Z,4236
2024-08-13T00:00:00Z,4107
2024-08-12T00:00:00Z,5196
2024-08-11T00:00:00Z,2959
2024-08-10T00:00:00Z,3294
2024-08-09T00:00:00Z,4392
2024-08-08T00:00:00Z,5157
2024-08-07T00:00:00Z,5530
2024-08-06T00:00:00Z,7180
2024-08-05T00:00:00Z,8762
2024-08-04T00:00:00Z,4565
2024-08-03T00:00:00Z,9098
2024-08-02T00:00:00Z,6153
2024-08-01T00:00:00Z,5843
2024-07-31T00:00:00Z,5954
2024-07-30T00:00:00Z,4862
2024-07-29T00:00:00Z,4668
2024-07-28T00:00:00Z,2977
2024-07-27T00:00:00Z,3523
2024-07-26T00:00:00Z,4796
2024-07-25T00:00:00Z,7103
2024-07-24T00:00:00Z,5942
2024-07-23T00:00:00Z,6489
2024-07-22T00:00:00Z,4439
2024-07-21T00:00:00Z,2953
2024-07-20T00:00:00Z,3379
2024-07-19T00:00:00Z,4593
2024-07-18T00:00:00Z,3861
2024-07-17T00:00:00Z,4437
2024-07-16T00:00:00Z,4236
2024-07-15T00:00:00Z,5004
2024-07-14T00:00:00Z,2737
2024-07-13T00:00:00Z,2733
2024-07-12T00:00:00Z,5065
2024-07-11T00:00:00Z,5239
2024-07-10T00:00:00Z,4858
2024-07-09T00:00:00Z,4769
2024-07-08T00:00:00Z,5355
2024-07-07T00:00:00Z,3003
2024-07-06T00:00:00Z,4544
2024-07-05T00:00:00Z,7350
2024-07-04T00:00:00Z,5893
2024-07-03T00:00:00Z,5522
2024-07-02T00:00:00Z,5750
2024-07-01T00:00:00Z,6423
2024-06-30T00:00:00Z,4233
2024-06-29T00:00:00Z,5760
2024-06-28T00:00:00Z,7940
2024-06-27T00:00:00Z,4835
2024-06-26T00:00:00Z,4543
2024-06-25T00:00:00Z,9512
2024-06-24T00:00:00Z,5434
2024-06-23T00:00:00Z,2494
2024-06-22T00:00:00Z,3753
2024-06-21T00:00:00Z,4944
2024-06-20T00:00:00Z,4146
2024-06-19T00:00:00Z,4340
2024-06-18T00:00:00Z,5252
2024-06-17T00:00:00Z,7536
2024-06-16T00:00:00Z,2881
2024-06-15T00:00:00Z,3275
2024-06-14T00:00:00Z,5646
2024-06-13T00:00:00Z,4343
2024-06-12T00:00:00Z,5755
2024-06-11T00:00:00Z,4956
2024-06-10T00:00:00Z,6960
2024-06-09T00:00:00Z,3018
2024-06-08T00:00:00Z,3460
2024-06-07T00:00:00Z,4957
2024-06-06T00:00:00Z,5004
2024-06-05T00:00:00Z,6426
2024-06-04T00:00:00Z,5325
2024-06-03T00:00:00Z,5525
2024-06-02T00:00:00Z,3484
2024-06-01T00:00:00Z,3740
2024-05-31T00:00:00Z,5996
2024-05-30T00:00:00Z,4725
2024-05-29T00:00:00Z,3921
2024-05-28T00:00:00Z,7012
2024-05-27T00:00:00Z,4756
2024-05-26T00:00:00Z,4045
2024-05-25T00:00:00Z,6678
2024-05-24T00:00:00Z,6058
2024-05-23T00:00:00Z,4982
2024-05-22T00:00:00Z,8374
2024-05-21T00:00:00Z,10909
2024-05-20T00:00:00Z,7700
2024-05-19T00:00:00Z,3411
2024-05-18T00:00:00Z,5760
2024-05-17T00:00:00Z,5954
2024-05-16T00:00:00Z,5203
2024-05-15T00:00:00Z,4057
2024-05-14T00:00:00Z,4491
2024-05-13T00:00:00Z,4679
2024-05-12T00:00:00Z,3403
2024-05-11T00:00:00Z,3215
2024-05-10T00:00:00Z,5343
2024-05-09T00:00:00Z,4459
2024-05-08T00:00:00Z,4733
2024-05-07T00:00:00Z,5266
2024-05-06T00:00:00Z,5588
2024-05-05T00:00:00Z,2896
2024-05-04T00:00:00Z,3772
2024-05-03T00:00:00Z,6516
2024-05-02T00:00:00Z,6152
2024-05-01T00:00:00Z,6358
2024-04-30T00:00:00Z,6695
2024-04-29T00:00:00Z,5769
2024-04-28T00:00:00Z,3068
2024-04-27T00:00:00Z,3562
2024-04-26T00:00:00Z,4422
2024-04-25T00:00:00Z,4684
2024-04-24T00:00:00Z,4378
2024-04-23T00:00:00Z,4549
2024-04-22T00:00:00Z,3798
2024-04-21T00:00:00Z,3963
2024-04-20T00:00:00Z,3391
2024-04-19T00:00:00Z,5033
2024-04-18T00:00:00Z,8832
2024-04-17T00:00:00Z,4557
2024-04-16T00:00:00Z,6318
2024-04-15T00:00:00Z,6605
2024-04-14T00:00:00Z,4896
2024-04-13T00:00:00Z,7688
2024-04-12T00:00:00Z,5285
2024-04-11T00:00:00Z,7281
2024-04-10T00:00:00Z,5839
2024-04-09T00:00:00Z,5996
2024-04-08T00:00:00Z,6631
2024-04-07T00:00:00Z,3968
2024-04-06T00:00:00Z,3949
2024-04-05T00:00:00Z,8319
2024-04-04T00:00:00Z,11705
2024-04-03T00:00:00Z,6959
2024-04-02T00:00:00Z,7231
2024-04-01T00:00:00Z,4814
2024-03-31T00:00:00Z,3976
2024-03-30T00:00:00Z,3696
2024-03-29T00:00:00Z,5199
2024-03-28T00:00:00Z,5290
2024-03-27T00:00:00Z,5194
2024-03-26T00:00:00Z,5267
2024-03-25T00:00:00Z,5450
2024-03-24T00:00:00Z,4044
2024-03-23T00:00:00Z,4154
2024-03-22T00:00:00Z,5442
2024-03-21T00:00:00Z,4962
2024-03-20T00:00:00Z,7937
2024-03-19T00:00:00Z,6297
2024-03-18T00:00:00Z,5782
2024-03-17T00:00:00Z,4943
2024-03-16T00:00:00Z,5638
2024-03-15T00:00:00Z,6819
2024-03-14T00:00:00Z,6607
2024-03-13T00:00:00Z,5177
2024-03-12T00:00:00Z,5781
2024-03-11T00:00:00Z,5891
2024-03-10T00:00:00Z,4203
2024-03-09T00:00:00Z,4424
2024-03-08T00:00:00Z,5800
2024-03-07T00:00:00Z,6129
2024-03-06T00:00:00Z,5669
2024-03-05T00:00:00Z,6583
2024-03-04T00:00:00Z,5472
2024-03-03T00:00:00Z,4491
2024-03-02T00:00:00Z,4725
2024-03-01T00:00:00Z,6404
2024-02-29T00:00:00Z,5917
2024-02-28T00:00:00Z,5969
