Datetime,Exchange Inflow (Total)
2025-11-13T00:00:00Z,1795207382.955818
2025-11-12T00:00:00Z,2239168000.396339
2025-11-11T00:00:00Z,1544895572.896255
2025-11-10T00:00:00Z,2743771129.866329
2025-11-09T00:00:00Z,681647649.173718
2025-11-08T00:00:00Z,653852533.007525
2025-11-07T00:00:00Z,2826734145.659355
2025-11-06T00:00:00Z,2513443450.618317
2025-11-05T00:00:00Z,3053513990.93821
2025-11-04T00:00:00Z,2572533860.894366
2025-11-03T00:00:00Z,1722913620.75035
2025-11-02T00:00:00Z,804417989.641243
2025-11-01T00:00:00Z,1196177796.557036
2025-10-31T00:00:00Z,3031733462.980234
2025-10-30T00:00:00Z,1659504930.091876
2025-10-29T00:00:00Z,2199067584.93706
2025-10-28T00:00:00Z,1736148352.199355
2025-10-27T00:00:00Z,2348869368.108975
2025-10-26T00:00:00Z,540180127.07563
2025-10-25T00:00:00Z,353909401.232308
2025-10-24T00:00:00Z,2025848900.51767
2025-10-23T00:00:00Z,2048048441.444073
2025-10-22T00:00:00Z,2635126893.482169
2025-10-21T00:00:00Z,2341761094.723852
2025-10-20T00:00:00Z,1859266382.820508
2025-10-19T00:00:00Z,538406109.886844
2025-10-18T00:00:00Z,422871726.361165
2025-10-17T00:00:00Z,3200335582.873803
2025-10-16T00:00:00Z,2742645002.588093
2025-10-15T00:00:00Z,2005375775.482993
2025-10-14T00:00:00Z,4115261049.414869
2025-10-13T00:00:00Z,1967292118.170303
2025-10-12T00:00:00Z,1174054313.014751
2025-10-11T00:00:00Z,2363724063.000719
2025-10-10T00:00:00Z,2523605396.983553
2025-10-09T00:00:00Z,2256580428.103439
2025-10-08T00:00:00Z,1715875068.347838
2025-10-07T00:00:00Z,2350202847.195989
2025-10-06T00:00:00Z,2630660593.638234
2025-10-05T00:00:00Z,848130609.056557
2025-10-04T00:00:00Z,906410333.293807
2025-10-03T00:00:00Z,3280192440.354857
2025-10-02T00:00:00Z,2144335000.412437
2025-10-01T00:00:00Z,2563479090.75537
2025-09-30T00:00:00Z,2857414841.591734
2025-09-29T00:00:00Z,2477939678.84699
2025-09-28T00:00:00Z,471506746.539272
2025-09-27T00:00:00Z,524856078.793343
2025-09-26T00:00:00Z,2722225266.325739
2025-09-25T00:00:00Z,2309741365.341939
2025-09-24T00:00:00Z,2483202519.168249
2025-09-23T00:00:00Z,2512353539.509798
2025-09-22T00:00:00Z,3086432353.245161
2025-09-21T00:00:00Z,722854866.359835
2025-09-20T00:00:00Z,832306200.126837
2025-09-19T00:00:00Z,2032314785.846363
2025-09-18T00:00:00Z,3707339597.453922
2025-09-17T00:00:00Z,2226721171.031481
2025-09-16T00:00:00Z,2489754944.320645
2025-09-15T00:00:00Z,2692937942.789513
2025-09-14T00:00:00Z,976285783.106538
2025-09-13T00:00:00Z,1103109580.522893
2025-09-12T00:00:00Z,3951610576.35859
2025-09-11T00:00:00Z,2938897144.955672
2025-09-10T00:00:00Z,2665895036.630304
2025-09-09T00:00:00Z,2200094701.640315
2025-09-08T00:00:00Z,2467431694.799463
2025-09-07T00:00:00Z,489433471.769365
2025-09-06T00:00:00Z,488034172.674316
2025-09-05T00:00:00Z,2268463684.522699
2025-09-04T00:00:00Z,1974730411.6095
2025-09-03T00:00:00Z,2768207647.601188
2025-09-02T00:00:00Z,2451977630.745735
2025-09-01T00:00:00Z,2126362258.276817
2025-08-31T00:00:00Z,840945441.239856
2025-08-30T00:00:00Z,1061797247.71419
2025-08-29T00:00:00Z,3469516701.103925
2025-08-28T00:00:00Z,3390856010.383726
2025-08-27T00:00:00Z,2414561965.769698
2025-08-26T00:00:00Z,3227962285.398115
2025-08-25T00:00:00Z,3344885697.105334
2025-08-24T00:00:00Z,1168228234.308495
2025-08-23T00:00:00Z,986384779.370195
2025-08-22T00:00:00Z,3242385544.191804
2025-08-21T00:00:00Z,2033087365.975085
2025-08-20T00:00:00Z,2576724075.431379
2025-08-19T00:00:00Z,2754674112.911039
2025-08-18T00:00:00Z,2401553863.294316
2025-08-17T00:00:00Z,973659146.943519
2025-08-16T00:00:00Z,971967454.85079
2025-08-15T00:00:00Z,4386817452.836977
2025-08-14T00:00:00Z,4769424635.824098
2025-08-13T00:00:00Z,3891742943.769226
2025-08-12T00:00:00Z,2960040940.849237
2025-08-11T00:00:00Z,3271704363.000111
2025-08-10T00:00:00Z,910803691.99537
2025-08-09T00:00:00Z,912424879.626149
2025-08-08T00:00:00Z,2991551888.950707
2025-08-07T00:00:00Z,2424594178.096491
2025-08-06T00:00:00Z,1726851491.531616
2025-08-05T00:00:00Z,2299269377.288442
2025-08-04T00:00:00Z,2343068321.890309
2025-08-03T00:00:00Z,958833367.041644
2025-08-02T00:00:00Z,1086491719.500794
2025-08-01T00:00:00Z,3804331836.892558
2025-07-31T00:00:00Z,3205030389.273767
2025-07-30T00:00:00Z,2433348630.786806
2025-07-29T00:00:00Z,2958716003.091181
2025-07-28T00:00:00Z,2334004695.718103
2025-07-27T00:00:00Z,654839129.367819
2025-07-26T00:00:00Z,917414529.124944
2025-07-25T00:00:00Z,3277702333.287147
2025-07-24T00:00:00Z,2596699269.074492
2025-07-23T00:00:00Z,1943567927.435482
2025-07-22T00:00:00Z,2210510719.415669
2025-07-21T00:00:00Z,2652347359.53194
2025-07-20T00:00:00Z,572132570.320894
2025-07-19T00:00:00Z,978179001.736974
2025-07-18T00:00:00Z,5036710602.882938
2025-07-17T00:00:00Z,3219699620.096955
2025-07-16T00:00:00Z,4019907255.409811
2025-07-15T00:00:00Z,2566270579.168525
2025-07-14T00:00:00Z,2743410374.962978
2025-07-13T00:00:00Z,524151095.680357
2025-07-12T00:00:00Z,1240341940.522423
2025-07-11T00:00:00Z,3093949405.983054
2025-07-10T00:00:00Z,2615074042.975247
2025-07-09T00:00:00Z,1841239904.936413
2025-07-08T00:00:00Z,1021874829.795612
2025-07-07T00:00:00Z,1354420670.305428
2025-07-06T00:00:00Z,407188017.464499
2025-07-05T00:00:00Z,302898303.642988
2025-07-04T00:00:00Z,744049131.740855
2025-07-03T00:00:00Z,2055570579.347914
2025-07-02T00:00:00Z,1959794143.461303
2025-07-01T00:00:00Z,1176890981.097451
2025-06-30T00:00:00Z,1983743994.499282
2025-06-29T00:00:00Z,308134048.423005
2025-06-28T00:00:00Z,242209584.847946
2025-06-27T00:00:00Z,1441645562.56828
2025-06-26T00:00:00Z,1754719598.797555
2025-06-25T00:00:00Z,1713336975.519212
2025-06-24T00:00:00Z,2085969866.139215
2025-06-23T00:00:00Z,2156634862.313553
2025-06-22T00:00:00Z,958710806.187874
2025-06-21T00:00:00Z,661716683.590188
2025-06-20T00:00:00Z,1636791905.90666
2025-06-19T00:00:00Z,886325475.290099
2025-06-18T00:00:00Z,1448862157.689403
2025-06-17T00:00:00Z,1868531847.386304
2025-06-16T00:00:00Z,2295059445.592591
2025-06-15T00:00:00Z,579424038.339601
2025-06-14T00:00:00Z,397802672.153385
2025-06-13T00:00:00Z,2716546969.631196
2025-06-12T00:00:00Z,1442968918.053911
2025-06-11T00:00:00Z,2195336152.591417
2025-06-10T00:00:00Z,2018957934.699788
2025-06-09T00:00:00Z,2019025111.523914
2025-06-08T00:00:00Z,464021487.57337
2025-06-07T00:00:00Z,501040490.872857
2025-06-06T00:00:00Z,2537167237.999758
2025-06-05T00:00:00Z,1899449400.661312
2025-06-04T00:00:00Z,1270797343.052401
2025-06-03T00:00:00Z,2517214596.431431
2025-06-02T00:00:00Z,2263636030.460131
2025-06-01T00:00:00Z,363712900.878102
2025-05-31T00:00:00Z,519120044.263808
2025-05-30T00:00:00Z,1822285127.144507
2025-05-29T00:00:00Z,2172059929.116119
2025-05-28T00:00:00Z,1565382990.674739
2025-05-27T00:00:00Z,2403832000.511306
2025-05-26T00:00:00Z,934908491.52736
2025-05-25T00:00:00Z,555689057.27643
2025-05-24T00:00:00Z,476446980.632519
2025-05-23T00:00:00Z,3183133044.387841
2025-05-22T00:00:00Z,2241472800.844689
2025-05-21T00:00:00Z,3448547871.148304
2025-05-20T00:00:00Z,1838060428.421521
2025-05-19T00:00:00Z,1523447556.617867
2025-05-18T00:00:00Z,421656309.926628
2025-05-17T00:00:00Z,397824298.43004
2025-05-16T00:00:00Z,2202844732.023251
2025-05-15T00:00:00Z,3503571814.057317
2025-05-14T00:00:00Z,2084040550.385682
2025-05-13T00:00:00Z,2273691381.462573
2025-05-12T00:00:00Z,2734322148.425936
2025-05-11T00:00:00Z,752556460.346764
2025-05-10T00:00:00Z,903362256.03807
2025-05-09T00:00:00Z,4016397179.324304
2025-05-08T00:00:00Z,3128899320.842997
2025-05-07T00:00:00Z,2075729525.806653
2025-05-06T00:00:00Z,3703600518.446664
2025-05-05T00:00:00Z,2064834795.334406
2025-05-04T00:00:00Z,351268015.72591
2025-05-03T00:00:00Z,366093172.24301
2025-05-02T00:00:00Z,1549279894.605403
2025-05-01T00:00:00Z,1676371454.119802
2025-04-30T00:00:00Z,1513430207.607104
2025-04-29T00:00:00Z,1535407720.891052
2025-04-28T00:00:00Z,2074098790.687715
2025-04-27T00:00:00Z,484120556.68288
2025-04-26T00:00:00Z,1348064855.530495
2025-04-25T00:00:00Z,2647700670.490239
2025-04-24T00:00:00Z,2487912238.801316
2025-04-23T00:00:00Z,2925639481.634719
2025-04-22T00:00:00Z,3965452800.907819
2025-04-21T00:00:00Z,1892601661.485291
2025-04-20T00:00:00Z,315769226.772527
2025-04-19T00:00:00Z,336128955.107265
2025-04-18T00:00:00Z,1449726966.000781
2025-04-17T00:00:00Z,1828932232.979241
2025-04-16T00:00:00Z,1393510348.605226
2025-04-15T00:00:00Z,1876173904.625468
2025-04-14T00:00:00Z,2055157725.322786
2025-04-13T00:00:00Z,413107287.086977
2025-04-12T00:00:00Z,605942965.91632
2025-04-11T00:00:00Z,2684636323.701889
2025-04-10T00:00:00Z,2636857697.932805
2025-04-09T00:00:00Z,3019026231.044695
2025-04-08T00:00:00Z,2528353305.26688
2025-04-07T00:00:00Z,2404273605.393111
2025-04-06T00:00:00Z,630012800.540856
2025-04-05T00:00:00Z,275758693.743439
2025-04-04T00:00:00Z,1950218211.313417
2025-04-03T00:00:00Z,1649645167.487021
2025-04-02T00:00:00Z,2148010093.088593
2025-04-01T00:00:00Z,2186112014.253823
2025-03-31T00:00:00Z,1888284617.087532
2025-03-30T00:00:00Z,460827561.091607
2025-03-29T00:00:00Z,438585500.070017
2025-03-28T00:00:00Z,3320671391.111502
2025-03-27T00:00:00Z,2757365084.375831
2025-03-26T00:00:00Z,1917209529.040926
2025-03-25T00:00:00Z,2965198514.566895
2025-03-24T00:00:00Z,3353269241.297547
2025-03-23T00:00:00Z,544986311.299161
2025-03-22T00:00:00Z,523162630.163565
2025-03-21T00:00:00Z,2967274013.266765
2025-03-20T00:00:00Z,2826105561.199152
2025-03-19T00:00:00Z,2893868996.662087
2025-03-18T00:00:00Z,1325197637.736009
2025-03-17T00:00:00Z,1889738822.334851
2025-03-16T00:00:00Z,647748269.969116
2025-03-15T00:00:00Z,1022590125.795395
2025-03-14T00:00:00Z,2312007983.083345
2025-03-13T00:00:00Z,2394171290.483879
2025-03-12T00:00:00Z,2363873533.3031
2025-03-11T00:00:00Z,1807293177.364086
2025-03-10T00:00:00Z,2614150269.253058
2025-03-09T00:00:00Z,692669940.417459
2025-03-08T00:00:00Z,326935430.898521
2025-03-07T00:00:00Z,2216913188.043604
2025-03-06T00:00:00Z,2020749088.697018
2025-03-05T00:00:00Z,2188001371.105868
2025-03-04T00:00:00Z,2457154806.995049
2025-03-03T00:00:00Z,2843243831.705944
2025-03-02T00:00:00Z,1995934298.259642
2025-03-01T00:00:00Z,781418847.246998
2025-02-28T00:00:00Z,4417974891.110158
2025-02-27T00:00:00Z,2531304227.37583
2025-02-26T00:00:00Z,3474386789.909937
2025-02-25T00:00:00Z,3599788087.397508
2025-02-24T00:00:00Z,2289231443.991847
2025-02-23T00:00:00Z,747698359.15189
2025-02-22T00:00:00Z,1154162683.371092
2025-02-21T00:00:00Z,3357556844.690135
2025-02-20T00:00:00Z,2105771369.066689
2025-02-19T00:00:00Z,1274837369.36851
2025-02-18T00:00:00Z,2368544941.355974
2025-02-17T00:00:00Z,883728818.04807
2025-02-16T00:00:00Z,460991307.945223
2025-02-15T00:00:00Z,517210545.072656
2025-02-14T00:00:00Z,1761652904.24921
2025-02-13T00:00:00Z,1725855789.601764
2025-02-12T00:00:00Z,3149002270.571593
2025-02-11T00:00:00Z,2270314590.065587
2025-02-10T00:00:00Z,2244150571.978962
2025-02-09T00:00:00Z,699909148.51262
2025-02-08T00:00:00Z,925381496.547783
2025-02-07T00:00:00Z,2399995817.156964
2025-02-06T00:00:00Z,1592319522.270905
2025-02-05T00:00:00Z,1713585183.149086
2025-02-04T00:00:00Z,3028223172.434453
2025-02-03T00:00:00Z,4766788673.506739
2025-02-02T00:00:00Z,1016796133.050948
2025-02-01T00:00:00Z,506510746.764898
2025-01-31T00:00:00Z,2500983624.960217
2025-01-30T00:00:00Z,1997711482.200071
2025-01-29T00:00:00Z,1279114785.371544
2025-01-28T00:00:00Z,1242774169.23605
2025-01-27T00:00:00Z,2753467780.282736
2025-01-26T00:00:00Z,468095756.357251
2025-01-25T00:00:00Z,387871391.724121
2025-01-24T00:00:00Z,2081142195.509122
2025-01-23T00:00:00Z,3027454065.397235
2025-01-22T00:00:00Z,2666157177.356131
2025-01-21T00:00:00Z,5411562608.375579
2025-01-20T00:00:00Z,4058880716.002086
2025-01-19T00:00:00Z,2936085558.365511
2025-01-18T00:00:00Z,1456631534.800664
2025-01-17T00:00:00Z,2847352974.453205
2025-01-16T00:00:00Z,2069262799.44382
2025-01-15T00:00:00Z,1928611964.089664
2025-01-14T00:00:00Z,1345465022.765035
2025-01-13T00:00:00Z,1828642423.007214
2025-01-12T00:00:00Z,223707841.611357
2025-01-11T00:00:00Z,363516743.276806
2025-01-10T00:00:00Z,1401507242.89361
2025-01-09T00:00:00Z,1461590489.806795
2025-01-08T00:00:00Z,1766588702.263084
2025-01-07T00:00:00Z,2614229071.781694
2025-01-06T00:00:00Z,2010565248.680225
2025-01-05T00:00:00Z,276062347.970628
2025-01-04T00:00:00Z,399133081.079484
2025-01-03T00:00:00Z,2130812313.284178
2025-01-02T00:00:00Z,1745098564.735776
2025-01-01T00:00:00Z,1903321907.651178
2024-12-31T00:00:00Z,1565998227.161202
2024-12-30T00:00:00Z,2718061414.339895
2024-12-29T00:00:00Z,655048185.075821
2024-12-28T00:00:00Z,391667827.093926
2024-12-27T00:00:00Z,1691008315.838008
2024-12-26T00:00:00Z,1361588271.253307
2024-12-25T00:00:00Z,465328605.910148
2024-12-24T00:00:00Z,1960520791.740936
2024-12-23T00:00:00Z,1777698242.136454
2024-12-22T00:00:00Z,459194284.819621
2024-12-21T00:00:00Z,813897560.685239
2024-12-20T00:00:00Z,3229126209.282208
2024-12-19T00:00:00Z,2150765300.136239
2024-12-18T00:00:00Z,1764627794.205751
2024-12-17T00:00:00Z,1908060889.675335
2024-12-16T00:00:00Z,2382992492.77444
2024-12-15T00:00:00Z,807309655.745823
2024-12-14T00:00:00Z,574107395.85041
2024-12-13T00:00:00Z,2380545249.965212
2024-12-12T00:00:00Z,1595585489.855166
2024-12-11T00:00:00Z,2642841695.879234
2024-12-10T00:00:00Z,2141246006.523842
2024-12-09T00:00:00Z,2502487021.910772
2024-12-08T00:00:00Z,770362097.567393
2024-12-07T00:00:00Z,631594607.921366
2024-12-06T00:00:00Z,2924901622.042456
2024-12-05T00:00:00Z,3954406549.980191
2024-12-04T00:00:00Z,2704906022.485399
2024-12-03T00:00:00Z,2716062622.753881
2024-12-02T00:00:00Z,2217403993.396623
2024-12-01T00:00:00Z,698043484.293038
2024-11-30T00:00:00Z,745653569.788815
2024-11-29T00:00:00Z,2148874932.371
2024-11-28T00:00:00Z,1098113590.791415
2024-11-27T00:00:00Z,3529187324.898761
2024-11-26T00:00:00Z,2318048632.474237
2024-11-25T00:00:00Z,2190345087.446422
2024-11-24T00:00:00Z,598098422.57885
2024-11-23T00:00:00Z,1094396467.254479
2024-11-22T00:00:00Z,3322542625.22641
2024-11-21T00:00:00Z,2543497751.483414
2024-11-20T00:00:00Z,2053358423.310149
2024-11-19T00:00:00Z,1571395720.216407
2024-11-18T00:00:00Z,1872290724.688496
2024-11-17T00:00:00Z,494100037.11853
2024-11-16T00:00:00Z,535572543.813565
2024-11-15T00:00:00Z,1744367255.31931
2024-11-14T00:00:00Z,2010861395.521775
2024-11-13T00:00:00Z,2788379614.91852
2024-11-12T00:00:00Z,2891349822.649039
2024-11-11T00:00:00Z,2597052217.069603
2024-11-10T00:00:00Z,1082381522.41514
2024-11-09T00:00:00Z,1123414053.721685
2024-11-08T00:00:00Z,2243600087.995022
2024-11-07T00:00:00Z,2526471430.252573
2024-11-06T00:00:00Z,3518405763.130221
2024-11-05T00:00:00Z,1352627268.239247
2024-11-04T00:00:00Z,1350049839.50293
2024-11-03T00:00:00Z,224613062.916916
2024-11-02T00:00:00Z,271480846.567448
2024-11-01T00:00:00Z,1636974905.687869
2024-10-31T00:00:00Z,1338478868.789339
2024-10-30T00:00:00Z,1032941471.305427
2024-10-29T00:00:00Z,1677624951.514573
2024-10-28T00:00:00Z,1222481939.860545
2024-10-27T00:00:00Z,230486738.143253
2024-10-26T00:00:00Z,369599659.513871
2024-10-25T00:00:00Z,2025375887.575971
2024-10-24T00:00:00Z,1275612287.114979
2024-10-23T00:00:00Z,1391357583.202117
2024-10-22T00:00:00Z,1022677173.225851
2024-10-21T00:00:00Z,1243744985.112359
2024-10-20T00:00:00Z,217662114.834213
2024-10-19T00:00:00Z,243391618.771186
2024-10-18T00:00:00Z,914817193.827949
2024-10-17T00:00:00Z,1083579182.436553
2024-10-16T00:00:00Z,1312000225.077792
2024-10-15T00:00:00Z,1554412420.000288
2024-10-14T00:00:00Z,1209293934.463801
2024-10-13T00:00:00Z,200765471.798873
2024-10-12T00:00:00Z,271256568.731034
2024-10-11T00:00:00Z,1118139870.204233
2024-10-10T00:00:00Z,971752610.982189
2024-10-09T00:00:00Z,1014925208.867289
2024-10-08T00:00:00Z,1107230938.306358
2024-10-07T00:00:00Z,1018847543.732611
2024-10-06T00:00:00Z,186984495.346198
2024-10-05T00:00:00Z,181319727.392586
2024-10-04T00:00:00Z,1023440890.171722
2024-10-03T00:00:00Z,838824431.879415
2024-10-02T00:00:00Z,879467540.370282
2024-10-01T00:00:00Z,1456407681.166798
2024-09-30T00:00:00Z,1268597601.764548
2024-09-29T00:00:00Z,226403144.281597
2024-09-28T00:00:00Z,179048939.591447
2024-09-27T00:00:00Z,1072917794.16665
2024-09-26T00:00:00Z,1146359222.425815
2024-09-25T00:00:00Z,854802350.578889
2024-09-24T00:00:00Z,860949031.926946
2024-09-23T00:00:00Z,864298289.969128
2024-09-22T00:00:00Z,316040360.334797
2024-09-21T00:00:00Z,257286404.92698
2024-09-20T00:00:00Z,921288097.991701
2024-09-19T00:00:00Z,1327072409.72469
2024-09-18T00:00:00Z,880932585.596624
2024-09-17T00:00:00Z,1027880827.355391
2024-09-16T00:00:00Z,893373557.333061
2024-09-15T00:00:00Z,277660844.188104
2024-09-14T00:00:00Z,307570252.755677
2024-09-13T00:00:00Z,1283620113.900783
2024-09-12T00:00:00Z,694667584.881788
2024-09-11T00:00:00Z,978037900.548979
2024-09-10T00:00:00Z,1246910389.143025
2024-09-09T00:00:00Z,1115082658.067311
2024-09-08T00:00:00Z,250585083.88515
2024-09-07T00:00:00Z,356505412.100947
2024-09-06T00:00:00Z,1070757826.341952
2024-09-05T00:00:00Z,729349365.42648
2024-09-04T00:00:00Z,1018733587.32407
2024-09-03T00:00:00Z,723736270.134281
2024-09-02T00:00:00Z,486269380.946157
2024-09-01T00:00:00Z,252478796.036675
2024-08-31T00:00:00Z,169584574.091895
2024-08-30T00:00:00Z,827937654.093631
2024-08-29T00:00:00Z,1197580469.271802
2024-08-28T00:00:00Z,842317465.603856
2024-08-27T00:00:00Z,831865128.756879
2024-08-26T00:00:00Z,798288284.667353
2024-08-25T00:00:00Z,283959589.944682
2024-08-24T00:00:00Z,443692874.254813
2024-08-23T00:00:00Z,1471179479.246927
2024-08-22T00:00:00Z,704006891.944652
2024-08-21T00:00:00Z,949346816.410729
2024-08-20T00:00:00Z,1100892538.895446
2024-08-19T00:00:00Z,928774757.033367
2024-08-18T00:00:00Z,181278742.95652
2024-08-17T00:00:00Z,285765490.364846
2024-08-16T00:00:00Z,1058966225.79695
2024-08-15T00:00:00Z,856176151.038199
2024-08-14T00:00:00Z,1082670540.735782
2024-08-13T00:00:00Z,800991649.192227
2024-08-12T00:00:00Z,1219903910.724657
2024-08-11T00:00:00Z,172969532.933612
2024-08-10T00:00:00Z,183267207.92146
2024-08-09T00:00:00Z,1038796459.578366
2024-08-08T00:00:00Z,1182624246.776742
2024-08-07T00:00:00Z,1198118210.666149
2024-08-06T00:00:00Z,1725153653.73318
2024-08-05T00:00:00Z,2814766361.948247
