date,Tokens Transferred Between EOA USD (Median)
2025-08-21,42.2407916386
2025-08-22,54.83174534041935
2025-08-23,46.61053765265064
2025-08-24,47.849819272
2025-08-25,43.69822334056329
2025-08-26,56.74216117114798
2025-08-27,48.64575514534947
2025-08-28,49.215710350180544
2025-08-29,43.6021309147
2025-08-30,44.52792532768147
2025-08-31,41.989800936423656
2025-09-01,41.64688370352772
2025-09-02,31.36342194710208
2025-09-03,44.44774729517447
2025-09-04,36.05464939026874
2025-09-05,43.0750777481
2025-09-06,32.07393019597792
2025-09-07,33.37563475615276
2025-09-08,29.37481177032395
2025-09-09,30.46440272484803
2025-09-10,33.380978605912546
2025-09-11,30.909336722776743
2025-09-12,46.71140990993666
2025-09-13,39.338647299995245
2025-09-14,45.671564393334
2025-09-15,36.87788509467519
2025-09-16,27.01416355392
2025-09-17,37.96510375691842
2025-09-18,22.82462458398799
2025-09-19,29.53442109902993
2025-09-20,25.084715984505845
2025-09-21,22.045669474533984
2025-09-22,37.82916707599816
2025-09-23,37.5013956324547
2025-09-24,34.042381690070414
2025-09-25,38.7546049871
2025-09-26,33.801469317015524
2025-09-27,36.19352408838009
2025-09-28,22.29336281686921
2025-09-29,39.59578461183896
2025-09-30,33.701711271662084
2025-10-01,28.03008953127526
2025-10-02,20.487902558442084
2025-10-03,33.866144843325
2025-10-04,27.193718529665883
2025-10-05,27.38812113196582
2025-10-06,20.625129403050405
2025-10-07,35.9939622398147
2025-10-08,27.99378197845858
2025-10-09,30.58838978797
2025-10-10,35.94797454275209
2025-10-11,33.75618513084
2025-10-12,27.549437212200964
2025-10-13,29.822260179695427
2025-10-14,37.14904617293096
2025-10-15,26.8455904358134
2025-10-16,30.380324135382
2025-10-17,31.33577834181717
2025-10-18,24.544234736343
2025-10-19,23.561409438229685
2025-10-20,26.33504267343089
2025-10-21,16.366876443185046
2025-10-22,19.82744311238981
2025-10-23,29.216318079003965
2025-10-24,35.42995283121
2025-10-25,31.570532296376854
2025-10-26,30.425751228518592
2025-10-27,28.84031850623
2025-10-28,15.275817718519878
2025-10-29,23.058807796999712
2025-10-30,30.038672798431424
2025-10-31,28.50284311617492
2025-11-01,34.85688426936
2025-11-02,22.57272243323284
2025-11-03,29.74165090654684
2025-11-04,32.582181748052705
2025-11-05,26.14551748878456
2025-11-06,29.424935411825803
2025-11-07,34.171329080301625
2025-11-08,16.42382932231197
2025-11-09,17.901908722461705
2025-11-10,21.42339095753155
2025-11-11,23.34774040625824
2025-11-12,25.71647371060059
2025-11-13,29.48724795589452
2025-11-14,30.01493868517779
2025-11-15,28.493041560660004
2025-11-16,23.21685315114265
2025-11-17,27.255878881647337
2025-11-18,28.099694262960003
2025-11-19,26.161697074853063
2025-11-20,28.257109112436424
2025-11-21,31.156622936963306
2025-11-22,21.61119410844664
2025-11-23,19.5028666436355
2025-11-24,21.02093996170981
2025-11-25,24.84283949745265
2025-11-26,17.924303759695952
2025-11-27,2.41191602268
2025-11-28,19.06721460648879
2025-11-29,16.958341519258102
2025-11-30,5.628961023952538
2025-12-01,13.956577912875042
2025-12-02,11.74080680159279
2025-12-03,5.183060777017898
2025-12-04,14.58128967643752
2025-12-05,16.01337472766215
2025-12-06,15.08019173117836
2025-12-07,27.55423632296383
2025-12-08,28.325674349231143
2025-12-09,32.76076802059997
2025-12-10,29.8160109656618
2025-12-11,29.14199477647936
2025-12-12,27.7656951663
2025-12-13,25.953782431437705
2025-12-14,29.695825435656285
2025-12-15,23.7173167516
2025-12-16,13.79529852216315
2025-12-17,10.919985403814078
2025-12-18,9.53960656228136
2025-12-19,15.0087670994016
2025-12-20,3.869940852388
2025-12-21,10.204327197408
2025-12-22,12.005847292526902
2025-12-23,14.813139169846348
2025-12-24,14.723925250837844
2025-12-25,16.732076580547737
2025-12-26,15.06279699909041
2025-12-27,14.71787431200357
2025-12-28,9.888502973336692
2025-12-29,0.5302308336849041
2025-12-30,4.05926033452889
2025-12-31,2.742808567080456
2026-01-01,0.0833752910707027
2026-01-02,3.12415527613
2026-01-03,0.1562747501025
2026-01-04,3.273687674084812
2026-01-05,0.8107624666673312
2026-01-06,4.3151609904444
2026-01-07,1.001643697609902
2026-01-08,1.990027109276708
2026-01-09,0.6115878980999863
2026-01-10,0.3391983499531
2026-01-11,0.4322426171512347
2026-01-12,0.1716015863089616
2026-01-13,0.0335212268836477
2026-01-14,0.0100784817169115
2026-01-15,0.0369139641971615
2026-01-16,0.1268388438858866
2026-01-17,0.0029000267560803
2026-01-18,0.1214060141927112
2026-01-19,0.0209887864298512
2026-01-20,0.2177974130221836
2026-01-21,0.1431439533493606
2026-01-22,0.1375015507415807
2026-01-23,0.1411323750852051
2026-01-24,0.1394891973158441
2026-01-25,0.2044037167220066
2026-01-26,0.1915357491416661
2026-01-27,0.0540490993564619
2026-01-28,0.1402544231563139
2026-01-29,0.1309269985060424
2026-01-30,2.287116242127886
2026-01-31,4.780837634079
2026-02-01,0.1017899416309473
2026-02-02,0.0703499984085
2026-02-03,0.0444883204515037
2026-02-04,0.0006544409081806
2026-02-05,0.247306980031519
2026-02-06,0.0785728787191371
2026-02-07,0.034930279680401
2026-02-08,0.087384304671628
2026-02-09,0.0035302427790471
2026-02-10,0.00202167003848
2026-02-11,0.0044498988554209
2026-02-12,0.2337819645264
2026-02-13,0.2824125046188916
2026-02-14,3.3621777221401
2026-02-15,1.864327574990336
2026-02-16,0.0697809419024586
2026-02-17,0.769723693985351
2026-02-18,0.195509422825
2026-02-19,1.82524805555976
2026-02-20,5.724659522106786
2026-02-21,0.9913186734305652
2026-02-22,0.1284772352426754
2026-02-23,0.0093859238274063
2026-02-24,0.3710254750822365
2026-02-25,0.014490205121548
2026-02-26,0.4025011488777892
2026-02-27,0.965562933115
2026-02-28,0.145676127285833
2026-03-01,1.9343395319054533
2026-03-02,0.0851284225671675
2026-03-03,1.2493398672826077
2026-03-04,4.152914984004651
2026-03-05,0.40422769838295
2026-03-06,0.1704276137366272
2026-03-07,0.2336991097991196
2026-03-08,0.2299140630295614
2026-03-09,0.1439747619485684
2026-03-10,0.1386899468880214
2026-03-11,0.205217151812
2026-03-12,0.0947569182015008
2026-03-13,0.0772731975438181
2026-03-14,0.0059330115416746
2026-03-15,0.42479603062455
2026-03-16,0.1176517054235
2026-03-17,2.3178853882e-05
2026-03-18,0.0044835232564933
2026-03-19,0.0091855021034048
2026-03-20,2.1459385368e-06
2026-03-21,2.0844975873e-06
2026-03-22,2.053403983e-06
2026-03-23,2.1515498862e-06
2026-03-24,2.1555337492e-06
2026-03-25,0.0077994656701937
2026-03-26,2.0589862062e-06
2026-03-27,1.9921388744e-06
2026-03-28,1.9930501414e-06
2026-03-29,1.9829688374e-06
2026-03-30,2.0247166306e-06
2026-03-31,0.0156666859508778
2026-04-01,0.044785887476057
2026-04-02,2.0567874408e-06
2026-04-03,2.0535659702e-06
2026-04-04,2.0652507425e-06
2026-04-05,2.1090861538e-06
2026-04-06,2.1068339262e-06
2026-04-07,2.239649163e-06
2026-04-08,0.0035585359864733
2026-04-09,2.1897257889e-06
2026-04-10,2.2456553868e-06
