date,Transactions Between EOA (Mean)
2021-04-03,80.9324345
2021-04-04,74.28318854
2021-04-05,81.01044547
2021-04-06,83.30849915
2021-04-07,80.85819183
2021-04-08,79.22927963
2021-04-09,79.7738888
2021-04-10,86.15846247
2021-04-11,78.52520623
2021-04-12,83.5864027
2021-04-13,86.4090207
2021-04-14,90.07799659
2021-04-15,70.33892308
2021-04-16,98.07865693
2021-04-17,102.07082109
2021-04-18,96.30595293
2021-04-19,106.694375
2021-04-20,113.78601824
2021-04-21,107.11320755
2021-04-22,103.64703132
2021-04-23,97.54713178
2021-04-24,93.40984615
2021-04-25,91.99969273
2021-04-26,90.8043579
2021-04-27,92.56874229
2021-04-28,98.53241529
2021-04-29,96.17288711
2021-04-30,86.03549837
2021-05-01,89.42225304
2021-05-02,89.0436273
2021-05-03,94.63577686
2021-05-04,100.5650369
2021-05-05,98.50675054
2021-05-06,99.30095886
2021-05-07,98.04048395
2021-05-08,121.17129201
2021-05-09,125.04769991
2021-05-10,119.30197944
2021-05-11,129.49744067
2021-05-12,114.49743749
2021-05-13,105.35163659
2021-05-14,101.95260151
2021-05-15,98.53135619
2021-05-16,94.05558997
2021-05-17,91.15905904
2021-05-18,87.47624942
2021-05-19,97.79402149
2021-05-20,97.07720873
2021-05-21,86.58408736
2021-05-22,80.78226555
2021-05-23,77.47102572
2021-05-24,79.04640049
2021-05-25,75.12601499
2021-05-26,80.11071373
2021-05-27,79.04466926
2021-05-28,76.69224818
2021-05-29,85.17828978
2021-05-30,79.19713262
2021-05-31,84.25657792
2021-06-01,78.09848719
2021-06-02,75.52044267
2021-06-03,80.82198626
2021-06-04,76.85810707
2021-06-05,73.68728629
2021-06-06,68.75336803
2021-06-07,70.5660084
2021-06-08,67.01837838
2021-06-09,67.13639894
2021-06-10,65.70458063
2021-06-11,63.6172916
2021-06-12,65.11781163
2021-06-13,66.95983315
2021-06-14,66.42543928
2021-06-15,68.3906226
2021-06-16,68.91920613
2021-06-17,65.10553152
2021-06-18,63.51600312
2021-06-19,58.42779334
2021-06-20,59.45633019
2021-06-21,69.85861305
2021-06-22,75.25928227
2021-06-23,70.35355421
2021-06-24,71.95154254
2021-06-25,75.70450962
2021-06-26,69.36673409
2021-06-27,70.94618486
2021-06-28,101.80204145
2021-06-29,74.90087418
2021-06-30,70.39922541
2021-07-01,74.66362205
2021-07-02,68.22122107
2021-07-03,62.97506623
2021-07-04,62.38758129
2021-07-05,66.31328867
2021-07-06,71.77291829
2021-07-07,70.90156495
2021-07-08,69.13922481
2021-07-09,67.0896035
2021-07-10,60.45183806
2021-07-11,59.79620115
2021-07-12,63.2095029
2021-07-13,67.32899952
2021-07-14,69.22050078
2021-07-15,71.34339505
2021-07-16,68.04148919
2021-07-17,64.31068114
2021-07-18,61.47213938
2021-07-19,64.9951826
2021-07-20,69.38744281
2021-07-21,68.75226068
2021-07-22,68.48069137
2021-07-23,70.72092657
2021-07-24,72.21480564
2021-07-25,64.35869395
2021-07-26,75.62858946
2021-07-27,92.36291222
2021-07-28,88.02447942
2021-07-29,74.8314978
2021-07-30,76.52337642
2021-07-31,74.1503652
2021-08-01,72.9665822
2021-08-02,76.00469043
2021-08-03,73.83422628
2021-08-04,71.95001582
2021-08-05,65.8276894
2021-08-06,68.5189893
2021-08-07,67.76698733
2021-08-08,68.22506158
2021-08-09,67.4688701
2021-08-10,67.34301521
2021-08-11,69.02234026
2021-08-12,65.5688172
2021-08-13,64.63824529
2021-08-14,62.8
2021-08-15,62.72492212
2021-08-16,70.63123077
2021-08-17,68.39886433
2021-08-18,65.39271761
2021-08-19,68.42498096
2021-08-20,69.83418486
2021-08-21,66.0391852
2021-08-22,61.19046159
2021-08-23,68.46153846
2021-08-24,65.70010754
2021-08-25,62.8842988
2021-08-26,61.92081796
2021-08-27,61.96516871
2021-08-28,63.06857585
2021-08-29,62.56264448
2021-08-30,64.89833127
2021-08-31,69.39267422
2021-09-01,70.93214562
2021-09-02,71.08347348
2021-09-03,65.55768636
2021-09-04,64.87447503
2021-09-05,60.70684638
2021-09-06,65.1076018
2021-09-07,75.18232819
2021-09-08,66.72024634
2021-09-09,67.41710486
2021-09-10,70.51494039
2021-09-11,77.55878674
2021-09-12,68.77225451
2021-09-13,80.08796007
2021-09-14,71.30196564
2021-09-15,71.96203905
2021-09-16,67.25261861
2021-09-17,62.30895315
2021-09-18,63.82746861
2021-09-19,60.26367548
2021-09-20,62.57136194
2021-09-21,62.20489532
2021-09-22,62.62731086
2021-09-23,67.58773982
2021-09-24,62.5792409
2021-09-25,60.0012171
2021-09-26,59.15713839
2021-09-27,60.79563062
2021-09-28,61.06196917
2021-09-29,59.96787274
2021-09-30,63.75749448
2021-10-01,72.36684657
2021-10-02,62.8985598
2021-10-03,62.92157787
2021-10-04,60.51775055
2021-10-05,70.6680705
2021-10-06,90.79228256
2021-10-07,81.57716635
2021-10-08,79.47841671
2021-10-09,71.82327926
2021-10-10,64.44815686
2021-10-11,64.27232842
2021-10-12,67.27876594
2021-10-13,66.89572785
2021-10-14,73.68688784
2021-10-15,75.17964546
2021-10-16,71.09230531
2021-10-17,65.77807361
2021-10-18,71.41006966
2021-10-19,70.78229814
2021-10-20,77.64416116
2021-10-21,76.45706798
2021-10-22,73.88379348
2021-10-23,77.73976055
2021-10-24,76.27661582
2021-10-25,77.36008102
2021-10-26,82.37418148
2021-10-27,84.66918834
2021-10-28,98.7008427
2021-10-29,96.31030151
2021-10-30,84.89802994
2021-10-31,76.21766661
2021-11-01,78.26887747
2021-11-02,84.60034876
2021-11-03,83.65920125
2021-11-04,80.67032792
2021-11-05,77.62596959
2021-11-06,75.13503707
2021-11-07,74.83524489
2021-11-08,77.98203593
2021-11-09,75.71374765
2021-11-10,85.5824193
2021-11-11,83.32794602
2021-11-12,83.50661891
2021-11-13,84.92965539
2021-11-14,82.60189125
2021-11-15,78.13451495
2021-11-16,77.34521906
2021-11-17,89.02754304
2021-11-18,74.32219083
2021-11-19,78.51957638
2021-11-20,67.52946783
2021-11-21,75.811993
2021-11-22,68.8674415
2021-11-23,72.538413
2021-11-24,78.26538706
2021-11-25,74.53450738
2021-11-26,75.66227083
2021-11-27,67.80707798
2021-11-28,65.49232737
2021-11-29,77.28403415
2021-11-30,81.04377696
2021-12-01,74.17989418
2021-12-02,76.11335255
2021-12-03,68.87241818
2021-12-04,71.36457827
2021-12-05,109.40430315
2021-12-06,75.28072692
2021-12-07,73.80753272
2021-12-08,82.93445783
2021-12-09,78.03422477
2021-12-10,75.79150459
2021-12-11,70.90305179
2021-12-12,69.09612142
2021-12-13,73.3052729
2021-12-14,71.56360507
2021-12-15,71.8430071
2021-12-16,72.86055964
2021-12-17,76.52226345
2021-12-18,64.58758451
2021-12-19,64.38741671
2021-12-20,69.94835752
2021-12-21,70.29804409
2021-12-22,74.50778089
2021-12-23,71.74123149
2021-12-24,68.71583179
2021-12-25,63.10681115
2021-12-26,64.32225143
2021-12-27,71.71468272
2021-12-28,72.26622167
2021-12-29,65.27703636
2021-12-30,73.1875
2021-12-31,68.69838533
2022-01-01,64.20888411
2022-01-02,61.12933025
2022-01-03,67.46014549
2022-01-04,70.54404065
2022-01-05,74.49814241
2022-01-06,73.3821965
2022-01-07,69.2568893
2022-01-08,68.73578544
2022-01-09,62.00199846
2022-01-10,60.78184366
2022-01-11,67.42209285
2022-01-12,74.08177172
2022-01-13,75.44206275
2022-01-14,69.54775586
2022-01-15,68.98967006
2022-01-16,65.73877614
2022-01-17,66.98484848
2022-01-18,64.5273909
2022-01-19,71.02131933
2022-01-20,69.09770381
2022-01-21,68.85374628
2022-01-22,66.33129957
2022-01-23,61.45693928
2022-01-24,63.95797798
2022-01-25,66.48034056
2022-01-26,63.12525284
2022-01-27,60.02879581
2022-01-28,62.52147713
2022-01-29,64.11530723
2022-01-30,69.83942499
2022-01-31,69.70009285
2022-02-01,67.32871866
2022-02-02,64.77517818
2022-02-03,62.9050288
2022-02-04,66.8319097
2022-02-05,79.62361046
2022-02-06,70.04251415
2022-02-07,64.3372543
2022-02-08,67.19828927
2022-02-09,70.85811332
2022-02-10,70.13466915
2022-02-11,67.83819018
2022-02-12,61.94436718
2022-02-13,66.02426584
2022-02-14,65.41776469
2022-02-15,66.01165644
2022-02-16,64.58049922
2022-02-17,61.37492279
2022-02-18,59.19055781
2022-02-19,60.93319806
2022-02-20,59.71663087
2022-02-21,58.69194902
2022-02-22,60.56042086
2022-02-23,63.88792971
2022-02-24,68.29144179
2022-02-25,68.43297045
2022-02-26,70.24334365
2022-02-27,64.47210234
2022-02-28,64.40691158
2022-03-01,67.07297921
2022-03-02,72.4707995
2022-03-03,70.04774454
2022-03-04,69.8260468
2022-03-05,63.64131117
2022-03-06,66.3851425
2022-03-07,72.39683525
2022-03-08,69.5017209
2022-03-09,66.07990166
2022-03-10,68.03148148
2022-03-11,68.96130153
2022-03-12,67.23674912
2022-03-13,63.17385807
2022-03-14,63.68256426
2022-03-15,74.135363
2022-03-16,76.71350336
2022-03-17,68.39915966
2022-03-18,87.02757868
2022-03-19,64.8249341
2022-03-20,65.21490819
2022-03-21,72.4250039
2022-03-22,76.83493639
2022-03-23,68.09937888
2022-03-24,68.88231631
2022-03-25,68.02101494
2022-03-26,68.32667395
2022-03-27,66.56591087
2022-03-28,70.55330342
2022-03-29,68.87895226
2022-03-30,65.88927119
2022-03-31,66.79061428
2022-04-01,65.73721039
2022-04-02,61.65077867
2022-04-03,59.57734205
2022-04-04,63.79740629
2022-04-05,61.32660037
2022-04-06,63.25506388
2022-04-07,64.01619433
2022-04-08,62.42142632
2022-04-09,63.87494167
2022-04-10,65.57537885
2022-04-11,61.19404374
2022-04-12,58.19903816
2022-04-13,57.91302281
2022-04-14,64.40121723
2022-04-15,61.98084411
2022-04-16,61.39522174
2022-04-17,58.48888198
2022-04-18,63.61149606
2022-04-19,78.49414885
2022-04-20,80.12873599
2022-04-21,62.01399046
2022-04-22,66.52167134
2022-04-23,59.03594412
2022-04-24,61.72681626
2022-04-25,63.11888994
2022-04-26,65.02737342
2022-04-27,67.488168
2022-04-28,67.45699433
2022-04-29,68.72365119
2022-04-30,69.10428481
2022-05-01,68.76085253
2022-05-02,59.85860333
2022-05-03,57.25153858
2022-05-04,63.40987536
2022-05-05,68.39666402
2022-05-06,65.2444092
2022-05-07,62.62464046
2022-05-08,66.14684983
2022-05-09,73.43696529
2022-05-10,79.95022552
2022-05-11,72.15588514
2022-05-12,93.94553975
2022-05-13,91.06675043
2022-05-14,69.86868687
2022-05-15,64.9306726
2022-05-16,68.19449746
2022-05-17,64.04630072
2022-05-18,69.31268012
2022-05-19,66.92375654
2022-05-20,64.08498538
2022-05-21,65.21185065
2022-05-22,60.86426005
2022-05-23,60.96880527
2022-05-24,64.88129733
2022-05-25,61.13527981
2022-05-26,56.97866054
2022-05-27,58.9237697
2022-05-28,64.42474862
2022-05-29,62.2636024
2022-05-30,56.23884514
2022-05-31,66.69264562
2022-06-01,58.69602876
2022-06-02,54.76684527
2022-06-03,54.02167889
2022-06-04,53.56798915
2022-06-05,51.74709547
2022-06-06,57.77597515
2022-06-07,55.90716804
2022-06-08,53.76406595
2022-06-09,56.45144628
2022-06-10,60.95692725
2022-06-11,62.74565292
2022-06-12,59.2673403
2022-06-13,73.06546701
2022-06-14,70.81050983
2022-06-15,66.18869565
2022-06-16,66.92319588
2022-06-17,65.32623509
2022-06-18,64.5196011
2022-06-19,62.94379268
2022-06-20,60.73820474
2022-06-21,63.76340348
2022-06-22,64.63286648
2022-06-23,60.59691091
2022-06-24,63.21710772
2022-06-25,55.46044511
2022-06-26,53.00677966
2022-06-27,60.85455554
2022-06-28,60.37801205
2022-06-29,62.80513878
2022-06-30,60.51314854
2022-07-01,64.07436096
2022-07-02,65.68156597
2022-07-03,57.56498471
2022-07-04,56.93613054
2022-07-05,56.40497144
2022-07-06,59.17469136
2022-07-07,61.42233993
2022-07-08,58.10544789
2022-07-09,61.5609604
2022-07-10,62.94626636
2022-07-11,53.80058606
2022-07-12,54.64014744
2022-07-13,61.67950717
2022-07-14,64.68272171
2022-07-15,71.8238036
2022-07-16,78.5330335
2022-07-17,71.0
2022-07-18,65.63832094
2022-07-19,63.82087708
2022-07-20,64.12416576
2022-07-21,64.66496756
2022-07-22,68.33642548
2022-07-23,63.89296778
2022-07-24,63.45227308
2022-07-25,82.60938233
2022-07-26,152.75
2022-07-27,69.54080522
2022-07-28,65.12131097
2022-07-29,70.94005916
2022-07-30,70.5816851
2022-07-31,69.23629549
2022-08-01,85.517932
2022-08-02,68.60828421
2022-08-03,74.5447679
2022-08-04,116.57223353
2022-08-05,67.64536937
2022-08-06,70.01769773
2022-08-07,68.67596899
2022-08-08,62.10820489
2022-08-09,60.53065406
2022-08-10,61.47466667
2022-08-11,57.39990497
2022-08-12,59.79347312
2022-08-13,61.4315047
2022-08-14,58.76559038
2022-08-15,57.13444976
2022-08-16,59.55680928
2022-08-17,61.90058852
2022-08-18,62.25662043
2022-08-19,59.91560102
2022-08-20,60.71493782
2022-08-21,60.17130284
2022-08-22,54.56353768
2022-08-23,55.90807493
2022-08-24,55.7568734
2022-08-25,57.87165862
2022-08-26,55.94901395
2022-08-27,57.33932008
2022-08-28,55.59512742
2022-08-29,52.68594911
2022-08-30,53.2482692
2022-08-31,53.69744
2022-09-01,57.71526669
2022-09-02,60.77689496
2022-09-03,64.20629032
2022-09-04,71.99393843
2022-09-05,61.56068708
2022-09-06,58.89886563
2022-09-07,55.87632679
2022-09-08,58.76064844
2022-09-09,65.37938994
2022-09-10,61.55757776
2022-09-11,60.00428619
2022-09-12,58.65453944
2022-09-13,65.15105541
2022-09-14,74.81993569
2022-09-15,68.38055597
2022-09-16,68.07698816
2022-09-17,71.94151473
2022-09-18,48.47980365
2022-09-19,46.68182456
2022-09-20,46.90879798
2022-09-21,47.39013326
2022-09-22,45.52936242
2022-09-23,50.14636529
2022-09-24,53.38839286
2022-09-25,46.34905134
2022-09-26,48.32246782
2022-09-27,46.16090183
2022-09-28,44.12049707
2022-09-29,47.80752027
2022-09-30,49.33803407
2022-10-01,45.59058428
2022-10-02,47.05170732
2022-10-03,43.47939081
2022-10-04,44.8942793
2022-10-05,47.59932848
2022-10-06,55.0041917
2022-10-07,51.59389868
2022-10-08,56.15943646
2022-10-09,49.90268082
2022-10-10,51.42205164
2022-10-11,46.63567839
2022-10-12,43.91708543
2022-10-13,45.2537376
2022-10-14,42.47947501
2022-10-15,39.62578485
2022-10-16,33.49769456
2022-10-17,38.44856025
2022-10-18,36.27734375
2022-10-19,35.76153201
2022-10-20,40.92993719
2022-10-21,39.99748779
2022-10-22,35.93538934
2022-10-23,36.93159291
2022-10-24,36.76980337
2022-10-25,38.46798098
2022-10-26,42.87008094
2022-10-27,47.16001117
2022-10-28,37.68036913
2022-10-29,38.92125874
2022-10-30,39.75055804
2022-10-31,39.88954057
2022-11-01,41.32870954
2022-11-02,37.98602571
2022-11-03,41.05255066
2022-11-04,39.65680804
2022-11-05,39.20371664
2022-11-06,36.81794085
2022-11-07,41.53459821
2022-11-08,45.12198186
2022-11-09,48.71830395
2022-11-10,45.39463762
2022-11-11,45.06796252
2022-11-12,41.99581473
2022-11-13,43.85847741
2022-11-14,44.05078834
2022-11-15,45.68410013
2022-11-16,45.59020979
2022-11-17,47.89677329
2022-11-18,44.60078223
2022-11-19,40.30369853
2022-11-20,37.3717716
2022-11-21,36.76741589
2022-11-22,37.01104895
2022-11-23,40.78212134
2022-11-24,46.37803517
2022-11-25,45.15231973
2022-11-26,44.4773013
2022-11-27,40.0266797
2022-11-28,52.89226481
2022-11-29,41.5538311
2022-11-30,38.50286673
2022-12-01,37.1504956
2022-12-02,46.60108832
2022-12-03,45.12034064
2022-12-04,45.53508527
2022-12-05,39.66223404
2022-12-06,37.79483961
2022-12-07,36.17413428
2022-12-08,35.62756598
2022-12-09,167.84717562
2022-12-10,45.67620377
2022-12-11,58.14790503
2022-12-12,58.51802683
2022-12-13,43.33743532
2022-12-14,39.26176183
2022-12-15,38.86221353
2022-12-16,46.1103352
2022-12-17,39.53929918
2022-12-18,29.72717118
2022-12-19,37.11739252
2022-12-20,36.12541853
2022-12-21,37.0022337
2022-12-22,37.37601003
2022-12-23,41.83579387
2022-12-24,38.81384315
2022-12-25,35.75027902
2022-12-26,36.84627199
2022-12-27,36.11850196
2022-12-28,36.8508295
2022-12-29,34.54391845
2022-12-30,36.95757745
2022-12-31,33.64331566
2023-01-01,25.54182934
2023-01-02,30.31752894
2023-01-03,33.14327567
2023-01-04,40.08089261
2023-01-05,56.58073536
2023-01-06,37.88687151
2023-01-07,38.78486668
2023-01-08,71.63237962
2023-01-09,42.53160318
2023-01-10,39.38947809
2023-01-11,38.19706499
2023-01-12,40.63806596
2023-01-13,38.55989947
2023-01-14,42.83389121
2023-01-15,39.91379793
2023-01-16,40.16773743
2023-01-17,37.83000976
2023-01-18,37.5713887
2023-01-19,35.4797486
2023-01-20,37.57882254
2023-01-21,36.539718
2023-01-22,32.69734637
2023-01-23,33.3859037
2023-01-24,36.14596707
2023-01-25,35.16876222
2023-01-26,37.86226626
2023-01-27,42.24003914
2023-01-28,35.14339517
2023-01-29,34.97499651
2023-01-30,39.40583147
2023-01-31,38.83331007
2023-02-01,38.30353401
2023-02-02,40.58479205
2023-02-03,38.22703761
2023-02-04,40.35438793
2023-02-05,42.65727044
2023-02-06,40.21529231
2023-02-07,41.18005036
2023-02-08,40.30410422
2023-02-09,38.5769392
2023-02-10,39.78822545
2023-02-11,35.75984912
2023-02-12,36.24001118
2023-02-13,36.72649811
2023-02-14,42.16508114
2023-02-15,41.45623602
2023-02-16,42.13970383
2023-02-17,41.25264196
2023-02-18,36.68997046
2023-02-19,35.5153857
2023-02-20,39.4348436
2023-02-21,42.31918482
2023-02-22,41.62598647
2023-02-23,43.12545659
2023-02-24,42.87085392
2023-02-25,37.49395388
2023-02-26,39.50920073
2023-02-27,40.57269031
2023-02-28,38.27500352
2023-03-01,41.67237988
2023-03-02,44.89026623
2023-03-03,45.27722214
2023-03-04,38.56668542
2023-03-05,35.7636236
2023-03-06,39.4658324
2023-03-07,39.32251265
2023-03-08,36.8679803
2023-03-09,39.49036975
2023-03-10,40.07568483
2023-03-11,39.52965983
2023-03-12,37.64172176
2023-03-13,56.66217544
2023-03-14,45.22056758
2023-03-15,43.3582594
2023-03-16,38.51088636
2023-03-17,43.71205734
2023-03-18,41.90506951
2023-03-19,39.19890357
2023-03-20,45.80860909
2023-03-21,44.60238932
2023-03-22,44.75270175
2023-03-23,47.86894707
2023-03-24,47.32032018
2023-03-25,46.11991014
2023-03-26,43.25470373
2023-03-27,47.50428672
2023-03-28,46.17437772
2023-03-29,47.64712498
2023-03-30,52.33534701
2023-03-31,51.62563167
2023-04-01,42.98144504
2023-04-02,40.01929849
2023-04-03,43.42102289
2023-04-04,45.15482125
2023-04-05,48.95384834
2023-04-06,44.82301644
2023-04-07,45.62156418
2023-04-08,38.21962617
2023-04-09,36.54378992
2023-04-10,42.2065402
2023-04-11,47.64820847
2023-04-12,45.18657355
2023-04-13,51.28457283
2023-04-14,54.97887525
2023-04-15,54.70883191
2023-04-16,40.222238
2023-04-17,42.61146497
2023-04-18,44.29951896
2023-04-19,44.95904533
2023-04-20,43.86893411
2023-04-21,40.94012398
2023-04-22,34.5240297
2023-04-23,33.47286496
2023-04-24,37.07670733
2023-04-25,39.35813562
2023-04-26,40.29515789
2023-04-27,40.57383966
2023-04-28,42.40429715
2023-04-29,38.57120765
2023-04-30,39.58472554
2023-05-01,43.9009706
2023-05-02,43.59400928
2023-05-03,42.42450704
2023-05-04,44.37540362
2023-05-05,52.57693926
2023-05-06,47.84231256
2023-05-07,43.52530934
2023-05-08,47.45214336
2023-05-09,47.56186727
2023-05-10,44.67356128
2023-05-11,45.36509514
2023-05-12,47.05594911
2023-05-13,42.10720339
2023-05-14,40.4809983
2023-05-15,43.70139771
2023-05-16,45.35460192
2023-05-17,45.94231585
2023-05-18,43.62584364
2023-05-19,44.74774139
2023-05-20,54.7374121
2023-05-21,47.64735729
2023-05-22,44.49184248
2023-05-23,47.63518466
2023-05-24,43.56496063
2023-05-25,45.19803094
2023-05-26,44.77949438
2023-05-27,43.66853775
2023-05-28,40.68906031
2023-05-29,46.38211725
2023-05-30,51.52308559
2023-05-31,47.11519504
2023-06-01,41.96069869
2023-06-02,53.94217207
2023-06-03,45.75468244
2023-06-04,40.29026798
2023-06-05,57.08283856
2023-06-06,48.71952079
2023-06-07,50.20538863
2023-06-08,41.92355518
2023-06-09,50.34267606
2023-06-10,58.21815623
2023-06-11,50.11289641
2023-06-12,42.42855132
2023-06-13,42.73696049
2023-06-14,47.32821308
2023-06-15,51.27648797
2023-06-16,59.10800562
2023-06-17,47.74950994
2023-06-18,60.16797642
2023-06-19,53.31877545
2023-06-20,54.67963483
2023-06-21,51.24484933
2023-06-22,46.17416362
2023-06-23,44.34552102
2023-06-24,56.46933896
2023-06-25,47.507385
2023-06-26,45.14848698
2023-06-27,51.651402
2023-06-28,50.45380739
2023-06-29,46.34197981
2023-06-30,51.95957327
2023-07-01,43.97285513
2023-07-02,39.8197756
2023-07-03,46.69628796
2023-07-04,41.25773341
2023-07-05,36.1948416
2023-07-06,36.64282703
2023-07-07,39.71637181
2023-07-08,44.34134683
2023-07-09,38.89637233
2023-07-10,48.82303252
2023-07-11,49.62918189
2023-07-12,43.15965677
2023-07-13,52.92511261
2023-07-14,51.53826674
2023-07-15,40.70212465
2023-07-16,40.39208785
2023-07-17,41.56228107
2023-07-18,54.4161055
2023-07-19,47.62014308
2023-07-20,43.06816909
2023-07-21,49.56260504
2023-07-22,38.97301077
2023-07-23,38.3454113
2023-07-24,42.66484823
2023-07-25,39.15294118
2023-07-26,44.90255837
2023-07-27,41.23425693
2023-07-28,42.78723404
2023-07-29,39.97496153
2023-07-30,43.3575028
2023-07-31,46.9670345
2023-08-01,49.12079319
2023-08-02,43.46529814
2023-08-03,45.78558432
2023-08-04,51.89079978
2023-08-05,60.43396226
2023-08-06,46.75847576
2023-08-07,46.74194903
2023-08-08,54.02603948
2023-08-09,50.53960257
2023-08-10,42.62426532
2023-08-11,44.32540571
2023-08-12,40.99482228
2023-08-13,36.83834009
2023-08-14,42.84214206
2023-08-15,45.55412587
2023-08-16,47.39079978
2023-08-17,44.26358543
2023-08-18,48.58297157
2023-08-19,46.59442811
2023-08-20,39.2808737
2023-08-21,40.95142777
2023-08-22,42.39236791
2023-08-23,45.07152836
2023-08-24,45.50174948
2023-08-25,42.07501749
2023-08-26,42.94317705
2023-08-27,39.37538505
2023-08-28,39.25325311
2023-08-29,42.51023843
2023-08-30,43.5739703
2023-08-31,42.57906521
2023-09-01,44.93279194
2023-09-02,53.72641774
2023-09-03,56.1580126
2023-09-04,38.99036582
2023-09-05,44.1819073
2023-09-06,51.171737
2023-09-07,46.03845078
2023-09-08,45.41700518
2023-09-09,39.26789968
2023-09-10,36.80400672
2023-09-11,50.62116758
2023-09-12,60.32884777
2023-09-13,144.26826532
2023-09-14,51.34297753
2023-09-15,43.99252574
2023-09-16,40.82372881
2023-09-17,39.34062189
2023-09-18,43.01237345
2023-09-19,43.6425669
2023-09-20,44.2441958
2023-09-21,64.12240896
2023-09-22,42.965764
2023-09-23,39.11229348
2023-09-24,38.64481793
2023-09-25,42.6343033
2023-09-26,43.68723762
2023-09-27,48.29694934
2023-09-28,45.39271198
2023-09-29,45.88149601
2023-09-30,42.80879888
2023-10-01,38.65693533
2023-10-02,41.16194727
2023-10-03,40.97354423
2023-10-04,40.58915595
2023-10-05,41.09355335
2023-10-06,42.9158042
2023-10-07,47.23354298
2023-10-08,40.52804588
2023-10-09,41.96135536
2023-10-10,44.82
2023-10-11,45.75487036
2023-10-12,44.22172452
2023-10-13,46.11501821
