date,Tokens Transferred Between EOA (Mean)
2025-12-05,2.7839702803009856
2025-12-06,0.9637562960541296
2025-12-07,1.388122514434103
2025-12-08,2.9815044915485527
2025-12-09,3.2989210524397445
2025-12-10,3.4385856725088977
2025-12-11,3.678791723414805
2025-12-12,3.7418062762337727
2025-12-13,1.3471556720167157
2025-12-14,2.212123755843732
2025-12-15,3.7798174279229535
2025-12-16,3.670789999002689
2025-12-17,4.915544840375621
2025-12-18,2.6216895790636645
2025-12-19,3.350787403277941
2025-12-20,0.685311531201651
2025-12-21,1.038100507964575
2025-12-22,2.4518912988252284
2025-12-23,3.567744737995969
2025-12-24,2.405973465296212
2025-12-25,1.2939909302591832
2025-12-26,2.728716492837312
2025-12-27,0.9225123893777032
2025-12-28,0.8470071611937809
2025-12-29,1.623273521164625
2025-12-30,2.064543941856237
2025-12-31,2.1444748420678303
2026-01-01,0.7951108036894232
2026-01-02,1.9972614091871888
2026-01-03,0.8958171357187297
2026-01-04,0.8559918939400791
2026-01-05,1.9745192840108248
2026-01-06,2.7995218114239684
2026-01-07,2.42223594359575
2026-01-08,2.367467545418716
2026-01-09,1.7265289947224145
2026-01-10,0.818372916294283
2026-01-11,0.7355887288810216
2026-01-12,1.5473882417804492
2026-01-13,1.5303550642480537
2026-01-14,1.4358923813222522
2026-01-15,1.3499901960200045
2026-01-16,0.9029254587505368
2026-01-17,0.5085627626128706
2026-01-18,0.6926317856360994
2026-01-19,1.2613927316982012
2026-01-20,1.9268407213290883
2026-01-21,2.403637219632197
2026-01-22,2.112707806030308
2026-01-23,1.2122267237183997
2026-01-24,0.4603797534060496
2026-01-25,1.115426635641725
2026-01-26,2.0855308775040675
2026-01-27,1.2697094197320984
2026-01-28,1.1463918637108672
2026-01-29,1.164995645225175
2026-01-30,2.4335358707062382
2026-01-31,2.730567929353848
2026-02-01,1.607642821511484
2026-02-02,3.3298194869746696
2026-02-03,2.831796707368502
2026-02-04,2.575471755450792
2026-02-05,3.893737759447492
2026-02-06,4.178221778870677
2026-02-07,1.060633728722559
2026-02-08,0.9350672983195006
2026-02-09,1.6207252208709249
2026-02-10,1.4804250762931932
2026-02-11,1.2776910116252091
2026-02-12,2.194257851586938
2026-02-13,2.2759243311285378
2026-02-14,0.9187072016624638
2026-02-15,2.9100907930542115
2026-02-16,1.4066028344818196
2026-02-17,2.487033311746502
2026-02-18,1.9419235535835109
2026-02-19,2.119566698531571
2026-02-20,2.813712708603431
2026-02-21,0.8654881384768495
2026-02-22,0.8665996179890247
2026-02-23,2.337921943230251
2026-02-24,2.62736109323062
2026-02-25,2.3120152535787124
2026-02-26,2.6426657615077027
2026-02-27,2.160247529813281
2026-02-28,1.34443342691224
2026-03-01,1.5067189435774544
2026-03-02,2.388873572029832
2026-03-03,2.54121862921632
2026-03-04,3.647068374049657
2026-03-05,2.4548042055812864
2026-03-06,2.161303704743015
2026-03-07,1.0305585527732928
2026-03-08,1.4297002923844708
2026-03-09,2.1100429488146664
2026-03-10,2.119749578515488
2026-03-11,2.1072347921161527
2026-03-12,1.6834002359289777
2026-03-13,1.9248442765043128
2026-03-14,0.6042838181644569
2026-03-15,0.9049274251595892
2026-03-16,2.160510734981962
2026-03-17,1.3950767178882593
2026-03-18,1.383008922946066
2026-03-19,1.1315454433619752
2026-03-20,1.2475843647526677
2026-03-21,0.3292841504371819
2026-03-22,3.039895588313909
2026-03-23,1.1883237336368044
2026-03-24,1.2332018808155456
2026-03-25,1.7039379855030286
2026-03-26,1.4580219399509335
2026-03-27,1.4676143672305146
2026-03-28,0.317135559001897
2026-03-29,0.533719534257733
2026-03-30,1.3912523549324027
2026-03-31,1.1375371747141658
2026-04-01,1.3795615969881407
2026-04-02,0.9873063284564998
2026-04-03,0.4920832320566536
2026-04-04,0.3190926500927852
2026-04-05,0.3758379642211112
2026-04-06,0.983617949106494
2026-04-07,0.9260358493402832
2026-04-08,1.3130344374125436
2026-04-09,0.8561384255231146
2026-04-10,1.281103948607499
