date,Transfer Event Count
2023-04-15,47472
2023-04-16,44749
2023-04-17,56668
2023-04-18,51999
2023-04-19,53714
2023-04-20,52201
2023-04-21,65063
2023-04-22,38439
2023-04-23,34765
2023-04-24,45314
2023-04-25,49643
2023-04-26,56628
2023-04-27,49544
2023-04-28,45644
2023-04-29,35726
2023-04-30,41075
2023-05-01,54838
2023-05-02,50210
2023-05-03,47921
2023-05-04,46586
2023-05-05,45045
2023-05-06,36695
2023-05-07,29606
2023-05-08,49644
2023-05-09,41805
2023-05-10,41760
2023-05-11,42573
2023-05-12,47216
2023-05-13,44747
2023-05-14,30416
2023-05-15,39557
2023-05-16,43801
2023-05-17,49742
2023-05-18,43805
2023-05-19,42030
2023-05-20,31936
2023-05-21,35442
2023-05-22,45876
2023-05-23,43866
2023-05-24,47691
2023-05-25,44048
2023-05-26,41711
2023-05-27,31190
2023-05-28,32540
2023-05-29,37796
2023-05-30,46732
2023-05-31,45324
2023-06-01,41160
2023-06-02,43447
2023-06-03,31215
2023-06-04,29641
2023-06-05,49041
2023-06-06,47369
2023-06-07,44911
2023-06-08,57303
2023-06-09,45086
2023-06-10,89242
2023-06-11,43267
2023-06-12,50307
2023-06-13,50721
2023-06-14,55493
2023-06-15,70888
2023-06-16,52832
2023-06-17,36485
2023-06-18,29476
2023-06-19,39929
2023-06-20,49637
2023-06-21,61119
2023-06-22,53562
2023-06-23,50204
2023-06-24,39044
2023-06-25,39983
2023-06-26,51049
2023-06-27,60576
2023-06-28,61242
2023-06-29,49693
2023-06-30,67586
2023-07-01,47632
2023-07-02,42294
2023-07-03,61599
2023-07-04,51230
2023-07-05,44803
2023-07-06,50920
2023-07-07,57572
2023-07-08,46216
2023-07-09,42898
2023-07-10,55523
2023-07-11,50338
2023-07-12,49870
2023-07-13,60539
2023-07-14,66939
2023-07-15,43203
2023-07-16,40672
2023-07-17,53480
2023-07-18,49605
2023-07-19,49935
2023-07-20,55793
2023-07-21,62001
2023-07-22,56788
2023-07-23,37259
2023-07-24,54302
2023-07-25,43476
2023-07-26,53057
2023-07-27,42019
2023-07-28,38748
2023-07-29,31489
2023-07-30,38377
2023-07-31,68144
2023-08-01,61048
2023-08-02,50144
2023-08-03,47725
2023-08-04,45952
2023-08-05,32531
2023-08-06,34354
2023-08-07,45458
2023-08-08,51432
2023-08-09,47183
2023-08-10,44845
2023-08-11,44572
2023-08-12,33037
2023-08-13,34158
2023-08-14,45206
2023-08-15,48874
2023-08-16,48702
2023-08-17,63697
2023-08-18,63407
2023-08-19,41453
2023-08-20,34734
2023-08-21,46079
2023-08-22,50073
2023-08-23,47257
2023-08-24,44904
2023-08-25,44869
2023-08-26,34101
2023-08-27,44442
2023-08-28,44254
2023-08-29,50275
2023-08-30,42997
2023-08-31,50982
2023-09-01,53493
2023-09-02,35936
2023-09-03,32097
2023-09-04,42160
2023-09-05,47227
2023-09-06,44453
2023-09-07,41467
2023-09-08,44320
2023-09-09,30903
2023-09-10,34563
2023-09-11,51784
2023-09-12,49710
2023-09-13,43025
2023-09-14,42828
2023-09-15,45946
2023-09-16,37075
2023-09-17,33566
2023-09-18,52020
2023-09-19,46575
2023-09-20,43791
2023-09-21,47372
2023-09-22,45947
2023-09-23,33257
2023-09-24,35900
2023-09-25,47826
2023-09-26,44729
2023-09-27,47502
2023-09-28,52503
2023-09-29,53502
2023-09-30,41334
2023-10-01,42852
2023-10-02,61516
2023-10-03,50597
2023-10-04,56845
2023-10-05,54382
2023-10-06,54835
2023-10-07,38209
2023-10-08,37698
2023-10-09,53344
2023-10-10,50557
2023-10-11,55414
2023-10-12,57189
2023-10-13,53985
2023-10-14,43734
2023-10-15,40947
2023-10-16,64532
2023-10-17,56625
2023-10-18,56083
2023-10-19,55992
2023-10-20,59842
2023-10-21,50386
2023-10-22,50691
2023-10-23,73678
2023-10-24,83903
2023-10-25,73508
2023-10-26,67947
2023-10-27,60675
2023-10-28,46425
2023-10-29,44367
2023-10-30,60131
2023-10-31,65200
2023-11-01,67653
2023-11-02,69886
2023-11-03,63058
2023-11-04,48526
2023-11-05,52626
2023-11-06,57850
2023-11-07,61328
2023-11-08,55803
2023-11-09,76895
2023-11-10,68561
2023-11-11,56623
2023-11-12,50657
2023-11-13,58255
2023-11-14,62303
2023-11-15,64509
2023-11-16,66055
2023-11-17,62213
2023-11-18,50870
2023-11-19,50089
2023-11-20,61747
2023-11-21,70960
2023-11-22,63549
2023-11-23,51945
2023-11-24,56685
2023-11-25,46510
2023-11-26,46035
2023-11-27,57109
2023-11-28,56574
2023-11-29,60317
2023-11-30,57222
2023-12-01,62360
2023-12-02,53526
2023-12-03,51925
2023-12-04,73400
2023-12-05,69186
2023-12-06,66068
2023-12-07,69794
2023-12-08,75097
2023-12-09,64875
2023-12-10,57839
2023-12-11,79046
2023-12-12,64300
2023-12-13,61224
2023-12-14,65585
2023-12-15,69410
2023-12-16,51855
2023-12-17,50382
2023-12-18,80660
2023-12-19,61925
2023-12-20,62674
2023-12-21,74711
2023-12-22,81858
2023-12-23,65813
2023-12-24,67800
2023-12-25,65031
2023-12-26,75048
2023-12-27,72201
2023-12-28,78278
2023-12-29,75886
2023-12-30,61572
2023-12-31,64169
2024-01-01,66572
2024-01-02,84377
2024-01-03,81958
2024-01-04,78220
2024-01-05,74795
2024-01-06,56289
2024-01-07,45725
2024-01-08,80229
2024-01-09,80427
2024-01-10,76686
2024-01-11,83648
2024-01-12,82679
2024-01-13,60340
2024-01-14,51178
2024-01-15,64381
2024-01-16,59125
2024-01-17,58823
2024-01-18,67781
2024-01-19,78615
2024-01-20,57743
2024-01-21,57353
2024-01-22,85695
2024-01-23,90520
2024-01-24,73426
2024-01-25,68659
2024-01-26,68404
2024-01-27,55554
2024-01-28,55793
2024-01-29,68661
2024-01-30,69292
2024-01-31,78633
2024-02-01,72062
2024-02-02,73716
2024-02-03,50727
2024-02-04,52734
2024-02-05,69339
2024-02-06,59523
2024-02-07,59414
2024-02-08,55153
2024-02-09,52622
2024-02-10,48724
2024-02-11,50571
2024-02-12,55797
2024-02-13,65551
2024-02-14,71427
2024-02-15,70157
2024-02-16,69943
2024-02-17,57378
2024-02-18,56810
2024-02-19,71383
2024-02-20,74130
2024-02-21,64388
2024-02-22,60122
2024-02-23,62479
2024-02-24,51447
2024-02-25,55849
2024-02-26,70046
2024-02-27,74791
2024-02-28,81111
2024-02-29,79767
2024-03-01,77718
2024-03-02,62345
2024-03-03,65130
2024-03-04,77779
2024-03-05,88772
2024-03-06,78885
2024-03-07,73262
2024-03-08,71214
2024-03-09,60926
2024-03-10,62279
2024-03-11,76301
2024-03-12,75618
2024-03-13,74685
2024-03-14,82542
2024-03-15,94111
2024-03-16,75579
2024-03-17,72780
2024-03-18,79124
2024-03-19,95161
2024-03-20,89422
2024-03-21,75153
2024-03-22,74882
2024-03-23,60815
2024-03-24,61007
2024-03-25,81763
2024-03-26,79821
2024-03-27,77737
2024-03-28,76237
2024-03-29,75399
2024-03-30,63903
2024-03-31,63225
2024-04-01,79465
2024-04-02,96586
2024-04-03,79622
2024-04-04,83246
2024-04-05,80963
2024-04-06,62271
2024-04-07,60487
2024-04-08,77799
2024-04-09,78914
2024-04-10,83364
2024-04-11,79332
2024-04-12,91708
2024-04-13,95391
2024-04-14,95872
2024-04-15,94466
2024-04-16,93775
2024-04-17,80189
2024-04-18,84633
2024-04-19,92855
2024-04-20,67594
2024-04-21,66201
2024-04-22,78600
2024-04-23,75520
2024-04-24,78470
2024-04-25,77331
2024-04-26,78046
2024-04-27,69283
2024-04-28,60255
2024-04-29,76360
2024-04-30,91280
2024-05-01,97380
2024-05-02,83527
2024-05-03,85766
2024-05-04,67889
2024-05-05,63478
2024-05-06,98974
2024-05-07,95873
2024-05-08,84089
2024-05-09,87222
2024-05-10,86409
2024-05-11,59557
2024-05-12,63580
2024-05-13,89139
2024-05-14,83272
2024-05-15,93510
2024-05-16,109549
2024-05-17,100426
2024-05-18,77913
2024-05-19,70806
2024-05-20,99459
2024-05-21,115498
2024-05-22,96437
2024-05-23,98503
2024-05-24,88583
2024-05-25,75794
2024-05-26,72828
2024-05-27,75535
2024-05-28,78081
2024-05-29,81499
2024-05-30,80495
2024-05-31,79638
2024-06-01,65101
2024-06-02,61634
2024-06-03,74865
2024-06-04,76894
2024-06-05,75023
2024-06-06,67611
2024-06-07,77171
2024-06-08,65298
2024-06-09,60507
2024-06-10,76838
2024-06-11,84604
2024-06-12,76795
2024-06-13,79833
2024-06-14,80781
2024-06-15,62818
2024-06-16,60492
2024-06-17,85243
2024-06-18,103981
2024-06-19,75698
2024-06-20,76483
2024-06-21,81720
2024-06-22,66408
2024-06-23,72805
2024-06-24,105018
2024-06-25,97726
2024-06-26,76938
2024-06-27,74857
2024-06-28,92626
2024-06-29,75794
2024-06-30,74860
2024-07-01,85665
2024-07-02,81986
2024-07-03,85237
2024-07-04,94716
2024-07-05,115950
2024-07-06,76970
2024-07-07,77553
2024-07-08,100245
2024-07-09,83612
2024-07-10,80057
2024-07-11,85153
2024-07-12,86883
2024-07-13,67246
2024-07-14,67601
2024-07-15,88063
2024-07-16,85139
2024-07-17,76571
2024-07-18,72773
2024-07-19,80815
2024-07-20,68856
2024-07-21,68324
2024-07-22,79595
2024-07-23,88509
2024-07-24,82051
2024-07-25,98172
2024-07-26,87651
2024-07-27,73208
2024-07-28,67603
2024-07-29,92961
2024-07-30,80732
2024-07-31,85679
2024-08-01,93162
2024-08-02,100994
2024-08-03,104008
2024-08-04,103587
2024-08-05,164535
2024-08-06,114655
2024-08-07,108934
2024-08-08,100557
2024-08-09,91598
2024-08-10,74182
2024-08-11,76891
2024-08-12,92367
2024-08-13,91200
2024-08-14,85555
2024-08-15,84208
2024-08-16,92457
2024-08-17,65097
2024-08-18,67474
2024-08-19,84457
2024-08-20,103814
2024-08-21,92629
2024-08-22,91145
2024-08-23,107603
2024-08-24,93581
2024-08-25,81746
2024-08-26,95786
2024-08-27,106665
2024-08-28,111528
2024-08-29,105340
2024-08-30,118104
2024-08-31,82826
2024-09-01,95082
2024-09-02,89104
2024-09-03,102016
2024-09-04,106011
2024-09-05,88218
2024-09-06,112176
2024-09-07,100176
2024-09-08,102778
2024-09-09,101950
2024-09-10,92005
2024-09-11,101485
2024-09-12,99215
2024-09-13,112658
2024-09-14,98950
2024-09-15,118761
2024-09-16,94788
2024-09-17,87067
2024-09-18,80638
2024-09-19,80630
2024-09-20,75650
2024-09-21,58549
2024-09-22,58771
2024-09-23,74294
2024-09-24,69910
2024-09-25,70173
2024-09-26,76462
2024-09-27,85867
2024-09-28,78552
2024-09-29,70504
2024-09-30,94395
2024-10-01,105687
2024-10-02,94359
2024-10-03,99077
2024-10-04,100171
2024-10-05,75440
2024-10-06,66376
2024-10-07,86764
2024-10-08,77750
2024-10-09,78296
2024-10-10,89460
2024-10-11,79209
2024-10-12,80644
2024-10-13,76580
2024-10-14,87147
2024-10-15,92217
2024-10-16,85409
2024-10-17,75199
2024-10-18,68885
2024-10-19,63244
2024-10-20,67602
2024-10-21,86480
2024-10-22,84068
2024-10-23,87888
2024-10-24,87693
2024-10-25,105127
2024-10-26,79538
2024-10-27,65955
2024-10-28,87557
2024-10-29,100910
2024-10-30,87870
2024-10-31,97439
2024-11-01,103396
2024-11-02,76970
2024-11-03,100858
2024-11-04,104452
2024-11-05,117193
2024-11-06,130175
2024-11-07,108609
2024-11-08,101438
2024-11-09,89412
2024-11-10,100714
2024-11-11,111095
2024-11-12,114243
2024-11-13,103656
2024-11-14,106854
2024-11-15,106260
2024-11-16,94947
2024-11-17,93084
2024-11-18,105209
2024-11-19,101601
2024-11-20,113702
2024-11-21,119744
2024-11-22,115211
2024-11-23,100311
2024-11-24,99171
2024-11-25,112964
2024-11-26,117321
2024-11-27,115047
2024-11-28,108545
2024-11-29,122045
2024-11-30,109840
2024-12-01,103758
2024-12-02,122758
2024-12-03,121077
2024-12-04,123042
2024-12-05,134379
2024-12-06,118674
2024-12-07,98320
2024-12-08,98882
2024-12-09,116307
2024-12-10,114899
2024-12-11,105341
2024-12-12,106884
2024-12-13,104279
2024-12-14,101448
2024-12-15,98542
2024-12-16,117675
2024-12-17,116995
2024-12-18,131004
2024-12-19,143937
2024-12-20,148332
2024-12-21,118145
2024-12-22,106280
2024-12-23,125158
2024-12-24,111199
2024-12-25,94811
2024-12-26,105570
2024-12-27,119067
2024-12-28,106769
2024-12-29,114338
2024-12-30,138876
2024-12-31,130288
2025-01-01,91467
2025-01-02,108359
2025-01-03,121843
2025-01-04,105094
2025-01-05,101878
2025-01-06,115049
2025-01-07,130816
2025-01-08,141908
2025-01-09,142956
2025-01-10,145742
2025-01-11,111636
2025-01-12,113297
2025-01-13,155329
2025-01-14,131311
2025-01-15,136213
2025-01-16,133808
2025-01-17,133974
2025-01-18,161960
2025-01-19,169117
2025-01-20,177149
2025-01-21,151392
2025-01-22,144355
2025-01-23,152592
2025-01-24,137871
2025-01-25,116655
2025-01-26,128427
2025-01-27,167153
2025-01-28,149454
2025-01-29,160379
2025-01-30,158231
2025-01-31,174918
2025-02-01,164207
2025-02-02,186415
2025-02-03,209232
2025-02-04,233215
2025-02-05,186164
2025-02-06,190116
2025-02-07,193815
2025-02-08,148226
2025-02-09,159129
2025-02-10,200924
2025-02-11,229222
2025-02-12,186523
2025-02-13,184126
2025-02-14,185073
2025-02-15,135150
2025-02-16,131607
2025-02-17,153973
2025-02-18,193489
2025-02-19,173894
2025-02-20,181106
2025-02-21,196753
2025-02-22,155614
2025-02-23,139284
2025-02-24,205276
2025-02-25,263090
2025-02-26,207691
2025-02-27,206006
2025-02-28,252040
2025-03-01,177067
2025-03-02,175008
2025-03-03,234175
2025-03-04,249090
2025-03-05,203011
2025-03-06,227904
2025-03-07,230260
2025-03-08,165579
2025-03-09,180227
2025-03-10,237442
2025-03-11,256320
2025-03-12,216092
2025-03-13,195575
2025-03-14,187770
2025-03-15,142153
2025-03-16,144709
2025-03-17,184174
2025-03-18,182059
2025-03-19,194262
2025-03-20,192306
2025-03-21,184072
2025-03-22,139850
2025-03-23,136454
2025-03-24,206496
2025-03-25,211196
2025-03-26,208195
2025-03-27,206632
2025-03-28,238174
2025-03-29,198690
2025-03-30,165674
2025-03-31,232735
2025-04-01,224156
2025-04-02,242440
2025-04-03,271157
2025-04-04,234978
2025-04-05,153993
2025-04-06,210028
2025-04-07,324026
2025-04-08,290209
2025-04-09,283594
2025-04-10,274728
2025-04-11,268241
2025-04-12,208370
2025-04-13,185763
2025-04-14,231308
2025-04-15,232803
2025-04-16,218787
2025-04-17,213387
2025-04-18,188535
2025-04-19,222694
2025-04-20,156367
2025-04-21,232733
2025-04-22,248780
2025-04-23,267464
2025-04-24,326009
2025-04-25,311900
2025-04-26,228963
2025-04-27,191128
2025-04-28,253045
2025-04-29,253968
2025-04-30,255465
2025-05-01,241047
2025-05-02,219168
2025-05-03,175677
2025-05-04,171269
2025-05-05,227664
2025-05-06,243230
2025-05-07,239284
2025-05-08,246813
2025-05-09,254117
2025-05-10,193809
2025-05-11,183013
2025-05-12,226532
2025-05-13,229873
2025-05-14,229860
2025-05-15,249124
2025-05-16,240905
2025-05-17,226601
2025-05-18,201780
2025-05-19,256552
2025-05-20,256917
2025-05-21,242841
2025-05-22,245521
2025-05-23,252401
2025-05-24,213226
2025-05-25,211619
2025-05-26,263300
2025-05-27,269980
2025-05-28,263928
2025-05-29,235498
2025-05-30,245025
2025-05-31,219235
2025-06-01,252899
2025-06-02,257601
2025-06-03,236131
2025-06-04,222205
2025-06-05,255037
2025-06-06,269541
2025-06-07,242978
2025-06-08,230613
2025-06-09,257470
2025-06-10,265069
2025-06-11,257166
2025-06-12,254186
2025-06-13,289009
2025-06-14,199649
2025-06-15,200803
2025-06-16,255322
2025-06-17,287919
2025-06-18,271057
2025-06-19,235952
2025-06-20,256357
2025-06-21,232388
2025-06-22,262002
2025-06-23,273308
2025-06-24,224979
2025-06-25,220753
2025-06-26,243917
2025-06-27,266752
2025-06-28,190799
2025-06-29,193812
2025-06-30,255155
2025-07-01,289034
2025-07-02,287784
2025-07-03,284044
2025-07-04,268619
2025-07-05,206418
2025-07-06,188896
2025-07-07,250586
2025-07-08,252184
2025-07-09,262397
2025-07-10,266195
2025-07-11,277357
2025-07-12,247969
2025-07-13,214271
2025-07-14,261628
2025-07-15,266550
2025-07-16,263252
2025-07-17,251605
2025-07-18,262853
2025-07-19,229663
2025-07-20,249004
2025-07-21,302982
2025-07-22,317789
2025-07-23,312396
2025-07-24,323285
2025-07-25,337577
2025-07-26,233613
2025-07-27,253020
2025-07-28,323312
2025-07-29,292780
2025-07-30,243167
2025-07-31,271494
2025-08-01,370183
2025-08-02,272662
2025-08-03,229811
2025-08-04,295767
2025-08-05,295469
2025-08-06,300265
2025-08-07,312798
2025-08-08,324657
2025-08-09,313074
2025-08-10,277363
2025-08-11,337996
2025-08-12,335514
2025-08-13,344244
2025-08-14,352477
2025-08-15,387514
2025-08-16,270662
2025-08-17,260329
2025-08-18,354896
2025-08-19,360350
2025-08-20,341571
2025-08-21,348127
2025-08-22,357552
2025-08-23,325669
2025-08-24,318432
2025-08-25,371245
2025-08-26,363217
2025-08-27,322301
2025-08-28,376689
2025-08-29,397656
2025-08-30,275421
2025-08-31,360852
2025-09-01,373825
2025-09-02,410605
2025-09-03,397469
2025-09-04,353208
2025-09-05,384260
2025-09-06,250215
2025-09-07,246161
2025-09-08,335331
2025-09-09,346052
2025-09-10,368732
2025-09-11,380181
2025-09-12,380362
2025-09-13,349453
2025-09-14,311119
2025-09-15,358337
2025-09-16,349991
2025-09-17,378206
2025-09-18,376270
2025-09-19,398585
2025-09-20,411464
2025-09-21,307537
2025-09-22,416027
2025-09-23,390995
2025-09-24,371602
2025-09-25,431400
2025-09-26,418657
2025-09-27,316545
2025-09-28,325098
2025-09-29,471174
2025-09-30,466550
2025-10-01,497356
2025-10-02,490699
2025-10-03,431096
2025-10-04,325731
2025-10-05,351813
2025-10-06,377966
2025-10-07,402581
2025-10-08,438625
2025-10-09,417892
2025-10-10,408939
2025-10-11,419657
2025-10-12,376955
2025-10-13,405934
2025-10-14,413171
2025-10-15,405955
2025-10-16,383065
2025-10-17,408222
2025-10-18,303225
2025-10-19,291034
2025-10-20,336585
2025-10-21,386549
2025-10-22,399717
2025-10-23,413143
2025-10-24,426126
2025-10-25,306818
2025-10-26,294659
2025-10-27,399755
2025-10-28,424521
2025-10-29,399845
2025-10-30,409751
2025-10-31,432213
2025-11-01,325995
2025-11-02,302154
2025-11-03,438421
2025-11-04,448575
2025-11-05,461523
2025-11-06,498219
2025-11-07,511723
2025-11-08,361265
2025-11-09,320923
2025-11-10,477023
2025-11-11,469982
2025-11-12,450974
2025-11-13,460433
2025-11-14,488016
2025-11-15,385665
2025-11-16,383302
2025-11-17,477519
2025-11-18,514825
2025-11-19,461752
2025-11-20,464911
2025-11-21,502142
2025-11-22,375707
2025-11-23,365749
2025-11-24,505147
2025-11-25,541347
2025-11-26,545876
2025-11-27,463461
2025-11-28,497076
2025-11-29,628226
2025-11-30,327492
2025-12-01,549155
2025-12-02,513445
2025-12-03,535345
2025-12-04,506635
2025-12-05,519055
2025-12-06,362028
2025-12-07,265896
2025-12-08,322086
2025-12-09,417362
2025-12-10,442817
2025-12-11,491205
2025-12-12,423577
2025-12-13,345210
2025-12-14,340612
2025-12-15,516121
2025-12-16,531900
2025-12-17,538081
2025-12-18,512148
2025-12-19,513437
2025-12-20,486820
2025-12-21,558824
2025-12-22,555732
2025-12-23,652390
2025-12-24,612619
2025-12-25,658497
2025-12-26,703377
2025-12-27,738473
2025-12-28,574231
2025-12-29,827244
2025-12-30,792074
2025-12-31,919659
2026-01-01,840463
2026-01-02,848306
2026-01-03,857889
2026-01-04,728914
2026-01-05,758355
2026-01-06,758866
2026-01-07,726160
2026-01-08,597219
2026-01-09,560220
2026-01-10,434939
2026-01-11,397226
2026-01-12,563282
2026-01-13,595016
2026-01-14,610641
2026-01-15,607464
2026-01-16,545191
2026-01-17,462585
2026-01-18,433792
2026-01-19,606789
2026-01-20,584422
2026-01-21,587921
2026-01-22,589138
2026-01-23,530064
2026-01-24,452059
2026-01-25,453942
2026-01-26,549123
2026-01-27,554623
2026-01-28,536553
2026-01-29,552086
2026-01-30,638822
2026-01-31,549405
2026-02-01,596511
2026-02-02,552082
2026-02-03,552202
2026-02-04,586709
2026-02-05,616166
2026-02-06,606394
2026-02-07,533041
2026-02-08,496470
2026-02-09,629970
2026-02-10,643887
2026-02-11,578434
2026-02-12,607453
2026-02-13,637896
2026-02-14,547960
2026-02-15,505465
2026-02-16,570948
2026-02-17,535567
2026-02-18,529598
2026-02-19,548348
2026-02-20,517568
2026-02-21,400835
2026-02-22,398770
2026-02-23,567451
2026-02-24,589230
2026-02-25,532051
2026-02-26,596397
2026-02-27,591589
2026-02-28,542594
2026-03-01,499160
2026-03-02,601542
2026-03-03,625352
2026-03-04,623511
2026-03-05,585605
2026-03-06,626109
2026-03-07,433258
2026-03-08,427312
2026-03-09,611347
2026-03-10,629726
2026-03-11,631465
2026-03-12,578174
2026-03-13,606155
2026-03-14,460373
2026-03-15,507708
2026-03-16,594817
2026-03-17,604185
2026-03-18,637952
2026-03-19,670632
2026-03-20,667929
2026-03-21,487462
2026-03-22,566321
2026-03-23,595516
2026-03-24,588079
2026-03-25,686993
2026-03-26,602677
2026-03-27,631687
2026-03-28,526721
2026-03-29,554128
2026-03-30,648210
2026-03-31,553484
2026-04-01,729143
2026-04-02,605197
2026-04-03,534040
2026-04-04,409360
2026-04-05,365292
2026-04-06,515400
2026-04-07,604950
2026-04-08,633003
2026-04-09,642386
2026-04-10,643712
2026-04-11,515525
