date,timestamp_utc,KYC'd Exchage Volume,Non-KYC'd Exchange Volume
2014-06-29,2014-06-29T00:00:00Z,0.68059782,3131.47102969
2014-06-30,2014-06-30T00:00:00Z,18.97691245,21938.30614236
2014-07-01,2014-07-01T00:00:00Z,12.74856305,19408.49251043
2014-07-02,2014-07-02T00:00:00Z,24.82344184,8406.5206922
2014-07-03,2014-07-03T00:00:00Z,13.32045091,5822.22707154
2014-07-04,2014-07-04T00:00:00Z,2.95964372,6661.57816655
2014-07-05,2014-07-05T00:00:00Z,3.74096373,3071.41658592
2014-07-06,2014-07-06T00:00:00Z,2.24834956,3423.99742797
2014-07-07,2014-07-07T00:00:00Z,6.46626278,5581.7237276
2014-07-08,2014-07-08T00:00:00Z,1.43869931,2633.52329031
2014-07-09,2014-07-09T00:00:00Z,1.63253635,3451.83303804
2014-07-10,2014-07-10T00:00:00Z,0.64269543,5265.72445403
2014-07-11,2014-07-11T00:00:00Z,1.5033953,4243.50707538
2014-07-12,2014-07-12T00:00:00Z,0.72466053,3924.63833047
2014-07-13,2014-07-13T00:00:00Z,1.01076695,2662.90113184
2014-07-14,2014-07-14T00:00:00Z,1.34438354,4206.72740352
2014-07-15,2014-07-15T00:00:00Z,0.18,3856.46998088
2014-07-16,2014-07-16T00:00:00Z,7.40718445,3489.28163185
2014-07-17,2014-07-17T00:00:00Z,0.96305901,2888.60303294
2014-07-18,2014-07-18T00:00:00Z,12.28947055,5082.30546825
2014-07-19,2014-07-19T00:00:00Z,1.55920444,1205.73020778
2014-07-20,2014-07-20T00:00:00Z,0.50676663,1267.46511076
2014-07-21,2014-07-21T00:00:00Z,0.00063515,2269.26070109
2014-07-22,2014-07-22T00:00:00Z,8.44036665,1715.1683654
2014-07-23,2014-07-23T00:00:00Z,7.49582513,1218.97662576
2014-07-24,2014-07-24T00:00:00Z,17.72326385,9491.08704791
2014-07-25,2014-07-25T00:00:00Z,8.67118091,3966.59695368
2014-07-26,2014-07-26T00:00:00Z,5.06278237,4782.68158656
2014-07-27,2014-07-27T00:00:00Z,0.1545,3012.16007595
2014-07-28,2014-07-28T00:00:00Z,4.09273481,11443.65552495
2014-07-29,2014-07-29T00:00:00Z,2.67828706,4189.37036956
2014-07-30,2014-07-30T00:00:00Z,11.66910091,7353.0731436
2014-07-31,2014-07-31T00:00:00Z,33.04695938,12006.00638553
2014-08-01,2014-08-01T00:00:00Z,3.04581682,9475.7257498
2014-08-02,2014-08-02T00:00:00Z,2.57203495,2552.22852736
2014-08-03,2014-08-03T00:00:00Z,1.78503459,2765.63063591
2014-08-04,2014-08-04T00:00:00Z,4.11032834,2981.33807424
2014-08-05,2014-08-05T00:00:00Z,9.0423468,3861.80868206
2014-08-06,2014-08-06T00:00:00Z,0.0,4059.22123229
2014-08-07,2014-08-07T00:00:00Z,16.81014654,5960.40511559
2014-08-08,2014-08-08T00:00:00Z,0.42726298,3293.17389831
2014-08-09,2014-08-09T00:00:00Z,7.80408715,1530.34759015
2014-08-10,2014-08-10T00:00:00Z,1.65871467,1871.48402658
2014-08-11,2014-08-11T00:00:00Z,0.47791401,7910.16581644
2014-08-12,2014-08-12T00:00:00Z,3.81911972,7128.99393837
2014-08-13,2014-08-13T00:00:00Z,4.34921159,18291.77626654
2014-08-14,2014-08-14T00:00:00Z,31.82821678,41053.71692696
2014-08-15,2014-08-15T00:00:00Z,23.35719953,21465.22376608
2014-08-16,2014-08-16T00:00:00Z,11.01070927,16083.16612053
2014-08-17,2014-08-17T00:00:00Z,2.6513372,14636.97857409
2014-08-18,2014-08-18T00:00:00Z,28.54967633,40767.30582256
2014-08-19,2014-08-19T00:00:00Z,77.75579147,24978.63559696
2014-08-20,2014-08-20T00:00:00Z,13.53052553,30184.61666202
2014-08-21,2014-08-21T00:00:00Z,4.62139147,18019.55152527
2014-08-22,2014-08-22T00:00:00Z,9.62058563,11590.70315417
2014-08-23,2014-08-23T00:00:00Z,0.563896,10062.02992257
2014-08-24,2014-08-24T00:00:00Z,0.7,5627.40932154
2014-08-25,2014-08-25T00:00:00Z,26.75999999,7322.07082176
2014-08-26,2014-08-26T00:00:00Z,0.0,11257.16541034
2014-08-27,2014-08-27T00:00:00Z,1.312091,7706.77971858
2014-08-28,2014-08-28T00:00:00Z,0.02382,5016.91555245
2014-08-29,2014-08-29T00:00:00Z,0.517827,5130.93451282
2014-08-30,2014-08-30T00:00:00Z,0.45841051,4190.93654447
2014-08-31,2014-08-31T00:00:00Z,5.61203945,15267.83923802
2014-09-01,2014-09-01T00:00:00Z,0.09953429,8211.92371453
2014-09-02,2014-09-02T00:00:00Z,3.811e-05,10046.21489658
2014-09-03,2014-09-03T00:00:00Z,0.0,3382.19892702
2014-09-04,2014-09-04T00:00:00Z,3.41005838,10077.53324255
2014-09-05,2014-09-05T00:00:00Z,0.0,5171.02130471
2014-09-06,2014-09-06T00:00:00Z,0.176851,1895.75978614
2014-09-07,2014-09-07T00:00:00Z,1.24003,2079.19939255
2014-09-08,2014-09-08T00:00:00Z,41.14063934,15855.87224677
2014-09-09,2014-09-09T00:00:00Z,0.50774803,9376.83253671
2014-09-10,2014-09-10T00:00:00Z,0.02,8880.86761476
2014-09-11,2014-09-11T00:00:00Z,1.01078475,5113.28339769
2014-09-12,2014-09-12T00:00:00Z,0.0,3458.58872914
2014-09-13,2014-09-13T00:00:00Z,0.14916,7980.79103499
2014-09-14,2014-09-14T00:00:00Z,0.21201223,3122.52620508
2014-09-15,2014-09-15T00:00:00Z,3.07923263,5564.19743466
2014-09-16,2014-09-16T00:00:00Z,2.76320285,5830.41579281
2014-09-17,2014-09-17T00:00:00Z,5.14001826,10015.79923104
2014-09-18,2014-09-18T00:00:00Z,18.1219989,40114.67987467
2014-09-19,2014-09-19T00:00:00Z,1.5,33491.47558691
2014-09-20,2014-09-20T00:00:00Z,0.15591857,30699.10394063
2014-09-21,2014-09-21T00:00:00Z,1.2,19190.66947155
2014-09-22,2014-09-22T00:00:00Z,24.17732816,9473.62787508
2014-09-23,2014-09-23T00:00:00Z,7.70277355,38518.70512954
2014-09-24,2014-09-24T00:00:00Z,3.287,14395.15906107
2014-09-25,2014-09-25T00:00:00Z,4.51108142,15002.50667883
2014-09-26,2014-09-26T00:00:00Z,0.0,10998.80157685
2014-09-27,2014-09-27T00:00:00Z,0.0,6922.75328825
2014-09-28,2014-09-28T00:00:00Z,10.77926916,19564.43028875
2014-09-29,2014-09-29T00:00:00Z,0.71554982,21469.53934347
2014-09-30,2014-09-30T00:00:00Z,6.67925622,16885.43103889
2014-10-01,2014-10-01T00:00:00Z,2.0,10108.81578193
2014-10-02,2014-10-02T00:00:00Z,0.275,11897.92548679
2014-10-03,2014-10-03T00:00:00Z,20.27,21055.64046414
2014-10-04,2014-10-04T00:00:00Z,38.10892394,38757.31063717
2014-10-05,2014-10-05T00:00:00Z,18.72145726,84131.20524166
2014-10-06,2014-10-06T00:00:00Z,53.40589677,56244.01392199
2014-10-07,2014-10-07T00:00:00Z,0.421,28419.29063354
2014-10-08,2014-10-08T00:00:00Z,9.89973773,33148.54384167
2014-10-09,2014-10-09T00:00:00Z,28.11519802,58819.78262065
2014-10-10,2014-10-10T00:00:00Z,7.77771339,31262.09043458
2014-10-11,2014-10-11T00:00:00Z,0.46176373,16673.90098377
2014-10-12,2014-10-12T00:00:00Z,16.64574342,20912.2328697
2014-10-13,2014-10-13T00:00:00Z,20.83296052,42724.22135111
2014-10-14,2014-10-14T00:00:00Z,29.72969308,47243.10056508
2014-10-15,2014-10-15T00:00:00Z,11.22832405,29541.51886987
2014-10-16,2014-10-16T00:00:00Z,16.08419864,30085.07272402
2014-10-17,2014-10-17T00:00:00Z,0.05216062,13829.04144323
2014-10-18,2014-10-18T00:00:00Z,0.95977536,12031.41380826
2014-10-19,2014-10-19T00:00:00Z,0.0,5349.68544154
2014-10-20,2014-10-20T00:00:00Z,0.05,19178.16539947
2014-10-21,2014-10-21T00:00:00Z,10.23525505,16265.56040139
2014-10-22,2014-10-22T00:00:00Z,2.34818826,10618.5333266
2014-10-23,2014-10-23T00:00:00Z,11.95253549,34871.12050179
2014-10-24,2014-10-24T00:00:00Z,7.60272215,16557.42980175
2014-10-25,2014-10-25T00:00:00Z,7.81320052,28960.25226123
2014-10-26,2014-10-26T00:00:00Z,6.12094841,16080.90282028
2014-10-27,2014-10-27T00:00:00Z,0.04323895,15239.16435526
2014-10-28,2014-10-28T00:00:00Z,0.58976372,5062.40764434
2014-10-29,2014-10-29T00:00:00Z,8.87321212,26472.22486205
2014-10-30,2014-10-30T00:00:00Z,7.5604117,56553.95048523
2014-10-31,2014-10-31T00:00:00Z,0.03559,19727.11155728
2014-11-01,2014-11-01T00:00:00Z,5.66358532,24974.99409268
2014-11-02,2014-11-02T00:00:00Z,0.11539963,10099.46113173
2014-11-03,2014-11-03T00:00:00Z,4.96861785,15218.51054951
2014-11-04,2014-11-04T00:00:00Z,16.86843938,18823.36977493
2014-11-05,2014-11-05T00:00:00Z,9.72999417,26963.24964242
2014-11-06,2014-11-06T00:00:00Z,0.04009,24873.44579781
2014-11-07,2014-11-07T00:00:00Z,6.60293077,18854.39388798
2014-11-08,2014-11-08T00:00:00Z,4.81004908,7334.53186932
2014-11-09,2014-11-09T00:00:00Z,19.35630129,37906.6380311
2014-11-10,2014-11-10T00:00:00Z,3.56880397,33065.33656924
2014-11-11,2014-11-11T00:00:00Z,5.42261473,9279.61672218
2014-11-12,2014-11-12T00:00:00Z,219.46096277,103874.4285632
2014-11-13,2014-11-13T00:00:00Z,65.88413005,144950.77991595
2014-11-14,2014-11-14T00:00:00Z,23.16341932,59088.79944609
2014-11-15,2014-11-15T00:00:00Z,10.67866498,43985.64143382
2014-11-16,2014-11-16T00:00:00Z,1.56013,24666.25625622
2014-11-17,2014-11-17T00:00:00Z,25.27114868,47132.74268131
2014-11-18,2014-11-18T00:00:00Z,13.12776296,37172.752388
2014-11-19,2014-11-19T00:00:00Z,0.92561078,17154.96496618
2014-11-20,2014-11-20T00:00:00Z,67.06789777,21885.51007141
2014-11-21,2014-11-21T00:00:00Z,1.642,36251.47466182
2014-11-22,2014-11-22T00:00:00Z,4.05,15563.57133021
2014-11-23,2014-11-23T00:00:00Z,4.76401489,14133.60768722
