Datetime,Miner Depositing Addresses
2025-08-24T00:00:00Z,13965
2025-08-23T00:00:00Z,14900
2025-08-22T00:00:00Z,17125
2025-08-21T00:00:00Z,15890
2025-08-20T00:00:00Z,16112
2025-08-19T00:00:00Z,16982
2025-08-18T00:00:00Z,14812
2025-08-17T00:00:00Z,12698
2025-08-16T00:00:00Z,14234
2025-08-15T00:00:00Z,17247
2025-08-14T00:00:00Z,18199
2025-08-13T00:00:00Z,17913
2025-08-12T00:00:00Z,18075
2025-08-11T00:00:00Z,18592
2025-08-10T00:00:00Z,14118
2025-08-09T00:00:00Z,15202
2025-08-08T00:00:00Z,17654
2025-08-07T00:00:00Z,18574
2025-08-06T00:00:00Z,15855
2025-08-05T00:00:00Z,18018
2025-08-04T00:00:00Z,16207
2025-08-03T00:00:00Z,13106
2025-08-02T00:00:00Z,16067
2025-08-01T00:00:00Z,20617
2025-07-31T00:00:00Z,18531
2025-07-30T00:00:00Z,29572
2025-07-29T00:00:00Z,33186
2025-07-28T00:00:00Z,17964
2025-07-27T00:00:00Z,14893
2025-07-26T00:00:00Z,15036
2025-07-25T00:00:00Z,17454
2025-07-24T00:00:00Z,21816
2025-07-23T00:00:00Z,18677
2025-07-22T00:00:00Z,19058
2025-07-21T00:00:00Z,17951
2025-07-20T00:00:00Z,14745
2025-07-19T00:00:00Z,15506
2025-07-18T00:00:00Z,19393
2025-07-17T00:00:00Z,19459
2025-07-16T00:00:00Z,17451
2025-07-15T00:00:00Z,19530
2025-07-14T00:00:00Z,22480
2025-07-13T00:00:00Z,16198
2025-07-12T00:00:00Z,15860
2025-07-11T00:00:00Z,23467
2025-07-10T00:00:00Z,20791
2025-07-09T00:00:00Z,17046
2025-07-08T00:00:00Z,17478
2025-07-07T00:00:00Z,15561
2025-07-06T00:00:00Z,13733
2025-07-05T00:00:00Z,13555
2025-07-04T00:00:00Z,16393
2025-07-03T00:00:00Z,18056
2025-07-02T00:00:00Z,19030
2025-07-01T00:00:00Z,18929
2025-06-30T00:00:00Z,16380
2025-06-29T00:00:00Z,13431
2025-06-28T00:00:00Z,14001
2025-06-27T00:00:00Z,16788
2025-06-26T00:00:00Z,17922
2025-06-25T00:00:00Z,17081
2025-06-24T00:00:00Z,17957
2025-06-23T00:00:00Z,15086
2025-06-22T00:00:00Z,14371
2025-06-21T00:00:00Z,14416
2025-06-20T00:00:00Z,20535
2025-06-19T00:00:00Z,15691
2025-06-18T00:00:00Z,17149
2025-06-17T00:00:00Z,19455
2025-06-16T00:00:00Z,19101
2025-06-15T00:00:00Z,15062
2025-06-14T00:00:00Z,16014
2025-06-13T00:00:00Z,19870
2025-06-12T00:00:00Z,18936
2025-06-11T00:00:00Z,17754
2025-06-10T00:00:00Z,21199
2025-06-09T00:00:00Z,18400
2025-06-08T00:00:00Z,13863
2025-06-07T00:00:00Z,15404
2025-06-06T00:00:00Z,18028
2025-06-05T00:00:00Z,19037
2025-06-04T00:00:00Z,19286
2025-06-03T00:00:00Z,19911
2025-06-02T00:00:00Z,17643
2025-06-01T00:00:00Z,15783
2025-05-31T00:00:00Z,18184
2025-05-30T00:00:00Z,21339
2025-05-29T00:00:00Z,18191
2025-05-28T00:00:00Z,19699
2025-05-27T00:00:00Z,19727
2025-05-26T00:00:00Z,18103
2025-05-25T00:00:00Z,14580
2025-05-24T00:00:00Z,16941
2025-05-23T00:00:00Z,20835
2025-05-22T00:00:00Z,24305
2025-05-21T00:00:00Z,21404
2025-05-20T00:00:00Z,21550
2025-05-19T00:00:00Z,18458
2025-05-18T00:00:00Z,14843
2025-05-17T00:00:00Z,15729
2025-05-16T00:00:00Z,19138
2025-05-15T00:00:00Z,18550
2025-05-14T00:00:00Z,18766
2025-05-13T00:00:00Z,20434
2025-05-12T00:00:00Z,19101
2025-05-11T00:00:00Z,15672
2025-05-10T00:00:00Z,18382
2025-05-09T00:00:00Z,23712
2025-05-08T00:00:00Z,22679
2025-05-07T00:00:00Z,19218
2025-05-06T00:00:00Z,19493
2025-05-05T00:00:00Z,18533
2025-05-04T00:00:00Z,14817
2025-05-03T00:00:00Z,18359
2025-05-02T00:00:00Z,22238
2025-05-01T00:00:00Z,19640
2025-04-30T00:00:00Z,18991
2025-04-29T00:00:00Z,20148
2025-04-28T00:00:00Z,18460
2025-04-27T00:00:00Z,15130
2025-04-26T00:00:00Z,17036
2025-04-25T00:00:00Z,21437
2025-04-24T00:00:00Z,20518
2025-04-23T00:00:00Z,21132
2025-04-22T00:00:00Z,22331
2025-04-21T00:00:00Z,18402
2025-04-20T00:00:00Z,15679
2025-04-19T00:00:00Z,16980
2025-04-18T00:00:00Z,17901
2025-04-17T00:00:00Z,19681
2025-04-16T00:00:00Z,18366
2025-04-15T00:00:00Z,20569
2025-04-14T00:00:00Z,18278
2025-04-13T00:00:00Z,16144
2025-04-12T00:00:00Z,17817
2025-04-11T00:00:00Z,20747
2025-04-10T00:00:00Z,19419
2025-04-09T00:00:00Z,20470
2025-04-08T00:00:00Z,21114
2025-04-07T00:00:00Z,19009
2025-04-06T00:00:00Z,16150
2025-04-05T00:00:00Z,16297
2025-04-04T00:00:00Z,20901
2025-04-03T00:00:00Z,20250
2025-04-02T00:00:00Z,19253
2025-04-01T00:00:00Z,22484
2025-03-31T00:00:00Z,20069
2025-03-30T00:00:00Z,18626
2025-03-29T00:00:00Z,17504
2025-03-28T00:00:00Z,19896
2025-03-27T00:00:00Z,20497
2025-03-26T00:00:00Z,23666
2025-03-25T00:00:00Z,25467
2025-03-24T00:00:00Z,23390
2025-03-23T00:00:00Z,14577
2025-03-22T00:00:00Z,15977
2025-03-21T00:00:00Z,17885
2025-03-20T00:00:00Z,18346
2025-03-19T00:00:00Z,18319
2025-03-18T00:00:00Z,19365
2025-03-17T00:00:00Z,17270
2025-03-16T00:00:00Z,15215
2025-03-15T00:00:00Z,16377
2025-03-14T00:00:00Z,19796
2025-03-13T00:00:00Z,18471
2025-03-12T00:00:00Z,18695
2025-03-11T00:00:00Z,23243
2025-03-10T00:00:00Z,21855
2025-03-09T00:00:00Z,15507
2025-03-08T00:00:00Z,16732
2025-03-07T00:00:00Z,20697
2025-03-06T00:00:00Z,21368
2025-03-05T00:00:00Z,21644
2025-03-04T00:00:00Z,21835
2025-03-03T00:00:00Z,21003
2025-03-02T00:00:00Z,18264
2025-03-01T00:00:00Z,18690
2025-02-28T00:00:00Z,22982
2025-02-27T00:00:00Z,19492
2025-02-26T00:00:00Z,19994
2025-02-25T00:00:00Z,25915
2025-02-24T00:00:00Z,18533
2025-02-23T00:00:00Z,13417
2025-02-22T00:00:00Z,16836
2025-02-21T00:00:00Z,20569
2025-02-20T00:00:00Z,19069
2025-02-19T00:00:00Z,18904
2025-02-18T00:00:00Z,20409
2025-02-17T00:00:00Z,17273
2025-02-16T00:00:00Z,15661
2025-02-15T00:00:00Z,16123
2025-02-14T00:00:00Z,20458
2025-02-13T00:00:00Z,19619
2025-02-12T00:00:00Z,18716
2025-02-11T00:00:00Z,20243
2025-02-10T00:00:00Z,18016
2025-02-09T00:00:00Z,15105
2025-02-08T00:00:00Z,17110
2025-02-07T00:00:00Z,20636
2025-02-06T00:00:00Z,21695
2025-02-05T00:00:00Z,19550
2025-02-04T00:00:00Z,21842
2025-02-03T00:00:00Z,24346
2025-02-02T00:00:00Z,18431
2025-02-01T00:00:00Z,20548
2025-01-31T00:00:00Z,22476
2025-01-30T00:00:00Z,21456
2025-01-29T00:00:00Z,19974
2025-01-28T00:00:00Z,21383
2025-01-27T00:00:00Z,21281
2025-01-26T00:00:00Z,17118
2025-01-25T00:00:00Z,19337
2025-01-24T00:00:00Z,22079
2025-01-23T00:00:00Z,23347
2025-01-22T00:00:00Z,22908
2025-01-21T00:00:00Z,26459
2025-01-20T00:00:00Z,27936
2025-01-19T00:00:00Z,26066
2025-01-18T00:00:00Z,22144
2025-01-17T00:00:00Z,25425
2025-01-16T00:00:00Z,23744
2025-01-15T00:00:00Z,22848
2025-01-14T00:00:00Z,23558
2025-01-13T00:00:00Z,21432
2025-01-12T00:00:00Z,17041
2025-01-11T00:00:00Z,19555
2025-01-10T00:00:00Z,23208
2025-01-09T00:00:00Z,22203
2025-01-08T00:00:00Z,22390
2025-01-07T00:00:00Z,22694
2025-01-06T00:00:00Z,21983
2025-01-05T00:00:00Z,17426
2025-01-04T00:00:00Z,19509
2025-01-03T00:00:00Z,23484
2025-01-02T00:00:00Z,21317
2025-01-01T00:00:00Z,19069
2024-12-31T00:00:00Z,21966
2024-12-30T00:00:00Z,21469
2024-12-29T00:00:00Z,17716
2024-12-28T00:00:00Z,18908
2024-12-27T00:00:00Z,21056
2024-12-26T00:00:00Z,18411
2024-12-25T00:00:00Z,17296
2024-12-24T00:00:00Z,22525
2024-12-23T00:00:00Z,21215
2024-12-22T00:00:00Z,18514
2024-12-21T00:00:00Z,20126
2024-12-20T00:00:00Z,26410
2024-12-19T00:00:00Z,26834
2024-12-18T00:00:00Z,25170
2024-12-17T00:00:00Z,28787
2024-12-16T00:00:00Z,27491
2024-12-15T00:00:00Z,25419
2024-12-14T00:00:00Z,23256
2024-12-13T00:00:00Z,26799
2024-12-12T00:00:00Z,26725
2024-12-11T00:00:00Z,26446
2024-12-10T00:00:00Z,26917
2024-12-09T00:00:00Z,23543
2024-12-08T00:00:00Z,21487
2024-12-07T00:00:00Z,22060
2024-12-06T00:00:00Z,25860
2024-12-05T00:00:00Z,32101
2024-12-04T00:00:00Z,26688
2024-12-03T00:00:00Z,27012
2024-12-02T00:00:00Z,24703
2024-12-01T00:00:00Z,21453
2024-11-30T00:00:00Z,23337
2024-11-29T00:00:00Z,22652
2024-11-28T00:00:00Z,21669
2024-11-27T00:00:00Z,25588
2024-11-26T00:00:00Z,25211
2024-11-25T00:00:00Z,24514
2024-11-24T00:00:00Z,22305
2024-11-23T00:00:00Z,24872
2024-11-22T00:00:00Z,29103
2024-11-21T00:00:00Z,33163
2024-11-20T00:00:00Z,26822
2024-11-19T00:00:00Z,28141
2024-11-18T00:00:00Z,27936
2024-11-17T00:00:00Z,22463
2024-11-16T00:00:00Z,24225
2024-11-15T00:00:00Z,27457
2024-11-14T00:00:00Z,28978
2024-11-13T00:00:00Z,32913
2024-11-12T00:00:00Z,34849
2024-11-11T00:00:00Z,32558
2024-11-10T00:00:00Z,25918
2024-11-09T00:00:00Z,20641
2024-11-08T00:00:00Z,26189
2024-11-07T00:00:00Z,24611
2024-11-06T00:00:00Z,29985
2024-11-05T00:00:00Z,24371
2024-11-04T00:00:00Z,20809
2024-11-03T00:00:00Z,17486
2024-11-02T00:00:00Z,19837
2024-11-01T00:00:00Z,24114
2024-10-31T00:00:00Z,24638
2024-10-30T00:00:00Z,24557
2024-10-29T00:00:00Z,29201
2024-10-28T00:00:00Z,22023
2024-10-27T00:00:00Z,16404
2024-10-26T00:00:00Z,20112
2024-10-25T00:00:00Z,26753
2024-10-24T00:00:00Z,21253
2024-10-23T00:00:00Z,22191
2024-10-22T00:00:00Z,24498
2024-10-21T00:00:00Z,22510
2024-10-20T00:00:00Z,20253
2024-10-19T00:00:00Z,22689
2024-10-18T00:00:00Z,25478
2024-10-17T00:00:00Z,26175
2024-10-16T00:00:00Z,23460
2024-10-15T00:00:00Z,25490
2024-10-14T00:00:00Z,23997
2024-10-13T00:00:00Z,19844
2024-10-12T00:00:00Z,22270
2024-10-11T00:00:00Z,24257
2024-10-10T00:00:00Z,22875
2024-10-09T00:00:00Z,22330
2024-10-08T00:00:00Z,24464
2024-10-07T00:00:00Z,22151
2024-10-06T00:00:00Z,17776
2024-10-05T00:00:00Z,19056
2024-10-04T00:00:00Z,23138
2024-10-03T00:00:00Z,20876
2024-10-02T00:00:00Z,20353
2024-10-01T00:00:00Z,28009
2024-09-30T00:00:00Z,20673
2024-09-29T00:00:00Z,17880
2024-09-28T00:00:00Z,19153
2024-09-27T00:00:00Z,24645
2024-09-26T00:00:00Z,22238
2024-09-25T00:00:00Z,21565
2024-09-24T00:00:00Z,22535
2024-09-23T00:00:00Z,21120
2024-09-22T00:00:00Z,16461
2024-09-21T00:00:00Z,18160
2024-09-20T00:00:00Z,24132
2024-09-19T00:00:00Z,21842
2024-09-18T00:00:00Z,20836
2024-09-17T00:00:00Z,20858
2024-09-16T00:00:00Z,19859
2024-09-15T00:00:00Z,17353
2024-09-14T00:00:00Z,19326
2024-09-13T00:00:00Z,23143
2024-09-12T00:00:00Z,22626
2024-09-11T00:00:00Z,20849
2024-09-10T00:00:00Z,22061
2024-09-09T00:00:00Z,20473
2024-09-08T00:00:00Z,16787
2024-09-07T00:00:00Z,18636
2024-09-06T00:00:00Z,22575
2024-09-05T00:00:00Z,22008
2024-09-04T00:00:00Z,21951
2024-09-03T00:00:00Z,22974
2024-09-02T00:00:00Z,20457
2024-09-01T00:00:00Z,22027
2024-08-31T00:00:00Z,20087
2024-08-30T00:00:00Z,24121
2024-08-29T00:00:00Z,22897
2024-08-28T00:00:00Z,20606
2024-08-27T00:00:00Z,22306
2024-08-26T00:00:00Z,20154
2024-08-25T00:00:00Z,16900
2024-08-24T00:00:00Z,19636
2024-08-23T00:00:00Z,23197
2024-08-22T00:00:00Z,20490
2024-08-21T00:00:00Z,20890
2024-08-20T00:00:00Z,22571
2024-08-19T00:00:00Z,19842
2024-08-18T00:00:00Z,17358
2024-08-17T00:00:00Z,19574
2024-08-16T00:00:00Z,24290
2024-08-15T00:00:00Z,22492
2024-08-14T00:00:00Z,22810
2024-08-13T00:00:00Z,22619
2024-08-12T00:00:00Z,20046
2024-08-11T00:00:00Z,16404
2024-08-10T00:00:00Z,18952
2024-08-09T00:00:00Z,22844
2024-08-08T00:00:00Z,24767
2024-08-07T00:00:00Z,20856
2024-08-06T00:00:00Z,23017
2024-08-05T00:00:00Z,27623
2024-08-04T00:00:00Z,19447
2024-08-03T00:00:00Z,21283
2024-08-02T00:00:00Z,24770
2024-08-01T00:00:00Z,24847
2024-07-31T00:00:00Z,25073
2024-07-30T00:00:00Z,22517
2024-07-29T00:00:00Z,22241
2024-07-28T00:00:00Z,16887
2024-07-27T00:00:00Z,20852
2024-07-26T00:00:00Z,24262
2024-07-25T00:00:00Z,22163
2024-07-24T00:00:00Z,21130
2024-07-23T00:00:00Z,22763
2024-07-22T00:00:00Z,23980
2024-07-21T00:00:00Z,18790
2024-07-20T00:00:00Z,20360
2024-07-19T00:00:00Z,27055
2024-07-18T00:00:00Z,22592
2024-07-17T00:00:00Z,23026
2024-07-16T00:00:00Z,25286
2024-07-15T00:00:00Z,22644
2024-07-14T00:00:00Z,19131
2024-07-13T00:00:00Z,19610
2024-07-12T00:00:00Z,22885
2024-07-11T00:00:00Z,23274
2024-07-10T00:00:00Z,22216
2024-07-09T00:00:00Z,25376
2024-07-08T00:00:00Z,26714
2024-07-07T00:00:00Z,19387
2024-07-06T00:00:00Z,22392
2024-07-05T00:00:00Z,25878
2024-07-04T00:00:00Z,24306
2024-07-03T00:00:00Z,25070
2024-07-02T00:00:00Z,27530
2024-07-01T00:00:00Z,26532
2024-06-30T00:00:00Z,20247
2024-06-29T00:00:00Z,21507
2024-06-28T00:00:00Z,26132
2024-06-27T00:00:00Z,23778
2024-06-26T00:00:00Z,24529
2024-06-25T00:00:00Z,23235
2024-06-24T00:00:00Z,23399
2024-06-23T00:00:00Z,17900
2024-06-22T00:00:00Z,21357
2024-06-21T00:00:00Z,26323
2024-06-20T00:00:00Z,26531
2024-06-19T00:00:00Z,25823
2024-06-18T00:00:00Z,28831
2024-06-17T00:00:00Z,24079
2024-06-16T00:00:00Z,21419
2024-06-15T00:00:00Z,23107
2024-06-14T00:00:00Z,29712
2024-06-13T00:00:00Z,27813
2024-06-12T00:00:00Z,29846
2024-06-11T00:00:00Z,32724
2024-06-10T00:00:00Z,30257
2024-06-09T00:00:00Z,35368
2024-06-08T00:00:00Z,48644
2024-06-07T00:00:00Z,34150
2024-06-06T00:00:00Z,30261
2024-06-05T00:00:00Z,28271
2024-06-04T00:00:00Z,30005
2024-06-03T00:00:00Z,26971
2024-06-02T00:00:00Z,21708
2024-06-01T00:00:00Z,24306
2024-05-31T00:00:00Z,29707
2024-05-30T00:00:00Z,29386
2024-05-29T00:00:00Z,25373
2024-05-28T00:00:00Z,23281
2024-05-27T00:00:00Z,22193
2024-05-26T00:00:00Z,19828
2024-05-25T00:00:00Z,22917
2024-05-24T00:00:00Z,25258
2024-05-23T00:00:00Z,26977
2024-05-22T00:00:00Z,27712
2024-05-21T00:00:00Z,27669
2024-05-20T00:00:00Z,24056
2024-05-19T00:00:00Z,18508
2024-05-18T00:00:00Z,20578
2024-05-17T00:00:00Z,26456
2024-05-16T00:00:00Z,26572
2024-05-15T00:00:00Z,26879
2024-05-14T00:00:00Z,24026
2024-05-13T00:00:00Z,23667
2024-05-12T00:00:00Z,19392
2024-05-11T00:00:00Z,22652
2024-05-10T00:00:00Z,26191
2024-05-09T00:00:00Z,27008
2024-05-08T00:00:00Z,25824
2024-05-07T00:00:00Z,28110
2024-05-06T00:00:00Z,25874
2024-05-05T00:00:00Z,25234
2024-05-04T00:00:00Z,26034
2024-05-03T00:00:00Z,29349
2024-05-02T00:00:00Z,29909
2024-05-01T00:00:00Z,34540
2024-04-30T00:00:00Z,36324
2024-04-29T00:00:00Z,32497
2024-04-28T00:00:00Z,28351
2024-04-27T00:00:00Z,36445
2024-04-26T00:00:00Z,41935
2024-04-25T00:00:00Z,39805
2024-04-24T00:00:00Z,41006
2024-04-23T00:00:00Z,27537
2024-04-22T00:00:00Z,33751
2024-04-21T00:00:00Z,34305
2024-04-20T00:00:00Z,29104
2024-04-19T00:00:00Z,54105
2024-04-18T00:00:00Z,44502
2024-04-17T00:00:00Z,43974
2024-04-16T00:00:00Z,49453
2024-04-15T00:00:00Z,42642
2024-04-14T00:00:00Z,41698
2024-04-13T00:00:00Z,44479
2024-04-12T00:00:00Z,46737
2024-04-11T00:00:00Z,43359
2024-04-10T00:00:00Z,45381
2024-04-09T00:00:00Z,42402
2024-04-08T00:00:00Z,40630
2024-04-07T00:00:00Z,36114
2024-04-06T00:00:00Z,35105
2024-04-05T00:00:00Z,34537
2024-04-04T00:00:00Z,32037
2024-04-03T00:00:00Z,35907
2024-04-02T00:00:00Z,38154
2024-04-01T00:00:00Z,35421
2024-03-31T00:00:00Z,29794
2024-03-30T00:00:00Z,30141
2024-03-29T00:00:00Z,34431
2024-03-28T00:00:00Z,35763
2024-03-27T00:00:00Z,38967
2024-03-26T00:00:00Z,32868
2024-03-25T00:00:00Z,35502
2024-03-24T00:00:00Z,29460
2024-03-23T00:00:00Z,34183
2024-03-22T00:00:00Z,36631
2024-03-21T00:00:00Z,33770
2024-03-20T00:00:00Z,34626
2024-03-19T00:00:00Z,43950
2024-03-18T00:00:00Z,37694
2024-03-17T00:00:00Z,32695
2024-03-16T00:00:00Z,37840
2024-03-15T00:00:00Z,45227
2024-03-14T00:00:00Z,36211
2024-03-13T00:00:00Z,36460
2024-03-12T00:00:00Z,36390
2024-03-11T00:00:00Z,37081
2024-03-10T00:00:00Z,32129
2024-03-09T00:00:00Z,33351
2024-03-08T00:00:00Z,37870
2024-03-07T00:00:00Z,34746
2024-03-06T00:00:00Z,36031
2024-03-05T00:00:00Z,43874
2024-03-04T00:00:00Z,38338
2024-03-03T00:00:00Z,34468
2024-03-02T00:00:00Z,35271
2024-03-01T00:00:00Z,44220
2024-02-29T00:00:00Z,45113
2024-02-28T00:00:00Z,52982
2024-02-27T00:00:00Z,49289
