Datetime,Exchange to Miner Flow (Total)
2025-10-10T00:00:00Z,3276.6140854
2025-10-09T00:00:00Z,2066.86353478
2025-10-08T00:00:00Z,1314.02079101
2025-10-07T00:00:00Z,3611.79531804
2025-10-06T00:00:00Z,2262.22868901
2025-10-05T00:00:00Z,1665.75141677
2025-10-04T00:00:00Z,1063.85189109
2025-10-03T00:00:00Z,3724.68778697
2025-10-02T00:00:00Z,3687.30999147
2025-10-01T00:00:00Z,4280.65012826
2025-09-30T00:00:00Z,3960.77069693
2025-09-29T00:00:00Z,3543.39683367
2025-09-28T00:00:00Z,1017.53229036
2025-09-27T00:00:00Z,1347.38333109
2025-09-26T00:00:00Z,4507.47733091
2025-09-25T00:00:00Z,2757.06912261
2025-09-24T00:00:00Z,1617.10076808
2025-09-23T00:00:00Z,3170.332483
2025-09-22T00:00:00Z,3411.66451479
2025-09-21T00:00:00Z,1084.92687036
2025-09-20T00:00:00Z,593.00785808
2025-09-19T00:00:00Z,1512.20407103
2025-09-18T00:00:00Z,2298.84970402
2025-09-17T00:00:00Z,1530.36369973
2025-09-16T00:00:00Z,1726.98050872
2025-09-15T00:00:00Z,3034.45936618
2025-09-14T00:00:00Z,2694.68444609
2025-09-13T00:00:00Z,2979.98777633
2025-09-12T00:00:00Z,2835.11115552
2025-09-11T00:00:00Z,1399.46646559
2025-09-10T00:00:00Z,3432.85093845
2025-09-09T00:00:00Z,2786.86312159
2025-09-08T00:00:00Z,1668.31579676
2025-09-07T00:00:00Z,755.18513951
2025-09-06T00:00:00Z,737.3040388
2025-09-05T00:00:00Z,2783.87250709
2025-09-04T00:00:00Z,2070.45129483
2025-09-03T00:00:00Z,1753.29208118
2025-09-02T00:00:00Z,2284.68539141
2025-09-01T00:00:00Z,2624.51448894
2025-08-31T00:00:00Z,1051.33184508
2025-08-30T00:00:00Z,575.71755921
2025-08-29T00:00:00Z,1920.05215477
2025-08-28T00:00:00Z,2024.07338126
2025-08-27T00:00:00Z,1056.46003947
2025-08-26T00:00:00Z,1290.82331772
2025-08-25T00:00:00Z,1634.83400727
2025-08-24T00:00:00Z,789.4997978
2025-08-23T00:00:00Z,1310.15143097
2025-08-22T00:00:00Z,3269.51711799
2025-08-21T00:00:00Z,1672.44761612
2025-08-20T00:00:00Z,1423.57965638
2025-08-19T00:00:00Z,3221.38075548
2025-08-18T00:00:00Z,1759.12831365
2025-08-17T00:00:00Z,719.83220911
2025-08-16T00:00:00Z,813.70002109
2025-08-15T00:00:00Z,1678.05181138
2025-08-14T00:00:00Z,3329.17956918
2025-08-13T00:00:00Z,2764.00172733
2025-08-12T00:00:00Z,1504.05948979
2025-08-11T00:00:00Z,3808.52595404
2025-08-10T00:00:00Z,2259.57142308
2025-08-09T00:00:00Z,1709.57152754
2025-08-08T00:00:00Z,2403.35829972
2025-08-07T00:00:00Z,1639.80683722
2025-08-06T00:00:00Z,1565.3255043
2025-08-05T00:00:00Z,1985.96132261
2025-08-04T00:00:00Z,3229.0762235
2025-08-03T00:00:00Z,527.39468883
2025-08-02T00:00:00Z,389.06285926
2025-08-01T00:00:00Z,2256.59248611
2025-07-31T00:00:00Z,1631.96333889
2025-07-30T00:00:00Z,1176.54878843
2025-07-29T00:00:00Z,1877.13450432
2025-07-28T00:00:00Z,2089.89689271
2025-07-27T00:00:00Z,882.83166573
2025-07-26T00:00:00Z,1309.8006675
2025-07-25T00:00:00Z,11419.75910755
2025-07-24T00:00:00Z,1853.59842704
2025-07-23T00:00:00Z,1987.92120615
2025-07-22T00:00:00Z,2429.93775798
2025-07-21T00:00:00Z,2237.87282024
2025-07-20T00:00:00Z,626.78429793
2025-07-19T00:00:00Z,766.64832875
2025-07-18T00:00:00Z,6030.43437888
2025-07-17T00:00:00Z,3042.88026378
2025-07-16T00:00:00Z,2019.42508938
2025-07-15T00:00:00Z,7538.24903386
2025-07-14T00:00:00Z,4132.12804542
2025-07-13T00:00:00Z,1150.0560485
2025-07-12T00:00:00Z,1616.97546929
2025-07-11T00:00:00Z,4506.03455738
2025-07-10T00:00:00Z,3804.13865528
2025-07-09T00:00:00Z,1628.63334046
2025-07-08T00:00:00Z,1025.23203246
2025-07-07T00:00:00Z,1046.31581551
2025-07-06T00:00:00Z,907.53667883
2025-07-05T00:00:00Z,550.44335615
2025-07-04T00:00:00Z,2035.54774241
2025-07-03T00:00:00Z,1790.83992528
2025-07-02T00:00:00Z,1691.49607183
2025-07-01T00:00:00Z,1507.1072419
2025-06-30T00:00:00Z,1080.71971371
2025-06-29T00:00:00Z,754.47978967
2025-06-28T00:00:00Z,382.82146227
2025-06-27T00:00:00Z,2268.81289305
2025-06-26T00:00:00Z,1755.42702509
2025-06-25T00:00:00Z,2178.06595358
2025-06-24T00:00:00Z,1679.44688117
2025-06-23T00:00:00Z,2485.91492196
2025-06-22T00:00:00Z,2671.66903331
2025-06-21T00:00:00Z,980.78270252
2025-06-20T00:00:00Z,1349.48217969
2025-06-19T00:00:00Z,1073.04433086
2025-06-18T00:00:00Z,1043.21556074
2025-06-17T00:00:00Z,1585.3850728
2025-06-16T00:00:00Z,1660.76849118
2025-06-15T00:00:00Z,386.8792917
2025-06-14T00:00:00Z,675.99563929
2025-06-13T00:00:00Z,1778.15407362
2025-06-12T00:00:00Z,1991.10067673
2025-06-11T00:00:00Z,1768.79162281
2025-06-10T00:00:00Z,2275.38796377
2025-06-09T00:00:00Z,2704.4197542
2025-06-08T00:00:00Z,835.14030037
2025-06-07T00:00:00Z,1157.39378579
2025-06-06T00:00:00Z,2262.68986649
2025-06-05T00:00:00Z,2325.72504333
2025-06-04T00:00:00Z,927.39696639
2025-06-03T00:00:00Z,2104.93110023
2025-06-02T00:00:00Z,1073.01892544
2025-06-01T00:00:00Z,969.90422396
2025-05-31T00:00:00Z,885.95311497
2025-05-30T00:00:00Z,2177.39637925
2025-05-29T00:00:00Z,2223.62524723
2025-05-28T00:00:00Z,1781.90434566
2025-05-27T00:00:00Z,2214.68131182
2025-05-26T00:00:00Z,2274.82441145
2025-05-25T00:00:00Z,1527.63339213
2025-05-24T00:00:00Z,1418.11789798
2025-05-23T00:00:00Z,3290.84933858
2025-05-22T00:00:00Z,4910.39992847
2025-05-21T00:00:00Z,4452.15196214
2025-05-20T00:00:00Z,2898.80926439
2025-05-19T00:00:00Z,2330.75414032
2025-05-18T00:00:00Z,1489.03708561
2025-05-17T00:00:00Z,809.97599177
2025-05-16T00:00:00Z,2069.49103927
2025-05-15T00:00:00Z,7468.15893457
2025-05-14T00:00:00Z,1933.34423091
2025-05-13T00:00:00Z,1923.33316679
2025-05-12T00:00:00Z,1988.00813493
2025-05-11T00:00:00Z,1452.13760441
2025-05-10T00:00:00Z,1652.39737003
2025-05-09T00:00:00Z,3489.16119591
2025-05-08T00:00:00Z,5058.21259637
2025-05-07T00:00:00Z,2831.8119642
2025-05-06T00:00:00Z,2399.82343671
2025-05-05T00:00:00Z,4085.28138437
2025-05-04T00:00:00Z,763.69905382
2025-05-03T00:00:00Z,1104.36125827
2025-05-02T00:00:00Z,2240.2485002
2025-05-01T00:00:00Z,2746.61112905
2025-04-30T00:00:00Z,2253.6476446
2025-04-29T00:00:00Z,1988.08489309
2025-04-28T00:00:00Z,2646.11428676
2025-04-27T00:00:00Z,985.94871777
2025-04-26T00:00:00Z,2682.50050195
2025-04-25T00:00:00Z,3970.52483507
2025-04-24T00:00:00Z,2082.86851542
2025-04-23T00:00:00Z,2182.45105412
2025-04-22T00:00:00Z,3538.88050323
2025-04-21T00:00:00Z,3965.92654802
2025-04-20T00:00:00Z,1115.85040909
2025-04-19T00:00:00Z,1288.40194429
2025-04-18T00:00:00Z,1522.72564551
2025-04-17T00:00:00Z,1950.80557086
2025-04-16T00:00:00Z,2314.4964494
2025-04-15T00:00:00Z,3485.24780848
2025-04-14T00:00:00Z,1759.09372976
2025-04-13T00:00:00Z,2039.97308689
2025-04-12T00:00:00Z,2310.42956876
2025-04-11T00:00:00Z,2922.34540986
2025-04-10T00:00:00Z,2490.25254515
2025-04-09T00:00:00Z,3035.13888987
2025-04-08T00:00:00Z,4932.11475435
2025-04-07T00:00:00Z,4511.77313536
2025-04-06T00:00:00Z,1647.60423184
2025-04-05T00:00:00Z,302.48170622
2025-04-04T00:00:00Z,2774.51210145
2025-04-03T00:00:00Z,4134.16831838
2025-04-02T00:00:00Z,2179.21918795
2025-04-01T00:00:00Z,3420.31660589
2025-03-31T00:00:00Z,2776.25413414
2025-03-30T00:00:00Z,787.96744442
2025-03-29T00:00:00Z,827.87640175
2025-03-28T00:00:00Z,5138.15720834
2025-03-27T00:00:00Z,1524.61024396
2025-03-26T00:00:00Z,4850.32119175
2025-03-25T00:00:00Z,3640.63200853
2025-03-24T00:00:00Z,2164.80529137
2025-03-23T00:00:00Z,788.32035901
2025-03-22T00:00:00Z,994.61517163
2025-03-21T00:00:00Z,2711.43319797
2025-03-20T00:00:00Z,5137.32609555
2025-03-19T00:00:00Z,1790.74603755
2025-03-18T00:00:00Z,1549.75083576
2025-03-17T00:00:00Z,3325.12167732
2025-03-16T00:00:00Z,950.79295928
2025-03-15T00:00:00Z,956.07354969
2025-03-14T00:00:00Z,2892.42407631
2025-03-13T00:00:00Z,1583.64322754
2025-03-12T00:00:00Z,2480.54201422
2025-03-11T00:00:00Z,3050.79040286
2025-03-10T00:00:00Z,3288.88120013
2025-03-09T00:00:00Z,1550.77749137
2025-03-08T00:00:00Z,1237.26905585
2025-03-07T00:00:00Z,2392.75488734
2025-03-06T00:00:00Z,3260.19368991
2025-03-05T00:00:00Z,3249.11657169
2025-03-04T00:00:00Z,3988.16531693
2025-03-03T00:00:00Z,7593.63169359
2025-03-02T00:00:00Z,3022.12500353
2025-03-01T00:00:00Z,3360.1095659
2025-02-28T00:00:00Z,5227.42828672
2025-02-27T00:00:00Z,3302.24460176
2025-02-26T00:00:00Z,4231.76825718
2025-02-25T00:00:00Z,8586.49595239
2025-02-24T00:00:00Z,3448.85355964
2025-02-23T00:00:00Z,1683.74971677
2025-02-22T00:00:00Z,7040.20658618
2025-02-21T00:00:00Z,4388.8894162
2025-02-20T00:00:00Z,2385.56049824
2025-02-19T00:00:00Z,1965.82933696
2025-02-18T00:00:00Z,1401.68716011
2025-02-17T00:00:00Z,1951.51698454
2025-02-16T00:00:00Z,1117.67891138
2025-02-15T00:00:00Z,1312.47789868
2025-02-14T00:00:00Z,2394.52979588
2025-02-13T00:00:00Z,2168.76857918
2025-02-12T00:00:00Z,2092.55740903
2025-02-11T00:00:00Z,2183.40903205
2025-02-10T00:00:00Z,2280.27566449
2025-02-09T00:00:00Z,1557.64358753
2025-02-08T00:00:00Z,3004.17602223
2025-02-07T00:00:00Z,2570.1326147
2025-02-06T00:00:00Z,6270.42478951
2025-02-05T00:00:00Z,2360.75151697
2025-02-04T00:00:00Z,3088.04421056
2025-02-03T00:00:00Z,7031.11549579
2025-02-02T00:00:00Z,2228.89966071
2025-02-01T00:00:00Z,2407.40812276
2025-01-31T00:00:00Z,3464.8941502
2025-01-30T00:00:00Z,2712.12613293
2025-01-29T00:00:00Z,3271.29098668
2025-01-28T00:00:00Z,2951.66355807
2025-01-27T00:00:00Z,3654.60193827
2025-01-26T00:00:00Z,1034.75142767
2025-01-25T00:00:00Z,1728.29712756
2025-01-24T00:00:00Z,2992.02413015
2025-01-23T00:00:00Z,4924.13925831
2025-01-22T00:00:00Z,2955.01454972
2025-01-21T00:00:00Z,5737.49305695
2025-01-20T00:00:00Z,4061.14352037
2025-01-19T00:00:00Z,3676.14245519
2025-01-18T00:00:00Z,2740.31926959
2025-01-17T00:00:00Z,4500.06151534
2025-01-16T00:00:00Z,2049.38199922
2025-01-15T00:00:00Z,2054.67282941
2025-01-14T00:00:00Z,1824.54380092
2025-01-13T00:00:00Z,3555.36351399
2025-01-12T00:00:00Z,436.28453251
2025-01-11T00:00:00Z,1299.94847169
2025-01-10T00:00:00Z,2930.89946317
2025-01-09T00:00:00Z,2282.05814866
2025-01-08T00:00:00Z,2316.99687906
2025-01-07T00:00:00Z,3028.76053121
2025-01-06T00:00:00Z,2238.82208354
2025-01-05T00:00:00Z,486.31843732
2025-01-04T00:00:00Z,831.18512835
2025-01-03T00:00:00Z,1382.24607978
2025-01-02T00:00:00Z,1859.3026172
2025-01-01T00:00:00Z,2014.04801905
2024-12-31T00:00:00Z,3127.96843062
2024-12-30T00:00:00Z,3465.97842835
2024-12-29T00:00:00Z,1151.85401744
2024-12-28T00:00:00Z,924.93603415
2024-12-27T00:00:00Z,2193.5598541
2024-12-26T00:00:00Z,1420.48946232
2024-12-25T00:00:00Z,843.30209993
2024-12-24T00:00:00Z,2292.18448179
2024-12-23T00:00:00Z,3184.21371752
2024-12-22T00:00:00Z,1527.12509196
2024-12-21T00:00:00Z,1457.45228141
2024-12-20T00:00:00Z,3698.31574184
2024-12-19T00:00:00Z,5878.19704864
2024-12-18T00:00:00Z,3343.43741793
2024-12-17T00:00:00Z,2660.9842388
2024-12-16T00:00:00Z,3302.33213767
2024-12-15T00:00:00Z,1927.77248611
2024-12-14T00:00:00Z,1330.85780882
2024-12-13T00:00:00Z,1941.34788975
2024-12-12T00:00:00Z,2864.10561224
2024-12-11T00:00:00Z,2979.52714145
2024-12-10T00:00:00Z,2774.51534914
2024-12-09T00:00:00Z,2663.52683724
2024-12-08T00:00:00Z,1459.72721523
2024-12-07T00:00:00Z,1849.24405677
2024-12-06T00:00:00Z,4250.15714045
2024-12-05T00:00:00Z,5922.75185169
2024-12-04T00:00:00Z,3383.27856328
2024-12-03T00:00:00Z,5176.75333467
2024-12-02T00:00:00Z,3038.51911764
2024-12-01T00:00:00Z,706.69241117
2024-11-30T00:00:00Z,1198.23813828
2024-11-29T00:00:00Z,2390.08144865
2024-11-28T00:00:00Z,2260.70595951
2024-11-27T00:00:00Z,2431.07317983
2024-11-26T00:00:00Z,6177.28226637
2024-11-25T00:00:00Z,4763.45396842
2024-11-24T00:00:00Z,2176.82482196
2024-11-23T00:00:00Z,2876.85791422
2024-11-22T00:00:00Z,4889.22150996
2024-11-21T00:00:00Z,5850.97924277
2024-11-20T00:00:00Z,4316.16010071
2024-11-19T00:00:00Z,3373.25802305
2024-11-18T00:00:00Z,2403.1782512
2024-11-17T00:00:00Z,1719.64726941
2024-11-16T00:00:00Z,1955.18740127
2024-11-15T00:00:00Z,3827.23831518
2024-11-14T00:00:00Z,5572.65101054
2024-11-13T00:00:00Z,7808.15342712
2024-11-12T00:00:00Z,5684.82784146
2024-11-11T00:00:00Z,5232.70816676
2024-11-10T00:00:00Z,3626.06701356
2024-11-09T00:00:00Z,1813.0080121
2024-11-08T00:00:00Z,3584.28477475
2024-11-07T00:00:00Z,5211.50818429
2024-11-06T00:00:00Z,7500.21751202
2024-11-05T00:00:00Z,2690.4607517
2024-11-04T00:00:00Z,2804.88055845
2024-11-03T00:00:00Z,2685.7407363
2024-11-02T00:00:00Z,1226.89411248
2024-11-01T00:00:00Z,3119.09984743
2024-10-31T00:00:00Z,2745.09745206
2024-10-30T00:00:00Z,3186.25484865
2024-10-29T00:00:00Z,4727.78032592
2024-10-28T00:00:00Z,3544.38097343
2024-10-27T00:00:00Z,919.27582443
2024-10-26T00:00:00Z,1678.13093684
2024-10-25T00:00:00Z,2163.2707003
2024-10-24T00:00:00Z,859.68463472
2024-10-23T00:00:00Z,1164.06653398
2024-10-22T00:00:00Z,1815.48720638
2024-10-21T00:00:00Z,2447.98665221
2024-10-20T00:00:00Z,567.27076655
2024-10-19T00:00:00Z,698.32539007
2024-10-18T00:00:00Z,2144.85663516
2024-10-17T00:00:00Z,3630.34644655
2024-10-16T00:00:00Z,2564.94830901
2024-10-15T00:00:00Z,3012.6254431
2024-10-14T00:00:00Z,5554.33559242
2024-10-13T00:00:00Z,521.67959951
2024-10-12T00:00:00Z,1072.55094639
2024-10-11T00:00:00Z,2636.68551859
2024-10-10T00:00:00Z,1755.34235143
2024-10-09T00:00:00Z,2289.52686659
2024-10-08T00:00:00Z,2966.34714296
2024-10-07T00:00:00Z,2496.84703364
2024-10-06T00:00:00Z,626.66887456
2024-10-05T00:00:00Z,260.59624266
2024-10-04T00:00:00Z,1368.9491302
2024-10-03T00:00:00Z,1662.08056025
2024-10-02T00:00:00Z,1840.2674969
2024-10-01T00:00:00Z,3145.29965911
2024-09-30T00:00:00Z,3059.68481809
2024-09-29T00:00:00Z,600.05683192
2024-09-28T00:00:00Z,744.2811135
2024-09-27T00:00:00Z,2536.54939599
2024-09-26T00:00:00Z,2037.48012398
2024-09-25T00:00:00Z,1627.56262583
2024-09-24T00:00:00Z,1556.94120798
2024-09-23T00:00:00Z,1292.72183926
2024-09-22T00:00:00Z,983.07557529
2024-09-21T00:00:00Z,820.9676342
2024-09-20T00:00:00Z,2892.18619262
2024-09-19T00:00:00Z,3719.41287082
2024-09-18T00:00:00Z,2762.0859509
2024-09-17T00:00:00Z,2239.88372807
2024-09-16T00:00:00Z,2735.45828773
2024-09-15T00:00:00Z,1446.49491146
2024-09-14T00:00:00Z,1275.63529969
2024-09-13T00:00:00Z,5514.01257867
2024-09-12T00:00:00Z,1816.44250745
2024-09-11T00:00:00Z,2677.72313968
2024-09-10T00:00:00Z,1545.2274371
2024-09-09T00:00:00Z,2552.94343649
2024-09-08T00:00:00Z,481.99744564
2024-09-07T00:00:00Z,1461.58814131
2024-09-06T00:00:00Z,3393.94196343
2024-09-05T00:00:00Z,1697.03266717
2024-09-04T00:00:00Z,2924.17752273
2024-09-03T00:00:00Z,3303.22129679
2024-09-02T00:00:00Z,2716.1080506
2024-09-01T00:00:00Z,986.04763561
2024-08-31T00:00:00Z,1105.6892509
2024-08-30T00:00:00Z,2881.0715394
2024-08-29T00:00:00Z,3589.5228665
2024-08-28T00:00:00Z,5053.42216181
2024-08-27T00:00:00Z,3964.6309519
2024-08-26T00:00:00Z,2543.54714083
2024-08-25T00:00:00Z,470.19720888
2024-08-24T00:00:00Z,778.47927729
2024-08-23T00:00:00Z,2919.92715773
2024-08-22T00:00:00Z,1748.83611548
2024-08-21T00:00:00Z,2619.83523858
2024-08-20T00:00:00Z,2446.54352172
2024-08-19T00:00:00Z,1901.20712847
2024-08-18T00:00:00Z,853.83243209
2024-08-17T00:00:00Z,730.09476739
2024-08-16T00:00:00Z,4007.90741381
2024-08-15T00:00:00Z,3949.41356193
2024-08-14T00:00:00Z,3001.53612569
2024-08-13T00:00:00Z,1536.7824136
2024-08-12T00:00:00Z,2840.2372336
2024-08-11T00:00:00Z,701.7467694
2024-08-10T00:00:00Z,698.12439619
2024-08-09T00:00:00Z,1590.50007857
2024-08-08T00:00:00Z,2846.07394836
2024-08-07T00:00:00Z,3367.97081262
2024-08-06T00:00:00Z,3141.14156248
2024-08-05T00:00:00Z,8376.66027579
2024-08-04T00:00:00Z,2242.67295094
2024-08-03T00:00:00Z,2159.89409943
2024-08-02T00:00:00Z,3540.90924387
2024-08-01T00:00:00Z,4545.27947811
2024-07-31T00:00:00Z,1872.48993931
2024-07-30T00:00:00Z,2630.36642489
2024-07-29T00:00:00Z,3649.45263228
2024-07-28T00:00:00Z,1077.3455407
2024-07-27T00:00:00Z,1323.10137209
2024-07-26T00:00:00Z,2188.41180375
2024-07-25T00:00:00Z,4803.00437389
2024-07-24T00:00:00Z,3225.14019712
2024-07-23T00:00:00Z,2657.28050711
2024-07-22T00:00:00Z,2699.41327913
2024-07-21T00:00:00Z,1334.58521677
2024-07-20T00:00:00Z,979.13975283
2024-07-19T00:00:00Z,3529.08190772
2024-07-18T00:00:00Z,3054.78107836
2024-07-17T00:00:00Z,1287.31387425
2024-07-16T00:00:00Z,2358.04250928
2024-07-15T00:00:00Z,3978.76866439
2024-07-14T00:00:00Z,812.08260605
2024-07-13T00:00:00Z,755.21529709
2024-07-12T00:00:00Z,1615.62323326
