Datetime,Miner In-House Flow (Total)
2025-10-10T00:00:00Z,1773.14317063
2025-10-09T00:00:00Z,1255.70236355
2025-10-08T00:00:00Z,6761.96113802
2025-10-07T00:00:00Z,3181.40064024
2025-10-06T00:00:00Z,2570.51554594
2025-10-05T00:00:00Z,1130.1698261
2025-10-04T00:00:00Z,739.49468911
2025-10-03T00:00:00Z,1458.11379084
2025-10-02T00:00:00Z,1085.61094319
2025-10-01T00:00:00Z,915.12557705
2025-09-30T00:00:00Z,1933.89586183
2025-09-29T00:00:00Z,1163.78064633
2025-09-28T00:00:00Z,578.25645387
2025-09-27T00:00:00Z,883.2314927
2025-09-26T00:00:00Z,4067.12950288
2025-09-25T00:00:00Z,808.83019716
2025-09-24T00:00:00Z,1487.22200611
2025-09-23T00:00:00Z,975.06298779
2025-09-22T00:00:00Z,1045.7279989
2025-09-21T00:00:00Z,936.79703193
2025-09-20T00:00:00Z,653.99888465
2025-09-19T00:00:00Z,971.86841038
2025-09-18T00:00:00Z,1376.07976096
2025-09-17T00:00:00Z,819.40251658
2025-09-16T00:00:00Z,2148.9337886
2025-09-15T00:00:00Z,5406.56232505
2025-09-14T00:00:00Z,1199.29752262
2025-09-13T00:00:00Z,1516.21793987
2025-09-12T00:00:00Z,3111.2122793
2025-09-11T00:00:00Z,1402.33943707
2025-09-10T00:00:00Z,3142.76719735
2025-09-09T00:00:00Z,1746.61833297
2025-09-08T00:00:00Z,2672.3622796
2025-09-07T00:00:00Z,739.13047126
2025-09-06T00:00:00Z,897.18370162
2025-09-05T00:00:00Z,1428.70306487
2025-09-04T00:00:00Z,1038.00599819
2025-09-03T00:00:00Z,641.38497969
2025-09-02T00:00:00Z,1188.70804687
2025-09-01T00:00:00Z,1117.85061162
2025-08-31T00:00:00Z,892.4126628
2025-08-30T00:00:00Z,874.88661666
2025-08-29T00:00:00Z,1005.16926772
2025-08-28T00:00:00Z,609.83566571
2025-08-27T00:00:00Z,1021.63236772
2025-08-26T00:00:00Z,916.85391017
2025-08-25T00:00:00Z,1309.52132723
2025-08-24T00:00:00Z,634.1228621
2025-08-23T00:00:00Z,1031.10605521
2025-08-22T00:00:00Z,1254.18187041
2025-08-21T00:00:00Z,1104.28034512
2025-08-20T00:00:00Z,1173.09632448
2025-08-19T00:00:00Z,837.58472278
2025-08-18T00:00:00Z,3158.56598539
2025-08-17T00:00:00Z,734.69749617
2025-08-16T00:00:00Z,764.20562338
2025-08-15T00:00:00Z,1371.93184535
2025-08-14T00:00:00Z,2476.61782371
2025-08-13T00:00:00Z,1547.62528275
2025-08-12T00:00:00Z,861.94803302
2025-08-11T00:00:00Z,3126.52071367
2025-08-10T00:00:00Z,873.5748959
2025-08-09T00:00:00Z,1152.09296678
2025-08-08T00:00:00Z,1880.09078598
2025-08-07T00:00:00Z,1711.43469124
2025-08-06T00:00:00Z,1973.88210482
2025-08-05T00:00:00Z,1334.54817932
2025-08-04T00:00:00Z,947.02600695
2025-08-03T00:00:00Z,474.59235573
2025-08-02T00:00:00Z,429.62693926
2025-08-01T00:00:00Z,894.92320436
2025-07-31T00:00:00Z,3260.73989423
2025-07-30T00:00:00Z,3131.93884372
2025-07-29T00:00:00Z,853.1604905
2025-07-28T00:00:00Z,859.80199881
2025-07-27T00:00:00Z,570.91653514
2025-07-26T00:00:00Z,599.76999913
2025-07-25T00:00:00Z,2560.6560321
2025-07-24T00:00:00Z,2289.30646024
2025-07-23T00:00:00Z,3262.54080584
2025-07-22T00:00:00Z,918.75103877
2025-07-21T00:00:00Z,1202.79443002
2025-07-20T00:00:00Z,1086.94581875
2025-07-19T00:00:00Z,3828.80352642
2025-07-18T00:00:00Z,3758.48359554
2025-07-17T00:00:00Z,2532.02810986
2025-07-16T00:00:00Z,3250.04386733
2025-07-15T00:00:00Z,5603.68998993
2025-07-14T00:00:00Z,6855.94445298
2025-07-13T00:00:00Z,2175.64414688
2025-07-12T00:00:00Z,1038.55832202
2025-07-11T00:00:00Z,1875.20876326
2025-07-10T00:00:00Z,1411.82966394
2025-07-09T00:00:00Z,957.03926231
2025-07-08T00:00:00Z,1649.70785653
2025-07-07T00:00:00Z,1192.18746388
2025-07-06T00:00:00Z,1063.2491965
2025-07-05T00:00:00Z,661.81855693
2025-07-04T00:00:00Z,1302.88437159
2025-07-03T00:00:00Z,1609.51363267
2025-07-02T00:00:00Z,2126.14781174
2025-07-01T00:00:00Z,1489.8603517
2025-06-30T00:00:00Z,1986.60466459
2025-06-29T00:00:00Z,1080.35078694
2025-06-28T00:00:00Z,1047.91841668
2025-06-27T00:00:00Z,1892.18118802
2025-06-26T00:00:00Z,4476.51877399
2025-06-25T00:00:00Z,1947.99638908
2025-06-24T00:00:00Z,1648.17770913
2025-06-23T00:00:00Z,2049.25277675
2025-06-22T00:00:00Z,1580.11406601
2025-06-21T00:00:00Z,1831.87255915
2025-06-20T00:00:00Z,3291.53900007
2025-06-19T00:00:00Z,5166.41831142
2025-06-18T00:00:00Z,5098.32370654
2025-06-17T00:00:00Z,2525.8549574
2025-06-16T00:00:00Z,2506.29109686
2025-06-15T00:00:00Z,1007.03194235
2025-06-14T00:00:00Z,772.37731387
2025-06-13T00:00:00Z,2280.95414009
2025-06-12T00:00:00Z,1472.18657056
2025-06-11T00:00:00Z,1000.30362777
2025-06-10T00:00:00Z,1080.53366266
2025-06-09T00:00:00Z,848.93379916
2025-06-08T00:00:00Z,776.79054731
2025-06-07T00:00:00Z,673.00848557
2025-06-06T00:00:00Z,2138.44957651
2025-06-05T00:00:00Z,2220.55222596
2025-06-04T00:00:00Z,5415.5399007
2025-06-03T00:00:00Z,3885.82052088
2025-06-02T00:00:00Z,1365.31470266
2025-06-01T00:00:00Z,1240.2877294
2025-05-31T00:00:00Z,2523.99965614
2025-05-30T00:00:00Z,5952.43285539
2025-05-29T00:00:00Z,4585.44010328
2025-05-28T00:00:00Z,3912.73401832
2025-05-27T00:00:00Z,2649.07247314
2025-05-26T00:00:00Z,696.35113478
2025-05-25T00:00:00Z,720.08614078
2025-05-24T00:00:00Z,909.59600697
2025-05-23T00:00:00Z,2618.12847892
2025-05-22T00:00:00Z,1718.91039785
2025-05-21T00:00:00Z,2241.96389243
2025-05-20T00:00:00Z,5088.50742527
2025-05-19T00:00:00Z,4139.21955871
2025-05-18T00:00:00Z,2838.49956969
2025-05-17T00:00:00Z,1195.31393442
2025-05-16T00:00:00Z,1158.4302696
2025-05-15T00:00:00Z,855.26972097
2025-05-14T00:00:00Z,3155.70481347
2025-05-13T00:00:00Z,1590.27036319
2025-05-12T00:00:00Z,4055.9439467
2025-05-11T00:00:00Z,1006.36005059
2025-05-10T00:00:00Z,939.10250324
2025-05-09T00:00:00Z,3124.50460315
2025-05-08T00:00:00Z,2770.58930274
2025-05-07T00:00:00Z,1905.09702702
2025-05-06T00:00:00Z,3058.03788636
2025-05-05T00:00:00Z,1068.28027691
2025-05-04T00:00:00Z,1542.98576292
2025-05-03T00:00:00Z,2056.34764761
2025-05-02T00:00:00Z,1440.64674157
2025-05-01T00:00:00Z,1495.6595175
2025-04-30T00:00:00Z,1571.48008804
2025-04-29T00:00:00Z,1633.64668575
2025-04-28T00:00:00Z,4368.33025195
2025-04-27T00:00:00Z,3204.64106834
2025-04-26T00:00:00Z,582.8268287
2025-04-25T00:00:00Z,1680.26326566
2025-04-24T00:00:00Z,3308.52792341
2025-04-23T00:00:00Z,7453.69723344
2025-04-22T00:00:00Z,3588.04673419
2025-04-21T00:00:00Z,625.10888253
2025-04-20T00:00:00Z,567.56393057
2025-04-19T00:00:00Z,1587.11879894
2025-04-18T00:00:00Z,1140.33817679
2025-04-17T00:00:00Z,2535.8940823
2025-04-16T00:00:00Z,3234.50404056
2025-04-15T00:00:00Z,690.74255595
2025-04-14T00:00:00Z,635.90644038
2025-04-13T00:00:00Z,955.4708166
2025-04-12T00:00:00Z,5316.42772792
2025-04-11T00:00:00Z,1003.7226358
2025-04-10T00:00:00Z,548.74408447
2025-04-09T00:00:00Z,764.55976521
2025-04-08T00:00:00Z,1671.41382648
2025-04-07T00:00:00Z,1706.66121903
2025-04-06T00:00:00Z,719.6022278
2025-04-05T00:00:00Z,1426.4134239
2025-04-04T00:00:00Z,2446.37725169
2025-04-03T00:00:00Z,9475.78256384
2025-04-02T00:00:00Z,3825.07381171
2025-04-01T00:00:00Z,7600.44460346
2025-03-31T00:00:00Z,2348.36685548
2025-03-30T00:00:00Z,712.07014585
2025-03-29T00:00:00Z,2031.341111
2025-03-28T00:00:00Z,2132.02863563
2025-03-27T00:00:00Z,1051.46717649
2025-03-26T00:00:00Z,1154.99816401
2025-03-25T00:00:00Z,1122.01714214
2025-03-24T00:00:00Z,1200.50890663
2025-03-23T00:00:00Z,624.49102781
2025-03-22T00:00:00Z,623.79147896
2025-03-21T00:00:00Z,647.31670606
2025-03-20T00:00:00Z,706.91203963
2025-03-19T00:00:00Z,684.4196295
2025-03-18T00:00:00Z,1535.80760054
2025-03-17T00:00:00Z,761.95623587
2025-03-16T00:00:00Z,688.12895894
2025-03-15T00:00:00Z,767.12816548
2025-03-14T00:00:00Z,970.5234923
2025-03-13T00:00:00Z,780.18804442
2025-03-12T00:00:00Z,958.28434871
2025-03-11T00:00:00Z,1216.69048692
2025-03-10T00:00:00Z,1224.46450594
2025-03-09T00:00:00Z,589.2988963
2025-03-08T00:00:00Z,1112.0305447
2025-03-07T00:00:00Z,2943.82032553
2025-03-06T00:00:00Z,1785.2463485
2025-03-05T00:00:00Z,1919.44525458
2025-03-04T00:00:00Z,1859.70356015
2025-03-03T00:00:00Z,4382.43967961
2025-03-02T00:00:00Z,1050.96196356
2025-03-01T00:00:00Z,773.33806418
2025-02-28T00:00:00Z,2391.79045268
2025-02-27T00:00:00Z,875.3989632
2025-02-26T00:00:00Z,1185.07503742
2025-02-25T00:00:00Z,2724.78535957
2025-02-24T00:00:00Z,2030.30748741
2025-02-23T00:00:00Z,2616.54317375
2025-02-22T00:00:00Z,4392.76450218
2025-02-21T00:00:00Z,9576.92768581
2025-02-20T00:00:00Z,5176.13450787
2025-02-19T00:00:00Z,4449.34482391
2025-02-18T00:00:00Z,3777.24852471
2025-02-17T00:00:00Z,1255.38459536
2025-02-16T00:00:00Z,1309.22671951
2025-02-15T00:00:00Z,962.17866258
2025-02-14T00:00:00Z,1098.8272745
2025-02-13T00:00:00Z,1232.46593907
2025-02-12T00:00:00Z,3755.76133707
2025-02-11T00:00:00Z,4170.98932622
2025-02-10T00:00:00Z,3185.84841276
2025-02-09T00:00:00Z,1901.88057965
2025-02-08T00:00:00Z,3022.45837827
2025-02-07T00:00:00Z,6030.92419281
2025-02-06T00:00:00Z,2024.40552996
2025-02-05T00:00:00Z,1781.90864958
2025-02-04T00:00:00Z,809.60588968
2025-02-03T00:00:00Z,1641.67585043
2025-02-02T00:00:00Z,1739.97464349
2025-02-01T00:00:00Z,1931.34823833
2025-01-31T00:00:00Z,2253.04086441
2025-01-30T00:00:00Z,1349.82570392
2025-01-29T00:00:00Z,1966.77181831
2025-01-28T00:00:00Z,4047.57761745
2025-01-27T00:00:00Z,2723.06963103
2025-01-26T00:00:00Z,2202.69606256
2025-01-25T00:00:00Z,9587.44116262
2025-01-24T00:00:00Z,2276.50733651
2025-01-23T00:00:00Z,1192.36006842
2025-01-22T00:00:00Z,1128.56016281
2025-01-21T00:00:00Z,3945.13574507
2025-01-20T00:00:00Z,1999.13447927
2025-01-19T00:00:00Z,2041.0432172
2025-01-18T00:00:00Z,2709.8981082
2025-01-17T00:00:00Z,1871.52079504
2025-01-16T00:00:00Z,1057.25838043
2025-01-15T00:00:00Z,1785.40288044
2025-01-14T00:00:00Z,1787.35387927
2025-01-13T00:00:00Z,1454.26206121
2025-01-12T00:00:00Z,1282.55860587
2025-01-11T00:00:00Z,1284.44715174
2025-01-10T00:00:00Z,2021.3506202
2025-01-09T00:00:00Z,4192.10250328
2025-01-08T00:00:00Z,4348.6745659
2025-01-07T00:00:00Z,9292.43415431
2025-01-06T00:00:00Z,7128.78153897
2025-01-05T00:00:00Z,1085.5283486
2025-01-04T00:00:00Z,1475.75252347
2025-01-03T00:00:00Z,3607.79752743
2025-01-02T00:00:00Z,3297.44393102
2025-01-01T00:00:00Z,2363.46242199
2024-12-31T00:00:00Z,2828.27567168
2024-12-30T00:00:00Z,2130.20523908
2024-12-29T00:00:00Z,1319.63359441
2024-12-28T00:00:00Z,1675.00478465
2024-12-27T00:00:00Z,1716.68840683
2024-12-26T00:00:00Z,1120.87013791
2024-12-25T00:00:00Z,4462.62684467
2024-12-24T00:00:00Z,8198.42794131
2024-12-23T00:00:00Z,2252.77727269
2024-12-22T00:00:00Z,2295.99425577
2024-12-21T00:00:00Z,1729.67239807
2024-12-20T00:00:00Z,6201.98292683
2024-12-19T00:00:00Z,3959.18125822
2024-12-18T00:00:00Z,6086.46708339
2024-12-17T00:00:00Z,2360.44488869
2024-12-16T00:00:00Z,8087.72442636
2024-12-15T00:00:00Z,2331.84528127
2024-12-14T00:00:00Z,1789.19643982
2024-12-13T00:00:00Z,4421.48674946
2024-12-12T00:00:00Z,3681.30636246
2024-12-11T00:00:00Z,5352.30497359
2024-12-10T00:00:00Z,5027.39115493
2024-12-09T00:00:00Z,5123.88558347
2024-12-08T00:00:00Z,2574.24562188
2024-12-07T00:00:00Z,4669.73211955
2024-12-06T00:00:00Z,9136.45612194
2024-12-05T00:00:00Z,3542.63885563
2024-12-04T00:00:00Z,4133.12954614
2024-12-03T00:00:00Z,5256.79344037
2024-12-02T00:00:00Z,3568.81091812
2024-12-01T00:00:00Z,1428.14888681
2024-11-30T00:00:00Z,1506.67137663
2024-11-29T00:00:00Z,1267.00125285
2024-11-28T00:00:00Z,1038.05755056
2024-11-27T00:00:00Z,1518.51937739
2024-11-26T00:00:00Z,2325.92744568
2024-11-25T00:00:00Z,1978.51233505
2024-11-24T00:00:00Z,1374.50007005
2024-11-23T00:00:00Z,1291.3494474
2024-11-22T00:00:00Z,3149.31894037
2024-11-21T00:00:00Z,3811.36211475
2024-11-20T00:00:00Z,6225.96743782
2024-11-19T00:00:00Z,2049.05390439
2024-11-18T00:00:00Z,1749.75565089
2024-11-17T00:00:00Z,1359.80900651
2024-11-16T00:00:00Z,1775.37572244
2024-11-15T00:00:00Z,3972.96336473
2024-11-14T00:00:00Z,2870.30395952
2024-11-13T00:00:00Z,3482.25843307
2024-11-12T00:00:00Z,12527.93011926
2024-11-11T00:00:00Z,5536.22229903
2024-11-10T00:00:00Z,8528.34532312
2024-11-09T00:00:00Z,1914.65264562
2024-11-08T00:00:00Z,4100.50245195
2024-11-07T00:00:00Z,1786.78629435
2024-11-06T00:00:00Z,3347.38429967
2024-11-05T00:00:00Z,1234.269852
2024-11-04T00:00:00Z,1983.65801923
2024-11-03T00:00:00Z,1821.16611693
2024-11-02T00:00:00Z,1613.96889963
2024-11-01T00:00:00Z,3112.36356226
2024-10-31T00:00:00Z,4137.59007775
2024-10-30T00:00:00Z,1935.51277157
2024-10-29T00:00:00Z,2064.09125011
2024-10-28T00:00:00Z,1705.77381815
2024-10-27T00:00:00Z,1010.32460712
2024-10-26T00:00:00Z,1355.20536182
2024-10-25T00:00:00Z,3416.78269576
2024-10-24T00:00:00Z,3567.3060242
2024-10-23T00:00:00Z,2780.56436684
2024-10-22T00:00:00Z,3524.47037563
2024-10-21T00:00:00Z,3276.68160387
2024-10-20T00:00:00Z,1238.4964455
2024-10-19T00:00:00Z,2214.64841112
2024-10-18T00:00:00Z,2237.33153969
2024-10-17T00:00:00Z,1707.37725554
2024-10-16T00:00:00Z,3101.52748101
2024-10-15T00:00:00Z,1681.52462471
2024-10-14T00:00:00Z,4226.29273613
2024-10-13T00:00:00Z,1159.56586162
2024-10-12T00:00:00Z,1410.15542982
2024-10-11T00:00:00Z,2558.43165994
2024-10-10T00:00:00Z,1112.97478441
2024-10-09T00:00:00Z,1017.91469995
2024-10-08T00:00:00Z,7985.04338921
2024-10-07T00:00:00Z,1409.62395352
2024-10-06T00:00:00Z,1067.72460355
2024-10-05T00:00:00Z,1139.88024721
2024-10-04T00:00:00Z,1370.62665777
2024-10-03T00:00:00Z,1158.64706268
2024-10-02T00:00:00Z,1544.82461581
2024-10-01T00:00:00Z,1693.71377249
2024-09-30T00:00:00Z,1533.11854263
2024-09-29T00:00:00Z,829.65120391
2024-09-28T00:00:00Z,814.24027112
2024-09-27T00:00:00Z,3085.02308311
2024-09-26T00:00:00Z,2503.41676775
2024-09-25T00:00:00Z,3402.36614226
2024-09-24T00:00:00Z,1430.80735085
2024-09-23T00:00:00Z,1354.7153004
2024-09-22T00:00:00Z,1016.66297141
2024-09-21T00:00:00Z,1030.51194837
2024-09-20T00:00:00Z,1480.82518685
2024-09-19T00:00:00Z,6796.99499316
2024-09-18T00:00:00Z,5776.75216007
2024-09-17T00:00:00Z,6652.51021556
2024-09-16T00:00:00Z,2195.30601222
2024-09-15T00:00:00Z,968.2847591
2024-09-14T00:00:00Z,1105.90239133
2024-09-13T00:00:00Z,1423.91182785
2024-09-12T00:00:00Z,1810.15149031
2024-09-11T00:00:00Z,982.75080118
2024-09-10T00:00:00Z,1382.1911513
2024-09-09T00:00:00Z,1988.89024618
2024-09-08T00:00:00Z,963.63776601
2024-09-07T00:00:00Z,1489.00503473
2024-09-06T00:00:00Z,2014.67636858
2024-09-05T00:00:00Z,2057.09905144
2024-09-04T00:00:00Z,2954.85255259
2024-09-03T00:00:00Z,2679.78367553
2024-09-02T00:00:00Z,908.9527034
2024-09-01T00:00:00Z,1316.21314331
2024-08-31T00:00:00Z,2998.61040866
2024-08-30T00:00:00Z,2958.30103141
2024-08-29T00:00:00Z,2275.1819249
2024-08-28T00:00:00Z,2330.4840655
2024-08-27T00:00:00Z,1821.40538662
2024-08-26T00:00:00Z,930.94422419
2024-08-25T00:00:00Z,906.76770173
2024-08-24T00:00:00Z,1056.30137351
2024-08-23T00:00:00Z,1694.04565353
2024-08-22T00:00:00Z,2439.1210048
2024-08-21T00:00:00Z,1008.30534084
2024-08-20T00:00:00Z,2112.47641255
2024-08-19T00:00:00Z,1560.76687768
2024-08-18T00:00:00Z,1104.90034262
2024-08-17T00:00:00Z,984.55880033
2024-08-16T00:00:00Z,1385.85017575
2024-08-15T00:00:00Z,1448.98459852
2024-08-14T00:00:00Z,1185.36877122
2024-08-13T00:00:00Z,1448.23215524
2024-08-12T00:00:00Z,4150.65844328
2024-08-11T00:00:00Z,5043.06911506
2024-08-10T00:00:00Z,1139.12781464
2024-08-09T00:00:00Z,1180.61178239
2024-08-08T00:00:00Z,1682.58126602
2024-08-07T00:00:00Z,2726.65800852
2024-08-06T00:00:00Z,778.47887713
2024-08-05T00:00:00Z,2991.00937899
2024-08-04T00:00:00Z,916.57547232
2024-08-03T00:00:00Z,986.21139233
2024-08-02T00:00:00Z,1510.80409872
2024-08-01T00:00:00Z,958.76267887
2024-07-31T00:00:00Z,872.74471656
2024-07-30T00:00:00Z,1416.45966146
2024-07-29T00:00:00Z,1242.88364238
2024-07-28T00:00:00Z,870.26462518
2024-07-27T00:00:00Z,1106.58316463
2024-07-26T00:00:00Z,990.67095811
2024-07-25T00:00:00Z,1246.40803752
2024-07-24T00:00:00Z,1387.33334202
2024-07-23T00:00:00Z,1905.1762644
2024-07-22T00:00:00Z,1176.15023239
2024-07-21T00:00:00Z,1008.04498079
2024-07-20T00:00:00Z,1091.04356656
2024-07-19T00:00:00Z,1143.34586862
2024-07-18T00:00:00Z,953.39408774
2024-07-17T00:00:00Z,1883.82746397
2024-07-16T00:00:00Z,1691.50524118
2024-07-15T00:00:00Z,4601.92819525
2024-07-14T00:00:00Z,813.16119082
2024-07-13T00:00:00Z,1751.42879843
2024-07-12T00:00:00Z,1358.38278887
2024-07-11T00:00:00Z,1099.78766361
2024-07-10T00:00:00Z,1281.74851576
2024-07-09T00:00:00Z,1540.06749946
2024-07-08T00:00:00Z,1733.33933808
