date,Fund Holdings
2020-09-07,434709.7949569332
2020-09-08,435904.0305210499
2020-09-09,436487.3139333288
2020-09-10,437487.03789372527
2020-09-11,437691.6513725991
2020-09-12,437691.6513725991
2020-09-13,437691.6513725991
2020-09-14,437690.8059758657
2020-09-15,437690.5242081482
2020-09-16,437750.89568213566
2020-09-17,437750.610588552
2020-09-18,437856.3245444284
2020-09-19,437856.3245444284
2020-09-20,437856.3245444284
2020-09-21,438009.6435920299
2020-09-22,438009.3552468463
2020-09-23,444809.0669176221
2020-09-24,444808.7736349816
2020-09-25,455158.1763373692
2020-09-26,455158.1763373692
2020-09-27,455158.1763373692
2020-09-28,455057.3032915195
2020-09-29,455057.0123084501
2020-09-30,455056.72134148615
2020-10-01,455056.4303906267
2020-10-02,455056.13945587096
2020-10-03,455056.13945587096
2020-10-04,455056.13945587096
2020-10-05,454925.46864634415
2020-10-06,454905.3151235388
2020-10-07,454805.0270179288
2020-10-08,454804.73892826494
2020-10-09,454804.4508545464
2020-10-10,454804.4508545464
2020-10-11,454804.4508545464
2020-10-12,454808.5859065154
2020-10-13,454857.9391369092
2020-10-14,454757.6481186468
2020-10-15,454662.32071869535
2020-10-16,461702.4695282029
2020-10-17,461702.4695282029
2020-10-18,461702.4695282029
2020-10-19,470581.9982865351
2020-10-20,470781.1986224675
2020-10-21,470919.7727301683
2020-10-22,472332.0585589308
2020-10-23,473133.35086948425
2020-10-24,473133.35086948425
2020-10-25,473133.35086948425
2020-10-26,473464.33377971407
2020-10-27,478058.5468838423
2020-10-28,479466.52735973056
2020-10-29,480332.5365370332
2020-10-30,485670.0184228576
2020-10-31,485670.0184228576
2020-11-01,485670.0184228576
2020-11-02,487717.6873473685
2020-11-03,487618.1478347256
2020-11-04,488446.7929400815
2020-11-05,489554.016839493
2020-11-06,497229.1386138201
2020-11-07,497229.1386138201
2020-11-08,497229.1386138201
2020-11-09,498217.0369552061
2020-11-10,504972.32390539296
2020-11-11,505076.7979887226
2020-11-12,506614.7839609567
2020-11-13,513941.9656648039
2020-11-14,513941.9656648039
2020-11-15,513941.9656648039
2020-11-16,517430.0959924801
2020-11-17,521441.6129697241
2020-11-18,523468.5776826105
2020-11-19,524279.5803014184
2020-11-20,534967.486657881
2020-11-21,534967.486657881
2020-11-22,534967.486657881
2020-11-23,536187.3067319256
2020-11-24,538318.9913818421
2020-11-25,540921.771971666
2020-11-26,540921.3017126367
2020-11-27,542926.1047404573
2020-11-28,542926.1047404573
2020-11-29,542926.1047404573
2020-11-30,544957.7828583667
2020-12-01,546033.6217078436
2020-12-02,548842.6321640592
2020-12-03,556169.3460305867
2020-12-04,556707.4929114064
2020-12-05,556707.4929114064
2020-12-06,556707.4929114064
2020-12-07,560451.5817168846
2020-12-08,560967.1107933451
2020-12-09,562241.4106886191
2020-12-10,563361.2341758052
2020-12-11,570689.3534397056
2020-12-12,570689.3534397056
2020-12-13,570689.3534397056
2020-12-14,574967.6016677795
2020-12-15,575939.7957242038
2020-12-16,579928.0761136658
2020-12-17,581899.6940887215
2020-12-18,583885.5018139792
2020-12-19,583885.5018139792
2020-12-20,583885.5018139792
2020-12-21,588037.8297647943
2020-12-22,600651.5028013156
2020-12-23,609600.2540542323
2020-12-24,619202.3219332361
2020-12-25,619201.6617387829
2020-12-26,619201.6617387829
2020-12-27,619201.6617387829
2020-12-28,619065.5109886589
2020-12-29,619064.8509403561
2020-12-30,618993.911202586
2020-12-31,619212.3301560237
2021-01-01,619211.6563235337
2021-01-02,619211.6563235337
2021-01-03,619211.6563235337
2021-01-04,619072.5492387168
2021-01-05,619039.9303867605
2021-01-06,619311.0037353459
2021-01-07,619246.4245872052
2021-01-08,619253.3132439153
2021-01-09,619253.3132439153
2021-01-10,619253.3132439153
2021-01-11,619148.8189249169
2021-01-12,619116.1831210856
2021-01-13,621287.8854204708
2021-01-14,623899.0384490706
2021-01-15,629030.1769588827
2021-01-16,629030.1769588827
2021-01-17,629030.1769588827
2021-01-18,645271.657468572
2021-01-19,645230.9667502124
2021-01-20,653992.6366300544
2021-01-21,655079.8079170964
2021-01-22,658771.0105255947
2021-01-23,658771.0105255947
2021-01-24,658771.0105255947
2021-01-25,659991.4778077898
2021-01-26,660257.0910561963
2021-01-27,661146.0299468854
2021-01-28,660912.8866296381
2021-01-29,661187.9275925445
2021-01-30,661187.9275925445
2021-01-31,661187.9275925445
2021-02-01,661575.5266500735
2021-02-02,661973.4601343406
2021-02-03,662215.4163736994
2021-02-04,662267.6449738339
2021-02-05,662160.2911787005
2021-02-06,662160.2911787005
2021-02-07,662160.2911787005
2021-02-08,662564.4686603213
2021-02-09,663431.8754631762
2021-02-10,663870.5822500805
2021-02-11,664257.1569387295
2021-02-12,667969.6927595587
2021-02-13,667969.6927595587
2021-02-14,667969.6927595587
2021-02-15,668450.4769133527
2021-02-16,669402.4982942282
2021-02-17,670786.9001710771
2021-02-18,676071.8388398116
2021-02-19,679840.1065058961
2021-02-20,679840.1065058961
2021-02-21,679840.1065058961
2021-02-22,682114.907272032
2021-02-23,683198.3168685533
2021-02-24,683661.7316166143
2021-02-25,684420.0227599019
2021-02-26,684481.2788949662
2021-02-27,684481.2788949662
2021-02-28,684481.2788949662
2021-03-01,685027.491794185
2021-03-02,686300.1501409695
2021-03-03,686653.754197325
2021-03-04,686681.1939623402
2021-03-05,686266.4163874374
2021-03-06,686266.4163874374
2021-03-07,686266.4163874374
2021-03-08,686472.6103456803
2021-03-09,687617.4702653664
2021-03-10,688539.0376754963
2021-03-11,689085.5421695802
2021-03-12,689719.1676571337
2021-03-13,689719.1676571337
2021-03-14,689719.1676571337
2021-03-15,690225.992832247
2021-03-16,690342.2943217369
2021-03-17,690469.1800408327
2021-03-18,690659.3806177821
2021-03-19,690904.9015027015
2021-03-20,690904.9015027015
2021-03-21,690904.9015027015
2021-03-22,691222.1344468925
2021-03-23,691543.2710965934
2021-03-24,691540.3417859968
2021-03-25,691292.8588261952
2021-03-26,691361.4089550283
2021-03-27,691361.4089550283
2021-03-28,691361.4089550283
2021-03-29,691293.24501246
2021-03-30,691993.616886334
2021-03-31,692870.8059447194
2021-04-01,693330.6257565403
2021-04-02,693287.8491952152
2021-04-03,693287.8491952152
2021-04-04,693287.8491952152
2021-04-05,693427.8880241415
2021-04-06,693779.3549324844
2021-04-07,693692.735901323
2021-04-08,693639.4941299491
2021-04-09,693893.1063135221
2021-04-10,693893.1063135221
2021-04-11,693893.1063135221
2021-04-12,694096.8835338628
2021-04-13,694878.6366417969
2021-04-14,695417.7305578877
2021-04-15,695870.6264467619
2021-04-16,695918.3395560114
2021-04-17,695918.3395560114
2021-04-18,695918.3395560114
2021-04-19,695800.1686962126
2021-04-20,695620.5277715672
2021-04-21,695555.087875655
2021-04-22,695417.8091248297
2021-04-23,694965.9896472279
2021-04-24,694965.9896472279
2021-04-25,694965.9896472279
2021-04-26,694321.6269328019
2021-04-27,694275.6781686622
2021-04-28,693612.218069357
2021-04-29,693694.7265965921
2021-04-30,693607.1502862627
2021-05-01,693607.1502862627
2021-05-02,693607.1502862627
2021-05-03,693443.0436409083
2021-05-04,693230.3138337255
2021-05-05,693076.167959792
2021-05-06,692894.8147953334
2021-05-07,692197.527850837
2021-05-08,692197.527850837
2021-05-09,692197.527850837
2021-05-10,691805.3349410199
2021-05-11,691586.1949832416
2021-05-12,691498.7421740296
2021-05-13,690031.2981234962
2021-05-14,689456.1214034093
2021-05-15,689456.1214034093
2021-05-16,689456.1214034093
2021-05-17,688859.8603382462
2021-05-18,688592.506735508
2021-05-19,689040.454380871
2021-05-20,688718.6326227884
2021-05-21,688709.4501831209
2021-05-22,688709.4501831209
2021-05-23,688709.4501831209
2021-05-24,688599.2081137465
2021-05-25,688657.1851460093
2021-05-26,688772.084182398
2021-05-27,688985.263742613
2021-05-28,689148.8155686856
2021-05-29,689148.8155686856
2021-05-30,689148.8155686856
2021-05-31,689199.8308023914
2021-06-01,689599.6995418115
2021-06-02,689614.0387071981
2021-06-03,689653.8056900318
2021-06-04,689650.5211492894
2021-06-05,689650.5211492894
2021-06-06,689650.5211492894
2021-06-07,689837.2934103671
2021-06-08,689757.7804102484
2021-06-09,689386.8828384333
2021-06-10,689405.8160011668
2021-06-11,689016.8450722196
2021-06-12,689016.8450722196
2021-06-13,689016.8450722196
2021-06-14,688911.3153953681
2021-06-15,688811.7684688128
2021-06-16,688851.3004672491
2021-06-17,688804.7791674618
2021-06-18,688889.8417331753
2021-06-19,688889.8417331753
2021-06-20,688889.8417331753
2021-06-21,689190.740063647
2021-06-22,689307.1033563162
2021-06-23,689173.7492648675
2021-06-24,689329.8009301256
2021-06-25,689798.5966274554
2021-06-26,689798.5966274554
2021-06-27,689798.5966274554
2021-06-28,690204.7961483479
2021-06-29,690581.4478052538
2021-06-30,690655.8242501648
2021-07-01,690560.1579258222
2021-07-02,690621.9582773589
2021-07-03,690621.9582773589
2021-07-04,690621.9582773589
2021-07-05,690627.7414061386
2021-07-06,690483.4478582594
2021-07-07,690569.9342513459
2021-07-08,690426.6410508994
2021-07-09,690303.2416873472
2021-07-10,690303.2416873472
2021-07-11,690303.2416873472
2021-07-12,690482.1056483033
2021-07-13,690329.1505080806
2021-07-14,689968.4943985504
2021-07-15,689810.7395968016
2021-07-16,689536.3953566927
2021-07-17,689536.3953566927
2021-07-18,689536.3953566927
2021-07-19,689125.578519625
2021-07-20,688957.4969047342
2021-07-21,689052.5738095589
2021-07-22,689216.8324774216
2021-07-23,689161.8050527995
2021-07-24,689161.8050527995
2021-07-25,689161.8050527995
2021-07-26,689120.4356220647
2021-07-27,688757.882333003
2021-07-28,688809.8212312555
2021-07-29,689405.2570577533
2021-07-30,689632.7958906397
2021-07-31,689632.7958906397
2021-08-01,689632.7958906397
2021-08-02,689537.9670469089
2021-08-03,689572.0763451668
2021-08-04,689252.75325395
2021-08-05,689469.2161178435
2021-08-06,689201.5730653858
2021-08-07,689201.5730653858
2021-08-08,689201.5730653858
2021-08-09,689197.636363528
2021-08-10,689007.2340666977
2021-08-11,689052.9188878181
2021-08-12,688889.4389145786
2021-08-13,688799.5851360303
2021-08-14,688799.5851360303
2021-08-15,688799.5851360303
2021-08-16,688575.058635881
2021-08-17,688523.2086843114
2021-08-18,688283.2166811243
2021-08-19,688135.8781958142
2021-08-20,688062.2343075007
2021-08-21,688062.2343075007
2021-08-22,688062.2343075007
2021-08-23,688171.7353221641
2021-08-24,687951.8031663375
2021-08-25,687870.7293616921
2021-08-26,687855.3527406437
2021-08-27,687742.4378876253
2021-08-28,687742.4378876253
2021-08-29,687742.4378876253
2021-08-30,687752.041371852
2021-08-31,687705.7481459493
2021-09-01,687756.0954502978
2021-09-02,688064.4177064478
2021-09-03,688463.0586379726
2021-09-04,688463.0586379726
2021-09-05,688463.0586379726
2021-09-06,688494.2804885046
2021-09-07,688019.0779741165
2021-09-08,687799.1792064641
2021-09-09,687692.1423328726
2021-09-10,687243.9406190258
2021-09-11,687243.9406190258
2021-09-12,687243.9406190258
2021-09-13,687005.6734613458
2021-09-14,687057.9477277509
2021-09-15,686912.9507135629
2021-09-16,686975.5109966673
2021-09-17,686948.486014262
2021-09-18,686948.486014262
2021-09-19,686948.486014262
2021-09-20,686838.3089270593
2021-09-21,686871.8003833222
2021-09-22,687096.7960292937
2021-09-23,687409.357043911
2021-09-24,687552.1795028105
2021-09-25,687552.1795028105
2021-09-26,687552.1795028105
2021-09-27,687869.1948397374
2021-09-28,687733.2559424937
2021-09-29,687841.7099457057
2021-09-30,687798.4341005456
2021-10-01,688170.5985582583
2021-10-02,688170.5985582583
2021-10-03,688170.5985582583
2021-10-04,688552.9945418322
2021-10-05,688759.3520543014
2021-10-06,690167.5043759223
2021-10-07,690527.1414042055
2021-10-08,691031.4738665635
2021-10-09,691031.4738665635
2021-10-10,691031.4738665635
2021-10-11,691164.1337066708
2021-10-12,691183.3948386253
2021-10-13,691329.3283343669
2021-10-14,691712.8337069101
2021-10-15,691889.7022300464
2021-10-16,691889.7022300464
2021-10-17,691889.7022300464
2021-10-18,691835.4647357301
2021-10-19,692311.333093985
2021-10-20,693388.7114266228
2021-10-21,693621.7916073934
2021-10-22,694322.0094962105
2021-10-23,694322.0094962105
2021-10-24,694322.0094962105
2021-10-25,694919.7792051333
2021-10-26,695524.308286184
2021-10-27,695445.5501461932
2021-10-28,695726.0363458087
2021-10-29,695877.1468400188
2021-10-30,695877.1468400188
2021-10-31,695877.1468400188
2021-11-01,695950.749985619
2021-11-02,696098.7455405382
2021-11-03,695873.5978076815
2021-11-04,695799.391067768
2021-11-05,695695.471293683
2021-11-06,695695.471293683
2021-11-07,695695.471293683
2021-11-08,695642.0727742373
2021-11-09,695767.0382018371
2021-11-10,695782.3008528799
2021-11-11,695588.2196195582
2021-11-12,695439.9038398127
2021-11-13,695439.9038398127
2021-11-14,695439.9038398127
2021-11-15,695442.3093719251
2021-11-16,695355.3555933983
2021-11-17,695292.3046048764
2021-11-18,695215.2046881092
2021-11-19,695111.9328896424
2021-11-20,695111.9328896424
2021-11-21,695111.9328896424
2021-11-22,695472.0964567693
2021-11-23,695437.6343184112
2021-11-24,695318.646715403
2021-11-25,695250.8257638102
2021-11-26,694757.9872764295
2021-11-27,694757.9872764295
2021-11-28,694757.9872764295
2021-11-29,694491.6263778427
2021-11-30,694777.3996192922
2021-12-01,695596.2762201388
2021-12-02,695476.1323225752
2021-12-03,695127.0829282106
2021-12-04,695127.0829282106
2021-12-05,695127.0829282106
2021-12-06,694831.1453640597
2021-12-07,694207.6167832548
2021-12-08,695091.7033000481
2021-12-09,695950.179787651
2021-12-10,695617.2157147543
2021-12-11,695617.2157147543
2021-12-12,695617.2157147543
2021-12-13,695862.1990782075
2021-12-14,696254.7050921139
2021-12-15,695736.562004389
2021-12-16,695241.3577020551
2021-12-17,694522.7387104192
2021-12-18,694522.7387104192
2021-12-19,694522.7387104192
2021-12-20,693633.254285922
2021-12-21,693604.3858107337
2021-12-22,693528.931565023
2021-12-23,693678.7773310745
2021-12-24,693643.1301639085
2021-12-25,693643.1301639085
2021-12-26,693643.1301639085
2021-12-27,693660.072615725
2021-12-28,693503.3072578384
2021-12-29,693288.2745140507
2021-12-30,692442.5826000433
2021-12-31,692330.4749300374
2022-01-01,692330.4749300374
2022-01-02,692330.4749300374
2022-01-03,692073.4986507107
2022-01-04,692036.2552089078
2022-01-05,691695.9753469807
2022-01-06,690886.9599591646
2022-01-07,690530.2264613381
2022-01-08,690530.2264613381
2022-01-09,690530.2264613381
2022-01-10,690105.9044557507
2022-01-11,690060.6118130483
2022-01-12,690205.8552042055
2022-01-13,689984.3363180592
2022-01-14,689979.9014583176
2022-01-15,689979.9014583176
2022-01-16,689979.9014583176
2022-01-17,689979.7752976252
2022-01-18,689720.3739034488
2022-01-19,689497.3000031292
2022-01-20,689848.5150440433
2022-01-21,689744.4305803297
2022-01-22,689744.4305803297
2022-01-23,689744.4305803297
2022-01-24,689482.2656817669
2022-01-25,689260.4174948788
2022-01-26,688963.5567885851
2022-01-27,689198.3284350003
2022-01-28,689272.7733544167
2022-01-29,689272.7733544167
2022-01-30,689272.7733544167
2022-01-31,689268.6689249063
2022-02-01,690296.8942877987
2022-02-02,691045.4344135785
2022-02-03,691006.5565470108
2022-02-04,690962.3267637764
2022-02-05,690962.3267637764
2022-02-06,690962.3267637764
2022-02-07,688640.1810393168
2022-02-08,688811.0173762988
2022-02-09,688813.7046910152
2022-02-10,689569.9610234624
2022-02-11,689904.6040024778
2022-02-12,689904.6040024778
2022-02-13,689904.6040024778
2022-02-14,689785.3559354628
2022-02-15,689672.460753992
2022-02-16,689962.3037235625
2022-02-17,690876.5496067647
2022-02-18,692029.3362908583
2022-02-19,692029.3362908583
2022-02-20,692029.3362908583
2022-02-21,691881.6731873478
2022-02-22,691671.8677471357
2022-02-23,691616.4389248237
2022-02-24,691691.633022031
2022-02-25,691499.490246838
2022-02-26,691499.490246838
2022-02-27,691499.490246838
2022-02-28,691273.6377633737
2022-03-01,692393.8156185938
2022-03-02,693345.198028615
2022-03-03,693508.5432349433
2022-03-04,693273.4275070697
2022-03-05,693273.4275070697
2022-03-06,693273.4275070697
2022-03-07,692882.4644650542
2022-03-08,692839.920000454
2022-03-09,693112.1541578163
2022-03-10,692603.6301345117
2022-03-11,692555.1875563212
2022-03-12,692555.1875563212
2022-03-13,692555.1875563212
2022-03-14,692272.9896769902
2022-03-15,691812.9100390202
2022-03-16,692090.153855473
2022-03-17,692597.476971177
2022-03-18,692641.4222434262
2022-03-19,692641.4222434262
2022-03-20,692641.4222434262
2022-03-21,693181.5526703753
2022-03-22,693747.1713656458
2022-03-23,693765.7932193583
2022-03-24,695150.0914313543
2022-03-25,696138.5699391679
2022-03-26,696138.5699391679
2022-03-27,696138.5699391679
2022-03-28,696338.5336295046
2022-03-29,696043.6645746765
2022-03-30,696549.9693569731
2022-03-31,696516.2786936605
2022-04-01,695998.5057538633
2022-04-02,695998.5057538633
2022-04-03,695998.5057538633
2022-04-04,695830.1778396377
2022-04-05,695671.0067821185
2022-04-06,694823.9013424555
2022-04-07,694193.75453764
2022-04-08,693425.017477459
2022-04-09,693425.017477459
2022-04-10,693425.017477459
2022-04-11,691736.1241551539
2022-04-12,689472.2845138779
2022-04-13,688791.0415045611
2022-04-14,688931.6722123529
2022-04-15,688897.053707353
2022-04-16,688897.053707353
2022-04-17,688897.053707353
2022-04-18,688025.070998353
2022-04-19,688007.7264748442
2022-04-20,688183.8261906112
2022-04-21,688187.2285504035
2022-04-22,688212.9966252559
2022-04-23,688212.9966252559
2022-04-24,688212.9966252559
2022-04-25,687950.8140686357
2022-04-26,688506.1315835577
2022-04-27,688318.5010562817
2022-04-28,688142.9407548271
2022-04-29,688283.1939379307
2022-04-30,688283.1939379307
2022-05-01,688283.1939379307
2022-05-02,688034.9641406466
2022-05-03,688355.6268498884
2022-05-04,691246.5288364363
2022-05-05,689737.5073618997
2022-05-06,691271.9126505174
2022-05-07,691271.9126505174
2022-05-08,691271.9126505174
2022-05-09,690928.851280155
2022-05-10,690935.4303513942
2022-05-11,690922.6062686862
2022-05-12,697601.7142327931
2022-05-13,692407.8644286662
2022-05-14,692407.8644286662
2022-05-15,692407.8644286662
2022-05-16,698399.7808092281
2022-05-17,692175.6834034149
2022-05-18,692216.0915898625
2022-05-19,692087.3767211745
2022-05-20,691832.7886923585
2022-05-21,691832.7886923585
2022-05-22,691832.7886923585
2022-05-23,691726.3376350442
2022-05-24,691780.1533491131
2022-05-25,692496.4674550497
2022-05-26,694383.796139409
2022-05-27,696266.6345980467
2022-05-28,696266.6345980467
2022-05-29,696266.6345980467
2022-05-30,696404.8737007102
2022-05-31,698970.0695822141
2022-06-01,699075.3598952572
2022-06-02,698009.3040862379
2022-06-03,695887.6292579962
2022-06-04,695887.6292579962
2022-06-05,695887.6292579962
2022-06-06,697543.57793833
2022-06-07,695652.9648948485
2022-06-08,695364.2087379836
2022-06-09,696365.7168561589
2022-06-10,693248.6358779125
2022-06-11,693248.6358779125
2022-06-12,693248.6358779125
2022-06-13,703092.5047208105
2022-06-14,702851.7804561113
2022-06-15,701923.2880438807
2022-06-16,702850.5551009597
2022-06-17,678275.9855027539
2022-06-18,678275.9855027539
2022-06-19,678275.9855027539
2022-06-20,678238.3738690845
2022-06-21,678382.5412034738
2022-06-22,678357.2474689346
2022-06-23,678628.7482654908
2022-06-24,678198.4584170564
2022-06-25,678198.4584170564
2022-06-26,678198.4584170564
2022-06-27,678076.5495662112
2022-06-28,678166.8649656757
2022-06-29,678140.0753919635
2022-06-30,678073.1733671258
2022-07-01,678191.0968798075
2022-07-02,678191.0968798075
2022-07-03,678191.0968798075
2022-07-04,678193.1863316066
2022-07-05,677979.961080125
2022-07-06,677982.5925746224
2022-07-07,678039.1763305543
2022-07-08,677823.5203758017
2022-07-09,677823.5203758017
2022-07-10,677823.5203758017
2022-07-11,677828.1430896056
2022-07-12,677809.1505549316
2022-07-13,677740.0881500383
2022-07-14,677594.3440047385
2022-07-15,677594.660259234
2022-07-16,677594.660259234
2022-07-17,677594.660259234
2022-07-18,677173.7351968689
2022-07-19,677229.4875834414
2022-07-20,677406.5186845205
2022-07-21,677146.0021169266
2022-07-22,677244.6030142583
2022-07-23,677244.6030142583
2022-07-24,677244.6030142583
2022-07-25,677160.6186277709
2022-07-26,677188.2203729916
2022-07-27,677402.8258833825
2022-07-28,680065.9921318707
2022-07-29,680129.0163770125
2022-07-30,680129.0163770125
2022-07-31,680129.0163770125
2022-08-01,680343.2300366592
2022-08-02,679460.6680035965
2022-08-03,678625.7977731271
2022-08-04,677904.1811992272
2022-08-05,678313.5959176855
2022-08-06,678313.5959176855
2022-08-07,678313.5959176855
2022-08-08,679146.3837957507
2022-08-09,678725.1914209755
2022-08-10,679875.7405904524
2022-08-11,680771.5350232304
2022-08-12,679736.524967099
2022-08-13,679736.524967099
2022-08-14,679736.524967099
2022-08-15,677421.2671438209
2022-08-16,677185.540600678
2022-08-17,676823.0431564411
2022-08-18,676687.08236159
2022-08-19,676701.3018616923
2022-08-20,676701.3018616923
2022-08-21,676701.3018616923
2022-08-22,676530.0866307432
2022-08-23,676461.0901912882
2022-08-24,676520.9139072881
2022-08-25,676511.7512196543
2022-08-26,676477.7572821877
2022-08-27,676477.7572821877
2022-08-28,676477.7572821877
2022-08-29,676343.5365943119
2022-08-30,676281.801953998
2022-08-31,676302.4684208538
2022-09-01,676111.3765820921
2022-09-02,676097.4973363604
2022-09-03,676097.4973363604
2022-09-04,676097.4973363604
2022-09-05,676094.8252468762
2022-09-06,676016.7943884769
2022-09-07,676036.079202878
2022-09-08,676122.704506274
2022-09-09,675721.3324070554
2022-09-10,675721.3324070554
2022-09-11,675721.3324070554
2022-09-12,675617.4319035857
2022-09-13,675614.4566952625
2022-09-14,675587.541507179
2022-09-15,675643.7747499906
2022-09-16,675735.8731445272
2022-09-17,675735.8731445272
2022-09-18,675735.8731445272
2022-09-19,675564.4582644802
2022-09-20,675627.1984712076
2022-09-21,675603.730606154
2022-09-22,675171.7541242127
2022-09-23,675335.593398596
2022-09-24,675335.593398596
2022-09-25,675335.593398596
2022-09-26,675283.1376578453
2022-09-27,675031.0298447453
2022-09-28,675091.3755302781
2022-09-29,675014.4452525846
2022-09-30,674695.2883020856
2022-10-01,674695.2883020856
2022-10-02,674695.2883020856
2022-10-03,674683.9968103878
2022-10-04,674734.354549196
2022-10-05,674728.9833127034
2022-10-06,674463.4718291719
2022-10-07,674530.2638233106
2022-10-08,674530.2638233106
2022-10-09,674530.2638233106
2022-10-10,674527.6137717309
2022-10-11,674440.1991238515
2022-10-12,674430.1278045274
2022-10-13,674250.5153996004
2022-10-14,674308.5575277056
2022-10-15,674308.5575277056
2022-10-16,674308.5575277056
2022-10-17,674214.4781403936
2022-10-18,674153.8389981696
2022-10-19,674093.5308560535
2022-10-20,674094.6871816652
2022-10-21,674133.741684941
2022-10-22,674133.741684941
2022-10-23,674133.741684941
2022-10-24,673834.4619177843
2022-10-25,673852.8316185067
2022-10-26,673945.662868467
2022-10-27,673933.9370714829
2022-10-28,673864.270320297
2022-10-29,673864.270320297
2022-10-30,673864.270320297
2022-10-31,673693.5205556466
2022-11-01,673705.6349395971
2022-11-02,673687.3561223089
2022-11-03,673655.4407235357
2022-11-04,673652.0039516386
2022-11-05,673652.0039516386
2022-11-06,673652.0039516386
2022-11-07,673602.5863409598
2022-11-08,673647.3886894356
2022-11-09,673813.4022772944
2022-11-10,673894.3476930712
2022-11-11,673473.3125518066
2022-11-12,673473.3125518066
2022-11-13,673473.3125518066
2022-11-14,673154.1463433802
2022-11-15,673313.7502041692
2022-11-16,673525.5473203948
2022-11-17,673633.1264462206
2022-11-18,673594.9863976206
2022-11-19,673594.9863976206
2022-11-20,673594.9863976206
2022-11-21,673476.4530897973
2022-11-22,673462.0412242594
2022-11-23,673454.4731315213
2022-11-24,673481.8991024846
2022-11-25,673403.9277445009
2022-11-26,673403.9277445009
2022-11-27,673403.9277445009
2022-11-28,673234.1178456532
2022-11-29,673155.8905129641
2022-11-30,673139.4487854881
2022-12-01,673071.8390412226
2022-12-02,673084.186434165
2022-12-03,673084.186434165
2022-12-04,673084.186434165
2022-12-05,673025.9288310512
2022-12-06,673009.79206844
2022-12-07,672967.1144372117
2022-12-08,672942.9658143633
2022-12-09,672941.3460961933
2022-12-10,672941.3460961933
2022-12-11,672941.3460961933
2022-12-12,672784.6665135035
2022-12-13,672296.7494550068
2022-12-14,672184.6764653943
2022-12-15,672014.833903785
2022-12-16,671942.6827113181
2022-12-17,671942.6827113181
2022-12-18,671942.6827113181
2022-12-19,671851.796039957
2022-12-20,671838.4480835809
2022-12-21,671784.7098953982
2022-12-22,671671.7827554062
2022-12-23,671503.2891142698
2022-12-24,671503.2891142698
2022-12-25,671503.2891142698
2022-12-26,671503.2891142698
2022-12-27,671361.2181807638
2022-12-28,671200.8343428108
2022-12-29,671077.2127086218
2022-12-30,671041.6951991939
2022-12-31,671041.6951991939
2023-01-01,671041.6951991939
2023-01-02,671038.9984844499
2023-01-03,670760.6264500393
