date,Active Receiving Addresses
2018-11-02,55
2018-11-03,32
2018-11-04,46
2018-11-05,57
2018-11-06,55
2018-11-07,68
2018-11-08,76
2018-11-09,69
2018-11-10,44
2018-11-11,41
2018-11-12,48
2018-11-13,40
2018-11-14,79
2018-11-15,117
2018-11-16,69
2018-11-17,61
2018-11-18,57
2018-11-19,87
2018-11-20,83
2018-11-21,91
2018-11-22,62
2018-11-23,84
2018-11-24,63
2018-11-25,115
2018-11-26,68
2018-11-27,61
2018-11-28,71
2018-11-29,56
2018-11-30,52
2018-12-01,54
2018-12-02,50
2018-12-03,79
2018-12-04,88
2018-12-05,101
2018-12-06,116
2018-12-07,128
2018-12-08,143
2018-12-09,119
2018-12-10,205
2018-12-11,157
2018-12-12,163
2018-12-13,80
2018-12-14,144
2018-12-15,146
2018-12-16,144
2018-12-17,180
2018-12-18,211
2018-12-19,131
2018-12-20,126
2018-12-21,88
2018-12-22,81
2018-12-23,76
2018-12-24,88
2018-12-25,76
2018-12-26,69
2018-12-27,63
2018-12-28,88
2018-12-29,54
2018-12-30,53
2018-12-31,47
2019-01-01,38
2019-01-02,72
2019-01-03,69
2019-01-04,67
2019-01-05,51
2019-01-06,62
2019-01-07,94
2019-01-08,80
2019-01-09,71
2019-01-10,98
2019-01-11,55
2019-01-12,40
2019-01-13,56
2019-01-14,75
2019-01-15,68
2019-01-16,56
2019-01-17,58
2019-01-18,69
2019-01-19,49
2019-01-20,57
2019-01-21,72
2019-01-22,97
2019-01-23,58
2019-01-24,79
2019-01-25,69
2019-01-26,67
2019-01-27,59
2019-01-28,93
2019-01-29,68
2019-01-30,99
2019-01-31,57
2019-02-01,69
2019-02-02,33
2019-02-03,28
2019-02-04,28
2019-02-05,22
2019-02-06,30
2019-02-07,25
2019-02-08,39
2019-02-09,46
2019-02-10,37
2019-02-11,58
2019-02-12,46
2019-02-13,44
2019-02-14,69
2019-02-15,60
2019-02-16,48
2019-02-17,54
2019-02-18,85
2019-02-19,91
2019-02-20,52
2019-02-21,55
2019-02-22,79
2019-02-23,67
2019-02-24,104
2019-02-25,106
2019-02-26,128
2019-02-27,110
2019-02-28,113
2019-03-01,96
2019-03-02,90
2019-03-03,73
2019-03-04,117
2019-03-05,140
2019-03-06,126
2019-03-07,113
2019-03-08,116
2019-03-09,85
2019-03-10,75
2019-03-11,136
2019-03-12,142
2019-03-13,140
2019-03-14,125
2019-03-15,124
2019-03-16,128
2019-03-17,102
2019-03-18,145
2019-03-19,183
2019-03-20,185
2019-03-21,192
2019-03-22,206
2019-03-23,163
2019-03-24,140
2019-03-25,240
2019-03-26,302
2019-03-27,262
2019-03-28,238
2019-03-29,235
2019-03-30,172
2019-03-31,182
2019-04-01,266
2019-04-02,351
2019-04-03,438
2019-04-04,452
2019-04-05,290
2019-04-06,493
2019-04-07,777
2019-04-08,818
2019-04-09,759
2019-04-10,673
2019-04-11,633
2019-04-12,570
2019-04-13,446
2019-04-14,492
2019-04-15,508
2019-04-16,575
2019-04-17,626
2019-04-18,516
2019-04-19,754
2019-04-20,890
2019-04-21,1465
2019-04-22,1752
2019-04-23,942
2019-04-24,1293
2019-04-25,1246
2019-04-26,1295
2019-04-27,854
2019-04-28,677
2019-04-29,909
2019-04-30,818
2019-05-01,755
2019-05-02,808
2019-05-03,841
2019-05-04,764
2019-05-05,1464
2019-05-06,1650
2019-05-07,931
2019-05-08,1652
2019-05-09,2082
2019-05-10,2016
2019-05-11,2376
2019-05-12,987
2019-05-13,1156
2019-05-14,1323
2019-05-15,1597
2019-05-16,1743
2019-05-17,1441
2019-05-18,1365
2019-05-19,1555
2019-05-20,1764
2019-05-21,1602
2019-05-22,2003
2019-05-23,1749
2019-05-24,2195
2019-05-25,2002
2019-05-26,1921
2019-05-27,2494
2019-05-28,2595
2019-05-29,3010
2019-05-30,3263
2019-05-31,2851
2019-06-01,3493
2019-06-02,4288
2019-06-03,3792
2019-06-04,3922
2019-06-05,3657
2019-06-06,3799
2019-06-07,3363
2019-06-08,3526
2019-06-09,3389
2019-06-10,4039
2019-06-11,5186
2019-06-12,6208
2019-06-13,5705
2019-06-14,6333
2019-06-15,5446
2019-06-16,5269
2019-06-17,6103
2019-06-18,5199
2019-06-19,6401
2019-06-20,6730
2019-06-21,6702
2019-06-22,6921
2019-06-23,5818
2019-06-24,7140
2019-06-25,7395
2019-06-26,6295
2019-06-27,7894
2019-06-28,7307
2019-06-29,6832
2019-06-30,6117
2019-07-01,7816
2019-07-02,7528
2019-07-03,7492
2019-07-04,9306
2019-07-05,9066
2019-07-06,7948
2019-07-07,7808
2019-07-08,10286
2019-07-09,13601
2019-07-10,14517
2019-07-11,14127
2019-07-12,13725
2019-07-13,12397
2019-07-14,12247
2019-07-15,17409
2019-07-16,13995
2019-07-17,17467
2019-07-18,15378
2019-07-19,13875
2019-07-20,13410
2019-07-21,12373
2019-07-22,13388
2019-07-23,15457
2019-07-24,15012
2019-07-25,16617
2019-07-26,18410
2019-07-27,15177
2019-07-28,15211
2019-07-29,19717
2019-07-30,17811
2019-07-31,19463
2019-08-01,19280
2019-08-02,19872
2019-08-03,15650
2019-08-04,14781
2019-08-05,19863
2019-08-06,18672
2019-08-07,18606
2019-08-08,19501
2019-08-09,18848
2019-08-10,17943
2019-08-11,16289
2019-08-12,18755
2019-08-13,17892
2019-08-14,19396
2019-08-15,21054
2019-08-16,19482
2019-08-17,18401
2019-08-18,20754
2019-08-19,35231
2019-08-20,49816
2019-08-21,55447
2019-08-22,59538
2019-08-23,63749
2019-08-24,58805
2019-08-25,62562
2019-08-26,61969
2019-08-27,46116
2019-08-28,41512
2019-08-29,45786
2019-08-30,47428
2019-08-31,49937
2019-09-01,54023
2019-09-02,64341
2019-09-03,66665
2019-09-04,71910
2019-09-05,81188
2019-09-06,84473
2019-09-07,83706
2019-09-08,86809
2019-09-09,91359
2019-09-10,86888
2019-09-11,81219
2019-09-12,81544
2019-09-13,75158
2019-09-14,70781
2019-09-15,68478
2019-09-16,72458
2019-09-17,71285
2019-09-18,64966
2019-09-19,67583
2019-09-20,53693
2019-09-21,27856
2019-09-22,34432
2019-09-23,31651
2019-09-24,39043
2019-09-25,37659
2019-09-26,35483
2019-09-27,31982
2019-09-28,31583
2019-09-29,29849
2019-09-30,32345
2019-10-01,27843
2019-10-02,27482
2019-10-03,26309
2019-10-04,27325
2019-10-05,26830
2019-10-06,23318
2019-10-07,32558
2019-10-08,29892
2019-10-09,38292
2019-10-10,35078
2019-10-11,31713
2019-10-12,29819
2019-10-13,31070
2019-10-14,35506
2019-10-15,34341
2019-10-16,40450
2019-10-17,36825
2019-10-18,37087
2019-10-19,31748
2019-10-20,29770
2019-10-21,32459
2019-10-22,34755
2019-10-23,33317
2019-10-24,32159
2019-10-25,38342
2019-10-26,33953
2019-10-27,27522
2019-10-28,32893
2019-10-29,37103
2019-10-30,33991
2019-10-31,33266
2019-11-01,36149
2019-11-02,30401
2019-11-03,30407
2019-11-04,31385
2019-11-05,34532
2019-11-06,34405
2019-11-07,36031
2019-11-08,34055
2019-11-09,29137
2019-11-10,30405
2019-11-11,37751
2019-11-12,35846
2019-11-13,33510
2019-11-14,33869
2019-11-15,34407
2019-11-16,30299
2019-11-17,28371
2019-11-18,34269
2019-11-19,36458
2019-11-20,35320
2019-11-21,40045
2019-11-22,42460
2019-11-23,36948
2019-11-24,31032
2019-11-25,43167
2019-11-26,39299
2019-11-27,32915
2019-11-28,31700
2019-11-29,32493
2019-11-30,28369
2019-12-01,46905
2019-12-02,42681
2019-12-03,33731
2019-12-04,33010
2019-12-05,33745
2019-12-06,30794
2019-12-07,23797
2019-12-08,19695
2019-12-09,34853
2019-12-10,35903
2019-12-11,33438
2019-12-12,31947
2019-12-13,31327
2019-12-14,28403
2019-12-15,27875
2019-12-16,36571
2019-12-17,35150
2019-12-18,37182
2019-12-19,36511
2019-12-20,34385
2019-12-21,28755
2019-12-22,25366
2019-12-23,33792
2019-12-24,30135
2019-12-25,29219
2019-12-26,31792
2019-12-27,31785
2019-12-28,25980
2019-12-29,24026
2019-12-30,32798
2019-12-31,32561
2020-01-01,23655
2020-01-02,26156
2020-01-03,34206
2020-01-04,28934
2020-01-05,27977
2020-01-06,30926
2020-01-07,30281
2020-01-08,33855
2020-01-09,32836
2020-01-10,30962
2020-01-11,27928
2020-01-12,24856
2020-01-13,27964
2020-01-14,33521
2020-01-15,34672
2020-01-16,32861
2020-01-17,33930
2020-01-18,34609
2020-01-19,34968
2020-01-20,31126
2020-01-21,28597
2020-01-22,23648
2020-01-23,23607
2020-01-24,18471
2020-01-25,13200
2020-01-26,13798
2020-01-27,19042
2020-01-28,20537
2020-01-29,23658
2020-01-30,25953
2020-01-31,26696
2020-02-01,24220
2020-02-02,25405
2020-02-03,37225
2020-02-04,32904
2020-02-05,35841
2020-02-06,38763
2020-02-07,39906
2020-02-08,37958
2020-02-09,47023
2020-02-10,45477
2020-02-11,43268
2020-02-12,50226
2020-02-13,47312
2020-02-14,47741
2020-02-15,47646
2020-02-16,35907
2020-02-17,41593
2020-02-18,40357
2020-02-19,41678
2020-02-20,44444
2020-02-21,37723
2020-02-22,34663
2020-02-23,39522
2020-02-24,50928
2020-02-25,44274
2020-02-26,47643
2020-02-27,45441
2020-02-28,49248
2020-02-29,43678
2020-03-01,40938
2020-03-02,44838
2020-03-03,45429
2020-03-04,43740
2020-03-05,46449
2020-03-06,44310
2020-03-07,43241
2020-03-08,40869
2020-03-09,54298
2020-03-10,52346
2020-03-11,54760
2020-03-12,60709
2020-03-13,66139
2020-03-14,42385
2020-03-15,42239
2020-03-16,62451
2020-03-17,67109
2020-03-18,58782
2020-03-19,61754
2020-03-20,59082
2020-03-21,48139
2020-03-22,49821
2020-03-23,54421
2020-03-24,53966
2020-03-25,52789
2020-03-26,59426
2020-03-27,56632
2020-03-28,51039
2020-03-29,52102
2020-03-30,55371
2020-03-31,67574
2020-04-01,54778
2020-04-02,54101
2020-04-03,51935
2020-04-04,40785
2020-04-05,45772
2020-04-06,65638
2020-04-07,68153
2020-04-08,66481
2020-04-09,67392
2020-04-10,65179
2020-04-11,60358
2020-04-12,54167
2020-04-13,65977
2020-04-14,75172
2020-04-15,69644
2020-04-16,72845
2020-04-17,68610
2020-04-18,60956
2020-04-19,62130
2020-04-20,73518
2020-04-21,73084
2020-04-22,74692
2020-04-23,76604
2020-04-24,80222
2020-04-25,69400
2020-04-26,73886
2020-04-27,77934
2020-04-28,80521
2020-04-29,86130
2020-04-30,91609
2020-05-01,69732
2020-05-02,61249
2020-05-03,60424
2020-05-04,69530
2020-05-05,75191
2020-05-06,80798
2020-05-07,73612
2020-05-08,75380
2020-05-09,87273
2020-05-10,79779
2020-05-11,82214
2020-05-12,77833
2020-05-13,84238
2020-05-14,85212
2020-05-15,83910
2020-05-16,73751
2020-05-17,71969
2020-05-18,85692
2020-05-19,86447
2020-05-20,90481
2020-05-21,99496
2020-05-22,104883
2020-05-23,81637
2020-05-24,83898
2020-05-25,107270
2020-05-26,94632
2020-05-27,83950
2020-05-28,85884
2020-05-29,87507
2020-05-30,84873
2020-05-31,81494
2020-06-01,95380
2020-06-02,102577
2020-06-03,94381
2020-06-04,96734
2020-06-05,97232
2020-06-06,181680
2020-06-07,190275
2020-06-08,134935
2020-06-09,90953
2020-06-10,88847
2020-06-11,88364
2020-06-12,80987
2020-06-13,76391
2020-06-14,66175
2020-06-15,88970
2020-06-16,85686
2020-06-17,83337
2020-06-18,86101
2020-06-19,88574
2020-06-20,77366
2020-06-21,89217
2020-06-22,111964
2020-06-23,125600
2020-06-24,88294
2020-06-25,81848
2020-06-26,75167
2020-06-27,70257
2020-06-28,75193
2020-06-29,86690
2020-06-30,111792
2020-07-01,94963
2020-07-02,85059
2020-07-03,82548
2020-07-04,71464
2020-07-05,75670
2020-07-06,95173
2020-07-07,92193
2020-07-08,98920
2020-07-09,96631
2020-07-10,92603
2020-07-11,85045
2020-07-12,90682
2020-07-13,103897
2020-07-14,96497
2020-07-15,97258
2020-07-16,94633
2020-07-17,90767
2020-07-18,81674
2020-07-19,79871
2020-07-20,95929
2020-07-21,92802
2020-07-22,88632
2020-07-23,90006
2020-07-24,91905
2020-07-25,82909
2020-07-26,86515
2020-07-27,104597
2020-07-28,103327
2020-07-29,99102
2020-07-30,97971
2020-07-31,103082
2020-08-01,98756
2020-08-02,97259
2020-08-03,105267
2020-08-04,102294
2020-08-05,102322
2020-08-06,108477
2020-08-07,122368
2020-08-08,101158
2020-08-09,99745
2020-08-10,116158
2020-08-11,112064
2020-08-12,105824
2020-08-13,103119
2020-08-14,103613
2020-08-15,91909
2020-08-16,85670
2020-08-17,104847
2020-08-18,111874
2020-08-19,115268
2020-08-20,96012
2020-08-21,89419
2020-08-22,82586
2020-08-23,79992
2020-08-24,93167
2020-08-25,95276
2020-08-26,98303
2020-08-27,98561
2020-08-28,96500
2020-08-29,92942
2020-08-30,87521
2020-08-31,110401
2020-09-01,105251
2020-09-02,95682
2020-09-03,90368
2020-09-04,90924
2020-09-05,78218
2020-09-06,69036
2020-09-07,84410
2020-09-08,83227
2020-09-09,86643
2020-09-10,89543
2020-09-11,87978
2020-09-12,77677
2020-09-13,81142
2020-09-14,93243
2020-09-15,97273
2020-09-16,92990
2020-09-17,87089
2020-09-18,104419
2020-09-19,88298
2020-09-20,89040
2020-09-21,97829
2020-09-22,90031
2020-09-23,90115
2020-09-24,90013
2020-09-25,85401
2020-09-26,81491
2020-09-27,73114
2020-09-28,88173
2020-09-29,88430
2020-09-30,89571
2020-10-01,70375
2020-10-02,70630
2020-10-03,69340
2020-10-04,66589
2020-10-05,80516
2020-10-06,82517
2020-10-07,82424
2020-10-08,85176
2020-10-09,93985
2020-10-10,88868
2020-10-11,81353
2020-10-12,94125
2020-10-13,96264
2020-10-14,96972
2020-10-15,101931
2020-10-16,95384
2020-10-17,79134
2020-10-18,81089
2020-10-19,94386
2020-10-20,94217
2020-10-21,96465
2020-10-22,94277
2020-10-23,82874
2020-10-24,73087
2020-10-25,77562
2020-10-26,82564
2020-10-27,81577
2020-10-28,82926
2020-10-29,79183
2020-10-30,80347
2020-10-31,74415
2020-11-01,69634
2020-11-02,92552
2020-11-03,88503
2020-11-04,83836
2020-11-05,88585
2020-11-06,88961
2020-11-07,78329
2020-11-08,71497
2020-11-09,93728
2020-11-10,94019
2020-11-11,96955
2020-11-12,115695
2020-11-13,112668
2020-11-14,87837
2020-11-15,82809
2020-11-16,100702
2020-11-17,104129
2020-11-18,91850
2020-11-19,87462
2020-11-20,95463
2020-11-21,86921
2020-11-22,80589
2020-11-23,104181
2020-11-24,104513
2020-11-25,98288
2020-11-26,102773
2020-11-27,93177
2020-11-28,76013
2020-11-29,73685
2020-11-30,98779
2020-12-01,88596
2020-12-02,80202
2020-12-03,79191
2020-12-04,75475
2020-12-05,66250
2020-12-06,62504
2020-12-07,78486
2020-12-08,82224
2020-12-09,88443
2020-12-10,83968
2020-12-11,79685
2020-12-12,74572
2020-12-13,84533
2020-12-14,104679
2020-12-15,111540
2020-12-16,125309
2020-12-17,127771
2020-12-18,85377
2020-12-19,77078
2020-12-20,74525
2020-12-21,88043
2020-12-22,95002
2020-12-23,96092
2020-12-24,93009
2020-12-25,87459
2020-12-26,85292
2020-12-27,87977
2020-12-28,104637
2020-12-29,102210
2020-12-30,94873
2020-12-31,87912
2021-01-01,73296
2021-01-02,83858
2021-01-03,91247
2021-01-04,98564
2021-01-05,101872
2021-01-06,100222
2021-01-07,98680
2021-01-08,93055
2021-01-09,81513
2021-01-10,84451
2021-01-11,99054
2021-01-12,90710
2021-01-13,85496
2021-01-14,90443
2021-01-15,90766
2021-01-16,81697
2021-01-17,79225
2021-01-18,95950
2021-01-19,89833
2021-01-20,88908
2021-01-21,84609
2021-01-22,82881
2021-01-23,70798
2021-01-24,69863
2021-01-25,87997
2021-01-26,83065
2021-01-27,80836
2021-01-28,82480
2021-01-29,95638
2021-01-30,78676
2021-01-31,78267
2021-02-01,92222
2021-02-02,90139
2021-02-03,88238
2021-02-04,87890
2021-02-05,84965
2021-02-06,74662
2021-02-07,74416
2021-02-08,88287
2021-02-09,90381
2021-02-10,85157
2021-02-11,69701
2021-02-12,63785
2021-02-13,59782
2021-02-14,60742
2021-02-15,73038
2021-02-16,67379
2021-02-17,72816
2021-02-18,79920
2021-02-19,83631
2021-02-20,82210
2021-02-21,75901
2021-02-22,86435
2021-02-23,81293
2021-02-24,75716
2021-02-25,68864
2021-02-26,68894
2021-02-27,57958
2021-02-28,60580
2021-03-01,68113
2021-03-02,65419
2021-03-03,66021
2021-03-04,64519
2021-03-05,62766
2021-03-06,54866
2021-03-07,54547
2021-03-08,66094
2021-03-09,73464
2021-03-10,71053
2021-03-11,71145
2021-03-12,71229
2021-03-13,65863
2021-03-14,61844
2021-03-15,77642
2021-03-16,76115
2021-03-17,71770
2021-03-18,77618
2021-03-19,75067
2021-03-20,66159
2021-03-21,63645
2021-03-22,80419
2021-03-23,70854
2021-03-24,75150
2021-03-25,74549
2021-03-26,67212
2021-03-27,61042
2021-03-28,56716
2021-03-29,71679
2021-03-30,74305
2021-03-31,75954
2021-04-01,75669
2021-04-02,71385
2021-04-03,64926
2021-04-04,60598
2021-04-05,74507
2021-04-06,81721
2021-04-07,83077
2021-04-08,77523
2021-04-09,80949
2021-04-10,70563
2021-04-11,68976
2021-04-12,91100
2021-04-13,93962
2021-04-14,86344
2021-04-15,72129
2021-04-16,85330
2021-04-17,77233
2021-04-18,82530
2021-04-19,89989
2021-04-20,101957
2021-04-21,98635
2021-04-22,86420
2021-04-23,86533
2021-04-24,62548
2021-04-25,58940
2021-04-26,75364
2021-04-27,76139
2021-04-28,76921
2021-04-29,79465
2021-04-30,78053
2021-05-01,66160
2021-05-02,60786
2021-05-03,76367
2021-05-04,87990
2021-05-05,94329
2021-05-06,103125
2021-05-07,107132
2021-05-08,104503
2021-05-09,104381
2021-05-10,117612
2021-05-11,112473
2021-05-12,99165
2021-05-13,91079
2021-05-14,85945
2021-05-15,73034
2021-05-16,69329
2021-05-17,80661
2021-05-18,78000
2021-05-19,86696
2021-05-20,84228
2021-05-21,73613
2021-05-22,58428
2021-05-23,63950
2021-05-24,70526
2021-05-25,65725
2021-05-26,70932
2021-05-27,62284
2021-05-28,61508
2021-05-29,51113
2021-05-30,46581
2021-05-31,58735
2021-06-01,66156
2021-06-02,71359
2021-06-03,71666
2021-06-04,68884
2021-06-05,55515
2021-06-06,49684
2021-06-07,65829
2021-06-08,72411
2021-06-09,64060
2021-06-10,63787
2021-06-11,63088
2021-06-12,53248
2021-06-13,50538
2021-06-14,66344
2021-06-15,70692
2021-06-16,67724
2021-06-17,80266
2021-06-18,73937
2021-06-19,55799
2021-06-20,56412
2021-06-21,75014
2021-06-22,81398
2021-06-23,67762
2021-06-24,73552
2021-06-25,71430
2021-06-26,57969
2021-06-27,54122
2021-06-28,69214
2021-06-29,73260
2021-06-30,66152
2021-07-01,66949
2021-07-02,67736
2021-07-03,59990
2021-07-04,57889
2021-07-05,67887
2021-07-06,66210
2021-07-07,67819
2021-07-08,70495
2021-07-09,71863
2021-07-10,58727
2021-07-11,52747
2021-07-12,63236
2021-07-13,62243
2021-07-14,63039
2021-07-15,61642
2021-07-16,61351
2021-07-17,49197
2021-07-18,46509
2021-07-19,59044
2021-07-20,63224
2021-07-21,58712
2021-07-22,54044
2021-07-23,54388
2021-07-24,51263
2021-07-25,45845
2021-07-26,67884
2021-07-27,58250
2021-07-28,60699
2021-07-29,68528
2021-07-30,62710
2021-07-31,54615
2021-08-01,52898
2021-08-02,60851
2021-08-03,60027
2021-08-04,60675
2021-08-05,53108
2021-08-06,60589
2021-08-07,57080
2021-08-08,50483
2021-08-09,58376
2021-08-10,62228
2021-08-11,65941
2021-08-12,60541
2021-08-13,60188
2021-08-14,52853
2021-08-15,48978
2021-08-16,65053
2021-08-17,65013
2021-08-18,62362
2021-08-19,62369
2021-08-20,67536
2021-08-21,55428
2021-08-22,51914
2021-08-23,67722
2021-08-24,63507
2021-08-25,61011
2021-08-26,59874
2021-08-27,56351
2021-08-28,48403
2021-08-29,45432
2021-08-30,58163
2021-08-31,61511
2021-09-01,63460
2021-09-02,69124
2021-09-03,61786
2021-09-04,48458
2021-09-05,48314
2021-09-06,64155
2021-09-07,73480
2021-09-08,66413
2021-09-09,63544
2021-09-10,62905
2021-09-11,49395
2021-09-12,46702
2021-09-13,58807
2021-09-14,60090
2021-09-15,60610
2021-09-16,59833
2021-09-17,55016
2021-09-18,46151
2021-09-19,43241
2021-09-20,62506
2021-09-21,56557
2021-09-22,54436
2021-09-23,52584
2021-09-24,54729
2021-09-25,42312
2021-09-26,44555
2021-09-27,52401
2021-09-28,50870
2021-09-29,50182
2021-09-30,52080
2021-10-01,53982
2021-10-02,44319
2021-10-03,41663
2021-10-04,50278
2021-10-05,56129
2021-10-06,57638
2021-10-07,61045
2021-10-08,59702
2021-10-09,49069
2021-10-10,45063
2021-10-11,55009
2021-10-12,56092
2021-10-13,56022
2021-10-14,57825
2021-10-15,60094
2021-10-16,49379
2021-10-17,43896
2021-10-18,56769
2021-10-19,60345
2021-10-20,62942
2021-10-21,62396
2021-10-22,58495
2021-10-23,47498
2021-10-24,49693
2021-10-25,63258
2021-10-26,68505
2021-10-27,75078
2021-10-28,82267
2021-10-29,85605
2021-10-30,77996
2021-10-31,67098
2021-11-01,77174
2021-11-02,81117
2021-11-03,80914
2021-11-04,76507
2021-11-05,74384
2021-11-06,58853
2021-11-07,61340
2021-11-08,74082
2021-11-09,73469
2021-11-10,78463
2021-11-11,71330
2021-11-12,70396
2021-11-13,62007
2021-11-14,57051
2021-11-15,66735
2021-11-16,73852
2021-11-17,65558
2021-11-18,69781
2021-11-19,65096
2021-11-20,51864
2021-11-21,52597
2021-11-22,62217
2021-11-23,64976
2021-11-24,69399
2021-11-25,69138
2021-11-26,69714
2021-11-27,51117
2021-11-28,47768
2021-11-29,61441
2021-11-30,63870
2021-12-01,67586
2021-12-02,66214
2021-12-03,62808
2021-12-04,72144
2021-12-05,46849
2021-12-06,62253
2021-12-07,57881
2021-12-08,52389
2021-12-09,51049
2021-12-10,54082
2021-12-11,41556
2021-12-12,39372
2021-12-13,53018
2021-12-14,54337
2021-12-15,53592
2021-12-16,48845
2021-12-17,47282
2021-12-18,37967
2021-12-19,35357
2021-12-20,46739
2021-12-21,49481
2021-12-22,50729
2021-12-23,49951
2021-12-24,47865
2021-12-25,34995
2021-12-26,36742
2021-12-27,47094
2021-12-28,49176
2021-12-29,52426
