Datetime,Tokens Transferred (Total)
2025-12-26T00:00:00Z,777530.60024754
2025-12-25T00:00:00Z,480129.87176175
2025-12-24T00:00:00Z,764876.31220212
2025-12-23T00:00:00Z,798655.24244288
2025-12-22T00:00:00Z,735567.33009906
2025-12-21T00:00:00Z,530442.67631791
2025-12-20T00:00:00Z,706929.93320884
2025-12-19T00:00:00Z,847435.13648621
2025-12-18T00:00:00Z,828972.61598881
2025-12-17T00:00:00Z,881609.43299579
2025-12-16T00:00:00Z,779617.23814805
2025-12-15T00:00:00Z,720085.91455961
2025-12-14T00:00:00Z,543768.61152149
2025-12-13T00:00:00Z,548513.005871
2025-12-12T00:00:00Z,702183.15636129
2025-12-11T00:00:00Z,773647.14139842
2025-12-10T00:00:00Z,914384.66845088
2025-12-09T00:00:00Z,776210.40526835
2025-12-08T00:00:00Z,784367.92261478
2025-12-07T00:00:00Z,452917.24028756
2025-12-06T00:00:00Z,496106.66608617
2025-12-05T00:00:00Z,709032.23858448
2025-12-04T00:00:00Z,646054.4198384
2025-12-03T00:00:00Z,900496.81322462
2025-12-02T00:00:00Z,921161.25382741
2025-12-01T00:00:00Z,856913.39383888
2025-11-30T00:00:00Z,610226.29447564
2025-11-29T00:00:00Z,560186.43278449
2025-11-28T00:00:00Z,823745.17215413
2025-11-27T00:00:00Z,725859.87505782
2025-11-26T00:00:00Z,830235.12172817
2025-11-25T00:00:00Z,784058.78299954
2025-11-24T00:00:00Z,861239.51516921
2025-11-23T00:00:00Z,918603.4961327
2025-11-22T00:00:00Z,1435581.05750445
2025-11-21T00:00:00Z,1495118.81541539
2025-11-20T00:00:00Z,1105188.89807259
2025-11-19T00:00:00Z,1172667.62529669
2025-11-18T00:00:00Z,1342779.2597064
2025-11-17T00:00:00Z,1063037.90720352
2025-11-16T00:00:00Z,723675.55005921
2025-11-15T00:00:00Z,672462.68252183
2025-11-14T00:00:00Z,1205856.49669486
2025-11-13T00:00:00Z,926165.38962871
2025-11-12T00:00:00Z,826504.3373249
2025-11-11T00:00:00Z,953327.7381993
2025-11-10T00:00:00Z,778455.56245756
2025-11-09T00:00:00Z,537432.63882025
2025-11-08T00:00:00Z,600558.5094647
2025-11-07T00:00:00Z,955260.1453635
2025-11-06T00:00:00Z,852857.11728335
2025-11-05T00:00:00Z,955634.77206136
2025-11-04T00:00:00Z,1183026.56467751
2025-11-03T00:00:00Z,891702.56536584
2025-11-02T00:00:00Z,518106.57052409
2025-11-01T00:00:00Z,599913.65504284
2025-10-31T00:00:00Z,830882.72685549
2025-10-30T00:00:00Z,802629.00475968
2025-10-29T00:00:00Z,676629.07143397
2025-10-28T00:00:00Z,735497.41385213
2025-10-27T00:00:00Z,760867.99534115
2025-10-26T00:00:00Z,579451.63151273
2025-10-25T00:00:00Z,516973.06425234
2025-10-24T00:00:00Z,666894.98177636
2025-10-23T00:00:00Z,696797.64353405
2025-10-22T00:00:00Z,740695.92687497
2025-10-21T00:00:00Z,850345.56722421
2025-10-20T00:00:00Z,666125.24257893
2025-10-19T00:00:00Z,606003.20292962
2025-10-18T00:00:00Z,547666.96023859
2025-10-17T00:00:00Z,1023023.61750035
2025-10-16T00:00:00Z,854802.3894397
2025-10-15T00:00:00Z,884519.58487278
2025-10-14T00:00:00Z,1186086.08901665
2025-10-13T00:00:00Z,844293.30154136
2025-10-12T00:00:00Z,694158.80337961
2025-10-11T00:00:00Z,853503.696643
2025-10-10T00:00:00Z,750026.3870327
2025-10-09T00:00:00Z,713022.58188894
2025-10-08T00:00:00Z,871948.3147426
2025-10-07T00:00:00Z,771266.29938944
2025-10-06T00:00:00Z,798762.09297811
2025-10-05T00:00:00Z,638181.71275318
2025-10-04T00:00:00Z,587665.77051471
2025-10-03T00:00:00Z,1004731.59418389
2025-10-02T00:00:00Z,880353.759517
2025-10-01T00:00:00Z,848032.02956447
2025-09-30T00:00:00Z,774723.50549311
2025-09-29T00:00:00Z,694942.19657898
2025-09-28T00:00:00Z,454704.14979031
2025-09-27T00:00:00Z,503865.56626657
2025-09-26T00:00:00Z,933277.62821548
2025-09-25T00:00:00Z,772106.12009765
2025-09-24T00:00:00Z,670110.03846759
2025-09-23T00:00:00Z,689031.19787228
2025-09-22T00:00:00Z,724088.3172369
2025-09-21T00:00:00Z,444314.33092051
2025-09-20T00:00:00Z,519770.76764614
2025-09-19T00:00:00Z,722815.82116506
2025-09-18T00:00:00Z,710166.46568393
2025-09-17T00:00:00Z,601536.19243578
2025-09-16T00:00:00Z,626467.78176194
2025-09-15T00:00:00Z,745891.85546575
2025-09-14T00:00:00Z,393011.72669009
2025-09-13T00:00:00Z,505860.20624988
2025-09-12T00:00:00Z,573720.43631122
2025-09-11T00:00:00Z,628346.82948064
2025-09-10T00:00:00Z,717896.04141702
2025-09-09T00:00:00Z,780415.58296278
2025-09-08T00:00:00Z,714620.61937117
2025-09-07T00:00:00Z,471795.7965328
2025-09-06T00:00:00Z,467033.07010428
2025-09-05T00:00:00Z,827552.52379021
2025-09-04T00:00:00Z,740958.76996673
2025-09-03T00:00:00Z,649433.68791707
2025-09-02T00:00:00Z,634388.41976909
2025-09-01T00:00:00Z,613934.85365136
2025-08-31T00:00:00Z,503103.90884432
2025-08-30T00:00:00Z,548007.47873719
2025-08-29T00:00:00Z,829622.55349235
2025-08-28T00:00:00Z,642726.55076332
2025-08-27T00:00:00Z,609915.7607935
2025-08-26T00:00:00Z,699402.98563988
2025-08-25T00:00:00Z,670564.55417547
2025-08-24T00:00:00Z,582973.06750518
2025-08-23T00:00:00Z,523177.25365448
2025-08-22T00:00:00Z,698224.84969632
2025-08-21T00:00:00Z,603643.62866921
2025-08-20T00:00:00Z,581856.44170342
2025-08-19T00:00:00Z,619969.34918143
2025-08-18T00:00:00Z,638649.7619965
2025-08-17T00:00:00Z,419476.46428571
2025-08-16T00:00:00Z,430582.8095571
2025-08-15T00:00:00Z,585923.32448887
2025-08-14T00:00:00Z,680970.51268244
2025-08-13T00:00:00Z,721569.28890907
2025-08-12T00:00:00Z,705352.86886675
2025-08-11T00:00:00Z,751205.44602358
2025-08-10T00:00:00Z,455975.5815053
2025-08-09T00:00:00Z,438238.39893902
2025-08-08T00:00:00Z,624622.22176859
2025-08-07T00:00:00Z,604508.93003789
2025-08-06T00:00:00Z,626508.18872461
2025-08-05T00:00:00Z,609505.43772019
2025-08-04T00:00:00Z,682978.72910861
2025-08-03T00:00:00Z,464773.94472502
2025-08-02T00:00:00Z,468057.80423639
2025-08-01T00:00:00Z,764543.53923999
2025-07-31T00:00:00Z,578017.84599795
2025-07-30T00:00:00Z,630351.38025063
2025-07-29T00:00:00Z,584512.59811719
2025-07-28T00:00:00Z,641871.66175929
2025-07-27T00:00:00Z,460600.6424867
2025-07-26T00:00:00Z,467889.37408736
2025-07-25T00:00:00Z,1013183.58256695
2025-07-24T00:00:00Z,653770.0225176
2025-07-23T00:00:00Z,617298.89281879
2025-07-22T00:00:00Z,714154.23166512
2025-07-21T00:00:00Z,898041.16758752
2025-07-20T00:00:00Z,410747.90651269
2025-07-19T00:00:00Z,422056.91001548
2025-07-18T00:00:00Z,849910.30115484
2025-07-17T00:00:00Z,1051889.98453055
2025-07-16T00:00:00Z,933340.51849196
2025-07-15T00:00:00Z,1146033.51656714
2025-07-14T00:00:00Z,1058336.64087509
2025-07-13T00:00:00Z,452667.29964351
2025-07-12T00:00:00Z,533189.54837406
2025-07-11T00:00:00Z,1014042.7652612
2025-07-10T00:00:00Z,716519.5429743
2025-07-09T00:00:00Z,494274.02850087
2025-07-08T00:00:00Z,468873.01985583
2025-07-07T00:00:00Z,548001.93826664
2025-07-06T00:00:00Z,283835.71641247
2025-07-05T00:00:00Z,275347.9732878
2025-07-04T00:00:00Z,553858.93101659
2025-07-03T00:00:00Z,608347.18389046
2025-07-02T00:00:00Z,471632.35540175
2025-07-01T00:00:00Z,496071.43382246
2025-06-30T00:00:00Z,629259.68819826
2025-06-29T00:00:00Z,333724.96968892
2025-06-28T00:00:00Z,360614.16316741
2025-06-27T00:00:00Z,664715.03069003
2025-06-26T00:00:00Z,667208.51336875
2025-06-25T00:00:00Z,720913.02901171
2025-06-24T00:00:00Z,695393.76968792
2025-06-23T00:00:00Z,654487.98005012
2025-06-22T00:00:00Z,499443.72751271
2025-06-21T00:00:00Z,323165.06779793
2025-06-20T00:00:00Z,569879.35819442
2025-06-19T00:00:00Z,433762.20985333
2025-06-18T00:00:00Z,596436.49445974
2025-06-17T00:00:00Z,687826.54048773
2025-06-16T00:00:00Z,584769.08899351
2025-06-15T00:00:00Z,279532.71229497
2025-06-14T00:00:00Z,350664.25674064
2025-06-13T00:00:00Z,652354.27945555
2025-06-12T00:00:00Z,535980.78652677
2025-06-11T00:00:00Z,624441.48858957
2025-06-10T00:00:00Z,730387.67490327
2025-06-09T00:00:00Z,589447.72754704
2025-06-08T00:00:00Z,390348.25867234
2025-06-07T00:00:00Z,403639.44828185
2025-06-06T00:00:00Z,628661.20112334
2025-06-05T00:00:00Z,685894.15258917
2025-06-04T00:00:00Z,697416.76146178
2025-06-03T00:00:00Z,779701.31483996
2025-06-02T00:00:00Z,768493.63785587
2025-06-01T00:00:00Z,449237.14304343
2025-05-31T00:00:00Z,416757.59519727
2025-05-30T00:00:00Z,705727.89485469
2025-05-29T00:00:00Z,597606.1442442
2025-05-28T00:00:00Z,722211.54458712
2025-05-27T00:00:00Z,628462.35628288
2025-05-26T00:00:00Z,559744.47001715
2025-05-25T00:00:00Z,430108.99763214
2025-05-24T00:00:00Z,456305.78463218
2025-05-23T00:00:00Z,824341.87941337
2025-05-22T00:00:00Z,1034771.34486967
2025-05-21T00:00:00Z,837748.90841662
2025-05-20T00:00:00Z,704970.03064024
2025-05-19T00:00:00Z,648062.15584204
2025-05-18T00:00:00Z,400222.54403641
2025-05-17T00:00:00Z,375969.96314817
2025-05-16T00:00:00Z,634780.48955829
2025-05-15T00:00:00Z,757513.05290659
2025-05-14T00:00:00Z,714974.20528296
2025-05-13T00:00:00Z,754466.53870385
2025-05-12T00:00:00Z,693431.58288939
2025-05-11T00:00:00Z,489861.87618927
2025-05-10T00:00:00Z,478002.28757613
2025-05-09T00:00:00Z,840644.48206002
2025-05-08T00:00:00Z,739301.04441914
2025-05-07T00:00:00Z,739544.35686811
2025-05-06T00:00:00Z,733896.30607648
2025-05-05T00:00:00Z,814509.52881111
2025-05-04T00:00:00Z,494254.11891291
2025-05-03T00:00:00Z,507556.32702363
2025-05-02T00:00:00Z,765145.43785828
2025-05-01T00:00:00Z,771433.70042475
2025-04-30T00:00:00Z,660589.36087713
2025-04-29T00:00:00Z,722659.66723001
2025-04-28T00:00:00Z,701600.44719547
2025-04-27T00:00:00Z,397031.06143577
2025-04-26T00:00:00Z,373898.73501568
2025-04-25T00:00:00Z,774566.17093065
2025-04-24T00:00:00Z,754377.17747229
2025-04-23T00:00:00Z,960830.15016283
2025-04-22T00:00:00Z,756942.60103748
2025-04-21T00:00:00Z,589127.60206871
2025-04-20T00:00:00Z,339273.85815878
2025-04-19T00:00:00Z,380714.93280091
2025-04-18T00:00:00Z,532121.99987105
2025-04-17T00:00:00Z,744578.12309417
2025-04-16T00:00:00Z,535913.63517658
2025-04-15T00:00:00Z,668628.33595995
2025-04-14T00:00:00Z,535632.26066865
2025-04-13T00:00:00Z,417613.08559672
2025-04-12T00:00:00Z,428421.87182415
2025-04-11T00:00:00Z,668318.99476225
2025-04-10T00:00:00Z,681158.03814352
2025-04-09T00:00:00Z,790213.46757263
2025-04-08T00:00:00Z,611175.13326882
2025-04-07T00:00:00Z,791638.07873459
2025-04-06T00:00:00Z,438862.83495084
2025-04-05T00:00:00Z,360816.14924742
2025-04-04T00:00:00Z,584439.28335052
2025-04-03T00:00:00Z,669036.86610512
2025-04-02T00:00:00Z,603856.21312051
2025-04-01T00:00:00Z,572533.46399975
2025-03-31T00:00:00Z,710136.25170503
2025-03-30T00:00:00Z,399231.61702159
2025-03-29T00:00:00Z,441831.90447193
2025-03-28T00:00:00Z,687618.25995133
2025-03-27T00:00:00Z,557511.32943356
2025-03-26T00:00:00Z,584297.30903239
2025-03-25T00:00:00Z,606481.17833122
2025-03-24T00:00:00Z,550384.2561472
2025-03-23T00:00:00Z,320236.30409805
2025-03-22T00:00:00Z,328724.06327718
2025-03-21T00:00:00Z,502972.58670549
2025-03-20T00:00:00Z,594012.46946514
2025-03-19T00:00:00Z,557039.72521041
2025-03-18T00:00:00Z,573022.54551809
2025-03-17T00:00:00Z,565493.22275717
2025-03-16T00:00:00Z,427380.33274025
2025-03-15T00:00:00Z,404491.76950785
2025-03-14T00:00:00Z,557863.74158699
2025-03-13T00:00:00Z,621585.64936884
2025-03-12T00:00:00Z,728429.63677726
2025-03-11T00:00:00Z,838923.08781279
2025-03-10T00:00:00Z,793455.18615195
2025-03-09T00:00:00Z,516167.31230023
2025-03-08T00:00:00Z,467711.34245745
2025-03-07T00:00:00Z,794433.51818752
2025-03-06T00:00:00Z,744851.70371552
2025-03-05T00:00:00Z,636702.43899033
2025-03-04T00:00:00Z,716034.50513648
2025-03-03T00:00:00Z,917641.38207024
2025-03-02T00:00:00Z,689547.18506336
2025-03-01T00:00:00Z,586411.10901633
2025-02-28T00:00:00Z,959402.00821795
2025-02-27T00:00:00Z,978282.11766007
2025-02-26T00:00:00Z,1304069.04556201
2025-02-25T00:00:00Z,1341855.1006758
2025-02-24T00:00:00Z,797013.80738004
2025-02-23T00:00:00Z,514110.09006769
2025-02-22T00:00:00Z,710181.84122992
2025-02-21T00:00:00Z,775815.74709467
2025-02-20T00:00:00Z,712590.0828381
2025-02-19T00:00:00Z,646180.63404156
2025-02-18T00:00:00Z,601980.29003984
2025-02-17T00:00:00Z,545080.47449759
2025-02-16T00:00:00Z,471624.6877899
2025-02-15T00:00:00Z,517654.84070056
2025-02-14T00:00:00Z,626357.52212521
2025-02-13T00:00:00Z,599452.75635526
2025-02-12T00:00:00Z,570719.01677529
2025-02-11T00:00:00Z,596304.54727017
2025-02-10T00:00:00Z,577025.00509514
2025-02-09T00:00:00Z,384210.01742391
2025-02-08T00:00:00Z,380804.19929279
2025-02-07T00:00:00Z,540445.92658233
2025-02-06T00:00:00Z,621159.97684734
2025-02-05T00:00:00Z,702715.86049174
2025-02-04T00:00:00Z,732632.94399132
2025-02-03T00:00:00Z,875691.34481955
2025-02-02T00:00:00Z,536244.45770534
2025-02-01T00:00:00Z,414381.73129493
2025-01-31T00:00:00Z,694640.81653234
2025-01-30T00:00:00Z,640049.14724128
2025-01-29T00:00:00Z,674369.43366311
2025-01-28T00:00:00Z,535002.52051434
2025-01-27T00:00:00Z,688123.14330136
2025-01-26T00:00:00Z,403219.12233061
2025-01-25T00:00:00Z,435639.00583857
2025-01-24T00:00:00Z,704156.5864222
2025-01-23T00:00:00Z,853367.99012825
2025-01-22T00:00:00Z,793961.16981793
2025-01-21T00:00:00Z,875008.95198509
2025-01-20T00:00:00Z,960655.48312218
2025-01-19T00:00:00Z,720251.2245067
2025-01-18T00:00:00Z,767048.43610311
2025-01-17T00:00:00Z,928477.54966868
2025-01-16T00:00:00Z,902168.8432834
2025-01-15T00:00:00Z,852144.79578158
2025-01-14T00:00:00Z,775111.22594486
2025-01-13T00:00:00Z,640605.6250054
2025-01-12T00:00:00Z,465319.88865829
2025-01-11T00:00:00Z,429010.07244572
2025-01-10T00:00:00Z,915797.23003284
2025-01-09T00:00:00Z,750213.56300691
2025-01-08T00:00:00Z,784274.62958912
2025-01-07T00:00:00Z,808212.19933917
2025-01-06T00:00:00Z,736709.91601332
2025-01-05T00:00:00Z,449621.70324881
2025-01-04T00:00:00Z,474409.06703398
2025-01-03T00:00:00Z,674243.56826466
2025-01-02T00:00:00Z,634457.35057008
2025-01-01T00:00:00Z,539516.02264486
2024-12-31T00:00:00Z,827857.80455484
2024-12-30T00:00:00Z,871049.5022295
2024-12-29T00:00:00Z,584234.00793584
2024-12-28T00:00:00Z,382925.76103041
2024-12-27T00:00:00Z,649394.0946731
2024-12-26T00:00:00Z,602872.17567808
2024-12-25T00:00:00Z,455418.22086445
2024-12-24T00:00:00Z,656939.67939216
2024-12-23T00:00:00Z,948579.21422983
2024-12-22T00:00:00Z,367057.16599162
2024-12-21T00:00:00Z,451012.33194711
2024-12-20T00:00:00Z,969875.6874402
2024-12-19T00:00:00Z,940734.5205652
2024-12-18T00:00:00Z,862674.92197407
2024-12-17T00:00:00Z,899558.45884351
2024-12-16T00:00:00Z,943687.0661951
2024-12-15T00:00:00Z,435164.027079
2024-12-14T00:00:00Z,430164.43644132
2024-12-13T00:00:00Z,738371.72506525
2024-12-12T00:00:00Z,732954.56891517
2024-12-11T00:00:00Z,858494.51888662
2024-12-10T00:00:00Z,839092.20515237
2024-12-09T00:00:00Z,965292.03571156
2024-12-08T00:00:00Z,442618.40823498
2024-12-07T00:00:00Z,455913.55330478
2024-12-06T00:00:00Z,1058497.2982688
2024-12-05T00:00:00Z,1457580.03604188
2024-12-04T00:00:00Z,854547.37430677
2024-12-03T00:00:00Z,845194.70897068
2024-12-02T00:00:00Z,923944.26848237
2024-12-01T00:00:00Z,414155.31620295
2024-11-30T00:00:00Z,471549.30810699
2024-11-29T00:00:00Z,704194.92694126
2024-11-28T00:00:00Z,594176.5570936
2024-11-27T00:00:00Z,773217.96134456
2024-11-26T00:00:00Z,966251.4228637
2024-11-25T00:00:00Z,1011316.05986299
2024-11-24T00:00:00Z,565990.00229956
2024-11-23T00:00:00Z,719267.37034614
2024-11-22T00:00:00Z,1074052.60489841
2024-11-21T00:00:00Z,1437194.97086347
2024-11-20T00:00:00Z,1009915.38472869
2024-11-19T00:00:00Z,942867.59875681
2024-11-18T00:00:00Z,888433.35606725
2024-11-17T00:00:00Z,444303.55421832
2024-11-16T00:00:00Z,524312.57297806
2024-11-15T00:00:00Z,927654.33051095
2024-11-14T00:00:00Z,1057724.54750724
2024-11-13T00:00:00Z,1222477.05642816
2024-11-12T00:00:00Z,1383416.38002509
2024-11-11T00:00:00Z,1204242.96631194
2024-11-10T00:00:00Z,808498.9003058
2024-11-09T00:00:00Z,550631.27274394
2024-11-08T00:00:00Z,952961.18843153
2024-11-07T00:00:00Z,901667.05905077
2024-11-06T00:00:00Z,1268459.09800745
2024-11-05T00:00:00Z,732575.73066257
2024-11-04T00:00:00Z,649787.21904577
2024-11-03T00:00:00Z,347190.89050417
2024-11-02T00:00:00Z,319228.18991065
2024-11-01T00:00:00Z,777847.50325895
2024-10-31T00:00:00Z,841350.07415137
2024-10-30T00:00:00Z,913903.41340348
2024-10-29T00:00:00Z,969239.38961031
2024-10-28T00:00:00Z,642193.49621796
2024-10-27T00:00:00Z,312893.86365779
2024-10-26T00:00:00Z,355450.34269182
2024-10-25T00:00:00Z,579906.9408447
2024-10-24T00:00:00Z,582050.36661724
2024-10-23T00:00:00Z,530825.73376736
2024-10-22T00:00:00Z,672102.03461199
2024-10-21T00:00:00Z,659718.75306241
2024-10-20T00:00:00Z,370825.14485015
2024-10-19T00:00:00Z,379771.78902149
2024-10-18T00:00:00Z,657028.918807
2024-10-17T00:00:00Z,592484.91413557
2024-10-16T00:00:00Z,701434.34224945
2024-10-15T00:00:00Z,835854.40145415
2024-10-14T00:00:00Z,605528.66646131
2024-10-13T00:00:00Z,361879.10466808
2024-10-12T00:00:00Z,386546.86924609
2024-10-11T00:00:00Z,639268.55373468
2024-10-10T00:00:00Z,641667.14470527
2024-10-09T00:00:00Z,811873.31546287
2024-10-08T00:00:00Z,1068146.13186971
2024-10-07T00:00:00Z,998736.87665485
2024-10-06T00:00:00Z,562452.32643728
2024-10-05T00:00:00Z,421074.78691025
2024-10-04T00:00:00Z,802552.98221019
2024-10-03T00:00:00Z,885430.41944076
2024-10-02T00:00:00Z,793274.72182445
2024-10-01T00:00:00Z,900948.46223532
2024-09-30T00:00:00Z,985790.8377084
2024-09-29T00:00:00Z,488811.25836811
2024-09-28T00:00:00Z,462044.23882672
2024-09-27T00:00:00Z,807200.92772144
2024-09-26T00:00:00Z,841098.65201629
2024-09-25T00:00:00Z,816414.25069653
2024-09-24T00:00:00Z,835481.0998487
2024-09-23T00:00:00Z,751758.10113968
2024-09-22T00:00:00Z,409131.78361678
2024-09-21T00:00:00Z,415474.52250008
2024-09-20T00:00:00Z,979557.35490047
2024-09-19T00:00:00Z,878236.66830014
2024-09-18T00:00:00Z,823629.22732554
2024-09-17T00:00:00Z,847380.50510784
2024-09-16T00:00:00Z,935757.70419584
2024-09-15T00:00:00Z,584518.37294285
2024-09-14T00:00:00Z,671069.19080146
2024-09-13T00:00:00Z,1159181.80068448
2024-09-12T00:00:00Z,1055672.74897694
2024-09-11T00:00:00Z,1247068.99609685
2024-09-10T00:00:00Z,1390550.62537204
2024-09-09T00:00:00Z,900286.54351306
2024-09-08T00:00:00Z,540705.86844918
2024-09-07T00:00:00Z,458945.78583238
2024-09-06T00:00:00Z,908690.82450896
2024-09-05T00:00:00Z,843444.9107113
2024-09-04T00:00:00Z,938664.10307757
2024-09-03T00:00:00Z,981196.9963926
2024-09-02T00:00:00Z,726584.71517501
2024-09-01T00:00:00Z,818139.39897059
2024-08-31T00:00:00Z,406334.57028644
2024-08-30T00:00:00Z,721840.37109643
2024-08-29T00:00:00Z,776096.30942999
2024-08-28T00:00:00Z,998011.21487684
2024-08-27T00:00:00Z,1105061.614552
2024-08-26T00:00:00Z,771600.49916863
2024-08-25T00:00:00Z,495167.0079952
2024-08-24T00:00:00Z,561851.19024964
2024-08-23T00:00:00Z,895645.26235198
2024-08-22T00:00:00Z,765333.86915181
2024-08-21T00:00:00Z,780660.46419617
2024-08-20T00:00:00Z,829540.91337959
2024-08-19T00:00:00Z,849314.10361377
2024-08-18T00:00:00Z,451428.03171486
2024-08-17T00:00:00Z,404650.67427914
2024-08-16T00:00:00Z,701355.96862871
2024-08-15T00:00:00Z,714378.26010466
2024-08-14T00:00:00Z,923579.01162643
2024-08-13T00:00:00Z,896293.87467526
2024-08-12T00:00:00Z,833422.71905172
2024-08-11T00:00:00Z,584054.80647229
2024-08-10T00:00:00Z,525870.97515054
2024-08-09T00:00:00Z,892183.4217143
2024-08-08T00:00:00Z,858732.80422678
2024-08-07T00:00:00Z,937135.21805958
2024-08-06T00:00:00Z,977751.50081742
2024-08-05T00:00:00Z,1369863.44968368
2024-08-04T00:00:00Z,591943.25062011
2024-08-03T00:00:00Z,467493.01170191
2024-08-02T00:00:00Z,1119686.27629975
2024-08-01T00:00:00Z,787700.47869452
2024-07-31T00:00:00Z,997448.57784911
2024-07-30T00:00:00Z,971911.01695912
2024-07-29T00:00:00Z,895701.06462708
2024-07-28T00:00:00Z,375319.99730562
2024-07-27T00:00:00Z,578051.37971064
2024-07-26T00:00:00Z,600586.60087137
2024-07-25T00:00:00Z,751416.59165588
2024-07-24T00:00:00Z,744625.59637731
2024-07-23T00:00:00Z,972882.7881698
2024-07-22T00:00:00Z,815378.1197651
2024-07-21T00:00:00Z,470845.27199475
2024-07-20T00:00:00Z,561310.99119869
2024-07-19T00:00:00Z,771280.07576123
2024-07-18T00:00:00Z,532791.34412177
2024-07-17T00:00:00Z,829003.20157087
2024-07-16T00:00:00Z,1134200.1622857
