Datetime,Tokens Transferred (Mean)
2026-02-19T00:00:00Z,1.44147602
2026-02-18T00:00:00Z,1.4629761
2026-02-17T00:00:00Z,1.16075767
2026-02-16T00:00:00Z,1.2030091
2026-02-15T00:00:00Z,0.75109435
2026-02-14T00:00:00Z,1.17736818
2026-02-13T00:00:00Z,1.5037369
2026-02-12T00:00:00Z,1.84680572
2026-02-11T00:00:00Z,2.05912596
2026-02-10T00:00:00Z,2.46454016
2026-02-09T00:00:00Z,2.74430996
2026-02-08T00:00:00Z,1.69113262
2026-02-07T00:00:00Z,2.23013337
2026-02-06T00:00:00Z,4.22956974
2026-02-05T00:00:00Z,4.93834504
2026-02-04T00:00:00Z,2.83538247
2026-02-03T00:00:00Z,2.72705008
2026-02-02T00:00:00Z,3.34026325
2026-02-01T00:00:00Z,2.29482959
2026-01-31T00:00:00Z,2.25805671
2026-01-30T00:00:00Z,2.56304279
2026-01-29T00:00:00Z,1.87336719
2026-01-28T00:00:00Z,2.17684124
2026-01-27T00:00:00Z,1.96814944
2026-01-26T00:00:00Z,1.81815157
2026-01-25T00:00:00Z,1.82472773
2026-01-24T00:00:00Z,1.43474243
2026-01-23T00:00:00Z,2.09516032
2026-01-22T00:00:00Z,1.66495664
2026-01-21T00:00:00Z,1.87136483
2026-01-20T00:00:00Z,2.23262057
2026-01-19T00:00:00Z,1.59261623
2026-01-18T00:00:00Z,1.41930402
2026-01-17T00:00:00Z,1.53095346
2026-01-16T00:00:00Z,2.18005089
2026-01-15T00:00:00Z,2.76152752
2026-01-14T00:00:00Z,3.29557786
2026-01-13T00:00:00Z,2.99279189
2026-01-12T00:00:00Z,1.51973788
2026-01-11T00:00:00Z,1.65693591
2026-01-10T00:00:00Z,1.048675
2026-01-09T00:00:00Z,2.09745256
2026-01-08T00:00:00Z,1.95029347
2026-01-07T00:00:00Z,1.88624785
2026-01-06T00:00:00Z,1.78417946
2026-01-05T00:00:00Z,2.069123
2026-01-04T00:00:00Z,1.38692219
2026-01-03T00:00:00Z,1.21802724
2026-01-02T00:00:00Z,1.77488388
2026-01-01T00:00:00Z,1.28816059
2025-12-31T00:00:00Z,2.38808914
2025-12-30T00:00:00Z,2.32405295
2025-12-29T00:00:00Z,1.8930223
2025-12-28T00:00:00Z,0.94421052
2025-12-27T00:00:00Z,0.97861446
2025-12-26T00:00:00Z,1.50415459
2025-12-25T00:00:00Z,1.03501025
2025-12-24T00:00:00Z,1.52640674
2025-12-23T00:00:00Z,1.85363481
2025-12-22T00:00:00Z,1.72208357
2025-12-21T00:00:00Z,1.20291879
2025-12-20T00:00:00Z,1.60392862
2025-12-19T00:00:00Z,1.95245807
2025-12-18T00:00:00Z,1.78759214
2025-12-17T00:00:00Z,1.97504656
2025-12-16T00:00:00Z,1.7575295
2025-12-15T00:00:00Z,1.70144183
2025-12-14T00:00:00Z,1.30538511
2025-12-13T00:00:00Z,1.10636372
2025-12-12T00:00:00Z,1.68386823
2025-12-11T00:00:00Z,1.63666607
2025-12-10T00:00:00Z,1.6615267
2025-12-09T00:00:00Z,1.72940077
2025-12-08T00:00:00Z,1.35206709
2025-12-07T00:00:00Z,0.83405412
2025-12-06T00:00:00Z,0.94156111
2025-12-05T00:00:00Z,1.99048384
2025-12-04T00:00:00Z,1.56060462
2025-12-03T00:00:00Z,2.09665561
2025-12-02T00:00:00Z,2.23299368
2025-12-01T00:00:00Z,2.13167838
2025-11-30T00:00:00Z,1.17948438
2025-11-29T00:00:00Z,1.39848722
2025-11-28T00:00:00Z,1.61032092
2025-11-27T00:00:00Z,1.79809819
2025-11-26T00:00:00Z,1.74098013
2025-11-25T00:00:00Z,2.23563281
2025-11-24T00:00:00Z,2.15319568
2025-11-23T00:00:00Z,2.89751947
2025-11-22T00:00:00Z,3.04020351
2025-11-21T00:00:00Z,3.6191259
2025-11-20T00:00:00Z,3.05499966
2025-11-19T00:00:00Z,3.24251253
2025-11-18T00:00:00Z,4.23448077
2025-11-17T00:00:00Z,2.55895351
2025-11-16T00:00:00Z,1.24408502
2025-11-15T00:00:00Z,1.38884911
2025-11-14T00:00:00Z,2.50173544
2025-11-13T00:00:00Z,1.90346156
2025-11-12T00:00:00Z,1.83308346
2025-11-11T00:00:00Z,1.97869583
2025-11-10T00:00:00Z,1.7320066
2025-11-09T00:00:00Z,1.15277933
2025-11-08T00:00:00Z,1.70953177
2025-11-07T00:00:00Z,2.00641488
2025-11-06T00:00:00Z,2.04945743
2025-11-05T00:00:00Z,2.41362139
2025-11-04T00:00:00Z,3.14757782
2025-11-03T00:00:00Z,1.99235985
2025-11-02T00:00:00Z,1.27006516
2025-11-01T00:00:00Z,1.53359218
2025-10-31T00:00:00Z,1.8065692
2025-10-30T00:00:00Z,1.44905561
2025-10-29T00:00:00Z,1.72651299
2025-10-28T00:00:00Z,1.40216266
2025-10-27T00:00:00Z,1.50012814
2025-10-26T00:00:00Z,1.11180498
2025-10-25T00:00:00Z,1.02525402
2025-10-24T00:00:00Z,1.16787468
2025-10-23T00:00:00Z,1.63522227
2025-10-22T00:00:00Z,1.51475277
2025-10-21T00:00:00Z,1.9826705
2025-10-20T00:00:00Z,1.56918484
2025-10-19T00:00:00Z,1.36760112
2025-10-18T00:00:00Z,0.97129387
2025-10-17T00:00:00Z,2.13170334
2025-10-16T00:00:00Z,1.71906998
2025-10-15T00:00:00Z,1.84236531
2025-10-14T00:00:00Z,2.10814026
2025-10-13T00:00:00Z,1.71806866
2025-10-12T00:00:00Z,1.49815644
2025-10-11T00:00:00Z,1.92256543
2025-10-10T00:00:00Z,1.79422277
2025-10-09T00:00:00Z,1.93934261
2025-10-08T00:00:00Z,2.04047569
2025-10-07T00:00:00Z,1.79217547
2025-10-06T00:00:00Z,1.85262725
2025-10-05T00:00:00Z,1.2150681
2025-10-04T00:00:00Z,1.39291289
2025-10-03T00:00:00Z,2.59213996
2025-10-02T00:00:00Z,2.30791391
2025-10-01T00:00:00Z,1.79012057
2025-09-30T00:00:00Z,1.39539536
2025-09-29T00:00:00Z,1.56405788
2025-09-28T00:00:00Z,0.71577758
2025-09-27T00:00:00Z,0.95799036
2025-09-26T00:00:00Z,2.22768001
2025-09-25T00:00:00Z,1.78900543
2025-09-24T00:00:00Z,1.28181299
2025-09-23T00:00:00Z,1.38972777
2025-09-22T00:00:00Z,1.58566314
2025-09-21T00:00:00Z,0.86555639
2025-09-20T00:00:00Z,1.04288712
2025-09-19T00:00:00Z,1.51171158
2025-09-18T00:00:00Z,1.58390961
2025-09-17T00:00:00Z,1.65810657
2025-09-16T00:00:00Z,1.16775268
2025-09-15T00:00:00Z,1.39421384
2025-09-14T00:00:00Z,0.735915
2025-09-13T00:00:00Z,0.94913983
2025-09-12T00:00:00Z,1.44735259
2025-09-11T00:00:00Z,1.05018874
2025-09-10T00:00:00Z,1.11635927
2025-09-09T00:00:00Z,1.26006194
2025-09-08T00:00:00Z,1.25863569
2025-09-07T00:00:00Z,0.8049447
2025-09-06T00:00:00Z,1.05928412
2025-09-05T00:00:00Z,1.98792791
2025-09-04T00:00:00Z,1.8756503
2025-09-03T00:00:00Z,1.57999223
2025-09-02T00:00:00Z,1.07070498
2025-09-01T00:00:00Z,1.02562472
2025-08-31T00:00:00Z,1.06414858
2025-08-30T00:00:00Z,0.87213037
2025-08-29T00:00:00Z,1.39200283
2025-08-28T00:00:00Z,1.11690538
2025-08-27T00:00:00Z,1.22196752
2025-08-26T00:00:00Z,1.53224959
2025-08-25T00:00:00Z,1.39125318
2025-08-24T00:00:00Z,1.10889145
2025-08-23T00:00:00Z,1.12046665
2025-08-22T00:00:00Z,1.51929702
2025-08-21T00:00:00Z,1.34856871
2025-08-20T00:00:00Z,1.36995075
2025-08-19T00:00:00Z,1.50374706
2025-08-18T00:00:00Z,1.33622714
2025-08-17T00:00:00Z,0.951783
2025-08-16T00:00:00Z,1.07229117
2025-08-15T00:00:00Z,1.36175416
2025-08-14T00:00:00Z,1.40718774
2025-08-13T00:00:00Z,1.63644161
2025-08-12T00:00:00Z,1.92233003
2025-08-11T00:00:00Z,1.67125438
2025-08-10T00:00:00Z,1.13899359
2025-08-09T00:00:00Z,1.16551216
2025-08-08T00:00:00Z,1.31593331
2025-08-07T00:00:00Z,1.06985346
2025-08-06T00:00:00Z,1.26295839
2025-08-05T00:00:00Z,1.48204045
2025-08-04T00:00:00Z,1.54126042
2025-08-03T00:00:00Z,1.64043267
2025-08-02T00:00:00Z,1.51182438
2025-08-01T00:00:00Z,1.91024136
2025-07-31T00:00:00Z,1.1916395
2025-07-30T00:00:00Z,1.48950222
2025-07-29T00:00:00Z,1.66599952
2025-07-28T00:00:00Z,1.27835633
2025-07-27T00:00:00Z,0.97428625
2025-07-26T00:00:00Z,0.81638704
2025-07-25T00:00:00Z,2.3686626
2025-07-24T00:00:00Z,1.59616108
2025-07-23T00:00:00Z,1.68345367
2025-07-22T00:00:00Z,1.69391421
2025-07-21T00:00:00Z,2.3368962
2025-07-20T00:00:00Z,0.99030283
2025-07-19T00:00:00Z,0.9909812
2025-07-18T00:00:00Z,1.88025765
2025-07-17T00:00:00Z,2.42534144
2025-07-16T00:00:00Z,2.33881828
2025-07-15T00:00:00Z,2.73795375
2025-07-14T00:00:00Z,2.31475117
2025-07-13T00:00:00Z,1.13273302
2025-07-12T00:00:00Z,1.3478167
2025-07-11T00:00:00Z,2.48170071
2025-07-10T00:00:00Z,1.60509212
2025-07-09T00:00:00Z,1.11182249
2025-07-08T00:00:00Z,1.32221792
2025-07-07T00:00:00Z,1.5213655
2025-07-06T00:00:00Z,0.56067311
2025-07-05T00:00:00Z,0.6443918
2025-07-04T00:00:00Z,1.51032939
2025-07-03T00:00:00Z,1.6856859
2025-07-02T00:00:00Z,1.28863412
2025-07-01T00:00:00Z,1.52412731
2025-06-30T00:00:00Z,1.85555002
2025-06-29T00:00:00Z,0.8772102
2025-06-28T00:00:00Z,0.92751033
2025-06-27T00:00:00Z,1.98233631
2025-06-26T00:00:00Z,1.32334329
2025-06-25T00:00:00Z,1.85909656
2025-06-24T00:00:00Z,2.49238825
2025-06-23T00:00:00Z,2.25242017
2025-06-22T00:00:00Z,1.88246277
2025-06-21T00:00:00Z,1.04424655
2025-06-20T00:00:00Z,1.61298176
2025-06-19T00:00:00Z,1.40738213
2025-06-18T00:00:00Z,1.3519211
2025-06-17T00:00:00Z,1.94072124
2025-06-16T00:00:00Z,1.62010131
2025-06-15T00:00:00Z,0.99196131
2025-06-14T00:00:00Z,1.28120401
2025-06-13T00:00:00Z,1.85668664
2025-06-12T00:00:00Z,1.2603454
2025-06-11T00:00:00Z,1.79891072
2025-06-10T00:00:00Z,1.70401298
2025-06-09T00:00:00Z,1.63220881
2025-06-08T00:00:00Z,1.2700365
2025-06-07T00:00:00Z,1.3891059
2025-06-06T00:00:00Z,2.10600418
2025-06-05T00:00:00Z,2.14091035
2025-06-04T00:00:00Z,2.07003262
2025-06-03T00:00:00Z,2.1733774
2025-06-02T00:00:00Z,2.21880336
2025-06-01T00:00:00Z,1.75525083
2025-05-31T00:00:00Z,1.3927621
2025-05-30T00:00:00Z,1.78179469
2025-05-29T00:00:00Z,1.56155251
2025-05-28T00:00:00Z,1.33498379
2025-05-27T00:00:00Z,1.48627826
2025-05-26T00:00:00Z,1.56293393
2025-05-25T00:00:00Z,1.20747942
2025-05-24T00:00:00Z,1.15438914
2025-05-23T00:00:00Z,1.85466259
2025-05-22T00:00:00Z,2.21269049
2025-05-21T00:00:00Z,1.98496591
2025-05-20T00:00:00Z,1.23761243
2025-05-19T00:00:00Z,1.10639523
2025-05-18T00:00:00Z,0.63613013
2025-05-17T00:00:00Z,1.28909586
2025-05-16T00:00:00Z,1.74558089
2025-05-15T00:00:00Z,2.02539806
2025-05-14T00:00:00Z,2.18864741
2025-05-13T00:00:00Z,2.55184772
2025-05-12T00:00:00Z,1.8337959
2025-05-11T00:00:00Z,1.73952308
2025-05-10T00:00:00Z,1.44444733
2025-05-09T00:00:00Z,2.51386645
2025-05-08T00:00:00Z,1.9785712
2025-05-07T00:00:00Z,2.1569864
2025-05-06T00:00:00Z,2.20999851
2025-05-05T00:00:00Z,2.02570471
2025-05-04T00:00:00Z,1.42093192
2025-05-03T00:00:00Z,1.30291983
2025-05-02T00:00:00Z,2.01827294
2025-05-01T00:00:00Z,2.33016486
2025-04-30T00:00:00Z,1.88418429
2025-04-29T00:00:00Z,1.54553821
2025-04-28T00:00:00Z,1.71279136
2025-04-27T00:00:00Z,0.89888669
2025-04-26T00:00:00Z,1.16398132
2025-04-25T00:00:00Z,1.97438784
2025-04-24T00:00:00Z,1.62372024
2025-04-23T00:00:00Z,2.2981474
2025-04-22T00:00:00Z,1.46096327
2025-04-21T00:00:00Z,1.32429889
2025-04-20T00:00:00Z,0.72399429
2025-04-19T00:00:00Z,0.69864027
2025-04-18T00:00:00Z,1.0462547
2025-04-17T00:00:00Z,1.33669784
2025-04-16T00:00:00Z,1.05706848
2025-04-15T00:00:00Z,1.51015423
2025-04-14T00:00:00Z,1.21310294
2025-04-13T00:00:00Z,0.91789753
2025-04-12T00:00:00Z,1.04654716
2025-04-11T00:00:00Z,1.65065129
2025-04-10T00:00:00Z,2.11329746
2025-04-09T00:00:00Z,2.49136445
2025-04-08T00:00:00Z,1.67988789
2025-04-07T00:00:00Z,2.55993067
2025-04-06T00:00:00Z,1.57112675
2025-04-05T00:00:00Z,1.23015291
2025-04-04T00:00:00Z,1.36017018
2025-04-03T00:00:00Z,1.70720141
2025-04-02T00:00:00Z,1.51386801
2025-04-01T00:00:00Z,1.60739122
2025-03-31T00:00:00Z,2.23221331
2025-03-30T00:00:00Z,1.30866006
2025-03-29T00:00:00Z,1.5235688
2025-03-28T00:00:00Z,1.72972236
2025-03-27T00:00:00Z,1.27481279
2025-03-26T00:00:00Z,1.13474297
2025-03-25T00:00:00Z,1.19926673
2025-03-24T00:00:00Z,1.13828879
2025-03-23T00:00:00Z,0.60014412
2025-03-22T00:00:00Z,0.7946164
2025-03-21T00:00:00Z,1.56647799
2025-03-20T00:00:00Z,1.7583125
2025-03-19T00:00:00Z,1.26167241
2025-03-18T00:00:00Z,1.55250693
2025-03-17T00:00:00Z,1.48675894
2025-03-16T00:00:00Z,0.90744704
2025-03-15T00:00:00Z,0.85462748
2025-03-14T00:00:00Z,1.2706242
2025-03-13T00:00:00Z,1.16734303
2025-03-12T00:00:00Z,1.6992585
2025-03-11T00:00:00Z,2.22761188
2025-03-10T00:00:00Z,1.77876832
2025-03-09T00:00:00Z,1.71929116
2025-03-08T00:00:00Z,1.60003059
2025-03-07T00:00:00Z,2.53451478
2025-03-06T00:00:00Z,2.01213927
2025-03-05T00:00:00Z,2.06024566
2025-03-04T00:00:00Z,2.3505287
2025-03-03T00:00:00Z,2.45310121
2025-03-02T00:00:00Z,2.60416784
2025-03-01T00:00:00Z,2.01688424
2025-02-28T00:00:00Z,2.48532359
2025-02-27T00:00:00Z,3.00998769
2025-02-26T00:00:00Z,3.23255047
2025-02-25T00:00:00Z,2.70036606
2025-02-24T00:00:00Z,1.55074327
2025-02-23T00:00:00Z,0.8977188
2025-02-22T00:00:00Z,1.28723757
2025-02-21T00:00:00Z,1.68736297
2025-02-20T00:00:00Z,1.48352729
2025-02-19T00:00:00Z,1.44094263
2025-02-18T00:00:00Z,1.42457277
2025-02-17T00:00:00Z,1.63526268
2025-02-16T00:00:00Z,1.57239677
2025-02-15T00:00:00Z,1.68743632
2025-02-14T00:00:00Z,1.811067
2025-02-13T00:00:00Z,1.57855408
2025-02-12T00:00:00Z,1.47699315
2025-02-11T00:00:00Z,1.76740957
2025-02-10T00:00:00Z,1.60559905
2025-02-09T00:00:00Z,0.99723061
2025-02-08T00:00:00Z,0.81198734
2025-02-07T00:00:00Z,1.0847514
2025-02-06T00:00:00Z,1.45069486
2025-02-05T00:00:00Z,1.84448573
2025-02-04T00:00:00Z,2.37491554
2025-02-03T00:00:00Z,2.43024149
2025-02-02T00:00:00Z,1.39979811
2025-02-01T00:00:00Z,1.15990464
2025-01-31T00:00:00Z,2.1142042
2025-01-30T00:00:00Z,1.91065721
2025-01-29T00:00:00Z,1.89868554
2025-01-28T00:00:00Z,1.74948912
2025-01-27T00:00:00Z,2.07299724
2025-01-26T00:00:00Z,1.30274922
2025-01-25T00:00:00Z,1.28560174
2025-01-24T00:00:00Z,1.90775092
2025-01-23T00:00:00Z,2.61870536
2025-01-22T00:00:00Z,1.83694185
2025-01-21T00:00:00Z,2.69832136
2025-01-20T00:00:00Z,2.74364033
2025-01-19T00:00:00Z,1.8546016
2025-01-18T00:00:00Z,2.12752246
2025-01-17T00:00:00Z,2.18202949
2025-01-16T00:00:00Z,2.40379004
2025-01-15T00:00:00Z,2.40803898
2025-01-14T00:00:00Z,2.19870997
2025-01-13T00:00:00Z,1.56965016
2025-01-12T00:00:00Z,1.22338956
2025-01-11T00:00:00Z,1.1882224
2025-01-10T00:00:00Z,2.24115692
2025-01-09T00:00:00Z,1.4052601
2025-01-08T00:00:00Z,1.9614172
2025-01-07T00:00:00Z,2.29614219
2025-01-06T00:00:00Z,2.01217041
2025-01-05T00:00:00Z,1.03647712
2025-01-04T00:00:00Z,1.09778034
2025-01-03T00:00:00Z,1.64771558
2025-01-02T00:00:00Z,1.57718105
2025-01-01T00:00:00Z,1.84719581
2024-12-31T00:00:00Z,2.6501287
2024-12-30T00:00:00Z,2.32551487
2024-12-29T00:00:00Z,1.39450634
2024-12-28T00:00:00Z,1.28310418
2024-12-27T00:00:00Z,1.86563002
2024-12-26T00:00:00Z,2.01774579
2024-12-25T00:00:00Z,1.12260457
2024-12-24T00:00:00Z,2.01244855
2024-12-23T00:00:00Z,3.24254027
2024-12-22T00:00:00Z,1.0922305
2024-12-21T00:00:00Z,1.36637279
2024-12-20T00:00:00Z,2.43369999
2024-12-19T00:00:00Z,2.15059934
2024-12-18T00:00:00Z,2.08263907
2024-12-17T00:00:00Z,2.14399579
2024-12-16T00:00:00Z,2.2871773
2024-12-15T00:00:00Z,1.15004103
2024-12-14T00:00:00Z,0.83152003
2024-12-13T00:00:00Z,1.41068125
2024-12-12T00:00:00Z,1.5436147
2024-12-11T00:00:00Z,1.78471542
2024-12-10T00:00:00Z,1.89930104
2024-12-09T00:00:00Z,2.39468921
2024-12-08T00:00:00Z,1.05341694
2024-12-07T00:00:00Z,0.99990033
2024-12-06T00:00:00Z,2.55362949
2024-12-05T00:00:00Z,2.84497455
2024-12-04T00:00:00Z,1.69969543
2024-12-03T00:00:00Z,1.92368641
2024-12-02T00:00:00Z,2.9643622
2024-12-01T00:00:00Z,0.59329048
2024-11-30T00:00:00Z,0.73590007
2024-11-29T00:00:00Z,2.06109854
2024-11-28T00:00:00Z,1.13535909
2024-11-27T00:00:00Z,1.67368267
2024-11-26T00:00:00Z,2.03186084
2024-11-25T00:00:00Z,1.67242333
2024-11-24T00:00:00Z,1.22203151
2024-11-23T00:00:00Z,1.61792728
2024-11-22T00:00:00Z,1.98838979
2024-11-21T00:00:00Z,2.88380267
2024-11-20T00:00:00Z,1.51931175
2024-11-19T00:00:00Z,1.16312942
2024-11-18T00:00:00Z,1.31981091
2024-11-17T00:00:00Z,0.74255289
2024-11-16T00:00:00Z,0.87023123
2024-11-15T00:00:00Z,1.6504161
2024-11-14T00:00:00Z,2.10099843
2024-11-13T00:00:00Z,2.14153688
2024-11-12T00:00:00Z,2.74743041
2024-11-11T00:00:00Z,2.60477106
2024-11-10T00:00:00Z,1.44858528
2024-11-09T00:00:00Z,0.95392171
2024-11-08T00:00:00Z,1.91741151
2024-11-07T00:00:00Z,1.63082246
2024-11-06T00:00:00Z,2.52939073
2024-11-05T00:00:00Z,1.5749338
2024-11-04T00:00:00Z,1.42286576
2024-11-03T00:00:00Z,0.76260437
2024-11-02T00:00:00Z,0.58630889
2024-11-01T00:00:00Z,1.42011649
2024-10-31T00:00:00Z,1.49685378
2024-10-30T00:00:00Z,1.34017188
2024-10-29T00:00:00Z,1.57645015
2024-10-28T00:00:00Z,0.91395149
2024-10-27T00:00:00Z,0.44657464
2024-10-26T00:00:00Z,0.59479841
2024-10-25T00:00:00Z,1.10698628
2024-10-24T00:00:00Z,0.85383815
2024-10-23T00:00:00Z,0.79819098
2024-10-22T00:00:00Z,0.96009639
2024-10-21T00:00:00Z,0.79023376
2024-10-20T00:00:00Z,0.47670028
2024-10-19T00:00:00Z,0.5164237
2024-10-18T00:00:00Z,1.38571891
2024-10-17T00:00:00Z,0.90750825
2024-10-16T00:00:00Z,0.99044529
2024-10-15T00:00:00Z,1.29242178
2024-10-14T00:00:00Z,0.99016369
2024-10-13T00:00:00Z,0.55793794
2024-10-12T00:00:00Z,0.52507256
2024-10-11T00:00:00Z,1.00972427
2024-10-10T00:00:00Z,0.86007906
2024-10-09T00:00:00Z,1.51254437
2024-10-08T00:00:00Z,1.48499861
2024-10-07T00:00:00Z,1.39188048
2024-10-06T00:00:00Z,0.75801587
2024-10-05T00:00:00Z,0.55593008
2024-10-04T00:00:00Z,1.42992321
2024-10-03T00:00:00Z,1.51974175
2024-10-02T00:00:00Z,1.34265371
2024-10-01T00:00:00Z,1.42389091
2024-09-30T00:00:00Z,1.6593375
2024-09-29T00:00:00Z,0.71123407
2024-09-28T00:00:00Z,0.91029209
2024-09-27T00:00:00Z,1.78747997
2024-09-26T00:00:00Z,1.77209199
2024-09-25T00:00:00Z,1.62207093
2024-09-24T00:00:00Z,1.57023183
2024-09-23T00:00:00Z,1.29623299
2024-09-22T00:00:00Z,0.65138623
2024-09-21T00:00:00Z,0.74550119
2024-09-20T00:00:00Z,1.86140933
2024-09-19T00:00:00Z,1.92771199
2024-09-18T00:00:00Z,1.52146945
2024-09-17T00:00:00Z,1.57224245
2024-09-16T00:00:00Z,1.85513457
2024-09-15T00:00:00Z,0.82058051
2024-09-14T00:00:00Z,1.05043311
2024-09-13T00:00:00Z,2.76704558
2024-09-12T00:00:00Z,1.87385665
2024-09-11T00:00:00Z,3.03206221
2024-09-10T00:00:00Z,2.44602946
2024-09-09T00:00:00Z,1.57323167
2024-09-08T00:00:00Z,0.59423713
2024-09-07T00:00:00Z,0.58743707
2024-09-06T00:00:00Z,1.36210592
2024-09-05T00:00:00Z,1.16967077
2024-09-04T00:00:00Z,1.29903624
2024-09-03T00:00:00Z,1.68416345
2024-09-02T00:00:00Z,0.96269921
2024-09-01T00:00:00Z,1.2553368
2024-08-31T00:00:00Z,0.578985
2024-08-30T00:00:00Z,1.33190956
2024-08-29T00:00:00Z,1.48045001
2024-08-28T00:00:00Z,1.3608582
2024-08-27T00:00:00Z,1.64036287
2024-08-26T00:00:00Z,1.28474178
2024-08-25T00:00:00Z,0.70166289
2024-08-24T00:00:00Z,0.7074189
2024-08-23T00:00:00Z,1.12001158
2024-08-22T00:00:00Z,0.96275435
2024-08-21T00:00:00Z,1.13544337
2024-08-20T00:00:00Z,1.15665916
2024-08-19T00:00:00Z,1.53509736
2024-08-18T00:00:00Z,0.58661605
2024-08-17T00:00:00Z,0.57610458
2024-08-16T00:00:00Z,1.21833201
2024-08-15T00:00:00Z,1.0811398
2024-08-14T00:00:00Z,1.83043154
2024-08-13T00:00:00Z,1.54675034
2024-08-12T00:00:00Z,1.85251567
2024-08-11T00:00:00Z,0.90599874
2024-08-10T00:00:00Z,0.95848518
2024-08-09T00:00:00Z,2.25134541
2024-08-08T00:00:00Z,1.76233465
2024-08-07T00:00:00Z,2.46630757
2024-08-06T00:00:00Z,2.01584532
2024-08-05T00:00:00Z,2.49655723
2024-08-04T00:00:00Z,1.12868909
2024-08-03T00:00:00Z,0.92769987
2024-08-02T00:00:00Z,2.73102207
2024-08-01T00:00:00Z,1.44720733
2024-07-31T00:00:00Z,1.77268096
2024-07-30T00:00:00Z,1.42311547
2024-07-29T00:00:00Z,1.08444819
2024-07-28T00:00:00Z,0.49806583
2024-07-27T00:00:00Z,1.29731265
2024-07-26T00:00:00Z,1.30873271
2024-07-25T00:00:00Z,1.04428974
2024-07-24T00:00:00Z,1.24870555
2024-07-23T00:00:00Z,1.15983966
2024-07-22T00:00:00Z,0.9885528
2024-07-21T00:00:00Z,0.54783849
2024-07-20T00:00:00Z,0.82525103
2024-07-19T00:00:00Z,1.51888678
2024-07-18T00:00:00Z,1.19608783
2024-07-17T00:00:00Z,1.3464161
2024-07-16T00:00:00Z,2.14441456
2024-07-15T00:00:00Z,1.71745644
2024-07-14T00:00:00Z,0.93084568
2024-07-13T00:00:00Z,0.73255003
2024-07-12T00:00:00Z,1.12004771
2024-07-11T00:00:00Z,1.2416606
2024-07-10T00:00:00Z,1.33621469
2024-07-09T00:00:00Z,1.2598753
2024-07-08T00:00:00Z,1.57628693
2024-07-07T00:00:00Z,0.79142041
2024-07-06T00:00:00Z,0.81825421
2024-07-05T00:00:00Z,2.00868372
2024-07-04T00:00:00Z,1.63119466
2024-07-03T00:00:00Z,1.35290536
2024-07-02T00:00:00Z,1.070224
2024-07-01T00:00:00Z,1.0875126
2024-06-30T00:00:00Z,0.73828322
2024-06-29T00:00:00Z,0.63585533
2024-06-28T00:00:00Z,1.29587219
2024-06-27T00:00:00Z,2.97544381
2024-06-26T00:00:00Z,1.45640095
2024-06-25T00:00:00Z,1.1620697
2024-06-24T00:00:00Z,1.75229294
2024-06-23T00:00:00Z,0.71798354
2024-06-22T00:00:00Z,0.52728953
2024-06-21T00:00:00Z,1.16399883
2024-06-20T00:00:00Z,1.17842003
2024-06-19T00:00:00Z,0.96043903
2024-06-18T00:00:00Z,1.32976878
2024-06-17T00:00:00Z,1.7186077
2024-06-16T00:00:00Z,0.98422863
2024-06-15T00:00:00Z,1.04627985
