Datetime,Staking Inflow Total
2025-11-24T00:00:00Z,15064.71225881
2025-11-23T00:00:00Z,11899.92461121
2025-11-22T00:00:00Z,34151.165395564
2025-11-21T00:00:00Z,23715.426573736
2025-11-20T00:00:00Z,17632.412241551
2025-11-19T00:00:00Z,32473.362389659
2025-11-18T00:00:00Z,79801.534399336
2025-11-17T00:00:00Z,39353.34903595
2025-11-16T00:00:00Z,23515.93
2025-11-15T00:00:00Z,16023.9
2025-11-14T00:00:00Z,33924.681231719
2025-11-13T00:00:00Z,29352.895552715
2025-11-12T00:00:00Z,32961.913925442
2025-11-11T00:00:00Z,37998.469489698
2025-11-10T00:00:00Z,8749.87642627
2025-11-09T00:00:00Z,5587.155148598
2025-11-08T00:00:00Z,7649.64104846
2025-11-07T00:00:00Z,19221.11987935
2025-11-06T00:00:00Z,99033.495598364
2025-11-05T00:00:00Z,74320.862607367
2025-11-04T00:00:00Z,19029.613230491
2025-11-03T00:00:00Z,33501.10332422
2025-11-02T00:00:00Z,34655.954453025
2025-11-01T00:00:00Z,24284.721974475
2025-10-31T00:00:00Z,164046.238666336
2025-10-30T00:00:00Z,160712.038751
2025-10-29T00:00:00Z,161537.55836005
2025-10-28T00:00:00Z,71846.106346047
2025-10-27T00:00:00Z,45539.10754532
2025-10-26T00:00:00Z,21155.415609212
2025-10-25T00:00:00Z,14959.63
2025-10-24T00:00:00Z,136762.343715549
2025-10-23T00:00:00Z,36922.367503171
2025-10-22T00:00:00Z,64484.81795023
2025-10-21T00:00:00Z,42197.86607351
2025-10-20T00:00:00Z,38266.86753956
2025-10-19T00:00:00Z,5693.003071982
2025-10-18T00:00:00Z,11679.11536886
2025-10-17T00:00:00Z,47574.690616641
2025-10-16T00:00:00Z,111081.133989695
2025-10-15T00:00:00Z,43085.395013105
2025-10-14T00:00:00Z,41143.399597102
2025-10-13T00:00:00Z,65086.593276901
2025-10-12T00:00:00Z,51343.53805083
2025-10-11T00:00:00Z,35138.16452986
2025-10-10T00:00:00Z,84304.200000001
2025-10-09T00:00:00Z,39850.99218149
2025-10-08T00:00:00Z,946848.47578665
2025-10-07T00:00:00Z,360758.48176873
2025-10-06T00:00:00Z,127860.42615847
2025-10-05T00:00:00Z,17117.181660696
2025-10-04T00:00:00Z,9537.813
2025-10-03T00:00:00Z,69907.144054834
2025-10-02T00:00:00Z,54186.0584199
2025-10-01T00:00:00Z,49689.484477145
2025-09-30T00:00:00Z,39346.505282937
2025-09-29T00:00:00Z,64139.41840906
2025-09-28T00:00:00Z,86010.604899879
2025-09-27T00:00:00Z,7728.97609
2025-09-26T00:00:00Z,51625.670875389
2025-09-25T00:00:00Z,16290.009704985
2025-09-24T00:00:00Z,63824.13615551
2025-09-23T00:00:00Z,23381.35
2025-09-22T00:00:00Z,9938.29506304
2025-09-21T00:00:00Z,81426.476897243
2025-09-20T00:00:00Z,11218.99
2025-09-19T00:00:00Z,14973.40186445
2025-09-18T00:00:00Z,14260.545378818
2025-09-17T00:00:00Z,8450.420742447
2025-09-16T00:00:00Z,17745.82
2025-09-15T00:00:00Z,9860.25417356
2025-09-14T00:00:00Z,4719.0699
2025-09-13T00:00:00Z,7602.423794371
2025-09-12T00:00:00Z,22316.2211
2025-09-11T00:00:00Z,11302.0996
2025-09-10T00:00:00Z,16492.573400882
2025-09-09T00:00:00Z,95831.5746
2025-09-08T00:00:00Z,14855.333624
2025-09-07T00:00:00Z,12482.8158
2025-09-06T00:00:00Z,9928.32
2025-09-05T00:00:00Z,19597.13769568
2025-09-04T00:00:00Z,224617.7315
2025-09-03T00:00:00Z,32525.4263
2025-09-02T00:00:00Z,13834.46237356
2025-09-01T00:00:00Z,179328.7302
2025-08-31T00:00:00Z,8718.141211743
2025-08-30T00:00:00Z,90577.6474
2025-08-29T00:00:00Z,75438.5399
2025-08-28T00:00:00Z,41138.6667
2025-08-27T00:00:00Z,219230.586496115
2025-08-26T00:00:00Z,20162.3954
2025-08-25T00:00:00Z,281166.072
2025-08-24T00:00:00Z,308671.0121912
2025-08-23T00:00:00Z,13343.282722253
2025-08-22T00:00:00Z,40260.7777
2025-08-21T00:00:00Z,59225.7863
2025-08-20T00:00:00Z,22914.5717
2025-08-19T00:00:00Z,35282.7881
2025-08-18T00:00:00Z,71269.708628467
2025-08-17T00:00:00Z,16143.461933889
2025-08-16T00:00:00Z,7708.379028529
2025-08-15T00:00:00Z,107635.87263398
2025-08-14T00:00:00Z,247914.215574266
2025-08-13T00:00:00Z,116760.817708757
2025-08-12T00:00:00Z,91174.819
2025-08-11T00:00:00Z,48872.456331562
2025-08-10T00:00:00Z,47256.090235655
2025-08-09T00:00:00Z,11617.55
2025-08-08T00:00:00Z,67543.06
2025-08-07T00:00:00Z,30098.98
2025-08-06T00:00:00Z,17108.079379722
2025-08-05T00:00:00Z,39030.48174544
2025-08-04T00:00:00Z,35786.4918
2025-08-03T00:00:00Z,73100.55
2025-08-02T00:00:00Z,7966.77
2025-08-01T00:00:00Z,40319.33
2025-07-31T00:00:00Z,55575.051299427
2025-07-30T00:00:00Z,15532.6266
2025-07-29T00:00:00Z,37586.6994
2025-07-28T00:00:00Z,59559.229608868
2025-07-27T00:00:00Z,88330.11
2025-07-26T00:00:00Z,21555.02945759
2025-07-25T00:00:00Z,13478.885
2025-07-24T00:00:00Z,27709.72
2025-07-23T00:00:00Z,25884.208604646
2025-07-22T00:00:00Z,28863.309658059
2025-07-21T00:00:00Z,82184.04
2025-07-20T00:00:00Z,19321.58136513
2025-07-19T00:00:00Z,24234.128053559
2025-07-18T00:00:00Z,68874.20962631
2025-07-17T00:00:00Z,38011.331545882
2025-07-16T00:00:00Z,80551.912
2025-07-15T00:00:00Z,67183.7
2025-07-14T00:00:00Z,106872.099
2025-07-13T00:00:00Z,15593.108567685
2025-07-12T00:00:00Z,30424.975857991
2025-07-11T00:00:00Z,79959.4265
2025-07-10T00:00:00Z,57001.2629
2025-07-09T00:00:00Z,111335.4105
2025-07-08T00:00:00Z,123749.4807
2025-07-07T00:00:00Z,189368.853
2025-07-06T00:00:00Z,11383.6
2025-07-05T00:00:00Z,23829.32
2025-07-04T00:00:00Z,90880.894041
2025-07-03T00:00:00Z,31987.459
2025-07-02T00:00:00Z,41527.584706276
2025-07-01T00:00:00Z,62631.635556816
2025-06-30T00:00:00Z,21243.6
2025-06-29T00:00:00Z,34808.931
2025-06-28T00:00:00Z,33071.31
2025-06-27T00:00:00Z,18497.5476
2025-06-26T00:00:00Z,13414.38
2025-06-25T00:00:00Z,23135.45
2025-06-24T00:00:00Z,27254.69
2025-06-23T00:00:00Z,53925.81628968
2025-06-22T00:00:00Z,53619.11
2025-06-21T00:00:00Z,102797
2025-06-20T00:00:00Z,47333.711
2025-06-19T00:00:00Z,37042.9728
2025-06-18T00:00:00Z,36091.01029206
2025-06-17T00:00:00Z,83193.222
2025-06-16T00:00:00Z,116777.065
2025-06-15T00:00:00Z,13774.047
2025-06-14T00:00:00Z,68174.80993245
2025-06-13T00:00:00Z,126330.556
2025-06-12T00:00:00Z,18002.7965
2025-06-11T00:00:00Z,55884.52
2025-06-10T00:00:00Z,68617.955
2025-06-09T00:00:00Z,64472.8656
2025-06-08T00:00:00Z,20387.75447
2025-06-07T00:00:00Z,75754.169
2025-06-06T00:00:00Z,21692.46
2025-06-05T00:00:00Z,47243.527
2025-06-04T00:00:00Z,107966.446
2025-06-03T00:00:00Z,67428.887378864
2025-06-02T00:00:00Z,213961.889
2025-06-01T00:00:00Z,57778.68
2025-05-31T00:00:00Z,62942.6896393
2025-05-30T00:00:00Z,63132.263328993
2025-05-29T00:00:00Z,58258.9301
2025-05-28T00:00:00Z,99381.569969783
2025-05-27T00:00:00Z,80011.57481866
2025-05-26T00:00:00Z,32861.786
2025-05-25T00:00:00Z,10033.017562724
2025-05-24T00:00:00Z,24894.96702931
2025-05-23T00:00:00Z,58008.229505244
2025-05-22T00:00:00Z,88583.172853796
2025-05-21T00:00:00Z,67454.3983
2025-05-20T00:00:00Z,50769.283327201
2025-05-19T00:00:00Z,41692.80679837
2025-05-18T00:00:00Z,44208.062155506
2025-05-17T00:00:00Z,18074.084625349
2025-05-16T00:00:00Z,40568.407933911
2025-05-15T00:00:00Z,27466.1945
2025-05-14T00:00:00Z,42181.654
2025-05-13T00:00:00Z,52917.607029627
2025-05-12T00:00:00Z,130757.616
2025-05-11T00:00:00Z,30679.31025
2025-05-10T00:00:00Z,43298.55367
2025-05-09T00:00:00Z,47297.03754044
2025-05-08T00:00:00Z,31611.99867194
2025-05-07T00:00:00Z,37338.6891
2025-05-06T00:00:00Z,122380
2025-05-05T00:00:00Z,39394
2025-05-04T00:00:00Z,13664
2025-05-03T00:00:00Z,8740
2025-05-02T00:00:00Z,27488
2025-05-01T00:00:00Z,62304
2025-04-30T00:00:00Z,27232
2025-04-29T00:00:00Z,13656
2025-04-28T00:00:00Z,28806
2025-04-27T00:00:00Z,11974
2025-04-26T00:00:00Z,15303
2025-04-25T00:00:00Z,24639
2025-04-24T00:00:00Z,25795
2025-04-23T00:00:00Z,39967
2025-04-22T00:00:00Z,130301
2025-04-21T00:00:00Z,13957
2025-04-20T00:00:00Z,16552
2025-04-19T00:00:00Z,17762
2025-04-18T00:00:00Z,32481
2025-04-17T00:00:00Z,98782
2025-04-16T00:00:00Z,77191.8143
2025-04-15T00:00:00Z,45385
2025-04-14T00:00:00Z,66688
2025-04-13T00:00:00Z,12377
2025-04-12T00:00:00Z,15024
2025-04-11T00:00:00Z,27169
2025-04-10T00:00:00Z,189724
2025-04-09T00:00:00Z,44277
2025-04-08T00:00:00Z,48485
2025-04-07T00:00:00Z,31131
2025-04-06T00:00:00Z,15360
2025-04-05T00:00:00Z,12897
2025-04-04T00:00:00Z,28769
2025-04-03T00:00:00Z,26718
2025-04-02T00:00:00Z,92494
2025-04-01T00:00:00Z,32753
2025-03-31T00:00:00Z,41278
2025-03-30T00:00:00Z,14165
2025-03-29T00:00:00Z,28072
2025-03-28T00:00:00Z,38731
2025-03-27T00:00:00Z,72545
2025-03-26T00:00:00Z,63442
2025-03-25T00:00:00Z,85162
2025-03-24T00:00:00Z,79639
2025-03-23T00:00:00Z,53620
2025-03-22T00:00:00Z,42108
2025-03-21T00:00:00Z,65624
2025-03-20T00:00:00Z,76504
2025-03-19T00:00:00Z,108322
2025-03-18T00:00:00Z,86509
2025-03-17T00:00:00Z,78861
2025-03-16T00:00:00Z,17730
2025-03-15T00:00:00Z,13092
2025-03-14T00:00:00Z,36192
2025-03-13T00:00:00Z,89474
2025-03-12T00:00:00Z,63426
2025-03-11T00:00:00Z,48470
2025-03-10T00:00:00Z,58768
2025-03-09T00:00:00Z,26770
2025-03-08T00:00:00Z,14368
2025-03-07T00:00:00Z,34259
2025-03-06T00:00:00Z,67126
2025-03-05T00:00:00Z,46234
2025-03-04T00:00:00Z,162276
2025-03-03T00:00:00Z,42238
2025-03-02T00:00:00Z,10400
2025-03-01T00:00:00Z,23232
2025-02-28T00:00:00Z,36226
2025-02-27T00:00:00Z,24307
2025-02-26T00:00:00Z,30204
2025-02-25T00:00:00Z,50045
2025-02-24T00:00:00Z,30444
2025-02-23T00:00:00Z,26541
2025-02-22T00:00:00Z,46741
2025-02-21T00:00:00Z,30101
2025-02-20T00:00:00Z,72213
2025-02-19T00:00:00Z,28397
2025-02-18T00:00:00Z,54708
2025-02-17T00:00:00Z,41909
2025-02-16T00:00:00Z,36202
2025-02-15T00:00:00Z,41376
2025-02-14T00:00:00Z,57502
2025-02-13T00:00:00Z,54122
2025-02-12T00:00:00Z,32059
2025-02-11T00:00:00Z,72668
2025-02-10T00:00:00Z,15360
2025-02-09T00:00:00Z,6819
2025-02-08T00:00:00Z,33598
2025-02-07T00:00:00Z,27260
2025-02-06T00:00:00Z,31016
2025-02-05T00:00:00Z,51712
2025-02-04T00:00:00Z,66989
2025-02-03T00:00:00Z,51920
2025-02-02T00:00:00Z,11553
2025-02-01T00:00:00Z,29856
2025-01-31T00:00:00Z,49580
2025-01-30T00:00:00Z,38657
2025-01-29T00:00:00Z,25666
2025-01-28T00:00:00Z,92797
2025-01-27T00:00:00Z,67204
2025-01-26T00:00:00Z,20518
2025-01-25T00:00:00Z,51584
2025-01-24T00:00:00Z,53537
2025-01-23T00:00:00Z,26793
2025-01-22T00:00:00Z,33413
2025-01-21T00:00:00Z,103957
2025-01-20T00:00:00Z,40419
2025-01-19T00:00:00Z,42871
2025-01-18T00:00:00Z,33687
2025-01-17T00:00:00Z,35436
2025-01-16T00:00:00Z,19562
2025-01-15T00:00:00Z,29989
2025-01-14T00:00:00Z,24989
2025-01-13T00:00:00Z,102192
2025-01-12T00:00:00Z,20335
2025-01-11T00:00:00Z,16082
2025-01-10T00:00:00Z,25923
2025-01-09T00:00:00Z,79147
2025-01-08T00:00:00Z,125578
2025-01-07T00:00:00Z,40648
2025-01-06T00:00:00Z,26002
2025-01-05T00:00:00Z,29182
2025-01-04T00:00:00Z,12290
2025-01-03T00:00:00Z,33805
2025-01-02T00:00:00Z,20855
2025-01-01T00:00:00Z,16518
2024-12-31T00:00:00Z,99769
2024-12-30T00:00:00Z,19245
2024-12-29T00:00:00Z,17687
2024-12-28T00:00:00Z,12531
2024-12-27T00:00:00Z,22042
2024-12-26T00:00:00Z,34543
2024-12-25T00:00:00Z,101082
2024-12-24T00:00:00Z,31523
2024-12-23T00:00:00Z,60471
2024-12-22T00:00:00Z,42506
2024-12-21T00:00:00Z,27762
2024-12-20T00:00:00Z,29729
2024-12-19T00:00:00Z,35917
2024-12-18T00:00:00Z,118080
2024-12-17T00:00:00Z,68985
2024-12-16T00:00:00Z,20126
2024-12-15T00:00:00Z,11127
2024-12-14T00:00:00Z,16433
2024-12-13T00:00:00Z,27575
2024-12-12T00:00:00Z,21637
2024-12-11T00:00:00Z,45243
2024-12-10T00:00:00Z,18840
2024-12-09T00:00:00Z,13374
2024-12-08T00:00:00Z,11329
2024-12-07T00:00:00Z,21997.62
2024-12-06T00:00:00Z,38843.124
2024-12-05T00:00:00Z,42590
2024-12-04T00:00:00Z,84264
2024-12-03T00:00:00Z,37708
2024-12-02T00:00:00Z,81217
2024-12-01T00:00:00Z,28799
2024-11-30T00:00:00Z,52554
2024-11-29T00:00:00Z,28907
2024-11-28T00:00:00Z,39794
2024-11-27T00:00:00Z,60215
2024-11-26T00:00:00Z,20027
2024-11-25T00:00:00Z,41211
2024-11-24T00:00:00Z,43147
2024-11-23T00:00:00Z,108746
2024-11-22T00:00:00Z,95237
2024-11-21T00:00:00Z,19988
2024-11-20T00:00:00Z,25224
2024-11-19T00:00:00Z,29866
2024-11-18T00:00:00Z,27408
2024-11-17T00:00:00Z,9839
2024-11-16T00:00:00Z,16543
2024-11-15T00:00:00Z,30335
2024-11-14T00:00:00Z,48608
2024-11-13T00:00:00Z,28992
2024-11-12T00:00:00Z,31187
2024-11-11T00:00:00Z,27208
2024-11-10T00:00:00Z,19923
2024-11-09T00:00:00Z,26003
2024-11-08T00:00:00Z,41219
2024-11-07T00:00:00Z,89003
2024-11-06T00:00:00Z,46175
2024-11-05T00:00:00Z,46871
2024-11-04T00:00:00Z,28451
2024-11-03T00:00:00Z,33505
2024-11-02T00:00:00Z,6145
2024-11-01T00:00:00Z,33144
2024-10-31T00:00:00Z,54469
2024-10-30T00:00:00Z,150227
2024-10-29T00:00:00Z,103574
2024-10-28T00:00:00Z,41673
2024-10-27T00:00:00Z,29828
2024-10-26T00:00:00Z,61108
2024-10-25T00:00:00Z,40109
2024-10-24T00:00:00Z,52889
2024-10-23T00:00:00Z,35766
2024-10-22T00:00:00Z,80883
2024-10-21T00:00:00Z,47137
2024-10-20T00:00:00Z,25241
2024-10-19T00:00:00Z,9672
2024-10-18T00:00:00Z,52857
2024-10-17T00:00:00Z,49976
2024-10-16T00:00:00Z,37949
2024-10-15T00:00:00Z,57114
2024-10-14T00:00:00Z,32319
2024-10-13T00:00:00Z,12897
2024-10-12T00:00:00Z,42178
2024-10-11T00:00:00Z,35680
2024-10-10T00:00:00Z,17758
2024-10-09T00:00:00Z,9473
2024-10-08T00:00:00Z,23167
2024-10-07T00:00:00Z,51620
2024-10-06T00:00:00Z,18050
2024-10-05T00:00:00Z,41647
2024-10-04T00:00:00Z,44517
2024-10-03T00:00:00Z,55489
2024-10-02T00:00:00Z,70541
2024-10-01T00:00:00Z,43719
2024-09-30T00:00:00Z,36574
2024-09-29T00:00:00Z,13440
2024-09-28T00:00:00Z,9991
2024-09-27T00:00:00Z,67336
2024-09-26T00:00:00Z,27731
2024-09-25T00:00:00Z,52240
2024-09-24T00:00:00Z,50544
2024-09-23T00:00:00Z,25184
2024-09-22T00:00:00Z,11804
2024-09-21T00:00:00Z,11808
2024-09-20T00:00:00Z,31264
2024-09-19T00:00:00Z,10064
2024-09-18T00:00:00Z,19467
2024-09-17T00:00:00Z,13224
2024-09-16T00:00:00Z,25279
2024-09-15T00:00:00Z,19712
2024-09-14T00:00:00Z,6304
2024-09-13T00:00:00Z,94747
2024-09-12T00:00:00Z,28596
2024-09-11T00:00:00Z,96412
2024-09-10T00:00:00Z,10381
2024-09-09T00:00:00Z,23036
2024-09-08T00:00:00Z,13245
2024-09-07T00:00:00Z,16895
2024-09-06T00:00:00Z,21248
2024-09-05T00:00:00Z,27242
2024-09-04T00:00:00Z,33223
2024-09-03T00:00:00Z,82831
2024-09-02T00:00:00Z,26432
2024-09-01T00:00:00Z,16738
2024-08-31T00:00:00Z,32455
2024-08-30T00:00:00Z,54058
2024-08-29T00:00:00Z,61090
2024-08-28T00:00:00Z,83367
2024-08-27T00:00:00Z,39280
2024-08-26T00:00:00Z,39628
2024-08-25T00:00:00Z,14852
2024-08-24T00:00:00Z,9616
2024-08-23T00:00:00Z,20900
2024-08-22T00:00:00Z,16521
2024-08-21T00:00:00Z,20536
2024-08-20T00:00:00Z,24433
2024-08-19T00:00:00Z,67454
2024-08-18T00:00:00Z,9253
2024-08-17T00:00:00Z,8568
2024-08-16T00:00:00Z,41964
2024-08-15T00:00:00Z,83838
2024-08-14T00:00:00Z,31192
2024-08-13T00:00:00Z,77185
2024-08-12T00:00:00Z,49632
2024-08-11T00:00:00Z,11980
2024-08-10T00:00:00Z,12245
2024-08-09T00:00:00Z,40298
2024-08-08T00:00:00Z,29118
2024-08-07T00:00:00Z,43656
2024-08-06T00:00:00Z,24319
2024-08-05T00:00:00Z,25797
2024-08-04T00:00:00Z,5396
2024-08-03T00:00:00Z,7163
2024-08-02T00:00:00Z,15105
2024-08-01T00:00:00Z,48813
2024-07-31T00:00:00Z,51153
2024-07-30T00:00:00Z,114833
2024-07-29T00:00:00Z,95608
2024-07-28T00:00:00Z,24909
2024-07-27T00:00:00Z,51025
2024-07-26T00:00:00Z,48575
2024-07-25T00:00:00Z,29979
2024-07-24T00:00:00Z,56576
2024-07-23T00:00:00Z,63202
2024-07-22T00:00:00Z,31287
2024-07-21T00:00:00Z,45793
2024-07-20T00:00:00Z,129456
2024-07-19T00:00:00Z,93132
2024-07-18T00:00:00Z,40002
2024-07-17T00:00:00Z,59674
2024-07-16T00:00:00Z,39199
2024-07-15T00:00:00Z,48672
2024-07-14T00:00:00Z,5775
2024-07-13T00:00:00Z,25566
2024-07-12T00:00:00Z,54653
2024-07-11T00:00:00Z,83267
2024-07-10T00:00:00Z,48291
2024-07-09T00:00:00Z,36128
2024-07-08T00:00:00Z,28505
2024-07-07T00:00:00Z,16198
2024-07-06T00:00:00Z,7987
2024-07-05T00:00:00Z,38606
2024-07-04T00:00:00Z,29883
2024-07-03T00:00:00Z,70751
2024-07-02T00:00:00Z,37984
2024-07-01T00:00:00Z,33204
2024-06-30T00:00:00Z,11343
2024-06-29T00:00:00Z,9981
2024-06-28T00:00:00Z,35996
2024-06-27T00:00:00Z,73319
2024-06-26T00:00:00Z,31878
2024-06-25T00:00:00Z,63130
2024-06-24T00:00:00Z,39385
2024-06-23T00:00:00Z,42259
2024-06-22T00:00:00Z,54513
2024-06-21T00:00:00Z,30615
2024-06-20T00:00:00Z,64377
2024-06-19T00:00:00Z,79146
2024-06-18T00:00:00Z,20450
2024-06-17T00:00:00Z,72666
2024-06-16T00:00:00Z,13216
2024-06-15T00:00:00Z,13951
2024-06-14T00:00:00Z,53561
2024-06-13T00:00:00Z,89838
2024-06-12T00:00:00Z,48983
2024-06-11T00:00:00Z,73715
2024-06-10T00:00:00Z,39660
2024-06-09T00:00:00Z,31695
2024-06-08T00:00:00Z,24287
2024-06-07T00:00:00Z,50138
2024-06-06T00:00:00Z,46986
2024-06-05T00:00:00Z,48361
2024-06-04T00:00:00Z,56213
2024-06-03T00:00:00Z,53767
2024-06-02T00:00:00Z,29898
2024-06-01T00:00:00Z,40060
2024-05-31T00:00:00Z,57342
2024-05-30T00:00:00Z,49992
2024-05-29T00:00:00Z,106773
2024-05-28T00:00:00Z,149553
2024-05-27T00:00:00Z,20863
2024-05-26T00:00:00Z,11842
2024-05-25T00:00:00Z,9884
2024-05-24T00:00:00Z,19319
2024-05-23T00:00:00Z,25093
2024-05-22T00:00:00Z,14952
2024-05-21T00:00:00Z,112421
2024-05-20T00:00:00Z,106916
2024-05-19T00:00:00Z,28617
2024-05-18T00:00:00Z,16868
2024-05-17T00:00:00Z,15546
2024-05-16T00:00:00Z,23649
2024-05-15T00:00:00Z,40786
2024-05-14T00:00:00Z,16917
2024-05-13T00:00:00Z,14883
2024-05-12T00:00:00Z,23100
2024-05-11T00:00:00Z,11638
2024-05-10T00:00:00Z,24285
2024-05-09T00:00:00Z,29968
2024-05-08T00:00:00Z,31312
2024-05-07T00:00:00Z,47854
2024-05-06T00:00:00Z,7700
2024-05-05T00:00:00Z,26883
2024-05-04T00:00:00Z,15299
2024-05-03T00:00:00Z,24462
2024-05-02T00:00:00Z,12332
2024-05-01T00:00:00Z,9730
2024-04-30T00:00:00Z,13985
2024-04-29T00:00:00Z,19461
2024-04-28T00:00:00Z,20205
