date,timestamp_utc,Fund Volume
2025-10-22,2025-10-22T00:00:00Z,85388805
2025-10-23,2025-10-23T00:00:00Z,48819071
2025-10-24,2025-10-24T00:00:00Z,44495037
2025-10-27,2025-10-27T00:00:00Z,55202477
2025-10-28,2025-10-28T00:00:00Z,49625819
2025-10-29,2025-10-29T00:00:00Z,77103257
2025-10-30,2025-10-30T00:00:00Z,68627443
2025-10-31,2025-10-31T00:00:00Z,32717211
2025-11-03,2025-11-03T00:00:00Z,86443028
2025-11-04,2025-11-04T00:00:00Z,151075245
2025-11-05,2025-11-05T00:00:00Z,66370032
2025-11-06,2025-11-06T00:00:00Z,60837255
2025-11-07,2025-11-07T00:00:00Z,65574806
2025-11-10,2025-11-10T00:00:00Z,56815055
2025-11-11,2025-11-11T00:00:00Z,38928534
2025-11-12,2025-11-12T00:00:00Z,67144917
2025-11-13,2025-11-13T00:00:00Z,94303365
2025-11-14,2025-11-14T00:00:00Z,79440955
2025-11-17,2025-11-17T00:00:00Z,113857947
2025-11-18,2025-11-18T00:00:00Z,68753736
2025-11-19,2025-11-19T00:00:00Z,102697466
2025-11-20,2025-11-20T00:00:00Z,117607435
2025-11-21,2025-11-21T00:00:00Z,104643004
2025-11-24,2025-11-24T00:00:00Z,64991225
2025-11-25,2025-11-25T00:00:00Z,47105001
2025-11-26,2025-11-26T00:00:00Z,57001516
2025-11-27,2025-11-27T00:00:00Z,300
2025-11-28,2025-11-28T00:00:00Z,28515132
2025-12-01,2025-12-01T00:00:00Z,72184553
2025-12-02,2025-12-02T00:00:00Z,69220596
2025-12-03,2025-12-03T00:00:00Z,64260041
2025-12-04,2025-12-04T00:00:00Z,66393476
2025-12-05,2025-12-05T00:00:00Z,70237945
2025-12-08,2025-12-08T00:00:00Z,52760765
2025-12-09,2025-12-09T00:00:00Z,89499991
2025-12-10,2025-12-10T00:00:00Z,81344983
2025-12-11,2025-12-11T00:00:00Z,55904475
2025-12-12,2025-12-12T00:00:00Z,72831752
2025-12-15,2025-12-15T00:00:00Z,85350086
2025-12-16,2025-12-16T00:00:00Z,48613903
2025-12-17,2025-12-17T00:00:00Z,93978151
2025-12-18,2025-12-18T00:00:00Z,92413850
2025-12-19,2025-12-19T00:00:00Z,70460683
2025-12-22,2025-12-22T00:00:00Z,52797692
2025-12-23,2025-12-23T00:00:00Z,40984936
2025-12-24,2025-12-24T00:00:00Z,29191816
2025-12-26,2025-12-26T00:00:00Z,37163605
2025-12-29,2025-12-29T00:00:00Z,37541483
2025-12-30,2025-12-30T00:00:00Z,45132326
2025-12-31,2025-12-31T00:00:00Z,32455372
2026-01-02,2026-01-02T00:00:00Z,88419078
2026-01-05,2026-01-05T00:00:00Z,87175853
2026-01-06,2026-01-06T00:00:00Z,65994443
2026-01-07,2026-01-07T00:00:00Z,50936017
2026-01-08,2026-01-08T00:00:00Z,46212602
2026-01-09,2026-01-09T00:00:00Z,44287396
2026-01-12,2026-01-12T00:00:00Z,37514587
2026-01-13,2026-01-13T00:00:00Z,59692943
2026-01-14,2026-01-14T00:00:00Z,91353168
2026-01-15,2026-01-15T00:00:00Z,59510667
2026-01-16,2026-01-16T00:00:00Z,45143370
2026-01-19,2026-01-19T00:00:00Z,4701
2026-01-20,2026-01-20T00:00:00Z,92784207
2026-01-21,2026-01-21T00:00:00Z,91837967
2026-01-22,2026-01-22T00:00:00Z,51850818
2026-01-23,2026-01-23T00:00:00Z,54439170
2026-01-26,2026-01-26T00:00:00Z,52269735
2026-01-27,2026-01-27T00:00:00Z,63352687
2026-01-28,2026-01-28T00:00:00Z,44296320
2026-01-29,2026-01-29T00:00:00Z,94533831
2026-01-30,2026-01-30T00:00:00Z,81815653
2026-02-02,2026-02-02T00:00:00Z,143827820
2026-02-03,2026-02-03T00:00:00Z,155414394
2026-02-04,2026-02-04T00:00:00Z,128489245
2026-02-05,2026-02-05T00:00:00Z,161247844
2026-02-06,2026-02-06T00:00:00Z,102486213
2026-02-09,2026-02-09T00:00:00Z,68833618
2026-02-10,2026-02-10T00:00:00Z,50047291
2026-02-11,2026-02-11T00:00:00Z,69528850
2026-02-12,2026-02-12T00:00:00Z,54493629
2026-02-13,2026-02-13T00:00:00Z,66105055
2026-02-17,2026-02-17T00:00:00Z,52509639
2026-02-18,2026-02-18T00:00:00Z,54631122
2026-02-19,2026-02-19T00:00:00Z,42192206
2026-02-20,2026-02-20T00:00:00Z,47582513
2026-02-23,2026-02-23T00:00:00Z,47262666
2026-02-24,2026-02-24T00:00:00Z,36744729
2026-02-25,2026-02-25T00:00:00Z,65526674
2026-02-26,2026-02-26T00:00:00Z,53158565
2026-02-27,2026-02-27T00:00:00Z,42600312
2026-03-02,2026-03-02T00:00:00Z,92750656
2026-03-03,2026-03-03T00:00:00Z,71532239
2026-03-04,2026-03-04T00:00:00Z,112756746
2026-03-05,2026-03-05T00:00:00Z,6905744
2026-03-06,2026-03-06T00:00:00Z,50584405
2026-03-09,2026-03-09T00:00:00Z,58340773
2026-03-10,2026-03-10T00:00:00Z,48630763
2026-03-11,2026-03-11T00:00:00Z,38530290
2026-03-12,2026-03-12T00:00:00Z,36869363
2026-03-13,2026-03-13T00:00:00Z,69025311
2026-03-16,2026-03-16T00:00:00Z,83929019
2026-03-17,2026-03-17T00:00:00Z,51456245
2026-03-18,2026-03-18T00:00:00Z,65775930
2026-03-19,2026-03-19T00:00:00Z,57642755
2026-03-20,2026-03-20T00:00:00Z,42545777
2026-03-23,2026-03-23T00:00:00Z,66103396
2026-03-24,2026-03-24T00:00:00Z,50488317
2026-03-25,2026-03-25T00:00:00Z,52656152
2026-03-26,2026-03-26T00:00:00Z,53204124
2026-03-27,2026-03-27T00:00:00Z,74899501
2026-03-30,2026-03-30T00:00:00Z,69344036
2026-03-31,2026-03-31T00:00:00Z,65308960
2026-04-01,2026-04-01T00:00:00Z,64384005
2026-04-02,2026-04-02T00:00:00Z,64657290
2026-04-06,2026-04-06T00:00:00Z,61268797
2026-04-07,2026-04-07T00:00:00Z,60755444
2026-04-08,2026-04-08T00:00:00Z,48697110
2026-04-09,2026-04-09T00:00:00Z,50716004
