date,Bonds,Precious Metals,Private Credit,Public Equities,Real Estate,Digital Assets,Reinsurance,Private Equity & Venture,Equity Indices,Equity ETFs,Mixed Public Markets,Carbon Credits,Industrial Metals,Oil,Multi-Asset RWAs,Commodities,Commodity Baskets,Natural Gas,Agricultural Commodities,Collectibles & Luxury Goods,Energy
2021-10-09,,326711589.0,,,,,,,,52146235.0,,27643630.0,,,,,,,,,
2021-10-10,,326925544.0,,,,,,,,59948544.0,,26843179.0,,,,,,,,,
2021-10-11,,326625871.0,,,,,,,,48846518.0,,26151327.0,,,,,,,,,
2021-10-12,,327465005.0,,,,,,,,59620633.0,,25921311.0,,,,,,,,,
2021-10-13,,327323048.0,,,,,,,,49579864.0,,25564623.0,,,,,,,,,
2021-10-14,,333343742.0,,,,,,,,62713006.0,,24122150.0,,,,,,,,,
2021-10-15,,333870524.0,,,,,,,,62379433.0,,24584636.0,,,,,,,,,
2021-10-16,,329977272.0,,,,,,,,52222796.0,,24069813.0,,,,,,,,,
2021-10-17,,329548791.0,,,,,,,,61343271.0,,24780086.0,,,,,,,,,
2021-10-18,,328437606.0,,,,,,,,61343271.0,,24470821.0,,,,,,,,,
2021-10-19,,328972050.0,,,,,,,,70366343.0,,24466325.0,,,,,,,,,
2021-10-20,,331745808.0,,,,,,,,66157903.0,,22947691.0,,,,,,,,,
2021-10-21,,331032545.0,,,,,,,,60963219.0,,61344102.0,,,,,,,,,
2021-10-22,,329025797.0,,,,,,,,54077515.0,,66314583.0,,,,,,,,,
2021-10-23,,332766501.0,,,,,,,,63938998.0,,70515994.0,,,,,,,,,
2021-10-24,,333402342.0,,,,,,,,67680772.0,,72128872.0,,,,,,,,,
2021-10-25,,332311149.0,,,,,,,,72709087.0,,75222135.0,,,,,,,,,
2021-10-26,,332964027.0,,,,,,,,74950022.0,,83200064.0,,,,,,,,,
2021-10-27,,330714281.0,,,,,,,,76093027.0,,79587356.0,,,,,,,,,
2021-10-28,,330636215.0,,,,,,,,64866975.0,,80629886.0,,,,,,,,,
2021-10-29,,331412575.0,,,,,,,,75992726.0,,78532385.0,,,,,,,,,
2021-10-30,,326630916.0,,,,,,,,64768439.0,,75562919.0,,,,,,,,,
2021-10-31,,327555996.0,,,,,,,,64981427.0,,78990984.0,,,,,,,,,
2021-11-01,,327191544.0,,,,,,,,60619293.0,,75279558.0,,,,,,,,,
2021-11-02,,330141745.0,,,,,,,,77933741.0,,80328994.0,,,,,,,,,
2021-11-03,,328988194.0,,,,,,,,77249385.0,,80514344.0,,,,,,,,,
2021-11-04,,325009457.0,,,,,,,,79939371.0,,90101429.0,,,,,,,,,
2021-11-05,,331033554.0,,,,,,,,86777654.0,,97352009.0,,,,,,,,,
2021-11-06,,336381944.0,,,,,,,,94891512.0,,96326918.0,,,,,,,,,
2021-11-07,,337105520.0,,,,,,,,79539423.0,,97583236.0,,,,,,,,,
2021-11-08,,339906288.0,,,,,,,,70100330.0,,100536606.0,,,,,,,,,
2021-11-09,,495305584.0,,,,,,,,88872559.0,,100924574.0,,,,,,,,,
2021-11-10,,500261746.0,,,,,,,,88732038.0,,101482006.0,,,,,,,,,
2021-11-11,,503593636.0,,,,,,,,69304226.0,,101173547.0,,,,,,,,,
2021-11-12,,508246345.0,,,,,,,,69304226.0,,99929440.0,,,,,,,,,
2021-11-13,,533656428.0,,,,,,,,72080586.0,,102869867.0,,,,,,,,,
2021-11-14,,534696651.0,,,,,,,,62247110.0,,108080273.0,,,,,,,,,
2021-11-15,,534782657.0,,,,,,,,67064065.0,,109848513.0,,,,,,,,,
2021-11-16,,523651161.0,,,,,,,,82257629.0,,102082385.0,,,,,,,,,
2021-11-17,,524689074.0,,,,,,,,68340537.0,,97190969.0,,,,,,,,,
2021-11-18,,534003001.0,,,,,,,,88706772.0,,101726455.0,,,,,,,,,
2021-11-19,,530400913.0,,,,,,,,83053240.0,,105088071.0,,,,,,,,,
2021-11-20,,530241036.0,,,,,,,,89501579.0,,116001316.0,,,,,,,,,
2021-11-21,,526919347.0,,,,,,,,85605525.0,,118817834.0,,,,,,,,,
2021-11-22,,525538045.0,,,,,,,,94663590.0,,117251202.0,,,,,,,,,
2021-11-23,,516275822.0,,,,,,,,101149648.0,,120313456.0,,,,,,,,,
2021-11-24,,509379859.0,,,,,,,,104506328.0,,124091226.0,,,,,,,,,
2021-11-25,,512920824.0,,,,,,,,105206829.0,,128829901.0,,,,,,,,,
2021-11-26,,512915867.0,,,,,,,,116345955.0,,130894866.0,,,,,,,,,
2021-11-27,,552247364.0,,,,,,,,105012004.0,,130499415.0,,,,,,,,,
2021-11-28,,551783470.0,,,,,,,,112350727.0,,134631032.0,,,,,,,,,
2021-11-29,,550037384.0,,,,,,,,112834876.0,,130756540.0,,,,,,,,,
2021-11-30,,554277047.0,,,,,,,,92685220.0,,138472132.0,,,,,,,,,
2021-12-01,,550293925.0,,,,,,,,117096583.0,,132229250.0,,,,,,,,,
2021-12-02,,551943768.0,,,,,,,,123744866.0,,128441569.0,,,,,,,,,
2021-12-03,,548396020.0,,,,,,,,134124014.0,,120741565.0,,,,,,,,,
2021-12-04,,552621923.0,,,,,,,,107217463.0,,115429349.0,,,,,,,,,
2021-12-05,,590849569.0,,,,,,,,127878894.0,,120183609.0,,,,,,,,,
2021-12-06,,586733120.0,,,,,,,,96479065.0,,122772290.0,,,,,,,,,
2021-12-07,,625107759.0,,,,,,,,117200784.0,,139785428.0,,,,,,,,,
2021-12-08,,624350200.0,,,,,,,,93232496.0,,140995130.0,,,,,,,,,
2021-12-09,,627541162.0,,,,,,,,103103526.0,,126002854.0,,,,,,,,,
2021-12-10,,622344780.0,,,,,,,,104644253.0,,113140557.0,,,,,,,,,
2021-12-11,,626249980.0,,,,,,,,105091421.0,,111558679.0,,,,,,,,,
2021-12-12,,628020847.0,,,,,,,,117501174.0,,120624627.0,,,,,,,,,
2021-12-13,,626104174.0,,,,,,,,123149258.0,,132105757.0,,,,,,,,,
2021-12-14,,627637619.0,,,,,,,,119194364.0,,123062151.0,,,,,,,,,
2021-12-15,,623706435.0,,,,,,,,123469355.0,,119325589.0,,,,,,,,,
2021-12-16,,629731223.0,,,,,,,,116688593.0,,118010330.0,,,,,,,,,
2021-12-17,,639984266.0,,,,,,,,105753671.0,,121098174.0,,,,,,,,,
2021-12-18,,642538789.0,,,,,,,,99568311.0,,111082934.0,,,,,,,,,
2021-12-19,,644163293.0,,,,,,,,97542651.0,,111574690.0,,,,,,,,,
2021-12-20,,643574472.0,,,,,,,,88698088.0,,116806005.0,,,,,,,,,
2021-12-21,,641341201.0,,,,,,,,96081554.0,,111842034.0,,,,,,,,,
2021-12-22,,640258340.0,,,,,,,,115975919.0,,113782870.0,,,,,,,,,
2021-12-23,,627782383.0,,,,,,,,118900000.0,,128572610.0,,,,,,,,,
2021-12-24,,629704370.0,,,,,,,,97576706.0,,131677378.0,,,,,,,,,
2021-12-25,,632201781.0,,,,,,,,96341119.0,,133393341.0,,,,,,,,,
2021-12-26,,632344009.0,,,,,,,,100118113.0,,134567678.33333334,,,,,,,,,
2021-12-27,,632486237.0,,,,,,,,103895107.0,,135742015.66666666,,,,,,,,,
2021-12-28,,632628465.0,,,,,,,,107672101.0,,136916353.0,,,,,,,,,
2021-12-29,,630249023.0,,,,,,,,102630265.0,,142336632.0,,,,,,,,,
2021-12-30,,632084250.0,,,,,,,,103082845.0,,141634033.0,,,,,,,,,
2021-12-31,,635310317.0,,,,,,,,106669128.0,,146541254.0,,,,,,,,,
2022-01-01,,637135349.0,,,,,,,,103629658.0,,141249128.0,,,,,,,,,
2022-01-02,,753896121.0,,,,,,,,111753801.0,,139134196.0,,,,,,,,,
2022-01-03,,750091283.0,,,,,,,,124128463.0,,128578081.0,,,,,,,,,
2022-01-04,,740627225.0,,,,,,,,107285257.0,,135655191.0,,,,,,,,,
2022-01-05,,747039422.0,,,,,,,,112220173.0,,135569670.0,,,,,,,,,
2022-01-06,,750738850.0,,,,,,,,103956981.0,,122323145.0,,,,,,,,,
2022-01-07,,735331659.0,,,,,,,,135602153.0,,115160808.0,,,,,,,,,
2022-01-08,,742515537.0,,,,,,,,111996626.0,,120132542.0,,,,,,,,,
2022-01-09,,737797989.0,,,,,,,,121576735.0,,120710027.0,,,,,,,,,
2022-01-10,,737810712.0,,,,,,,,128902658.0,,119344054.0,,,,,,,,,
2022-01-11,,743719134.0,,,,,,,,132253699.0,,115018820.0,,,,,,,,,
2022-01-12,,751357235.0,,,,,,,,153447581.0,,114490593.0,,,,,,,,,
2022-01-13,,754697995.0,,,,,,,,162590763.0,,130443277.0,,,,,,,,,
2022-01-14,,751112808.0,,,,,,,,172110118.0,,125249362.0,,,,,,,,,
2022-01-15,,751145047.0,,,,,,,,150112940.0,,125161703.0,,,,,,,,,
2022-01-16,,750540609.0,,,,,,,,130746557.0,,126045031.0,,,,,,,,,
2022-01-17,,750431502.0,,,,,,,,169109798.0,,122613060.0,,,,,,,,,
2022-01-18,,752531193.0,,,,,,,,186910442.0,,114707765.0,,,,,,,,,
2022-01-19,,749542580.0,,,,,,,,145507544.0,,110563216.0,,,,,,,,,
2022-01-20,,760393465.0,,,,,,,,151645793.0,,113311054.0,,,,,,,,,
2022-01-21,,757236362.0,,,,,,,,162394976.0,,113396900.0,,,,,,,,,
2022-01-22,,756925156.0,,,,,,,,151089801.0,,105953068.0,,,,,,,,,
2022-01-23,,761458855.0,,,,,,,,111875999.0,,97268124.0,,,,,,,,,
2022-01-24,,761203174.0,,,,,,,,133514639.0,,131301558.0,,,,,,,,,
2022-01-25,,763872716.0,,,,,,,,138925344.0,,131180333.0,,,,,,,,,
2022-01-26,,768445854.0,,,,,,,,154658428.0,,120293483.0,,,,,,,,,
2022-01-27,,757670353.0,,,,,,,,156159949.0,,111041734.0,,,,,,,,,
2022-01-28,,761461736.0,,,,,,,,174451818.0,,105343625.0,,,,,,,,,
2022-01-29,,763234642.0,,,,,,,,157023751.0,,119405681.0,,,,,,,,,
2022-01-30,,765896102.0,,,,,,,,147342655.0,,137961857.0,,,,,,,,,
2022-01-31,,763806799.0,,,,,,,,136700949.0,,124986873.0,,,,,,,,,
2022-02-01,,771366994.0,,,,,,,,153579727.0,,123590397.0,,,,,,,,,
2022-02-02,,772109410.0,,,,,,,,167459449.0,,120480700.0,,,,,,,,,
2022-02-03,,776554049.0,,,,,,,,168336318.0,,116431393.0,,,,,,,,,
2022-02-04,,776708538.0,,,,,,,,166359854.0,,118640007.0,,,,,,,,,
2022-02-05,,780163933.0,,,,,,,,173113566.0,,119048530.0,,,,,,,,,
2022-02-06,,776248193.0,,,,,,,,171729813.0,,121489621.0,,,,,,,,,
2022-02-07,,776826000.0,,,,,,,,185202945.0,,117665937.0,,,,,,,,,
2022-02-08,,778659758.0,,,,,,,,176811477.0,,117736320.0,,,,,,,,,
2022-02-09,,779440585.0,,,,,,,,155883351.0,,114583555.0,,,,,,,,,
2022-02-10,,783111169.0,,,,,,,,165841662.0,,115880982.0,,,,,,,,,
2022-02-11,,782781949.0,,,,,,,,185981101.0,,108582368.0,,,,,,,,,
2022-02-12,,798461820.0,,,,,,,,185771194.0,,105752192.0,,,,,,,,,
2022-02-13,,807403126.0,,,,,,,,188644269.0,,105295252.0,,,,,,,,,
2022-02-14,,808161720.0,,,,,,,,202275410.0,,107177984.0,,,,,,,,,
2022-02-15,,811656876.0,,,,,,,,194521931.0,,106462991.0,,,,,,,,,
2022-02-16,,815045023.0,,,,,,,,189913950.0,,107263368.0,,,,,,,,,
2022-02-17,,823174431.0,,,,,,,,183989096.0,,110665462.0,,,,,,,,,
2022-02-18,,839487897.0,,,,,,,,184272209.0,,112515920.0,,,,,,,,,
2022-02-19,,862946032.0,,,,,,,,187686245.0,,108530621.0,,,,,,,,,
2022-02-20,,864429757.0,,,,,,,,195166464.0,,106904567.0,,,,,,,,,
2022-02-21,,869611996.0,,,,,,,,171354531.0,,105121546.0,,,,,,,,,
2022-02-22,,874500037.0,,,,,,,,189211960.0,,101837779.0,,,,,,,,,
2022-02-23,,878362760.0,,,,,,,,216623200.0,,103144123.0,,,,,,,,,
2022-02-24,,898973264.0,,,,,,,,245046019.0,,101081296.0,,,,,,,,,
2022-02-25,,911106390.0,,,,,,,,209464076.0,,96330067.0,,,,,,,,,
2022-02-26,,966681103.0,,,,,,,,213061808.0,,98841010.0,,,,,,,,,
2022-02-27,,963424926.0,,,,,,,,217570811.0,,99324038.0,,,,,,,,,
2022-02-28,,973701622.0,,,,,,,,216506658.0,,98698236.0,,,,,,,,,
2022-03-01,,967644809.0,,,,,,,,220941254.0,,100291034.0,,,,,,,,,
2022-03-02,,987619703.0,,,,,,,,234356230.0,,99793616.0,,,,,,,,,
2022-03-03,,982709153.0,,,,,,,,222088334.0,,96383274.0,,,,,,,,,
2022-03-04,,985910621.0,,,,,,,,217611045.0,,93703901.0,,,,,,,,,
2022-03-05,,1005187803.0,,,,,,,,213492046.0,,90442678.0,,,,,,,,,
2022-03-06,,1006241738.0,,,,,,,,218680299.0,,85304729.0,,,,,,,,,
2022-03-07,,1014451363.0,,,,,,,,194588846.0,,83783544.0,,,,,,,,,
2022-03-08,,1072722146.0,,,,,,,,205777636.0,,81611521.0,,,,,,,,,
2022-03-09,,1113422960.0,,,,,,,,214100276.0,,81565839.0,,,,,,,,,
2022-03-10,,1108755453.0,,,,,,,,211107731.0,,80325083.0,,,,,,,,,
2022-03-11,,1120384561.0,,,,,,,,185032014.0,,79071419.0,,,,,,,,,
2022-03-12,,1122646355.75,,,,,,,,185636840.0,,79673888.0,,,,,,,,,
2022-03-13,,1123203223.5,,,,,,,,179169925.0,,79768997.0,,,,,,,,,
2022-03-14,,1123624715.25,,,,,,,,179019743.0,,80713838.0,,,,,,,,,
2022-03-15,,1112525222.0,,,,,,,,168819871.0,,80070199.0,,,,,,,,,
2022-03-16,,1096322888.0,,,,,,,,152820789.0,,83233258.0,,,,,,,,,
2022-03-17,,1105197940.0,,,,,,,,148694781.0,,87312627.0,,,,,,,,,
2022-03-18,,1114189473.0,,,,,,,,150744506.0,,86483985.0,,,,,,,,,
2022-03-19,,1103526303.0,,,,,,,,139665263.0,,82467604.0,,,,,,,,,
2022-03-20,,1100572360.0,,,,,,,,128770112.0,,83010352.0,,,,,,,,,
2022-03-21,,1108256037.0,,,,,,,,140166173.0,,93400304.0,,,,,,,,,
2022-03-22,,1110864603.0,,,,,,,,159230153.0,,95634964.0,,,,,,,,,
2022-03-23,,1103717909.0,,,,,,,,167517883.0,,93299050.0,,,,,,,,,
2022-03-24,,1116600497.0,,,,,,,,152625774.0,,93588987.0,,,,,,,,,
2022-03-25,,1121060777.0,,,,,,,,147492378.0,,96307576.0,,,,,,,,,
2022-03-26,,1119046046.0,,,,,,,,160694360.0,,97937944.0,,,,,,,,,
2022-03-27,,1123426180.0,,,,,,,,146654181.0,,99405974.0,,,,,,,,,
2022-03-28,,1117852983.0,,,,,,,,155772970.0,,101956632.0,,,,,,,,,
2022-03-29,,1101618111.0,,,,,,,,167733807.0,,104494520.0,,,,,,,,,
2022-03-30,,1098517935.0,,,,,,,,135642360.0,,99942544.0,,,,,,,,,
2022-03-31,,1110719955.0,,,,,,,,155688357.0,,100687674.0,,,,,,,,,
2022-04-01,,1117317629.0,,,,,,,,150422580.0,,100183478.0,,,,,,,,,
2022-04-02,,1104466970.0,,,,,,,,140458739.0,,101162593.0,,,,,,,,,
2022-04-03,,1111718989.0,,,,,,,,144951592.0,,102460325.0,,,,,,,,,
2022-04-04,,1107958136.0,,,,,,,,143569407.0,,103328167.0,,,,,,,,,
2022-04-05,,1112209529.0,,,,,,,,144407728.0,,101707319.0,,,,,,,,,
2022-04-06,,1101781840.0,,,,,,,,145117468.0,,101202298.0,,,,,,,,,
2022-04-07,,1094622084.6666665,,,,,,,,140688634.0,,99317731.0,,,,,,,,,
2022-04-08,,1099658631.3333335,,,,,,,,141620582.0,,100627328.0,,,,,,,,,
2022-04-09,,1109675405.0,,,,,,,,158916484.0,,99600315.0,,,,,,,,,
2022-04-10,,1120388463.0,,,,,,,,156959884.0,,99157774.0,,,,,,,,,
2022-04-11,,1117910258.0,,,,,,,,159609055.0,,100636735.0,,,,,,,,,
2022-04-12,,1113905727.0,,,,,,,,144113629.0,,99763260.0,,,,,,,,,
2022-04-13,,1123322839.0,,,,,,,,145450079.0,,105821971.0,,,,,,,,,
2022-04-14,,1128132691.0,,,,,,,,151044535.0,,104949167.0,,,,,,,,,
2022-04-15,,1129051956.0,,,,,,,,152088852.0,,104735993.0,,,,,,,,,
2022-04-16,,1132386810.0,,,,,,,,135001880.0,,106618342.0,,,,,,,,,
2022-04-17,,1131954288.0,,,,,,,,155864445.0,,107478199.0,,,,,,,,,
2022-04-18,,1134675756.0,,,,,,,,156613603.0,,106635846.0,,,,,,,,,
2022-04-19,,1132212899.0,,,,,,,,158788625.0,,106580691.0,,,,,,,,,
2022-04-20,,1117180784.0,,,,,,,,149344252.0,,107490707.0,,,,,,,,,
2022-04-21,,1121229943.0,,,,,,,,155173361.0,,107386392.0,,,,,,,,,
2022-04-22,,1122688586.4,,,,,,,,160689584.0,,105420204.0,,,,,,,,,
2022-04-23,,1113601724.8,,,,,,,,156811215.0,,105170238.0,,,,,,,,,
2022-04-24,,1117540983.2,,,,,,,,159297562.0,,105281374.0,,,,,,,,,
2022-04-25,,1117604532.6,,,,,,,,160627463.0,,104306092.0,,,,,,,,,
2022-04-26,,1093975159.0,,,,,,,,166018388.0,,102194810.0,,,,,,,,,
2022-04-27,,1097282826.0,,,,,,,,140635945.0,,101079710.0,,,,,,,,,
2022-04-28,,1088057182.0,,,,,,,,142403543.0,,98284122.0,,,,,,,,,
2022-04-29,,1089514244.0,,,,,,,,165658162.0,,98450946.0,,,,,,,,,
2022-04-30,,1101695086.0,,,,,,,,144875233.0,,94946839.0,,,,,,,,,
2022-05-01,,1102858859.0,,,,,,,,157763841.0,,91096807.0,,,,,,,,,
2022-05-02,,1105131012.0,,,,,,,,143960049.0,,91272154.0,,,,,,,,,
2022-05-03,,1082370160.0,,,,,,,,142466493.0,,93295153.0,,,,,,,,,
2022-05-04,,1084800194.0,,,,,,,,147059594.0,,93608220.0,,,,,,,,,
2022-05-05,,1100974405.0,,,,,,,,134443429.0,,94377886.0,,,,,,,,,
2022-05-06,,1094472097.0,,,,,,,,157149054.0,,92099491.0,,,,,,,,,
2022-05-07,,1095231430.0,,,,,,,,140426781.0,,90794919.0,,,,,,,,,
2022-05-08,,1100646201.0,,,,,,,,149181138.0,,91105856.0,,,,,,,,,
2022-05-09,,1097053213.0,,,,,,,,141717770.0,,90051685.0,,,,,,,,,
2022-05-10,,1064721002.0,,,,,,,,136634993.0,,87888959.0,,,,,,,,,
2022-05-11,,1058150719.0,,,,,,,,124106781.0,,85538446.0,,,,,,,,,
2022-05-12,,1062849381.0,,,,,,,,100578036.0,,78757156.0,,,,,,,,,
2022-05-13,,1066061958.0,,,,,,,,98037716.0,,76279033.0,,,,,,,,,
2022-05-14,,1054443773.0,,,,,,,,100418076.0,,79767845.0,,,,,,,,,
2022-05-15,,1066164460.0,,,,,,,,86965461.0,,78421009.0,,,,,,,,,
2022-05-16,,1060802381.0,,,,,,,,97420255.0,,83437757.0,,,,,,,,,
2022-05-17,,1071496668.0,,,,,,,,97213026.0,,81247848.0,,,,,,,,,
2022-05-18,,1070796120.0,,,,,,,,89577166.0,,83107094.0,,,,,,,,,
2022-05-19,,1069242425.0,,,,,,,,100888475.0,,80541091.0,,,,,,,,,
2022-05-20,,1078546981.0,,,,,,,,96436506.0,,78658690.0,,,,,,,,,
2022-05-21,,1082954361.0,,,,,,,,94914508.0,,79439886.0,,,,,,,,,
2022-05-22,,1086231498.0,,,,,,,,75044940.0,,77509736.0,,,,,,,,,
2022-05-23,,1085277881.0,,,,,,,,77411542.0,,78550887.0,,,,,,,,,
2022-05-24,,1090905007.0,,,,,,,,61733032.0,,77606284.0,,,,,,,,,
2022-05-25,,1100346934.0,,,,,,,,69093157.0,,77658143.0,,,,,,,,,
2022-05-26,,1093766346.0,,,,,,,,67997478.0,,69717246.0,,,,,,,,,
2022-05-27,,1094878341.5,,,,,,,,87325420.0,,69795756.0,,,,,,,,,
2022-05-28,,1094716160.0,,,,,,,,63903394.0,,69433891.0,,,,,,,,,
2022-05-29,,1096296109.0,,,,,,,,65484690.0,,69150974.0,,,,,,,,,
2022-05-30,,1094563050.0,,,,,,,,69132568.0,,68931329.0,,,,,,,,,
2022-05-31,,1097108850.3333335,,,,,,,,74001589.0,,68687249.0,,,,,,,,,
2022-06-01,,1086259136.6666665,,,,,,,,78432910.0,,66728711.0,,,,,,,,,
2022-06-02,,1094490882.0,,,,,,,,74372853.0,,66129653.0,,,,,,,,,
2022-06-03,,1103058839.0,,,,,,,,92028174.0,,66080001.0,,,,,,,,,
2022-06-04,,1093103376.0,,,,,,,,84006724.0,,64871306.0,,,,,,,,,
2022-06-05,,1096498611.0,,,,,,,,85706932.0,,64614038.0,,,,,,,,,
2022-06-06,,1095962629.5,,,,,,,,92688654.0,,64390322.0,,,,,,,,,
2022-06-07,,1088120468.0,,,,,,,,85139177.0,,64389582.0,,,,,,,,,
2022-06-08,,1093084121.0,,,,,,,,97098455.0,,65698060.0,,,,,,,,,
2022-06-09,,1095529273.0,,,,,,,,91107218.0,,64998956.0,,,,,,,,,
2022-06-10,,1087671029.0,,,,,,,,88258279.0,,64794520.0,,,,,,,,,
2022-06-11,,1102276735.0,,,,,,,,89934715.0,,66593839.0,,,,,,,,,
2022-06-12,,1103570003.0,,,,,,,,85676437.0,,63366042.0,,,,,,,,,
2022-06-13,,1104594701.5,,,,,,,,79548237.0,,62978561.0,,,,,,,,,
2022-06-14,,1085286480.0,,,,,,,,73072947.0,,59424871.0,,,,,,,,,
2022-06-15,,1074647698.6666665,,,,,,,,77283292.0,,58891247.0,,,,,,,,,
2022-06-16,,1088605003.3333335,,,,,,,,78990857.0,,59158626.0,,,,,,,,,
2022-06-17,,1099419270.0,,,,,,,,70909163.0,,58463153.0,,,,,,,,,
2022-06-18,,1094222554.0,,,,,,,,67916120.0,,58011806.0,,,,,,,,,
2022-06-19,,1087499496.0,,,,,,,,48925183.0,,57758115.0,,,,,,,,,
2022-06-20,,1093394285.0,,,,,,,,54946744.0,,57705178.0,,,,,,,,,
2022-06-21,,1096390120.75,,,,,,,,59661432.0,,58075795.0,,,,,,,,,
2022-06-22,,1084692866.5,,,,,,,,63852238.0,,58321577.0,,,,,,,,,
2022-06-23,,1088521326.25,,,,,,,,61668042.0,,58078520.0,,,,,,,,,
2022-06-24,,1085518621.0,,,,,,,,63031104.0,,58512811.0,,,,,,,,,
2022-06-25,,1084578264.75,,,,,,,,69131126.0,,59198914.0,,,,,,,,,
2022-06-26,,1083817546.5,,,,,,,,69991860.0,,58419102.0,,,,,,,,,
2022-06-27,,1085738687.25,,,,,,,,69094633.0,,58835507.0,,,,,,,,,
2022-06-28,,1086015339.0,,,,,,,,72004728.0,,58920516.0,,,,,,,,,
2022-06-29,,1081855471.6666665,,,,,,,,66201816.0,,58118629.0,,,,,,,,,
2022-06-30,,1083237304.3333335,,,,,,,,69082268.0,,57403187.0,,,,,,,,,
2022-07-01,,1081639297.0,,,,,,,,67977453.0,,56152055.0,,,,,,,,,
2022-07-02,,1074065867.6666665,,,,,,,,74041207.0,,56941112.0,,,,,,,,,
2022-07-03,,1075338861.3333335,,,,,,,,76089075.0,,55941313.0,,,,,,,,,
2022-07-04,,1076440393.0,,,,,,,,77099314.0,,55163896.0,,,,,,,,,
2022-07-05,,1075852453.0,,,,,,,,81373818.0,,55918124.0,,,,,,,,,
2022-07-06,,1054342836.0,,,,,,,,78010914.0,,55809198.0,,,,,,,,,
2022-07-07,,1039228861.0,,,,,,,,86093063.0,,55706588.0,,,,,,,,,
2022-07-08,,1031381948.0,,,,,,,,88318515.0,,55759872.0,,,,,,,,,
2022-07-09,,1034008969.0,,,,,,,,84177298.0,,56066549.0,,,,,,,,,
2022-07-10,,1029979293.0,,,,,,,,84799318.0,,56266826.0,,,,,,,,,
2022-07-11,,1031794093.0,,,,,,,,87326332.0,,56231852.0,,,,,,,,,
2022-07-12,,1027466778.0,,,,,,,,84191586.0,,55414597.0,,,,,,,,,
2022-07-13,,1027880823.0,,,,,,,,83791890.0,,55117947.0,,,,,,,,,
2022-07-14,,1033426520.0,,,,,,,,100693687.0,,54664387.0,,,,,,,,,
